equip_id,name,name1,fuzhi,type,equip_position,quality,equip_attacktype,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,camp_addition,camp,icon,intr,shopclass,shopweight,price1,price2,price3,advanceid,t_sign
60210093,胜利之斧,重武器10雷,219,2,1,9,1,2,2100,3,1500,19,1500,36,1300,0,0,0,0,99,1582300,3000,3,elogo60210090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60210103,T1
60210094,胜利之斧,重武器10土,219,2,1,9,1,2,2100,3,1500,19,1500,36,1300,0,0,0,0,99,1582300,3000,4,elogo60210090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60210104,T1
60210095,胜利之斧,重武器10光,219,2,1,9,1,2,2100,3,1500,19,1500,36,1300,0,0,0,0,99,1582300,3000,5,elogo60210090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60210105,T1
60210096,胜利之斧,重武器10暗,219,2,1,9,1,2,2100,3,1500,19,1500,36,1300,0,0,0,0,99,1582300,3000,6,elogo60210090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60210106,T1
60210097,胜利之斧,重武器10星,219,2,1,9,1,2,2100,3,1500,19,1500,36,1300,0,0,0,0,99,1582300,3000,7,elogo60210090.png,胜利的代名词，使用者就是胜利者的化身。,10,0,2000000,48000,4000,60210107,T1
60210100,时序之力,重武器11空,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,0,0,elogo60210100.png,力量强劲到足以扭曲时空。,11,6,3000000,72000,6000,0,T2
60210101,时序之力,重武器11水,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,3000,1,elogo60210100.png,力量强劲到足以扭曲时空。,11,1,3000000,72000,6000,0,T2
60210102,时序之力,重武器11火,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,3000,2,elogo60210100.png,力量强劲到足以扭曲时空。,11,1,3000000,72000,6000,0,T2
60210103,时序之力,重武器11雷,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,3000,3,elogo60210100.png,力量强劲到足以扭曲时空。,11,1,3000000,72000,6000,0,T2
60210104,时序之力,重武器11土,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,3000,4,elogo60210100.png,力量强劲到足以扭曲时空。,11,1,3000000,72000,6000,0,T2
60210105,时序之力,重武器11光,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,3000,5,elogo60210100.png,力量强劲到足以扭曲时空。,11,1,3000000,72000,6000,0,T2
60210106,时序之力,重武器11暗,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,3000,6,elogo60210100.png,力量强劲到足以扭曲时空。,11,1,3000000,72000,6000,0,T2
60210107,时序之力,重武器11星,2110,2,1,10,1,2,5500,3,2000,19,2000,36,1400,0,0,0,0,99,3093800,3000,7,elogo60210100.png,力量强劲到足以扭曲时空。,11,0,3000000,72000,6000,0,T2
60310000,青石法杖,法杖武器1,310,3,1,0,3,2,12,0,0,0,0,0,0,0,0,0,0,99,4440,0,0,elogo60310000.png,上面镶嵌着魔力微弱的青石。,1,6,5000,120,10,0,0
60310010,长藤木杖,法杖武器2,311,3,1,1,3,2,32,0,0,0,0,0,0,0,0,0,0,99,11840,0,0,elogo60310010.png,千年古树藤条做的木杖。,2,6,235000,5640,470,0,0
60310020,初学者魔杖,法杖武器3空,312,3,1,2,3,2,55,0,0,0,0,0,0,0,0,0,0,99,20350,0,0,elogo60310020.png,初学法师们最喜欢的法杖。,3,6,395000,9480,790,0,0
60310021,初学者魔杖,法杖武器3水,312,3,1,2,3,2,55,0,0,0,0,0,0,0,0,0,0,99,20350,3000,1,elogo60310020.png,初学法师们最喜欢的法杖。,3,1,395000,9480,790,0,0
60310022,初学者魔杖,法杖武器3火,312,3,1,2,3,2,55,0,0,0,0,0,0,0,0,0,0,99,20350,3000,2,elogo60310020.png,初学法师们最喜欢的法杖。,3,1,395000,9480,790,0,0
60310023,初学者魔杖,法杖武器3雷,312,3,1,2,3,2,55,0,0,0,0,0,0,0,0,0,0,99,20350,3000,3,elogo60310020.png,初学法师们最喜欢的法杖。,3,1,395000,9480,790,0,0
60310024,初学者魔杖,法杖武器3土,312,3,1,2,3,2,55,0,0,0,0,0,0,0,0,0,0,99,20350,3000,4,elogo60310020.png,初学法师们最喜欢的法杖。,3,1,395000,9480,790,0,0
60310025,初学者魔杖,法杖武器3光,312,3,1,2,3,2,55,0,0,0,0,0,0,0,0,0,0,99,20350,3000,5,elogo60310020.png,初学法师们最喜欢的法杖。,3,1,395000,9480,790,0,0
60310026,初学者魔杖,法杖武器3暗,312,3,1,2,3,2,55,0,0,0,0,0,0,0,0,0,0,99,20350,3000,6,elogo60310020.png,初学法师们最喜欢的法杖。,3,1,395000,9480,790,0,0
60310030,祈火之杖,法杖武器4空,313,3,1,3,3,2,120,3,13,0,0,0,0,0,0,0,0,99,50380,0,0,elogo60310030.png,听说，有人用这个杖召唤过火焰风暴。,4,6,1145000,27480,2290,0,0
60310031,祈火之杖,法杖武器4水,313,3,1,3,3,2,120,3,13,0,0,0,0,0,0,0,0,99,50380,3000,1,elogo60310030.png,听说，有人用这个杖召唤过火焰风暴。,4,1,1145000,27480,2290,0,0
60310032,祈火之杖,法杖武器4火,313,3,1,3,3,2,120,3,13,0,0,0,0,0,0,0,0,99,50380,3000,2,elogo60310030.png,听说，有人用这个杖召唤过火焰风暴。,4,1,1145000,27480,2290,0,0
60310033,祈火之杖,法杖武器4雷,313,3,1,3,3,2,120,3,13,0,0,0,0,0,0,0,0,99,50380,3000,3,elogo60310030.png,听说，有人用这个杖召唤过火焰风暴。,4,1,1145000,27480,2290,0,0
60310034,祈火之杖,法杖武器4土,313,3,1,3,3,2,120,3,13,0,0,0,0,0,0,0,0,99,50380,3000,4,elogo60310030.png,听说，有人用这个杖召唤过火焰风暴。,4,1,1145000,27480,2290,0,0
60310035,祈火之杖,法杖武器4光,313,3,1,3,3,2,120,3,13,0,0,0,0,0,0,0,0,99,50380,3000,5,elogo60310030.png,听说，有人用这个杖召唤过火焰风暴。,4,1,1145000,27480,2290,0,0
60310036,祈火之杖,法杖武器4暗,313,3,1,3,3,2,120,3,13,0,0,0,0,0,0,0,0,99,50380,3000,6,elogo60310030.png,听说，有人用这个杖召唤过火焰风暴。,4,1,1145000,27480,2290,0,0
60310040,海神的恩赐,法杖武器5空,314,3,1,4,3,2,165,6,400,0,0,0,0,0,0,0,0,99,90650,0,0,elogo60310040.png,据说大海之神赐给一个流浪法师的神器。,5,6,2050000,49200,4100,0,0
60310041,海神的恩赐,法杖武器5水,314,3,1,4,3,2,165,6,400,0,0,0,0,0,0,0,0,99,90650,3000,1,elogo60310040.png,据说大海之神赐给一个流浪法师的神器。,5,1,2050000,49200,4100,0,0
60310042,海神的恩赐,法杖武器5火,314,3,1,4,3,2,165,6,400,0,0,0,0,0,0,0,0,99,90650,3000,2,elogo60310040.png,据说大海之神赐给一个流浪法师的神器。,5,1,2050000,49200,4100,0,0
60310043,海神的恩赐,法杖武器5雷,314,3,1,4,3,2,165,6,400,0,0,0,0,0,0,0,0,99,90650,3000,3,elogo60310040.png,据说大海之神赐给一个流浪法师的神器。,5,1,2050000,49200,4100,0,0
60310044,海神的恩赐,法杖武器5土,314,3,1,4,3,2,165,6,400,0,0,0,0,0,0,0,0,99,90650,3000,4,elogo60310040.png,据说大海之神赐给一个流浪法师的神器。,5,1,2050000,49200,4100,0,0
60310045,海神的恩赐,法杖武器5光,314,3,1,4,3,2,165,6,400,0,0,0,0,0,0,0,0,99,90650,3000,5,elogo60310040.png,据说大海之神赐给一个流浪法师的神器。,5,1,2050000,49200,4100,0,0
60310046,海神的恩赐,法杖武器5暗,314,3,1,4,3,2,165,6,400,0,0,0,0,0,0,0,0,99,90650,3000,6,elogo60310040.png,据说大海之神赐给一个流浪法师的神器。,5,1,2050000,49200,4100,0,0
60310050,星辰之杖,法杖武器6空,315,3,1,5,3,2,260,6,800,0,0,0,0,0,0,0,0,99,155400,0,0,elogo60310050.png,一个可以召唤流星的法杖。,6,6,3350000,80400,6700,0,0
60310051,星辰之杖,法杖武器6水,315,3,1,5,3,2,260,6,800,0,0,0,0,0,0,0,0,99,155400,3000,1,elogo60310050.png,一个可以召唤流星的法杖。,6,1,3350000,80400,6700,0,0
60310052,星辰之杖,法杖武器6火,315,3,1,5,3,2,260,6,800,0,0,0,0,0,0,0,0,99,155400,3000,2,elogo60310050.png,一个可以召唤流星的法杖。,6,1,3350000,80400,6700,0,0
60310053,星辰之杖,法杖武器6雷,315,3,1,5,3,2,260,6,800,0,0,0,0,0,0,0,0,99,155400,3000,3,elogo60310050.png,一个可以召唤流星的法杖。,6,1,3350000,80400,6700,0,0
60310054,星辰之杖,法杖武器6土,315,3,1,5,3,2,260,6,800,0,0,0,0,0,0,0,0,99,155400,3000,4,elogo60310050.png,一个可以召唤流星的法杖。,6,1,3350000,80400,6700,0,0
60310055,星辰之杖,法杖武器6光,315,3,1,5,3,2,260,6,800,0,0,0,0,0,0,0,0,99,155400,3000,5,elogo60310050.png,一个可以召唤流星的法杖。,6,1,3350000,80400,6700,0,0
60310056,星辰之杖,法杖武器6暗,315,3,1,5,3,2,260,6,800,0,0,0,0,0,0,0,0,99,155400,3000,6,elogo60310050.png,一个可以召唤流星的法杖。,6,1,3350000,80400,6700,0,0
60310060,奥术魔杖,法杖武器7空,316,3,1,6,3,2,500,6,1200,0,0,0,0,0,0,0,0,99,273800,0,0,elogo60310060.png,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,7,6,5890000,141360,11780,0,0
60310061,奥术魔杖,法杖武器7水,316,3,1,6,3,2,500,6,1200,0,0,0,0,0,0,0,0,99,273800,3000,1,elogo60310060.png,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,7,1,5890000,141360,11780,0,0
60310062,奥术魔杖,法杖武器7火,316,3,1,6,3,2,500,6,1200,0,0,0,0,0,0,0,0,99,273800,3000,2,elogo60310060.png,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,7,1,5890000,141360,11780,0,0
60310063,奥术魔杖,法杖武器7雷,316,3,1,6,3,2,500,6,1200,0,0,0,0,0,0,0,0,99,273800,3000,3,elogo60310060.png,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,7,1,5890000,141360,11780,0,0
60310064,奥术魔杖,法杖武器7土,316,3,1,6,3,2,500,6,1200,0,0,0,0,0,0,0,0,99,273800,3000,4,elogo60310060.png,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,7,1,5890000,141360,11780,0,0
60310065,奥术魔杖,法杖武器7光,316,3,1,6,3,2,500,6,1200,0,0,0,0,0,0,0,0,99,273800,3000,5,elogo60310060.png,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,7,1,5890000,141360,11780,0,0
60310066,奥术魔杖,法杖武器7暗,316,3,1,6,3,2,500,6,1200,0,0,0,0,0,0,0,0,99,273800,3000,6,elogo60310060.png,可以把法师的魔力放大，哪怕是麻瓜都能释放魔法。,7,1,5890000,141360,11780,0,0
60310070,法神的传承,法杖武器8空,317,3,1,7,3,2,900,6,1600,37,500,0,0,0,0,0,0,99,473900,0,0,elogo60310070.png,历代法神去世后，都将这把法杖传承给下一任。,8,6,9885000,237240,19770,0,0
60310071,法神的传承,法杖武器8水,317,3,1,7,3,2,900,6,1600,37,500,0,0,0,0,0,0,99,473900,3000,1,elogo60310070.png,历代法神去世后，都将这把法杖传承给下一任。,8,1,9885000,237240,19770,0,0
60310072,法神的传承,法杖武器8火,317,3,1,7,3,2,900,6,1600,37,500,0,0,0,0,0,0,99,473900,3000,2,elogo60310070.png,历代法神去世后，都将这把法杖传承给下一任。,8,1,9885000,237240,19770,0,0
60310073,法神的传承,法杖武器8雷,317,3,1,7,3,2,900,6,1600,37,500,0,0,0,0,0,0,99,473900,3000,3,elogo60310070.png,历代法神去世后，都将这把法杖传承给下一任。,8,1,9885000,237240,19770,0,0
60310074,法神的传承,法杖武器8土,317,3,1,7,3,2,900,6,1600,37,500,0,0,0,0,0,0,99,473900,3000,4,elogo60310070.png,历代法神去世后，都将这把法杖传承给下一任。,8,1,9885000,237240,19770,0,0
60310075,法神的传承,法杖武器8光,317,3,1,7,3,2,900,6,1600,37,500,0,0,0,0,0,0,99,473900,3000,5,elogo60310070.png,历代法神去世后，都将这把法杖传承给下一任。,8,1,9885000,237240,19770,0,0
60310076,法神的传承,法杖武器8暗,317,3,1,7,3,2,900,6,1600,37,500,0,0,0,0,0,0,99,473900,3000,6,elogo60310070.png,历代法神去世后，都将这把法杖传承给下一任。,8,1,9885000,237240,19770,0,0
60310080,魔焰巨杖,法杖武器9空,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,0,0,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,6,15880000,381120,31760,60310090,0
60310081,魔焰巨杖,法杖武器9水,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,3000,1,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,1,15880000,381120,31760,60310091,0
60310082,魔焰巨杖,法杖武器9火,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,3000,2,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,1,15880000,381120,31760,60310092,0
60310083,魔焰巨杖,法杖武器9雷,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,3000,3,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,1,15880000,381120,31760,60310093,0
60310084,魔焰巨杖,法杖武器9土,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,3000,4,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,1,15880000,381120,31760,60310094,0
60310085,魔焰巨杖,法杖武器9光,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,3000,5,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,1,15880000,381120,31760,60310095,0
60310086,魔焰巨杖,法杖武器9暗,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,3000,6,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,1,15880000,381120,31760,60310096,0
60310087,魔焰巨杖,法杖武器9星,318,3,1,8,3,2,1500,6,2400,37,1200,0,0,0,0,0,0,99,786600,3000,7,elogo60310080.png,可以呼唤地域魔焰的神力法杖。,9,0,15880000,381120,31760,60310097,0
60310090,胜利之杖,法杖武器10空,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,0,0,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,6,2000000,48000,4000,60310100,T1
60310091,胜利之杖,法杖武器10水,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,3000,1,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60310101,T1
60310092,胜利之杖,法杖武器10火,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,3000,2,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60310102,T1
60310093,胜利之杖,法杖武器10雷,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,3000,3,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60310103,T1
60310094,胜利之杖,法杖武器10土,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,3000,4,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60310104,T1
60310095,胜利之杖,法杖武器10光,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,3000,5,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60310105,T1
60310096,胜利之杖,法杖武器10暗,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,3000,6,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,1,2000000,48000,4000,60310106,T1
60310097,胜利之杖,法杖武器10星,319,3,1,9,3,2,3500,6,2400,20,500,37,1300,0,0,0,0,99,1550000,3000,7,elogo60310090.png,胜利的代名词，使用者就是胜利者的化身。,10,0,2000000,48000,4000,60310107,T1
60310100,迦摩之音,法杖武器11空,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,0,0,elogo60310100.png,掌控精神。,10,6,3000000,72000,6000,0,T2
60310101,迦摩之音,法杖武器11水,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,3000,1,elogo60310100.png,掌控精神。,10,1,3000000,72000,6000,0,T2
60310102,迦摩之音,法杖武器11火,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,3000,2,elogo60310100.png,掌控精神。,10,1,3000000,72000,6000,0,T2
60310103,迦摩之音,法杖武器11雷,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,3000,3,elogo60310100.png,掌控精神。,10,1,3000000,72000,6000,0,T2
60310104,迦摩之音,法杖武器11土,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,3000,4,elogo60310100.png,掌控精神。,10,1,3000000,72000,6000,0,T2
60310105,迦摩之音,法杖武器11光,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,3000,5,elogo60310100.png,掌控精神。,10,1,3000000,72000,6000,0,T2
60310106,迦摩之音,法杖武器11暗,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,3000,6,elogo60310100.png,掌控精神。,10,1,3000000,72000,6000,0,T2
60310107,迦摩之音,法杖武器11星,3110,3,1,10,3,2,7500,6,2400,20,900,37,1400,0,0,0,0,99,3049400,3000,7,elogo60310100.png,掌控精神。,10,0,3000000,72000,6000,0,T2
60420000,镔铁头盔,板甲头盔1,420,4,2,0,1,1,120,2,6,0,0,0,0,0,0,0,0,99,4620,0,0,elogo60420000.png,镔铁打造的护具，坚韧无比。,1,6,5000,120,10,0,0
60420010,碎石头盔,板甲头盔2,421,4,2,1,1,1,265,2,15,20,20,0,0,0,0,0,0,99,11610,0,0,elogo60420010.png,坚硬得很，往石头上一丢，直接砸碎。,2,6,230000,5520,460,0,0
60420020,开山头盔,板甲头盔3空,422,4,2,2,1,1,450,2,25,20,50,0,0,0,0,0,0,99,20150,0,0,elogo60420020.png,曾经一位开山神手穿戴的护具。,3,6,385000,9240,770,0,0
60420021,开山头盔,板甲头盔3水,422,4,2,2,1,1,450,2,25,20,50,0,0,0,0,0,0,99,20150,3000,1,elogo60420020.png,曾经一位开山神手穿戴的护具。,3,1,385000,9240,770,0,0
60420022,开山头盔,板甲头盔3火,422,4,2,2,1,1,450,2,25,20,50,0,0,0,0,0,0,99,20150,3000,2,elogo60420020.png,曾经一位开山神手穿戴的护具。,3,1,385000,9240,770,0,0
60420023,开山头盔,板甲头盔3雷,422,4,2,2,1,1,450,2,25,20,50,0,0,0,0,0,0,99,20150,3000,3,elogo60420020.png,曾经一位开山神手穿戴的护具。,3,1,385000,9240,770,0,0
60420024,开山头盔,板甲头盔3土,422,4,2,2,1,1,450,2,25,20,50,0,0,0,0,0,0,99,20150,3000,4,elogo60420020.png,曾经一位开山神手穿戴的护具。,3,1,385000,9240,770,0,0
60420025,开山头盔,板甲头盔3光,422,4,2,2,1,1,450,2,25,20,50,0,0,0,0,0,0,99,20150,3000,5,elogo60420020.png,曾经一位开山神手穿戴的护具。,3,1,385000,9240,770,0,0
60420026,开山头盔,板甲头盔3暗,422,4,2,2,1,1,450,2,25,20,50,0,0,0,0,0,0,99,20150,3000,6,elogo60420020.png,曾经一位开山神手穿戴的护具。,3,1,385000,9240,770,0,0
60420030,烈风头盔,板甲头盔4空,423,4,2,3,1,1,1300,2,50,20,150,0,0,0,0,0,0,99,50200,0,0,elogo60420030.png,经过火焰长久的锻造，坚韧无比。,4,6,1140000,27360,2280,0,0
60420031,烈风头盔,板甲头盔4水,423,4,2,3,1,1,1300,2,50,20,150,0,0,0,0,0,0,99,50200,3000,1,elogo60420030.png,经过火焰长久的锻造，坚韧无比。,4,1,1140000,27360,2280,0,0
60420032,烈风头盔,板甲头盔4火,423,4,2,3,1,1,1300,2,50,20,150,0,0,0,0,0,0,99,50200,3000,2,elogo60420030.png,经过火焰长久的锻造，坚韧无比。,4,1,1140000,27360,2280,0,0
60420033,烈风头盔,板甲头盔4雷,423,4,2,3,1,1,1300,2,50,20,150,0,0,0,0,0,0,99,50200,3000,3,elogo60420030.png,经过火焰长久的锻造，坚韧无比。,4,1,1140000,27360,2280,0,0
60420034,烈风头盔,板甲头盔4土,423,4,2,3,1,1,1300,2,50,20,150,0,0,0,0,0,0,99,50200,3000,4,elogo60420030.png,经过火焰长久的锻造，坚韧无比。,4,1,1140000,27360,2280,0,0
60420035,烈风头盔,板甲头盔4光,423,4,2,3,1,1,1300,2,50,20,150,0,0,0,0,0,0,99,50200,3000,5,elogo60420030.png,经过火焰长久的锻造，坚韧无比。,4,1,1140000,27360,2280,0,0
60420036,烈风头盔,板甲头盔4暗,423,4,2,3,1,1,1300,2,50,20,150,0,0,0,0,0,0,99,50200,3000,6,elogo60420030.png,经过火焰长久的锻造，坚韧无比。,4,1,1140000,27360,2280,0,0
60420040,圣焰战盔,板甲头盔5空,424,4,2,4,1,1,2200,2,110,20,150,0,0,0,0,0,0,99,90400,0,0,elogo60420040.png,部落战士使用的防具。,5,6,2035000,48840,4070,0,0
60420041,圣焰战盔,板甲头盔5水,424,4,2,4,1,1,2200,2,110,20,150,0,0,0,0,0,0,99,90400,3000,1,elogo60420040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60420042,圣焰战盔,板甲头盔5火,424,4,2,4,1,1,2200,2,110,20,150,0,0,0,0,0,0,99,90400,3000,2,elogo60420040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60420043,圣焰战盔,板甲头盔5雷,424,4,2,4,1,1,2200,2,110,20,150,0,0,0,0,0,0,99,90400,3000,3,elogo60420040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60420044,圣焰战盔,板甲头盔5土,424,4,2,4,1,1,2200,2,110,20,150,0,0,0,0,0,0,99,90400,3000,4,elogo60420040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60420045,圣焰战盔,板甲头盔5光,424,4,2,4,1,1,2200,2,110,20,150,0,0,0,0,0,0,99,90400,3000,5,elogo60420040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60420046,圣焰战盔,板甲头盔5暗,424,4,2,4,1,1,2200,2,110,20,150,0,0,0,0,0,0,99,90400,3000,6,elogo60420040.png,部落战士使用的防具。,5,1,2035000,48840,4070,0,0
60420050,威仪战盔,板甲头盔6空,425,4,2,5,1,1,3700,2,150,6,200,20,200,0,0,0,0,99,212660,0,0,elogo60420050.png,象征着皇家的威仪。,6,6,3340000,80160,6680,0,0
60420051,威仪战盔,板甲头盔6水,425,4,2,5,1,1,3700,2,150,6,200,20,200,0,0,0,0,99,212660,3000,1,elogo60420050.png,象征着皇家的威仪。,6,1,3340000,80160,6680,0,0
60420052,威仪战盔,板甲头盔6火,425,4,2,5,1,1,3700,2,150,6,200,20,200,0,0,0,0,99,212660,3000,2,elogo60420050.png,象征着皇家的威仪。,6,1,3340000,80160,6680,0,0
60420053,威仪战盔,板甲头盔6雷,425,4,2,5,1,1,3700,2,150,6,200,20,200,0,0,0,0,99,212660,3000,3,elogo60420050.png,象征着皇家的威仪。,6,1,3340000,80160,6680,0,0
60420054,威仪战盔,板甲头盔6土,425,4,2,5,1,1,3700,2,150,6,200,20,200,0,0,0,0,99,212660,3000,4,elogo60420050.png,象征着皇家的威仪。,6,1,3340000,80160,6680,0,0
60420055,威仪战盔,板甲头盔6光,425,4,2,5,1,1,3700,2,150,6,200,20,200,0,0,0,0,99,212660,3000,5,elogo60420050.png,象征着皇家的威仪。,6,1,3340000,80160,6680,0,0
60420056,威仪战盔,板甲头盔6暗,425,4,2,5,1,1,3700,2,150,6,200,20,200,0,0,0,0,99,212660,3000,6,elogo60420050.png,象征着皇家的威仪。,6,1,3340000,80160,6680,0,0
60420060,地恸战盔,板甲头盔7空,426,4,2,6,1,1,5200,2,370,6,300,20,250,0,0,0,0,99,272600,0,0,elogo60420060.png,重量十足，穿戴之后，每一步都可憾地。,7,6,5860000,140640,11720,0,0
60420061,地恸战盔,板甲头盔7水,426,4,2,6,1,1,5200,2,370,6,300,20,250,0,0,0,0,99,272600,3000,1,elogo60420060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5860000,140640,11720,0,0
60420062,地恸战盔,板甲头盔7火,426,4,2,6,1,1,5200,2,370,6,300,20,250,0,0,0,0,99,272600,3000,2,elogo60420060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5860000,140640,11720,0,0
60420063,地恸战盔,板甲头盔7雷,426,4,2,6,1,1,5200,2,370,6,300,20,250,0,0,0,0,99,272600,3000,3,elogo60420060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5860000,140640,11720,0,0
60420064,地恸战盔,板甲头盔7土,426,4,2,6,1,1,5200,2,370,6,300,20,250,0,0,0,0,99,272600,3000,4,elogo60420060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5860000,140640,11720,0,0
60420065,地恸战盔,板甲头盔7光,426,4,2,6,1,1,5200,2,370,6,300,20,250,0,0,0,0,99,272600,3000,5,elogo60420060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5860000,140640,11720,0,0
60420066,地恸战盔,板甲头盔7暗,426,4,2,6,1,1,5200,2,370,6,300,20,250,0,0,0,0,99,272600,3000,6,elogo60420060.png,重量十足，穿戴之后，每一步都可憾地。,7,1,5860000,140640,11720,0,0
60420070,天使的战盔,板甲头盔8空,427,4,2,7,1,1,11000,2,570,6,400,20,300,0,0,0,0,99,471900,0,0,elogo60420070.png,天使使用的防具，十分坚硬。,8,6,9845000,236280,19690,0,0
60420071,天使的战盔,板甲头盔8水,427,4,2,7,1,1,11000,2,570,6,400,20,300,0,0,0,0,99,471900,3000,1,elogo60420070.png,天使使用的防具，十分坚硬。,8,1,9845000,236280,19690,0,0
60420072,天使的战盔,板甲头盔8火,427,4,2,7,1,1,11000,2,570,6,400,20,300,0,0,0,0,99,471900,3000,2,elogo60420070.png,天使使用的防具，十分坚硬。,8,1,9845000,236280,19690,0,0
60420073,天使的战盔,板甲头盔8雷,427,4,2,7,1,1,11000,2,570,6,400,20,300,0,0,0,0,99,471900,3000,3,elogo60420070.png,天使使用的防具，十分坚硬。,8,1,9845000,236280,19690,0,0
60420074,天使的战盔,板甲头盔8土,427,4,2,7,1,1,11000,2,570,6,400,20,300,0,0,0,0,99,471900,3000,4,elogo60420070.png,天使使用的防具，十分坚硬。,8,1,9845000,236280,19690,0,0
60420075,天使的战盔,板甲头盔8光,427,4,2,7,1,1,11000,2,570,6,400,20,300,0,0,0,0,99,471900,3000,5,elogo60420070.png,天使使用的防具，十分坚硬。,8,1,9845000,236280,19690,0,0
60420076,天使的战盔,板甲头盔8暗,427,4,2,7,1,1,11000,2,570,6,400,20,300,0,0,0,0,99,471900,3000,6,elogo60420070.png,天使使用的防具，十分坚硬。,8,1,9845000,236280,19690,0,0
