ID,levelID,mapfile,mapeffect,index1,index2,index3,index4,index5
1071,112559,Cemetery01,0,1255901,1255902,1255903,1255904,1255905
1072,112560,Cemetery01,0,1256001,1256002,1256003,1256004,1256005
1073,112601,Volcano01,0,1260101,1260102,1260103,1260104,1260105
1074,112602,Volcano01,0,1260201,1260202,1260203,1260204,1260205
1075,112603,Volcano01,0,1260301,1260302,1260303,1260304,1260305
1076,112604,Volcano01,0,1260401,1260402,1260403,1260404,1260405
1077,112605,Volcano01,0,1260501,1260502,1260503,1260504,1260505
1078,112606,Volcano01,0,1260601,1260602,1260603,1260604,1260605
1079,112607,Volcano01,0,1260701,1260702,1260703,1260704,1260705
1080,112608,Volcano01,0,1260801,1260802,1260803,1260804,1260805
1081,112609,Volcano01,0,1260901,1260902,1260903,1260904,1260905
1082,112610,Volcano01,0,1261001,1261002,1261003,1261004,1261005
1083,112611,Volcano01,0,1261101,1261102,1261103,1261104,1261105
1084,112612,Volcano01,0,1261201,1261202,1261203,1261204,1261205
1085,112613,Volcano01,0,1261301,1261302,1261303,1261304,1261305
1086,112614,Volcano01,0,1261401,1261402,1261403,1261404,1261405
1087,112615,Volcano01,0,1261501,1261502,1261503,1261504,1261505
1088,112616,Volcano01,0,1261601,1261602,1261603,1261604,1261605
1089,112617,Volcano01,0,1261701,1261702,1261703,1261704,1261705
1090,112618,Volcano01,0,1261801,1261802,1261803,1261804,1261805
1091,112619,Volcano01,0,1261901,1261902,1261903,1261904,1261905
1092,112620,Volcano01,0,1262001,1262002,1262003,1262004,1262005
1093,112621,Volcano01,0,1262101,1262102,1262103,1262104,1262105
1094,112622,Volcano01,0,1262201,1262202,1262203,1262204,1262205
1095,112623,Volcano01,0,1262301,1262302,1262303,1262304,1262305
1096,112624,Volcano01,0,1262401,1262402,1262403,1262404,1262405
1097,112625,Volcano01,0,1262501,1262502,1262503,1262504,1262505
1098,112626,Volcano01,0,1262601,1262602,1262603,1262604,1262605
1099,112627,Volcano01,0,1262701,1262702,1262703,1262704,1262705
1100,112628,Volcano01,0,1262801,1262802,1262803,1262804,1262805
1101,112629,Volcano01,0,1262901,1262902,1262903,1262904,1262905
1102,112630,Volcano01,0,1263001,1263002,1263003,1263004,1263005
1103,112631,Volcano01,0,1263101,1263102,1263103,1263104,1263105
1104,112632,Volcano01,0,1263201,1263202,1263203,1263204,1263205
1105,112633,Volcano01,0,1263301,1263302,1263303,1263304,1263305
1106,112634,Volcano01,0,1263401,1263402,1263403,1263404,1263405
1107,112635,Volcano01,0,1263501,1263502,1263503,1263504,1263505
1108,112636,Volcano01,0,1263601,1263602,1263603,1263604,1263605
1109,112637,Volcano01,0,1263701,1263702,1263703,1263704,1263705
1110,112638,Volcano01,0,1263801,1263802,1263803,1263804,1263805
1111,112639,Volcano01,0,1263901,1263902,1263903,1263904,1263905
1112,112640,Volcano01,0,1264001,1264002,1264003,1264004,1264005
1113,112641,Volcano01,0,1264101,1264102,1264103,1264104,1264105
1114,112642,Volcano01,0,1264201,1264202,1264203,1264204,1264205
1115,112643,Volcano01,0,1264301,1264302,1264303,1264304,1264305
1116,112644,Volcano01,0,1264401,1264402,1264403,1264404,1264405
1117,112645,Volcano01,0,1264501,1264502,1264503,1264504,1264505
1118,112646,Volcano01,0,1264601,1264602,1264603,1264604,1264605
1119,112647,Volcano01,0,1264701,1264702,1264703,1264704,1264705
1120,112648,Volcano01,0,1264801,1264802,1264803,1264804,1264805
1121,112649,Volcano01,0,1264901,1264902,1264903,1264904,1264905
1122,112650,Volcano01,0,1265001,1265002,1265003,1265004,1265005
1123,112651,Volcano01,0,1265101,1265102,1265103,1265104,1265105
1124,112652,Volcano01,0,1265201,1265202,1265203,1265204,1265205
1125,112653,Volcano01,0,1265301,1265302,1265303,1265304,1265305
1126,112654,Volcano01,0,1265401,1265402,1265403,1265404,1265405
1127,112655,Volcano01,0,1265501,1265502,1265503,1265504,1265505
1128,112656,Volcano01,0,1265601,1265602,1265603,1265604,1265605
1129,112657,Volcano01,0,1265701,1265702,1265703,1265704,1265705
1130,112658,Volcano01,0,1265801,1265802,1265803,1265804,1265805
1131,112659,Volcano01,0,1265901,1265902,1265903,1265904,1265905
1132,112660,Volcano01,0,1266001,1266002,1266003,1266004,1266005
1133,112701,Desert01,scb,1270101,1270102,1270103,1270104,1270105
1134,112702,Desert01,scb,1270201,1270202,1270203,1270204,1270205
1135,112703,Desert01,scb,1270301,1270302,1270303,1270304,1270305
1136,112704,Desert01,scb,1270401,1270402,1270403,1270404,1270405
1137,112705,Desert01,scb,1270501,1270502,1270503,1270504,1270505
1138,112706,Desert01,scb,1270601,1270602,1270603,1270604,1270605
1139,112707,Desert01,scb,1270701,1270702,1270703,1270704,1270705
1140,112708,Desert01,scb,1270801,1270802,1270803,1270804,1270805
1141,112709,Desert01,scb,1270901,1270902,1270903,1270904,1270905
1142,112710,Desert01,scb,1271001,1271002,1271003,1271004,1271005
1143,112711,Desert01,scb,1271101,1271102,1271103,1271104,1271105
1144,112712,Desert01,scb,1271201,1271202,1271203,1271204,1271205
1145,112713,Desert01,scb,1271301,1271302,1271303,1271304,1271305
1146,112714,Desert01,scb,1271401,1271402,1271403,1271404,1271405
1147,112715,Desert01,scb,1271501,1271502,1271503,1271504,1271505
1148,112716,Desert01,scb,1271601,1271602,1271603,1271604,1271605
1149,112717,Desert01,scb,1271701,1271702,1271703,1271704,1271705
1150,112718,Desert01,scb,1271801,1271802,1271803,1271804,1271805
1151,112719,Desert01,scb,1271901,1271902,1271903,1271904,1271905
1152,112720,Desert01,scb,1272001,1272002,1272003,1272004,1272005
1153,112721,Desert01,scb,1272101,1272102,1272103,1272104,1272105
1154,112722,Desert01,scb,1272201,1272202,1272203,1272204,1272205
1155,112723,Desert01,scb,1272301,1272302,1272303,1272304,1272305
1156,112724,Desert01,scb,1272401,1272402,1272403,1272404,1272405
1157,112725,Desert01,scb,1272501,1272502,1272503,1272504,1272505
1158,112726,Desert01,scb,1272601,1272602,1272603,1272604,1272605
1159,112727,Desert01,scb,1272701,1272702,1272703,1272704,1272705
1160,112728,Desert01,scb,1272801,1272802,1272803,1272804,1272805
1161,112729,Desert01,scb,1272901,1272902,1272903,1272904,1272905
1162,112730,Desert01,scb,1273001,1273002,1273003,1273004,1273005
1163,112731,Desert01,scb,1273101,1273102,1273103,1273104,1273105
1164,112732,Desert01,scb,1273201,1273202,1273203,1273204,1273205
1165,112733,Desert01,scb,1273301,1273302,1273303,1273304,1273305
1166,112734,Desert01,scb,1273401,1273402,1273403,1273404,1273405
1167,112735,Desert01,scb,1273501,1273502,1273503,1273504,1273505
1168,112736,Desert01,scb,1273601,1273602,1273603,1273604,1273605
1169,112737,Desert01,scb,1273701,1273702,1273703,1273704,1273705
1170,112738,Desert01,scb,1273801,1273802,1273803,1273804,1273805
1171,112739,Desert01,scb,1273901,1273902,1273903,1273904,1273905
1172,112740,Desert01,scb,1274001,1274002,1274003,1274004,1274005
1173,112741,Desert01,scb,1274101,1274102,1274103,1274104,1274105
1174,112742,Desert01,scb,1274201,1274202,1274203,1274204,1274205
1175,112743,Desert01,scb,1274301,1274302,1274303,1274304,1274305
1176,112744,Desert01,scb,1274401,1274402,1274403,1274404,1274405
1177,112745,Desert01,scb,1274501,1274502,1274503,1274504,1274505
1178,112746,Desert01,scb,1274601,1274602,1274603,1274604,1274605
1179,112747,Desert01,scb,1274701,1274702,1274703,1274704,1274705
1180,112748,Desert01,scb,1274801,1274802,1274803,1274804,1274805
1181,112749,Desert01,scb,1274901,1274902,1274903,1274904,1274905
1182,112750,Desert01,scb,1275001,1275002,1275003,1275004,1275005
1183,112751,Desert01,scb,1275101,1275102,1275103,1275104,1275105
1184,112752,Desert01,scb,1275201,1275202,1275203,1275204,1275205
1185,112753,Desert01,scb,1275301,1275302,1275303,1275304,1275305
1186,112754,Desert01,scb,1275401,1275402,1275403,1275404,1275405
1187,112755,Desert01,scb,1275501,1275502,1275503,1275504,1275505
1188,112756,Desert01,scb,1275601,1275602,1275603,1275604,1275605
1189,112757,Desert01,scb,1275701,1275702,1275703,1275704,1275705
1190,112758,Desert01,scb,1275801,1275802,1275803,1275804,1275805
1191,112759,Desert01,scb,1275901,1275902,1275903,1275904,1275905
1192,112760,Desert01,scb,1276001,1276002,1276003,1276004,1276005
1193,112801,Desert01,scb,1280101,1280102,1280103,1280104,1280105
1194,112802,Desert01,scb,1280201,1280202,1280203,1280204,1280205
1195,112803,Desert01,scb,1280301,1280302,1280303,1280304,1280305
1196,112804,Desert01,scb,1280401,1280402,1280403,1280404,1280405
1197,112805,Desert01,scb,1280501,1280502,1280503,1280504,1280505
1198,112806,Desert01,scb,1280601,1280602,1280603,1280604,1280605
1199,112807,Desert01,scb,1280701,1280702,1280703,1280704,1280705
1200,112808,Desert01,scb,1280801,1280802,1280803,1280804,1280805
1201,112809,Desert01,scb,1280901,1280902,1280903,1280904,1280905
1202,112810,Desert01,scb,1281001,1281002,1281003,1281004,1281005
1203,112811,Desert01,scb,1281101,1281102,1281103,1281104,1281105
1204,112812,Desert01,scb,1281201,1281202,1281203,1281204,1281205
1205,112813,Desert01,scb,1281301,1281302,1281303,1281304,1281305
1206,112814,Desert01,scb,1281401,1281402,1281403,1281404,1281405
1207,112815,Desert01,scb,1281501,1281502,1281503,1281504,1281505
1208,112816,Desert01,scb,1281601,1281602,1281603,1281604,1281605
1209,112817,Desert01,scb,1281701,1281702,1281703,1281704,1281705
1210,112818,Desert01,scb,1281801,1281802,1281803,1281804,1281805
1211,112819,Desert01,scb,1281901,1281902,1281903,1281904,1281905
1212,112820,Desert01,scb,1282001,1282002,1282003,1282004,1282005
1213,112821,Desert01,scb,1282101,1282102,1282103,1282104,1282105
1214,112822,Desert01,scb,1282201,1282202,1282203,1282204,1282205
1215,112823,Desert01,scb,1282301,1282302,1282303,1282304,1282305
1216,112824,Desert01,scb,1282401,1282402,1282403,1282404,1282405
1217,112825,Desert01,scb,1282501,1282502,1282503,1282504,1282505
1218,112826,Desert01,scb,1282601,1282602,1282603,1282604,1282605
1219,112827,Desert01,scb,1282701,1282702,1282703,1282704,1282705
1220,112828,Desert01,scb,1282801,1282802,1282803,1282804,1282805
1221,112829,Desert01,scb,1282901,1282902,1282903,1282904,1282905
1222,112830,Desert01,scb,1283001,1283002,1283003,1283004,1283005
1223,112831,Desert01,scb,1283101,1283102,1283103,1283104,1283105
1224,112832,Desert01,scb,1283201,1283202,1283203,1283204,1283205
1225,112833,Desert01,scb,1283301,1283302,1283303,1283304,1283305
1226,112834,Desert01,scb,1283401,1283402,1283403,1283404,1283405
1227,112835,Desert01,scb,1283501,1283502,1283503,1283504,1283505
1228,112836,Desert01,scb,1283601,1283602,1283603,1283604,1283605
1229,112837,Desert01,scb,1283701,1283702,1283703,1283704,1283705
1230,112838,Desert01,scb,1283801,1283802,1283803,1283804,1283805
1231,112839,Desert01,scb,1283901,1283902,1283903,1283904,1283905
1232,112840,Desert01,scb,1284001,1284002,1284003,1284004,1284005
1233,112841,Desert01,scb,1284101,1284102,1284103,1284104,1284105
1234,112842,Desert01,scb,1284201,1284202,1284203,1284204,1284205
1235,112843,Desert01,scb,1284301,1284302,1284303,1284304,1284305
1236,112844,Desert01,scb,1284401,1284402,1284403,1284404,1284405
1237,112845,Desert01,scb,1284501,1284502,1284503,1284504,1284505
1238,112846,Desert01,scb,1284601,1284602,1284603,1284604,1284605
1239,112847,Desert01,scb,1284701,1284702,1284703,1284704,1284705
1240,112848,Desert01,scb,1284801,1284802,1284803,1284804,1284805
1241,112849,Desert01,scb,1284901,1284902,1284903,1284904,1284905
1242,112850,Desert01,scb,1285001,1285002,1285003,1285004,1285005
1243,112851,Desert01,scb,1285101,1285102,1285103,1285104,1285105
1244,112852,Desert01,scb,1285201,1285202,1285203,1285204,1285205
1245,112853,Desert01,scb,1285301,1285302,1285303,1285304,1285305
1246,112854,Desert01,scb,1285401,1285402,1285403,1285404,1285405
1247,112855,Desert01,scb,1285501,1285502,1285503,1285504,1285505
1248,112856,Desert01,scb,1285601,1285602,1285603,1285604,1285605
1249,112857,Desert01,scb,1285701,1285702,1285703,1285704,1285705
1250,112858,Desert01,scb,1285801,1285802,1285803,1285804,1285805
1251,112859,Desert01,scb,1285901,1285902,1285903,1285904,1285905
1252,112860,Desert01,scb,1286001,1286002,1286003,1286004,1286005
1253,112901,Item01,yudi,1290101,1290102,1290103,1290104,1290105
1254,112902,Item01,yudi,1290201,1290202,1290203,1290204,1290205
1255,112903,Item01,yudi,1290301,1290302,1290303,1290304,1290305
1256,112904,Item01,yudi,1290401,1290402,1290403,1290404,1290405
1257,112905,Item01,yudi,1290501,1290502,1290503,1290504,1290505
1258,112906,Item01,yudi,1290601,1290602,1290603,1290604,1290605
1259,112907,Item01,yudi,1290701,1290702,1290703,1290704,1290705
1260,112908,Item01,yudi,1290801,1290802,1290803,1290804,1290805
1261,112909,Item01,yudi,1290901,1290902,1290903,1290904,1290905
1262,112910,Item01,yudi,1291001,1291002,1291003,1291004,1291005
1263,112911,Item01,yudi,1291101,1291102,1291103,1291104,1291105
1264,112912,Item01,yudi,1291201,1291202,1291203,1291204,1291205
1265,112913,Item01,yudi,1291301,1291302,1291303,1291304,1291305
1266,112914,Item01,yudi,1291401,1291402,1291403,1291404,1291405
1267,112915,Item01,yudi,1291501,1291502,1291503,1291504,1291505
1268,112916,Item01,yudi,1291601,1291602,1291603,1291604,1291605
1269,112917,Item01,yudi,1291701,1291702,1291703,1291704,1291705
1270,112918,Item01,yudi,1291801,1291802,1291803,1291804,1291805
1271,112919,Item01,yudi,1291901,1291902,1291903,1291904,1291905
1272,112920,Item01,yudi,1292001,1292002,1292003,1292004,1292005
1273,112921,Item01,yudi,1292101,1292102,1292103,1292104,1292105
1274,112922,Item01,yudi,1292201,1292202,1292203,1292204,1292205
1275,112923,Item01,yudi,1292301,1292302,1292303,1292304,1292305
1276,112924,Item01,yudi,1292401,1292402,1292403,1292404,1292405
1277,112925,Item01,yudi,1292501,1292502,1292503,1292504,1292505
1278,112926,Item01,yudi,1292601,1292602,1292603,1292604,1292605
1279,112927,Item01,yudi,1292701,1292702,1292703,1292704,1292705
1280,112928,Item01,yudi,1292801,1292802,1292803,1292804,1292805
1281,112929,Item01,yudi,1292901,1292902,1292903,1292904,1292905
1282,112930,Item01,yudi,1293001,1293002,1293003,1293004,1293005
1283,112931,Item01,yudi,1293101,1293102,1293103,1293104,1293105
1284,112932,Item01,yudi,1293201,1293202,1293203,1293204,1293205
1285,112933,Item01,yudi,1293301,1293302,1293303,1293304,1293305
1286,112934,Item01,yudi,1293401,1293402,1293403,1293404,1293405
1287,112935,Item01,yudi,1293501,1293502,1293503,1293504,1293505
1288,112936,Item01,yudi,1293601,1293602,1293603,1293604,1293605
1289,112937,Item01,yudi,1293701,1293702,1293703,1293704,1293705
1290,112938,Item01,yudi,1293801,1293802,1293803,1293804,1293805
1291,112939,Item01,yudi,1293901,1293902,1293903,1293904,1293905
1292,112940,Item01,yudi,1294001,1294002,1294003,1294004,1294005
1293,112941,Item01,yudi,1294101,1294102,1294103,1294104,1294105
1294,112942,Item01,yudi,1294201,1294202,1294203,1294204,1294205
1295,112943,Item01,yudi,1294301,1294302,1294303,1294304,1294305
1296,112944,Item01,yudi,1294401,1294402,1294403,1294404,1294405
1297,112945,Item01,yudi,1294501,1294502,1294503,1294504,1294505
1298,112946,Item01,yudi,1294601,1294602,1294603,1294604,1294605
1299,112947,Item01,yudi,1294701,1294702,1294703,1294704,1294705
1300,112948,Item01,yudi,1294801,1294802,1294803,1294804,1294805
1301,112949,Item01,yudi,1294901,1294902,1294903,1294904,1294905
1302,112950,Item01,yudi,1295001,1295002,1295003,1295004,1295005
1303,112951,Item01,yudi,1295101,1295102,1295103,1295104,1295105
1304,112952,Item01,yudi,1295201,1295202,1295203,1295204,1295205
1305,112953,Item01,yudi,1295301,1295302,1295303,1295304,1295305
1306,112954,Item01,yudi,1295401,1295402,1295403,1295404,1295405
1307,112955,Item01,yudi,1295501,1295502,1295503,1295504,1295505
1308,112956,Item01,yudi,1295601,1295602,1295603,1295604,1295605
1309,112957,Item01,yudi,1295701,1295702,1295703,1295704,1295705
1310,112958,Item01,yudi,1295801,1295802,1295803,1295804,1295805
1311,112959,Item01,yudi,1295901,1295902,1295903,1295904,1295905
1312,112960,Item01,yudi,1296001,1296002,1296003,1296004,1296005
1313,113001,Cemetery01,0,1300101,1300102,1300103,1300104,1300105
1314,113002,Cemetery01,0,1300201,1300202,1300203,1300204,1300205
1315,113003,Cemetery01,0,1300301,1300302,1300303,1300304,1300305
1316,113004,Cemetery01,0,1300401,1300402,1300403,1300404,1300405
1317,113005,Cemetery01,0,1300501,1300502,1300503,1300504,1300505
1318,113006,Cemetery01,0,1300601,1300602,1300603,1300604,1300605
1319,113007,Cemetery01,0,1300701,1300702,1300703,1300704,1300705
1320,113008,Cemetery01,0,1300801,1300802,1300803,1300804,1300805
1321,113009,Cemetery01,0,1300901,1300902,1300903,1300904,1300905
1322,113010,Cemetery01,0,1301001,1301002,1301003,1301004,1301005
1323,113011,Cemetery01,0,1301101,1301102,1301103,1301104,1301105
1324,113012,Cemetery01,0,1301201,1301202,1301203,1301204,1301205
1325,113013,Cemetery01,0,1301301,1301302,1301303,1301304,1301305
1326,113014,Cemetery01,0,1301401,1301402,1301403,1301404,1301405
1327,113015,Cemetery01,0,1301501,1301502,1301503,1301504,1301505
1328,113016,Cemetery01,0,1301601,1301602,1301603,1301604,1301605
1329,113017,Cemetery01,0,1301701,1301702,1301703,1301704,1301705
1330,113018,Cemetery01,0,1301801,1301802,1301803,1301804,1301805
1331,113019,Cemetery01,0,1301901,1301902,1301903,1301904,1301905
1332,113020,Cemetery01,0,1302001,1302002,1302003,1302004,1302005
1333,113021,Cemetery01,0,1302101,1302102,1302103,1302104,1302105
1334,113022,Cemetery01,0,1302201,1302202,1302203,1302204,1302205
1335,113023,Cemetery01,0,1302301,1302302,1302303,1302304,1302305
1336,113024,Cemetery01,0,1302401,1302402,1302403,1302404,1302405
1337,113025,Cemetery01,0,1302501,1302502,1302503,1302504,1302505
1338,113026,Cemetery01,0,1302601,1302602,1302603,1302604,1302605
1339,113027,Cemetery01,0,1302701,1302702,1302703,1302704,1302705
1340,113028,Cemetery01,0,1302801,1302802,1302803,1302804,1302805
1341,113029,Cemetery01,0,1302901,1302902,1302903,1302904,1302905
1342,113030,Cemetery01,0,1303001,1303002,1303003,1303004,1303005
1343,113031,Cemetery01,0,1303101,1303102,1303103,1303104,1303105
1344,113032,Cemetery01,0,1303201,1303202,1303203,1303204,1303205
1345,113033,Cemetery01,0,1303301,1303302,1303303,1303304,1303305
1346,113034,Cemetery01,0,1303401,1303402,1303403,1303404,1303405
1347,113035,Cemetery01,0,1303501,1303502,1303503,1303504,1303505
1348,113036,Cemetery01,0,1303601,1303602,1303603,1303604,1303605
1349,113037,Cemetery01,0,1303701,1303702,1303703,1303704,1303705
1350,113038,Cemetery01,0,1303801,1303802,1303803,1303804,1303805
1351,113039,Cemetery01,0,1303901,1303902,1303903,1303904,1303905
1352,113040,Cemetery01,0,1304001,1304002,1304003,1304004,1304005
1353,113041,Cemetery01,0,1304101,1304102,1304103,1304104,1304105
1354,113042,Cemetery01,0,1304201,1304202,1304203,1304204,1304205
1355,113043,Cemetery01,0,1304301,1304302,1304303,1304304,1304305
1356,113044,Cemetery01,0,1304401,1304402,1304403,1304404,1304405
1357,113045,Cemetery01,0,1304501,1304502,1304503,1304504,1304505
1358,113046,Cemetery01,0,1304601,1304602,1304603,1304604,1304605
1359,113047,Cemetery01,0,1304701,1304702,1304703,1304704,1304705
1360,113048,Cemetery01,0,1304801,1304802,1304803,1304804,1304805
1361,113049,Cemetery01,0,1304901,1304902,1304903,1304904,1304905
1362,113050,Cemetery01,0,1305001,1305002,1305003,1305004,1305005
1363,113051,Cemetery01,0,1305101,1305102,1305103,1305104,1305105
1364,113052,Cemetery01,0,1305201,1305202,1305203,1305204,1305205
1365,113053,Cemetery01,0,1305301,1305302,1305303,1305304,1305305
1366,113054,Cemetery01,0,1305401,1305402,1305403,1305404,1305405
1367,113055,Cemetery01,0,1305501,1305502,1305503,1305504,1305505
1368,113056,Cemetery01,0,1305601,1305602,1305603,1305604,1305605
1369,113057,Cemetery01,0,1305701,1305702,1305703,1305704,1305705
1370,113058,Cemetery01,0,1305801,1305802,1305803,1305804,1305805
1371,113059,Cemetery01,0,1305901,1305902,1305903,1305904,1305905
1372,113060,Cemetery01,0,1306001,1306002,1306003,1306004,1306005
1373,113101,Snowfield01,xue,1310101,1310102,1310103,1310104,1310105
1374,113102,Snowfield01,xue,1310201,1310202,1310203,1310204,1310205
1375,113103,Snowfield01,xue,1310301,1310302,1310303,1310304,1310305
1376,113104,Snowfield01,xue,1310401,1310402,1310403,1310404,1310405
1377,113105,Snowfield01,xue,1310501,1310502,1310503,1310504,1310505
1378,113106,Snowfield01,xue,1310601,1310602,1310603,1310604,1310605
1379,113107,Snowfield01,xue,1310701,1310702,1310703,1310704,1310705
1380,113108,Snowfield01,xue,1310801,1310802,1310803,1310804,1310805
1381,113109,Snowfield01,xue,1310901,1310902,1310903,1310904,1310905
1382,113110,Snowfield01,xue,1311001,1311002,1311003,1311004,1311005
1383,113111,Snowfield01,xue,1311101,1311102,1311103,1311104,1311105
1384,113112,Snowfield01,xue,1311201,1311202,1311203,1311204,1311205
1385,113113,Snowfield01,xue,1311301,1311302,1311303,1311304,1311305
1386,113114,Snowfield01,xue,1311401,1311402,1311403,1311404,1311405
1387,113115,Snowfield01,xue,1311501,1311502,1311503,1311504,1311505
1388,113116,Snowfield01,xue,1311601,1311602,1311603,1311604,1311605
1389,113117,Snowfield01,xue,1311701,1311702,1311703,1311704,1311705
1390,113118,Snowfield01,xue,1311801,1311802,1311803,1311804,1311805
1391,113119,Snowfield01,xue,1311901,1311902,1311903,1311904,1311905
1392,113120,Snowfield01,xue,1312001,1312002,1312003,1312004,1312005
1393,113121,Snowfield01,xue,1312101,1312102,1312103,1312104,1312105
1394,113122,Snowfield01,xue,1312201,1312202,1312203,1312204,1312205
1395,113123,Snowfield01,xue,1312301,1312302,1312303,1312304,1312305
1396,113124,Snowfield01,xue,1312401,1312402,1312403,1312404,1312405
1397,113125,Snowfield01,xue,1312501,1312502,1312503,1312504,1312505
1398,113126,Snowfield01,xue,1312601,1312602,1312603,1312604,1312605
1399,113127,Snowfield01,xue,1312701,1312702,1312703,1312704,1312705
1400,113128,Snowfield01,xue,1312801,1312802,1312803,1312804,1312805
1401,113129,Snowfield01,xue,1312901,1312902,1312903,1312904,1312905
1402,113130,Snowfield01,xue,1313001,1313002,1313003,1313004,1313005
1403,113131,Snowfield01,xue,1313101,1313102,1313103,1313104,1313105
1404,113132,Snowfield01,xue,1313201,1313202,1313203,1313204,1313205
1405,113133,Snowfield01,xue,1313301,1313302,1313303,1313304,1313305
1406,113134,Snowfield01,xue,1313401,1313402,1313403,1313404,1313405
1407,113135,Snowfield01,xue,1313501,1313502,1313503,1313504,1313505
1408,113136,Snowfield01,xue,1313601,1313602,1313603,1313604,1313605
1409,113137,Snowfield01,xue,1313701,1313702,1313703,1313704,1313705
1410,113138,Snowfield01,xue,1313801,1313802,1313803,1313804,1313805
1411,113139,Snowfield01,xue,1313901,1313902,1313903,1313904,1313905
1412,113140,Snowfield01,xue,1314001,1314002,1314003,1314004,1314005
1413,113141,Snowfield01,xue,1314101,1314102,1314103,1314104,1314105
1414,113142,Snowfield01,xue,1314201,1314202,1314203,1314204,1314205
1415,113143,Snowfield01,xue,1314301,1314302,1314303,1314304,1314305
1416,113144,Snowfield01,xue,1314401,1314402,1314403,1314404,1314405
1417,113145,Snowfield01,xue,1314501,1314502,1314503,1314504,1314505
1418,113146,Snowfield01,xue,1314601,1314602,1314603,1314604,1314605
1419,113147,Snowfield01,xue,1314701,1314702,1314703,1314704,1314705
1420,113148,Snowfield01,xue,1314801,1314802,1314803,1314804,1314805
1421,113149,Snowfield01,xue,1314901,1314902,1314903,1314904,1314905
1422,113150,Snowfield01,xue,1315001,1315002,1315003,1315004,1315005
1423,113151,Snowfield01,xue,1315101,1315102,1315103,1315104,1315105
1424,113152,Snowfield01,xue,1315201,1315202,1315203,1315204,1315205
1425,113153,Snowfield01,xue,1315301,1315302,1315303,1315304,1315305
1426,113154,Snowfield01,xue,1315401,1315402,1315403,1315404,1315405
1427,113155,Snowfield01,xue,1315501,1315502,1315503,1315504,1315505
1428,113156,Snowfield01,xue,1315601,1315602,1315603,1315604,1315605
1429,113157,Snowfield01,xue,1315701,1315702,1315703,1315704,1315705
1430,113158,Snowfield01,xue,1315801,1315802,1315803,1315804,1315805
1431,113159,Snowfield01,xue,1315901,1315902,1315903,1315904,1315905
1432,113160,Snowfield01,xue,1316001,1316002,1316003,1316004,1316005
1433,113201,Volcano01,0,1320101,1320102,1320103,1320104,1320105
1434,113202,Volcano01,0,1320201,1320202,1320203,1320204,1320205
1435,113203,Volcano01,0,1320301,1320302,1320303,1320304,1320305
1436,113204,Volcano01,0,1320401,1320402,1320403,1320404,1320405
1437,113205,Volcano01,0,1320501,1320502,1320503,1320504,1320505
1438,113206,Volcano01,0,1320601,1320602,1320603,1320604,1320605
1439,113207,Volcano01,0,1320701,1320702,1320703,1320704,1320705
1440,113208,Volcano01,0,1320801,1320802,1320803,1320804,1320805
1441,113209,Volcano01,0,1320901,1320902,1320903,1320904,1320905
1442,113210,Volcano01,0,1321001,1321002,1321003,1321004,1321005
1443,113211,Volcano01,0,1321101,1321102,1321103,1321104,1321105
1444,113212,Volcano01,0,1321201,1321202,1321203,1321204,1321205
1445,113213,Volcano01,0,1321301,1321302,1321303,1321304,1321305
1446,113214,Volcano01,0,1321401,1321402,1321403,1321404,1321405
1447,113215,Volcano01,0,1321501,1321502,1321503,1321504,1321505
1448,113216,Volcano01,0,1321601,1321602,1321603,1321604,1321605
1449,113217,Volcano01,0,1321701,1321702,1321703,1321704,1321705
1450,113218,Volcano01,0,1321801,1321802,1321803,1321804,1321805
1451,113219,Volcano01,0,1321901,1321902,1321903,1321904,1321905
1452,113220,Volcano01,0,1322001,1322002,1322003,1322004,1322005
1453,113221,Volcano01,0,1322101,1322102,1322103,1322104,1322105
1454,113222,Volcano01,0,1322201,1322202,1322203,1322204,1322205
1455,113223,Volcano01,0,1322301,1322302,1322303,1322304,1322305
1456,113224,Volcano01,0,1322401,1322402,1322403,1322404,1322405
1457,113225,Volcano01,0,1322501,1322502,1322503,1322504,1322505
1458,113226,Volcano01,0,1322601,1322602,1322603,1322604,1322605
1459,113227,Volcano01,0,1322701,1322702,1322703,1322704,1322705
1460,113228,Volcano01,0,1322801,1322802,1322803,1322804,1322805
1461,113229,Volcano01,0,1322901,1322902,1322903,1322904,1322905
1462,113230,Volcano01,0,1323001,1323002,1323003,1323004,1323005
1463,113231,Volcano01,0,1323101,1323102,1323103,1323104,1323105
1464,113232,Volcano01,0,1323201,1323202,1323203,1323204,1323205
1465,113233,Volcano01,0,1323301,1323302,1323303,1323304,1323305
1466,113234,Volcano01,0,1323401,1323402,1323403,1323404,1323405
1467,113235,Volcano01,0,1323501,1323502,1323503,1323504,1323505
1468,113236,Volcano01,0,1323601,1323602,1323603,1323604,1323605
1469,113237,Volcano01,0,1323701,1323702,1323703,1323704,1323705
1470,113238,Volcano01,0,1323801,1323802,1323803,1323804,1323805
1471,113239,Volcano01,0,1323901,1323902,1323903,1323904,1323905
1472,113240,Volcano01,0,1324001,1324002,1324003,1324004,1324005
1473,113241,Volcano01,0,1324101,1324102,1324103,1324104,1324105
1474,113242,Volcano01,0,1324201,1324202,1324203,1324204,1324205
1475,113243,Volcano01,0,1324301,1324302,1324303,1324304,1324305
