id,name,target,scope,target_number,effect,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13
2043,前中排119%物理伤害,1,5,5,1,1,11900,1,3,0,0,0,0,0,0,0,0,0
2044,前中排142%物理伤害,1,5,5,1,1,14200,1,3,0,0,0,0,0,0,0,0,0
2045,速度小于自身的目标,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0
2046,单体189%物理伤害,1,1,1,1,1,18900,1,3,0,0,0,0,0,0,0,0,0
2047,单体227%物理伤害,1,1,1,1,1,22700,1,3,0,0,0,0,0,0,0,0,0
2048,单体272%物理伤害,1,1,1,1,1,27200,1,3,0,0,0,0,0,0,0,0,0
2049,给自己添加免伤buff2回合,3,1,1,2,9806,2,1,0,0,0,0,0,0,0,0,0,0
2050,给自己添加免伤buff2回合,3,1,1,2,9807,2,1,0,0,0,0,0,0,0,0,0,0
2051,给自己添加免伤buff2回合,3,1,1,2,9808,2,1,0,0,0,0,0,0,0,0,0,0
2052,临时提高自己免伤8%,3,1,1,14,11,800,0,0,0,0,0,0,0,0,0,0,0
2053,临时提高自己免伤10%,3,1,1,14,11,1000,0,0,0,0,0,0,0,0,0,0,0
2054,临时提高自己免伤12%,3,1,1,14,11,1200,0,0,0,0,0,0,0,0,0,0,0
2055,临时提高自己抗控10%,3,1,1,14,8,1000,0,0,0,0,0,0,0,0,0,0,0
2056,临时提高自己抗控15%,3,1,1,14,8,1500,0,0,0,0,0,0,0,0,0,0,0
2057,筛选一名辅助,1,8,5,24,4,1,0,0,0,0,0,0,0,0,0,0,0
2058,造成105%魔法伤害,0,0,0,1,2,10500,1,3,0,0,0,0,0,0,0,0,0
2059,造成126%魔法伤害,0,0,0,1,2,12600,1,3,0,0,0,0,0,0,0,0,0
2060,造成152%魔法伤害,0,0,0,1,2,15200,1,3,0,0,0,0,0,0,0,0,0
2061,造成105%魔法伤害,1,1,1,1,2,10500,1,3,0,0,0,0,0,0,0,0,0
2062,造成126%魔法伤害,1,1,1,1,2,12600,1,3,0,0,0,0,0,0,0,0,0
2063,造成152%魔法伤害,1,1,1,1,2,15200,1,3,0,0,0,0,0,0,0,0,0
2064,添加【离间】2回合,0,0,0,2,25,2,1,0,0,0,0,0,0,0,0,0,0
2065,对对方全体造成104%魔法伤害,1,8,5,1,2,10400,1,3,0,0,0,0,0,0,0,0,0
2066,对对方全体造成125%魔法伤害,1,8,5,1,2,12500,1,3,0,0,0,0,0,0,0,0,0
2067,对对方全体造成150%魔法伤害,1,8,5,1,2,15000,1,3,0,0,0,0,0,0,0,0,0
2068,选择3个目标偷取1个有益buff,1,8,3,41,1,0,0,0,0,0,0,0,0,0,0,0,0
2069,对对方全体造成125%魔法伤害1.3倍,1,8,5,1,2,16250,1,3,0,0,0,0,0,0,0,0,0
2070,对对方全体造成150%魔法伤害1.3倍,1,8,5,1,2,19500,1,3,0,0,0,0,0,0,0,0,0
2071,3%提速1回合,3,1,1,2,2003,1,1,0,0,0,0,0,0,0,0,0,0
2072,5%提速1回合,3,1,1,2,2004,1,1,0,0,0,0,0,0,0,0,0,0
2073,8%提速1回合,3,1,1,2,2005,1,1,0,0,0,0,0,0,0,0,0,0
2074,5%提闪避1回合,3,1,1,2,2006,1,1,0,0,0,0,0,0,0,0,0,0
2075,10%提闪避1回合,3,1,1,2,2007,1,1,0,0,0,0,0,0,0,0,0,0
2076,15%提闪避1回合,3,1,1,2,2008,1,1,0,0,0,0,0,0,0,0,0,0
2077,3个81%魔法伤害,1,8,3,1,2,8100,1,3,0,0,0,0,0,0,0,0,0
2078,3个97%魔法伤害,1,8,3,1,2,9700,1,3,0,0,0,0,0,0,0,0,0
2079,3个117%魔法伤害,1,8,3,1,2,11700,1,3,0,0,0,0,0,0,0,0,0
2080,判断生命最低己方,2,8,5,12,2,2,1,0,0,0,0,0,0,0,0,0,0
2081,治疗170%攻击,0,0,0,11,17000,1,3,1,0,0,0,0,0,0,0,0,0
2082,治疗204%攻击,0,0,0,11,20400,1,3,1,0,0,0,0,0,0,0,0,0
2083,治疗245%攻击,0,0,0,11,24500,1,3,1,0,0,0,0,0,0,0,0,0
2084,筛选2个除自己的对象,2,8,5,42,0,0,2,0,0,0,0,0,0,0,0,0,0
2085,添加30速度buff2回合,0,0,0,2,2009,2,1,0,0,0,0,0,0,0,0,0,0
2086,添加70速度buff2回合,0,0,0,2,2010,2,1,0,0,0,0,0,0,0,0,0,0
2087,25%攻击力1回合,0,0,0,2,2011,1,1,0,0,0,0,0,0,0,0,0,0
2088,治疗攻击98%的生命,2,8,5,11,9800,2,3,1,0,0,0,0,0,0,0,0,0
2089,治疗攻击118%的生命,2,8,5,11,11800,2,3,1,0,0,0,0,0,0,0,0,0
2090,治疗攻击142%的生命,2,8,5,11,14200,2,3,1,0,0,0,0,0,0,0,0,0
2091,筛选除去自己以外的所有队友,2,8,5,42,0,0,4,0,0,0,0,0,0,0,0,0,0
2092,20%攻击力1回合,0,0,0,2,2012,1,1,0,0,0,0,0,0,0,0,0,0
2093,附加1个【催眠印记】等级3,0,0,0,2,27,99,1,0,0,0,0,0,0,0,0,0,0
2094,给自己一个双生buff【催眠印记】等级3,3,1,1,2,26,99,1,0,0,0,0,0,0,0,0,0,0
2095,添加3%攻击力buff，等级2、3,3,1,1,2,28,99,1,0,0,0,0,0,0,0,0,0,0
2096,给自己一个双生buff【催眠印记】等级1,3,1,1,2,29,99,1,0,0,0,0,0,0,0,0,0,0
2097,给敌方一个buff、等级1、2,0,0,0,2,30,99,1,0,0,0,0,0,0,0,0,0,0
2098,添加2%攻击力buff，等级1,3,1,1,2,31,99,1,0,0,0,0,0,0,0,0,0,0
2099,给自己一个双生buff【催眠印记】等级1,3,1,1,2,32,99,1,0,0,0,0,0,0,0,0,0,0
2100,判定攻击力最高的2个己方,2,8,5,12,1,1,2,0,0,0,0,0,0,0,0,0,0
2101,添加40%【分摊】2回合,0,0,0,2,8003,2,1,0,0,0,0,0,0,0,0,0,0
2102,附加5%免伤2回合,0,0,0,2,9809,2,1,0,0,0,0,0,0,0,0,0,0
2103,附加5%抗控2回合,0,0,0,2,8901,2,1,0,0,0,0,0,0,0,0,0,0
2104,自己添加5%免伤2回合,3,1,1,2,9809,2,1,0,0,0,0,0,0,0,0,0,0
2105,自己添加5%抗控2回合,3,1,1,2,8901,2,1,0,0,0,0,0,0,0,0,0,0
2106,附加10%免伤2回合,0,0,0,2,9801,2,1,0,0,0,0,0,0,0,0,0,0
2107,自己添加10%免伤2回合,3,1,1,2,9801,2,1,0,0,0,0,0,0,0,0,0,0
2108,自己添加10%抗控2回合,3,1,1,2,8902,2,1,0,0,0,0,0,0,0,0,0,0
2109,自己添加15%免伤2回合,3,1,1,2,9804,2,1,0,0,0,0,0,0,0,0,0,0
2110,自己添加15%抗控2回合,3,1,1,2,8903,2,1,0,0,0,0,0,0,0,0,0,0
2111,驱散身上所有负面buff,3,1,1,15,2,99,0,0,0,0,0,0,0,0,0,0,0
2112,治疗生命上限15%,3,1,1,11,1500,205,3,0,0,0,0,0,0,0,0,0,0
2113,治疗生命上限20%,3,1,1,11,2000,205,3,0,0,0,0,0,0,0,0,0,0
2114,治疗生命上限25%,3,1,1,11,2500,205,3,0,0,0,0,0,0,0,0,0,0
2115,技能变更1,3,1,1,30,35005041,500000011,500000014,500000020,0,0,0,0,0,0,0,0,0
2116,技能变更2,3,1,1,30,35005042,500000012,500000015,500000021,0,0,0,0,0,0,0,0,0
2117,技能变更3,3,1,1,30,35005043,500000013,500000016,500000022,0,0,0,0,0,0,0,0,0
2118,普攻变更1,3,1,1,30,35005001,500000017,0,0,0,0,0,0,0,0,0,0,0
2119,普攻变更2,3,1,1,30,35005001,500000018,0,0,0,0,0,0,0,0,0,0,0
2120,普攻变更3,3,1,1,30,35005001,500000019,0,0,0,0,0,0,0,0,0,0,0
2121,附加降低10%防御2回合,0,0,0,2,2013,2,1,0,0,0,0,0,0,0,0,0,0
2122,附加降低20%防御2回合,0,0,0,2,2014,2,1,0,0,0,0,0,0,0,0,0,0
2123,附加降低30%防御2回合,0,0,0,2,2015,2,1,0,0,0,0,0,0,0,0,0,0
2124,对单体造成110%物理伤害,1,1,1,1,1,11000,1,3,0,0,0,0,0,0,0,0,0
2125,对单体造成115%物理伤害,1,1,1,1,1,11500,1,3,0,0,0,0,0,0,0,0,0
2126,对单体造成120%物理伤害,1,1,1,1,1,12000,1,3,0,0,0,0,0,0,0,0,0
2127,反击造成110%物理伤害,0,0,0,31,11000,1,1,1,0,0,0,0,0,0,0,0,0
2128,反击造成115%物理伤害,0,0,0,31,11500,1,1,1,0,0,0,0,0,0,0,0,0
2129,反击造成120%物理伤害,0,0,0,31,12000,1,1,1,0,0,0,0,0,0,0,0,0
2130,判断为法师,1,6,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0
2131,自己伤害提升30%,3,1,1,14,203,3000,0,0,0,0,0,0,0,0,0,0,0
2132,附加伤害145%伤害,0,0,0,1,1,14500,1,3,0,0,0,0,0,0,0,0,0
2133,附加伤害174%伤害,0,0,0,1,1,17400,1,3,0,0,0,0,0,0,0,0,0
2134,附加伤害209%伤害,0,0,0,1,1,20900,1,3,0,0,0,0,0,0,0,0,0
2135,判断目标生命低于30%,0,0,0,6,2,3000,1,2,0,0,0,0,0,0,0,0,0
2136,判断目标生命低于40%,0,0,0,6,2,4000,1,2,0,0,0,0,0,0,0,0,0
2137,临时提高自己伤害15%,3,1,1,14,203,1500,0,0,0,0,0,0,0,0,0,0,0
2138,临时提高自己伤害20%,3,1,1,14,203,2000,0,0,0,0,0,0,0,0,0,0,0
2139,临时提高自己伤害25%,3,1,1,14,203,2500,0,0,0,0,0,0,0,0,0,0,0
2140,附加单体伤害260%,0,0,0,1,1,26000,1,3,0,0,0,0,0,0,0,0,0
2141,附加单体伤害312%,0,0,0,1,1,31200,1,3,0,0,0,0,0,0,0,0,0
2142,附加单体伤害374%,0,0,0,1,1,37400,1,3,0,0,0,0,0,0,0,0,0
2143,判断是否击杀目标,0,0,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0
2144,回复生命上限15%,3,1,1,11,1500,205,1,0,0,0,0,0,0,0,0,0,0
2145,回复生命上限20%,3,1,1,11,2000,205,1,0,0,0,0,0,0,0,0,0,0
2146,回复生命上限25%,3,1,1,11,2500,205,1,0,0,0,0,0,0,0,0,0,0
2147,判断自己速度是否为全队最快,3,1,1,45,2,2,2,1,0,0,0,0,0,0,0,0,0
2148,额外添加一个目标buff,1,8,5,2,2016,1,1,0,0,0,0,0,0,0,0,0,0
3001,判断目标生命低于20%,1,1,1,6,2,2000,1,2,0,0,0,0,0,0,0,0,0
3002,附加单体240%魔法伤害,0,0,0,1,2,24000,1,3,0,0,0,0,0,0,0,0,0
3003,单体180%魔法伤害,1,1,1,1,2,18000,1,3,0,0,0,0,0,0,0,0,0
3004,随机3个128%魔法伤害,1,8,3,1,2,12800,1,3,0,0,0,0,0,0,0,0,0
3005,附加【混乱】buff2回合,0,0,0,2,33,2,1,0,0,0,0,0,0,0,0,0,0
3006,治疗117%生命,0,0,0,11,11700,1,1,1,0,0,0,0,0,0,0,0,0
3007,抵挡一次伤害护盾,0,0,0,2,45,1,1,0,0,0,0,0,0,0,0,0,0
3008,随机回复3个120%生命,2,8,3,11,12000,1,3,1,0,0,0,0,0,0,0,0,0
3009,一列163%物理伤害,1,7,3,1,1,16300,1,3,0,0,0,0,0,0,0,0,0
3010,单体造成64%伤害,1,8,1,1,1,6400,1,3,0,0,0,0,0,0,0,0,0
3011,附加单体64%伤害,0,0,0,1,1,6400,1,3,0,0,0,0,0,0,0,0,0
3012,给自己叠加一个【虚弱】1回合,3,1,1,2,19,1,1,0,0,0,0,0,0,0,0,0,0
3013,筛选敌方攻击最高单位,1,8,5,12,1,1,1,0,0,0,0,0,0,0,0,0,0
3014,附加180%魔法伤害,0,0,0,1,2,18000,1,3,0,0,0,0,0,0,0,0,0
3015,附加216%魔法伤害,0,0,0,1,2,21600,1,3,0,0,0,0,0,0,0,0,0
3016,附加259%魔法伤害,0,0,0,1,2,25900,1,3,0,0,0,0,0,0,0,0,0
3017,降低目标20%攻击力2回合,0,0,0,2,9313,2,1,0,0,0,0,0,0,0,0,0,0
3018,降低目标25%攻击力2回合,0,0,0,2,9314,2,1,0,0,0,0,0,0,0,0,0,0
3019,降低目标30%攻击力2回合,0,0,0,2,9315,2,1,0,0,0,0,0,0,0,0,0,0
3020,修改技能1,3,1,1,30,45001011,500000026,0,0,0,0,0,0,0,0,0,0,0
3021,修改技能2,3,1,1,30,45001012,500000027,0,0,0,0,0,0,0,0,0,0,0
3022,修改技能3,3,1,1,30,45001013,500000028,0,0,0,0,0,0,0,0,0,0,0
3023,附加1个目标40%伤害,1,8,1,46,4000,1,0,0,0,0,0,0,0,0,0,0,0
3024,附加1个目标50%伤害,1,8,1,46,5000,1,0,0,0,0,0,0,0,0,0,0,0
3025,附加2个目标60%伤害,1,8,2,46,6000,1,0,0,0,0,0,0,0,0,0,0,0
3026,全体造成88%魔法伤害,1,8,5,1,2,8800,1,3,0,0,0,0,0,0,0,0,0
3027,全体造成106%魔法伤害,1,8,5,1,2,10600,1,3,0,0,0,0,0,0,0,0,0
3028,全体造成127%魔法伤害,1,8,5,1,2,12700,1,3,0,0,0,0,0,0,0,0,0
3029,附加【光明印记】3回合,0,0,0,2,34,3,1,0,0,0,0,0,0,0,0,0,0
3030,判断拥有【光明印记】魔法,0,0,0,43,34,1,5,0,0,0,0,0,0,0,0,0,0
3031,判断拥有【光明印记】物理,0,0,0,43,35,1,5,0,0,0,0,0,0,0,0,0,0
3032,修正技能1,3,1,1,30,45002031,500000029,0,0,0,0,0,0,0,0,0,0,0
3033,修正技能2,3,1,1,30,45002032,500000030,0,0,0,0,0,0,0,0,0,0,0
3034,修正技能3,3,1,1,30,45002033,500000031,0,0,0,0,0,0,0,0,0,0,0
3035,附加封印buff2回合,0,0,0,2,36,2,1,0,0,0,0,0,0,0,0,0,0
3036,前中排81%魔法伤害,1,5,5,1,2,8100,1,3,0,0,0,0,0,0,0,0,0
3037,前中排97%魔法伤害,1,5,5,1,2,9700,1,3,0,0,0,0,0,0,0,0,0
3038,前中排117%魔法伤害,1,5,5,1,2,11700,1,3,0,0,0,0,0,0,0,0,0
3039,治疗98%生命,2,8,5,11,9800,1,3,1,0,0,0,0,0,0,0,0,0
3040,治疗118%生命,2,8,5,11,11800,1,3,1,0,0,0,0,0,0,0,0,0
3041,治疗142%生命,2,8,5,11,14200,1,3,1,0,0,0,0,0,0,0,0,0
3042,修正技能1,3,1,1,30,45003001,500000032,0,0,0,0,0,0,0,0,0,0,0
3043,修正技能2,3,1,1,30,45003001,500000033,0,0,0,0,0,0,0,0,0,0,0
3044,修正技能3,3,1,1,30,45003001,500000034,0,0,0,0,0,0,0,0,0,0,0
3045,附加【破甲】状态3回合,0,0,0,2,8,3,1,0,0,0,0,0,0,0,0,0,0
3046,全体回复68%生命,2,8,5,11,6800,1,3,1,0,0,0,0,0,0,0,0,0
3047,全体回复82%生命,2,8,5,11,8200,1,3,1,0,0,0,0,0,0,0,0,0
3048,全体回复98%生命,2,8,5,11,9800,1,3,1,0,0,0,0,0,0,0,0,0
3049,添加【神域印记】2回合,0,0,0,2,37,2,1,0,0,0,0,0,0,0,0,0,0
3050,驱散一个同时造成伤害,0,0,0,48,1,1,2,500,205,1,35000,1,3,1,0,0,0
3051,【神愈印记】双生buff2回合,3,1,1,2,39,2,1,0,0,0,0,0,0,0,0,0,0
3052,回复等同拉斐尔攻击109%的生命,0,0,0,11,10900,1,3,1,0,0,0,0,0,0,0,0,0
3053,回复等同拉斐尔攻击128%的生命,0,0,0,11,12800,1,3,1,0,0,0,0,0,0,0,0,0
3054,回复等同拉斐尔攻击157%的生命,0,0,0,11,15700,1,3,1,0,0,0,0,0,0,0,0,0
3055,攻击185%的生命,0,0,0,11,18500,1,3,1,0,0,0,0,0,0,0,0,0
3056,攻击207%的生命,0,0,0,11,20700,1,3,1,0,0,0,0,0,0,0,0,0
3057,攻击230%的生命,0,0,0,11,23000,1,3,1,0,0,0,0,0,0,0,0,0
3058,修正技能1,3,1,1,30,45004001,500000035,0,0,0,0,0,0,0,0,0,0,0
3059,修正技能2,3,1,1,30,45004001,500000036,0,0,0,0,0,0,0,0,0,0,0
3060,修正技能3,3,1,1,30,45004001,500000037,0,0,0,0,0,0,0,0,0,0,0
3061,攻击30%的生命,0,0,0,11,3000,1,3,1,0,0,0,0,0,0,0,0,0
3062,攻击40%的生命,0,0,0,11,4000,1,3,1,0,0,0,0,0,0,0,0,0
3063,攻击50%的生命,0,0,0,11,5000,1,3,1,0,0,0,0,0,0,0,0,0
3064,判断是否拥有【光明印记】-等级1,1,1,1,34,8,1500,203,3,0,0,0,0,0,0,0,0,0
3065,判断是否拥有【光明印记】-等级2,1,1,1,34,8,2000,203,3,0,0,0,0,0,0,0,0,0
3066,造成伤害160%,0,0,0,18,2,16000,1,3,3000,0,1,0,0,0,0,0,0
3067,造成伤害192%,0,0,0,18,2,19200,1,3,4000,0,1,0,0,0,0,0,0
3068,造成伤害230%,0,0,0,18,2,23000,1,3,4000,0,1,0,0,0,0,0,0
3069,回复造成伤害的30%,3,1,1,11,203,1,0,0,0,0,0,0,0,0,0,0,0
3070,反击不可闪避,0,0,0,31,10000,1,1,1,0,1,0,0,0,0,0,0,0
3071,继承再次80%,0,0,0,23,8000,0,0,0,0,0,0,0,0,0,0,0,0
3072,继承再次100%,0,0,0,23,10000,0,0,0,0,0,0,0,0,0,0,0,0
3073,继承再次120%,0,0,0,23,12000,0,0,0,0,0,0,0,0,0,0,0,0
3074,双生-神谕-给自己,3,1,1,2,38,2,1,0,0,0,0,0,0,0,0,0,0
5001,巫毒治疗-治疗,2,8,3,11,18000,1,1,1,0,0,0,0,0,0,0,0,0
5002,巫毒治疗-降低20%攻击2回合,0,0,0,2,5001,2,1,0,0,0,0,0,0,0,0,0,0
5003,筛选最高攻击1人,1,8,5,12,1,1,1,0,0,0,0,0,0,0,0,0,0
5004,饥饿之寒-伤害,0,0,0,1,1,16600,1,3,0,0,0,0,0,0,0,0,0
5005,饥饿之寒-判断减速状态,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
5006,不灭意志,3,1,1,6,2,5000,1,3,0,0,0,0,0,0,0,0,0
5007,添加【不灭意志】buff,0,0,0,2,5002,2,1,0,0,0,0,0,0,0,0,0,0
5008,添加【不灭意志】buff,0,0,0,2,5003,2,1,0,0,0,0,0,0,0,0,0,0
5009,灵魂毒箭-伤害,1,8,3,1,1,11100,1,3,0,0,0,0,0,0,0,0,0
5010,灵魂毒箭-附加【中毒】2回合,0,0,0,2,41,2,1,0,0,0,0,0,0,0,0,0,0
5011,萃毒-技能修正,3,1,1,30,54002001,500000038,0,0,0,0,0,0,0,0,0,0,0
5012,添加【禁疗】buff2回合,0,0,0,2,42,2,1,0,0,0,0,0,0,0,0,0,0
5013,判定目标携带【灼烧】,0,0,0,3,15,1,1,5,0,0,0,0,0,0,0,0,0
5014,判定目标携带【烈焰灼烧】,0,0,0,3,22,1,1,5,0,0,0,0,0,0,0,0,0
5015,造成伤害259，附加7%,1,1,1,1,2,25900,1,3,700,2,1,1,200000,1,3,1,0
5016,后排造成伤害125%,1,4,3,1,2,12500,1,3,0,0,0,0,0,0,0,0,0
5017,后排造成伤害150%,1,4,3,1,2,15000,1,3,0,0,0,0,0,0,0,0,0
5018,后排造成伤害179%,1,4,3,1,2,17900,1,3,0,0,0,0,0,0,0,0,0
5019,伤害50%给3个护盾,0,0,0,25,5000,203,3,0,0,0,0,0,0,0,0,0,0
5020,伤害100%给3个护盾,0,0,0,25,10000,203,3,0,0,0,0,0,0,0,0,0,0
5021,伤害150%给3个护盾,0,0,0,25,15000,203,3,0,0,0,0,0,0,0,0,0,0
5022,判定己方生命最低3人,2,8,5,12,2,2,3,0,0,0,0,0,0,0,0,0,0
5023,全体降低10攻击2回合,1,8,5,2,9316,2,1,0,0,0,0,0,0,0,0,0,0
5024,全体降低15攻击2回合,1,8,5,2,9317,2,1,0,0,0,0,0,0,0,0,0,0
5025,全体降低20攻击2回合,1,8,5,2,9318,2,1,0,0,0,0,0,0,0,0,0,0
5026,三个目标120%伤害,1,8,3,1,1,12000,1,3,0,0,0,0,0,0,0,0,0
5027,三个目标143%伤害,1,8,3,1,1,14300,1,3,0,0,0,0,0,0,0,0,0
5028,三个目标170%伤害,1,8,3,1,1,17000,1,3,0,0,0,0,0,0,0,0,0
5029,判断目标流血伤害提高20%,1,1,1,34,1,2000,203,3,0,0,0,0,0,0,0,0,0
5030,附加伤害260%,0,0,0,1,1,26000,1,3,0,0,0,0,0,0,0,0,0
5031,附加伤害312%,0,0,0,1,1,31200,1,3,0,0,0,0,0,0,0,0,0
5032,附加伤害374%,0,0,0,1,1,37400,1,3,0,0,0,0,0,0,0,0,0
5033,随机三个目标77%魔法伤害,1,8,3,1,2,7700,1,3,0,0,0,0,0,0,0,0,0
5034,随机三个目标82%魔法伤害,1,8,3,1,2,8200,1,3,0,0,0,0,0,0,0,0,0
5035,随机三个目标88%魔法伤害,1,8,3,1,2,8800,1,3,0,0,0,0,0,0,0,0,0
5036,添加【诅咒】buff2回合,0,0,0,2,43,2,1,0,0,0,0,0,0,0,0,0,0
5037,全体104%魔法伤害,1,8,5,1,2,10400,1,3,0,0,0,0,0,0,0,0,0
5038,全体125%魔法伤害,1,8,5,1,2,12500,1,3,0,0,0,0,0,0,0,0,0
5039,触发【诅咒】,0,0,0,50,43,1,0,0,0,0,0,0,0,0,0,0,0
5040,修正技能1,3,1,1,30,55003001,500000039,0,0,0,0,0,0,0,0,0,0,0
5041,修正技能2,3,1,1,30,55003001,500000040,0,0,0,0,0,0,0,0,0,0,0
5042,修正技能3,3,1,1,30,55003001,500000041,0,0,0,0,0,0,0,0,0,0,0
5043,普攻加10%伤害,1,1,1,1,2,11000,1,3,0,0,0,0,0,0,0,0,0
5044,普攻加20%伤害,1,1,1,1,2,12000,1,3,0,0,0,0,0,0,0,0,0
5045,单体122%物理伤害,1,1,1,1,1,12200,1,3,0,0,0,0,0,0,0,0,0
5046,单体147%物理伤害,1,1,1,1,1,14700,1,3,0,0,0,0,0,0,0,0,0
5047,单体176%物理伤害,1,1,1,1,1,17600,1,3,0,0,0,0,0,0,0,0,0
5048,前中排71%物理伤害,1,5,5,1,1,7100,1,3,0,0,0,0,0,0,0,0,0
5049,前中排85%物理伤害,1,5,5,1,1,8500,1,3,0,0,0,0,0,0,0,0,0
5050,前中排102%物理伤害,1,5,5,1,1,10200,1,3,0,0,0,0,0,0,0,0,0
5051,反击添加【诅咒】,0,0,0,51,43,2,1,0,0,0,0,0,0,0,0,0,0
5052,全体伤害72%,1,8,5,1,1,7200,1,3,0,0,0,0,0,0,0,0,0
5053,全体伤害86%,1,8,5,1,1,8600,1,3,0,0,0,0,0,0,0,0,0
5054,全体伤害104%,1,8,5,1,1,10400,1,3,0,0,0,0,0,0,0,0,0
5055,添加【死亡印记】2回合,0,0,0,2,44,2,1,0,0,0,0,0,0,0,0,0,0
8001,附加【-10%暴击率】2回合,0,0,0,2,8001,2,1,0,0,0,0,0,0,0,0,0,0
8002,附加【分摊50%伤害】2回合,0,0,0,2,8002,2,1,0,0,0,0,0,0,0,0,0,0
8901,附加【10%抗控】2回合,0,0,0,2,8902,2,1,0,0,0,0,0,0,0,0,0,0
8902,附加【15%抗控】2回合,0,0,0,2,8903,2,1,0,0,0,0,0,0,0,0,0,0
9001,自身附加【5%速度】2回合,3,1,1,2,9001,2,1,0,0,0,0,0,0,0,0,0,0
9002,自身附加【10%速度】2回合,3,1,1,2,9002,2,1,0,0,0,0,0,0,0,0,0,0
9003,自身附加【15%速度】2回合,3,1,1,2,9003,2,1,0,0,0,0,0,0,0,0,0,0
9004,自身附加【2%速度】无限回合,3,1,1,2,9004,2,1,0,0,0,0,0,0,0,0,0,0
9101,附加【10%暴击率】1回合,0,0,0,2,9101,1,1,0,0,0,0,0,0,0,0,0,0
9102,附加【15%暴击率】1回合,0,0,0,2,9102,1,1,0,0,0,0,0,0,0,0,0,0
9103,附加【20%暴击率】1回合,0,0,0,2,9103,1,1,0,0,0,0,0,0,0,0,0,0
9151,附加【-15%暴击率】2回合,0,0,0,2,9151,2,1,0,0,0,0,0,0,0,0,0,0
9152,附加【-20%暴击率】2回合,0,0,0,2,9152,2,1,0,0,0,0,0,0,0,0,0,0
9153,附加【-25%暴击率】2回合,0,0,0,2,9153,2,1,0,0,0,0,0,0,0,0,0,0
9201,附加【5%躲闪】1回合,0,0,0,2,9201,1,1,0,0,0,0,0,0,0,0,0,0
9202,附加【10%躲闪】1回合,0,0,0,2,9202,1,1,0,0,0,0,0,0,0,0,0,0
9203,附加【15%躲闪】1回合,0,0,0,2,9203,1,1,0,0,0,0,0,0,0,0,0,0
9204,自身5%闪避2回合,3,1,1,2,9201,2,1,0,0,0,0,0,0,0,0,0,0
9205,自身15%闪避2回合,3,1,1,2,9203,2,1,0,0,0,0,0,0,0,0,0,0
9206,自身25%闪避2回合,3,1,1,2,9204,2,1,0,0,0,0,0,0,0,0,0,0
9251,附加命中提升6%,0,0,0,14,10,600,0,0,0,0,0,0,0,0,0,0,0
9252,附加命中提升10%,0,0,0,14,10,1000,0,0,0,0,0,0,0,0,0,0,0
9253,附加命中提升14%,0,0,0,14,10,1400,0,0,0,0,0,0,0,0,0,0,0
9301,自身攻击提升10%，2回合,3,1,1,2,9301,2,1,0,0,0,0,0,0,0,0,0,0
9302,自身攻击提升20%，2回合,3,1,1,2,9302,2,1,0,0,0,0,0,0,0,0,0,0
9303,自身攻击提升30%，2回合,3,1,1,2,9303,2,1,0,0,0,0,0,0,0,0,0,0
9304,自身附加【15%攻击】3回合,3,1,1,2,9304,3,1,0,0,0,0,0,0,0,0,0,0
9305,自身附加【20%攻击】3回合,3,1,1,2,9302,3,1,0,0,0,0,0,0,0,0,0,0
9306,自身附加【25%攻击】3回合,3,1,1,2,9305,3,1,0,0,0,0,0,0,0,0,0,0
9307,全体友方攻击提升15%，2回合,2,8,5,2,9301,2,1,0,0,0,0,0,0,0,0,0,0
9308,全体友方攻击提升20%，2回合,2,8,5,2,9302,2,1,0,0,0,0,0,0,0,0,0,0
9309,全体友方攻击提升30%，2回合,2,8,5,2,9303,2,1,0,0,0,0,0,0,0,0,0,0
9310,自身附加【5%攻击】2回合,3,1,1,2,9306,2,1,0,0,0,0,0,0,0,0,0,0
9311,自身附加【8%攻击】2回合,3,1,1,2,9307,2,1,0,0,0,0,0,0,0,0,0,0
9312,自身附加【12%攻击】2回合,3,1,1,2,9308,2,1,0,0,0,0,0,0,0,0,0,0
9313,附加伤害提升3%buff,3,1,1,2,9309,99,5,0,0,0,0,0,0,0,0,0,0
9314,附加伤害提升3.1%buff,3,1,1,2,9310,99,5,0,0,0,0,0,0,0,0,0,0
9315,附加伤害提升3.2%buff,3,1,1,2,9311,99,5,0,0,0,0,0,0,0,0,0,0
9316,附加伤害提升3.3%buff,3,1,1,2,9312,99,5,0,0,0,0,0,0,0,0,0,0
9321,自身物伤提升10%2回合,3,1,1,2,10001,2,1,0,0,0,0,0,0,0,0,0,0
9322,自身物伤提升15%2回合,3,1,1,2,10002,2,1,0,0,0,0,0,0,0,0,0,0
9323,自身物伤提升20%2回合,3,1,1,2,10003,2,1,0,0,0,0,0,0,0,0,0,0
9331,自身法伤提升10%2回合,3,1,1,2,10101,2,1,0,0,0,0,0,0,0,0,0,0
9332,自身法伤提升15%2回合,3,1,1,2,10102,2,1,0,0,0,0,0,0,0,0,0,0
9333,自身法伤提升20%2回合,3,1,1,2,10103,2,1,0,0,0,0,0,0,0,0,0,0
