id,heroid,hero_star,skillhave1,skillhave2,skillhave3,skillhave4,skillhave5,skillhave6,type1,value1
413,2010,10,20100001,20100403,20100104,20100203,20100303,0,99,110000
414,2010,11,20100001,20100403,20100104,20100203,20100303,0,99,120000
415,2010,12,20100001,20100403,20100104,20100203,20100303,0,99,130000
416,2010,13,20100001,20100403,20100104,20100203,20100303,0,99,140000
417,2010,14,20100001,20100403,20100104,20100203,20100303,0,99,150000
418,2010,15,20100001,20100403,20100104,20100203,20100303,0,99,160000
419,2011,0,20110001,20110401,20110101,20110201,0,0,99,10000
420,2011,1,20110001,20110401,20110102,20110201,0,0,99,20000
421,2011,2,20110001,20110401,20110102,20110202,0,0,99,30000
422,2011,3,20110001,20110401,20110102,20110202,0,0,99,40000
423,2011,4,20110001,20110402,20110102,20110202,0,0,99,50000
424,2011,5,20110001,20110402,20110103,20110202,0,0,99,60000
425,2011,6,20110001,20110402,20110103,20110203,0,0,99,70000
426,2011,7,20110001,20110402,20110103,20110203,0,0,99,80000
427,2011,8,20110001,20110403,20110103,20110203,0,0,99,90000
428,2011,9,20110001,20110403,20110104,20110203,0,0,99,100000
429,2011,10,20110001,20110403,20110104,20110203,0,0,99,110000
430,2011,11,20110001,20110403,20110104,20110203,0,0,99,120000
431,2011,12,20110001,20110403,20110104,20110203,0,0,99,130000
432,2011,13,20110001,20110403,20110104,20110203,0,0,99,140000
433,2011,14,20110001,20110403,20110104,20110203,0,0,99,150000
434,2011,15,20110001,20110403,20110104,20110203,0,0,99,160000
435,2012,0,20120001,20120401,20120101,20120201,0,0,99,10000
436,2012,1,20120001,20120401,20120102,20120201,0,0,99,20000
437,2012,2,20120001,20120401,20120102,20120202,0,0,99,30000
438,2012,3,20120001,20120401,20120102,20120202,0,0,99,40000
439,2012,4,20120001,20120402,20120102,20120202,0,0,99,50000
440,2012,5,20120001,20120402,20120103,20120202,0,0,99,60000
441,2012,6,20120001,20120402,20120103,20120203,0,0,99,70000
442,2012,7,20120001,20120402,20120103,20120203,0,0,99,80000
443,2012,8,20120001,20120403,20120103,20120203,0,0,99,90000
444,2012,9,20120001,20120403,20120104,20120203,0,0,99,100000
445,2012,10,20120001,20120403,20120104,20120203,0,0,99,110000
446,2012,11,20120001,20120403,20120104,20120203,0,0,99,120000
447,2012,12,20120001,20120403,20120104,20120203,0,0,99,130000
448,2012,13,20120001,20120403,20120104,20120203,0,0,99,140000
449,2012,14,20120001,20120403,20120104,20120203,0,0,99,150000
450,2012,15,20120001,20120403,20120104,20120203,0,0,99,160000
451,2013,0,20130001,20130401,20130101,20130201,0,0,99,10000
452,2013,1,20130001,20130401,20130102,20130201,0,0,99,20000
453,2013,2,20130001,20130401,20130102,20130202,0,0,99,30000
454,2013,3,20130001,20130401,20130102,20130202,0,0,99,40000
455,2013,4,20130001,20130402,20130102,20130202,0,0,99,50000
456,2013,5,20130001,20130402,20130103,20130202,0,0,99,60000
457,2013,6,20130001,20130402,20130103,20130203,0,0,99,70000
458,2013,7,20130001,20130402,20130103,20130203,0,0,99,80000
459,2013,8,20130001,20130403,20130103,20130203,0,0,99,90000
460,2013,9,20130001,20130403,20130104,20130203,0,0,99,100000
461,2013,10,20130001,20130403,20130104,20130203,0,0,99,110000
462,2013,11,20130001,20130403,20130104,20130203,0,0,99,120000
463,2013,12,20130001,20130403,20130104,20130203,0,0,99,130000
464,2013,13,20130001,20130403,20130104,20130203,0,0,99,140000
465,2013,14,20130001,20130403,20130104,20130203,0,0,99,150000
466,2013,15,20130001,20130403,20130104,20130203,0,0,99,160000
467,2014,0,20140001,20140401,20140101,0,0,0,99,10000
468,2015,0,20150001,20150401,20150101,0,0,0,99,10000
469,3001,0,30010001,30010401,30010101,30010201,30010301,0,99,10000
470,3001,1,30010001,30010401,30010102,30010201,30010301,0,99,20000
471,3001,2,30010001,30010401,30010102,30010202,30010301,0,99,30000
472,3001,3,30010001,30010401,30010102,30010202,30010302,0,99,40000
473,3001,4,30010001,30010402,30010102,30010202,30010302,0,99,50000
474,3001,5,30010001,30010402,30010103,30010202,30010302,0,99,60000
475,3001,6,30010001,30010402,30010103,30010203,30010302,0,99,70000
476,3001,7,30010001,30010402,30010103,30010203,30010303,0,99,80000
477,3001,8,30010001,30010403,30010103,30010203,30010303,0,99,90000
478,3001,9,30010001,30010403,30010104,30010203,30010303,0,99,100000
479,3001,10,30010001,30010403,30010104,30010203,30010303,0,99,110000
480,3001,11,30010001,30010403,30010104,30010203,30010303,0,99,120000
481,3001,12,30010001,30010403,30010104,30010203,30010303,0,99,130000
482,3001,13,30010001,30010403,30010104,30010203,30010303,0,99,140000
483,3001,14,30010001,30010403,30010104,30010203,30010303,0,99,150000
484,3001,15,30010001,30010403,30010104,30010203,30010303,0,99,160000
485,3002,0,30020001,30020401,30020101,30020201,30020301,0,99,10000
486,3002,1,30020001,30020401,30020102,30020201,30020301,0,99,20000
487,3002,2,30020001,30020401,30020102,30020202,30020301,0,99,30000
488,3002,3,30020001,30020401,30020102,30020202,30020302,0,99,40000
489,3002,4,30020001,30020402,30020102,30020202,30020302,0,99,50000
490,3002,5,30020001,30020402,30020103,30020202,30020302,0,99,60000
491,3002,6,30020001,30020402,30020103,30020203,30020302,0,99,70000
492,3002,7,30020001,30020402,30020103,30020203,30020303,0,99,80000
493,3002,8,30020001,30020403,30020103,30020203,30020303,0,99,90000
494,3002,9,30020001,30020403,30020104,30020203,30020303,0,99,100000
495,3002,10,30020001,30020403,30020104,30020203,30020303,0,99,110000
496,3002,11,30020001,30020403,30020104,30020203,30020303,0,99,120000
497,3002,12,30020001,30020403,30020104,30020203,30020303,0,99,130000
498,3002,13,30020001,30020403,30020104,30020203,30020303,0,99,140000
499,3002,14,30020001,30020403,30020104,30020203,30020303,0,99,150000
500,3002,15,30020001,30020403,30020104,30020203,30020303,0,99,160000
501,3003,0,30030001,30030401,30030101,30030201,30030301,0,99,10000
502,3003,1,30030001,30030401,30030102,30030201,30030301,0,99,20000
503,3003,2,30030001,30030401,30030102,30030202,30030301,0,99,30000
504,3003,3,30030001,30030401,30030102,30030202,30030302,0,99,40000
505,3003,4,30030001,30030402,30030102,30030202,30030302,0,99,50000
506,3003,5,30030001,30030402,30030103,30030202,30030302,0,99,60000
507,3003,6,30030001,30030402,30030103,30030203,30030302,0,99,70000
508,3003,7,30030001,30030402,30030103,30030203,30030303,0,99,80000
509,3003,8,30030001,30030403,30030103,30030203,30030303,0,99,90000
510,3003,9,30030001,30030403,30030104,30030203,30030303,0,99,100000
511,3003,10,30030001,30030403,30030104,30030203,30030303,0,99,110000
512,3003,11,30030001,30030403,30030104,30030203,30030303,0,99,120000
513,3003,12,30030001,30030403,30030104,30030203,30030303,0,99,130000
514,3003,13,30030001,30030403,30030104,30030203,30030303,0,99,140000
515,3003,14,30030001,30030403,30030104,30030203,30030303,0,99,150000
516,3003,15,30030001,30030403,30030104,30030203,30030303,0,99,160000
517,3004,0,30040001,30040401,30040101,30040201,30040301,0,99,10000
518,3004,1,30040001,30040401,30040102,30040201,30040301,0,99,20000
519,3004,2,30040001,30040401,30040102,30040202,30040301,0,99,30000
520,3004,3,30040001,30040401,30040102,30040202,30040302,0,99,40000
521,3004,4,30040001,30040402,30040102,30040202,30040302,0,99,50000
522,3004,5,30040001,30040402,30040103,30040202,30040302,0,99,60000
523,3004,6,30040001,30040402,30040103,30040203,30040302,0,99,70000
524,3004,7,30040001,30040402,30040103,30040203,30040303,0,99,80000
525,3004,8,30040001,30040403,30040103,30040203,30040303,0,99,90000
526,3004,9,30040001,30040403,30040104,30040203,30040303,0,99,100000
527,3004,10,30040001,30040403,30040104,30040203,30040303,0,99,110000
528,3004,11,30040001,30040403,30040104,30040203,30040303,0,99,120000
529,3004,12,30040001,30040403,30040104,30040203,30040303,0,99,130000
530,3004,13,30040001,30040403,30040104,30040203,30040303,0,99,140000
531,3004,14,30040001,30040403,30040104,30040203,30040303,0,99,150000
532,3004,15,30040001,30040403,30040104,30040203,30040303,0,99,160000
533,3005,0,30050001,30050401,30050101,30050201,30050301,0,99,10000
534,3005,1,30050001,30050401,30050102,30050201,30050301,0,99,20000
535,3005,2,30050001,30050401,30050102,30050202,30050301,0,99,30000
536,3005,3,30050001,30050401,30050102,30050202,30050302,0,99,40000
537,3005,4,30050001,30050402,30050102,30050202,30050302,0,99,50000
538,3005,5,30050001,30050402,30050103,30050202,30050302,0,99,60000
539,3005,6,30050001,30050402,30050103,30050203,30050302,0,99,70000
540,3005,7,30050001,30050402,30050103,30050203,30050303,0,99,80000
541,3005,8,30050001,30050403,30050103,30050203,30050303,0,99,90000
542,3005,9,30050001,30050403,30050104,30050203,30050303,0,99,100000
543,3005,10,30050001,30050403,30050104,30050203,30050303,0,99,110000
544,3005,11,30050001,30050403,30050104,30050203,30050303,0,99,120000
545,3005,12,30050001,30050403,30050104,30050203,30050303,0,99,130000
546,3005,13,30050001,30050403,30050104,30050203,30050303,0,99,140000
547,3005,14,30050001,30050403,30050104,30050203,30050303,0,99,150000
548,3005,15,30050001,30050403,30050104,30050203,30050303,0,99,160000
549,3006,0,30060001,30060401,30060101,30060201,30060301,0,99,10000
550,3006,1,30060001,30060401,30060102,30060201,30060301,0,99,20000
551,3006,2,30060001,30060401,30060102,30060202,30060301,0,99,30000
552,3006,3,30060001,30060401,30060102,30060202,30060302,0,99,40000
553,3006,4,30060001,30060402,30060102,30060202,30060302,0,99,50000
554,3006,5,30060001,30060402,30060103,30060202,30060302,0,99,60000
555,3006,6,30060001,30060402,30060103,30060203,30060302,0,99,70000
556,3006,7,30060001,30060402,30060103,30060203,30060303,0,99,80000
557,3006,8,30060001,30060403,30060103,30060203,30060303,0,99,90000
558,3006,9,30060001,30060403,30060104,30060203,30060303,0,99,100000
559,3006,10,30060001,30060403,30060104,30060203,30060303,0,99,110000
560,3006,11,30060001,30060403,30060104,30060203,30060303,0,99,120000
561,3006,12,30060001,30060403,30060104,30060203,30060303,0,99,130000
562,3006,13,30060001,30060403,30060104,30060203,30060303,0,99,140000
563,3006,14,30060001,30060403,30060104,30060203,30060303,0,99,150000
564,3006,15,30060001,30060403,30060104,30060203,30060303,0,99,160000
565,3007,0,30070001,30070401,30070101,30070201,30070301,0,99,10000
566,3007,1,30070001,30070401,30070102,30070201,30070301,0,99,20000
567,3007,2,30070001,30070401,30070102,30070202,30070301,0,99,30000
568,3007,3,30070001,30070401,30070102,30070202,30070302,0,99,40000
569,3007,4,30070001,30070402,30070102,30070202,30070302,0,99,50000
570,3007,5,30070001,30070402,30070103,30070202,30070302,0,99,60000
571,3007,6,30070001,30070402,30070103,30070203,30070302,0,99,70000
572,3007,7,30070001,30070402,30070103,30070203,30070303,0,99,80000
573,3007,8,30070001,30070403,30070103,30070203,30070303,0,99,90000
574,3007,9,30070001,30070403,30070104,30070203,30070303,0,99,100000
575,3007,10,30070001,30070403,30070104,30070203,30070303,0,99,110000
576,3007,11,30070001,30070403,30070104,30070203,30070303,0,99,120000
577,3007,12,30070001,30070403,30070104,30070203,30070303,0,99,130000
578,3007,13,30070001,30070403,30070104,30070203,30070303,0,99,140000
579,3007,14,30070001,30070403,30070104,30070203,30070303,0,99,150000
580,3007,15,30070001,30070403,30070104,30070203,30070303,0,99,160000
581,3008,0,30080001,30080401,30080101,30080201,30080301,0,99,10000
582,3008,1,30080001,30080401,30080102,30080201,30080301,0,99,20000
583,3008,2,30080001,30080401,30080102,30080202,30080301,0,99,30000
584,3008,3,30080001,30080401,30080102,30080202,30080302,0,99,40000
585,3008,4,30080001,30080402,30080102,30080202,30080302,0,99,50000
586,3008,5,30080001,30080402,30080103,30080202,30080302,0,99,60000
587,3008,6,30080001,30080402,30080103,30080203,30080302,0,99,70000
588,3008,7,30080001,30080402,30080103,30080203,30080303,0,99,80000
589,3008,8,30080001,30080403,30080103,30080203,30080303,0,99,90000
590,3008,9,30080001,30080403,30080104,30080203,30080303,0,99,100000
591,3008,10,30080001,30080403,30080104,30080203,30080303,0,99,110000
592,3008,11,30080001,30080403,30080104,30080203,30080303,0,99,120000
593,3008,12,30080001,30080403,30080104,30080203,30080303,0,99,130000
594,3008,13,30080001,30080403,30080104,30080203,30080303,0,99,140000
595,3008,14,30080001,30080403,30080104,30080203,30080303,0,99,150000
596,3008,15,30080001,30080403,30080104,30080203,30080303,0,99,160000
597,3009,0,30090001,30090401,30090101,30090201,30090301,0,99,10000
598,3009,1,30090001,30090401,30090102,30090201,30090301,0,99,20000
599,3009,2,30090001,30090401,30090102,30090202,30090301,0,99,30000
600,3009,3,30090001,30090401,30090102,30090202,30090302,0,99,40000
601,3009,4,30090001,30090402,30090102,30090202,30090302,0,99,50000
602,3009,5,30090001,30090402,30090103,30090202,30090302,0,99,60000
603,3009,6,30090001,30090402,30090103,30090203,30090302,0,99,70000
604,3009,7,30090001,30090402,30090103,30090203,30090303,0,99,80000
605,3009,8,30090001,30090403,30090103,30090203,30090303,0,99,90000
606,3009,9,30090001,30090403,30090104,30090203,30090303,0,99,100000
607,3009,10,30090001,30090403,30090104,30090203,30090303,0,99,110000
608,3009,11,30090001,30090403,30090104,30090203,30090303,0,99,120000
609,3009,12,30090001,30090403,30090104,30090203,30090303,0,99,130000
610,3009,13,30090001,30090403,30090104,30090203,30090303,0,99,140000
611,3009,14,30090001,30090403,30090104,30090203,30090303,0,99,150000
612,3009,15,30090001,30090403,30090104,30090203,30090303,0,99,160000
613,3010,0,30100001,30100401,30100101,30100201,0,0,99,10000
614,3010,1,30100001,30100401,30100102,30100201,0,0,99,20000
615,3010,2,30100001,30100401,30100102,30100202,0,0,99,30000
616,3010,3,30100001,30100401,30100102,30100202,0,0,99,40000
617,3010,4,30100001,30100402,30100102,30100202,0,0,99,50000
618,3010,5,30100001,30100402,30100103,30100202,0,0,99,60000
619,3010,6,30100001,30100402,30100103,30100203,0,0,99,70000
620,3010,7,30100001,30100402,30100103,30100203,0,0,99,80000
621,3010,8,30100001,30100403,30100103,30100203,0,0,99,90000
622,3010,9,30100001,30100403,30100104,30100203,0,0,99,100000
623,3010,10,30100001,30100403,30100104,30100203,0,0,99,110000
624,3010,11,30100001,30100403,30100104,30100203,0,0,99,120000
625,3010,12,30100001,30100403,30100104,30100203,0,0,99,130000
626,3010,13,30100001,30100403,30100104,30100203,0,0,99,140000
627,3010,14,30100001,30100403,30100104,30100203,0,0,99,150000
628,3010,15,30100001,30100403,30100104,30100203,0,0,99,160000
629,3011,0,30110001,30110401,30110101,30110201,0,0,99,10000
630,3011,1,30110001,30110401,30110102,30110201,0,0,99,20000
631,3011,2,30110001,30110401,30110102,30110202,0,0,99,30000
632,3011,3,30110001,30110401,30110102,30110202,0,0,99,40000
633,3011,4,30110001,30110402,30110102,30110202,0,0,99,50000
634,3011,5,30110001,30110402,30110103,30110202,0,0,99,60000
635,3011,6,30110001,30110402,30110103,30110203,0,0,99,70000
636,3011,7,30110001,30110402,30110103,30110203,0,0,99,80000
637,3011,8,30110001,30110403,30110103,30110203,0,0,99,90000
638,3011,9,30110001,30110403,30110104,30110203,0,0,99,100000
639,3011,10,30110001,30110403,30110104,30110203,0,0,99,110000
640,3011,11,30110001,30110403,30110104,30110203,0,0,99,120000
641,3011,12,30110001,30110403,30110104,30110203,0,0,99,130000
642,3011,13,30110001,30110403,30110104,30110203,0,0,99,140000
643,3011,14,30110001,30110403,30110104,30110203,0,0,99,150000
644,3011,15,30110001,30110403,30110104,30110203,0,0,99,160000
645,3012,0,30120001,30120401,30120101,30120201,0,0,99,10000
646,3012,1,30120001,30120401,30120102,30120201,0,0,99,20000
647,3012,2,30120001,30120401,30120102,30120202,0,0,99,30000
648,3012,3,30120001,30120401,30120102,30120202,0,0,99,40000
649,3012,4,30120001,30120402,30120102,30120202,0,0,99,50000
650,3012,5,30120001,30120402,30120103,30120202,0,0,99,60000
651,3012,6,30120001,30120402,30120103,30120203,0,0,99,70000
652,3012,7,30120001,30120402,30120103,30120203,0,0,99,80000
653,3012,8,30120001,30120403,30120103,30120203,0,0,99,90000
654,3012,9,30120001,30120403,30120104,30120203,0,0,99,100000
655,3012,10,30120001,30120403,30120104,30120203,0,0,99,110000
656,3012,11,30120001,30120403,30120104,30120203,0,0,99,120000
657,3012,12,30120001,30120403,30120104,30120203,0,0,99,130000
658,3012,13,30120001,30120403,30120104,30120203,0,0,99,140000
659,3012,14,30120001,30120403,30120104,30120203,0,0,99,150000
660,3012,15,30120001,30120403,30120104,30120203,0,0,99,160000
661,3013,0,30130001,30130401,30130101,0,0,0,99,10000
662,3014,0,30140001,30140401,30140101,0,0,0,99,10000
663,4001,0,40010001,40010401,40010101,40010201,40010301,0,99,10000
664,4001,1,40010001,40010401,40010102,40010201,40010301,0,99,20000
665,4001,2,40010001,40010401,40010102,40010202,40010301,0,99,30000
666,4001,3,40010001,40010401,40010102,40010202,40010302,0,99,40000
667,4001,4,40010001,40010402,40010102,40010202,40010302,0,99,50000
668,4001,5,40010001,40010402,40010103,40010202,40010302,0,99,60000
669,4001,6,40010001,40010402,40010103,40010203,40010302,0,99,70000
670,4001,7,40010001,40010402,40010103,40010203,40010303,0,99,80000
671,4001,8,40010001,40010403,40010103,40010203,40010303,0,99,90000
672,4001,9,40010001,40010403,40010104,40010203,40010303,0,99,100000
673,4001,10,40010001,40010403,40010104,40010203,40010303,0,99,110000
674,4001,11,40010001,40010403,40010104,40010203,40010303,0,99,120000
675,4001,12,40010001,40010403,40010104,40010203,40010303,0,99,130000
676,4001,13,40010001,40010403,40010104,40010203,40010303,0,99,140000
677,4001,14,40010001,40010403,40010104,40010203,40010303,0,99,150000
678,4001,15,40010001,40010403,40010104,40010203,40010303,0,99,160000
679,4002,0,40020001,40020401,40020101,40020201,40020301,0,99,10000
680,4002,1,40020001,40020401,40020102,40020201,40020301,0,99,20000
681,4002,2,40020001,40020401,40020102,40020202,40020301,0,99,30000
682,4002,3,40020001,40020401,40020102,40020202,40020302,0,99,40000
683,4002,4,40020001,40020402,40020102,40020202,40020302,0,99,50000
684,4002,5,40020001,40020402,40020103,40020202,40020302,0,99,60000
685,4002,6,40020001,40020402,40020103,40020203,40020302,0,99,70000
686,4002,7,40020001,40020402,40020103,40020203,40020303,0,99,80000
687,4002,8,40020001,40020403,40020103,40020203,40020303,0,99,90000
688,4002,9,40020001,40020403,40020104,40020203,40020303,0,99,100000
689,4002,10,40020001,40020403,40020104,40020203,40020303,0,99,110000
690,4002,11,40020001,40020403,40020104,40020203,40020303,0,99,120000
691,4002,12,40020001,40020403,40020104,40020203,40020303,0,99,130000
692,4002,13,40020001,40020403,40020104,40020203,40020303,0,99,140000
693,4002,14,40020001,40020403,40020104,40020203,40020303,0,99,150000
694,4002,15,40020001,40020403,40020104,40020203,40020303,0,99,160000
695,4003,0,40030001,40030401,40030101,40030201,40030301,0,99,10000
696,4003,1,40030001,40030401,40030102,40030201,40030301,0,99,20000
697,4003,2,40030001,40030401,40030102,40030202,40030301,0,99,30000
698,4003,3,40030001,40030401,40030102,40030202,40030302,0,99,40000
699,4003,4,40030001,40030402,40030102,40030202,40030302,0,99,50000
700,4003,5,40030001,40030402,40030103,40030202,40030302,0,99,60000
701,4003,6,40030001,40030402,40030103,40030203,40030302,0,99,70000
702,4003,7,40030001,40030402,40030103,40030203,40030303,0,99,80000
703,4003,8,40030001,40030403,40030103,40030203,40030303,0,99,90000
704,4003,9,40030001,40030403,40030104,40030203,40030303,0,99,100000
705,4003,10,40030001,40030403,40030104,40030203,40030303,0,99,110000
706,4003,11,40030001,40030403,40030104,40030203,40030303,0,99,120000
707,4003,12,40030001,40030403,40030104,40030203,40030303,0,99,130000
708,4003,13,40030001,40030403,40030104,40030203,40030303,0,99,140000
709,4003,14,40030001,40030403,40030104,40030203,40030303,0,99,150000
710,4003,15,40030001,40030403,40030104,40030203,40030303,0,99,160000
711,4004,0,40040001,40040401,40040101,40040201,40040301,0,99,10000
712,4004,1,40040001,40040401,40040102,40040201,40040301,0,99,20000
713,4004,2,40040001,40040401,40040102,40040202,40040301,0,99,30000
714,4004,3,40040001,40040401,40040102,40040202,40040302,0,99,40000
715,4004,4,40040001,40040402,40040102,40040202,40040302,0,99,50000
716,4004,5,40040001,40040402,40040103,40040202,40040302,0,99,60000
717,4004,6,40040001,40040402,40040103,40040203,40040302,0,99,70000
718,4004,7,40040001,40040402,40040103,40040203,40040303,0,99,80000
719,4004,8,40040001,40040403,40040103,40040203,40040303,0,99,90000
720,4004,9,40040001,40040403,40040104,40040203,40040303,0,99,100000
721,4004,10,40040001,40040403,40040104,40040203,40040303,0,99,110000
722,4004,11,40040001,40040403,40040104,40040203,40040303,0,99,120000
723,4004,12,40040001,40040403,40040104,40040203,40040303,0,99,130000
724,4004,13,40040001,40040403,40040104,40040203,40040303,0,99,140000
725,4004,14,40040001,40040403,40040104,40040203,40040303,0,99,150000
726,4004,15,40040001,40040403,40040104,40040203,40040303,0,99,160000
727,4005,0,40050001,40050401,40050101,40050201,40050301,0,99,10000
728,4005,1,40050001,40050401,40050102,40050201,40050301,0,99,20000
729,4005,2,40050001,40050401,40050102,40050202,40050301,0,99,30000
730,4005,3,40050001,40050401,40050102,40050202,40050302,0,99,40000
731,4005,4,40050001,40050402,40050102,40050202,40050302,0,99,50000
732,4005,5,40050001,40050402,40050103,40050202,40050302,0,99,60000
733,4005,6,40050001,40050402,40050103,40050203,40050302,0,99,70000
734,4005,7,40050001,40050402,40050103,40050203,40050303,0,99,80000
735,4005,8,40050001,40050403,40050103,40050203,40050303,0,99,90000
736,4005,9,40050001,40050403,40050104,40050203,40050303,0,99,100000
737,4005,10,40050001,40050403,40050104,40050203,40050303,0,99,110000
738,4005,11,40050001,40050403,40050104,40050203,40050303,0,99,120000
739,4005,12,40050001,40050403,40050104,40050203,40050303,0,99,130000
740,4005,13,40050001,40050403,40050104,40050203,40050303,0,99,140000
741,4005,14,40050001,40050403,40050104,40050203,40050303,0,99,150000
742,4005,15,40050001,40050403,40050104,40050203,40050303,0,99,160000
743,4006,0,40060001,40060401,40060101,40060201,40060301,0,99,10000
744,4006,1,40060001,40060401,40060102,40060201,40060301,0,99,20000
745,4006,2,40060001,40060401,40060102,40060202,40060301,0,99,30000
746,4006,3,40060001,40060401,40060102,40060202,40060302,0,99,40000
747,4006,4,40060001,40060402,40060102,40060202,40060302,0,99,50000
748,4006,5,40060001,40060402,40060103,40060202,40060302,0,99,60000
749,4006,6,40060001,40060402,40060103,40060203,40060302,0,99,70000
750,4006,7,40060001,40060402,40060103,40060203,40060303,0,99,80000
751,4006,8,40060001,40060403,40060103,40060203,40060303,0,99,90000
752,4006,9,40060001,40060403,40060104,40060203,40060303,0,99,100000
753,4006,10,40060001,40060403,40060104,40060203,40060303,0,99,110000
754,4006,11,40060001,40060403,40060104,40060203,40060303,0,99,120000
755,4006,12,40060001,40060403,40060104,40060203,40060303,0,99,130000
756,4006,13,40060001,40060403,40060104,40060203,40060303,0,99,140000
757,4006,14,40060001,40060403,40060104,40060203,40060303,0,99,150000
758,4006,15,40060001,40060403,40060104,40060203,40060303,0,99,160000
759,4007,0,40070001,40070401,40070101,40070201,40070301,0,99,10000
760,4007,1,40070001,40070401,40070102,40070201,40070301,0,99,20000
761,4007,2,40070001,40070401,40070102,40070202,40070301,0,99,30000
762,4007,3,40070001,40070401,40070102,40070202,40070302,0,99,40000
763,4007,4,40070001,40070402,40070102,40070202,40070302,0,99,50000
764,4007,5,40070001,40070402,40070103,40070202,40070302,0,99,60000
765,4007,6,40070001,40070402,40070103,40070203,40070302,0,99,70000
766,4007,7,40070001,40070402,40070103,40070203,40070303,0,99,80000
767,4007,8,40070001,40070403,40070103,40070203,40070303,0,99,90000
768,4007,9,40070001,40070403,40070104,40070203,40070303,0,99,100000
769,4007,10,40070001,40070403,40070104,40070203,40070303,0,99,110000
770,4007,11,40070001,40070403,40070104,40070203,40070303,0,99,120000
771,4007,12,40070001,40070403,40070104,40070203,40070303,0,99,130000
772,4007,13,40070001,40070403,40070104,40070203,40070303,0,99,140000
773,4007,14,40070001,40070403,40070104,40070203,40070303,0,99,150000
774,4007,15,40070001,40070403,40070104,40070203,40070303,0,99,160000
775,4008,0,40080001,40080401,40080101,40080201,40080301,0,99,10000
776,4008,1,40080001,40080401,40080102,40080201,40080301,0,99,20000
777,4008,2,40080001,40080401,40080102,40080202,40080301,0,99,30000
778,4008,3,40080001,40080401,40080102,40080202,40080302,0,99,40000
779,4008,4,40080001,40080402,40080102,40080202,40080302,0,99,50000
780,4008,5,40080001,40080402,40080103,40080202,40080302,0,99,60000
781,4008,6,40080001,40080402,40080103,40080203,40080302,0,99,70000
782,4008,7,40080001,40080402,40080103,40080203,40080303,0,99,80000
783,4008,8,40080001,40080403,40080103,40080203,40080303,0,99,90000
784,4008,9,40080001,40080403,40080104,40080203,40080303,0,99,100000
785,4008,10,40080001,40080403,40080104,40080203,40080303,0,99,110000
786,4008,11,40080001,40080403,40080104,40080203,40080303,0,99,120000
787,4008,12,40080001,40080403,40080104,40080203,40080303,0,99,130000
788,4008,13,40080001,40080403,40080104,40080203,40080303,0,99,140000
789,4008,14,40080001,40080403,40080104,40080203,40080303,0,99,150000
790,4008,15,40080001,40080403,40080104,40080203,40080303,0,99,160000
791,4009,0,40090001,40090401,40090101,40090201,40090301,0,99,10000
792,4009,1,40090001,40090401,40090102,40090201,40090301,0,99,20000
793,4009,2,40090001,40090401,40090102,40090202,40090301,0,99,30000
794,4009,3,40090001,40090401,40090102,40090202,40090302,0,99,40000
795,4009,4,40090001,40090402,40090102,40090202,40090302,0,99,50000
796,4009,5,40090001,40090402,40090103,40090202,40090302,0,99,60000
797,4009,6,40090001,40090402,40090103,40090203,40090302,0,99,70000
798,4009,7,40090001,40090402,40090103,40090203,40090303,0,99,80000
799,4009,8,40090001,40090403,40090103,40090203,40090303,0,99,90000
800,4009,9,40090001,40090403,40090104,40090203,40090303,0,99,100000
801,4009,10,40090001,40090403,40090104,40090203,40090303,0,99,110000
802,4009,11,40090001,40090403,40090104,40090203,40090303,0,99,120000
803,4009,12,40090001,40090403,40090104,40090203,40090303,0,99,130000
804,4009,13,40090001,40090403,40090104,40090203,40090303,0,99,140000
805,4009,14,40090001,40090403,40090104,40090203,40090303,0,99,150000
806,4009,15,40090001,40090403,40090104,40090203,40090303,0,99,160000
807,4010,0,40100001,40100401,40100101,40100201,0,0,99,10000
808,4010,1,40100001,40100401,40100102,40100201,0,0,99,20000
809,4010,2,40100001,40100401,40100102,40100202,0,0,99,30000
810,4010,3,40100001,40100401,40100102,40100202,0,0,99,40000
811,4010,4,40100001,40100402,40100102,40100202,0,0,99,50000
812,4010,5,40100001,40100402,40100103,40100202,0,0,99,60000
813,4010,6,40100001,40100402,40100103,40100203,0,0,99,70000
814,4010,7,40100001,40100402,40100103,40100203,0,0,99,80000
815,4010,8,40100001,40100403,40100103,40100203,0,0,99,90000
816,4010,9,40100001,40100403,40100104,40100203,0,0,99,100000
817,4010,10,40100001,40100403,40100104,40100203,0,0,99,110000
818,4010,11,40100001,40100403,40100104,40100203,0,0,99,120000
819,4010,12,40100001,40100403,40100104,40100203,0,0,99,130000
820,4010,13,40100001,40100403,40100104,40100203,0,0,99,140000
821,4010,14,40100001,40100403,40100104,40100203,0,0,99,150000
822,4010,15,40100001,40100403,40100104,40100203,0,0,99,160000
823,4011,0,40110001,40110401,40110101,40110201,0,0,99,10000
824,4011,1,40110001,40110401,40110102,40110201,0,0,99,20000
825,4011,2,40110001,40110401,40110102,40110202,0,0,99,30000
826,4011,3,40110001,40110401,40110102,40110202,0,0,99,40000
827,4011,4,40110001,40110402,40110102,40110202,0,0,99,50000
828,4011,5,40110001,40110402,40110103,40110202,0,0,99,60000
829,4011,6,40110001,40110402,40110103,40110203,0,0,99,70000
