drop_id,drop_group,item_id,role_name,drop_name,drop_cards_num,chance,alert,haveitem,havechance,wishchance,time_generals_notice
361,100004,11100901,绝影柔弓,紫色全卡组,1,300,0,0,0,0,1
362,100004,11101001,奇想学徒,紫色全卡组,1,300,0,0,0,0,1
363,100004,11101101,诸海之灾,紫色全卡组,1,300,0,0,0,0,1
364,100004,11101202,北境之锤,紫色全卡组,1,300,0,0,0,0,0
365,100004,11101302,剑咏吟游,紫色全卡组,1,300,0,0,0,0,0
366,100004,11101402,狩魔鹰眼,紫色全卡组,1,300,0,0,0,0,0
367,100004,11101502,魔导女爵,紫色全卡组,1,300,0,0,0,0,0
368,100004,11101801,关羽,紫色全卡组,1,300,0,0,0,0,1
369,100004,11200101,狂刃怒兽,紫色全卡组,1,300,0,0,0,0,1
370,100004,11200201,熔炉铁皇,紫色全卡组,1,300,0,0,0,0,1
371,100004,11200301,燎原暗箭,紫色全卡组,1,300,0,0,0,0,1
372,100004,11200401,炎魂祭司,紫色全卡组,1,300,0,0,0,0,1
373,100004,11200501,独行骑手,紫色全卡组,1,300,0,0,0,0,1
374,100004,11200601,街头霸王,紫色全卡组,1,300,0,0,0,0,1
375,100004,11200701,胜利之矛,紫色全卡组,1,300,0,0,0,0,1
376,100004,11200801,圣焰王女,紫色全卡组,1,0,0,0,0,0,1
377,100004,11200901,林中女巫,紫色全卡组,1,300,0,0,0,0,1
378,100004,11201001,刀锋龙卷,紫色全卡组,1,300,0,0,0,0,1
379,100004,11201102,黑寡妇,紫色全卡组,1,300,0,0,0,0,0
380,100004,11201202,图腾之怒,紫色全卡组,1,300,0,0,0,0,0
381,100004,11201302,符文猎手,紫色全卡组,1,300,0,0,0,0,0
382,100004,11201601,峰峦霸主,紫色全卡组,1,300,0,0,0,0,1
383,100004,11300101,不朽剑魔,紫色全卡组,1,300,0,0,0,0,1
384,100004,11300201,猎魂巫妖,紫色全卡组,1,300,0,0,0,0,1
385,100004,11300301,古代圣王,紫色全卡组,1,300,0,0,0,0,1
386,100004,11300401,月之暗面,紫色全卡组,1,300,0,0,0,0,1
387,100004,11300501,龙王之手,紫色全卡组,1,300,0,0,0,0,1
388,100004,11300601,禁军射手,紫色全卡组,1,300,0,0,0,0,1
389,100004,11300701,鬼面金刚,紫色全卡组,1,300,0,0,0,0,1
390,100004,11300801,叛逆修罗,紫色全卡组,1,300,0,0,0,0,1
391,100004,11300901,即身罗汉,紫色全卡组,1,300,0,0,0,0,1
392,100004,11301002,裁决判官,紫色全卡组,1,300,0,0,0,0,0
393,100004,11301102,瞬杀罗刹,紫色全卡组,1,300,0,0,0,0,0
394,100004,11301202,崇邪外道,紫色全卡组,1,300,0,0,0,0,0
395,100004,11400101,神愈之光,紫色全卡组,1,300,0,0,0,0,1
396,100004,11400201,秘教刺客,紫色全卡组,1,300,0,0,0,0,1
397,100004,11400301,野性猎手,紫色全卡组,1,300,0,0,0,0,1
398,100004,11400401,魔城巫后,紫色全卡组,1,300,0,0,0,0,1
399,100004,11400501,永恒之树,紫色全卡组,1,300,0,0,0,0,1
400,100004,11400601,疾行神将,紫色全卡组,1,300,0,0,0,0,1
401,100004,11400701,绝世剑舞,紫色全卡组,1,300,0,0,0,0,1
402,100004,11400801,放浪狂战,紫色全卡组,1,300,0,0,0,0,1
403,100004,11400901,缚法游人,紫色全卡组,1,300,0,0,0,0,1
404,100004,11401002,贯天之箭,紫色全卡组,1,300,0,0,0,0,0
405,100004,11401102,持戒护法,紫色全卡组,1,300,0,0,0,0,0
406,100004,11401202,密林智者,紫色全卡组,1,300,0,0,0,0,0
407,100004,11500101,降魔之剑,紫色全卡组,1,60,0,0,0,0,1
408,100004,11500201,永劫双生,紫色全卡组,1,0,0,0,0,0,1
409,100004,11500301,至尊伟力,紫色全卡组,1,60,0,0,0,0,1
410,100004,11500401,焚烈圣炎,紫色全卡组,1,60,0,0,0,0,1
411,100004,11500601,宙斯,紫色全卡组,1,60,0,0,0,0,1
412,100004,11600101,魔域斗罗,紫色全卡组,1,60,0,0,0,0,1
413,100004,11600201,全视之眼,紫色全卡组,1,60,0,0,0,0,1
414,100004,11600301,乱咒法皇,紫色全卡组,1,0,0,0,0,0,1
415,101001,11101601,秘境修士,绿色全卡组,1,1,0,0,0,0,0
416,101001,11101701,秘境护卫,绿色全卡组,1,1,0,0,0,0,0
417,101001,11201401,兽人战士,绿色全卡组,1,1,0,0,0,0,0
418,101001,11201501,兽人驯兽师,绿色全卡组,1,1,0,0,0,0,0
419,101001,11301301,灵俑护卫,绿色全卡组,1,1,0,0,0,0,0
420,101001,11301401,灵俑英豪,绿色全卡组,1,1,0,0,0,0,0
421,101001,11401301,自然之力,绿色全卡组,1,1,0,0,0,0,0
422,101001,11401401,绿盟武士,绿色全卡组,1,1,0,0,0,0,0
423,101002,11101201,北境之锤,蓝色全卡组,1,1,0,0,0,0,0
424,101002,11101301,剑咏吟游,蓝色全卡组,1,1,0,0,0,0,0
425,101002,11101401,狩魔鹰眼,蓝色全卡组,1,1,0,0,0,0,0
426,101002,11101501,魔导女爵,蓝色全卡组,1,1,0,0,0,0,0
427,101002,11201101,黑寡妇,蓝色全卡组,1,1,0,0,0,0,0
428,101002,11201201,图腾之怒,蓝色全卡组,1,1,0,0,0,0,0
429,101002,11201301,符文猎手,蓝色全卡组,1,1,0,0,0,0,0
430,101002,11301001,裁决判官,蓝色全卡组,1,1,0,0,0,0,0
431,101002,11301101,瞬杀罗刹,蓝色全卡组,1,1,0,0,0,0,0
432,101002,11301201,崇邪外道,蓝色全卡组,1,1,0,0,0,0,0
433,101002,11401001,贯天之箭,蓝色全卡组,1,1,0,0,0,0,0
434,101002,11401101,持戒护法,蓝色全卡组,1,1,0,0,0,0,0
435,101002,11401201,密林智者,蓝色全卡组,1,1,0,0,0,0,0
436,101003,11100101,天命骑士,紫色全卡组,1,5000,0,0,0,0,1
437,101003,11100201,水占巫女,紫色全卡组,1,5000,0,0,0,0,1
438,101003,11100301,天谴毒师,紫色全卡组,1,5000,0,0,0,0,1
439,101003,11100401,漫游灾星,紫色全卡组,1,5000,0,0,0,0,1
440,101003,11100501,不落之壁,紫色全卡组,1,5000,0,0,0,0,1
441,101003,11100601,贵族之刃,紫色全卡组,1,5000,0,0,0,0,1
442,101003,11100701,惩戒骑士,紫色全卡组,1,5000,0,0,0,0,1
443,101003,11100801,仙铃信使,紫色全卡组,1,5000,0,0,0,0,1
444,101003,11100901,绝影柔弓,紫色全卡组,1,5000,0,0,0,0,1
445,101003,11101001,奇想学徒,紫色全卡组,1,5000,0,0,0,0,1
446,101003,11101101,诸海之灾,紫色全卡组,1,5000,0,0,0,0,1
447,101003,11101202,北境之锤,紫色全卡组,1,5000,0,0,0,0,0
448,101003,11101302,剑咏吟游,紫色全卡组,1,5000,0,0,0,0,0
449,101003,11101402,狩魔鹰眼,紫色全卡组,1,5000,0,0,0,0,0
450,101003,11101502,魔导女爵,紫色全卡组,1,5000,0,0,0,0,0
451,101003,11101801,关羽,紫色全卡组,1,5000,0,0,0,0,1
452,101003,11200101,狂刃怒兽,紫色全卡组,1,5000,0,0,0,0,1
453,101003,11200201,熔炉铁皇,紫色全卡组,1,5000,0,0,0,0,1
454,101003,11200301,燎原暗箭,紫色全卡组,1,5000,0,0,0,0,1
455,101003,11200401,炎魂祭司,紫色全卡组,1,5000,0,0,0,0,1
456,101003,11200501,独行骑手,紫色全卡组,1,5000,0,0,0,0,1
457,101003,11200601,街头霸王,紫色全卡组,1,5000,0,0,0,0,1
458,101003,11200701,胜利之矛,紫色全卡组,1,5000,0,0,0,0,1
459,101003,11200801,圣焰王女,紫色全卡组,1,0,0,0,0,0,1
460,101003,11200901,林中女巫,紫色全卡组,1,5000,0,0,0,0,1
461,101003,11201001,刀锋龙卷,紫色全卡组,1,5000,0,0,0,0,1
462,101003,11201102,黑寡妇,紫色全卡组,1,5000,0,0,0,0,0
463,101003,11201202,图腾之怒,紫色全卡组,1,5000,0,0,0,0,0
464,101003,11201302,符文猎手,紫色全卡组,1,5000,0,0,0,0,0
465,101003,11201601,峰峦霸主,紫色全卡组,1,5000,0,0,0,0,1
466,101003,11300101,不朽剑魔,紫色全卡组,1,5000,0,0,0,0,1
467,101003,11300201,猎魂巫妖,紫色全卡组,1,5000,0,0,0,0,1
468,101003,11300301,古代圣王,紫色全卡组,1,5000,0,0,0,0,1
469,101003,11300401,月之暗面,紫色全卡组,1,5000,0,0,0,0,1
470,101003,11300501,龙王之手,紫色全卡组,1,5000,0,0,0,0,1
471,101003,11300601,禁军射手,紫色全卡组,1,5000,0,0,0,0,1
472,101003,11300701,鬼面金刚,紫色全卡组,1,5000,0,0,0,0,1
473,101003,11300801,叛逆修罗,紫色全卡组,1,5000,0,0,0,0,1
474,101003,11300901,即身罗汉,紫色全卡组,1,5000,0,0,0,0,1
475,101003,11301002,裁决判官,紫色全卡组,1,5000,0,0,0,0,0
476,101003,11301102,瞬杀罗刹,紫色全卡组,1,5000,0,0,0,0,0
477,101003,11301202,崇邪外道,紫色全卡组,1,5000,0,0,0,0,0
478,101003,11400101,神愈之光,紫色全卡组,1,5000,0,0,0,0,1
479,101003,11400201,秘教刺客,紫色全卡组,1,5000,0,0,0,0,1
480,101003,11400301,野性猎手,紫色全卡组,1,5000,0,0,0,0,1
481,101003,11400401,魔城巫后,紫色全卡组,1,5000,0,0,0,0,1
482,101003,11400501,永恒之树,紫色全卡组,1,5000,0,0,0,0,1
483,101003,11400601,疾行神将,紫色全卡组,1,5000,0,0,0,0,1
484,101003,11400701,绝世剑舞,紫色全卡组,1,5000,0,0,0,0,1
485,101003,11400801,放浪狂战,紫色全卡组,1,5000,0,0,0,0,1
486,101003,11400901,缚法游人,紫色全卡组,1,5000,0,0,0,0,1
487,101003,11401002,贯天之箭,紫色全卡组,1,5000,0,0,0,0,0
488,101003,11401102,持戒护法,紫色全卡组,1,5000,0,0,0,0,0
489,101003,11401202,密林智者,紫色全卡组,1,5000,0,0,0,0,0
490,101003,11401501,秘法精灵,紫色全卡组,1,5000,0,0,0,0,0
491,101003,11500101,降魔之剑,紫色全卡组,1,1000,0,0,0,0,1
492,101003,11500201,永劫双生,紫色全卡组,1,0,0,0,0,0,1
493,101003,11500301,至尊伟力,紫色全卡组,1,1000,0,0,0,0,1
494,101003,11500401,焚烈圣炎,紫色全卡组,1,1000,0,0,0,0,1
495,101003,11500601,宙斯,紫色全卡组,1,1000,0,0,0,0,1
496,101003,11600101,魔域斗罗,紫色全卡组,1,1000,0,0,0,0,1
497,101003,11600201,全视之眼,紫色全卡组,1,1000,0,0,0,0,1
498,101003,11600301,乱咒法皇,紫色全卡组,1,0,0,0,0,0,1
499,101004,11600701,霜寒之星,紫色全卡组,1,60,0,0,0,0,2
500,101004,11100101,天命骑士,紫色全卡组,1,300,0,0,0,0,1
501,101004,11100201,水占巫女,紫色全卡组,1,300,0,0,0,0,1
502,101004,11100301,天谴毒师,紫色全卡组,1,300,0,0,0,0,1
503,101004,11100401,漫游灾星,紫色全卡组,1,300,0,0,0,0,1
504,101004,11100501,不落之壁,紫色全卡组,1,300,0,0,0,0,1
505,101004,11100601,贵族之刃,紫色全卡组,1,300,0,0,0,0,1
506,101004,11100701,惩戒骑士,紫色全卡组,1,300,0,0,0,0,1
507,101004,11100801,仙铃信使,紫色全卡组,1,300,0,0,0,0,1
508,101004,11100901,绝影柔弓,紫色全卡组,1,300,0,0,0,0,1
509,101004,11101001,奇想学徒,紫色全卡组,1,300,0,0,0,0,1
510,101004,11101101,诸海之灾,紫色全卡组,1,300,0,0,0,0,1
511,101004,11101202,北境之锤,紫色全卡组,1,300,0,0,0,0,0
512,101004,11101302,剑咏吟游,紫色全卡组,1,300,0,0,0,0,0
513,101004,11101402,狩魔鹰眼,紫色全卡组,1,300,0,0,0,0,0
514,101004,11101502,魔导女爵,紫色全卡组,1,300,0,0,0,0,0
515,101004,11101801,关羽,紫色全卡组,1,300,0,0,0,0,1
516,101004,11200101,狂刃怒兽,紫色全卡组,1,300,0,0,0,0,1
517,101004,11200201,熔炉铁皇,紫色全卡组,1,300,0,0,0,0,1
518,101004,11200301,燎原暗箭,紫色全卡组,1,300,0,0,0,0,1
519,101004,11200401,炎魂祭司,紫色全卡组,1,300,0,0,0,0,1
520,101004,11200501,独行骑手,紫色全卡组,1,300,0,0,0,0,1
521,101004,11200601,街头霸王,紫色全卡组,1,300,0,0,0,0,1
522,101004,11200701,胜利之矛,紫色全卡组,1,300,0,0,0,0,1
523,101004,11200801,圣焰王女,紫色全卡组,1,0,0,0,0,0,1
524,101004,11200901,林中女巫,紫色全卡组,1,300,0,0,0,0,1
525,101004,11201001,刀锋龙卷,紫色全卡组,1,300,0,0,0,0,1
526,101004,11201102,黑寡妇,紫色全卡组,1,300,0,0,0,0,0
527,101004,11201202,图腾之怒,紫色全卡组,1,300,0,0,0,0,0
528,101004,11201302,符文猎手,紫色全卡组,1,300,0,0,0,0,0
529,101004,11201601,峰峦霸主,紫色全卡组,1,300,0,0,0,0,1
530,101004,11300101,不朽剑魔,紫色全卡组,1,300,0,0,0,0,1
531,101004,11300201,猎魂巫妖,紫色全卡组,1,300,0,0,0,0,1
532,101004,11300301,古代圣王,紫色全卡组,1,300,0,0,0,0,1
533,101004,11300401,月之暗面,紫色全卡组,1,300,0,0,0,0,1
534,101004,11300501,龙王之手,紫色全卡组,1,300,0,0,0,0,1
535,101004,11300601,禁军射手,紫色全卡组,1,300,0,0,0,0,1
536,101004,11300701,鬼面金刚,紫色全卡组,1,300,0,0,0,0,1
537,101004,11300801,叛逆修罗,紫色全卡组,1,300,0,0,0,0,1
538,101004,11300901,即身罗汉,紫色全卡组,1,300,0,0,0,0,1
539,101004,11301002,裁决判官,紫色全卡组,1,300,0,0,0,0,0
540,101004,11301102,瞬杀罗刹,紫色全卡组,1,300,0,0,0,0,0
541,101004,11301202,崇邪外道,紫色全卡组,1,300,0,0,0,0,0
542,101004,11400101,神愈之光,紫色全卡组,1,300,0,0,0,0,1
543,101004,11400201,秘教刺客,紫色全卡组,1,300,0,0,0,0,1
544,101004,11400301,野性猎手,紫色全卡组,1,300,0,0,0,0,1
545,101004,11400401,魔城巫后,紫色全卡组,1,300,0,0,0,0,1
546,101004,11400501,永恒之树,紫色全卡组,1,300,0,0,0,0,1
547,101004,11400601,疾行神将,紫色全卡组,1,300,0,0,0,0,1
548,101004,11400701,绝世剑舞,紫色全卡组,1,300,0,0,0,0,1
549,101004,11400801,放浪狂战,紫色全卡组,1,300,0,0,0,0,1
550,101004,11400901,缚法游人,紫色全卡组,1,300,0,0,0,0,1
551,101004,11401002,贯天之箭,紫色全卡组,1,300,0,0,0,0,0
552,101004,11401102,持戒护法,紫色全卡组,1,300,0,0,0,0,0
553,101004,11401202,密林智者,紫色全卡组,1,300,0,0,0,0,0
554,101004,11500101,降魔之剑,紫色全卡组,1,60,0,0,0,0,1
555,101004,11500201,永劫双生,紫色全卡组,1,0,0,0,0,0,1
556,101004,11500301,至尊伟力,紫色全卡组,1,60,0,0,0,0,1
557,101004,11500401,焚烈圣炎,紫色全卡组,1,60,0,0,0,0,1
558,101004,11500601,宙斯,紫色全卡组,1,60,0,0,0,0,1
559,101004,11600101,魔域斗罗,紫色全卡组,1,60,0,0,0,0,1
560,101004,11600201,全视之眼,紫色全卡组,1,60,0,0,0,0,1
561,101004,11600301,乱咒法皇,紫色全卡组,1,0,0,0,0,0,1
562,101005,11600301,逆时之影,紫色全卡组,1,60,0,0,0,0,2
563,101005,11100101,天命骑士,紫色全卡组,1,300,0,0,0,0,1
564,101005,11100201,水占巫女,紫色全卡组,1,300,0,0,0,0,1
565,101005,11100301,天谴毒师,紫色全卡组,1,300,0,0,0,0,1
566,101005,11100401,漫游灾星,紫色全卡组,1,300,0,0,0,0,1
567,101005,11100501,不落之壁,紫色全卡组,1,300,0,0,0,0,1
568,101005,11100601,贵族之刃,紫色全卡组,1,300,0,0,0,0,1
569,101005,11100701,惩戒骑士,紫色全卡组,1,300,0,0,0,0,1
570,101005,11100801,仙铃信使,紫色全卡组,1,300,0,0,0,0,1
571,101005,11100901,绝影柔弓,紫色全卡组,1,300,0,0,0,0,1
572,101005,11101001,奇想学徒,紫色全卡组,1,300,0,0,0,0,1
573,101005,11101101,诸海之灾,紫色全卡组,1,300,0,0,0,0,1
574,101005,11101202,北境之锤,紫色全卡组,1,300,0,0,0,0,0
575,101005,11101302,剑咏吟游,紫色全卡组,1,300,0,0,0,0,0
576,101005,11101402,狩魔鹰眼,紫色全卡组,1,300,0,0,0,0,0
577,101005,11101502,魔导女爵,紫色全卡组,1,300,0,0,0,0,0
578,101005,11101801,关羽,紫色全卡组,1,300,0,0,0,0,1
579,101005,11200101,狂刃怒兽,紫色全卡组,1,300,0,0,0,0,1
580,101005,11200201,熔炉铁皇,紫色全卡组,1,300,0,0,0,0,1
581,101005,11200301,燎原暗箭,紫色全卡组,1,300,0,0,0,0,1
582,101005,11200401,炎魂祭司,紫色全卡组,1,300,0,0,0,0,1
583,101005,11200501,独行骑手,紫色全卡组,1,300,0,0,0,0,1
584,101005,11200601,街头霸王,紫色全卡组,1,300,0,0,0,0,1
585,101005,11200701,胜利之矛,紫色全卡组,1,300,0,0,0,0,1
586,101005,11200801,圣焰王女,紫色全卡组,1,0,0,0,0,0,1
587,101005,11200901,林中女巫,紫色全卡组,1,300,0,0,0,0,1
588,101005,11201001,刀锋龙卷,紫色全卡组,1,300,0,0,0,0,1
589,101005,11201102,黑寡妇,紫色全卡组,1,300,0,0,0,0,0
590,101005,11201202,图腾之怒,紫色全卡组,1,300,0,0,0,0,0
591,101005,11201302,符文猎手,紫色全卡组,1,300,0,0,0,0,0
592,101005,11201601,峰峦霸主,紫色全卡组,1,300,0,0,0,0,1
593,101005,11300101,不朽剑魔,紫色全卡组,1,300,0,0,0,0,1
594,101005,11300201,猎魂巫妖,紫色全卡组,1,300,0,0,0,0,1
595,101005,11300301,古代圣王,紫色全卡组,1,300,0,0,0,0,1
596,101005,11300401,月之暗面,紫色全卡组,1,300,0,0,0,0,1
597,101005,11300501,龙王之手,紫色全卡组,1,300,0,0,0,0,1
598,101005,11300601,禁军射手,紫色全卡组,1,300,0,0,0,0,1
599,101005,11300701,鬼面金刚,紫色全卡组,1,300,0,0,0,0,1
600,101005,11300801,叛逆修罗,紫色全卡组,1,300,0,0,0,0,1
601,101005,11300901,即身罗汉,紫色全卡组,1,300,0,0,0,0,1
602,101005,11301002,裁决判官,紫色全卡组,1,300,0,0,0,0,0
603,101005,11301102,瞬杀罗刹,紫色全卡组,1,300,0,0,0,0,0
604,101005,11301202,崇邪外道,紫色全卡组,1,300,0,0,0,0,0
605,101005,11400101,神愈之光,紫色全卡组,1,300,0,0,0,0,1
606,101005,11400201,秘教刺客,紫色全卡组,1,300,0,0,0,0,1
607,101005,11400301,野性猎手,紫色全卡组,1,300,0,0,0,0,1
608,101005,11400401,魔城巫后,紫色全卡组,1,300,0,0,0,0,1
609,101005,11400501,永恒之树,紫色全卡组,1,300,0,0,0,0,1
610,101005,11400601,疾行神将,紫色全卡组,1,300,0,0,0,0,1
611,101005,11400701,绝世剑舞,紫色全卡组,1,300,0,0,0,0,1
612,101005,11400801,放浪狂战,紫色全卡组,1,300,0,0,0,0,1
613,101005,11400901,缚法游人,紫色全卡组,1,300,0,0,0,0,1
614,101005,11401002,贯天之箭,紫色全卡组,1,300,0,0,0,0,0
615,101005,11401102,持戒护法,紫色全卡组,1,300,0,0,0,0,0
616,101005,11401202,密林智者,紫色全卡组,1,300,0,0,0,0,0
617,101005,11500101,降魔之剑,紫色全卡组,1,60,0,0,0,0,1
618,101005,11500201,永劫双生,紫色全卡组,1,0,0,0,0,0,1
619,101005,11500301,至尊伟力,紫色全卡组,1,60,0,0,0,0,1
620,101005,11500401,焚烈圣炎,紫色全卡组,1,60,0,0,0,0,1
621,101005,11500601,宙斯,紫色全卡组,1,60,0,0,0,0,1
622,101005,11600101,魔域斗罗,紫色全卡组,1,60,0,0,0,0,1
623,101005,11600201,全视之眼,紫色全卡组,1,60,0,0,0,0,1
624,101005,11600301,乱咒法皇,紫色全卡组,1,0,0,0,0,0,1
625,1017,79500101,墨羽头巾,墨羽头巾,1,1,0,0,0,0,0
626,1017,79500102,赤羽项链,赤羽项链,1,1,0,0,0,0,0
627,1017,79500103,腾蛇手链,腾蛇手链,1,1,0,0,0,0,0
628,1017,79500104,独灼耳环,独灼耳环,1,1,0,0,0,0,0
629,1017,79500105,玄武书卷,玄晶虎皮衣,1,1,0,0,0,0,0
630,1017,79500106,日月仙笔,地煞戒,1,1,0,0,0,0,0
631,1017,79500201,绮罗梦钗,绮罗梦钗,1,1,0,0,0,0,0
632,1017,79500202,凤翎项链,凤翎项链,1,1,0,0,0,0,0
633,1017,79500203,银月镯,银月镯,1,1,0,0,0,0,0
634,1017,79500204,舞风耳环,舞风耳环,1,1,0,0,0,0,0
635,1017,79500205,青花圆珠,青花裙,1,1,0,0,0,0,0
636,1017,79500206,金虹花绳,金虹羽扇,1,1,0,0,0,0,0
637,1017,79500301,凤翎发簪,凤翎发簪,1,1,0,0,0,0,0
638,1017,79500302,飞花项链,飞花项链,1,1,0,0,0,0,0
639,1017,79500303,玄冰镯,玄冰镯,1,1,0,0,0,0,0
640,1017,79500304,赤霞耳环,赤霞耳环,1,1,0,0,0,0,0
641,1017,79500305,月冷玉佩,月冷纱裙,1,1,0,0,0,0,0
642,1017,79500306,天蝉伞,天蝉羽扇,1,1,0,0,0,0,0
643,1017,79500401,点星钗,点星钗,1,1,0,0,0,0,0
644,1017,79500402,苍羽项链,苍羽项链,1,1,0,0,0,0,0
645,1017,79500403,月裳铃,月裳铃,1,1,0,0,0,0,0
646,1017,79500404,水灵耳环,水灵耳环,1,1,0,0,0,0,0
647,1017,79500405,青冥书卷,丹霞仙裙,1,1,0,0,0,0,0
648,1017,79500406,天幻羽扇,天幻羽扇,1,1,0,0,0,0,0
649,1017,79500501,寒梅簪,寒梅簪,1,1,0,0,0,0,0
650,1017,79500502,白光项链,白光项链,1,1,0,0,0,0,0
651,1017,79500503,银光手环,银光手环,1,1,0,0,0,0,0
652,1017,79500504,紫光耳环,紫光耳环,1,1,0,0,0,0,0
653,1017,79500505,血玉石,雪雾裳,1,1,0,0,0,0,0
654,1017,79500506,日月琴,日月琴,1,1,0,0,0,0,0
655,1017,79500601,翼轸凤冠,翼轸凤冠,1,1,0,0,0,0,0
656,1017,79500602,白凤项链,白凤项链,1,1,0,0,0,0,0
657,1017,79500603,凤羽手环,凤羽手环,1,1,0,0,0,0,0
658,1017,79500604,龙腾耳环,龙腾凰耳环,1,1,0,0,0,0,0
659,1017,79500605,阳灵书卷,阳灵凤裳,1,1,0,0,0,0,0
660,1017,79500606,飞凤琵琶,飞凤琴,1,1,0,0,0,0,0
661,1017,79500701,天舞钗,天舞钗,1,1,0,0,0,0,0
662,1017,79500702,蝴蝶项链,蝴蝶项链,1,1,0,0,0,0,0
663,1017,79500703,水灵镯,水灵镯,1,1,0,0,0,0,0
664,1017,79500704,紫羽耳环,紫羽耳环,1,1,0,0,0,0,0
665,1017,79500705,凌霄玉佩,凌霄裳,1,1,0,0,0,0,0
666,1017,79500706,绯雨伞,白月扇,1,1,0,0,0,0,0
667,1017,79500801,满月钗,满月钗,1,0,0,0,0,0,0
668,1017,79500802,梅月项链,梅月项链,1,0,0,0,0,0,0
669,1017,79500803,月卷手环,月卷手环,1,0,0,0,0,0,0
670,1017,79500804,飞星耳环,飞星耳环,1,0,0,0,0,0,0
671,1017,79500805,燕影书卷,燕影纱裙,1,0,0,0,0,0,0
672,1017,79500806,玉女伞,玉女扇,1,0,0,0,0,0,0
673,1017,80000011,灵光石,灵光石,5,2,0,0,0,0,0
674,1018,80500101,野性之魂,野性之魂,1,1,0,0,0,0,0
675,1018,80500201,娇虎之魂,娇虎之魂,1,1,0,0,0,0,0
676,1018,80500301,闭月之魂,闭月之魂,1,1,0,0,0,0,0
677,1018,80500401,才貌之魂,才貌之魂,1,1,0,0,0,0,0
678,1018,80500501,琴音之魂,琴音之魂,1,1,0,0,0,0,0
679,1018,80500601,洛神之魂,洛神之魂,1,1,0,0,0,0,0
680,1018,80500701,琉璃之魂,琉璃之魂,1,1,0,0,0,0,0
681,1018,80500801,玲珑之魂,玲珑之魂,1,0,0,0,0,0,0
682,1019,80500101,野性之魂,野性之魂,1,2,0,0,0,0,0
683,1019,80500201,娇虎之魂,娇虎之魂,1,2,0,0,0,0,0
684,1019,80500301,闭月之魂,闭月之魂,1,2,0,0,0,0,0
685,1019,80500401,才貌之魂,才貌之魂,1,2,0,0,0,0,0
686,1019,80500501,琴音之魂,琴音之魂,1,2,0,0,0,0,0
687,1019,80500601,洛神之魂,洛神之魂,1,2,0,0,0,0,0
688,1019,80500701,琉璃之魂,琉璃之魂,1,2,0,0,0,0,0
689,1019,80500801,玲珑之魂,玲珑之魂,1,0,0,0,0,0,0
690,1019,80000011,灵光石,灵光石,1,4,0,0,0,0,0
