base_id,treasurea_id,name,quality,stage_lv_show,stage_lv,cost_item1,cost_num1,cost_item2,cost_num2,attribute_type1,attribute1,attribute_type2,attribute2,attribute_type3,attribute3,attribute_type4,attribute4,extra_attributes_type1,extra_attribute_addvalue1,extra_attributes_type2,extra_attribute_addvalue2,announcement,icon,maxlevel
187,500203,道标部件Ⅲ+18,6,18,18,79500203,357,80000011,268,2,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500203,20
188,500203,道标部件Ⅲ+19,6,19,19,79500203,465,80000011,349,2,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500203,20
189,500203,道标部件Ⅲ+20,6,20,20,0,0,0,0,2,10000,0,0,0,0,99,3000000,2,6000,99,1800000,1,elogo79500203,20
190,500204,道标部件Ⅳ,6,0,0,79500204,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500204,20
191,500204,道标部件Ⅳ+1,6,1,1,79500204,4,80000011,3,2,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500204,20
192,500204,道标部件Ⅳ+2,6,2,2,79500204,5,80000011,4,2,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500204,20
193,500204,道标部件Ⅳ+3,6,3,3,79500204,7,80000011,5,2,80,0,0,0,0,99,24000,2,40,99,12000,0,elogo79500204,20
194,500204,道标部件Ⅳ+4,6,4,4,79500204,9,80000011,7,2,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500204,20
195,500204,道标部件Ⅳ+5,6,5,5,79500204,12,80000011,9,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500204,20
196,500204,道标部件Ⅳ+6,6,6,6,79500204,15,80000011,12,2,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500204,20
197,500204,道标部件Ⅳ+7,6,7,7,79500204,20,80000011,15,2,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500204,20
198,500204,道标部件Ⅳ+8,6,8,8,79500204,26,80000011,19,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500204,20
199,500204,道标部件Ⅳ+9,6,9,9,79500204,34,80000011,25,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500204,20
200,500204,道标部件Ⅳ+10,6,10,10,79500204,44,80000011,33,2,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500204,20
201,500204,道标部件Ⅳ+11,6,11,11,79500204,57,80000011,43,2,468,0,0,0,0,99,140400,2,280,99,84000,0,elogo79500204,20
202,500204,道标部件Ⅳ+12,6,12,12,79500204,74,80000011,56,2,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500204,20
203,500204,道标部件Ⅳ+13,6,13,13,79500204,96,80000011,72,2,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500204,20
204,500204,道标部件Ⅳ+14,6,14,14,79500204,125,80000011,94,2,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500204,20
205,500204,道标部件Ⅳ+15,6,15,15,79500204,163,80000011,122,2,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500204,20
206,500204,道标部件Ⅳ+16,6,16,16,79500204,212,80000011,159,2,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500204,20
207,500204,道标部件Ⅳ+17,6,17,17,79500204,275,80000011,206,2,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500204,20
208,500204,道标部件Ⅳ+18,6,18,18,79500204,357,80000011,268,2,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500204,20
209,500204,道标部件Ⅳ+19,6,19,19,79500204,465,80000011,349,2,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500204,20
210,500204,道标部件Ⅳ+20,6,20,20,0,0,0,0,2,10000,0,0,0,0,99,3000000,2,6000,99,1800000,1,elogo79500204,20
211,500205,道标部件Ⅴ,6,0,0,79500205,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500205,20
212,500205,道标部件Ⅴ+1,6,1,1,79500205,4,80000011,3,2,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500205,20
213,500205,道标部件Ⅴ+2,6,2,2,79500205,5,80000011,4,2,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500205,20
214,500205,道标部件Ⅴ+3,6,3,3,79500205,7,80000011,5,2,80,0,0,0,0,99,24000,2,40,99,12000,0,elogo79500205,20
215,500205,道标部件Ⅴ+4,6,4,4,79500205,9,80000011,7,2,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500205,20
216,500205,道标部件Ⅴ+5,6,5,5,79500205,12,80000011,9,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500205,20
217,500205,道标部件Ⅴ+6,6,6,6,79500205,15,80000011,12,2,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500205,20
218,500205,道标部件Ⅴ+7,6,7,7,79500205,20,80000011,15,2,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500205,20
219,500205,道标部件Ⅴ+8,6,8,8,79500205,26,80000011,19,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500205,20
220,500205,道标部件Ⅴ+9,6,9,9,79500205,34,80000011,25,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500205,20
221,500205,道标部件Ⅴ+10,6,10,10,79500205,44,80000011,33,2,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500205,20
222,500205,道标部件Ⅴ+11,6,11,11,79500205,57,80000011,43,2,468,0,0,0,0,99,140400,2,280,99,84000,0,elogo79500205,20
223,500205,道标部件Ⅴ+12,6,12,12,79500205,74,80000011,56,2,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500205,20
224,500205,道标部件Ⅴ+13,6,13,13,79500205,96,80000011,72,2,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500205,20
225,500205,道标部件Ⅴ+14,6,14,14,79500205,125,80000011,94,2,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500205,20
226,500205,道标部件Ⅴ+15,6,15,15,79500205,163,80000011,122,2,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500205,20
227,500205,道标部件Ⅴ+16,6,16,16,79500205,212,80000011,159,2,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500205,20
228,500205,道标部件Ⅴ+17,6,17,17,79500205,275,80000011,206,2,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500205,20
229,500205,道标部件Ⅴ+18,6,18,18,79500205,357,80000011,268,2,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500205,20
230,500205,道标部件Ⅴ+19,6,19,19,79500205,465,80000011,349,2,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500205,20
231,500205,道标部件Ⅴ+20,6,20,20,0,0,0,0,2,10000,0,0,0,0,99,3000000,2,6000,99,1800000,1,elogo79500205,20
232,500206,道标部件Ⅵ,6,0,0,79500206,1,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500206,20
233,500206,道标部件Ⅵ+1,6,1,1,79500206,4,80000011,3,2,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500206,20
234,500206,道标部件Ⅵ+2,6,2,2,79500206,5,80000011,4,2,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500206,20
235,500206,道标部件Ⅵ+3,6,3,3,79500206,7,80000011,5,2,80,0,0,0,0,99,24000,2,40,99,12000,0,elogo79500206,20
236,500206,道标部件Ⅵ+4,6,4,4,79500206,9,80000011,7,2,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500206,20
237,500206,道标部件Ⅵ+5,6,5,5,79500206,12,80000011,9,2,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500206,20
238,500206,道标部件Ⅵ+6,6,6,6,79500206,15,80000011,12,2,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500206,20
239,500206,道标部件Ⅵ+7,6,7,7,79500206,20,80000011,15,2,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500206,20
240,500206,道标部件Ⅵ+8,6,8,8,79500206,26,80000011,19,2,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500206,20
241,500206,道标部件Ⅵ+9,6,9,9,79500206,34,80000011,25,2,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500206,20
242,500206,道标部件Ⅵ+10,6,10,10,79500206,44,80000011,33,2,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500206,20
243,500206,道标部件Ⅵ+11,6,11,11,79500206,57,80000011,43,2,468,0,0,0,0,99,140400,2,280,99,84000,0,elogo79500206,20
244,500206,道标部件Ⅵ+12,6,12,12,79500206,74,80000011,56,2,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500206,20
245,500206,道标部件Ⅵ+13,6,13,13,79500206,96,80000011,72,2,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500206,20
246,500206,道标部件Ⅵ+14,6,14,14,79500206,125,80000011,94,2,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500206,20
247,500206,道标部件Ⅵ+15,6,15,15,79500206,163,80000011,122,2,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500206,20
248,500206,道标部件Ⅵ+16,6,16,16,79500206,212,80000011,159,2,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500206,20
249,500206,道标部件Ⅵ+17,6,17,17,79500206,275,80000011,206,2,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500206,20
250,500206,道标部件Ⅵ+18,6,18,18,79500206,357,80000011,268,2,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500206,20
251,500206,道标部件Ⅵ+19,6,19,19,79500206,465,80000011,349,2,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500206,20
252,500206,道标部件Ⅵ+20,6,20,20,0,0,0,0,2,10000,0,0,0,0,99,3000000,2,6000,99,1800000,1,elogo79500206,20
253,500301,戒指部件Ⅰ,6,0,0,79500301,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500301,20
254,500301,戒指部件Ⅰ+1,6,1,1,79500301,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500301,20
255,500301,戒指部件Ⅰ+2,6,2,2,79500301,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500301,20
256,500301,戒指部件Ⅰ+3,6,3,3,79500301,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500301,20
257,500301,戒指部件Ⅰ+4,6,4,4,79500301,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500301,20
258,500301,戒指部件Ⅰ+5,6,5,5,79500301,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500301,20
259,500301,戒指部件Ⅰ+6,6,6,6,79500301,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500301,20
260,500301,戒指部件Ⅰ+7,6,7,7,79500301,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500301,20
261,500301,戒指部件Ⅰ+8,6,8,8,79500301,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500301,20
262,500301,戒指部件Ⅰ+9,6,9,9,79500301,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500301,20
263,500301,戒指部件Ⅰ+10,6,10,10,79500301,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500301,20
264,500301,戒指部件Ⅰ+11,6,11,11,79500301,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500301,20
265,500301,戒指部件Ⅰ+12,6,12,12,79500301,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500301,20
266,500301,戒指部件Ⅰ+13,6,13,13,79500301,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500301,20
267,500301,戒指部件Ⅰ+14,6,14,14,79500301,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500301,20
268,500301,戒指部件Ⅰ+15,6,15,15,79500301,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500301,20
269,500301,戒指部件Ⅰ+16,6,16,16,79500301,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500301,20
270,500301,戒指部件Ⅰ+17,6,17,17,79500301,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500301,20
271,500301,戒指部件Ⅰ+18,6,18,18,79500301,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500301,20
272,500301,戒指部件Ⅰ+19,6,19,19,79500301,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500301,20
273,500301,戒指部件Ⅰ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500301,20
274,500302,戒指部件Ⅱ,6,0,0,79500302,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500302,20
275,500302,戒指部件Ⅱ+1,6,1,1,79500302,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500302,20
276,500302,戒指部件Ⅱ+2,6,2,2,79500302,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500302,20
277,500302,戒指部件Ⅱ+3,6,3,3,79500302,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500302,20
278,500302,戒指部件Ⅱ+4,6,4,4,79500302,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500302,20
279,500302,戒指部件Ⅱ+5,6,5,5,79500302,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500302,20
280,500302,戒指部件Ⅱ+6,6,6,6,79500302,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500302,20
281,500302,戒指部件Ⅱ+7,6,7,7,79500302,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500302,20
282,500302,戒指部件Ⅱ+8,6,8,8,79500302,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500302,20
283,500302,戒指部件Ⅱ+9,6,9,9,79500302,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500302,20
284,500302,戒指部件Ⅱ+10,6,10,10,79500302,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500302,20
285,500302,戒指部件Ⅱ+11,6,11,11,79500302,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500302,20
286,500302,戒指部件Ⅱ+12,6,12,12,79500302,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500302,20
287,500302,戒指部件Ⅱ+13,6,13,13,79500302,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500302,20
288,500302,戒指部件Ⅱ+14,6,14,14,79500302,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500302,20
289,500302,戒指部件Ⅱ+15,6,15,15,79500302,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500302,20
290,500302,戒指部件Ⅱ+16,6,16,16,79500302,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500302,20
291,500302,戒指部件Ⅱ+17,6,17,17,79500302,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500302,20
292,500302,戒指部件Ⅱ+18,6,18,18,79500302,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500302,20
293,500302,戒指部件Ⅱ+19,6,19,19,79500302,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500302,20
294,500302,戒指部件Ⅱ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500302,20
295,500303,戒指部件Ⅲ,6,0,0,79500303,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500303,20
296,500303,戒指部件Ⅲ+1,6,1,1,79500303,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500303,20
297,500303,戒指部件Ⅲ+2,6,2,2,79500303,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500303,20
298,500303,戒指部件Ⅲ+3,6,3,3,79500303,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500303,20
299,500303,戒指部件Ⅲ+4,6,4,4,79500303,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500303,20
300,500303,戒指部件Ⅲ+5,6,5,5,79500303,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500303,20
301,500303,戒指部件Ⅲ+6,6,6,6,79500303,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500303,20
302,500303,戒指部件Ⅲ+7,6,7,7,79500303,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500303,20
303,500303,戒指部件Ⅲ+8,6,8,8,79500303,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500303,20
304,500303,戒指部件Ⅲ+9,6,9,9,79500303,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500303,20
305,500303,戒指部件Ⅲ+10,6,10,10,79500303,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500303,20
306,500303,戒指部件Ⅲ+11,6,11,11,79500303,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500303,20
307,500303,戒指部件Ⅲ+12,6,12,12,79500303,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500303,20
308,500303,戒指部件Ⅲ+13,6,13,13,79500303,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500303,20
309,500303,戒指部件Ⅲ+14,6,14,14,79500303,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500303,20
310,500303,戒指部件Ⅲ+15,6,15,15,79500303,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500303,20
311,500303,戒指部件Ⅲ+16,6,16,16,79500303,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500303,20
312,500303,戒指部件Ⅲ+17,6,17,17,79500303,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500303,20
313,500303,戒指部件Ⅲ+18,6,18,18,79500303,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500303,20
314,500303,戒指部件Ⅲ+19,6,19,19,79500303,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500303,20
315,500303,戒指部件Ⅲ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500303,20
316,500304,戒指部件Ⅳ,6,0,0,79500304,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500304,20
317,500304,戒指部件Ⅳ+1,6,1,1,79500304,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500304,20
318,500304,戒指部件Ⅳ+2,6,2,2,79500304,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500304,20
319,500304,戒指部件Ⅳ+3,6,3,3,79500304,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500304,20
320,500304,戒指部件Ⅳ+4,6,4,4,79500304,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500304,20
321,500304,戒指部件Ⅳ+5,6,5,5,79500304,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500304,20
322,500304,戒指部件Ⅳ+6,6,6,6,79500304,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500304,20
323,500304,戒指部件Ⅳ+7,6,7,7,79500304,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500304,20
324,500304,戒指部件Ⅳ+8,6,8,8,79500304,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500304,20
325,500304,戒指部件Ⅳ+9,6,9,9,79500304,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500304,20
326,500304,戒指部件Ⅳ+10,6,10,10,79500304,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500304,20
327,500304,戒指部件Ⅳ+11,6,11,11,79500304,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500304,20
328,500304,戒指部件Ⅳ+12,6,12,12,79500304,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500304,20
329,500304,戒指部件Ⅳ+13,6,13,13,79500304,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500304,20
330,500304,戒指部件Ⅳ+14,6,14,14,79500304,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500304,20
331,500304,戒指部件Ⅳ+15,6,15,15,79500304,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500304,20
332,500304,戒指部件Ⅳ+16,6,16,16,79500304,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500304,20
333,500304,戒指部件Ⅳ+17,6,17,17,79500304,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500304,20
334,500304,戒指部件Ⅳ+18,6,18,18,79500304,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500304,20
335,500304,戒指部件Ⅳ+19,6,19,19,79500304,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500304,20
336,500304,戒指部件Ⅳ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500304,20
337,500305,戒指部件Ⅴ,6,0,0,79500305,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500305,20
338,500305,戒指部件Ⅴ+1,6,1,1,79500305,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500305,20
339,500305,戒指部件Ⅴ+2,6,2,2,79500305,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500305,20
340,500305,戒指部件Ⅴ+3,6,3,3,79500305,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500305,20
341,500305,戒指部件Ⅴ+4,6,4,4,79500305,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500305,20
342,500305,戒指部件Ⅴ+5,6,5,5,79500305,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500305,20
343,500305,戒指部件Ⅴ+6,6,6,6,79500305,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500305,20
344,500305,戒指部件Ⅴ+7,6,7,7,79500305,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500305,20
345,500305,戒指部件Ⅴ+8,6,8,8,79500305,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500305,20
346,500305,戒指部件Ⅴ+9,6,9,9,79500305,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500305,20
347,500305,戒指部件Ⅴ+10,6,10,10,79500305,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500305,20
348,500305,戒指部件Ⅴ+11,6,11,11,79500305,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500305,20
349,500305,戒指部件Ⅴ+12,6,12,12,79500305,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500305,20
350,500305,戒指部件Ⅴ+13,6,13,13,79500305,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500305,20
351,500305,戒指部件Ⅴ+14,6,14,14,79500305,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500305,20
352,500305,戒指部件Ⅴ+15,6,15,15,79500305,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500305,20
353,500305,戒指部件Ⅴ+16,6,16,16,79500305,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500305,20
354,500305,戒指部件Ⅴ+17,6,17,17,79500305,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500305,20
355,500305,戒指部件Ⅴ+18,6,18,18,79500305,357,80000011,268,3,5296,0,0,0,0,99,1588800,0,0,0,0,1,elogo79500305,20
356,500305,戒指部件Ⅴ+19,6,19,19,79500305,465,80000011,349,3,7292,0,0,0,0,99,2187600,0,0,0,0,1,elogo79500305,20
357,500305,戒指部件Ⅴ+20,6,20,20,0,0,0,0,3,10000,0,0,0,0,99,3000000,3,6000,99,1800000,1,elogo79500305,20
358,500306,戒指部件Ⅵ,6,0,0,79500306,1,0,0,3,0,0,0,0,0,99,0,0,0,0,0,0,elogo79500306,20
359,500306,戒指部件Ⅵ+1,6,1,1,79500306,4,80000011,3,3,40,0,0,0,0,99,12000,0,0,0,0,0,elogo79500306,20
360,500306,戒指部件Ⅵ+2,6,2,2,79500306,5,80000011,4,3,60,0,0,0,0,99,18000,0,0,0,0,0,elogo79500306,20
361,500306,戒指部件Ⅵ+3,6,3,3,79500306,7,80000011,5,3,80,0,0,0,0,99,24000,3,40,99,12000,0,elogo79500306,20
362,500306,戒指部件Ⅵ+4,6,4,4,79500306,9,80000011,7,3,100,0,0,0,0,99,30000,0,0,0,0,0,elogo79500306,20
363,500306,戒指部件Ⅵ+5,6,5,5,79500306,12,80000011,9,3,120,0,0,0,0,99,36000,0,0,0,0,0,elogo79500306,20
364,500306,戒指部件Ⅵ+6,6,6,6,79500306,15,80000011,12,3,140,0,0,0,0,99,42000,0,0,0,0,0,elogo79500306,20
365,500306,戒指部件Ⅵ+7,6,7,7,79500306,20,80000011,15,3,160,0,0,0,0,99,48000,0,0,0,0,0,elogo79500306,20
366,500306,戒指部件Ⅵ+8,6,8,8,79500306,26,80000011,19,3,200,0,0,0,0,99,60000,0,0,0,0,0,elogo79500306,20
367,500306,戒指部件Ⅵ+9,6,9,9,79500306,34,80000011,25,3,280,0,0,0,0,99,84000,0,0,0,0,0,elogo79500306,20
368,500306,戒指部件Ⅵ+10,6,10,10,79500306,44,80000011,33,3,360,0,0,0,0,99,108000,0,0,0,0,0,elogo79500306,20
369,500306,戒指部件Ⅵ+11,6,11,11,79500306,57,80000011,43,3,468,0,0,0,0,99,140400,3,280,99,84000,0,elogo79500306,20
370,500306,戒指部件Ⅵ+12,6,12,12,79500306,74,80000011,56,3,680,0,0,0,0,99,204000,0,0,0,0,0,elogo79500306,20
371,500306,戒指部件Ⅵ+13,6,13,13,79500306,96,80000011,72,3,976,0,0,0,0,99,292800,0,0,0,0,0,elogo79500306,20
372,500306,戒指部件Ⅵ+14,6,14,14,79500306,125,80000011,94,3,1388,0,0,0,0,99,416400,0,0,0,0,0,elogo79500306,20
373,500306,戒指部件Ⅵ+15,6,15,15,79500306,163,80000011,122,3,1960,0,0,0,0,99,588000,0,0,0,0,1,elogo79500306,20
374,500306,戒指部件Ⅵ+16,6,16,16,79500306,212,80000011,159,3,2748,0,0,0,0,99,824400,0,0,0,0,1,elogo79500306,20
375,500306,戒指部件Ⅵ+17,6,17,17,79500306,275,80000011,206,3,3824,0,0,0,0,99,1147200,0,0,0,0,1,elogo79500306,20
