id,group,order,name,chance,index,base_type1,base_value1,base_txt1,base_type2,base_value2,base_txt2,base_type3,base_value3,base_txt3,base_type4,base_value4,base_txt4,base_type5,base_value5,base_txt5,base_type6,base_value6,base_txt6
1000218,22001,20,敏捷,1,4,14,250,闪避概率增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000219,22001,21,技巧,1,3,15,175,格挡概率增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000220,22001,22,技巧,1,3,15,200,格挡概率增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000221,22001,23,技巧,1,4,15,225,格挡概率增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000222,22001,24,技巧,1,4,15,250,格挡概率增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000223,22001,25,韧性,1,3,23,175,物理减伤增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000224,22001,26,韧性,1,3,23,200,物理减伤增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000225,22001,27,韧性,1,4,23,225,物理减伤增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000226,22001,28,韧性,1,4,23,250,物理减伤增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000227,22001,29,抗性,1,3,24,175,魔法减伤增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000228,22001,30,抗性,1,3,24,200,魔法减伤增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000229,22001,31,抗性,1,4,24,225,魔法减伤增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000230,22001,32,抗性,1,4,24,250,魔法减伤增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000231,22001,33,心性,1,3,74,175,神术减伤增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000232,22001,34,心性,1,3,74,200,神术减伤增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000233,22001,35,心性,1,4,74,225,神术减伤增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000234,22001,36,心性,1,4,74,250,神术减伤增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000235,22001,37,庇护,1,3,25,175,受到的所有伤害减免1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000236,22001,38,庇护,1,3,25,200,受到的所有伤害减免2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000237,22001,39,庇护,1,4,25,225,受到的所有伤害减免2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000238,22001,40,庇护,1,4,25,250,受到的所有伤害减免2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000239,22001,41,神圣,1,3,69,175,抵抗控制效果的概率增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000240,22001,42,神圣,1,3,69,200,抵抗控制效果的概率增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000241,22001,43,神圣,1,4,69,225,抵抗控制效果的概率增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000242,22001,44,神圣,1,4,69,250,抵抗控制效果的概率增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000243,22101,1,力量,1,3,107,175,物理攻击增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000244,22101,2,力量,1,3,107,200,物理攻击增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000245,22101,3,力量,1,4,107,225,物理攻击增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000246,22101,4,力量,1,4,107,250,物理攻击增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000247,22101,5,力量,1,3,16,175,物理暴击增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000248,22101,6,力量,1,3,16,200,物理暴击增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000249,22101,7,力量,1,4,16,225,物理暴击增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000250,22101,8,力量,1,4,16,250,物理暴击增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000251,22101,9,力量,1,3,32,175,物理增伤增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000252,22101,10,力量,1,3,32,200,物理增伤增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000253,22101,11,力量,1,4,32,225,物理增伤增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000254,22101,12,力量,1,4,32,250,物理增伤增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000255,22101,13,审判,1,3,31,175,造成的所有伤害增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000256,22101,14,审判,1,3,31,200,造成的所有伤害增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000257,22101,15,审判,1,4,31,225,造成的所有伤害增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000258,22101,16,审判,1,4,31,250,造成的所有伤害增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000259,22101,17,精准,1,3,13,175,命中概率增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000260,22101,18,精准,1,3,13,200,命中概率增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000261,22101,19,精准,1,4,13,225,命中概率增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000262,22101,20,精准,1,4,13,250,命中概率增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000263,22201,1,魔力,1,3,109,175,魔法攻击增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000264,22201,2,魔力,1,3,109,200,魔法攻击增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000265,22201,3,魔力,1,4,109,225,魔法攻击增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000266,22201,4,魔力,1,4,109,250,魔法攻击增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000267,22201,5,魔力,1,3,17,175,魔法暴击增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000268,22201,6,魔力,1,3,17,200,魔法暴击增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000269,22201,7,魔力,1,4,17,225,魔法暴击增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000270,22201,8,魔力,1,4,17,250,魔法暴击增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000271,22201,9,魔力,1,3,33,175,魔法增伤增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000272,22201,10,魔力,1,3,33,200,魔法增伤增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000273,22201,11,魔力,1,4,33,225,魔法增伤增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000274,22201,12,魔力,1,4,33,250,魔法增伤增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000275,22201,13,审判,1,3,31,175,造成的所有伤害增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000276,22201,14,审判,1,3,31,200,造成的所有伤害增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000277,22201,15,审判,1,4,31,225,造成的所有伤害增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000278,22201,16,审判,1,4,31,250,造成的所有伤害增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000279,22201,17,精准,1,3,13,175,命中概率增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000280,22201,18,精准,1,3,13,200,命中概率增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000281,22201,19,精准,1,4,13,225,命中概率增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000282,22201,20,精准,1,4,13,250,命中概率增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000283,22301,1,精神,1,3,129,175,神术攻击增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000284,22301,2,精神,1,3,129,200,神术攻击增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000285,22301,3,精神,1,4,129,225,神术攻击增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000286,22301,4,精神,1,4,129,250,神术攻击增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000287,22301,5,精神,1,3,75,175,神术暴击增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000288,22301,6,精神,1,3,75,200,神术暴击增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000289,22301,7,精神,1,4,75,225,神术暴击增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000290,22301,8,精神,1,4,75,250,神术暴击增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000291,22301,9,精神,1,3,73,175,神术增伤增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000292,22301,10,精神,1,3,73,200,神术增伤增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000293,22301,11,精神,1,4,73,225,神术增伤增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000294,22301,12,精神,1,4,73,250,神术增伤增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000295,22301,13,审判,1,3,31,175,造成的所有伤害增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000296,22301,14,审判,1,3,31,200,造成的所有伤害增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000297,22301,15,审判,1,4,31,225,造成的所有伤害增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000298,22301,16,审判,1,4,31,250,造成的所有伤害增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
1000299,22301,17,精准,1,3,13,175,命中概率增加1.75%,99,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
1000300,22301,18,精准,1,3,13,200,命中概率增加2%,99,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000301,22301,19,精准,1,4,13,225,命中概率增加2.25%,99,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
1000302,22301,20,精准,1,4,13,250,命中概率增加2.5%,99,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
