id,lv,needlv,txt,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,skill,item1,num1,item2,num2,item3,num3,return_type1,return_value1,return_type2,return_value2
400501,2,40,领主达到40级,7,11200,0,0,0,0,99,1120000,0,42400504,6,42000001,8,0,0,42400504,4,42000001,4
400501,3,50,领主达到50级,7,24900,0,0,0,0,99,2490000,0,42400504,6,42000001,15,0,0,42400504,10,42000001,12
400501,4,60,领主达到60级,7,45400,0,0,0,0,99,4540000,0,42400504,6,42000001,25,0,0,42400504,16,42000001,27
400501,5,0,0,7,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42400504,22,42000001,52
400601,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42400604,1,42000001,1,0,0,0,0,0,0
400601,1,30,领主达到30级,29,5600,0,0,0,0,99,560000,0,42400604,3,42000001,3,0,0,42400604,1,42000001,1
400601,2,40,领主达到40级,29,11200,0,0,0,0,99,1120000,0,42400604,6,42000001,8,0,0,42400604,4,42000001,4
400601,3,50,领主达到50级,29,24900,0,0,0,0,99,2490000,0,42400604,6,42000001,15,0,0,42400604,10,42000001,12
400601,4,60,领主达到60级,29,45400,0,0,0,0,99,4540000,0,42400604,6,42000001,25,0,0,42400604,16,42000001,27
400601,5,0,0,29,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42400604,22,42000001,52
400701,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42400704,1,42000001,2,0,0,0,0,0,0
400701,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42400704,3,42000001,6,0,0,42400704,1,42000001,2
400701,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42400704,6,42000001,12,0,0,42400704,4,42000001,8
400701,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42400704,6,42000001,22,0,0,42400704,10,42000001,20
400701,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42400704,6,42000001,33,0,0,42400704,16,42000001,42
400701,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42400704,22,42000001,75
400801,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42400804,1,42000001,1,0,0,0,0,0,0
400801,1,30,领主达到30级,29,2500,0,0,0,0,99,250000,0,42400804,3,42000001,1,0,0,42400804,1,42000001,1
400801,2,40,领主达到40级,29,5000,0,0,0,0,99,500000,0,42400804,6,42000001,3,0,0,42400804,4,42000001,2
400801,3,50,领主达到50级,29,11100,0,0,0,0,99,1110000,0,42400804,6,42000001,6,0,0,42400804,10,42000001,5
400801,4,60,领主达到60级,29,20200,0,0,0,0,99,2020000,0,42400804,6,42000001,10,0,0,42400804,16,42000001,11
400801,5,0,0,29,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42400804,22,42000001,21
400901,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42400904,1,42000001,1,0,0,0,0,0,0
400901,1,30,领主达到30级,9,5000,0,0,0,0,99,250000,0,42400904,3,42000001,1,0,0,42400904,1,42000001,1
400901,2,40,领主达到40级,9,10000,0,0,0,0,99,500000,0,42400904,6,42000001,3,0,0,42400904,4,42000001,2
400901,3,50,领主达到50级,9,22200,0,0,0,0,99,1110000,0,42400904,6,42000001,6,0,0,42400904,10,42000001,5
400901,4,60,领主达到60级,9,40300,0,0,0,0,99,2015000,0,42400904,6,42000001,10,0,0,42400904,16,42000001,11
400901,5,0,0,9,64000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42400904,22,42000001,21
401001,0,20,领主达到20级,9,0,0,0,0,0,99,0,0,42401004,1,42000001,1,0,0,0,0,0,0
401001,1,30,领主达到30级,9,7500,0,0,0,0,99,375000,0,42401004,3,42000001,2,0,0,42401004,1,42000001,1
401001,2,40,领主达到40级,9,15000,0,0,0,0,99,750000,0,42401004,6,42000001,5,0,0,42401004,4,42000001,3
401001,3,50,领主达到50级,9,33200,0,0,0,0,99,1660000,0,42401004,6,42000001,10,0,0,42401004,10,42000001,8
401001,4,60,领主达到60级,9,60500,0,0,0,0,99,3025000,0,42401004,6,42000001,16,0,0,42401004,16,42000001,18
401001,5,0,0,9,96000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42401004,22,42000001,34
401101,0,20,领主达到20级,29,0,0,0,0,0,99,0,0,42401104,1,42000001,2,0,0,0,0,0,0
401101,1,30,领主达到30级,29,8400,0,0,0,0,99,840000,0,42401104,3,42000001,6,0,0,42401104,1,42000001,2
401101,2,40,领主达到40级,29,16900,0,0,0,0,99,1690000,0,42401104,6,42000001,12,0,0,42401104,4,42000001,8
401101,3,50,领主达到50级,29,37400,0,0,0,0,99,3740000,0,42401104,6,42000001,22,0,0,42401104,10,42000001,20
401101,4,60,领主达到60级,29,68100,0,0,0,0,99,6810000,0,42401104,6,42000001,33,0,0,42401104,16,42000001,42
401101,5,0,0,29,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42401104,22,42000001,75
600001,0,20,领主达到20级,6,0,0,0,0,0,99,0,0,42000001,1,0,0,0,0,0,0,0,0
600001,1,30,领主达到30级,6,20800,0,0,0,0,99,416000,0,42000001,3,0,0,0,0,42000001,1,0,0
600001,2,40,领主达到40级,6,41600,0,0,0,0,99,832000,0,42000001,9,0,0,0,0,42000001,4,0,0
600001,3,50,领主达到50级,6,92400,0,0,0,0,99,1848000,0,42000001,18,0,0,0,0,42000001,13,0,0
600001,4,60,领主达到60级,6,168100,0,0,0,0,99,3362000,0,42000001,28,0,0,0,0,42000001,31,0,0
600001,5,0,0,6,266700,0,0,0,0,99,5334000,0,0,0,0,0,0,0,42000001,59,0,0
600002,0,20,领主达到20级,6,0,0,0,0,0,99,0,0,42000001,2,0,0,0,0,0,0,0,0
600002,1,30,领主达到30级,6,25000,0,0,0,0,99,500000,0,42000001,5,0,0,0,0,42000001,2,0,0
600002,2,40,领主达到40级,6,50000,0,0,0,0,99,1000000,0,42000001,10,0,0,0,0,42000001,7,0,0
600002,3,50,领主达到50级,6,110800,0,0,0,0,99,2216000,0,42000001,20,0,0,0,0,42000001,17,0,0
600002,4,60,领主达到60级,6,201700,0,0,0,0,99,4034000,0,42000001,32,0,0,0,0,42000001,37,0,0
600002,5,0,0,6,320000,0,0,0,0,99,6400000,0,0,0,0,0,0,0,42000001,69,0,0
600003,0,20,领主达到20级,6,0,0,0,0,0,99,0,0,42000001,3,0,0,0,0,0,0,0,0
600003,1,30,领主达到30级,6,37500,0,0,0,0,99,750000,0,42000001,8,0,0,0,0,42000001,3,0,0
600003,2,40,领主达到40级,6,74900,0,0,0,0,99,1498000,0,42000001,16,0,0,0,0,42000001,11,0,0
600003,3,50,领主达到50级,6,166200,0,0,0,0,99,3324000,0,42000001,30,0,0,0,0,42000001,27,0,0
600003,4,60,领主达到60级,6,302600,0,0,0,0,99,6052000,0,42000001,50,0,0,0,0,42000001,57,0,0
600003,5,0,0,6,480000,0,0,0,0,99,9600000,0,0,0,0,0,0,0,42000001,107,0,0
600004,0,20,领主达到20级,6,0,0,0,0,0,99,0,0,42000001,5,0,0,0,0,0,0,0,0
600004,1,30,领主达到30级,6,56200,0,0,0,0,99,1124000,0,42000001,10,0,0,0,0,42000001,5,0,0
600004,2,40,领主达到40级,6,112400,0,0,0,0,99,2248000,0,42000001,25,0,0,0,0,42000001,15,0,0
600004,3,50,领主达到50级,6,249400,0,0,0,0,99,4988000,0,42000001,45,0,0,0,0,42000001,40,0,0
600004,4,60,领主达到60级,6,453900,0,0,0,0,99,9078000,0,42000001,75,0,0,0,0,42000001,85,0,0
600004,5,0,0,6,720000,0,0,0,0,99,14400000,0,0,0,0,0,0,0,42000001,160,0,0
600005,0,20,领主达到20级,6,0,0,0,0,0,99,0,0,42000001,8,0,0,0,0,0,0,0,0
600005,1,30,领主达到30级,6,84300,0,0,0,0,99,1686000,0,42000001,18,0,0,0,0,42000001,8,0,0
600005,2,40,领主达到40级,6,168600,0,0,0,0,99,3372000,0,42000001,38,0,0,0,0,42000001,26,0,0
600005,3,50,领主达到50级,6,374000,0,0,0,0,99,7480000,0,42000001,68,0,0,0,0,42000001,64,0,0
600005,4,60,领主达到60级,6,680800,0,0,0,0,99,13616000,0,42000001,100,0,0,0,0,42000001,132,0,0
600005,5,0,0,6,1080000,0,0,0,0,99,21600000,0,0,0,0,0,0,0,42000001,232,0,0
800001,0,20,领主达到20级,8,0,0,0,0,0,99,0,0,42000001,1,0,0,0,0,0,0,0,0
800001,1,30,领主达到30级,8,2100,0,0,0,0,99,210000,0,42000001,3,0,0,0,0,42000001,1,0,0
800001,2,40,领主达到40级,8,4200,0,0,0,0,99,420000,0,42000001,9,0,0,0,0,42000001,4,0,0
800001,3,50,领主达到50级,8,9200,0,0,0,0,99,920000,0,42000001,18,0,0,0,0,42000001,13,0,0
800001,4,60,领主达到60级,8,16800,0,0,0,0,99,1680000,0,42000001,28,0,0,0,0,42000001,31,0,0
800001,5,0,0,8,26700,0,0,0,0,99,2670000,0,0,0,0,0,0,0,42000001,59,0,0
800002,0,20,领主达到20级,8,0,0,0,0,0,99,0,0,42000001,2,0,0,0,0,0,0,0,0
800002,1,30,领主达到30级,8,2500,0,0,0,0,99,250000,0,42000001,5,0,0,0,0,42000001,2,0,0
800002,2,40,领主达到40级,8,5000,0,0,0,0,99,500000,0,42000001,10,0,0,0,0,42000001,7,0,0
800002,3,50,领主达到50级,8,11100,0,0,0,0,99,1110000,0,42000001,20,0,0,0,0,42000001,17,0,0
800002,4,60,领主达到60级,8,20200,0,0,0,0,99,2020000,0,42000001,32,0,0,0,0,42000001,37,0,0
800002,5,0,0,8,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42000001,69,0,0
800003,0,20,领主达到20级,8,0,0,0,0,0,99,0,0,42000001,3,0,0,0,0,0,0,0,0
800003,1,30,领主达到30级,8,3700,0,0,0,0,99,370000,0,42000001,8,0,0,0,0,42000001,3,0,0
800003,2,40,领主达到40级,8,7500,0,0,0,0,99,750000,0,42000001,16,0,0,0,0,42000001,11,0,0
800003,3,50,领主达到50级,8,16600,0,0,0,0,99,1660000,0,42000001,30,0,0,0,0,42000001,27,0,0
800003,4,60,领主达到60级,8,30300,0,0,0,0,99,3030000,0,42000001,50,0,0,0,0,42000001,57,0,0
800003,5,0,0,8,48000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42000001,107,0,0
800004,0,20,领主达到20级,8,0,0,0,0,0,99,0,0,42000001,5,0,0,0,0,0,0,0,0
800004,1,30,领主达到30级,8,5600,0,0,0,0,99,560000,0,42000001,10,0,0,0,0,42000001,5,0,0
800004,2,40,领主达到40级,8,11200,0,0,0,0,99,1120000,0,42000001,25,0,0,0,0,42000001,15,0,0
800004,3,50,领主达到50级,8,24900,0,0,0,0,99,2490000,0,42000001,45,0,0,0,0,42000001,40,0,0
800004,4,60,领主达到60级,8,45400,0,0,0,0,99,4540000,0,42000001,75,0,0,0,0,42000001,85,0,0
800004,5,0,0,8,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42000001,160,0,0
800005,0,20,领主达到20级,8,0,0,0,0,0,99,0,0,42000001,8,0,0,0,0,0,0,0,0
800005,1,30,领主达到30级,8,8400,0,0,0,0,99,840000,0,42000001,18,0,0,0,0,42000001,8,0,0
800005,2,40,领主达到40级,8,16900,0,0,0,0,99,1690000,0,42000001,38,0,0,0,0,42000001,26,0,0
800005,3,50,领主达到50级,8,37400,0,0,0,0,99,3740000,0,42000001,68,0,0,0,0,42000001,64,0,0
800005,4,60,领主达到60级,8,68100,0,0,0,0,99,6810000,0,42000001,100,0,0,0,0,42000001,132,0,0
800005,5,0,0,8,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42000001,232,0,0
1000001,0,20,领主达到20级,10,0,0,0,0,0,99,0,0,42000001,1,0,0,0,0,0,0,0,0
1000001,1,30,领主达到30级,10,4200,0,0,0,0,99,210000,0,42000001,3,0,0,0,0,42000001,1,0,0
1000001,2,40,领主达到40级,10,8300,0,0,0,0,99,415000,0,42000001,9,0,0,0,0,42000001,4,0,0
1000001,3,50,领主达到50级,10,18500,0,0,0,0,99,925000,0,42000001,18,0,0,0,0,42000001,13,0,0
1000001,4,60,领主达到60级,10,33600,0,0,0,0,99,1680000,0,42000001,28,0,0,0,0,42000001,31,0,0
1000001,5,0,0,10,53300,0,0,0,0,99,2665000,0,0,0,0,0,0,0,42000001,59,0,0
1000002,0,20,领主达到20级,10,0,0,0,0,0,99,0,0,42000001,2,0,0,0,0,0,0,0,0
1000002,1,30,领主达到30级,10,5000,0,0,0,0,99,250000,0,42000001,5,0,0,0,0,42000001,2,0,0
1000002,2,40,领主达到40级,10,10000,0,0,0,0,99,500000,0,42000001,10,0,0,0,0,42000001,7,0,0
1000002,3,50,领主达到50级,10,22200,0,0,0,0,99,1110000,0,42000001,20,0,0,0,0,42000001,17,0,0
1000002,4,60,领主达到60级,10,40300,0,0,0,0,99,2015000,0,42000001,32,0,0,0,0,42000001,37,0,0
1000002,5,0,0,10,64000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42000001,69,0,0
1000003,0,20,领主达到20级,10,0,0,0,0,0,99,0,0,42000001,3,0,0,0,0,0,0,0,0
1000003,1,30,领主达到30级,10,7500,0,0,0,0,99,375000,0,42000001,8,0,0,0,0,42000001,3,0,0
1000003,2,40,领主达到40级,10,15000,0,0,0,0,99,750000,0,42000001,16,0,0,0,0,42000001,11,0,0
1000003,3,50,领主达到50级,10,33200,0,0,0,0,99,1660000,0,42000001,30,0,0,0,0,42000001,27,0,0
1000003,4,60,领主达到60级,10,60500,0,0,0,0,99,3025000,0,42000001,50,0,0,0,0,42000001,57,0,0
1000003,5,0,0,10,96000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42000001,107,0,0
1000004,0,20,领主达到20级,10,0,0,0,0,0,99,0,0,42000001,5,0,0,0,0,0,0,0,0
1000004,1,30,领主达到30级,10,11200,0,0,0,0,99,560000,0,42000001,10,0,0,0,0,42000001,5,0,0
1000004,2,40,领主达到40级,10,22500,0,0,0,0,99,1125000,0,42000001,25,0,0,0,0,42000001,15,0,0
1000004,3,50,领主达到50级,10,49900,0,0,0,0,99,2495000,0,42000001,45,0,0,0,0,42000001,40,0,0
1000004,4,60,领主达到60级,10,90800,0,0,0,0,99,4540000,0,42000001,75,0,0,0,0,42000001,85,0,0
1000004,5,0,0,10,144000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42000001,160,0,0
1000005,0,20,领主达到20级,10,0,0,0,0,0,99,0,0,42000001,8,0,0,0,0,0,0,0,0
1000005,1,30,领主达到30级,10,16900,0,0,0,0,99,845000,0,42000001,18,0,0,0,0,42000001,8,0,0
1000005,2,40,领主达到40级,10,33700,0,0,0,0,99,1685000,0,42000001,38,0,0,0,0,42000001,26,0,0
1000005,3,50,领主达到50级,10,74800,0,0,0,0,99,3740000,0,42000001,68,0,0,0,0,42000001,64,0,0
1000005,4,60,领主达到60级,10,136200,0,0,0,0,99,6810000,0,42000001,100,0,0,0,0,42000001,132,0,0
1000005,5,0,0,10,216000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42000001,232,0,0
3000001,0,20,领主达到20级,30,0,0,0,0,0,99,0,0,42000001,1,0,0,0,0,0,0,0,0
3000001,1,30,领主达到30级,30,2100,0,0,0,0,99,210000,0,42000001,3,0,0,0,0,42000001,1,0,0
3000001,2,40,领主达到40级,30,4200,0,0,0,0,99,420000,0,42000001,9,0,0,0,0,42000001,4,0,0
3000001,3,50,领主达到50级,30,9200,0,0,0,0,99,920000,0,42000001,18,0,0,0,0,42000001,13,0,0
3000001,4,60,领主达到60级,30,16800,0,0,0,0,99,1680000,0,42000001,28,0,0,0,0,42000001,31,0,0
3000001,5,0,0,30,26700,0,0,0,0,99,2670000,0,0,0,0,0,0,0,42000001,59,0,0
3000002,0,20,领主达到20级,30,0,0,0,0,0,99,0,0,42000001,2,0,0,0,0,0,0,0,0
3000002,1,30,领主达到30级,30,2500,0,0,0,0,99,250000,0,42000001,5,0,0,0,0,42000001,2,0,0
3000002,2,40,领主达到40级,30,5000,0,0,0,0,99,500000,0,42000001,10,0,0,0,0,42000001,7,0,0
3000002,3,50,领主达到50级,30,11100,0,0,0,0,99,1110000,0,42000001,20,0,0,0,0,42000001,17,0,0
3000002,4,60,领主达到60级,30,20200,0,0,0,0,99,2020000,0,42000001,32,0,0,0,0,42000001,37,0,0
3000002,5,0,0,30,32000,0,0,0,0,99,3200000,0,0,0,0,0,0,0,42000001,69,0,0
3000003,0,20,领主达到20级,30,0,0,0,0,0,99,0,0,42000001,3,0,0,0,0,0,0,0,0
3000003,1,30,领主达到30级,30,3700,0,0,0,0,99,370000,0,42000001,8,0,0,0,0,42000001,3,0,0
3000003,2,40,领主达到40级,30,7500,0,0,0,0,99,750000,0,42000001,16,0,0,0,0,42000001,11,0,0
3000003,3,50,领主达到50级,30,16600,0,0,0,0,99,1660000,0,42000001,30,0,0,0,0,42000001,27,0,0
3000003,4,60,领主达到60级,30,30300,0,0,0,0,99,3030000,0,42000001,50,0,0,0,0,42000001,57,0,0
3000003,5,0,0,30,48000,0,0,0,0,99,4800000,0,0,0,0,0,0,0,42000001,107,0,0
3000004,0,20,领主达到20级,30,0,0,0,0,0,99,0,0,42000001,5,0,0,0,0,0,0,0,0
3000004,1,30,领主达到30级,30,5600,0,0,0,0,99,560000,0,42000001,10,0,0,0,0,42000001,5,0,0
3000004,2,40,领主达到40级,30,11200,0,0,0,0,99,1120000,0,42000001,25,0,0,0,0,42000001,15,0,0
3000004,3,50,领主达到50级,30,24900,0,0,0,0,99,2490000,0,42000001,45,0,0,0,0,42000001,40,0,0
3000004,4,60,领主达到60级,30,45400,0,0,0,0,99,4540000,0,42000001,75,0,0,0,0,42000001,85,0,0
3000004,5,0,0,30,72000,0,0,0,0,99,7200000,0,0,0,0,0,0,0,42000001,160,0,0
3000005,0,20,领主达到20级,30,0,0,0,0,0,99,0,0,42000001,8,0,0,0,0,0,0,0,0
3000005,1,30,领主达到30级,30,8400,0,0,0,0,99,840000,0,42000001,18,0,0,0,0,42000001,8,0,0
3000005,2,40,领主达到40级,30,16900,0,0,0,0,99,1690000,0,42000001,38,0,0,0,0,42000001,26,0,0
3000005,3,50,领主达到50级,30,37400,0,0,0,0,99,3740000,0,42000001,68,0,0,0,0,42000001,64,0,0
3000005,4,60,领主达到60级,30,68100,0,0,0,0,99,6810000,0,42000001,100,0,0,0,0,42000001,132,0,0
3000005,5,0,0,30,108000,0,0,0,0,99,10800000,0,0,0,0,0,0,0,42000001,232,0,0
