order,id,lv,star,base_value1,base_value2,base_value3,base_value4,base_value5,strengthenneed,strengthennum,replace,skillid,back_item1,back_num1,back_item2,back_num2,back_item3,back_num3
453,102004,3,4,261,174,116,0,180000,40000003,30,0,92200401,40000003,90,40000004,0,40000008,0
454,102004,4,4,348,232,154,0,240000,40000003,30,0,92200401,40000003,120,40000004,0,40000008,0
455,102004,5,5,435,290,193,0,300000,40000003,45,0,92200401,40000003,165,40000004,0,40000008,0
456,102004,6,5,522,348,232,0,360000,40000003,60,0,92200401,40000003,225,40000004,0,40000008,0
457,102004,7,5,609,406,270,0,420000,40000003,60,0,92200401,40000003,285,40000004,0,40000008,0
458,102004,8,5,696,464,309,0,480000,40000003,75,0,92200401,40000003,360,40000004,0,40000008,0
459,102004,9,5,783,522,348,0,540000,40000003,90,0,92200401,40000003,450,40000004,0,40000008,0
460,102004,10,6,870,580,387,0,600000,40000003,150,0,92200402,40000003,600,40000004,0,40000008,0
461,102004,11,6,958,638,425,0,660000,40000004,30,0,92200402,40000003,600,40000004,30,40000008,0
462,102004,12,6,1045,696,464,0,720000,40000004,30,0,92200402,40000003,600,40000004,60,40000008,0
463,102004,13,6,1132,754,503,0,780000,40000004,45,0,92200402,40000003,600,40000004,105,40000008,0
464,102004,14,6,1219,812,541,0,840000,40000004,45,0,92200402,40000003,600,40000004,150,40000008,0
465,102004,15,7,1306,870,580,-250,900000,40000004,60,0,92200402,40000003,600,40000004,210,40000008,0
466,102004,16,7,1393,929,619,-250,960000,40000004,75,0,92200402,40000003,600,40000004,285,40000008,0
467,102004,17,7,1480,987,658,-250,1020000,40000004,75,0,92200402,40000003,600,40000004,360,40000008,0
468,102004,18,7,1567,1045,696,-250,1080000,40000004,90,0,92200402,40000003,600,40000004,450,40000008,0
469,102004,19,7,1654,1103,735,-250,1140000,40000004,120,0,92200402,40000003,600,40000004,570,40000008,0
470,102004,20,8,1741,1161,774,-250,1200000,40000004,150,0,92200403,40000003,600,40000004,720,40000008,0
471,102004,21,8,1829,1219,812,-250,1260000,40000008,30,30020008,92200403,40000003,600,40000004,720,40000008,30
472,102004,22,8,1916,1277,851,-250,1320000,40000008,60,30020008,92200403,40000003,600,40000004,720,40000008,90
473,102004,23,8,2003,1335,890,-250,1380000,40000008,60,30020008,92200403,40000003,600,40000004,720,40000008,150
474,102004,24,8,2090,1393,929,-250,1440000,40000008,60,30020008,92200403,40000003,600,40000004,720,40000008,210
475,102004,25,9,2177,1451,967,-750,1500000,40000008,90,30020008,92200403,40000003,600,40000004,720,40000008,300
476,102004,26,9,2264,1509,1006,-750,1560000,40000008,90,30020008,92200403,40000003,600,40000004,720,40000008,390
477,102004,27,9,2351,1567,1045,-750,1620000,40000008,120,30020008,92200403,40000003,600,40000004,720,40000008,510
478,102004,28,9,2438,1625,1083,-750,1680000,40000008,120,30020008,92200403,40000003,600,40000004,720,40000008,630
479,102004,29,9,2525,1683,1122,-750,1740000,40000008,120,30020008,92200403,40000003,600,40000004,720,40000008,750
480,102004,30,9,2612,1741,1161,-750,1800000,40000008,150,30020008,92200404,40000003,600,40000004,720,40000008,900
481,102005,1,4,106,0,106,0,60000,40000003,30,0,92200501,40000003,30,40000004,0,40000008,0
482,102005,2,4,212,0,212,0,120000,40000003,30,0,92200501,40000003,60,40000004,0,40000008,0
483,102005,3,4,319,0,319,0,180000,40000003,30,0,92200501,40000003,90,40000004,0,40000008,0
484,102005,4,4,425,0,425,0,240000,40000003,30,0,92200501,40000003,120,40000004,0,40000008,0
485,102005,5,5,532,0,532,0,300000,40000003,45,0,92200501,40000003,165,40000004,0,40000008,0
486,102005,6,5,638,0,638,0,360000,40000003,60,0,92200501,40000003,225,40000004,0,40000008,0
487,102005,7,5,745,0,745,0,420000,40000003,60,0,92200501,40000003,285,40000004,0,40000008,0
488,102005,8,5,851,0,851,0,480000,40000003,75,0,92200501,40000003,360,40000004,0,40000008,0
489,102005,9,5,958,0,958,0,540000,40000003,90,0,92200501,40000003,450,40000004,0,40000008,0
490,102005,10,6,1064,0,1064,0,600000,40000003,150,0,92200502,40000003,600,40000004,0,40000008,0
491,102005,11,6,1170,0,1170,0,660000,40000004,30,0,92200502,40000003,600,40000004,30,40000008,0
492,102005,12,6,1277,0,1277,0,720000,40000004,30,0,92200502,40000003,600,40000004,60,40000008,0
493,102005,13,6,1383,0,1383,0,780000,40000004,45,0,92200502,40000003,600,40000004,105,40000008,0
494,102005,14,6,1490,0,1490,0,840000,40000004,45,0,92200502,40000003,600,40000004,150,40000008,0
495,102005,15,7,1596,20,1596,300,900000,40000004,60,0,92200502,40000003,600,40000004,210,40000008,0
496,102005,16,7,1703,20,1703,300,960000,40000004,75,0,92200502,40000003,600,40000004,285,40000008,0
497,102005,17,7,1809,20,1809,300,1020000,40000004,75,0,92200502,40000003,600,40000004,360,40000008,0
498,102005,18,7,1916,20,1916,300,1080000,40000004,90,0,92200502,40000003,600,40000004,450,40000008,0
499,102005,19,7,2022,20,2022,300,1140000,40000004,120,0,92200502,40000003,600,40000004,570,40000008,0
500,102005,20,8,2129,20,2129,300,1200000,40000004,150,0,92200503,40000003,600,40000004,720,40000008,0
501,102005,21,8,2235,20,2235,300,1260000,40000008,30,30020008,92200503,40000003,600,40000004,720,40000008,30
502,102005,22,8,2341,20,2341,300,1320000,40000008,60,30020008,92200503,40000003,600,40000004,720,40000008,90
503,102005,23,8,2448,20,2448,300,1380000,40000008,60,30020008,92200503,40000003,600,40000004,720,40000008,150
504,102005,24,8,2554,20,2554,300,1440000,40000008,60,30020008,92200503,40000003,600,40000004,720,40000008,210
505,102005,25,9,2661,50,2661,800,1500000,40000008,90,30020008,92200503,40000003,600,40000004,720,40000008,300
506,102005,26,9,2767,50,2767,800,1560000,40000008,90,30020008,92200503,40000003,600,40000004,720,40000008,390
507,102005,27,9,2874,50,2874,800,1620000,40000008,120,30020008,92200503,40000003,600,40000004,720,40000008,510
508,102005,28,9,2980,50,2980,800,1680000,40000008,120,30020008,92200503,40000003,600,40000004,720,40000008,630
509,102005,29,9,3087,50,3087,800,1740000,40000008,120,30020008,92200503,40000003,600,40000004,720,40000008,750
510,102005,30,9,3193,50,3193,800,1800000,40000008,150,30020008,92200504,40000003,600,40000004,720,40000008,900
511,102006,1,4,48,67,67,0,60000,40000003,30,0,92200601,40000003,30,40000004,0,40000008,0
512,102006,2,4,96,135,135,0,120000,40000003,30,0,92200601,40000003,60,40000004,0,40000008,0
513,102006,3,4,145,203,203,0,180000,40000003,30,0,92200601,40000003,90,40000004,0,40000008,0
514,102006,4,4,193,270,270,0,240000,40000003,30,0,92200601,40000003,120,40000004,0,40000008,0
515,102006,5,5,241,338,338,0,300000,40000003,45,0,92200601,40000003,165,40000004,0,40000008,0
516,102006,6,5,290,406,406,0,360000,40000003,60,0,92200601,40000003,225,40000004,0,40000008,0
517,102006,7,5,338,474,474,0,420000,40000003,60,0,92200601,40000003,285,40000004,0,40000008,0
518,102006,8,5,387,541,541,0,480000,40000003,75,0,92200601,40000003,360,40000004,0,40000008,0
519,102006,9,5,435,609,609,0,540000,40000003,90,0,92200601,40000003,450,40000004,0,40000008,0
520,102006,10,6,483,677,677,0,600000,40000003,150,0,92200602,40000003,600,40000004,0,40000008,0
521,102006,11,6,532,745,745,0,660000,40000004,30,0,92200602,40000003,600,40000004,30,40000008,0
522,102006,12,6,580,812,812,0,720000,40000004,30,0,92200602,40000003,600,40000004,60,40000008,0
523,102006,13,6,629,880,880,0,780000,40000004,45,0,92200602,40000003,600,40000004,105,40000008,0
524,102006,14,6,677,948,948,0,840000,40000004,45,0,92200602,40000003,600,40000004,150,40000008,0
525,102006,15,7,725,1016,1016,200,900000,40000004,60,0,92200602,40000003,600,40000004,210,40000008,0
526,102006,16,7,774,1083,1083,200,960000,40000004,75,0,92200602,40000003,600,40000004,285,40000008,0
527,102006,17,7,822,1151,1151,200,1020000,40000004,75,0,92200602,40000003,600,40000004,360,40000008,0
528,102006,18,7,870,1219,1219,200,1080000,40000004,90,0,92200602,40000003,600,40000004,450,40000008,0
529,102006,19,7,919,1287,1287,200,1140000,40000004,120,0,92200602,40000003,600,40000004,570,40000008,0
530,102006,20,8,967,1354,1354,200,1200000,40000004,150,0,92200603,40000003,600,40000004,720,40000008,0
531,102006,21,8,1016,1422,1422,200,1260000,40000008,30,30020008,92200603,40000003,600,40000004,720,40000008,30
532,102006,22,8,1064,1490,1490,200,1320000,40000008,60,30020008,92200603,40000003,600,40000004,720,40000008,90
533,102006,23,8,1112,1558,1558,200,1380000,40000008,60,30020008,92200603,40000003,600,40000004,720,40000008,150
534,102006,24,8,1161,1625,1625,200,1440000,40000008,60,30020008,92200603,40000003,600,40000004,720,40000008,210
535,102006,25,9,1209,1693,1693,600,1500000,40000008,90,30020008,92200603,40000003,600,40000004,720,40000008,300
536,102006,26,9,1258,1761,1761,600,1560000,40000008,90,30020008,92200603,40000003,600,40000004,720,40000008,390
537,102006,27,9,1306,1829,1829,600,1620000,40000008,120,30020008,92200603,40000003,600,40000004,720,40000008,510
538,102006,28,9,1354,1896,1896,600,1680000,40000008,120,30020008,92200603,40000003,600,40000004,720,40000008,630
539,102006,29,9,1403,1964,1964,600,1740000,40000008,120,30020008,92200603,40000003,600,40000004,720,40000008,750
540,102006,30,9,1451,2032,2032,600,1800000,40000008,150,30020008,92200604,40000003,600,40000004,720,40000008,900
541,102007,1,4,67,0,48,0,60000,40000003,30,0,92200701,40000003,30,40000004,0,40000008,0
542,102007,2,4,135,0,96,0,120000,40000003,30,0,92200701,40000003,60,40000004,0,40000008,0
543,102007,3,4,203,0,145,0,180000,40000003,30,0,92200701,40000003,90,40000004,0,40000008,0
544,102007,4,4,270,0,193,0,240000,40000003,30,0,92200701,40000003,120,40000004,0,40000008,0
545,102007,5,5,338,0,241,0,300000,40000003,45,0,92200701,40000003,165,40000004,0,40000008,0
546,102007,6,5,406,0,290,0,360000,40000003,60,0,92200701,40000003,225,40000004,0,40000008,0
547,102007,7,5,474,0,338,0,420000,40000003,60,0,92200701,40000003,285,40000004,0,40000008,0
548,102007,8,5,541,0,387,0,480000,40000003,75,0,92200701,40000003,360,40000004,0,40000008,0
549,102007,9,5,609,0,435,0,540000,40000003,90,0,92200701,40000003,450,40000004,0,40000008,0
550,102007,10,6,677,0,483,0,600000,40000003,150,0,92200702,40000003,600,40000004,0,40000008,0
551,102007,11,6,745,0,532,0,660000,40000004,30,0,92200702,40000003,600,40000004,30,40000008,0
552,102007,12,6,812,0,580,0,720000,40000004,30,0,92200702,40000003,600,40000004,60,40000008,0
553,102007,13,6,880,0,629,0,780000,40000004,45,0,92200702,40000003,600,40000004,105,40000008,0
554,102007,14,6,948,0,677,0,840000,40000004,45,0,92200702,40000003,600,40000004,150,40000008,0
555,102007,15,7,1016,10,725,200,900000,40000004,60,0,92200702,40000003,600,40000004,210,40000008,0
556,102007,16,7,1083,10,774,200,960000,40000004,75,0,92200702,40000003,600,40000004,285,40000008,0
557,102007,17,7,1151,10,822,200,1020000,40000004,75,0,92200702,40000003,600,40000004,360,40000008,0
558,102007,18,7,1219,10,870,200,1080000,40000004,90,0,92200702,40000003,600,40000004,450,40000008,0
559,102007,19,7,1287,10,919,200,1140000,40000004,120,0,92200702,40000003,600,40000004,570,40000008,0
560,102007,20,8,1354,10,967,200,1200000,40000004,150,0,92200703,40000003,600,40000004,720,40000008,0
561,102007,21,8,1422,10,1016,200,1260000,40000008,30,30020008,92200703,40000003,600,40000004,720,40000008,30
562,102007,22,8,1490,10,1064,200,1320000,40000008,60,30020008,92200703,40000003,600,40000004,720,40000008,90
563,102007,23,8,1558,10,1112,200,1380000,40000008,60,30020008,92200703,40000003,600,40000004,720,40000008,150
564,102007,24,8,1625,10,1161,200,1440000,40000008,60,30020008,92200703,40000003,600,40000004,720,40000008,210
565,102007,25,9,1693,20,1209,600,1500000,40000008,90,30020008,92200703,40000003,600,40000004,720,40000008,300
566,102007,26,9,1761,20,1258,600,1560000,40000008,90,30020008,92200703,40000003,600,40000004,720,40000008,390
567,102007,27,9,1829,20,1306,600,1620000,40000008,120,30020008,92200703,40000003,600,40000004,720,40000008,510
568,102007,28,9,1896,20,1354,600,1680000,40000008,120,30020008,92200703,40000003,600,40000004,720,40000008,630
569,102007,29,9,1964,20,1403,600,1740000,40000008,120,30020008,92200703,40000003,600,40000004,720,40000008,750
570,102007,30,9,2032,20,1451,600,1800000,40000008,150,30020008,92200704,40000003,600,40000004,720,40000008,900
571,102008,1,4,67,48,67,0,60000,40000003,30,0,92200801,40000003,30,40000004,0,40000008,0
572,102008,2,4,135,96,135,0,120000,40000003,30,0,92200801,40000003,60,40000004,0,40000008,0
573,102008,3,4,203,145,203,0,180000,40000003,30,0,92200801,40000003,90,40000004,0,40000008,0
574,102008,4,4,270,193,270,0,240000,40000003,30,0,92200801,40000003,120,40000004,0,40000008,0
575,102008,5,5,338,241,338,0,300000,40000003,45,0,92200801,40000003,165,40000004,0,40000008,0
576,102008,6,5,406,290,406,0,360000,40000003,60,0,92200801,40000003,225,40000004,0,40000008,0
577,102008,7,5,474,338,474,0,420000,40000003,60,0,92200801,40000003,285,40000004,0,40000008,0
578,102008,8,5,541,387,541,0,480000,40000003,75,0,92200801,40000003,360,40000004,0,40000008,0
579,102008,9,5,609,435,609,0,540000,40000003,90,0,92200801,40000003,450,40000004,0,40000008,0
580,102008,10,6,677,483,677,0,600000,40000003,150,0,92200802,40000003,600,40000004,0,40000008,0
581,102008,11,6,745,532,745,0,660000,40000004,30,0,92200802,40000003,600,40000004,30,40000008,0
582,102008,12,6,812,580,812,0,720000,40000004,30,0,92200802,40000003,600,40000004,60,40000008,0
583,102008,13,6,880,629,880,0,780000,40000004,45,0,92200802,40000003,600,40000004,105,40000008,0
584,102008,14,6,948,677,948,0,840000,40000004,45,0,92200802,40000003,600,40000004,150,40000008,0
585,102008,15,7,1016,725,1016,200,900000,40000004,60,0,92200802,40000003,600,40000004,210,40000008,0
586,102008,16,7,1083,774,1083,200,960000,40000004,75,0,92200802,40000003,600,40000004,285,40000008,0
587,102008,17,7,1151,822,1151,200,1020000,40000004,75,0,92200802,40000003,600,40000004,360,40000008,0
588,102008,18,7,1219,870,1219,200,1080000,40000004,90,0,92200802,40000003,600,40000004,450,40000008,0
589,102008,19,7,1287,919,1287,200,1140000,40000004,120,0,92200802,40000003,600,40000004,570,40000008,0
590,102008,20,8,1354,967,1354,200,1200000,40000004,150,0,92200803,40000003,600,40000004,720,40000008,0
591,102008,21,8,1422,1016,1422,200,1260000,40000008,30,30020008,92200803,40000003,600,40000004,720,40000008,30
592,102008,22,8,1490,1064,1490,200,1320000,40000008,60,30020008,92200803,40000003,600,40000004,720,40000008,90
593,102008,23,8,1558,1112,1558,200,1380000,40000008,60,30020008,92200803,40000003,600,40000004,720,40000008,150
594,102008,24,8,1625,1161,1625,200,1440000,40000008,60,30020008,92200803,40000003,600,40000004,720,40000008,210
595,102008,25,9,1693,1209,1693,400,1500000,40000008,90,30020008,92200803,40000003,600,40000004,720,40000008,300
596,102008,26,9,1761,1258,1761,400,1560000,40000008,90,30020008,92200803,40000003,600,40000004,720,40000008,390
597,102008,27,9,1829,1306,1829,400,1620000,40000008,120,30020008,92200803,40000003,600,40000004,720,40000008,510
598,102008,28,9,1896,1354,1896,400,1680000,40000008,120,30020008,92200803,40000003,600,40000004,720,40000008,630
599,102008,29,9,1964,1403,1964,400,1740000,40000008,120,30020008,92200803,40000003,600,40000004,720,40000008,750
600,102008,30,9,2032,1451,2032,400,1800000,40000008,150,30020008,92200804,40000003,600,40000004,720,40000008,900
601,102009,1,4,67,0,48,0,60000,40000003,30,0,92200901,40000003,30,40000004,0,40000008,0
602,102009,2,4,135,0,96,0,120000,40000003,30,0,92200901,40000003,60,40000004,0,40000008,0
603,102009,3,4,203,0,145,0,180000,40000003,30,0,92200901,40000003,90,40000004,0,40000008,0
604,102009,4,4,270,0,193,0,240000,40000003,30,0,92200901,40000003,120,40000004,0,40000008,0
605,102009,5,5,338,0,241,0,300000,40000003,45,0,92200901,40000003,165,40000004,0,40000008,0
606,102009,6,5,406,0,290,0,360000,40000003,60,0,92200901,40000003,225,40000004,0,40000008,0
607,102009,7,5,474,0,338,0,420000,40000003,60,0,92200901,40000003,285,40000004,0,40000008,0
608,102009,8,5,541,0,387,0,480000,40000003,75,0,92200901,40000003,360,40000004,0,40000008,0
609,102009,9,5,609,0,435,0,540000,40000003,90,0,92200901,40000003,450,40000004,0,40000008,0
610,102009,10,6,677,0,483,0,600000,40000003,150,0,92200902,40000003,600,40000004,0,40000008,0
611,102009,11,6,745,0,532,0,660000,40000004,30,0,92200902,40000003,600,40000004,30,40000008,0
612,102009,12,6,812,0,580,0,720000,40000004,30,0,92200902,40000003,600,40000004,60,40000008,0
613,102009,13,6,880,0,629,0,780000,40000004,45,0,92200902,40000003,600,40000004,105,40000008,0
614,102009,14,6,948,0,677,0,840000,40000004,45,0,92200902,40000003,600,40000004,150,40000008,0
615,102009,15,7,1016,300,725,0,900000,40000004,60,0,92200902,40000003,600,40000004,210,40000008,0
616,102009,16,7,1083,300,774,0,960000,40000004,75,0,92200902,40000003,600,40000004,285,40000008,0
617,102009,17,7,1151,300,822,0,1020000,40000004,75,0,92200902,40000003,600,40000004,360,40000008,0
618,102009,18,7,1219,300,870,0,1080000,40000004,90,0,92200902,40000003,600,40000004,450,40000008,0
619,102009,19,7,1287,300,919,0,1140000,40000004,120,0,92200902,40000003,600,40000004,570,40000008,0
620,102009,20,8,1354,300,967,0,1200000,40000004,150,0,92200903,40000003,600,40000004,720,40000008,0
621,102009,21,8,1422,300,1016,0,1260000,40000008,30,30020008,92200903,40000003,600,40000004,720,40000008,30
622,102009,22,8,1490,300,1064,0,1320000,40000008,60,30020008,92200903,40000003,600,40000004,720,40000008,90
623,102009,23,8,1558,300,1112,0,1380000,40000008,60,30020008,92200903,40000003,600,40000004,720,40000008,150
624,102009,24,8,1625,300,1161,0,1440000,40000008,60,30020008,92200903,40000003,600,40000004,720,40000008,210
625,102009,25,9,1693,900,1209,0,1500000,40000008,90,30020008,92200903,40000003,600,40000004,720,40000008,300
626,102009,26,9,1761,900,1258,0,1560000,40000008,90,30020008,92200903,40000003,600,40000004,720,40000008,390
627,102009,27,9,1829,900,1306,0,1620000,40000008,120,30020008,92200903,40000003,600,40000004,720,40000008,510
628,102009,28,9,1896,900,1354,0,1680000,40000008,120,30020008,92200903,40000003,600,40000004,720,40000008,630
629,102009,29,9,1964,900,1403,0,1740000,40000008,120,30020008,92200903,40000003,600,40000004,720,40000008,750
630,102009,30,9,2032,900,1451,0,1800000,40000008,150,30020008,92200904,40000003,600,40000004,720,40000008,900
631,102010,1,4,48,67,67,0,60000,40000003,30,0,92201001,40000003,30,40000004,0,40000008,0
632,102010,2,4,96,135,135,0,120000,40000003,30,0,92201001,40000003,60,40000004,0,40000008,0
633,102010,3,4,145,203,203,0,180000,40000003,30,0,92201001,40000003,90,40000004,0,40000008,0
634,102010,4,4,193,270,270,0,240000,40000003,30,0,92201001,40000003,120,40000004,0,40000008,0
635,102010,5,5,241,338,338,0,300000,40000003,45,0,92201001,40000003,165,40000004,0,40000008,0
636,102010,6,5,290,406,406,0,360000,40000003,60,0,92201001,40000003,225,40000004,0,40000008,0
637,102010,7,5,338,474,474,0,420000,40000003,60,0,92201001,40000003,285,40000004,0,40000008,0
638,102010,8,5,387,541,541,0,480000,40000003,75,0,92201001,40000003,360,40000004,0,40000008,0
639,102010,9,5,435,609,609,0,540000,40000003,90,0,92201001,40000003,450,40000004,0,40000008,0
640,102010,10,6,483,677,677,0,600000,40000003,150,0,92201002,40000003,600,40000004,0,40000008,0
641,102010,11,6,532,745,745,0,660000,40000004,30,0,92201002,40000003,600,40000004,30,40000008,0
642,102010,12,6,580,812,812,0,720000,40000004,30,0,92201002,40000003,600,40000004,60,40000008,0
643,102010,13,6,629,880,880,0,780000,40000004,45,0,92201002,40000003,600,40000004,105,40000008,0
644,102010,14,6,677,948,948,0,840000,40000004,45,0,92201002,40000003,600,40000004,150,40000008,0
645,102010,15,7,725,1016,1016,200,900000,40000004,60,0,92201002,40000003,600,40000004,210,40000008,0
646,102010,16,7,774,1083,1083,200,960000,40000004,75,0,92201002,40000003,600,40000004,285,40000008,0
647,102010,17,7,822,1151,1151,200,1020000,40000004,75,0,92201002,40000003,600,40000004,360,40000008,0
648,102010,18,7,870,1219,1219,200,1080000,40000004,90,0,92201002,40000003,600,40000004,450,40000008,0
649,102010,19,7,919,1287,1287,200,1140000,40000004,120,0,92201002,40000003,600,40000004,570,40000008,0
650,102010,20,8,967,1354,1354,200,1200000,40000004,150,0,92201003,40000003,600,40000004,720,40000008,0
651,102010,21,8,1016,1422,1422,200,1260000,40000008,30,30020008,92201003,40000003,600,40000004,720,40000008,30
652,102010,22,8,1064,1490,1490,200,1320000,40000008,60,30020008,92201003,40000003,600,40000004,720,40000008,90
653,102010,23,8,1112,1558,1558,200,1380000,40000008,60,30020008,92201003,40000003,600,40000004,720,40000008,150
654,102010,24,8,1161,1625,1625,200,1440000,40000008,60,30020008,92201003,40000003,600,40000004,720,40000008,210
655,102010,25,9,1209,1693,1693,600,1500000,40000008,90,30020008,92201003,40000003,600,40000004,720,40000008,300
656,102010,26,9,1258,1761,1761,600,1560000,40000008,90,30020008,92201003,40000003,600,40000004,720,40000008,390
657,102010,27,9,1306,1829,1829,600,1620000,40000008,120,30020008,92201003,40000003,600,40000004,720,40000008,510
658,102010,28,9,1354,1896,1896,600,1680000,40000008,120,30020008,92201003,40000003,600,40000004,720,40000008,630
659,102010,29,9,1403,1964,1964,600,1740000,40000008,120,30020008,92201003,40000003,600,40000004,720,40000008,750
660,102010,30,9,1451,2032,2032,600,1800000,40000008,150,30020008,92201004,40000003,600,40000004,720,40000008,900
661,102016,1,4,106,0,116,0,60000,40000003,30,0,92201601,40000003,30,40000004,0,40000008,0
662,102016,2,4,212,0,232,0,120000,40000003,30,0,92201601,40000003,60,40000004,0,40000008,0
663,102016,3,4,319,0,348,0,180000,40000003,30,0,92201601,40000003,90,40000004,0,40000008,0
664,102016,4,4,425,0,464,0,240000,40000003,30,0,92201601,40000003,120,40000004,0,40000008,0
665,102016,5,5,532,0,580,200,300000,40000003,45,0,92201601,40000003,165,40000004,0,40000008,0
666,102016,6,5,638,0,696,200,360000,40000003,60,0,92201601,40000003,225,40000004,0,40000008,0
667,102016,7,5,745,0,812,200,420000,40000003,60,0,92201601,40000003,285,40000004,0,40000008,0
668,102016,8,5,851,0,929,200,480000,40000003,75,0,92201601,40000003,360,40000004,0,40000008,0
669,102016,9,5,958,0,1045,200,540000,40000003,90,0,92201601,40000003,450,40000004,0,40000008,0
670,102016,10,6,1064,0,1161,200,600000,40000003,150,0,92201602,40000003,600,40000004,0,40000008,0
671,102016,11,6,1170,0,1277,200,660000,40000004,30,0,92201602,40000003,600,40000004,30,40000008,0
672,102016,12,6,1277,0,1393,200,720000,40000004,30,0,92201602,40000003,600,40000004,60,40000008,0
673,102016,13,6,1383,0,1509,200,780000,40000004,45,0,92201602,40000003,600,40000004,105,40000008,0
674,102016,14,6,1490,0,1625,200,840000,40000004,45,0,92201602,40000003,600,40000004,150,40000008,0
675,102016,15,7,1596,10,1741,500,900000,40000004,60,0,92201602,40000003,600,40000004,210,40000008,0
676,102016,16,7,1703,10,1858,500,960000,40000004,75,0,92201602,40000003,600,40000004,285,40000008,0
677,102016,17,7,1809,10,1974,500,1020000,40000004,75,0,92201602,40000003,600,40000004,360,40000008,0
678,102016,18,7,1916,10,2090,500,1080000,40000004,90,0,92201602,40000003,600,40000004,450,40000008,0
679,102016,19,7,2022,10,2206,500,1140000,40000004,120,0,92201602,40000003,600,40000004,570,40000008,0
680,102016,20,8,2129,10,2322,500,1200000,40000004,150,0,92201603,40000003,600,40000004,720,40000008,0
681,102016,21,8,2235,10,2438,500,1260000,40000008,30,30020008,92201603,40000003,600,40000004,720,40000008,30
682,102016,22,8,2341,10,2554,500,1320000,40000008,60,30020008,92201603,40000003,600,40000004,720,40000008,90
683,102016,23,8,2448,10,2670,500,1380000,40000008,60,30020008,92201603,40000003,600,40000004,720,40000008,150
684,102016,24,8,2554,10,2787,500,1440000,40000008,60,30020008,92201603,40000003,600,40000004,720,40000008,210
685,102016,25,9,2661,20,2903,800,1500000,40000008,90,30020008,92201603,40000003,600,40000004,720,40000008,300
686,102016,26,9,2767,20,3019,800,1560000,40000008,90,30020008,92201603,40000003,600,40000004,720,40000008,390
687,102016,27,9,2874,20,3135,800,1620000,40000008,120,30020008,92201603,40000003,600,40000004,720,40000008,510
688,102016,28,9,2980,20,3251,800,1680000,40000008,120,30020008,92201603,40000003,600,40000004,720,40000008,630
689,102016,29,9,3087,20,3367,800,1740000,40000008,120,30020008,92201603,40000003,600,40000004,720,40000008,750
690,102016,30,9,3193,20,3483,800,1800000,40000008,150,30020008,92201604,40000003,600,40000004,720,40000008,900
691,103001,1,4,106,0,116,0,60000,40000003,30,0,92300101,40000003,30,40000004,0,40000010,0
692,103001,2,4,212,0,232,0,120000,40000003,30,0,92300101,40000003,60,40000004,0,40000010,0
693,103001,3,4,319,0,348,0,180000,40000003,30,0,92300101,40000003,90,40000004,0,40000010,0
694,103001,4,4,425,0,464,0,240000,40000003,30,0,92300101,40000003,120,40000004,0,40000010,0
695,103001,5,5,532,0,580,0,300000,40000003,45,0,92300101,40000003,165,40000004,0,40000010,0
696,103001,6,5,638,0,696,0,360000,40000003,60,0,92300101,40000003,225,40000004,0,40000010,0
697,103001,7,5,745,0,812,0,420000,40000003,60,0,92300101,40000003,285,40000004,0,40000010,0
698,103001,8,5,851,0,929,0,480000,40000003,75,0,92300101,40000003,360,40000004,0,40000010,0
699,103001,9,5,958,0,1045,0,540000,40000003,90,0,92300101,40000003,450,40000004,0,40000010,0
700,103001,10,6,1064,0,1161,0,600000,40000003,150,0,92300102,40000003,600,40000004,0,40000010,0
701,103001,11,6,1170,0,1277,0,660000,40000004,30,0,92300102,40000003,600,40000004,30,40000010,0
702,103001,12,6,1277,0,1393,0,720000,40000004,30,0,92300102,40000003,600,40000004,60,40000010,0
703,103001,13,6,1383,0,1509,0,780000,40000004,45,0,92300102,40000003,600,40000004,105,40000010,0
704,103001,14,6,1490,0,1625,0,840000,40000004,45,0,92300102,40000003,600,40000004,150,40000010,0
705,103001,15,7,1596,10,1741,300,900000,40000004,60,0,92300102,40000003,600,40000004,210,40000010,0
706,103001,16,7,1703,10,1858,300,960000,40000004,75,0,92300102,40000003,600,40000004,285,40000010,0
707,103001,17,7,1809,10,1974,300,1020000,40000004,75,0,92300102,40000003,600,40000004,360,40000010,0
708,103001,18,7,1916,10,2090,300,1080000,40000004,90,0,92300102,40000003,600,40000004,450,40000010,0
709,103001,19,7,2022,10,2206,300,1140000,40000004,120,0,92300102,40000003,600,40000004,570,40000010,0
710,103001,20,8,2129,10,2322,300,1200000,40000004,150,0,92300103,40000003,600,40000004,720,40000010,0
711,103001,21,8,2235,10,2438,300,1260000,40000010,30,30020008,92300103,40000003,600,40000004,720,40000010,30
712,103001,22,8,2341,10,2554,300,1320000,40000010,60,30020008,92300103,40000003,600,40000004,720,40000010,90
713,103001,23,8,2448,10,2670,300,1380000,40000010,60,30020008,92300103,40000003,600,40000004,720,40000010,150
714,103001,24,8,2554,10,2787,300,1440000,40000010,60,30020008,92300103,40000003,600,40000004,720,40000010,210
715,103001,25,9,2661,20,2903,800,1500000,40000010,90,30020008,92300103,40000003,600,40000004,720,40000010,300
716,103001,26,9,2767,20,3019,800,1560000,40000010,90,30020008,92300103,40000003,600,40000004,720,40000010,390
717,103001,27,9,2874,20,3135,800,1620000,40000010,120,30020008,92300103,40000003,600,40000004,720,40000010,510
