boxid,groupid,type,item1,name1,num1,item2,name2,num2,item3,name3,num3
2002121,2002,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2002122,2002,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2002123,2002,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2002124,2002,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2002125,2002,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2002126,2002,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2002127,2002,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2002128,2002,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2002129,2002,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2002201,2002,2,91000002,钻石,77700,84100001,鞭炮,10,0,0,0
2002202,2002,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2002203,2002,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2002204,2002,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2002205,2002,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2003101,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003102,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003103,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003104,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003105,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003106,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003107,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003108,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003109,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003110,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003111,2003,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2003112,2003,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2003113,2003,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2003114,2003,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2003115,2003,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2003116,2003,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2003117,2003,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2003118,2003,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2003119,2003,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2003120,2003,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2003121,2003,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2003122,2003,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2003123,2003,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2003124,2003,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2003125,2003,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2003126,2003,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2003127,2003,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2003128,2003,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2003129,2003,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2003201,2003,2,91000002,钻石,77700,84100001,鞭炮,10,0,0,0
2003202,2003,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2003203,2003,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2003204,2003,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2003205,2003,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2004101,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004102,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004103,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004104,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004105,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004106,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004107,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004108,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004109,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004110,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004111,2004,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2004112,2004,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2004113,2004,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2004114,2004,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2004115,2004,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2004116,2004,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2004117,2004,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2004118,2004,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2004119,2004,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2004120,2004,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2004121,2004,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2004122,2004,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2004123,2004,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2004124,2004,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2004125,2004,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2004126,2004,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2004127,2004,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2004128,2004,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2004129,2004,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2004201,2004,2,91000002,钻石,77700,84100001,鞭炮,10,0,0,0
2004202,2004,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2004203,2004,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2004204,2004,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2004205,2004,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2005101,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005102,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005103,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005104,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005105,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005106,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005107,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005108,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005109,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005110,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005111,2005,1,91000001,金币,300000,84100001,鞭炮,10,0,0,0
2005112,2005,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2005113,2005,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2005114,2005,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2005115,2005,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2005116,2005,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2005117,2005,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2005118,2005,1,91000044,魔粉,300,84100001,鞭炮,10,0,0,0
2005119,2005,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2005120,2005,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2005121,2005,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2005122,2005,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2005123,2005,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2005124,2005,1,13000001,稀有勇士魂石,30,84100001,鞭炮,10,0,0,0
2005125,2005,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2005126,2005,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2005127,2005,1,13000002,精英勇士魂石,20,84100001,鞭炮,10,0,0,0
2005128,2005,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2005129,2005,1,13000002,精英勇士魂石,30,84100001,鞭炮,10,0,0,0
2005201,2005,2,91000002,钻石,77700,84100001,鞭炮,10,0,0,0
2005202,2005,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2005203,2005,2,42010002,阵营召唤卷,5,84100001,鞭炮,10,0,0,0
2005204,2005,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
2005205,2005,2,42010003,占卜劵,5,84100001,鞭炮,10,0,0,0
