taskid,sort,group,taskname,type,taskrank,awardtype,tasktypes,n1,n2,n3,n4,uicontent,content,teamexp,item1,itemnum1,value1,item2,itemnum2,value2,item3,itemnum3,value3,item4,itemnum4,value4,iconid,latertask
4005006,6,23,冶炼兵器IV,4,噩梦,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4005007
4005007,7,23,冶炼兵器IV,4,噩梦,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4005008
4005008,8,23,冶炼兵器IV,4,噩梦,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4005009
4005009,9,23,冶炼兵器IV,4,噩梦,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4005010
4005010,10,23,冶炼兵器IV,4,噩梦,2,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,21001005,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
4006001,1,24,宗教宣传IV,4,噩梦,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006002
4006002,2,24,宗教宣传IV,4,噩梦,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006003
4006003,3,24,宗教宣传IV,4,噩梦,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006004
4006004,4,24,宗教宣传IV,4,噩梦,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006005
4006005,5,24,宗教宣传IV,4,噩梦,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006006
4006006,6,24,宗教宣传IV,4,噩梦,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006007
4006007,7,24,宗教宣传IV,4,噩梦,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006008
4006008,8,24,宗教宣传IV,4,噩梦,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006009
4006009,9,24,宗教宣传IV,4,噩梦,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,4006010
4006010,10,24,宗教宣传IV,4,噩梦,2,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,21001006,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
5001001,1,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001002
5001002,2,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001003
5001003,3,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001004
5001004,4,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001005
5001005,5,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001006
5001006,6,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001007
5001007,7,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001008
5001008,8,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001009
5001009,9,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001010
5001010,10,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001011
5001011,11,25,清剿匪徒V,5,传说,1,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5001012
5001012,12,25,清剿匪徒V,5,传说,2,186,8,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 8次,0,21010001,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
5002001,1,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002002
5002002,2,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002003
5002003,3,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002004
5002004,4,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002005
5002005,5,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002006
5002006,6,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002007
5002007,7,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002008
5002008,8,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002009
5002009,9,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002010
5002010,10,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002011
5002011,11,26,珍品贸易V,5,传说,1,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5002012
5002012,12,26,珍品贸易V,5,传说,2,186,8,0,0,0,击败商路上的流寇,剧情副本通关 8次,0,21010002,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
5003001,1,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003002
5003002,2,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003003
5003003,3,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003004
5003004,4,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003005
5003005,5,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003006
5003006,6,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003007
5003007,7,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003008
5003008,8,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003009
5003009,9,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003010
5003010,10,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003011
5003011,11,27,税款征收V,5,传说,1,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5003012
5003012,12,27,税款征收V,5,传说,2,186,8,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 8次,0,21010003,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
5004001,1,28,招兵募马V,5,传说,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004002
5004002,2,28,招兵募马V,5,传说,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004003
5004003,3,28,招兵募马V,5,传说,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004004
5004004,4,28,招兵募马V,5,传说,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004005
5004005,5,28,招兵募马V,5,传说,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004006
5004006,6,28,招兵募马V,5,传说,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004007
5004007,7,28,招兵募马V,5,传说,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004008
5004008,8,28,招兵募马V,5,传说,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004009
5004009,9,28,招兵募马V,5,传说,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004010
5004010,10,28,招兵募马V,5,传说,1,2,203,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004011
5004011,11,28,招兵募马V,5,传说,1,2,204,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5004012
5004012,12,28,招兵募马V,5,传说,2,2,204,0,0,0,响应王国号召，帮助募兵,向王国提交,0,21010004,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
5005001,1,29,冶炼兵器V,5,传说,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005002
5005002,2,29,冶炼兵器V,5,传说,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005003
5005003,3,29,冶炼兵器V,5,传说,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005004
5005004,4,29,冶炼兵器V,5,传说,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005005
5005005,5,29,冶炼兵器V,5,传说,1,2,214,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005006
5005006,6,29,冶炼兵器V,5,传说,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005007
5005007,7,29,冶炼兵器V,5,传说,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005008
5005008,8,29,冶炼兵器V,5,传说,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005009
5005009,9,29,冶炼兵器V,5,传说,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005010
5005010,10,29,冶炼兵器V,5,传说,1,2,215,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005011
5005011,11,29,冶炼兵器V,5,传说,1,2,216,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5005012
5005012,12,29,冶炼兵器V,5,传说,2,2,216,0,0,0,响应王国号召，捐助锻造材料,向王国提交,0,21010005,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
5006001,1,30,宗教宣传IV,5,传说,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006002
5006002,2,30,宗教宣传IV,5,传说,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006003
5006003,3,30,宗教宣传IV,5,传说,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006004
5006004,4,30,宗教宣传IV,5,传说,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006005
5006005,5,30,宗教宣传IV,5,传说,1,2,220,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006006
5006006,6,30,宗教宣传IV,5,传说,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006007
5006007,7,30,宗教宣传IV,5,传说,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006008
5006008,8,30,宗教宣传IV,5,传说,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006009
5006009,9,30,宗教宣传IV,5,传说,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006010
5006010,10,30,宗教宣传IV,5,传说,1,2,221,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006011
5006011,11,30,宗教宣传IV,5,传说,1,2,222,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,5006012
5006012,12,30,宗教宣传IV,5,传说,2,2,222,0,0,0,为宗教普及，提供物资帮助,向王国提交,0,21010006,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
6001001,1,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001002
6001002,2,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001003
6001003,3,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001004
6001004,4,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001005
6001005,5,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001006
6001006,6,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001007
6001007,7,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001008
6001008,8,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001009
6001009,9,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001010
6001010,10,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001011
6001011,11,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001012
6001012,12,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001013
6001013,13,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001014
6001014,14,31,清剿匪徒VI,6,史诗,1,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6001015
6001015,15,31,清剿匪徒VI,6,史诗,2,186,10,0,0,0,清剿侵犯帝国的怪物,剧情副本通关 10次,0,21100001,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
6002001,1,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002002
6002002,2,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002003
6002003,3,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002004
6002004,4,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002005
6002005,5,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002006
6002006,6,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002007
6002007,7,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002008
6002008,8,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002009
6002009,9,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002010
6002010,10,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002011
6002011,11,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002012
6002012,12,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002013
6002013,13,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002014
6002014,14,32,珍品贸易VI,6,史诗,1,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6002015
6002015,15,32,珍品贸易VI,6,史诗,2,186,10,0,0,0,击败商路上的流寇,剧情副本通关 10次,0,21100002,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
6003001,1,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003002
6003002,2,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003003
6003003,3,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003004
6003004,4,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003005
6003005,5,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003006
6003006,6,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003007
6003007,7,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003008
6003008,8,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003009
6003009,9,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003010
6003010,10,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003011
6003011,11,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003012
6003012,12,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003013
6003013,13,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003014
6003014,14,33,税款征收VI,6,史诗,1,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6003015
6003015,15,33,税款征收VI,6,史诗,2,186,10,0,0,0,拘捕扰乱商人经营的流氓,剧情副本通关 10次,0,21100003,1,100,0,0,0,0,0,0,0,0,0,renwu_01_010,0
6004001,1,34,招兵募马VI,6,史诗,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004002
6004002,2,34,招兵募马VI,6,史诗,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004003
6004003,3,34,招兵募马VI,6,史诗,1,2,202,0,0,0,响应王国号召，帮助募兵,向王国提交,0,10101001,1,100,10102001,1,100,10103001,1,100,10104001,1,100,renwu_01_010,6004004
