id,activity_type,activity_periods,subsection,ranking,icon,txt,name,section,contain,item1,num1,item2,num2,item3,num3,item4,num4
224,1704,2,2,4,icon_jjc_mlys_04,钻石IV,钻石IV,8400,0,42010002,10,91000056,1750,40000003,50,0,0
225,1704,2,2,5,icon_jjc_mlys_04,钻石V,钻石V,8000,0,42010002,10,91000056,1700,40000003,50,0,0
226,1704,2,3,1,icon_jjc_mlys_06,黄金I,黄金I,7500,0,42010002,10,91000056,1600,40000003,40,0,0
227,1704,2,3,2,icon_jjc_mlys_06,黄金II,黄金II,7000,0,42010002,10,91000056,1550,40000003,40,0,0
228,1704,2,3,3,icon_jjc_mlys_06,黄金III,黄金III,6500,0,42010002,10,91000056,1500,40000003,40,0,0
229,1704,2,3,4,icon_jjc_mlys_06,黄金IV,黄金IV,6000,0,42010002,10,91000056,1450,40000003,40,0,0
230,1704,2,3,5,icon_jjc_mlys_06,黄金V,黄金V,5500,0,42010002,10,91000056,1400,40000003,40,0,0
231,1704,2,4,1,icon_jjc_mlys_03,白银I,白银I,4900,0,42010001,10,91000056,1300,40000003,30,0,0
232,1704,2,4,2,icon_jjc_mlys_03,白银II,白银II,4300,0,42010001,10,91000056,1250,40000003,30,0,0
233,1704,2,4,3,icon_jjc_mlys_03,白银III,白银III,3700,0,42010001,10,91000056,1200,40000003,30,0,0
234,1704,2,4,4,icon_jjc_mlys_03,白银IV,白银IV,3100,0,42010001,10,91000056,1150,40000003,30,0,0
235,1704,2,4,5,icon_jjc_mlys_03,白银V,白银V,2500,0,42010001,10,91000056,1100,40000003,30,0,0
236,1704,2,5,1,icon_jjc_mlys_02,青铜I,青铜I,2000,0,42010001,10,91000056,1000,40000003,20,0,0
237,1704,2,5,2,icon_jjc_mlys_02,青铜II,青铜II,1500,0,42010001,10,91000056,950,40000003,20,0,0
238,1704,2,5,3,icon_jjc_mlys_02,青铜III,青铜III,1000,0,42010001,10,91000056,900,40000003,20,0,0
239,1704,2,5,4,icon_jjc_mlys_02,青铜IV,青铜IV,500,0,42010001,10,91000056,850,40000003,20,0,0
240,1704,2,5,5,icon_jjc_mlys_02,青铜V,青铜V,0,0,42010001,10,91000056,800,40000003,20,0,0
241,1705,1,1,1,icon_jjc_mlys_07,传奇,传奇 第1名,0,1,42010003,30,91000056,3000,30020008,50,11600701,1
242,1705,1,1,2,icon_jjc_mlys_07,传奇,传奇 第2名,0,1,42010003,25,91000056,2800,30020008,50,0,0
243,1705,1,1,3,icon_jjc_mlys_07,传奇,传奇 第3名,0,1,42010003,20,91000056,2700,30020008,50,0,0
244,1705,1,1,4,icon_jjc_mlys_07,传奇,传奇 第4名,0,1,42010003,18,91000056,2600,40000004,50,0,0
245,1705,1,1,5,icon_jjc_mlys_07,传奇,传奇 第5名,0,1,42010003,16,91000056,2500,40000004,50,0,0
246,1705,1,1,6,icon_jjc_mlys_07,传奇,传奇 第6名,0,1,42010003,14,91000056,2400,40000004,50,0,0
247,1705,1,1,7,icon_jjc_mlys_07,传奇,传奇 第7名,0,1,42010003,13,91000056,2300,40000004,50,0,0
248,1705,1,1,8,icon_jjc_mlys_07,传奇,传奇 第8名,0,1,42010003,12,91000056,2200,40000004,50,0,0
249,1705,1,1,9,icon_jjc_mlys_07,传奇,传奇 第9名,0,1,42010003,11,91000056,2100,40000004,50,0,0
250,1705,1,1,10,icon_jjc_mlys_07,传奇,传奇 第10名,0,1,42010003,10,91000056,2000,40000004,50,0,0
251,1705,1,2,1,icon_jjc_mlys_04,钻石I,钻石I,9600,0,42010002,10,91000056,1900,40000003,50,0,0
252,1705,1,2,2,icon_jjc_mlys_04,钻石II,钻石II,9200,0,42010002,10,91000056,1850,40000003,50,0,0
253,1705,1,2,3,icon_jjc_mlys_04,钻石III,钻石III,8800,0,42010002,10,91000056,1800,40000003,50,0,0
254,1705,1,2,4,icon_jjc_mlys_04,钻石IV,钻石IV,8400,0,42010002,10,91000056,1750,40000003,50,0,0
255,1705,1,2,5,icon_jjc_mlys_04,钻石V,钻石V,8000,0,42010002,10,91000056,1700,40000003,50,0,0
256,1705,1,3,1,icon_jjc_mlys_06,黄金I,黄金I,7500,0,42010002,10,91000056,1600,40000003,40,0,0
257,1705,1,3,2,icon_jjc_mlys_06,黄金II,黄金II,7000,0,42010002,10,91000056,1550,40000003,40,0,0
258,1705,1,3,3,icon_jjc_mlys_06,黄金III,黄金III,6500,0,42010002,10,91000056,1500,40000003,40,0,0
259,1705,1,3,4,icon_jjc_mlys_06,黄金IV,黄金IV,6000,0,42010002,10,91000056,1450,40000003,40,0,0
260,1705,1,3,5,icon_jjc_mlys_06,黄金V,黄金V,5500,0,42010002,10,91000056,1400,40000003,40,0,0
261,1705,1,4,1,icon_jjc_mlys_03,白银I,白银I,4900,0,42010001,10,91000056,1300,40000003,30,0,0
262,1705,1,4,2,icon_jjc_mlys_03,白银II,白银II,4300,0,42010001,10,91000056,1250,40000003,30,0,0
263,1705,1,4,3,icon_jjc_mlys_03,白银III,白银III,3700,0,42010001,10,91000056,1200,40000003,30,0,0
264,1705,1,4,4,icon_jjc_mlys_03,白银IV,白银IV,3100,0,42010001,10,91000056,1150,40000003,30,0,0
265,1705,1,4,5,icon_jjc_mlys_03,白银V,白银V,2500,0,42010001,10,91000056,1100,40000003,30,0,0
266,1705,1,5,1,icon_jjc_mlys_02,青铜I,青铜I,2000,0,42010001,10,91000056,1000,40000003,20,0,0
267,1705,1,5,2,icon_jjc_mlys_02,青铜II,青铜II,1500,0,42010001,10,91000056,950,40000003,20,0,0
268,1705,1,5,3,icon_jjc_mlys_02,青铜III,青铜III,1000,0,42010001,10,91000056,900,40000003,20,0,0
269,1705,1,5,4,icon_jjc_mlys_02,青铜IV,青铜IV,500,0,42010001,10,91000056,850,40000003,20,0,0
270,1705,1,5,5,icon_jjc_mlys_02,青铜V,青铜V,0,0,42010001,10,91000056,800,40000003,20,0,0
271,1705,2,1,1,icon_jjc_mlys_07,传奇,传奇 第1名,0,1,42010003,30,91000056,3000,30020008,50,11600901,1
272,1705,2,1,2,icon_jjc_mlys_07,传奇,传奇 第2名,0,1,42010003,25,91000056,2800,30020008,50,0,0
273,1705,2,1,3,icon_jjc_mlys_07,传奇,传奇 第3名,0,1,42010003,20,91000056,2700,30020008,50,0,0
274,1705,2,1,4,icon_jjc_mlys_07,传奇,传奇 第4名,0,1,42010003,18,91000056,2600,40000004,50,0,0
275,1705,2,1,5,icon_jjc_mlys_07,传奇,传奇 第5名,0,1,42010003,16,91000056,2500,40000004,50,0,0
276,1705,2,1,6,icon_jjc_mlys_07,传奇,传奇 第6名,0,1,42010003,14,91000056,2400,40000004,50,0,0
277,1705,2,1,7,icon_jjc_mlys_07,传奇,传奇 第7名,0,1,42010003,13,91000056,2300,40000004,50,0,0
278,1705,2,1,8,icon_jjc_mlys_07,传奇,传奇 第8名,0,1,42010003,12,91000056,2200,40000004,50,0,0
279,1705,2,1,9,icon_jjc_mlys_07,传奇,传奇 第9名,0,1,42010003,11,91000056,2100,40000004,50,0,0
280,1705,2,1,10,icon_jjc_mlys_07,传奇,传奇 第10名,0,1,42010003,10,91000056,2000,40000004,50,0,0
281,1705,2,2,1,icon_jjc_mlys_04,钻石I,钻石I,9600,0,42010002,10,91000056,1900,40000003,50,0,0
282,1705,2,2,2,icon_jjc_mlys_04,钻石II,钻石II,9200,0,42010002,10,91000056,1850,40000003,50,0,0
283,1705,2,2,3,icon_jjc_mlys_04,钻石III,钻石III,8800,0,42010002,10,91000056,1800,40000003,50,0,0
284,1705,2,2,4,icon_jjc_mlys_04,钻石IV,钻石IV,8400,0,42010002,10,91000056,1750,40000003,50,0,0
285,1705,2,2,5,icon_jjc_mlys_04,钻石V,钻石V,8000,0,42010002,10,91000056,1700,40000003,50,0,0
286,1705,2,3,1,icon_jjc_mlys_06,黄金I,黄金I,7500,0,42010002,10,91000056,1600,40000003,40,0,0
287,1705,2,3,2,icon_jjc_mlys_06,黄金II,黄金II,7000,0,42010002,10,91000056,1550,40000003,40,0,0
288,1705,2,3,3,icon_jjc_mlys_06,黄金III,黄金III,6500,0,42010002,10,91000056,1500,40000003,40,0,0
289,1705,2,3,4,icon_jjc_mlys_06,黄金IV,黄金IV,6000,0,42010002,10,91000056,1450,40000003,40,0,0
290,1705,2,3,5,icon_jjc_mlys_06,黄金V,黄金V,5500,0,42010002,10,91000056,1400,40000003,40,0,0
291,1705,2,4,1,icon_jjc_mlys_03,白银I,白银I,4900,0,42010001,10,91000056,1300,40000003,30,0,0
292,1705,2,4,2,icon_jjc_mlys_03,白银II,白银II,4300,0,42010001,10,91000056,1250,40000003,30,0,0
293,1705,2,4,3,icon_jjc_mlys_03,白银III,白银III,3700,0,42010001,10,91000056,1200,40000003,30,0,0
294,1705,2,4,4,icon_jjc_mlys_03,白银IV,白银IV,3100,0,42010001,10,91000056,1150,40000003,30,0,0
295,1705,2,4,5,icon_jjc_mlys_03,白银V,白银V,2500,0,42010001,10,91000056,1100,40000003,30,0,0
296,1705,2,5,1,icon_jjc_mlys_02,青铜I,青铜I,2000,0,42010001,10,91000056,1000,40000003,20,0,0
297,1705,2,5,2,icon_jjc_mlys_02,青铜II,青铜II,1500,0,42010001,10,91000056,950,40000003,20,0,0
298,1705,2,5,3,icon_jjc_mlys_02,青铜III,青铜III,1000,0,42010001,10,91000056,900,40000003,20,0,0
299,1705,2,5,4,icon_jjc_mlys_02,青铜IV,青铜IV,500,0,42010001,10,91000056,850,40000003,20,0,0
300,1705,2,5,5,icon_jjc_mlys_02,青铜V,青铜V,0,0,42010001,10,91000056,800,40000003,20,0,0
301,1705,3,1,1,icon_jjc_mlys_07,传奇,传奇 第1名,0,1,42010003,30,91000056,3000,30020008,50,11600901,1
302,1705,3,1,2,icon_jjc_mlys_07,传奇,传奇 第2名,0,1,42010003,25,91000056,2800,30020008,50,0,0
303,1705,3,1,3,icon_jjc_mlys_07,传奇,传奇 第3名,0,1,42010003,20,91000056,2700,30020008,50,0,0
304,1705,3,1,4,icon_jjc_mlys_07,传奇,传奇 第4名,0,1,42010003,18,91000056,2600,40000004,50,0,0
305,1705,3,1,5,icon_jjc_mlys_07,传奇,传奇 第5名,0,1,42010003,16,91000056,2500,40000004,50,0,0
306,1705,3,1,6,icon_jjc_mlys_07,传奇,传奇 第6名,0,1,42010003,14,91000056,2400,40000004,50,0,0
307,1705,3,1,7,icon_jjc_mlys_07,传奇,传奇 第7名,0,1,42010003,13,91000056,2300,40000004,50,0,0
308,1705,3,1,8,icon_jjc_mlys_07,传奇,传奇 第8名,0,1,42010003,12,91000056,2200,40000004,50,0,0
309,1705,3,1,9,icon_jjc_mlys_07,传奇,传奇 第9名,0,1,42010003,11,91000056,2100,40000004,50,0,0
310,1705,3,1,10,icon_jjc_mlys_07,传奇,传奇 第10名,0,1,42010003,10,91000056,2000,40000004,50,0,0
311,1705,3,2,1,icon_jjc_mlys_04,钻石I,钻石I,9600,0,42010002,10,91000056,1900,40000003,50,0,0
312,1705,3,2,2,icon_jjc_mlys_04,钻石II,钻石II,9200,0,42010002,10,91000056,1850,40000003,50,0,0
313,1705,3,2,3,icon_jjc_mlys_04,钻石III,钻石III,8800,0,42010002,10,91000056,1800,40000003,50,0,0
314,1705,3,2,4,icon_jjc_mlys_04,钻石IV,钻石IV,8400,0,42010002,10,91000056,1750,40000003,50,0,0
315,1705,3,2,5,icon_jjc_mlys_04,钻石V,钻石V,8000,0,42010002,10,91000056,1700,40000003,50,0,0
316,1705,3,3,1,icon_jjc_mlys_06,黄金I,黄金I,7500,0,42010002,10,91000056,1600,40000003,40,0,0
317,1705,3,3,2,icon_jjc_mlys_06,黄金II,黄金II,7000,0,42010002,10,91000056,1550,40000003,40,0,0
318,1705,3,3,3,icon_jjc_mlys_06,黄金III,黄金III,6500,0,42010002,10,91000056,1500,40000003,40,0,0
319,1705,3,3,4,icon_jjc_mlys_06,黄金IV,黄金IV,6000,0,42010002,10,91000056,1450,40000003,40,0,0
320,1705,3,3,5,icon_jjc_mlys_06,黄金V,黄金V,5500,0,42010002,10,91000056,1400,40000003,40,0,0
321,1705,3,4,1,icon_jjc_mlys_03,白银I,白银I,4900,0,42010001,10,91000056,1300,40000003,30,0,0
322,1705,3,4,2,icon_jjc_mlys_03,白银II,白银II,4300,0,42010001,10,91000056,1250,40000003,30,0,0
323,1705,3,4,3,icon_jjc_mlys_03,白银III,白银III,3700,0,42010001,10,91000056,1200,40000003,30,0,0
324,1705,3,4,4,icon_jjc_mlys_03,白银IV,白银IV,3100,0,42010001,10,91000056,1150,40000003,30,0,0
325,1705,3,4,5,icon_jjc_mlys_03,白银V,白银V,2500,0,42010001,10,91000056,1100,40000003,30,0,0
326,1705,3,5,1,icon_jjc_mlys_02,青铜I,青铜I,2000,0,42010001,10,91000056,1000,40000003,20,0,0
327,1705,3,5,2,icon_jjc_mlys_02,青铜II,青铜II,1500,0,42010001,10,91000056,950,40000003,20,0,0
328,1705,3,5,3,icon_jjc_mlys_02,青铜III,青铜III,1000,0,42010001,10,91000056,900,40000003,20,0,0
329,1705,3,5,4,icon_jjc_mlys_02,青铜IV,青铜IV,500,0,42010001,10,91000056,850,40000003,20,0,0
330,1705,3,5,5,icon_jjc_mlys_02,青铜V,青铜V,0,0,42010001,10,91000056,800,40000003,20,0,0
