id,goldyield,heroexpyield,expyield,powderyield,basicstime,basicsdrop1,basicsdrop2,basicsdrop3,basicsdrop4,basicsdrop5,basicsdrop6,basicsdrop7,basicsdrop8,basicsdrop9,basicsdrop10,basicsdrop11,basicsdrop12,basicsdrop13,basicsdrop14,basicsdrop15,seniortime,seniordrop1,seniordrop2,seniordrop3,seniordrop4,seniordrop5,seniordrop6,seniordrop7,seniordrop8,seniordrop9,seniordrop10,seniordrop11,seniordrop12,seniordrop13,seniordrop14,seniordrop15
100168,345,666,576,16,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20004,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0
100169,345,678,579,16,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20004,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0
100170,345,690,582,17,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20004,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0
100171,348,702,585,17,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20004,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0
100172,348,714,588,17,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20004,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0
100173,351,726,591,17,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20004,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0
100174,351,738,594,17,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20004,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0
100175,354,753,597,18,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100176,357,768,600,18,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100177,357,783,603,18,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100178,360,798,606,18,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100179,360,813,609,18,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100180,360,828,612,19,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100181,363,843,615,19,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100182,363,858,618,19,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100183,366,873,621,19,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100184,366,888,624,19,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100185,366,903,627,20,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20025,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100186,369,918,630,20,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100187,369,933,633,20,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100188,372,948,636,20,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100189,372,963,639,20,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100190,372,978,642,21,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100191,375,993,645,21,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100192,375,1008,648,21,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100193,378,1023,651,21,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100194,378,1038,654,21,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100195,378,1053,657,22,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20026,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100196,381,1068,660,22,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100197,381,1083,663,22,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100198,384,1098,666,22,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100199,384,1113,669,22,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100200,387,1128,672,23,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100201,390,1143,675,23,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100202,390,1158,678,23,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100203,393,1173,681,23,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100204,393,1188,684,23,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,0,0,0,0,0,0,0,0,0,0,0,0,0
100205,393,1206,687,24,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100206,396,1224,690,24,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100207,396,1242,693,24,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100208,399,1260,696,24,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100209,399,1278,699,24,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100210,399,1296,702,25,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100211,402,1314,705,25,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100212,402,1332,708,25,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100213,405,1350,711,25,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100214,405,1368,714,25,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,0,0,0,0,0,0,0,0,0,0,0,0
100215,405,1386,717,26,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100216,408,1404,720,26,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100217,408,1422,723,26,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100218,411,1440,726,26,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100219,411,1458,729,26,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100220,411,1476,732,27,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100221,414,1494,735,27,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100222,414,1512,738,27,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100223,417,1530,741,27,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100224,417,1548,744,27,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,0,0,0,0,0,0,0,0,0,0,0
100225,417,1566,747,28,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100226,420,1584,750,28,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100227,420,1602,753,28,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100228,423,1620,756,28,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100229,423,1638,759,28,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100230,426,1656,762,29,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100231,429,1674,765,29,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100232,429,1692,768,29,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100233,432,1710,771,29,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100234,432,1728,774,29,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100235,432,1746,777,30,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100236,435,1764,780,30,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100237,435,1782,783,30,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100238,438,1800,786,30,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100239,438,1818,789,30,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100240,438,1839,792,31,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100241,441,1860,795,31,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100242,441,1881,798,31,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100243,444,1902,801,31,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100244,444,1923,804,31,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100245,444,1944,807,32,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100246,447,1965,810,32,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100247,447,1986,813,32,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100248,450,2007,816,32,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100249,450,2028,819,32,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100250,450,2049,822,33,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100251,453,2070,825,33,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100252,453,2091,828,33,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100253,456,2112,831,33,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100254,456,2133,834,33,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100255,456,2157,837,34,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100256,459,2181,840,34,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100257,459,2205,843,34,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100258,462,2229,846,34,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100259,462,2253,849,34,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100260,465,2277,852,35,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100261,468,2301,855,35,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100262,468,2325,858,35,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100263,471,2349,861,35,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100264,471,2373,864,35,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100265,471,2397,867,36,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100266,474,2421,870,36,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100267,474,2445,873,36,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100268,477,2469,876,36,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100269,477,2493,879,36,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100270,477,2517,882,37,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100271,480,2541,885,37,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100272,480,2565,888,37,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100273,483,2589,891,37,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100274,483,2613,894,37,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100275,483,2637,897,38,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100276,486,2661,900,38,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100277,486,2685,903,38,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100278,489,2709,906,38,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100279,489,2733,909,38,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100280,489,2757,912,39,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100281,492,2781,915,39,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100282,492,2805,918,39,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100283,495,2829,921,39,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100284,495,2853,924,39,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,0,0,0,0,0,0,0,0,0,0
100285,495,2877,927,40,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100286,498,2901,930,40,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100287,498,2925,933,40,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100288,501,2949,936,40,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100289,501,2973,939,40,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100290,501,2997,942,41,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100291,504,3021,945,41,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100292,504,3045,948,41,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100293,507,3069,951,41,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100294,507,3093,954,41,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100295,507,3117,957,42,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100296,510,3141,960,42,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100297,510,3165,963,42,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100298,513,3189,966,42,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100299,513,3213,969,42,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100300,513,3237,972,43,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100301,516,3261,975,43,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100302,516,3285,978,43,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100303,519,3309,981,43,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100304,519,3333,984,43,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100305,519,3357,987,44,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100306,522,3381,990,44,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100307,522,3405,993,44,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100308,525,3429,996,44,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100309,525,3453,999,44,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100310,525,3477,1002,45,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100311,528,3501,1005,45,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100312,528,3525,1008,45,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100313,531,3549,1011,45,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100314,531,3573,1014,45,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100315,531,3597,1017,46,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100316,534,3621,1020,46,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100317,534,3645,1023,46,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100318,537,3669,1026,46,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100319,537,3693,1029,46,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100320,537,3717,1032,47,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100321,540,3741,1035,47,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100322,540,3765,1038,47,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100323,543,3789,1041,47,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100324,543,3813,1044,47,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100325,543,3837,1047,48,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100326,546,3861,1050,48,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100327,546,3885,1053,48,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100328,549,3909,1056,48,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100329,549,3933,1059,48,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100330,549,3957,1062,49,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100331,552,3981,1065,49,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100332,552,4005,1068,49,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
100333,555,4029,1071,49,600,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,20027,20050,20011,20012,20013,20014,0,0,0,0,0,0,0,0,0
