id,gourp,level,type,parm1,parm2,parm3,parm4,attribute_type1,value1,attribute_type2,value2,player_level,cost_id,cost_num,complete_time,describe,label
336,581,18,0,0,0,0,0,41,2780,99,1390000,49,91000033,336000,100800,0,5
337,581,19,0,0,0,0,0,41,3010,99,1505000,51,91000033,372000,111600,0,5
338,581,20,0,0,0,0,0,41,3250,99,1625000,53,91000033,420000,126000,0,5
339,581,21,0,0,0,0,0,41,3490,99,1745000,55,91000033,468000,140400,0,5
340,581,22,0,0,0,0,0,41,3740,99,1870000,57,91000033,516000,154800,0,5
341,581,23,0,0,0,0,0,41,4000,99,2000000,59,91000033,564000,169200,0,5
342,581,24,0,0,0,0,0,41,4270,99,2135000,61,91000033,612000,183600,0,5
343,581,25,0,0,0,0,0,41,4540,99,2270000,63,91000033,660000,198000,0,5
344,581,26,0,0,0,0,0,41,4820,99,2410000,65,91000033,708000,212400,0,5
345,581,27,0,0,0,0,0,41,5110,99,2555000,67,91000033,756000,226800,0,5
346,581,28,0,0,0,0,0,41,5400,99,2700000,69,91000033,804000,241200,0,5
347,581,29,0,0,0,0,0,41,5700,99,2850000,71,91000033,852000,255600,0,5
348,581,30,0,0,0,0,0,41,6000,99,3000000,73,91000033,0,0,0,5
349,482,0,0,0,0,0,0,42,0,99,0,0,91000033,100,60,0,4
350,482,1,0,0,0,0,0,42,300,99,150000,0,91000033,500,600,0,4
351,482,2,0,0,0,0,0,42,400,99,200000,17,91000033,5000,1800,0,4
352,482,3,0,0,0,0,0,42,500,99,250000,19,91000033,12000,3600,0,4
353,482,4,0,0,0,0,0,42,600,99,300000,21,91000033,18000,5400,0,4
354,482,5,0,0,0,0,0,42,700,99,350000,23,91000033,0,0,0,4
355,482,6,0,0,0,0,0,42,800,99,400000,25,91000033,36000,10800,0,4
356,482,7,0,0,0,0,0,42,900,99,450000,27,91000033,48000,14400,0,4
357,482,8,0,0,0,0,0,42,1000,99,500000,29,91000033,60000,18000,0,4
358,482,9,0,0,0,0,0,42,1100,99,550000,31,91000033,72000,21600,0,4
359,482,10,0,0,0,0,0,42,1220,99,610000,33,91000033,0,0,0,4
360,582,11,0,0,0,0,0,42,1380,99,690000,35,91000033,120000,36000,0,5
361,582,12,0,0,0,0,0,42,1550,99,775000,37,91000033,144000,43200,0,5
362,582,13,0,0,0,0,0,42,1740,99,870000,39,91000033,168000,50400,0,5
363,582,14,0,0,0,0,0,42,1930,99,965000,41,91000033,192000,57600,0,5
364,582,15,0,0,0,0,0,42,2130,99,1065000,43,91000033,228000,68400,0,5
365,582,16,0,0,0,0,0,42,2340,99,1170000,45,91000033,264000,79200,0,5
366,582,17,0,0,0,0,0,42,2550,99,1275000,47,91000033,300000,90000,0,5
367,582,18,0,0,0,0,0,42,2780,99,1390000,49,91000033,336000,100800,0,5
368,582,19,0,0,0,0,0,42,3010,99,1505000,51,91000033,372000,111600,0,5
369,582,20,0,0,0,0,0,42,3250,99,1625000,53,91000033,420000,126000,0,5
370,582,21,0,0,0,0,0,42,3490,99,1745000,55,91000033,468000,140400,0,5
371,582,22,0,0,0,0,0,42,3740,99,1870000,57,91000033,516000,154800,0,5
372,582,23,0,0,0,0,0,42,4000,99,2000000,59,91000033,564000,169200,0,5
373,582,24,0,0,0,0,0,42,4270,99,2135000,61,91000033,612000,183600,0,5
374,582,25,0,0,0,0,0,42,4540,99,2270000,63,91000033,660000,198000,0,5
375,582,26,0,0,0,0,0,42,4820,99,2410000,65,91000033,708000,212400,0,5
376,582,27,0,0,0,0,0,42,5110,99,2555000,67,91000033,756000,226800,0,5
377,582,28,0,0,0,0,0,42,5400,99,2700000,69,91000033,804000,241200,0,5
378,582,29,0,0,0,0,0,42,5700,99,2850000,71,91000033,852000,255600,0,5
379,582,30,0,0,0,0,0,42,6000,99,3000000,73,91000033,0,0,0,5
380,483,0,0,0,0,0,0,87,0,99,0,0,91000033,100,60,0,4
381,483,1,0,0,0,0,0,87,300,99,150000,0,91000033,500,600,0,4
382,483,2,0,0,0,0,0,87,400,99,200000,17,91000033,5000,1800,0,4
383,483,3,0,0,0,0,0,87,500,99,250000,19,91000033,12000,3600,0,4
384,483,4,0,0,0,0,0,87,600,99,300000,21,91000033,18000,5400,0,4
385,483,5,0,0,0,0,0,87,700,99,350000,23,91000033,0,0,0,4
386,483,6,0,0,0,0,0,87,800,99,400000,25,91000033,36000,10800,0,4
387,483,7,0,0,0,0,0,87,900,99,450000,27,91000033,48000,14400,0,4
388,483,8,0,0,0,0,0,87,1000,99,500000,29,91000033,60000,18000,0,4
389,483,9,0,0,0,0,0,87,1100,99,550000,31,91000033,72000,21600,0,4
390,483,10,0,0,0,0,0,87,1220,99,610000,33,91000033,0,0,0,4
391,583,11,0,0,0,0,0,87,1380,99,690000,35,91000033,120000,36000,0,5
392,583,12,0,0,0,0,0,87,1550,99,775000,37,91000033,144000,43200,0,5
393,583,13,0,0,0,0,0,87,1740,99,870000,39,91000033,168000,50400,0,5
394,583,14,0,0,0,0,0,87,1930,99,965000,41,91000033,192000,57600,0,5
395,583,15,0,0,0,0,0,87,2130,99,1065000,43,91000033,228000,68400,0,5
396,583,16,0,0,0,0,0,87,2340,99,1170000,45,91000033,264000,79200,0,5
397,583,17,0,0,0,0,0,87,2550,99,1275000,47,91000033,300000,90000,0,5
398,583,18,0,0,0,0,0,87,2780,99,1390000,49,91000033,336000,100800,0,5
399,583,19,0,0,0,0,0,87,3010,99,1505000,51,91000033,372000,111600,0,5
400,583,20,0,0,0,0,0,87,3250,99,1625000,53,91000033,420000,126000,0,5
401,583,21,0,0,0,0,0,87,3490,99,1745000,55,91000033,468000,140400,0,5
402,583,22,0,0,0,0,0,87,3740,99,1870000,57,91000033,516000,154800,0,5
403,583,23,0,0,0,0,0,87,4000,99,2000000,59,91000033,564000,169200,0,5
404,583,24,0,0,0,0,0,87,4270,99,2135000,61,91000033,612000,183600,0,5
405,583,25,0,0,0,0,0,87,4540,99,2270000,63,91000033,660000,198000,0,5
406,583,26,0,0,0,0,0,87,4820,99,2410000,65,91000033,708000,212400,0,5
407,583,27,0,0,0,0,0,87,5110,99,2555000,67,91000033,756000,226800,0,5
408,583,28,0,0,0,0,0,87,5400,99,2700000,69,91000033,804000,241200,0,5
409,583,29,0,0,0,0,0,87,5700,99,2850000,71,91000033,852000,255600,0,5
410,583,30,0,0,0,0,0,87,6000,99,3000000,73,91000033,0,0,0,5
411,112,0,0,0,0,0,0,6,0,99,0,1,91000033,100,1,0,1
412,112,1,0,0,0,0,0,6,1000,99,20000,1,91000033,500,2,0,1
413,112,2,0,0,0,0,0,6,1500,99,30000,1,91000033,1000,5,0,1
414,112,3,0,0,0,0,0,6,2000,99,40000,1,91000033,3000,10,0,1
415,112,4,0,0,0,0,0,6,2500,99,50000,1,91000033,6000,50,0,1
416,112,5,0,0,0,0,0,6,3000,99,60000,1,91000033,8000,100,0,1
417,112,6,0,0,0,0,0,6,3500,99,70000,1,91000033,10000,3000,0,1
418,112,7,0,0,0,0,0,6,4000,99,80000,1,91000033,12000,3600,0,1
419,112,8,0,0,0,0,0,6,4500,99,90000,1,91000033,14000,4200,0,1
420,112,9,0,0,0,0,0,6,5000,99,100000,1,91000033,16000,4800,0,1
421,112,10,0,0,0,0,0,6,5500,99,110000,1,91000033,0,0,0,1
422,212,0,0,0,0,0,0,6,0,99,0,1,91000033,18000,5400,0,2
423,212,1,0,0,0,0,0,6,500,99,10000,1,91000033,20000,6000,0,2
424,212,2,0,0,0,0,0,6,1000,99,20000,1,91000033,22000,6600,0,2
425,212,3,0,0,0,0,0,6,1500,99,30000,1,91000033,24000,7200,0,2
426,212,4,0,0,0,0,0,6,2000,99,40000,1,91000033,26000,7800,0,2
427,212,5,0,0,0,0,0,6,2500,99,50000,1,91000033,28000,8400,0,2
428,212,6,0,0,0,0,0,6,3600,99,72000,1,91000033,30000,9000,0,2
429,212,7,0,0,0,0,0,6,4900,99,98000,1,91000033,32000,9600,0,2
430,212,8,0,0,0,0,0,6,6300,99,126000,1,91000033,34000,10200,0,2
431,212,9,0,0,0,0,0,6,7700,99,154000,1,91000033,36000,10800,0,2
432,212,10,0,0,0,0,0,6,9300,99,186000,1,91000033,38000,11400,0,2
433,212,11,0,0,0,0,0,6,11400,99,228000,1,91000033,40000,12000,0,2
434,212,12,0,0,0,0,0,6,13200,99,264000,1,91000033,40000,12000,0,2
435,212,13,0,0,0,0,0,6,15000,99,300000,1,91000033,40000,12000,0,2
436,212,14,0,0,0,0,0,6,16800,99,336000,1,91000033,40000,12000,0,2
437,212,15,0,0,0,0,0,6,18600,99,372000,1,91000033,40000,12000,0,2
438,212,16,0,0,0,0,0,6,20300,99,406000,1,91000033,40000,12000,0,2
439,212,17,0,0,0,0,0,6,22100,99,442000,1,91000033,40000,12000,0,2
440,212,18,0,0,0,0,0,6,23900,99,478000,1,91000033,40000,12000,0,2
441,212,19,0,0,0,0,0,6,25700,99,514000,1,91000033,40000,12000,0,2
442,212,20,0,0,0,0,0,6,27400,99,548000,1,91000033,0,0,0,2
443,312,0,0,0,0,0,0,6,0,99,0,1,91000033,40000,12000,0,3
444,312,1,0,0,0,0,0,6,8400,99,168000,1,91000033,40000,12000,0,3
445,312,2,0,0,0,0,0,6,10200,99,204000,1,91000033,40000,12000,0,3
446,312,3,0,0,0,0,0,6,12100,99,242000,1,91000033,40000,12000,0,3
447,312,4,0,0,0,0,0,6,13900,99,278000,1,91000033,40000,12000,0,3
448,312,5,0,0,0,0,0,6,15700,99,314000,1,91000033,40000,12000,0,3
449,312,6,0,0,0,0,0,6,17600,99,352000,1,91000033,40000,12000,0,3
450,312,7,0,0,0,0,0,6,19400,99,388000,1,91000033,40000,12000,0,3
451,312,8,0,0,0,0,0,6,21200,99,424000,1,91000033,40000,12000,0,3
452,312,9,0,0,0,0,0,6,23100,99,462000,1,91000033,40000,12000,0,3
453,312,10,0,0,0,0,0,6,24900,99,498000,1,91000033,40000,12000,0,3
454,312,11,0,0,0,0,0,6,28400,99,568000,1,91000033,40000,12000,0,3
455,312,12,0,0,0,0,0,6,30300,99,606000,1,91000033,40000,12000,0,3
456,312,13,0,0,0,0,0,6,32200,99,644000,1,91000033,40000,12000,0,3
457,312,14,0,0,0,0,0,6,34000,99,680000,1,91000033,40000,12000,0,3
458,312,15,0,0,0,0,0,6,35900,99,718000,1,91000033,40000,12000,0,3
459,312,16,0,0,0,0,0,6,37800,99,756000,1,91000033,40000,12000,0,3
460,312,17,0,0,0,0,0,6,39700,99,794000,1,91000033,40000,12000,0,3
461,312,18,0,0,0,0,0,6,41600,99,832000,1,91000033,40000,12000,0,3
462,312,19,0,0,0,0,0,6,43500,99,870000,1,91000033,40000,12000,0,3
463,312,20,0,0,0,0,0,6,45400,99,908000,1,91000033,40000,12000,0,3
464,312,21,0,0,0,0,0,6,49500,99,990000,1,91000033,40000,12000,0,3
465,312,22,0,0,0,0,0,6,51400,99,1028000,1,91000033,40000,12000,0,3
466,312,23,0,0,0,0,0,6,53400,99,1068000,1,91000033,40000,12000,0,3
467,312,24,0,0,0,0,0,6,55300,99,1106000,1,91000033,40000,12000,0,3
468,312,25,0,0,0,0,0,6,57200,99,1144000,1,91000033,40000,12000,0,3
469,312,26,0,0,0,0,0,6,59200,99,1184000,1,91000033,40000,12000,0,3
470,312,27,0,0,0,0,0,6,61100,99,1222000,1,91000033,40000,12000,0,3
471,312,28,0,0,0,0,0,6,63100,99,1262000,1,91000033,40000,12000,0,3
472,312,29,0,0,0,0,0,6,65000,99,1300000,1,91000033,40000,12000,0,3
473,312,30,0,0,0,0,0,6,67000,99,1340000,1,91000033,0,0,0,3
474,412,0,0,0,0,0,0,6,0,99,0,1,91000033,40000,12000,0,4
475,412,1,0,0,0,0,0,6,32100,99,642000,1,91000033,40000,12000,0,4
476,412,2,0,0,0,0,0,6,34100,99,682000,1,91000033,40000,12000,0,4
477,412,3,0,0,0,0,0,6,36100,99,722000,1,91000033,40000,12000,0,4
478,412,4,0,0,0,0,0,6,38100,99,762000,1,91000033,40000,12000,0,4
479,412,5,0,0,0,0,0,6,40100,99,802000,1,91000033,40000,12000,0,4
480,412,6,0,0,0,0,0,6,42100,99,842000,1,91000033,40000,12000,0,4
481,412,7,0,0,0,0,0,6,44100,99,882000,1,91000033,40000,12000,0,4
482,412,8,0,0,0,0,0,6,46100,99,922000,1,91000033,40000,12000,0,4
483,412,9,0,0,0,0,0,6,48100,99,962000,1,91000033,40000,12000,0,4
484,412,10,0,0,0,0,0,6,50100,99,1002000,1,91000033,40000,12000,0,4
485,412,11,0,0,0,0,0,6,55400,99,1108000,1,91000033,40000,12000,0,4
486,412,12,0,0,0,0,0,6,57400,99,1148000,1,91000033,40000,12000,0,4
487,412,13,0,0,0,0,0,6,59500,99,1190000,1,91000033,40000,12000,0,4
488,412,14,0,0,0,0,0,6,61500,99,1230000,1,91000033,40000,12000,0,4
489,412,15,0,0,0,0,0,6,63600,99,1272000,1,91000033,40000,12000,0,4
490,412,16,0,0,0,0,0,6,65600,99,1312000,1,91000033,40000,12000,0,4
491,412,17,0,0,0,0,0,6,67700,99,1354000,1,91000033,40000,12000,0,4
492,412,18,0,0,0,0,0,6,69800,99,1396000,1,91000033,40000,12000,0,4
493,412,19,0,0,0,0,0,6,71800,99,1436000,1,91000033,40000,12000,0,4
494,412,20,0,0,0,0,0,6,73900,99,1478000,1,91000033,40000,12000,0,4
495,412,21,0,0,0,0,0,6,79800,99,1596000,1,91000033,40000,12000,0,4
496,412,22,0,0,0,0,0,6,81900,99,1638000,1,91000033,40000,12000,0,4
497,412,23,0,0,0,0,0,6,84000,99,1680000,1,91000033,40000,12000,0,4
498,412,24,0,0,0,0,0,6,86100,99,1722000,1,91000033,40000,12000,0,4
499,412,25,0,0,0,0,0,6,88200,99,1764000,1,91000033,40000,12000,0,4
500,412,26,0,0,0,0,0,6,90300,99,1806000,1,91000033,40000,12000,0,4
501,412,27,0,0,0,0,0,6,92500,99,1850000,1,91000033,40000,12000,0,4
502,412,28,0,0,0,0,0,6,94600,99,1892000,1,91000033,40000,12000,0,4
503,412,29,0,0,0,0,0,6,96700,99,1934000,1,91000033,40000,12000,0,4
504,412,30,0,0,0,0,0,6,98800,99,1976000,1,91000033,40000,12000,0,4
505,412,31,0,0,0,0,0,6,105300,99,2106000,1,91000033,40000,12000,0,4
506,412,32,0,0,0,0,0,6,107500,99,2150000,1,91000033,40000,12000,0,4
507,412,33,0,0,0,0,0,6,109600,99,2192000,1,91000033,40000,12000,0,4
508,412,34,0,0,0,0,0,6,111800,99,2236000,1,91000033,40000,12000,0,4
509,412,35,0,0,0,0,0,6,114000,99,2280000,1,91000033,40000,12000,0,4
510,412,36,0,0,0,0,0,6,116100,99,2322000,1,91000033,40000,12000,0,4
511,412,37,0,0,0,0,0,6,118300,99,2366000,1,91000033,40000,12000,0,4
512,412,38,0,0,0,0,0,6,120500,99,2410000,1,91000033,40000,12000,0,4
513,412,39,0,0,0,0,0,6,122600,99,2452000,1,91000033,40000,12000,0,4
514,412,40,0,0,0,0,0,6,124800,99,2496000,1,91000033,0,0,0,4
515,512,101,0,0,0,0,0,6,199000,99,3980000,1,91000033,40000,12000,0,5
516,512,102,0,0,0,0,0,6,201200,99,4024000,1,91000033,40000,12000,0,5
517,512,103,0,0,0,0,0,6,203400,99,4068000,1,91000033,40000,12000,0,5
518,512,104,0,0,0,0,0,6,205600,99,4112000,1,91000033,40000,12000,0,5
519,512,105,0,0,0,0,0,6,207800,99,4156000,1,91000033,40000,12000,0,5
520,512,106,0,0,0,0,0,6,210100,99,4202000,1,91000033,40000,12000,0,5
521,512,107,0,0,0,0,0,6,212300,99,4246000,1,91000033,40000,12000,0,5
522,512,108,0,0,0,0,0,6,214500,99,4290000,1,91000033,40000,12000,0,5
523,512,109,0,0,0,0,0,6,216700,99,4334000,1,91000033,40000,12000,0,5
524,512,110,0,0,0,0,0,6,219000,99,4380000,1,91000033,40000,12000,0,5
525,512,111,0,0,0,0,0,6,226700,99,4534000,1,91000033,40000,12000,0,5
526,512,112,0,0,0,0,0,6,229000,99,4580000,1,91000033,40000,12000,0,5
527,512,113,0,0,0,0,0,6,231300,99,4626000,1,91000033,40000,12000,0,5
528,512,114,0,0,0,0,0,6,233500,99,4670000,1,91000033,40000,12000,0,5
529,512,115,0,0,0,0,0,6,235800,99,4716000,1,91000033,40000,12000,0,5
530,512,116,0,0,0,0,0,6,238100,99,4762000,1,91000033,40000,12000,0,5
531,512,117,0,0,0,0,0,6,240400,99,4808000,1,91000033,40000,12000,0,5
532,512,118,0,0,0,0,0,6,242700,99,4854000,1,91000033,40000,12000,0,5
533,512,119,0,0,0,0,0,6,244900,99,4898000,1,91000033,40000,12000,0,5
534,512,120,0,0,0,0,0,6,247200,99,4944000,1,91000033,40000,12000,0,5
535,512,121,0,0,0,0,0,6,255600,99,5112000,1,91000033,40000,12000,0,5
536,512,122,0,0,0,0,0,6,257900,99,5158000,1,91000033,40000,12000,0,5
537,512,123,0,0,0,0,0,6,260200,99,5204000,1,91000033,40000,12000,0,5
538,512,124,0,0,0,0,0,6,262600,99,5252000,1,91000033,40000,12000,0,5
539,512,125,0,0,0,0,0,6,264900,99,5298000,1,91000033,40000,12000,0,5
540,512,126,0,0,0,0,0,6,267200,99,5344000,1,91000033,40000,12000,0,5
541,512,127,0,0,0,0,0,6,269600,99,5392000,1,91000033,40000,12000,0,5
542,512,128,0,0,0,0,0,6,271900,99,5438000,1,91000033,40000,12000,0,5
543,512,129,0,0,0,0,0,6,274200,99,5484000,1,91000033,40000,12000,0,5
544,512,130,0,0,0,0,0,6,276600,99,5532000,1,91000033,40000,12000,0,5
545,512,131,0,0,0,0,0,6,285500,99,5710000,1,91000033,40000,12000,0,5
546,512,132,0,0,0,0,0,6,287900,99,5758000,1,91000033,40000,12000,0,5
547,512,133,0,0,0,0,0,6,290300,99,5806000,1,91000033,40000,12000,0,5
548,512,134,0,0,0,0,0,6,292700,99,5854000,1,91000033,40000,12000,0,5
549,512,135,0,0,0,0,0,6,295100,99,5902000,1,91000033,40000,12000,0,5
550,512,136,0,0,0,0,0,6,297500,99,5950000,1,91000033,40000,12000,0,5
551,512,137,0,0,0,0,0,6,299900,99,5998000,1,91000033,40000,12000,0,5
552,512,138,0,0,0,0,0,6,302300,99,6046000,1,91000033,40000,12000,0,5
553,512,139,0,0,0,0,0,6,304700,99,6094000,1,91000033,40000,12000,0,5
554,512,140,0,0,0,0,0,6,307000,99,6140000,1,91000033,40000,12000,0,5
555,512,141,0,0,0,0,0,6,316600,99,6332000,1,91000033,40000,12000,0,5
556,512,142,0,0,0,0,0,6,319100,99,6382000,1,91000033,40000,12000,0,5
557,512,143,0,0,0,0,0,6,321500,99,6430000,1,91000033,40000,12000,0,5
558,512,144,0,0,0,0,0,6,324000,99,6480000,1,91000033,40000,12000,0,5
559,512,145,0,0,0,0,0,6,326400,99,6528000,1,91000033,40000,12000,0,5
560,512,146,0,0,0,0,0,6,328900,99,6578000,1,91000033,40000,12000,0,5
561,512,147,0,0,0,0,0,6,331300,99,6626000,1,91000033,40000,12000,0,5
562,512,148,0,0,0,0,0,6,333700,99,6674000,1,91000033,40000,12000,0,5
563,512,149,0,0,0,0,0,6,336200,99,6724000,1,91000033,40000,12000,0,5
564,512,150,0,0,0,0,0,6,338600,99,6772000,1,91000033,40000,12000,0,5
565,512,151,0,0,0,0,0,6,348800,99,6976000,1,91000033,40000,12000,0,5
566,512,152,0,0,0,0,0,6,351300,99,7026000,1,91000033,40000,12000,0,5
567,512,153,0,0,0,0,0,6,353800,99,7076000,1,91000033,40000,12000,0,5
568,512,154,0,0,0,0,0,6,356300,99,7126000,1,91000033,40000,12000,0,5
569,512,155,0,0,0,0,0,6,358800,99,7176000,1,91000033,40000,12000,0,5
570,512,156,0,0,0,0,0,6,361300,99,7226000,1,91000033,40000,12000,0,5
571,512,157,0,0,0,0,0,6,363800,99,7276000,1,91000033,40000,12000,0,5
572,512,158,0,0,0,0,0,6,366300,99,7326000,1,91000033,40000,12000,0,5
573,512,159,0,0,0,0,0,6,368800,99,7376000,1,91000033,40000,12000,0,5
574,512,160,0,0,0,0,0,6,371300,99,7426000,1,91000033,40000,12000,0,5
575,512,161,0,0,0,0,0,6,382100,99,7642000,1,91000033,40000,12000,0,5
576,512,162,0,0,0,0,0,6,384700,99,7694000,1,91000033,40000,12000,0,5
577,512,163,0,0,0,0,0,6,387200,99,7744000,1,91000033,40000,12000,0,5
578,512,164,0,0,0,0,0,6,389800,99,7796000,1,91000033,40000,12000,0,5
579,512,165,0,0,0,0,0,6,392400,99,7848000,1,91000033,40000,12000,0,5
580,512,166,0,0,0,0,0,6,394900,99,7898000,1,91000033,40000,12000,0,5
581,512,167,0,0,0,0,0,6,397500,99,7950000,1,91000033,40000,12000,0,5
582,512,168,0,0,0,0,0,6,400000,99,8000000,1,91000033,40000,12000,0,5
583,512,169,0,0,0,0,0,6,402600,99,8052000,1,91000033,40000,12000,0,5
584,512,170,0,0,0,0,0,6,405100,99,8102000,1,91000033,40000,12000,0,5
585,512,171,0,0,0,0,0,6,416600,99,8332000,1,91000033,40000,12000,0,5
586,512,172,0,0,0,0,0,6,419200,99,8384000,1,91000033,40000,12000,0,5
587,512,173,0,0,0,0,0,6,421800,99,8436000,1,91000033,40000,12000,0,5
588,512,174,0,0,0,0,0,6,424400,99,8488000,1,91000033,40000,12000,0,5
589,512,175,0,0,0,0,0,6,427000,99,8540000,1,91000033,40000,12000,0,5
590,512,176,0,0,0,0,0,6,429600,99,8592000,1,91000033,40000,12000,0,5
591,512,177,0,0,0,0,0,6,432200,99,8644000,1,91000033,40000,12000,0,5
592,512,178,0,0,0,0,0,6,434800,99,8696000,1,91000033,40000,12000,0,5
593,512,179,0,0,0,0,0,6,437400,99,8748000,1,91000033,40000,12000,0,5
594,512,180,0,0,0,0,0,6,440100,99,8802000,1,91000033,40000,12000,0,5
595,512,181,0,0,0,0,0,6,452100,99,9042000,1,91000033,40000,12000,0,5
596,512,182,0,0,0,0,0,6,454700,99,9094000,1,91000033,40000,12000,0,5
597,512,183,0,0,0,0,0,6,457400,99,9148000,1,91000033,40000,12000,0,5
598,512,184,0,0,0,0,0,6,460100,99,9202000,1,91000033,40000,12000,0,5
599,512,185,0,0,0,0,0,6,462700,99,9254000,1,91000033,40000,12000,0,5
600,512,186,0,0,0,0,0,6,465400,99,9308000,1,91000033,40000,12000,0,5
601,512,187,0,0,0,0,0,6,468100,99,9362000,1,91000033,40000,12000,0,5
602,512,188,0,0,0,0,0,6,470700,99,9414000,1,91000033,40000,12000,0,5
603,512,189,0,0,0,0,0,6,473400,99,9468000,1,91000033,40000,12000,0,5
604,512,190,0,0,0,0,0,6,476100,99,9522000,1,91000033,40000,12000,0,5
605,512,191,0,0,0,0,0,6,488700,99,9774000,1,91000033,40000,12000,0,5
606,512,192,0,0,0,0,0,6,491400,99,9828000,1,91000033,40000,12000,0,5
607,512,193,0,0,0,0,0,6,494200,99,9884000,1,91000033,40000,12000,0,5
608,512,194,0,0,0,0,0,6,496900,99,9938000,1,91000033,40000,12000,0,5
609,512,195,0,0,0,0,0,6,499600,99,9992000,1,91000033,40000,12000,0,5
610,512,196,0,0,0,0,0,6,502300,99,10046000,1,91000033,40000,12000,0,5
611,512,197,0,0,0,0,0,6,505100,99,10102000,1,91000033,40000,12000,0,5
612,512,198,0,0,0,0,0,6,507800,99,10156000,1,91000033,40000,12000,0,5
613,512,199,0,0,0,0,0,6,510500,99,10210000,1,91000033,40000,12000,0,5
614,512,200,0,0,0,0,0,6,513200,99,10264000,1,91000033,40000,12000,0,5
615,512,201,0,0,0,0,0,6,526500,99,10530000,1,91000033,40000,12000,0,5
616,512,202,0,0,0,0,0,6,529300,99,10586000,1,91000033,40000,12000,0,5
617,512,203,0,0,0,0,0,6,532000,99,10640000,1,91000033,40000,12000,0,5
618,512,204,0,0,0,0,0,6,534800,99,10696000,1,91000033,40000,12000,0,5
619,512,205,0,0,0,0,0,6,537600,99,10752000,1,91000033,40000,12000,0,5
620,512,206,0,0,0,0,0,6,540400,99,10808000,1,91000033,40000,12000,0,5
621,512,207,0,0,0,0,0,6,543100,99,10862000,1,91000033,40000,12000,0,5
622,512,208,0,0,0,0,0,6,545900,99,10918000,1,91000033,40000,12000,0,5
623,512,209,0,0,0,0,0,6,548700,99,10974000,1,91000033,40000,12000,0,5
624,512,210,0,0,0,0,0,6,551500,99,11030000,1,91000033,40000,12000,0,5
625,512,211,0,0,0,0,0,6,565300,99,11306000,1,91000033,40000,12000,0,5
626,512,212,0,0,0,0,0,6,568200,99,11364000,1,91000033,40000,12000,0,5
627,512,213,0,0,0,0,0,6,571000,99,11420000,1,91000033,40000,12000,0,5
628,512,214,0,0,0,0,0,6,573800,99,11476000,1,91000033,40000,12000,0,5
629,512,215,0,0,0,0,0,6,576700,99,11534000,1,91000033,40000,12000,0,5
630,512,216,0,0,0,0,0,6,579500,99,11590000,1,91000033,40000,12000,0,5
631,512,217,0,0,0,0,0,6,582300,99,11646000,1,91000033,40000,12000,0,5
632,512,218,0,0,0,0,0,6,585200,99,11704000,1,91000033,40000,12000,0,5
633,512,219,0,0,0,0,0,6,588000,99,11760000,1,91000033,40000,12000,0,5
634,512,220,0,0,0,0,0,6,590800,99,11816000,1,91000033,40000,12000,0,5
635,512,221,0,0,0,0,0,6,605300,99,12106000,1,91000033,40000,12000,0,5
636,512,222,0,0,0,0,0,6,608200,99,12164000,1,91000033,40000,12000,0,5
637,512,223,0,0,0,0,0,6,611100,99,12222000,1,91000033,40000,12000,0,5
638,512,224,0,0,0,0,0,6,614000,99,12280000,1,91000033,40000,12000,0,5
639,512,225,0,0,0,0,0,6,616900,99,12338000,1,91000033,40000,12000,0,5
640,512,226,0,0,0,0,0,6,619800,99,12396000,1,91000033,40000,12000,0,5
641,512,227,0,0,0,0,0,6,622600,99,12452000,1,91000033,40000,12000,0,5
642,512,228,0,0,0,0,0,6,625500,99,12510000,1,91000033,40000,12000,0,5
643,512,229,0,0,0,0,0,6,628400,99,12568000,1,91000033,40000,12000,0,5
644,512,230,0,0,0,0,0,6,631300,99,12626000,1,91000033,40000,12000,0,5
645,512,231,0,0,0,0,0,6,646400,99,12928000,1,91000033,40000,12000,0,5
646,512,232,0,0,0,0,0,6,649300,99,12986000,1,91000033,40000,12000,0,5
647,512,233,0,0,0,0,0,6,652300,99,13046000,1,91000033,40000,12000,0,5
648,512,234,0,0,0,0,0,6,655200,99,13104000,1,91000033,40000,12000,0,5
649,512,235,0,0,0,0,0,6,658200,99,13164000,1,91000033,40000,12000,0,5
650,512,236,0,0,0,0,0,6,661100,99,13222000,1,91000033,40000,12000,0,5
651,512,237,0,0,0,0,0,6,664100,99,13282000,1,91000033,40000,12000,0,5
652,512,238,0,0,0,0,0,6,667000,99,13340000,1,91000033,40000,12000,0,5
653,512,239,0,0,0,0,0,6,669900,99,13398000,1,91000033,40000,12000,0,5
654,512,240,0,0,0,0,0,6,672900,99,13458000,1,91000033,40000,12000,0,5
655,512,241,0,0,0,0,0,6,688600,99,13772000,1,91000033,40000,12000,0,5
656,512,242,0,0,0,0,0,6,691600,99,13832000,1,91000033,40000,12000,0,5
657,512,243,0,0,0,0,0,6,694600,99,13892000,1,91000033,40000,12000,0,5
658,512,244,0,0,0,0,0,6,697600,99,13952000,1,91000033,40000,12000,0,5
659,512,245,0,0,0,0,0,6,700600,99,14012000,1,91000033,40000,12000,0,5
660,512,246,0,0,0,0,0,6,703600,99,14072000,1,91000033,40000,12000,0,5
661,512,247,0,0,0,0,0,6,706600,99,14132000,1,91000033,40000,12000,0,5
662,512,248,0,0,0,0,0,6,709600,99,14192000,1,91000033,40000,12000,0,5
