itemid,itemname,itemdescription,itemtype,itemsubtype,goldprice,gemprice,itemicon,coinicon,itemcheek,comp_mark,overlapnum,needlv,paging,special,button,sort,rareeffect,cardcomposite,cardnum,vip,lotteryid,redtype,redshow,overflow,lotdrop,item_mark
30020012,少量挂机收益,借助命运女神的力量，立即获得挂机8小时的挂机收益,50,2,0,0,elogo30020012.png,0,4,0,99,0,1,28800,2,1012,0,1,0,0,0,0,0,1,0,1
30020013,巨额挂机收益,借助命运女神的力量，立即获得挂机24小时的挂机收益,50,2,0,0,elogo30020013.png,0,4,0,99,0,1,86400,2,1013,0,1,0,0,0,0,0,1,0,1
30020014,上古宝箱,打开宝箱可以从多种奖励中选择一种,7,13,0,0,elogo30020014.png,0,8,0,9999,0,1,1019,2,1056,0,0,0,0,0,0,0,0,0,1
30020015,战斗武器箱,打开战斗武器箱就可以一套天命骑士稀有品质装备,7,8,0,0,elogo30020015.png,0,4,0,9999,0,1,0,2,1057,0,0,0,0,50001,0,0,0,0,1
30020016,竞技场宝箱,来自竞技场的神秘礼物，开启会获得意想不到的惊喜,7,8,0,0,elogo30020016.png,0,4,0,9999,0,1,0,2,1058,0,0,0,0,10100,0,0,0,0,1
30020017,随机宝石宝箱,使用后随机获得怒涛强化石、圣焰强化石、雷鸣强化石、神峰强化石中的一个,7,8,0,0,elogo30020008.png,0,6,0,9999,0,1,0,2,1059,0,0,0,0,30100,0,0,1,0,1
30020018,小堆挂机收益,立即获得挂机6小时的金币、经验、魔粉收益，不受贵族特权加成影响,50,1,0,0,elogo30020013.png,0,4,0,99,0,1,21600,2,1002,0,1,0,0,0,0,0,1,0,1
30020019,光暗选择箱,打开宝箱可以获得光暗英雄审判利刃或者暗域之炎,7,12,0,0,elogo30020019.png,0,8,0,9999,0,1,1020,2,1052,0,0,0,0,0,0,0,0,0,1
30020020,稀有+武器箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020018.png,0,3,0,9999,0,1,1021,2,1053,0,0,0,0,0,0,1,0,0,1
30020021,稀有+头盔箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020019.png,0,3,0,9999,0,1,1022,2,1054,0,0,0,0,0,0,1,0,0,1
30020022,稀有+战甲箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020005.png,0,3,0,9999,0,1,1023,2,1055,0,0,0,0,0,0,1,0,0,1
30020023,稀有+战靴箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020023.png,0,3,0,9999,0,1,1024,2,1056,0,0,0,0,0,0,1,0,0,1
30020024,精英武器箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020018.png,0,4,0,9999,0,1,1025,2,1057,0,0,0,0,0,0,1,0,0,1
30020025,精英头盔箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020019.png,0,4,0,9999,0,1,1026,2,1058,0,0,0,0,0,0,1,0,0,1
30020026,精英战甲箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020005.png,0,4,0,9999,0,1,1027,2,1059,0,0,0,0,0,0,1,0,0,1
30020027,精英战靴箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020023.png,0,4,0,9999,0,1,1028,2,1060,0,0,0,0,0,0,1,0,0,1
30020028,精英+武器箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020018.png,0,5,0,9999,0,1,1029,2,1061,0,0,0,0,0,0,1,0,0,1
30020029,精英+头盔箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020019.png,0,5,0,9999,0,1,1030,2,1062,0,0,0,0,0,0,1,0,0,1
30020030,精英+战甲箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020005.png,0,5,0,9999,0,1,1031,2,1063,0,0,0,0,0,0,1,0,0,1
30020031,精英+战靴箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020023.png,0,5,0,9999,0,1,1032,2,1064,0,0,0,0,0,0,1,0,0,1
30020032,史诗武器箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020018.png,0,6,0,9999,0,1,1033,2,1065,0,0,0,0,0,0,1,0,0,1
30020033,史诗头盔箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020019.png,0,6,0,9999,0,1,1034,2,1066,0,0,0,0,0,0,1,0,0,1
30020034,史诗战甲箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020005.png,0,6,0,9999,0,1,1035,2,1067,0,0,0,0,0,0,1,0,0,1
30020035,史诗战靴箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020023.png,0,6,0,9999,0,1,1036,2,1068,0,0,0,0,0,0,1,0,0,1
30020036,史诗+武器箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020018.png,0,7,0,9999,0,1,1037,2,1069,0,0,0,0,0,0,1,0,0,1
30020037,史诗+头盔箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020019.png,0,7,0,9999,0,1,1038,2,1070,0,0,0,0,0,0,1,0,0,1
30020038,史诗+战甲箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020005.png,0,7,0,9999,0,1,1039,2,1071,0,0,0,0,0,0,1,0,0,1
30020039,史诗+战靴箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020023.png,0,7,0,9999,0,1,1040,2,1072,0,0,0,0,0,0,1,0,0,1
30020040,输出英雄自选箱,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020022.png,0,8,0,9999,0,1,1041,2,1073,0,0,0,0,0,0,0,0,0,1
30020041,辅助英雄自选箱,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020022.png,0,8,0,9999,0,1,1042,2,1074,0,0,0,0,0,0,0,0,0,1
30020042,坦克英雄自选箱,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020022.png,0,8,0,9999,0,1,1043,2,1075,0,0,0,0,0,0,0,0,0,1
30020043,T1石头自选,打开宝箱可以从多种奖励中选择一种,7,13,0,0,elogo30020022.png,0,8,0,9999,0,1,1044,2,1076,0,0,0,0,0,0,0,0,0,1
30020044,T2石头自选,打开宝箱可以从多种奖励中选择一种,7,13,0,0,elogo30020022.png,0,8,0,9999,0,1,1045,2,1077,0,0,0,0,0,0,0,0,0,1
30020045,神器材料自选宝箱,打开宝箱可以从多种奖励中选择一种,7,13,0,0,elogo30020021.png,0,8,0,9999,0,1,1046,2,1078,0,0,0,0,0,0,0,0,0,1
30020046,光暗选择箱,打开宝箱可以选择审判利刃和支配魔眼中选择一个勇士,7,12,0,0,elogo30020019.png,0,8,0,9999,0,1,1047,2,1052,0,0,0,0,0,0,0,0,0,1
30020047,光暗选择箱,打开宝箱可以选择宙斯、支配魔眼和暗域之炎中选择一个勇士,7,12,0,0,elogo30020019.png,0,8,0,9999,0,1,1048,2,1052,0,0,0,0,0,0,0,0,0,1
30020048,光系防具箱,打开宝箱可以获得光系的精英级战靴和头盔,7,8,0,0,elogo30020016.png,0,4,0,9999,0,1,0,2,1058,0,0,0,0,50002,0,0,0,0,1
30020049,传说武器箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020018.png,0,8,0,9999,0,1,1049,2,1069,0,0,0,0,0,0,1,0,0,1
30020050,传说头盔箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020019.png,0,8,0,9999,0,1,1050,2,1070,0,0,0,0,0,0,1,0,0,1
30020051,传说战甲箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020005.png,0,8,0,9999,0,1,1051,2,1071,0,0,0,0,0,0,1,0,0,1
30020052,传说战靴箱,打开宝箱可以从多种装备中选择一种装备,7,13,0,0,elogo30020023.png,0,8,0,9999,0,1,1052,2,1072,0,0,0,0,0,0,1,0,0,1
30020053,阵营自选箱,打开宝箱可以获得四种阵营自选箱中的一种,7,13,0,0,elogo30020053.png,0,8,0,9999,0,1,1053,2,1073,0,0,0,0,0,0,0,0,0,1
30020054,怒涛联邦选择箱,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020054.png,0,8,0,9999,0,1,1054,2,1073,0,0,0,0,0,0,0,0,0,1
30020055,圣焰部落选择箱,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020055.png,0,8,0,9999,0,1,1055,2,1073,0,0,0,0,0,0,0,0,0,1
30020056,雷鸣之城选择箱,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020056.png,0,8,0,9999,0,1,1056,2,1073,0,0,0,0,0,0,0,0,0,1
30020057,神峰秘境选择箱,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020057.png,0,8,0,9999,0,1,1057,2,1073,0,0,0,0,0,0,0,0,0,1
30020058,传说装备选择箱,打开宝箱可以选择一种怒涛联邦-力量职业传说装备,7,13,0,0,elogo30020053.png,0,8,1,9999,0,1,1065,2,1074,0,0,0,0,0,0,1,0,0,1
30020059,传说装备选择箱,打开宝箱可以选择一种怒涛联邦-敏捷职业传说装备,7,13,0,0,elogo30020053.png,0,8,1,9999,0,1,1066,2,1075,0,0,0,0,0,0,1,0,0,1
30020060,传说装备选择箱,打开宝箱可以选择一种怒涛联邦-智力职业传说装备,7,13,0,0,elogo30020053.png,0,8,1,9999,0,1,1067,2,1076,0,0,0,0,0,0,1,0,0,1
30020061,传说装备选择箱,打开宝箱可以选择一种圣焰部落-力量职业传说装备,7,13,0,0,elogo30020053.png,0,8,2,9999,0,1,1068,2,1077,0,0,0,0,0,0,1,0,0,1
30020062,传说装备选择箱,打开宝箱可以选择一种圣焰部落-敏捷职业传说装备,7,13,0,0,elogo30020053.png,0,8,2,9999,0,1,1069,2,1078,0,0,0,0,0,0,1,0,0,1
30020063,传说装备选择箱,打开宝箱可以选择一种圣焰部落-智力职业传说装备,7,13,0,0,elogo30020053.png,0,8,2,9999,0,1,1070,2,1079,0,0,0,0,0,0,1,0,0,1
30020064,传说装备选择箱,打开宝箱可以选择一种雷鸣之城-力量职业传说装备,7,13,0,0,elogo30020053.png,0,8,3,9999,0,1,1071,2,1080,0,0,0,0,0,0,1,0,0,1
30020065,传说装备选择箱,打开宝箱可以选择一种雷鸣之城-敏捷职业传说装备,7,13,0,0,elogo30020053.png,0,8,3,9999,0,1,1072,2,1081,0,0,0,0,0,0,1,0,0,1
30020066,传说装备选择箱,打开宝箱可以选择一种雷鸣之城-智力职业传说装备,7,13,0,0,elogo30020053.png,0,8,3,9999,0,1,1073,2,1082,0,0,0,0,0,0,1,0,0,1
30020067,传说装备选择箱,打开宝箱可以选择一种神峰秘境-力量职业传说装备,7,13,0,0,elogo30020053.png,0,8,4,9999,0,1,1074,2,1083,0,0,0,0,0,0,1,0,0,1
30020068,传说装备选择箱,打开宝箱可以选择一种神峰秘境-敏捷职业传说装备,7,13,0,0,elogo30020053.png,0,8,4,9999,0,1,1075,2,1084,0,0,0,0,0,0,1,0,0,1
30020069,传说装备选择箱,打开宝箱可以选择一种神峰秘境-智力职业传说装备,7,13,0,0,elogo30020053.png,0,8,4,9999,0,1,1076,2,1085,0,0,0,0,0,0,1,0,0,1
30020070,传说装备选择箱,打开宝箱可以选择一种光明-力量职业传说装备,7,13,0,0,elogo30020053.png,0,8,5,9999,0,1,1077,2,1086,0,0,0,0,0,0,1,0,0,1
30020071,传说装备选择箱,打开宝箱可以选择一种光明-敏捷职业传说装备,7,13,0,0,elogo30020053.png,0,8,5,9999,0,1,1078,2,1087,0,0,0,0,0,0,1,0,0,1
30020072,传说装备选择箱,打开宝箱可以选择一种光明-智力职业传说装备,7,13,0,0,elogo30020053.png,0,8,5,9999,0,1,1079,2,1088,0,0,0,0,0,0,1,0,0,1
30020073,传说装备选择箱,打开宝箱可以选择一种暗影-力量职业传说装备,7,13,0,0,elogo30020053.png,0,8,6,9999,0,1,1080,2,1089,0,0,0,0,0,0,1,0,0,1
30020074,传说装备选择箱,打开宝箱可以选择一种暗影-敏捷职业传说装备,7,13,0,0,elogo30020053.png,0,8,6,9999,0,1,1081,2,1090,0,0,0,0,0,0,1,0,0,1
30020075,传说装备选择箱,打开宝箱可以选择一种暗影-智力职业传说装备,7,13,0,0,elogo30020053.png,0,8,6,9999,0,1,1082,2,1091,0,0,0,0,0,0,1,0,0,1
30020076,传说装备选择箱,打开宝箱可以选择一种星辰-力量职业传说装备,7,13,0,0,elogo30020053.png,0,8,7,9999,0,1,1083,2,1092,0,0,0,0,0,0,1,0,0,1
30020077,传说装备选择箱,打开宝箱可以选择一种星辰-敏捷职业传说装备,7,13,0,0,elogo30020053.png,0,8,7,9999,0,1,1084,2,1093,0,0,0,0,0,0,1,0,0,1
30020078,传说装备选择箱,打开宝箱可以选择一种星辰-智力职业传说装备,7,13,0,0,elogo30020053.png,0,8,7,9999,0,1,1085,2,1094,0,0,0,0,0,0,1,0,0,1
30020079,传说装备箱,打开宝箱可以获得一件传说装备,7,8,0,0,elogo30020023.png,0,8,0,9999,0,1,0,2,1095,0,0,0,0,90001,0,1,0,0,1
30020080,力量传说装备箱,打开宝箱可以获得一件力量职业传说装备,7,8,0,0,elogo30020008.png,0,8,0,9999,0,1,0,2,1096,0,0,0,0,90002,0,1,0,0,1
30020081,敏捷传说装备箱,打开宝箱可以获得一件敏捷职业传说装备,7,8,0,0,elogo30020021.png,0,8,0,9999,0,1,0,2,1097,0,0,0,0,90003,0,1,0,0,1
30020082,智力传说装备箱,打开宝箱可以获得一件智力职业传说装备,7,8,0,0,elogo30020018.png,0,8,0,9999,0,1,0,2,1098,0,0,0,0,90004,0,1,0,0,1
30020083,力量稀有装备箱,打开宝箱可以获得力量稀有装备一套,7,8,0,0,elogo30020018.png,0,2,0,9999,0,1,0,2,1099,0,0,0,0,50003,0,0,0,0,1
30020084,智力精英装备箱,打开宝箱可以获得智力精英装备一套,7,8,0,0,elogo30020019.png,0,4,0,9999,0,1,0,2,1100,0,0,0,0,50004,0,0,0,0,1
30020085,橙色敏捷装备自选箱,打开宝箱可以获得敏捷装备的一种（光明）,7,13,0,0,elogo30020014.png,0,6,0,9999,0,1,1086,2,1065,0,0,0,0,0,0,1,0,0,1
30020086,钻石礼盒,打开后可获得钻石*50000、金币*150000、勇士经验*100000,7,8,0,0,elogo30020086.png,0,1,0,9999,0,1,0,2,1014,0,0,0,0,50014,0,0,1,0,1
30020087,豪华钻石礼盒,打开后可获得钻石*80000、占卜券*10、精英勇士魂石*30,7,8,0,0,elogo30020087.png,0,2,0,9999,0,1,0,2,1015,0,0,0,0,50015,0,0,1,0,1
30020088,传说勇士自选卡,打开宝箱可以获得四种阵营自选箱中的一种精英勇士,7,13,0,0,elogo30020088.png,0,8,0,9999,0,1,1053,2,1073,0,0,0,0,0,0,0,0,0,1
30020089,神话勇士自选卡,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020089.png,0,8,0,9999,0,1,1088,2,1052,0,0,0,0,0,0,0,0,0,1
30020090,五星神话勇士自选卡,打开宝箱可以从多种奖励中选择一种,7,12,0,0,elogo30020090.png,0,8,0,9999,0,1,1089,2,1052,0,0,0,0,0,0,0,0,0,1
30020091,稀有狗粮自选箱,使用可获得指定阵营中随机稀有勇士,100,2,0,0,elogo30020091.png,0,4,0,9999,0,1,0,2,1021,1,0,0,0,0,0,1,1,60101|60102|60103|60104,1
30020092,精英狗粮自选箱,使用可获得指定阵营中随机精英勇士,100,2,0,0,elogo30020092.png,0,4,0,9999,0,1,0,2,1021,1,0,0,0,0,0,1,1,71001|72001|73001|74001,1
30100001,精英勇士卡,怒涛精英勇士随机卡,7,15,0,0,elogo30100001.png,0,4,1,9999,0,1,0,2,1022,0,0,0,0,60201,0,1,1,0,1
30100002,精英勇士卡,圣焰精英勇士随机卡,7,15,0,0,elogo30100001.png,0,4,2,9999,0,1,0,2,1023,0,0,0,0,60202,0,1,1,0,1
30100003,精英勇士卡,雷鸣精英勇士随机卡,7,15,0,0,elogo30100001.png,0,4,3,9999,0,1,0,2,1024,0,0,0,0,60203,0,1,1,0,1
30100004,精英勇士卡,神峰精英勇士随机卡,7,15,0,0,elogo30100001.png,0,4,4,9999,0,1,0,2,1025,0,0,0,0,60204,0,1,1,0,1
30100005,精英勇士卡,光明精英勇士随机卡,7,15,0,0,elogo30100001.png,0,4,5,9999,0,1,0,2,1026,0,0,0,0,60205,0,1,1,0,1
30100006,精英勇士卡,暗影精英勇士随机卡,7,15,0,0,elogo30100001.png,0,4,6,9999,0,1,0,2,1027,0,0,0,0,60206,0,1,1,0,1
30100101,稀有勇士卡,怒涛稀有勇士随机卡,7,15,0,0,elogo30100101.png,0,2,1,9999,0,1,0,2,1028,0,0,0,0,60101,0,1,1,0,1
30100102,稀有勇士卡,圣焰稀有勇士随机卡,7,15,0,0,elogo30100101.png,0,2,2,9999,0,1,0,2,1029,0,0,0,0,60102,0,1,1,0,1
30100103,稀有勇士卡,雷鸣稀有勇士随机卡,7,15,0,0,elogo30100101.png,0,2,3,9999,0,1,0,2,1030,0,0,0,0,60103,0,1,1,0,1
30100104,稀有勇士卡,神峰稀有勇士随机卡,7,15,0,0,elogo30100101.png,0,2,4,9999,0,1,0,2,1031,0,0,0,0,60104,0,1,1,0,1
30100105,稀有勇士卡,光明稀有勇士随机卡,7,15,0,0,elogo30100101.png,0,2,5,9999,0,1,0,2,1032,0,0,0,0,60105,0,1,1,0,1
30100106,稀有勇士卡,暗影稀有勇士随机卡,7,15,0,0,elogo30100101.png,0,2,6,9999,0,1,0,2,1033,0,0,0,0,60106,0,1,1,0,1
30200000,阵营勇士选择卡,使用可获得指定阵营中随机精英勇士,100,2,0,0,elogo91000052.png,elogo91000052.png,4,0,9999,0,1,0,2,1021,1,0,0,0,0,0,1,1,71001|72001|73001|74001,1
30200001,阵营勇士选择卡,使用可获得指定阵营中随机神话级精英勇士,100,2,0,0,elogo30200000.png,elogo30200000.png,5,0,9999,0,1,0,2,1021,1,0,0,0,0,0,1,1,75001|76001|77001|78001,1
30200100,光暗随机卡,使用可随机获得一个光系或暗系精英勇士,7,15,0,0,elogo30200100.png,elogo30200100.png,8,0,9999,0,1,0,2,1001,1,0,0,0,60207,0,1,1,0,1
30200101,光暗自选卡,使用后可以选择一个光暗英雄,7,12,0,0,elogo30200101.png,elogo30200101.png,9,0,9999,0,1,1058,2,1001,1,0,0,0,0,0,1,1,0,1
30200102,光暗自选卡,使用后可以选择一个光暗英雄,7,12,0,0,elogo30200101.png,elogo30200101.png,9,0,9999,0,1,1087,2,1002,1,0,0,0,0,0,1,1,0,1
30300001,邀请礼包,内含大量钻石，可通过邀请好友获得~,7,8,0,0,elogo30020016.png,0,4,0,9999,0,1,0,2,1001,0,0,0,0,40101,0,0,0,0,1
60000001,神器·贤王之面,铸时星域第1章获得。,68,0,0,0,Artifacticon_1.png,Artifacticon_1.png,10,0,1,0,2,0,0,10000,0,0,0,0,0,0,0,0,0,0
60000002,神器·光辉之翼,铸时星域第3章获得。,68,0,0,0,Artifacticon_2.png,Artifacticon_2.png,10,0,1,0,2,0,0,10000,0,0,0,0,0,0,0,0,0,0
60000003,神器·神圣头盔,铸时星域第4章获得。,68,0,0,0,Artifacticon_3.png,Artifacticon_3.png,10,0,1,0,2,0,0,10000,0,0,0,0,0,0,0,0,0,0
60000004,神器·黎明王冠,铸时星域第6章获得。,68,0,0,0,Artifacticon_4.png,Artifacticon_4.png,10,0,1,0,2,0,0,10000,0,0,0,0,0,0,0,0,0,0
60000005,神器·圣光十字,铸时星域第9章获得。,68,0,0,0,Artifacticon_5.png,Artifacticon_5.png,10,0,1,0,2,0,0,10000,0,0,0,0,0,0,0,0,0,0
60000006,神器·古代晶石,铸时星域第11章获得。,68,0,0,0,Artifacticon_6.png,Artifacticon_6.png,10,0,1,0,2,0,0,10000,0,0,0,0,0,0,0,0,0,0
60000007,神器·真神之视,铸时星域第12章获得。,68,0,0,0,Artifacticon_7.png,Artifacticon_7.png,10,0,1,0,2,0,0,10000,0,0,0,0,0,0,0,0,0,0
50200101,无畏战神,“英雄收藏家活动”限时获得，怒火狂刃经典皮肤,70,0,0,0,elogo50200101.png,elogo50200101.png,6,0,2,0,1,0,0,10001,0,0,0,0,0,0,0,0,0,1
51000001,至尊收藏,“英雄收藏家活动”限时获得，排行榜第一名稀有头像框奖励,33,2,0,0,elogo51000001.png,0,6,0,2,0,0,20001001,0,1,0,0,0,0,0,0,1,0,0,0
51000002,无畏英雄,“英雄收藏家活动”限时获得，排行榜第二名稀有头像框奖励,33,2,0,0,elogo51000002.png,0,6,0,2,0,0,20001002,0,1,0,0,0,0,0,0,1,0,0,0
51000003,荣耀馈赠,“英雄收藏家活动”限时获得，排行榜第三名稀有头像框奖励,33,2,0,0,elogo51000003.png,0,6,0,2,0,0,20001003,0,1,0,0,0,0,0,0,1,0,0,0
51000004,背包头像,测试头像,32,1,0,0,elogo11101801.png,0,6,0,2,0,1,30000001,2,10002,0,0,0,0,0,0,1,0,0,1
51000005,背包头像框,测试头像框,33,1,0,0,elogo51000003.png,0,6,0,2,0,1,20001004,2,10001,0,0,0,0,0,0,1,0,0,1
51000006,直接激活头像,测试,32,2,0,0,elogo11101201.png,0,6,0,2,0,0,30000002,0,1,0,0,0,0,0,0,0,0,0,0
51010001,S1至尊冠军,在至尊竞技S1赛季中，获得至尊第1名的奖励,32,2,0,0,elogo51010001.png,0,10,0,2,0,0,20002005,0,1,0,0,0,0,0,0,1,0,0,0
51010002,S1至尊亚军,在至尊竞技S1赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010002.png,0,10,0,2,0,0,20002006,0,1,0,0,0,0,0,0,1,0,0,0
51010003,S1至尊季军,在至尊竞技S1赛季中，获得至尊第3名的奖励,32,2,0,0,elogo51010003.png,0,10,0,2,0,0,20002007,0,1,0,0,0,0,0,0,1,0,0,0
51010004,S1至尊段位,在至尊竞技S1赛季中，达到至尊段位的奖励,32,2,0,0,elogo51010004.png,0,6,0,2,0,0,20002008,0,1,0,0,0,0,0,0,1,0,0,0
51010005,S1大师段位,在至尊竞技S1赛季中，达到大师段位的奖励,32,2,0,0,elogo51010005.png,0,6,0,2,0,0,20002009,0,1,0,0,0,0,0,0,1,0,0,0
51010006,S1钻石段位,在至尊竞技S1赛季中，达到钻石段位的奖励,32,2,0,0,elogo51010006.png,0,6,0,2,0,0,20002010,0,1,0,0,0,0,0,0,1,0,0,0
51010007,星辰领主专属头像,购买星辰领主可获得该头像,32,2,0,0,elogo51010007.png,0,10,0,2,0,0,20002005,0,1,0,0,0,0,0,0,1,0,0,0
51010008,S2至尊冠军,在至尊竞技S2赛季中，获得至尊第1名的奖励,32,2,0,0,elogo51010008.png,0,10,0,2,0,0,20002005,0,1,0,0,0,0,0,0,1,0,0,0
51010009,S2至尊亚军,在至尊竞技S2赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010009.png,0,10,0,2,0,0,20002006,0,1,0,0,0,0,0,0,1,0,0,0
51010010,S2至尊季军,在至尊竞技S2赛季中，获得至尊第3名的奖励,32,2,0,0,elogo51010010.png,0,10,0,2,0,0,20002007,0,1,0,0,0,0,0,0,1,0,0,0
51010011,S2至尊段位,在至尊竞技S2赛季中，达到至尊段位的奖励,32,2,0,0,elogo51010011.png,0,6,0,2,0,0,20002008,0,1,0,0,0,0,0,0,1,0,0,0
51010012,S2大师段位,在至尊竞技S2赛季中，达到大师段位的奖励,32,2,0,0,elogo51010012.png,0,6,0,2,0,0,20002009,0,1,0,0,0,0,0,0,1,0,0,0
51010013,S2钻石段位,在至尊竞技S2赛季中，达到钻石段位的奖励,32,2,0,0,elogo51010013.png,0,6,0,2,0,0,20002010,0,1,0,0,0,0,0,0,1,0,0,0
51010014,S3至尊冠军,在至尊竞技S3赛季中，获得至尊第1名的奖励,32,2,0,0,elogo51010014.png,0,10,0,2,0,0,20002005,0,1,0,0,0,0,0,0,1,0,0,0
51010015,S3至尊亚军,在至尊竞技S3赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010015.png,0,10,0,2,0,0,20002006,0,1,0,0,0,0,0,0,1,0,0,0
51010016,S3至尊季军,在至尊竞技S3赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010016.png,0,10,0,2,0,0,20002007,0,1,0,0,0,0,0,0,1,0,0,0
51010017,S3至尊段位,在至尊竞技S3赛季中，达到至尊段位的奖励,32,2,0,0,elogo51010017.png,0,6,0,2,0,0,20002008,0,1,0,0,0,0,0,0,1,0,0,0
51010018,S3大师段位,在至尊竞技S3赛季中，达到大师段位的奖励,32,2,0,0,elogo51010018.png,0,6,0,2,0,0,20002009,0,1,0,0,0,0,0,0,1,0,0,0
51010019,S3钻石段位,在至尊竞技S3赛季中，达到钻石段位的奖励,32,2,0,0,elogo51010019.png,0,6,0,2,0,0,20002010,0,1,0,0,0,0,0,0,1,0,0,0
51010020,S4至尊冠军,在至尊竞技S4赛季中，获得至尊第1名的奖励,32,2,0,0,elogo51010020.png,0,10,0,2,0,0,20002005,0,1,0,0,0,0,0,0,1,0,0,0
51010021,S4至尊亚军,在至尊竞技S4赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010021.png,0,10,0,2,0,0,20002006,0,1,0,0,0,0,0,0,1,0,0,0
51010022,S4至尊季军,在至尊竞技S4赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010022.png,0,10,0,2,0,0,20002007,0,1,0,0,0,0,0,0,1,0,0,0
51010023,S5至尊冠军,在至尊竞技S5赛季中，获得至尊第1名的奖励,32,2,0,0,elogo51010026.png,0,10,0,2,0,0,20002005,0,1,0,0,0,0,0,0,1,0,0,0
51010024,S5至尊亚军,在至尊竞技S5赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010027.png,0,10,0,2,0,0,20002006,0,1,0,0,0,0,0,0,1,0,0,0
51010025,S5至尊季军,在至尊竞技S5赛季中，获得至尊第2名的奖励,32,2,0,0,elogo51010028.png,0,10,0,2,0,0,20002007,0,1,0,0,0,0,0,0,1,0,0,0
52100101,天命骑士动态头像,天命骑士动态头像,32,1,0,0,elogo11100101.png,0,6,0,999,0,1,40100101,2,1,0,0,0,0,0,1,1,0,0,1
52100102,天命骑士动态头像,天命骑士动态头像,32,2,0,0,elogo11100101.png,0,6,0,999,0,0,40100102,0,1,0,0,0,0,0,0,0,0,0,0
52500701,齐天大圣动态头像,齐天大圣动态头像,32,1,0,0,elogo11500701.png,0,6,0,999,0,1,40500701,2,1,0,0,0,0,0,1,1,0,0,1
52500702,齐天大圣动态头像,齐天大圣动态头像,32,2,0,0,elogo11500701.png,0,6,0,999,0,0,40500702,0,1,0,0,0,0,0,0,0,0,0,0
52600701,霜寒之星动态头像,霜寒之星动态头像,32,1,0,0,elogo11600701.png,0,6,0,999,0,1,40600701,2,1,0,0,0,0,0,1,1,0,0,1
52600702,霜寒之星动态头像,霜寒之星动态头像,32,2,0,0,elogo11600701.png,0,6,0,999,0,0,40600702,0,1,0,0,0,0,0,0,0,0,0,0
30200103,10元充值卡,使用后获得10元充值钻石，增加对应VIP经验,7,15,0,0,elogo78000019.png,0,8,0,9999,0,1,0,2,1014,0,0,0,0,50005,0,0,1,0,1
30200104,30元充值卡,使用后获得30元充值钻石，增加对应VIP经验,7,15,0,0,elogo78000011.png,0,8,0,9999,0,1,0,2,1014,0,0,0,0,50006,0,0,1,0,1
30200105,100元充值卡,使用后获得100元充值钻石，增加对应VIP经验,7,15,0,0,elogo78000020.png,0,8,0,9999,0,1,0,2,1014,0,0,0,0,50007,0,0,1,0,1
30200106,328元充值卡,使用后获得328元充值钻石，增加对应VIP经验,7,15,0,0,elogo78000014.png,0,8,0,9999,0,1,0,2,1014,0,0,0,0,50008,0,0,1,0,1
