id,w,h,backdata,mapdata,scenedata,enemyplace,heropoint,pngid,mapdown,mapup
112001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112001.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112002,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112002.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112003,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112003.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112004,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112004.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112005,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112005.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112006,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112006.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112007,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112007.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112008,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112008.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112009,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112009.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112010,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112010.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112101,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112101.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112102,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112102.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112103,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112103.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112104,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112104.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112105,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112105.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112106,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112106.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112107,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112107.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112108,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112108.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112109,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112109.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112110,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112110.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112201,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112201.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112202,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112202.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112203,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112203.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112204,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112204.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112205,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112205.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112206,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112206.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112207,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112207.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112208,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112208.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112209,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112209.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112210,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112210.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112301,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112301.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112302,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112302.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112303,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112303.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112304,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112304.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112305,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112305.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112306,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112306.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112307,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112307.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112308,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112308.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112309,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112309.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112310,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112310.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112401,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112401.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112402,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112402.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112403,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112403.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112404,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112404.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112405,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112405.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112406,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112406.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112407,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112407.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112408,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112408.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112409,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112409.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112410,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112410.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112501,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112501.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112502,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112502.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112503,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112503.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112504,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112504.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112505,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112505.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112506,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112506.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112507,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112507.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112508,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112508.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112509,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112509.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112510,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112510.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112601,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112601.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112602,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112602.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112603,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112603.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112604,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112604.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112605,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112605.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112606,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112606.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112607,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112607.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112608,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112608.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112609,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112609.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112610,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112610.csv,heropoint110101.csv,0,ditu2.png,dingtu1.png
112701,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112701.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112702,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112702.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112703,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112703.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112704,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112704.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112705,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112705.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112706,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112706.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112707,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112707.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112708,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112708.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112709,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112709.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112710,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112710.csv,heropoint110101.csv,0,ditu1.png,dingtu1.png
112801,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112801.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112802,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112802.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112803,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112803.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112804,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112804.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112805,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112805.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112806,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112806.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112807,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112807.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112808,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112808.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112809,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112809.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112810,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112810.csv,heropoint110101.csv,0,ditu3.png,dingtu1.png
112901,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112901.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112902,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112902.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112903,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112903.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112904,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112904.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112905,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112905.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112906,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112906.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112907,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112907.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112908,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112908.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112909,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112909.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
112910,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace112910.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113002,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113002.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113003,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113003.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113004,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113004.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113005,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113005.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113006,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113006.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113007,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113007.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113008,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113008.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113009,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113009.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
113010,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace113010.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310002,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310002.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310003,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310003.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310004,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310004.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310005,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310005.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310006,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310006.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310007,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310007.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310008,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310008.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310009,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310009.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310010,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310010.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310011,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310011.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310012,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310012.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310013,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310013.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310014,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310014.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310015,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310015.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310016,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310016.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310017,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310017.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310018,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310018.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310019,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310019.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310020,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310020.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310021,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310021.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310022,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310022.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310023,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310023.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310024,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310024.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310025,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310025.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310026,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310026.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310027,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310027.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310028,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310028.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310029,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310029.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310030,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310030.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310031,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310031.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310032,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310032.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310033,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310033.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310034,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310034.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310035,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310035.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310036,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310036.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310037,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310037.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310038,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310038.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310039,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310039.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310040,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310040.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310041,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310041.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310042,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310042.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310043,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310043.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310044,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310044.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310045,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310045.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310046,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310046.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310047,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310047.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310048,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310048.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310049,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310049.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
310050,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace310050.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
320001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace320001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
320002,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace320002.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
320003,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace320003.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
320004,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace320004.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
320005,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace320005.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
600001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace600001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
600002,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace600002.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
600003,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace600003.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
810001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace810001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
820001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace820001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430001,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430001.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430002,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430002.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430003,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430003.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430101,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430101.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430102,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430102.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430103,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430103.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430104,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430104.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430105,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430105.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430106,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430106.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430107,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430107.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430108,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430108.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430109,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430109.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430110,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430110.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430201,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430201.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430202,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430202.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
430203,880,660,back1001a.bgr,mapdata1001a.map,scenedata1001a.csv,enemyplace430203.csv,heropoint110101.csv,0,ditu5.png,dingtu1.png
