id,name,lv,needexp,getexp,fire,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,get_chance,get1,get2,get3,get4,get5,get6
50201021,弩兵·核心,4,300,450,550,7,18,30,18,99,3600,800,9800,190,10,0,0,0
50201021,弩兵·核心,5,600,680,820,7,27,30,27,99,5400,800,9800,190,10,0,0,0
50201021,弩兵·核心,6,1200,1120,1350,7,36,30,36,99,7200,800,9800,190,10,0,0,0
50201021,弩兵·核心,7,2400,1950,2340,7,45,30,45,99,9000,800,9800,190,10,0,0,0
50201021,弩兵·核心,8,3600,3500,4200,7,54,30,54,99,10800,800,9800,190,10,0,0,0
50201021,弩兵·核心,9,6000,5590,6710,7,72,30,72,99,14400,800,9800,190,10,0,0,0
50201021,弩兵·核心,10,0,8760,10510,7,90,30,90,99,18000,800,9800,190,10,0,0,0
50201022,弩兵·核心,1,150,120,140,7,9,30,9,99,1800,10000,9800,190,10,0,0,0
50201022,弩兵·核心,2,330,270,320,7,18,30,18,99,3600,800,9800,190,10,0,0,0
50201022,弩兵·核心,3,420,570,680,7,27,30,27,99,5400,800,9800,190,10,0,0,0
50201022,弩兵·核心,4,600,910,1100,7,36,30,36,99,7200,800,9800,190,10,0,0,0
50201022,弩兵·核心,5,1200,1370,1650,7,54,30,54,99,10800,800,9800,190,10,0,0,0
50201022,弩兵·核心,6,2400,2250,2700,7,72,30,72,99,14400,800,9800,190,10,0,0,0
50201022,弩兵·核心,7,4800,3910,4690,7,90,30,90,99,18000,800,9800,190,10,0,0,0
50201022,弩兵·核心,8,7200,7010,8410,7,108,30,108,99,21600,800,9800,190,10,0,0,0
50201022,弩兵·核心,9,12000,11190,13430,7,144,30,144,99,28800,800,9800,190,10,0,0,0
50201022,弩兵·核心,10,0,17530,21030,7,180,30,180,99,36000,800,9800,190,10,0,0,0
50201023,弩兵·核心,1,300,240,280,7,18,30,18,99,3600,10000,9800,190,10,0,0,0
50201023,弩兵·核心,2,660,540,640,7,36,30,36,99,7200,800,9800,190,10,0,0,0
50201023,弩兵·核心,3,840,1140,1360,7,54,30,54,99,10800,800,9800,190,10,0,0,0
50201023,弩兵·核心,4,1200,1830,2200,7,72,30,72,99,14400,800,9800,190,10,0,0,0
50201023,弩兵·核心,5,2400,2750,3300,7,108,30,108,99,21600,800,9800,190,10,0,0,0
50201023,弩兵·核心,6,4800,4510,5410,7,144,30,144,99,28800,800,9800,190,10,0,0,0
50201023,弩兵·核心,7,9600,7830,9390,7,180,30,180,99,36000,800,9800,190,10,0,0,0
50201023,弩兵·核心,8,14400,14020,16830,7,216,30,216,99,43200,800,9800,190,10,0,0,0
50201023,弩兵·核心,9,24000,22380,26860,7,288,30,288,99,57600,800,9800,190,10,0,0,0
50201023,弩兵·核心,10,0,35060,42070,7,360,30,360,99,72000,800,9800,190,10,0,0,0
50201024,弩兵·核心,1,625,500,600,7,36,30,36,99,7200,10000,9800,190,10,0,0,0
50201024,弩兵·核心,2,1375,1120,1350,7,72,30,72,99,14400,800,9800,190,10,0,0,0
50201024,弩兵·核心,3,1750,2370,2850,7,108,30,108,99,21600,800,9800,190,10,0,0,0
50201024,弩兵·核心,4,2500,3820,4590,7,144,30,144,99,28800,800,9800,190,10,0,0,0
50201024,弩兵·核心,5,5000,5730,6880,7,216,30,216,99,43200,800,9800,190,10,0,0,0
50201024,弩兵·核心,6,10000,9400,11280,7,288,30,288,99,57600,800,9800,190,10,0,0,0
50201024,弩兵·核心,7,20000,16310,19570,7,360,30,360,99,72000,800,9800,190,10,0,0,0
50201024,弩兵·核心,8,30000,29220,35070,7,432,30,432,99,86400,800,9800,190,10,0,0,0
50201024,弩兵·核心,9,50000,46630,55960,7,576,30,576,99,115200,800,9800,190,10,0,0,0
50201024,弩兵·核心,10,0,73050,87660,7,720,30,720,99,144000,800,9800,190,10,0,0,0
50201031,弩兵·精锐,1,75,60,70,8,5,108,1,99,500,10000,9800,190,10,0,0,0
50201031,弩兵·精锐,2,165,130,160,8,9,108,2,99,900,800,9800,190,10,0,0,0
50201031,弩兵·精锐,3,210,280,340,8,14,108,2,99,1400,800,9800,190,10,0,0,0
50201031,弩兵·精锐,4,300,450,550,8,18,108,3,99,1800,800,9800,190,10,0,0,0
50201031,弩兵·精锐,5,600,680,820,8,27,108,5,99,2700,800,9800,190,10,0,0,0
50201031,弩兵·精锐,6,1200,1120,1350,8,36,108,6,99,3600,800,9800,190,10,0,0,0
50201031,弩兵·精锐,7,2400,1950,2340,8,45,108,8,99,4500,800,9800,190,10,0,0,0
50201031,弩兵·精锐,8,3600,3500,4200,8,54,108,9,99,5400,800,9800,190,10,0,0,0
50201031,弩兵·精锐,9,6000,5590,6710,8,72,108,12,99,7200,800,9800,190,10,0,0,0
50201031,弩兵·精锐,10,0,8760,10510,8,90,108,15,99,9000,800,9800,190,10,0,0,0
50201032,弩兵·精锐,1,150,120,140,8,9,108,2,99,900,10000,9800,190,10,0,0,0
50201032,弩兵·精锐,2,330,270,320,8,18,108,3,99,1800,800,9800,190,10,0,0,0
50201032,弩兵·精锐,3,420,570,680,8,27,108,5,99,2700,800,9800,190,10,0,0,0
50201032,弩兵·精锐,4,600,910,1100,8,36,108,6,99,3600,800,9800,190,10,0,0,0
50201032,弩兵·精锐,5,1200,1370,1650,8,54,108,9,99,5400,800,9800,190,10,0,0,0
50201032,弩兵·精锐,6,2400,2250,2700,8,72,108,12,99,7200,800,9800,190,10,0,0,0
50201032,弩兵·精锐,7,4800,3910,4690,8,90,108,15,99,9000,800,9800,190,10,0,0,0
50201032,弩兵·精锐,8,7200,7010,8410,8,108,108,18,99,10800,800,9800,190,10,0,0,0
50201032,弩兵·精锐,9,12000,11190,13430,8,144,108,24,99,14400,800,9800,190,10,0,0,0
50201032,弩兵·精锐,10,0,17530,21030,8,180,108,30,99,18000,800,9800,190,10,0,0,0
50201033,弩兵·精锐,1,300,240,280,8,18,108,3,99,1800,10000,9800,190,10,0,0,0
50201033,弩兵·精锐,2,660,540,640,8,36,108,6,99,3600,800,9800,190,10,0,0,0
50201033,弩兵·精锐,3,840,1140,1360,8,54,108,9,99,5400,800,9800,190,10,0,0,0
50201033,弩兵·精锐,4,1200,1830,2200,8,72,108,12,99,7200,800,9800,190,10,0,0,0
50201033,弩兵·精锐,5,2400,2750,3300,8,108,108,18,99,10800,800,9800,190,10,0,0,0
50201033,弩兵·精锐,6,4800,4510,5410,8,144,108,24,99,14400,800,9800,190,10,0,0,0
50201033,弩兵·精锐,7,9600,7830,9390,8,180,108,30,99,18000,800,9800,190,10,0,0,0
50201033,弩兵·精锐,8,14400,14020,16830,8,216,108,36,99,21600,800,9800,190,10,0,0,0
50201033,弩兵·精锐,9,24000,22380,26860,8,288,108,48,99,28800,800,9800,190,10,0,0,0
50201033,弩兵·精锐,10,0,35060,42070,8,360,108,60,99,36000,800,9800,190,10,0,0,0
50201034,弩兵·精锐,1,625,500,600,8,36,108,6,99,3600,10000,9800,190,10,0,0,0
50201034,弩兵·精锐,2,1375,1120,1350,8,72,108,12,99,7200,800,9800,190,10,0,0,0
50201034,弩兵·精锐,3,1750,2370,2850,8,108,108,18,99,10800,800,9800,190,10,0,0,0
50201034,弩兵·精锐,4,2500,3820,4590,8,144,108,24,99,14400,800,9800,190,10,0,0,0
50201034,弩兵·精锐,5,5000,5730,6880,8,216,108,36,99,21600,800,9800,190,10,0,0,0
50201034,弩兵·精锐,6,10000,9400,11280,8,288,108,48,99,28800,800,9800,190,10,0,0,0
50201034,弩兵·精锐,7,20000,16310,19570,8,360,108,60,99,36000,800,9800,190,10,0,0,0
50201034,弩兵·精锐,8,30000,29220,35070,8,432,108,72,99,43200,800,9800,190,10,0,0,0
50201034,弩兵·精锐,9,50000,46630,55960,8,576,108,96,99,57600,800,9800,190,10,0,0,0
50201034,弩兵·精锐,10,0,73050,87660,8,720,108,120,99,72000,800,9800,190,10,0,0,0
50201041,弩兵·特种,1,75,60,70,6,60,30,5,99,1700,10000,9800,190,10,0,0,0
50201041,弩兵·特种,2,165,130,160,6,120,30,9,99,3300,800,9800,190,10,0,0,0
50201041,弩兵·特种,3,210,280,340,6,180,30,14,99,5000,800,9800,190,10,0,0,0
50201041,弩兵·特种,4,300,450,550,6,240,30,18,99,6600,800,9800,190,10,0,0,0
50201041,弩兵·特种,5,600,680,820,6,360,30,27,99,9900,800,9800,190,10,0,0,0
50201041,弩兵·特种,6,1200,1120,1350,6,480,30,36,99,13200,800,9800,190,10,0,0,0
50201041,弩兵·特种,7,2400,1950,2340,6,600,30,45,99,16500,800,9800,190,10,0,0,0
50201041,弩兵·特种,8,3600,3500,4200,6,720,30,54,99,19800,800,9800,190,10,0,0,0
50201041,弩兵·特种,9,6000,5590,6710,6,960,30,72,99,26400,800,9800,190,10,0,0,0
50201041,弩兵·特种,10,0,8760,10510,6,1200,30,90,99,33000,800,9800,190,10,0,0,0
50201042,弩兵·特种,1,150,120,140,6,120,30,9,99,3300,10000,9800,190,10,0,0,0
50201042,弩兵·特种,2,330,270,320,6,240,30,18,99,6600,800,9800,190,10,0,0,0
50201042,弩兵·特种,3,420,570,680,6,360,30,27,99,9900,800,9800,190,10,0,0,0
50201042,弩兵·特种,4,600,910,1100,6,480,30,36,99,13200,800,9800,190,10,0,0,0
50201042,弩兵·特种,5,1200,1370,1650,6,720,30,54,99,19800,800,9800,190,10,0,0,0
50201042,弩兵·特种,6,2400,2250,2700,6,960,30,72,99,26400,800,9800,190,10,0,0,0
50201042,弩兵·特种,7,4800,3910,4690,6,1200,30,90,99,33000,800,9800,190,10,0,0,0
50201042,弩兵·特种,8,7200,7010,8410,6,1440,30,108,99,39600,800,9800,190,10,0,0,0
50201042,弩兵·特种,9,12000,11190,13430,6,1920,30,144,99,52800,800,9800,190,10,0,0,0
50201042,弩兵·特种,10,0,17530,21030,6,2400,30,180,99,66000,800,9800,190,10,0,0,0
50201043,弩兵·特种,1,300,240,280,6,240,30,18,99,6600,10000,9800,190,10,0,0,0
50201043,弩兵·特种,2,660,540,640,6,480,30,36,99,13200,800,9800,190,10,0,0,0
50201043,弩兵·特种,3,840,1140,1360,6,720,30,54,99,19800,800,9800,190,10,0,0,0
50201043,弩兵·特种,4,1200,1830,2200,6,960,30,72,99,26400,800,9800,190,10,0,0,0
50201043,弩兵·特种,5,2400,2750,3300,6,1440,30,108,99,39600,800,9800,190,10,0,0,0
50201043,弩兵·特种,6,4800,4510,5410,6,1920,30,144,99,52800,800,9800,190,10,0,0,0
50201043,弩兵·特种,7,9600,7830,9390,6,2400,30,180,99,66000,800,9800,190,10,0,0,0
50201043,弩兵·特种,8,14400,14020,16830,6,2880,30,216,99,79200,800,9800,190,10,0,0,0
50201043,弩兵·特种,9,24000,22380,26860,6,3840,30,288,99,105600,800,9800,190,10,0,0,0
50201043,弩兵·特种,10,0,35060,42070,6,4800,30,360,99,132000,800,9800,190,10,0,0,0
50201044,弩兵·特种,1,625,500,600,6,480,30,36,99,13200,10000,9800,190,10,0,0,0
50201044,弩兵·特种,2,1375,1120,1350,6,960,30,72,99,26400,800,9800,190,10,0,0,0
50201044,弩兵·特种,3,1750,2370,2850,6,1440,30,108,99,39600,800,9800,190,10,0,0,0
50201044,弩兵·特种,4,2500,3820,4590,6,1920,30,144,99,52800,800,9800,190,10,0,0,0
50201044,弩兵·特种,5,5000,5730,6880,6,2880,30,216,99,79200,800,9800,190,10,0,0,0
50201044,弩兵·特种,6,10000,9400,11280,6,3840,30,288,99,105600,800,9800,190,10,0,0,0
50201044,弩兵·特种,7,20000,16310,19570,6,4800,30,360,99,132000,800,9800,190,10,0,0,0
50201044,弩兵·特种,8,30000,29220,35070,6,5760,30,432,99,158400,800,9800,190,10,0,0,0
50201044,弩兵·特种,9,50000,46630,55960,6,7680,30,576,99,211200,800,9800,190,10,0,0,0
50201044,弩兵·特种,10,0,73050,87660,6,9600,30,720,99,264000,800,9800,190,10,0,0,0
50202011,丧尸·首领,1,75,60,70,6,360,73,4,99,7200,10000,9800,190,10,0,0,0
50202011,丧尸·首领,2,165,130,160,6,720,73,8,99,14400,800,9800,190,10,0,0,0
50202011,丧尸·首领,3,210,280,340,6,1080,73,11,99,21600,800,9800,190,10,0,0,0
50202011,丧尸·首领,4,300,450,550,6,1440,73,15,99,28800,800,9800,190,10,0,0,0
50202011,丧尸·首领,5,600,680,820,6,2160,73,23,99,43200,800,9800,190,10,0,0,0
50202011,丧尸·首领,6,1200,1120,1350,6,2880,73,30,99,57600,800,9800,190,10,0,0,0
50202011,丧尸·首领,7,2400,1950,2340,6,3600,73,38,99,72000,800,9800,190,10,0,0,0
50202011,丧尸·首领,8,3600,3500,4200,6,4320,73,45,99,86400,800,9800,190,10,0,0,0
50202011,丧尸·首领,9,6000,5590,6710,6,5760,73,60,99,115200,800,9800,190,10,0,0,0
50202011,丧尸·首领,10,0,8760,10510,6,7200,73,75,99,144000,800,9800,190,10,0,0,0
50202012,丧尸·首领,1,150,120,140,6,720,73,8,99,14400,10000,9800,190,10,0,0,0
50202012,丧尸·首领,2,330,270,320,6,1440,73,15,99,28800,800,9800,190,10,0,0,0
50202012,丧尸·首领,3,420,570,680,6,2160,73,23,99,43200,800,9800,190,10,0,0,0
50202012,丧尸·首领,4,600,910,1100,6,2880,73,30,99,57600,800,9800,190,10,0,0,0
50202012,丧尸·首领,5,1200,1370,1650,6,4320,73,45,99,86400,800,9800,190,10,0,0,0
50202012,丧尸·首领,6,2400,2250,2700,6,5760,73,60,99,115200,800,9800,190,10,0,0,0
50202012,丧尸·首领,7,4800,3910,4690,6,7200,73,75,99,144000,800,9800,190,10,0,0,0
50202012,丧尸·首领,8,7200,7010,8410,6,8640,73,90,99,172800,800,9800,190,10,0,0,0
50202012,丧尸·首领,9,12000,11190,13430,6,11520,73,120,99,230400,800,9800,190,10,0,0,0
50202012,丧尸·首领,10,0,17530,21030,6,14400,73,150,99,288000,800,9800,190,10,0,0,0
50202013,丧尸·首领,1,300,240,280,6,1440,73,15,99,28800,10000,9800,190,10,0,0,0
50202013,丧尸·首领,2,660,540,640,6,2880,73,30,99,57600,800,9800,190,10,0,0,0
50202013,丧尸·首领,3,840,1140,1360,6,4320,73,45,99,86400,800,9800,190,10,0,0,0
50202013,丧尸·首领,4,1200,1830,2200,6,5760,73,60,99,115200,800,9800,190,10,0,0,0
50202013,丧尸·首领,5,2400,2750,3300,6,8640,73,90,99,172800,800,9800,190,10,0,0,0
50202013,丧尸·首领,6,4800,4510,5410,6,11520,73,120,99,230400,800,9800,190,10,0,0,0
50202013,丧尸·首领,7,9600,7830,9390,6,14400,73,150,99,288000,800,9800,190,10,0,0,0
50202013,丧尸·首领,8,14400,14020,16830,6,17280,73,180,99,345600,800,9800,190,10,0,0,0
50202013,丧尸·首领,9,24000,22380,26860,6,23040,73,240,99,460800,800,9800,190,10,0,0,0
50202013,丧尸·首领,10,0,35060,42070,6,28800,73,300,99,576000,800,9800,190,10,0,0,0
50202014,丧尸·首领,1,625,500,600,6,2880,73,30,99,57600,10000,9800,190,10,0,0,0
50202014,丧尸·首领,2,1375,1120,1350,6,5760,73,60,99,115200,800,9800,190,10,0,0,0
50202014,丧尸·首领,3,1750,2370,2850,6,8640,73,90,99,172800,800,9800,190,10,0,0,0
50202014,丧尸·首领,4,2500,3820,4590,6,11520,73,120,99,230400,800,9800,190,10,0,0,0
50202014,丧尸·首领,5,5000,5730,6880,6,17280,73,180,99,345600,800,9800,190,10,0,0,0
50202014,丧尸·首领,6,10000,9400,11280,6,23040,73,240,99,460800,800,9800,190,10,0,0,0
50202014,丧尸·首领,7,20000,16310,19570,6,28800,73,300,99,576000,800,9800,190,10,0,0,0
50202014,丧尸·首领,8,30000,29220,35070,6,34560,73,360,99,691200,800,9800,190,10,0,0,0
50202014,丧尸·首领,9,50000,46630,55960,6,46080,73,480,99,921600,800,9800,190,10,0,0,0
50202014,丧尸·首领,10,0,73050,87660,6,57600,73,600,99,1152000,800,9800,190,10,0,0,0
50202021,丧尸·核心,1,75,60,70,29,5,30,5,99,1000,10000,9800,190,10,0,0,0
50202021,丧尸·核心,2,165,130,160,29,9,30,9,99,1800,800,9800,190,10,0,0,0
50202021,丧尸·核心,3,210,280,340,29,14,30,14,99,2800,800,9800,190,10,0,0,0
50202021,丧尸·核心,4,300,450,550,29,18,30,18,99,3600,800,9800,190,10,0,0,0
50202021,丧尸·核心,5,600,680,820,29,27,30,27,99,5400,800,9800,190,10,0,0,0
50202021,丧尸·核心,6,1200,1120,1350,29,36,30,36,99,7200,800,9800,190,10,0,0,0
50202021,丧尸·核心,7,2400,1950,2340,29,45,30,45,99,9000,800,9800,190,10,0,0,0
50202021,丧尸·核心,8,3600,3500,4200,29,54,30,54,99,10800,800,9800,190,10,0,0,0
50202021,丧尸·核心,9,6000,5590,6710,29,72,30,72,99,14400,800,9800,190,10,0,0,0
50202021,丧尸·核心,10,0,8760,10510,29,90,30,90,99,18000,800,9800,190,10,0,0,0
50202022,丧尸·核心,1,150,120,140,29,9,30,9,99,1800,10000,9800,190,10,0,0,0
50202022,丧尸·核心,2,330,270,320,29,18,30,18,99,3600,800,9800,190,10,0,0,0
50202022,丧尸·核心,3,420,570,680,29,27,30,27,99,5400,800,9800,190,10,0,0,0
50202022,丧尸·核心,4,600,910,1100,29,36,30,36,99,7200,800,9800,190,10,0,0,0
50202022,丧尸·核心,5,1200,1370,1650,29,54,30,54,99,10800,800,9800,190,10,0,0,0
50202022,丧尸·核心,6,2400,2250,2700,29,72,30,72,99,14400,800,9800,190,10,0,0,0
50202022,丧尸·核心,7,4800,3910,4690,29,90,30,90,99,18000,800,9800,190,10,0,0,0
50202022,丧尸·核心,8,7200,7010,8410,29,108,30,108,99,21600,800,9800,190,10,0,0,0
50202022,丧尸·核心,9,12000,11190,13430,29,144,30,144,99,28800,800,9800,190,10,0,0,0
50202022,丧尸·核心,10,0,17530,21030,29,180,30,180,99,36000,800,9800,190,10,0,0,0
50202023,丧尸·核心,1,300,240,280,29,18,30,18,99,3600,10000,9800,190,10,0,0,0
50202023,丧尸·核心,2,660,540,640,29,36,30,36,99,7200,800,9800,190,10,0,0,0
50202023,丧尸·核心,3,840,1140,1360,29,54,30,54,99,10800,800,9800,190,10,0,0,0
50202023,丧尸·核心,4,1200,1830,2200,29,72,30,72,99,14400,800,9800,190,10,0,0,0
50202023,丧尸·核心,5,2400,2750,3300,29,108,30,108,99,21600,800,9800,190,10,0,0,0
50202023,丧尸·核心,6,4800,4510,5410,29,144,30,144,99,28800,800,9800,190,10,0,0,0
50202023,丧尸·核心,7,9600,7830,9390,29,180,30,180,99,36000,800,9800,190,10,0,0,0
50202023,丧尸·核心,8,14400,14020,16830,29,216,30,216,99,43200,800,9800,190,10,0,0,0
50202023,丧尸·核心,9,24000,22380,26860,29,288,30,288,99,57600,800,9800,190,10,0,0,0
50202023,丧尸·核心,10,0,35060,42070,29,360,30,360,99,72000,800,9800,190,10,0,0,0
50202024,丧尸·核心,1,625,500,600,29,36,30,36,99,7200,10000,9800,190,10,0,0,0
50202024,丧尸·核心,2,1375,1120,1350,29,72,30,72,99,14400,800,9800,190,10,0,0,0
50202024,丧尸·核心,3,1750,2370,2850,29,108,30,108,99,21600,800,9800,190,10,0,0,0
50202024,丧尸·核心,4,2500,3820,4590,29,144,30,144,99,28800,800,9800,190,10,0,0,0
50202024,丧尸·核心,5,5000,5730,6880,29,216,30,216,99,43200,800,9800,190,10,0,0,0
50202024,丧尸·核心,6,10000,9400,11280,29,288,30,288,99,57600,800,9800,190,10,0,0,0
50202024,丧尸·核心,7,20000,16310,19570,29,360,30,360,99,72000,800,9800,190,10,0,0,0
50202024,丧尸·核心,8,30000,29220,35070,29,432,30,432,99,86400,800,9800,190,10,0,0,0
50202024,丧尸·核心,9,50000,46630,55960,29,576,30,576,99,115200,800,9800,190,10,0,0,0
50202024,丧尸·核心,10,0,73050,87660,29,720,30,720,99,144000,800,9800,190,10,0,0,0
50202031,丧尸·精锐,1,75,60,70,30,5,73,1,99,500,10000,9800,190,10,0,0,0
50202031,丧尸·精锐,2,165,130,160,30,9,73,2,99,900,800,9800,190,10,0,0,0
50202031,丧尸·精锐,3,210,280,340,30,14,73,2,99,1400,800,9800,190,10,0,0,0
50202031,丧尸·精锐,4,300,450,550,30,18,73,3,99,1800,800,9800,190,10,0,0,0
50202031,丧尸·精锐,5,600,680,820,30,27,73,5,99,2700,800,9800,190,10,0,0,0
50202031,丧尸·精锐,6,1200,1120,1350,30,36,73,6,99,3600,800,9800,190,10,0,0,0
50202031,丧尸·精锐,7,2400,1950,2340,30,45,73,8,99,4500,800,9800,190,10,0,0,0
50202031,丧尸·精锐,8,3600,3500,4200,30,54,73,9,99,5400,800,9800,190,10,0,0,0
50202031,丧尸·精锐,9,6000,5590,6710,30,72,73,12,99,7200,800,9800,190,10,0,0,0
50202031,丧尸·精锐,10,0,8760,10510,30,90,73,15,99,9000,800,9800,190,10,0,0,0
50202032,丧尸·精锐,1,150,120,140,30,9,73,2,99,900,10000,9800,190,10,0,0,0
50202032,丧尸·精锐,2,330,270,320,30,18,73,3,99,1800,800,9800,190,10,0,0,0
50202032,丧尸·精锐,3,420,570,680,30,27,73,5,99,2700,800,9800,190,10,0,0,0
50202032,丧尸·精锐,4,600,910,1100,30,36,73,6,99,3600,800,9800,190,10,0,0,0
50202032,丧尸·精锐,5,1200,1370,1650,30,54,73,9,99,5400,800,9800,190,10,0,0,0
50202032,丧尸·精锐,6,2400,2250,2700,30,72,73,12,99,7200,800,9800,190,10,0,0,0
50202032,丧尸·精锐,7,4800,3910,4690,30,90,73,15,99,9000,800,9800,190,10,0,0,0
50202032,丧尸·精锐,8,7200,7010,8410,30,108,73,18,99,10800,800,9800,190,10,0,0,0
50202032,丧尸·精锐,9,12000,11190,13430,30,144,73,24,99,14400,800,9800,190,10,0,0,0
50202032,丧尸·精锐,10,0,17530,21030,30,180,73,30,99,18000,800,9800,190,10,0,0,0
50202033,丧尸·精锐,1,300,240,280,30,18,73,3,99,1800,10000,9800,190,10,0,0,0
50202033,丧尸·精锐,2,660,540,640,30,36,73,6,99,3600,800,9800,190,10,0,0,0
50202033,丧尸·精锐,3,840,1140,1360,30,54,73,9,99,5400,800,9800,190,10,0,0,0
50202033,丧尸·精锐,4,1200,1830,2200,30,72,73,12,99,7200,800,9800,190,10,0,0,0
50202033,丧尸·精锐,5,2400,2750,3300,30,108,73,18,99,10800,800,9800,190,10,0,0,0
50202033,丧尸·精锐,6,4800,4510,5410,30,144,73,24,99,14400,800,9800,190,10,0,0,0
50202033,丧尸·精锐,7,9600,7830,9390,30,180,73,30,99,18000,800,9800,190,10,0,0,0
50202033,丧尸·精锐,8,14400,14020,16830,30,216,73,36,99,21600,800,9800,190,10,0,0,0
50202033,丧尸·精锐,9,24000,22380,26860,30,288,73,48,99,28800,800,9800,190,10,0,0,0
50202033,丧尸·精锐,10,0,35060,42070,30,360,73,60,99,36000,800,9800,190,10,0,0,0
50202034,丧尸·精锐,1,625,500,600,30,36,73,6,99,3600,10000,9800,190,10,0,0,0
50202034,丧尸·精锐,2,1375,1120,1350,30,72,73,12,99,7200,800,9800,190,10,0,0,0
50202034,丧尸·精锐,3,1750,2370,2850,30,108,73,18,99,10800,800,9800,190,10,0,0,0
50202034,丧尸·精锐,4,2500,3820,4590,30,144,73,24,99,14400,800,9800,190,10,0,0,0
50202034,丧尸·精锐,5,5000,5730,6880,30,216,73,36,99,21600,800,9800,190,10,0,0,0
50202034,丧尸·精锐,6,10000,9400,11280,30,288,73,48,99,28800,800,9800,190,10,0,0,0
50202034,丧尸·精锐,7,20000,16310,19570,30,360,73,60,99,36000,800,9800,190,10,0,0,0
50202034,丧尸·精锐,8,30000,29220,35070,30,432,73,72,99,43200,800,9800,190,10,0,0,0
50202034,丧尸·精锐,9,50000,46630,55960,30,576,73,96,99,57600,800,9800,190,10,0,0,0
50202034,丧尸·精锐,10,0,73050,87660,30,720,73,120,99,72000,800,9800,190,10,0,0,0
50202041,丧尸·特种,1,75,60,70,6,45,29,5,99,1400,10000,9800,190,10,0,0,0
50202041,丧尸·特种,2,165,130,160,6,90,29,9,99,2700,800,9800,190,10,0,0,0
50202041,丧尸·特种,3,210,280,340,6,135,29,14,99,4100,800,9800,190,10,0,0,0
50202041,丧尸·特种,4,300,450,550,6,180,29,18,99,5400,800,9800,190,10,0,0,0
50202041,丧尸·特种,5,600,680,820,6,270,29,27,99,8100,800,9800,190,10,0,0,0
50202041,丧尸·特种,6,1200,1120,1350,6,360,29,36,99,10800,800,9800,190,10,0,0,0
50202041,丧尸·特种,7,2400,1950,2340,6,450,29,45,99,13500,800,9800,190,10,0,0,0
50202041,丧尸·特种,8,3600,3500,4200,6,540,29,54,99,16200,800,9800,190,10,0,0,0
50202041,丧尸·特种,9,6000,5590,6710,6,720,29,72,99,21600,800,9800,190,10,0,0,0
50202041,丧尸·特种,10,0,8760,10510,6,900,29,90,99,27000,800,9800,190,10,0,0,0
50202042,丧尸·特种,1,150,120,140,6,90,29,9,99,2700,10000,9800,190,10,0,0,0
50202042,丧尸·特种,2,330,270,320,6,180,29,18,99,5400,800,9800,190,10,0,0,0
50202042,丧尸·特种,3,420,570,680,6,270,29,27,99,8100,800,9800,190,10,0,0,0
50202042,丧尸·特种,4,600,910,1100,6,360,29,36,99,10800,800,9800,190,10,0,0,0
50202042,丧尸·特种,5,1200,1370,1650,6,540,29,54,99,16200,800,9800,190,10,0,0,0
50202042,丧尸·特种,6,2400,2250,2700,6,720,29,72,99,21600,800,9800,190,10,0,0,0
50202042,丧尸·特种,7,4800,3910,4690,6,900,29,90,99,27000,800,9800,190,10,0,0,0
50202042,丧尸·特种,8,7200,7010,8410,6,1080,29,108,99,32400,800,9800,190,10,0,0,0
50202042,丧尸·特种,9,12000,11190,13430,6,1440,29,144,99,43200,800,9800,190,10,0,0,0
50202042,丧尸·特种,10,0,17530,21030,6,1800,29,180,99,54000,800,9800,190,10,0,0,0
50202043,丧尸·特种,1,300,240,280,6,180,29,18,99,5400,10000,9800,190,10,0,0,0
50202043,丧尸·特种,2,660,540,640,6,360,29,36,99,10800,800,9800,190,10,0,0,0
50202043,丧尸·特种,3,840,1140,1360,6,540,29,54,99,16200,800,9800,190,10,0,0,0
50202043,丧尸·特种,4,1200,1830,2200,6,720,29,72,99,21600,800,9800,190,10,0,0,0
50202043,丧尸·特种,5,2400,2750,3300,6,1080,29,108,99,32400,800,9800,190,10,0,0,0
50202043,丧尸·特种,6,4800,4510,5410,6,1440,29,144,99,43200,800,9800,190,10,0,0,0
50202043,丧尸·特种,7,9600,7830,9390,6,1800,29,180,99,54000,800,9800,190,10,0,0,0
50202043,丧尸·特种,8,14400,14020,16830,6,2160,29,216,99,64800,800,9800,190,10,0,0,0
50202043,丧尸·特种,9,24000,22380,26860,6,2880,29,288,99,86400,800,9800,190,10,0,0,0
50202043,丧尸·特种,10,0,35060,42070,6,3600,29,360,99,108000,800,9800,190,10,0,0,0
50202044,丧尸·特种,1,625,500,600,6,360,29,36,99,10800,10000,9800,190,10,0,0,0
50202044,丧尸·特种,2,1375,1120,1350,6,720,29,72,99,21600,800,9800,190,10,0,0,0
50202044,丧尸·特种,3,1750,2370,2850,6,1080,29,108,99,32400,800,9800,190,10,0,0,0
50202044,丧尸·特种,4,2500,3820,4590,6,1440,29,144,99,43200,800,9800,190,10,0,0,0
50202044,丧尸·特种,5,5000,5730,6880,6,2160,29,216,99,64800,800,9800,190,10,0,0,0
50202044,丧尸·特种,6,10000,9400,11280,6,2880,29,288,99,86400,800,9800,190,10,0,0,0
50202044,丧尸·特种,7,20000,16310,19570,6,3600,29,360,99,108000,800,9800,190,10,0,0,0
50202044,丧尸·特种,8,30000,29220,35070,6,4320,29,432,99,129600,800,9800,190,10,0,0,0
