id,activity_type,activity_periods,hero,duty,seevip,needvip,needquality,txt,pay,amount,limit,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4
191,1801,4,6007,群体输出型英雄,13,13,14,达到神话4星品质解锁,1,648,2,201,1,923,0,0,91000002,648000,40000021,2,81000002,200,0,0
192,1801,4,6007,群体输出型英雄,13,13,15,达到神话5星品质解锁,1,648,2,201,1,924,0,0,91000002,648000,40000026,2,81000002,200,0,0
193,1804,1,4015,单体辅助型英雄,0,0,4,达到精英品质解锁,0,0,1,0,0,0,0,0,91000044,2000,0,0,0,0,0,0
194,1804,1,4015,单体辅助型英雄,0,0,5,达到精英+品质解锁,0,0,1,0,0,0,0,0,30100104,9,0,0,0,0,0,0
195,1804,1,4015,单体辅助型英雄,0,0,6,达到史诗品质解锁,0,0,1,0,0,0,0,0,91000056,300,0,0,0,0,0,0
196,1804,1,4015,单体辅助型英雄,0,0,7,达到史诗+品质解锁,0,0,1,0,0,0,0,0,82000001,2,0,0,0,0,0,0
197,1804,1,4015,单体辅助型英雄,5,5,8,达到传说品质解锁,0,0,1,0,0,0,0,0,30020069,1,0,0,0,0,0,0
198,1804,1,4015,单体辅助型英雄,5,5,9,达到传说+品质解锁,0,0,1,0,0,0,0,0,40000004,50,0,0,0,0,0,0
199,1804,1,4015,单体辅助型英雄,5,5,10,达到神话品质解锁,0,0,1,0,0,0,0,0,52500701,1,0,0,0,0,0,0
200,1804,1,4015,单体辅助型英雄,13,13,11,达到神话1星品质解锁,0,0,1,0,0,0,0,0,11401501,1,0,0,0,0,0,0
201,1804,1,4015,单体辅助型英雄,13,13,12,达到神话2星品质解锁,0,0,1,0,0,0,0,0,40000021,1,81000002,30,0,0,0,0
202,1804,1,4015,单体辅助型英雄,13,13,13,达到神话3星品质解锁,0,0,1,0,0,0,0,0,40000009,30,91000056,300,0,0,0,0
203,1804,1,4015,单体辅助型英雄,13,13,14,达到神话4星品质解锁,0,0,1,0,0,0,0,0,40000026,1,81000002,60,0,0,0,0
204,1804,1,4015,单体辅助型英雄,13,13,15,达到神话5星品质解锁,0,0,1,0,0,0,0,0,30200000,1,91000001,10000000,0,0,0,0
205,1804,1,4015,单体辅助型英雄,0,0,4,达到精英品质解锁,1,30,1,201,1,949,0,0,91000002,30000,13000002,60,0,0,0,0
206,1804,1,4015,单体辅助型英雄,0,0,5,达到精英+品质解锁,1,68,3,201,1,950,0,0,91000002,68000,30100104,9,0,0,0,0
207,1804,1,4015,单体辅助型英雄,0,0,6,达到史诗品质解锁,1,328,2,201,1,951,0,0,91000002,328000,42010002,10,11401501,1,0,0
208,1804,1,4015,单体辅助型英雄,0,0,7,达到史诗+品质解锁,1,198,2,201,1,952,0,0,91000002,198000,30100104,27,0,0,0,0
209,1804,1,4015,单体辅助型英雄,5,5,8,达到传说品质解锁,1,328,2,201,1,953,0,0,91000002,328000,30100104,45,0,0,0,0
210,1804,1,4015,单体辅助型英雄,5,5,9,达到传说+品质解锁,1,198,2,201,1,954,0,0,91000002,198000,40000004,110,0,0,0,0
211,1804,1,4015,单体辅助型英雄,5,5,10,达到神话品质解锁,1,163,2,201,1,955,0,0,91000002,163000,11401501,2,91000056,100,0,0
212,1804,1,4015,单体辅助型英雄,13,13,11,达到神话1星品质解锁,1,198,2,201,1,956,0,0,91000002,233000,30020069,1,91000056,300,0,0
213,1804,1,4015,单体辅助型英雄,13,13,12,达到神话2星品质解锁,1,328,2,201,1,957,0,0,91000002,328000,30200000,1,0,0,0,0
214,1804,1,4015,单体辅助型英雄,13,13,13,达到神话3星品质解锁,1,648,2,201,1,958,0,0,91000002,648000,40000009,160,0,0,0,0
215,1804,1,4015,单体辅助型英雄,13,13,14,达到神话4星品质解锁,1,648,2,201,1,959,0,0,91000002,648000,40000021,2,40000026,2,0,0
216,1804,1,4015,单体辅助型英雄,13,13,15,达到神话5星品质解锁,1,648,2,201,1,960,0,0,91000002,648000,30100004,2,91000056,1600,0,0
