id,sort,chapter,type,dec,titlet,begin,txt,thingid,explore,item1,num1,item2,num2,item3,num3,item4,num4
168,5,18,1,        我们来到了奥克斯坦，却没想到加莱也在这里。,18-10 死亡骑士,尊敬的领主大人：,\n    他曾经是兄长，为了让我们安全撤退牺牲自己，现在却只能对他刀兵相向。,1810,0,0,0,0,0,0,0,0,0
169,1,18,2,18-2 遗迹,18-2 遗迹,0,0,1802,20,91000001,100,0,0,0,0,0,0
170,2,18,2,18-4 暗灵刺客,18-4 暗灵刺客,0,0,1804,20,91000001,100,0,0,0,0,0,0
171,3,18,2,18-6 暗灵刺客,18-6 暗灵刺客,0,0,1806,20,91000001,100,0,0,0,0,0,0
172,4,18,2,18-7 遗迹,18-7 遗迹,0,0,1807,20,91000001,100,0,0,0,0,0,0
173,5,18,2,18-9 死亡祭司,18-9 死亡祭司,0,0,1809,20,91000001,100,0,0,0,0,0,0
174,1,19,1,        流沙古的巨龙拒绝合作，我们只能打败它取得神器了。,19-1 冰眼,尊敬的领主大人：,\n    刀客总是以耍帅的姿态拦住我们的道路。,1901,0,0,0,0,0,0,0,0,0
175,2,19,1,        流沙古的巨龙拒绝合作，我们只能打败它取得神器了。,19-3 冰系法师,尊敬的领主大人：,\n    冰系法师觉得我们热，所以来给我驱热。,1903,0,0,0,0,0,0,0,0,0
176,3,19,1,        流沙古的巨龙拒绝合作，我们只能打败它取得神器了。,19-5 死魂曲,尊敬的领主大人：,\n    冰系法师不甘心自己被击败，于是再度拦住我们的道路。,1905,0,0,0,0,0,0,0,0,0
177,4,19,1,        流沙古的巨龙拒绝合作，我们只能打败它取得神器了。,19-8 暗灵刺客,尊敬的领主大人：,\n    刺客准备暗杀我们。,1908,0,0,0,0,0,0,0,0,0
178,5,19,1,        流沙古的巨龙拒绝合作，我们只能打败它取得神器了。,19-10 洛加尔,尊敬的领主大人：,\n    巨龙洛加尔不愿意合作，我们只好战斗。,1910,0,0,0,0,0,0,0,0,0
179,1,19,2,19-2 遗迹,19-2 遗迹,0,0,1902,20,91000001,100,0,0,0,0,0,0
180,2,19,2,19-4 刀客,19-4 刀客,0,0,1904,20,91000001,100,0,0,0,0,0,0
181,3,19,2,19-6 暗灵刺客,19-6 暗灵刺客,0,0,1906,20,91000001,100,0,0,0,0,0,0
182,4,19,2,19-7 遗迹,19-7 遗迹,0,0,1907,20,91000001,100,0,0,0,0,0,0
183,5,19,2,19-9 暗灵祭司,19-9 暗灵祭司,0,0,1909,20,91000001,100,0,0,0,0,0,0
184,1,20,1,        来到战斧平原，寻找巨龙苏琳娜的下落。,20-1 黑暗精灵,尊敬的领主大人：,\n    平原精灵出现了，想要拦住我们前行的步伐。,2001,0,0,0,0,0,0,0,0,0
185,2,20,1,        来到战斧平原，寻找巨龙苏琳娜的下落。,20-3 鹿之精灵,尊敬的领主大人：,\n    这只小鹿看起来凶凶的，不让我们通过。,2003,0,0,0,0,0,0,0,0,0
186,3,20,1,        来到战斧平原，寻找巨龙苏琳娜的下落。,20-5 黑暗主母,尊敬的领主大人：,\n    小鹿上次失败后哭了一天，痛定思痛决定再来挑战我们。,2005,0,0,0,0,0,0,0,0,0
187,4,20,1,        来到战斧平原，寻找巨龙苏琳娜的下落。,20-8 鹿之精灵,尊敬的领主大人：,\n    很显然，这是一只百折不挠的鹿。,2008,0,0,0,0,0,0,0,0,0
188,5,20,1,        来到战斧平原，寻找巨龙苏琳娜的下落。,20-10 冰晶天使,尊敬的领主大人：,\n    精灵女王无法对精灵们的伤亡视而不见，亲自出马打算教训我们。,2010,0,0,0,0,0,0,0,0,0
189,1,20,2,20-2 遗迹,20-2 遗迹,0,0,2002,20,91000001,100,0,0,0,0,0,0
190,2,20,2,20-4 平原精灵,20-4 平原精灵,0,0,2004,20,91000001,100,0,0,0,0,0,0
191,3,20,2,20-6 平原精灵,20-6 平原精灵,0,0,2006,20,91000001,100,0,0,0,0,0,0
192,4,20,2,20-7 遗迹,20-7 遗迹,0,0,2007,20,91000001,100,0,0,0,0,0,0
193,5,20,2,20-9 平原精灵,20-9 平原精灵,0,0,2009,20,91000001,100,0,0,0,0,0,0
194,1,21,1,        来到断牙平原，再次遭遇了宿敌暮光骑士。,21-1 复仇天使,尊敬的领主大人：,\n    暗灵刺客说暮光骑士根本不承认自己是加莱。,2101,0,0,0,0,0,0,0,0,0
195,2,21,1,        来到断牙平原，再次遭遇了宿敌暮光骑士。,21-3 暗灵祭司,尊敬的领主大人：,\n    暗灵祭司说暮光骑士传话，忘了那个曾经的兄长吧。,2103,0,0,0,0,0,0,0,0,0
196,3,21,1,        来到断牙平原，再次遭遇了宿敌暮光骑士。,21-5 众神之剑,尊敬的领主大人：,\n    得到暮光骑士的密信：过去的确是他被暗灵控制，但已经回不到过去了。,2105,0,0,0,0,0,0,0,0,0
197,4,21,1,        来到断牙平原，再次遭遇了宿敌暮光骑士。,21-8 暗灵祭司,尊敬的领主大人：,\n    得到暮光骑士的密信：希望你能找齐神器，也能……解放我，亲爱的弟弟。,2108,0,0,0,0,0,0,0,0,0
198,5,21,1,        来到断牙平原，再次遭遇了宿敌暮光骑士。,21-10 暗灵骑士,尊敬的领主大人：,\n    得到密信：弟弟，我们之间的一切，还不是时候清算。,2110,0,0,0,0,0,0,0,0,0
199,1,21,2,21-2 遗迹,21-2 遗迹,0,0,2102,20,91000001,100,0,0,0,0,0,0
200,2,21,2,21-4 暗灵刺客,21-4 暗灵刺客,0,0,2104,20,91000001,100,0,0,0,0,0,0
201,3,21,2,21-6 暗灵刺客,21-6 暗灵刺客,0,0,2106,20,91000001,100,0,0,0,0,0,0
202,4,21,2,21-7 遗迹,21-7 遗迹,0,0,2107,20,91000001,100,0,0,0,0,0,0
203,5,21,2,21-9 暗灵刺客,21-9 暗灵刺客,0,0,2109,20,91000001,100,0,0,0,0,0,0
204,1,22,1,        通过这座雪山，就能到达矮人的王国。,22-1 失心精灵,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2201,0,0,0,0,0,0,0,0,0
205,2,22,1,        通过这座雪山，就能到达矮人的王国。,22-3 暗灵祭司,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2203,0,0,0,0,0,0,0,0,0
206,3,22,1,        通过这座雪山，就能到达矮人的王国。,22-5 迷失圣女,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2205,0,0,0,0,0,0,0,0,0
207,4,22,1,        通过这座雪山，就能到达矮人的王国。,22-8 失心精灵,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2208,0,0,0,0,0,0,0,0,0
208,5,22,1,        通过这座雪山，就能到达矮人的王国。,22-10 苏琳娜,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,2210,0,0,0,0,0,0,0,0,0
209,1,22,2,22-2 遗迹,22-2 遗迹,0,0,2202,20,91000001,100,0,0,0,0,0,0
210,2,22,2,22-4 失心精灵,22-4 失心精灵,0,0,2204,20,91000001,100,0,0,0,0,0,0
211,3,22,2,22-6 暗灵刺客,22-6 暗灵刺客,0,0,2206,20,91000001,100,0,0,0,0,0,0
212,4,22,2,22-7 遗迹,22-7 遗迹,0,0,2207,20,91000001,100,0,0,0,0,0,0
213,5,22,2,22-9 暗灵刺客,22-9 暗灵刺客,0,0,2209,20,91000001,100,0,0,0,0,0,0
214,1,23,1,        通过这座雪山，就能到达矮人的王国。,23-1 熔岩恶魔,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2301,0,0,0,0,0,0,0,0,0
215,2,23,1,        通过这座雪山，就能到达矮人的王国。,23-3 小恶魔,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2303,0,0,0,0,0,0,0,0,0
216,3,23,1,        通过这座雪山，就能到达矮人的王国。,23-5 闪耀之火,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2305,0,0,0,0,0,0,0,0,0
217,4,23,1,        通过这座雪山，就能到达矮人的王国。,23-8 恶魔咆哮,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2308,0,0,0,0,0,0,0,0,0
218,5,23,1,        通过这座雪山，就能到达矮人的王国。,23-10 火焰领主,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,2310,0,0,0,0,0,0,0,0,0
219,1,23,2,23-2 遗迹,23-2 遗迹,0,0,2302,20,91000001,100,0,0,0,0,0,0
220,2,23,2,23-4 恶魔咆哮,23-4 恶魔咆哮,0,0,2304,20,91000001,100,0,0,0,0,0,0
221,3,23,2,23-6 恶魔战士,23-6 恶魔战士,0,0,2306,20,91000001,100,0,0,0,0,0,0
222,4,23,2,23-7 遗迹,23-7 遗迹,0,0,2307,20,91000001,100,0,0,0,0,0,0
223,5,23,2,23-9 恶魔战士,23-9 恶魔战士,0,0,2309,20,91000001,100,0,0,0,0,0,0
224,1,24,1,        通过这座雪山，就能到达矮人的王国。,24-1 灵界之主,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2401,0,0,0,0,0,0,0,0,0
225,2,24,1,        通过这座雪山，就能到达矮人的王国。,24-3 暗灵刺客,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2403,0,0,0,0,0,0,0,0,0
226,3,24,1,        通过这座雪山，就能到达矮人的王国。,24-5 血魔追魂,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2405,0,0,0,0,0,0,0,0,0
227,4,24,1,        通过这座雪山，就能到达矮人的王国。,24-8 暗灵刺客,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2408,0,0,0,0,0,0,0,0,0
228,5,24,1,        通过这座雪山，就能到达矮人的王国。,24-10 暗灵骑士,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,2410,0,0,0,0,0,0,0,0,0
229,1,24,2,24-2 遗迹,24-2 遗迹,0,0,2402,20,91000001,100,0,0,0,0,0,0
230,2,24,2,24-4 暗灵祭司,24-4 暗灵祭司,0,0,2404,20,91000001,100,0,0,0,0,0,0
231,3,24,2,24-6 暗灵祭司,24-6 暗灵祭司,0,0,2406,20,91000001,100,0,0,0,0,0,0
232,4,24,2,24-7 遗迹,24-7 遗迹,0,0,2407,20,91000001,100,0,0,0,0,0,0
233,5,24,2,24-9 暗灵祭司,24-9 暗灵祭司,0,0,2409,20,91000001,100,0,0,0,0,0,0
234,1,25,1,        通过这座雪山，就能到达矮人的王国。,25-1 炎魔,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2501,0,0,0,0,0,0,0,0,0
235,2,25,1,        通过这座雪山，就能到达矮人的王国。,25-3 小恶魔,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2503,0,0,0,0,0,0,0,0,0
236,3,25,1,        通过这座雪山，就能到达矮人的王国。,25-5 私人恩怨,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2505,0,0,0,0,0,0,0,0,0
237,4,25,1,        通过这座雪山，就能到达矮人的王国。,25-8 暗灵骑士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2508,0,0,0,0,0,0,0,0,0
238,5,25,1,        通过这座雪山，就能到达矮人的王国。,25-10 萨马什,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,2510,0,0,0,0,0,0,0,0,0
239,1,25,2,25-2 遗迹,25-2 遗迹,0,0,2502,20,91000001,100,0,0,0,0,0,0
240,2,25,2,25-4 恶魔咆哮,25-4 恶魔咆哮,0,0,2504,20,91000001,100,0,0,0,0,0,0
241,3,25,2,25-6 恶魔战士,25-6 恶魔战士,0,0,2506,20,91000001,100,0,0,0,0,0,0
242,4,25,2,25-7 遗迹,25-7 遗迹,0,0,2507,20,91000001,100,0,0,0,0,0,0
243,5,25,2,25-9 暗灵刺客,25-9 暗灵刺客,0,0,2509,20,91000001,100,0,0,0,0,0,0
244,1,26,1,        通过这座雪山，就能到达矮人的王国。,26-1 破誓者,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2601,0,0,0,0,0,0,0,0,0
245,2,26,1,        通过这座雪山，就能到达矮人的王国。,26-3 年轻法师,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2603,0,0,0,0,0,0,0,0,0
246,3,26,1,        通过这座雪山，就能到达矮人的王国。,26-5 地狱君王,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2605,0,0,0,0,0,0,0,0,0
247,4,26,1,        通过这座雪山，就能到达矮人的王国。,26-8 恶魔咆哮,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2608,0,0,0,0,0,0,0,0,0
248,5,26,1,        通过这座雪山，就能到达矮人的王国。,26-10 深渊双子,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,2610,0,0,0,0,0,0,0,0,0
249,1,26,2,26-2 遗迹,26-2 遗迹,0,0,2602,20,91000001,100,0,0,0,0,0,0
250,2,26,2,26-4 刀客,26-4 刀客,0,0,2604,20,91000001,100,0,0,0,0,0,0
251,3,26,2,26-6 恶魔士兵,26-6 恶魔士兵,0,0,2606,20,91000001,100,0,0,0,0,0,0
252,4,26,2,26-7 遗迹,26-7 遗迹,0,0,2607,20,91000001,100,0,0,0,0,0,0
253,5,26,2,26-9 恶魔咆哮,26-9 恶魔咆哮,0,0,2609,20,91000001,100,0,0,0,0,0,0
254,1,27,1,        通过这座雪山，就能到达矮人的王国。,27-1 丧钟军团,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2701,0,0,0,0,0,0,0,0,0
255,2,27,1,        通过这座雪山，就能到达矮人的王国。,27-3 暗灵刺客,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2703,0,0,0,0,0,0,0,0,0
256,3,27,1,        通过这座雪山，就能到达矮人的王国。,27-5 清算,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2705,0,0,0,0,0,0,0,0,0
257,4,27,1,        通过这座雪山，就能到达矮人的王国。,27-8 暗灵骑士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2708,0,0,0,0,0,0,0,0,0
258,5,27,1,        通过这座雪山，就能到达矮人的王国。,27-10 黑暗先知,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,2710,0,0,0,0,0,0,0,0,0
259,1,27,2,27-2 遗迹,27-2 遗迹,0,0,2702,20,91000001,100,0,0,0,0,0,0
260,2,27,2,27-4 暗灵骑士,27-4 暗灵骑士,0,0,2704,20,91000001,100,0,0,0,0,0,0
261,3,27,2,27-6 暗灵刺客,27-6 暗灵刺客,0,0,2706,20,91000001,100,0,0,0,0,0,0
262,4,27,2,27-7 遗迹,27-7 遗迹,0,0,2707,20,91000001,100,0,0,0,0,0,0
263,5,27,2,27-9 暗灵祭司,27-9 暗灵祭司,0,0,2709,20,91000001,100,0,0,0,0,0,0
264,1,28,1,        通过这座雪山，就能到达矮人的王国。,28-1 圣光降临,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2801,0,0,0,0,0,0,0,0,0
265,2,28,1,        通过这座雪山，就能到达矮人的王国。,28-3 邪恶精灵,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2803,0,0,0,0,0,0,0,0,0
266,3,28,1,        通过这座雪山，就能到达矮人的王国。,28-5 复仇天使,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2805,0,0,0,0,0,0,0,0,0
267,4,28,1,        通过这座雪山，就能到达矮人的王国。,28-8 邪恶精灵,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2808,0,0,0,0,0,0,0,0,0
268,5,28,1,        通过这座雪山，就能到达矮人的王国。,28-10 泰拉之影,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,2810,0,0,0,0,0,0,0,0,0
269,1,28,2,28-2 遗迹,28-2 遗迹,0,0,2802,20,91000001,100,0,0,0,0,0,0
270,2,28,2,28-4 平原精灵,28-4 平原精灵,0,0,2804,20,91000001,100,0,0,0,0,0,0
271,3,28,2,28-6 森林精灵,28-6 森林精灵,0,0,2806,20,91000001,100,0,0,0,0,0,0
272,4,28,2,28-7 遗迹,28-7 遗迹,0,0,2807,20,91000001,100,0,0,0,0,0,0
273,5,28,2,28-9 森林精灵,28-9 森林精灵,0,0,2809,20,91000001,100,0,0,0,0,0,0
274,1,29,1,        通过这座雪山，就能到达矮人的王国。,29-1 冰河期,尊敬的领主大人：,\n    传说中的山中女妖出现了。,2901,0,0,0,0,0,0,0,0,0
275,2,29,1,        通过这座雪山，就能到达矮人的王国。,29-3 年轻法师,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,2903,0,0,0,0,0,0,0,0,0
276,3,29,1,        通过这座雪山，就能到达矮人的王国。,29-5 领主末日,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,2905,0,0,0,0,0,0,0,0,0
277,4,29,1,        通过这座雪山，就能到达矮人的王国。,29-8 小恶魔,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,2908,0,0,0,0,0,0,0,0,0
278,5,29,1,        通过这座雪山，就能到达矮人的王国。,29-10 深渊决战,尊敬的领主大人：,\n    巨龙已经被控制，击杀它就能得到神器之一。,2910,0,0,0,0,0,0,0,0,0
279,1,29,2,29-2 遗迹,29-2 遗迹,0,0,2902,20,91000001,100,0,0,0,0,0,0
280,2,29,2,29-4 刀客,29-4 刀客,0,0,2904,20,91000001,100,0,0,0,0,0,0
281,3,29,2,29-6 恶魔士兵,29-6 恶魔士兵,0,0,2906,20,91000001,100,0,0,0,0,0,0
282,4,29,2,29-7 遗迹,29-7 遗迹,0,0,2907,20,91000001,100,0,0,0,0,0,0
283,5,29,2,29-9 冰系法师,29-9 冰系法师,0,0,2909,20,91000001,100,0,0,0,0,0,0
284,1,30,1,        通过这座雪山，就能到达矮人的王国。,30-1 反击,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3001,0,0,0,0,0,0,0,0,0
285,2,30,1,        通过这座雪山，就能到达矮人的王国。,30-3 魅魔女王,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3003,0,0,0,0,0,0,0,0,0
286,3,30,1,        通过这座雪山，就能到达矮人的王国。,30-5 妖龙咆哮,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3005,0,0,0,0,0,0,0,0,0
287,4,30,1,        通过这座雪山，就能到达矮人的王国。,30-8 暗灵刺客,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3008,0,0,0,0,0,0,0,0,0
288,5,30,1,        通过这座雪山，就能到达矮人的王国。,30-10 黑暗末日,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3010,0,0,0,0,0,0,0,0,0
289,1,30,2,30-2 遗迹,30-2 遗迹,0,0,3002,20,91000001,100,0,0,0,0,0,0
290,2,30,2,30-4 恶魔战士,30-4 恶魔战士,0,0,3004,20,91000001,100,0,0,0,0,0,0
291,3,30,2,30-6 暗灵祭司,30-6 暗灵祭司,0,0,3006,20,91000001,100,0,0,0,0,0,0
292,4,30,2,30-7 遗迹,30-7 遗迹,0,0,3007,20,91000001,100,0,0,0,0,0,0
293,5,30,2,30-9 恶魔战士,30-9 恶魔战士,0,0,3009,20,91000001,100,0,0,0,0,0,0
294,1,31,1,        通过这座雪山，就能到达矮人的王国。,山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3101,0,0,0,0,0,0,0,0,0
295,2,31,1,        通过这座雪山，就能到达矮人的王国。,雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3103,0,0,0,0,0,0,0,0,0
296,3,31,1,        通过这座雪山，就能到达矮人的王国。,混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3105,0,0,0,0,0,0,0,0,0
297,4,31,1,        通过这座雪山，就能到达矮人的王国。,冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3108,0,0,0,0,0,0,0,0,0
298,5,31,1,        通过这座雪山，就能到达矮人的王国。,北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3110,0,0,0,0,0,0,0,0,0
299,1,31,2,遗迹,遗迹,0,0,3102,20,91000001,100,0,0,0,0,0,0
300,2,31,2,谈判,谈判,0,0,3104,20,91000001,100,0,0,0,0,0,0
301,3,31,2,野兽,野兽,0,0,3106,20,91000001,100,0,0,0,0,0,0
302,4,31,2,遗迹,遗迹,0,0,3107,20,91000001,100,0,0,0,0,0,0
303,5,31,2,谈判,谈判,0,0,3109,20,91000001,100,0,0,0,0,0,0
304,1,32,1,        通过这座雪山，就能到达矮人的王国。,山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3201,0,0,0,0,0,0,0,0,0
305,2,32,1,        通过这座雪山，就能到达矮人的王国。,雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3203,0,0,0,0,0,0,0,0,0
306,3,32,1,        通过这座雪山，就能到达矮人的王国。,混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3205,0,0,0,0,0,0,0,0,0
307,4,32,1,        通过这座雪山，就能到达矮人的王国。,冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3208,0,0,0,0,0,0,0,0,0
308,5,32,1,        通过这座雪山，就能到达矮人的王国。,北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3210,0,0,0,0,0,0,0,0,0
309,1,32,2,遗迹,遗迹,0,0,3202,20,91000001,100,0,0,0,0,0,0
310,2,32,2,谈判,谈判,0,0,3204,20,91000001,100,0,0,0,0,0,0
311,3,32,2,野兽,野兽,0,0,3206,20,91000001,100,0,0,0,0,0,0
312,4,32,2,遗迹,遗迹,0,0,3207,20,91000001,100,0,0,0,0,0,0
313,5,32,2,谈判,谈判,0,0,3209,20,91000001,100,0,0,0,0,0,0
314,1,33,1,        通过这座雪山，就能到达矮人的王国。,山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3301,0,0,0,0,0,0,0,0,0
315,2,33,1,        通过这座雪山，就能到达矮人的王国。,雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3303,0,0,0,0,0,0,0,0,0
316,3,33,1,        通过这座雪山，就能到达矮人的王国。,混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3305,0,0,0,0,0,0,0,0,0
317,4,33,1,        通过这座雪山，就能到达矮人的王国。,冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3308,0,0,0,0,0,0,0,0,0
318,5,33,1,        通过这座雪山，就能到达矮人的王国。,北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3310,0,0,0,0,0,0,0,0,0
319,1,33,2,遗迹,遗迹,0,0,3302,20,91000001,100,0,0,0,0,0,0
320,2,33,2,谈判,谈判,0,0,3304,20,91000001,100,0,0,0,0,0,0
321,3,33,2,野兽,野兽,0,0,3306,20,91000001,100,0,0,0,0,0,0
322,4,33,2,遗迹,遗迹,0,0,3307,20,91000001,100,0,0,0,0,0,0
323,5,33,2,谈判,谈判,0,0,3309,20,91000001,100,0,0,0,0,0,0
324,1,34,1,        通过这座雪山，就能到达矮人的王国。,山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3401,0,0,0,0,0,0,0,0,0
325,2,34,1,        通过这座雪山，就能到达矮人的王国。,雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3403,0,0,0,0,0,0,0,0,0
326,3,34,1,        通过这座雪山，就能到达矮人的王国。,混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3405,0,0,0,0,0,0,0,0,0
327,4,34,1,        通过这座雪山，就能到达矮人的王国。,冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3408,0,0,0,0,0,0,0,0,0
328,5,34,1,        通过这座雪山，就能到达矮人的王国。,北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3410,0,0,0,0,0,0,0,0,0
329,1,34,2,遗迹,遗迹,0,0,3402,20,91000001,100,0,0,0,0,0,0
330,2,34,2,谈判,谈判,0,0,3404,20,91000001,100,0,0,0,0,0,0
331,3,34,2,野兽,野兽,0,0,3406,20,91000001,100,0,0,0,0,0,0
332,4,34,2,遗迹,遗迹,0,0,3407,20,91000001,100,0,0,0,0,0,0
333,5,34,2,谈判,谈判,0,0,3409,20,91000001,100,0,0,0,0,0,0
334,1,35,1,        通过这座雪山，就能到达矮人的王国。,山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3501,0,0,0,0,0,0,0,0,0
335,2,35,1,        通过这座雪山，就能到达矮人的王国。,雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3503,0,0,0,0,0,0,0,0,0
336,3,35,1,        通过这座雪山，就能到达矮人的王国。,混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3505,0,0,0,0,0,0,0,0,0
337,4,35,1,        通过这座雪山，就能到达矮人的王国。,冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3508,0,0,0,0,0,0,0,0,0
338,5,35,1,        通过这座雪山，就能到达矮人的王国。,北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3510,0,0,0,0,0,0,0,0,0
339,1,35,2,遗迹,遗迹,0,0,3502,20,91000001,100,0,0,0,0,0,0
340,2,35,2,谈判,谈判,0,0,3504,20,91000001,100,0,0,0,0,0,0
341,3,35,2,野兽,野兽,0,0,3506,20,91000001,100,0,0,0,0,0,0
342,4,35,2,遗迹,遗迹,0,0,3507,20,91000001,100,0,0,0,0,0,0
343,5,35,2,谈判,谈判,0,0,3509,20,91000001,100,0,0,0,0,0,0
344,1,36,1,        通过这座雪山，就能到达矮人的王国。,山中女妖,尊敬的领主大人：,\n    传说中的山中女妖出现了。,3601,0,0,0,0,0,0,0,0,0
345,2,36,1,        通过这座雪山，就能到达矮人的王国。,雪域劫匪,尊敬的领主大人：,\n    一伙劫匪拦在路中，看样子是准备趁雪打劫。,3603,0,0,0,0,0,0,0,0,0
346,3,36,1,        通过这座雪山，就能到达矮人的王国。,混沌法师,尊敬的领主大人：,\n    上古时代的灵魂被困于此，终日不得安息。,3605,0,0,0,0,0,0,0,0,0
347,4,36,1,        通过这座雪山，就能到达矮人的王国。,冰霜卫士,尊敬的领主大人：,\n    这群古老的战士似乎一直在守护这种神圣的山峰。,3608,0,0,0,0,0,0,0,0,0
348,5,36,1,        通过这座雪山，就能到达矮人的王国。,北岭守护者,尊敬的领主大人：,\n    她曾经是神山的守护者，如今已经彻底迷失了自我。,3610,0,0,0,0,0,0,0,0,0
349,1,36,2,遗迹,遗迹,0,0,3602,20,91000001,100,0,0,0,0,0,0
350,2,36,2,谈判,谈判,0,0,3604,20,91000001,100,0,0,0,0,0,0
351,3,36,2,野兽,野兽,0,0,3606,20,91000001,100,0,0,0,0,0,0
352,4,36,2,遗迹,遗迹,0,0,3607,20,91000001,100,0,0,0,0,0,0
