id,name,first,citystate,cityinitial,upper,weirange,weiarmy,shurange,shuarmy,wurange,wuarmy,npclv,npcarmy,size,sizedescribe,terrain,terraindescribe,initialid,initialdean,characteristic1,describe1,characteristic2,describe2,characteristic3,describe3,item,num,state,statename,stateday,statebox,statenum,sequence1,sequence2,sequence3,icon
1143,影月堡,3,2,5,5,13,50,13,50,5,50,20,50,3,要塞,2,山地,0,0,40002,山地地形,0,0,0,0,91000031,1000,4,泰瑞亚,1,550003,21,0,0,0,city_001
1144,塔菲镇,3,2,5,5,11,50,11,50,7,50,20,50,4,村镇,1,平原,0,0,40001,平原地形,0,0,0,0,91000001,10000,11,红石盆地,1,550001,7,0,0,0,city_001
1145,罗布镇,3,2,5,5,12,50,11,50,8,50,20,50,4,村镇,3,森林,0,0,40003,森林地形,0,0,0,0,91000001,10000,11,红石盆地,1,550001,7,0,0,0,city_001
1146,奥兰纳,6,2,5,5,10,50,11,50,8,50,20,50,2,城市,3,森林,0,0,40003,森林地形,0,0,0,0,91000002,20,11,红石盆地,1,550001,7,0,0,1,city_001
1147,瑞拉镇,6,2,5,5,11,50,10,50,8,50,20,50,4,村镇,1,平原,0,0,40001,平原地形,0,0,0,0,91000001,10000,11,红石盆地,1,550001,7,0,0,2,city_001
1148,拿亥镇,5,2,5,5,10,50,10,50,10,50,20,50,4,村镇,2,山地,0,0,40002,山地地形,0,0,0,0,91000001,10000,10,宝冠平原,1,550001,7,0,3,0,city_001
1149,莱克镇,6,2,5,5,11,50,10,50,9,50,20,50,4,村镇,3,森林,0,0,40003,森林地形,0,0,0,0,91000001,10000,11,红石盆地,1,550001,7,0,0,3,city_001
1150,斐扬镇,4,2,5,5,12,50,9,50,9,50,20,50,4,村镇,3,森林,0,0,40003,森林地形,0,0,0,0,91000001,10000,12,黑雾森林,1,550001,7,3,0,0,city_001
1151,拜茵特,4,2,5,5,11,50,9,50,10,50,20,50,2,城市,1,平原,0,0,40001,平原地形,0,0,0,0,91000002,20,12,黑雾森林,1,550001,7,2,0,0,city_001
1152,金培镇,4,2,5,5,10,50,8,50,11,50,20,50,4,村镇,1,平原,0,0,40001,平原地形,0,0,0,0,91000001,10000,12,黑雾森林,1,550001,7,1,0,0,city_001
1153,威尔镇,1,2,5,5,12,50,8,50,10,50,20,50,4,村镇,3,森林,0,0,40003,森林地形,0,0,0,0,91000001,10000,12,黑雾森林,1,550001,7,0,0,0,city_001
1154,九石郡,0,0,5,5,17,50,4,50,16,50,50,50,4,村镇,3,森林,0,0,40003,森林地形,0,0,0,0,91000001,10000,0,遗迹,0,0,0,0,0,0,city_001
1155,维加郡,0,0,5,5,2,50,16,50,17,50,50,50,4,村镇,1,平原,0,0,40001,平原地形,0,0,0,0,91000001,10000,0,遗迹,0,0,0,0,0,0,city_001
1156,湖大郡,0,0,5,5,16,50,18,50,3,50,50,50,4,村镇,2,山地,0,0,40002,山地地形,0,0,0,0,91000001,10000,0,遗迹,0,0,0,0,0,0,city_001
