id,lotteryid,description,chance,type,groupid,groupwt,itemid,itemdes,itemwt,min,max,havelot,haveitemwt
766,20071,科技-挂机-红装+T1,0,1,101,0,60310085,魔焰巨杖,1,1,1,0,0
767,20071,科技-挂机-红装+T1,0,1,101,0,60310086,魔焰巨杖,1,1,1,0,0
768,20071,科技-挂机-红装+T1,0,1,101,0,60420080,崩山战盔,1,1,1,0,0
769,20071,科技-挂机-红装+T1,0,1,101,0,60420081,崩山战盔,1,1,1,0,0
770,20071,科技-挂机-红装+T1,0,1,101,0,60420082,崩山战盔,1,1,1,0,0
771,20071,科技-挂机-红装+T1,0,1,101,0,60420083,崩山战盔,1,1,1,0,0
772,20071,科技-挂机-红装+T1,0,1,101,0,60420084,崩山战盔,1,1,1,0,0
773,20071,科技-挂机-红装+T1,0,1,101,0,60420085,崩山战盔,1,1,1,0,0
774,20071,科技-挂机-红装+T1,0,1,101,0,60420086,崩山战盔,1,1,1,0,0
775,20071,科技-挂机-红装+T1,0,1,101,0,60430080,崩山板甲,1,1,1,0,0
776,20071,科技-挂机-红装+T1,0,1,101,0,60430081,崩山板甲,1,1,1,0,0
777,20071,科技-挂机-红装+T1,0,1,101,0,60430082,崩山板甲,1,1,1,0,0
778,20071,科技-挂机-红装+T1,0,1,101,0,60430083,崩山板甲,1,1,1,0,0
779,20071,科技-挂机-红装+T1,0,1,101,0,60430084,崩山板甲,1,1,1,0,0
780,20071,科技-挂机-红装+T1,0,1,101,0,60430085,崩山板甲,1,1,1,0,0
781,20071,科技-挂机-红装+T1,0,1,101,0,60430086,崩山板甲,1,1,1,0,0
782,20071,科技-挂机-红装+T1,0,1,101,0,60440080,崩山战靴,1,1,1,0,0
783,20071,科技-挂机-红装+T1,0,1,101,0,60440081,崩山战靴,1,1,1,0,0
784,20071,科技-挂机-红装+T1,0,1,101,0,60440082,崩山战靴,1,1,1,0,0
785,20071,科技-挂机-红装+T1,0,1,101,0,60440083,崩山战靴,1,1,1,0,0
786,20071,科技-挂机-红装+T1,0,1,101,0,60440084,崩山战靴,1,1,1,0,0
787,20071,科技-挂机-红装+T1,0,1,101,0,60440085,崩山战靴,1,1,1,0,0
788,20071,科技-挂机-红装+T1,0,1,101,0,60440086,崩山战靴,1,1,1,0,0
789,20071,科技-挂机-红装+T1,0,1,101,0,60520080,魔焰发冠,1,1,1,0,0
790,20071,科技-挂机-红装+T1,0,1,101,0,60520081,魔焰发冠,1,1,1,0,0
791,20071,科技-挂机-红装+T1,0,1,101,0,60520082,魔焰发冠,1,1,1,0,0
792,20071,科技-挂机-红装+T1,0,1,101,0,60520083,魔焰发冠,1,1,1,0,0
793,20071,科技-挂机-红装+T1,0,1,101,0,60520084,魔焰发冠,1,1,1,0,0
794,20071,科技-挂机-红装+T1,0,1,101,0,60520085,魔焰发冠,1,1,1,0,0
795,20071,科技-挂机-红装+T1,0,1,101,0,60520086,魔焰发冠,1,1,1,0,0
796,20071,科技-挂机-红装+T1,0,1,101,0,60530080,魔焰法袍,1,1,1,0,0
797,20071,科技-挂机-红装+T1,0,1,101,0,60530081,魔焰法袍,1,1,1,0,0
798,20071,科技-挂机-红装+T1,0,1,101,0,60530082,魔焰法袍,1,1,1,0,0
799,20071,科技-挂机-红装+T1,0,1,101,0,60530083,魔焰法袍,1,1,1,0,0
800,20071,科技-挂机-红装+T1,0,1,101,0,60530084,魔焰法袍,1,1,1,0,0
801,20071,科技-挂机-红装+T1,0,1,101,0,60530085,魔焰法袍,1,1,1,0,0
802,20071,科技-挂机-红装+T1,0,1,101,0,60530086,魔焰法袍,1,1,1,0,0
803,20071,科技-挂机-红装+T1,0,1,101,0,60540080,魔焰布靴,1,1,1,0,0
804,20071,科技-挂机-红装+T1,0,1,101,0,60540081,魔焰布靴,1,1,1,0,0
805,20071,科技-挂机-红装+T1,0,1,101,0,60540082,魔焰布靴,1,1,1,0,0
806,20071,科技-挂机-红装+T1,0,1,101,0,60540083,魔焰布靴,1,1,1,0,0
807,20071,科技-挂机-红装+T1,0,1,101,0,60540084,魔焰布靴,1,1,1,0,0
808,20071,科技-挂机-红装+T1,0,1,101,0,60540085,魔焰布靴,1,1,1,0,0
809,20071,科技-挂机-红装+T1,0,1,101,0,60540086,魔焰布靴,1,1,1,0,0
810,20071,科技-挂机-红装+T1,0,1,101,0,60620080,大骑士皮盔,1,1,1,0,0
811,20071,科技-挂机-红装+T1,0,1,101,0,60620081,大骑士皮盔,1,1,1,0,0
812,20071,科技-挂机-红装+T1,0,1,101,0,60620082,大骑士皮盔,1,1,1,0,0
813,20071,科技-挂机-红装+T1,0,1,101,0,60620083,大骑士皮盔,1,1,1,0,0
814,20071,科技-挂机-红装+T1,0,1,101,0,60620084,大骑士皮盔,1,1,1,0,0
815,20071,科技-挂机-红装+T1,0,1,101,0,60620085,大骑士皮盔,1,1,1,0,0
816,20071,科技-挂机-红装+T1,0,1,101,0,60620086,大骑士皮盔,1,1,1,0,0
817,20071,科技-挂机-红装+T1,0,1,101,0,60630080,大骑士皮甲,1,1,1,0,0
818,20071,科技-挂机-红装+T1,0,1,101,0,60630081,大骑士皮甲,1,1,1,0,0
819,20071,科技-挂机-红装+T1,0,1,101,0,60630082,大骑士皮甲,1,1,1,0,0
820,20071,科技-挂机-红装+T1,0,1,101,0,60630083,大骑士皮甲,1,1,1,0,0
821,20071,科技-挂机-红装+T1,0,1,101,0,60630084,大骑士皮甲,1,1,1,0,0
822,20071,科技-挂机-红装+T1,0,1,101,0,60630085,大骑士皮甲,1,1,1,0,0
823,20071,科技-挂机-红装+T1,0,1,101,0,60630086,大骑士皮甲,1,1,1,0,0
824,20071,科技-挂机-红装+T1,0,1,101,0,60640080,大骑士皮靴,1,1,1,0,0
825,20071,科技-挂机-红装+T1,0,1,101,0,60640081,大骑士皮靴,1,1,1,0,0
826,20071,科技-挂机-红装+T1,0,1,101,0,60640082,大骑士皮靴,1,1,1,0,0
827,20071,科技-挂机-红装+T1,0,1,101,0,60640083,大骑士皮靴,1,1,1,0,0
828,20071,科技-挂机-红装+T1,0,1,101,0,60640084,大骑士皮靴,1,1,1,0,0
829,20071,科技-挂机-红装+T1,0,1,101,0,60640085,大骑士皮靴,1,1,1,0,0
830,20071,科技-挂机-红装+T1,0,1,101,0,60640086,大骑士皮靴,1,1,1,0,0
831,20071,科技-挂机-红装+T1,0,1,101,0,40000019,力量神石,1,1,1,0,0
832,20071,科技-挂机-红装+T1,0,1,101,0,40000020,敏捷神石,1,1,1,0,0
833,20071,科技-挂机-红装+T1,0,1,101,0,40000021,智力神石,1,1,1,0,0
834,20072,科技-挂机-红装+T1+T2,78,1,101,10000,60110080,禁忌之剑,1,1,1,0,0
835,20072,科技-挂机-红装+T1+T2,0,1,101,0,60110081,禁忌之剑,1,1,1,0,0
836,20072,科技-挂机-红装+T1+T2,0,1,101,0,60110082,禁忌之剑,1,1,1,0,0
837,20072,科技-挂机-红装+T1+T2,0,1,101,0,60110083,禁忌之剑,1,1,1,0,0
838,20072,科技-挂机-红装+T1+T2,0,1,101,0,60110084,禁忌之剑,1,1,1,0,0
839,20072,科技-挂机-红装+T1+T2,0,1,101,0,60110085,禁忌之剑,1,1,1,0,0
840,20072,科技-挂机-红装+T1+T2,0,1,101,0,60110086,禁忌之剑,1,1,1,0,0
841,20072,科技-挂机-红装+T1+T2,0,1,101,0,60210080,崩山之刃,1,1,1,0,0
842,20072,科技-挂机-红装+T1+T2,0,1,101,0,60210081,崩山之刃,1,1,1,0,0
843,20072,科技-挂机-红装+T1+T2,0,1,101,0,60210082,崩山之刃,1,1,1,0,0
844,20072,科技-挂机-红装+T1+T2,0,1,101,0,60210083,崩山之刃,1,1,1,0,0
845,20072,科技-挂机-红装+T1+T2,0,1,101,0,60210084,崩山之刃,1,1,1,0,0
846,20072,科技-挂机-红装+T1+T2,0,1,101,0,60210085,崩山之刃,1,1,1,0,0
847,20072,科技-挂机-红装+T1+T2,0,1,101,0,60210086,崩山之刃,1,1,1,0,0
848,20072,科技-挂机-红装+T1+T2,0,1,101,0,60310080,魔焰巨杖,1,1,1,0,0
849,20072,科技-挂机-红装+T1+T2,0,1,101,0,60310081,魔焰巨杖,1,1,1,0,0
850,20072,科技-挂机-红装+T1+T2,0,1,101,0,60310082,魔焰巨杖,1,1,1,0,0
851,20072,科技-挂机-红装+T1+T2,0,1,101,0,60310083,魔焰巨杖,1,1,1,0,0
852,20072,科技-挂机-红装+T1+T2,0,1,101,0,60310084,魔焰巨杖,1,1,1,0,0
853,20072,科技-挂机-红装+T1+T2,0,1,101,0,60310085,魔焰巨杖,1,1,1,0,0
854,20072,科技-挂机-红装+T1+T2,0,1,101,0,60310086,魔焰巨杖,1,1,1,0,0
855,20072,科技-挂机-红装+T1+T2,0,1,101,0,60420080,崩山战盔,1,1,1,0,0
856,20072,科技-挂机-红装+T1+T2,0,1,101,0,60420081,崩山战盔,1,1,1,0,0
857,20072,科技-挂机-红装+T1+T2,0,1,101,0,60420082,崩山战盔,1,1,1,0,0
858,20072,科技-挂机-红装+T1+T2,0,1,101,0,60420083,崩山战盔,1,1,1,0,0
859,20072,科技-挂机-红装+T1+T2,0,1,101,0,60420084,崩山战盔,1,1,1,0,0
860,20072,科技-挂机-红装+T1+T2,0,1,101,0,60420085,崩山战盔,1,1,1,0,0
861,20072,科技-挂机-红装+T1+T2,0,1,101,0,60420086,崩山战盔,1,1,1,0,0
862,20072,科技-挂机-红装+T1+T2,0,1,101,0,60430080,崩山板甲,1,1,1,0,0
863,20072,科技-挂机-红装+T1+T2,0,1,101,0,60430081,崩山板甲,1,1,1,0,0
864,20072,科技-挂机-红装+T1+T2,0,1,101,0,60430082,崩山板甲,1,1,1,0,0
865,20072,科技-挂机-红装+T1+T2,0,1,101,0,60430083,崩山板甲,1,1,1,0,0
866,20072,科技-挂机-红装+T1+T2,0,1,101,0,60430084,崩山板甲,1,1,1,0,0
867,20072,科技-挂机-红装+T1+T2,0,1,101,0,60430085,崩山板甲,1,1,1,0,0
868,20072,科技-挂机-红装+T1+T2,0,1,101,0,60430086,崩山板甲,1,1,1,0,0
869,20072,科技-挂机-红装+T1+T2,0,1,101,0,60440080,崩山战靴,1,1,1,0,0
870,20072,科技-挂机-红装+T1+T2,0,1,101,0,60440081,崩山战靴,1,1,1,0,0
871,20072,科技-挂机-红装+T1+T2,0,1,101,0,60440082,崩山战靴,1,1,1,0,0
872,20072,科技-挂机-红装+T1+T2,0,1,101,0,60440083,崩山战靴,1,1,1,0,0
873,20072,科技-挂机-红装+T1+T2,0,1,101,0,60440084,崩山战靴,1,1,1,0,0
874,20072,科技-挂机-红装+T1+T2,0,1,101,0,60440085,崩山战靴,1,1,1,0,0
875,20072,科技-挂机-红装+T1+T2,0,1,101,0,60440086,崩山战靴,1,1,1,0,0
876,20072,科技-挂机-红装+T1+T2,0,1,101,0,60520080,魔焰发冠,1,1,1,0,0
877,20072,科技-挂机-红装+T1+T2,0,1,101,0,60520081,魔焰发冠,1,1,1,0,0
878,20072,科技-挂机-红装+T1+T2,0,1,101,0,60520082,魔焰发冠,1,1,1,0,0
879,20072,科技-挂机-红装+T1+T2,0,1,101,0,60520083,魔焰发冠,1,1,1,0,0
880,20072,科技-挂机-红装+T1+T2,0,1,101,0,60520084,魔焰发冠,1,1,1,0,0
881,20072,科技-挂机-红装+T1+T2,0,1,101,0,60520085,魔焰发冠,1,1,1,0,0
882,20072,科技-挂机-红装+T1+T2,0,1,101,0,60520086,魔焰发冠,1,1,1,0,0
883,20072,科技-挂机-红装+T1+T2,0,1,101,0,60530080,魔焰法袍,1,1,1,0,0
884,20072,科技-挂机-红装+T1+T2,0,1,101,0,60530081,魔焰法袍,1,1,1,0,0
885,20072,科技-挂机-红装+T1+T2,0,1,101,0,60530082,魔焰法袍,1,1,1,0,0
886,20072,科技-挂机-红装+T1+T2,0,1,101,0,60530083,魔焰法袍,1,1,1,0,0
887,20072,科技-挂机-红装+T1+T2,0,1,101,0,60530084,魔焰法袍,1,1,1,0,0
888,20072,科技-挂机-红装+T1+T2,0,1,101,0,60530085,魔焰法袍,1,1,1,0,0
889,20072,科技-挂机-红装+T1+T2,0,1,101,0,60530086,魔焰法袍,1,1,1,0,0
890,20072,科技-挂机-红装+T1+T2,0,1,101,0,60540080,魔焰布靴,1,1,1,0,0
891,20072,科技-挂机-红装+T1+T2,0,1,101,0,60540081,魔焰布靴,1,1,1,0,0
892,20072,科技-挂机-红装+T1+T2,0,1,101,0,60540082,魔焰布靴,1,1,1,0,0
893,20072,科技-挂机-红装+T1+T2,0,1,101,0,60540083,魔焰布靴,1,1,1,0,0
894,20072,科技-挂机-红装+T1+T2,0,1,101,0,60540084,魔焰布靴,1,1,1,0,0
895,20072,科技-挂机-红装+T1+T2,0,1,101,0,60540085,魔焰布靴,1,1,1,0,0
896,20072,科技-挂机-红装+T1+T2,0,1,101,0,60540086,魔焰布靴,1,1,1,0,0
897,20072,科技-挂机-红装+T1+T2,0,1,101,0,60620080,大骑士皮盔,1,1,1,0,0
898,20072,科技-挂机-红装+T1+T2,0,1,101,0,60620081,大骑士皮盔,1,1,1,0,0
899,20072,科技-挂机-红装+T1+T2,0,1,101,0,60620082,大骑士皮盔,1,1,1,0,0
900,20072,科技-挂机-红装+T1+T2,0,1,101,0,60620083,大骑士皮盔,1,1,1,0,0
901,20072,科技-挂机-红装+T1+T2,0,1,101,0,60620084,大骑士皮盔,1,1,1,0,0
902,20072,科技-挂机-红装+T1+T2,0,1,101,0,60620085,大骑士皮盔,1,1,1,0,0
903,20072,科技-挂机-红装+T1+T2,0,1,101,0,60620086,大骑士皮盔,1,1,1,0,0
904,20072,科技-挂机-红装+T1+T2,0,1,101,0,60630080,大骑士皮甲,1,1,1,0,0
905,20072,科技-挂机-红装+T1+T2,0,1,101,0,60630081,大骑士皮甲,1,1,1,0,0
906,20072,科技-挂机-红装+T1+T2,0,1,101,0,60630082,大骑士皮甲,1,1,1,0,0
907,20072,科技-挂机-红装+T1+T2,0,1,101,0,60630083,大骑士皮甲,1,1,1,0,0
908,20072,科技-挂机-红装+T1+T2,0,1,101,0,60630084,大骑士皮甲,1,1,1,0,0
909,20072,科技-挂机-红装+T1+T2,0,1,101,0,60630085,大骑士皮甲,1,1,1,0,0
910,20072,科技-挂机-红装+T1+T2,0,1,101,0,60630086,大骑士皮甲,1,1,1,0,0
911,20072,科技-挂机-红装+T1+T2,0,1,101,0,60640080,大骑士皮靴,1,1,1,0,0
912,20072,科技-挂机-红装+T1+T2,0,1,101,0,60640081,大骑士皮靴,1,1,1,0,0
913,20072,科技-挂机-红装+T1+T2,0,1,101,0,60640082,大骑士皮靴,1,1,1,0,0
914,20072,科技-挂机-红装+T1+T2,0,1,101,0,60640083,大骑士皮靴,1,1,1,0,0
915,20072,科技-挂机-红装+T1+T2,0,1,101,0,60640084,大骑士皮靴,1,1,1,0,0
916,20072,科技-挂机-红装+T1+T2,0,1,101,0,60640085,大骑士皮靴,1,1,1,0,0
917,20072,科技-挂机-红装+T1+T2,0,1,101,0,60640086,大骑士皮靴,1,1,1,0,0
918,20072,科技-挂机-红装+T1+T2,0,1,101,10000,40000019,力量神石,1,1,1,0,0
919,20072,科技-挂机-红装+T1+T2,0,1,101,0,40000020,敏捷神石,1,1,1,0,0
920,20072,科技-挂机-红装+T1+T2,0,1,101,0,40000021,智力神石,1,1,1,0,0
921,20072,科技-挂机-红装+T1+T2,0,1,101,10000,40000024,力量神晶,1,1,1,0,0
922,20072,科技-挂机-红装+T1+T2,0,1,101,0,40000025,敏捷神晶,1,1,1,0,0
923,20072,科技-挂机-红装+T1+T2,0,1,101,0,40000026,智力神晶,1,1,1,0,0
924,20080,科技-挂机-红装,156,1,101,10000,60110080,禁忌之剑,1,1,1,0,0
925,20080,科技-挂机-红装,0,1,101,0,60110081,禁忌之剑,1,1,1,0,0
926,20080,科技-挂机-红装,0,1,101,0,60110082,禁忌之剑,1,1,1,0,0
927,20080,科技-挂机-红装,0,1,101,0,60110083,禁忌之剑,1,1,1,0,0
928,20080,科技-挂机-红装,0,1,101,0,60110084,禁忌之剑,1,1,1,0,0
929,20080,科技-挂机-红装,0,1,101,0,60110085,禁忌之剑,1,1,1,0,0
930,20080,科技-挂机-红装,0,1,101,0,60110086,禁忌之剑,1,1,1,0,0
931,20080,科技-挂机-红装,0,1,101,0,60210080,崩山之刃,1,1,1,0,0
932,20080,科技-挂机-红装,0,1,101,0,60210081,崩山之刃,1,1,1,0,0
933,20080,科技-挂机-红装,0,1,101,0,60210082,崩山之刃,1,1,1,0,0
934,20080,科技-挂机-红装,0,1,101,0,60210083,崩山之刃,1,1,1,0,0
935,20080,科技-挂机-红装,0,1,101,0,60210084,崩山之刃,1,1,1,0,0
936,20080,科技-挂机-红装,0,1,101,0,60210085,崩山之刃,1,1,1,0,0
937,20080,科技-挂机-红装,0,1,101,0,60210086,崩山之刃,1,1,1,0,0
938,20080,科技-挂机-红装,0,1,101,0,60310080,魔焰巨杖,1,1,1,0,0
939,20080,科技-挂机-红装,0,1,101,0,60310081,魔焰巨杖,1,1,1,0,0
940,20080,科技-挂机-红装,0,1,101,0,60310082,魔焰巨杖,1,1,1,0,0
941,20080,科技-挂机-红装,0,1,101,0,60310083,魔焰巨杖,1,1,1,0,0
942,20080,科技-挂机-红装,0,1,101,0,60310084,魔焰巨杖,1,1,1,0,0
943,20080,科技-挂机-红装,0,1,101,0,60310085,魔焰巨杖,1,1,1,0,0
944,20080,科技-挂机-红装,0,1,101,0,60310086,魔焰巨杖,1,1,1,0,0
945,20080,科技-挂机-红装,0,1,101,0,60420080,崩山战盔,1,1,1,0,0
946,20080,科技-挂机-红装,0,1,101,0,60420081,崩山战盔,1,1,1,0,0
947,20080,科技-挂机-红装,0,1,101,0,60420082,崩山战盔,1,1,1,0,0
948,20080,科技-挂机-红装,0,1,101,0,60420083,崩山战盔,1,1,1,0,0
949,20080,科技-挂机-红装,0,1,101,0,60420084,崩山战盔,1,1,1,0,0
950,20080,科技-挂机-红装,0,1,101,0,60420085,崩山战盔,1,1,1,0,0
951,20080,科技-挂机-红装,0,1,101,0,60420086,崩山战盔,1,1,1,0,0
952,20080,科技-挂机-红装,0,1,101,0,60430080,崩山板甲,1,1,1,0,0
953,20080,科技-挂机-红装,0,1,101,0,60430081,崩山板甲,1,1,1,0,0
954,20080,科技-挂机-红装,0,1,101,0,60430082,崩山板甲,1,1,1,0,0
955,20080,科技-挂机-红装,0,1,101,0,60430083,崩山板甲,1,1,1,0,0
956,20080,科技-挂机-红装,0,1,101,0,60430084,崩山板甲,1,1,1,0,0
957,20080,科技-挂机-红装,0,1,101,0,60430085,崩山板甲,1,1,1,0,0
958,20080,科技-挂机-红装,0,1,101,0,60430086,崩山板甲,1,1,1,0,0
959,20080,科技-挂机-红装,0,1,101,0,60440080,崩山战靴,1,1,1,0,0
960,20080,科技-挂机-红装,0,1,101,0,60440081,崩山战靴,1,1,1,0,0
961,20080,科技-挂机-红装,0,1,101,0,60440082,崩山战靴,1,1,1,0,0
962,20080,科技-挂机-红装,0,1,101,0,60440083,崩山战靴,1,1,1,0,0
963,20080,科技-挂机-红装,0,1,101,0,60440084,崩山战靴,1,1,1,0,0
964,20080,科技-挂机-红装,0,1,101,0,60440085,崩山战靴,1,1,1,0,0
965,20080,科技-挂机-红装,0,1,101,0,60440086,崩山战靴,1,1,1,0,0
966,20080,科技-挂机-红装,0,1,101,0,60520080,魔焰发冠,1,1,1,0,0
967,20080,科技-挂机-红装,0,1,101,0,60520081,魔焰发冠,1,1,1,0,0
968,20080,科技-挂机-红装,0,1,101,0,60520082,魔焰发冠,1,1,1,0,0
969,20080,科技-挂机-红装,0,1,101,0,60520083,魔焰发冠,1,1,1,0,0
970,20080,科技-挂机-红装,0,1,101,0,60520084,魔焰发冠,1,1,1,0,0
971,20080,科技-挂机-红装,0,1,101,0,60520085,魔焰发冠,1,1,1,0,0
972,20080,科技-挂机-红装,0,1,101,0,60520086,魔焰发冠,1,1,1,0,0
973,20080,科技-挂机-红装,0,1,101,0,60530080,魔焰法袍,1,1,1,0,0
974,20080,科技-挂机-红装,0,1,101,0,60530081,魔焰法袍,1,1,1,0,0
975,20080,科技-挂机-红装,0,1,101,0,60530082,魔焰法袍,1,1,1,0,0
976,20080,科技-挂机-红装,0,1,101,0,60530083,魔焰法袍,1,1,1,0,0
977,20080,科技-挂机-红装,0,1,101,0,60530084,魔焰法袍,1,1,1,0,0
978,20080,科技-挂机-红装,0,1,101,0,60530085,魔焰法袍,1,1,1,0,0
979,20080,科技-挂机-红装,0,1,101,0,60530086,魔焰法袍,1,1,1,0,0
980,20080,科技-挂机-红装,0,1,101,0,60540080,魔焰布靴,1,1,1,0,0
981,20080,科技-挂机-红装,0,1,101,0,60540081,魔焰布靴,1,1,1,0,0
982,20080,科技-挂机-红装,0,1,101,0,60540082,魔焰布靴,1,1,1,0,0
983,20080,科技-挂机-红装,0,1,101,0,60540083,魔焰布靴,1,1,1,0,0
984,20080,科技-挂机-红装,0,1,101,0,60540084,魔焰布靴,1,1,1,0,0
985,20080,科技-挂机-红装,0,1,101,0,60540085,魔焰布靴,1,1,1,0,0
986,20080,科技-挂机-红装,0,1,101,0,60540086,魔焰布靴,1,1,1,0,0
987,20080,科技-挂机-红装,0,1,101,0,60620080,大骑士皮盔,1,1,1,0,0
988,20080,科技-挂机-红装,0,1,101,0,60620081,大骑士皮盔,1,1,1,0,0
989,20080,科技-挂机-红装,0,1,101,0,60620082,大骑士皮盔,1,1,1,0,0
990,20080,科技-挂机-红装,0,1,101,0,60620083,大骑士皮盔,1,1,1,0,0
991,20080,科技-挂机-红装,0,1,101,0,60620084,大骑士皮盔,1,1,1,0,0
992,20080,科技-挂机-红装,0,1,101,0,60620085,大骑士皮盔,1,1,1,0,0
993,20080,科技-挂机-红装,0,1,101,0,60620086,大骑士皮盔,1,1,1,0,0
994,20080,科技-挂机-红装,0,1,101,0,60630080,大骑士皮甲,1,1,1,0,0
995,20080,科技-挂机-红装,0,1,101,0,60630081,大骑士皮甲,1,1,1,0,0
996,20080,科技-挂机-红装,0,1,101,0,60630082,大骑士皮甲,1,1,1,0,0
997,20080,科技-挂机-红装,0,1,101,0,60630083,大骑士皮甲,1,1,1,0,0
998,20080,科技-挂机-红装,0,1,101,0,60630084,大骑士皮甲,1,1,1,0,0
999,20080,科技-挂机-红装,0,1,101,0,60630085,大骑士皮甲,1,1,1,0,0
1000,20080,科技-挂机-红装,0,1,101,0,60630086,大骑士皮甲,1,1,1,0,0
1001,20080,科技-挂机-红装,0,1,101,0,60640080,大骑士皮靴,1,1,1,0,0
1002,20080,科技-挂机-红装,0,1,101,0,60640081,大骑士皮靴,1,1,1,0,0
1003,20080,科技-挂机-红装,0,1,101,0,60640082,大骑士皮靴,1,1,1,0,0
1004,20080,科技-挂机-红装,0,1,101,0,60640083,大骑士皮靴,1,1,1,0,0
1005,20080,科技-挂机-红装,0,1,101,0,60640084,大骑士皮靴,1,1,1,0,0
1006,20080,科技-挂机-红装,0,1,101,0,60640085,大骑士皮靴,1,1,1,0,0
1007,20080,科技-挂机-红装,0,1,101,0,60640086,大骑士皮靴,1,1,1,0,0
1008,20081,科技-挂机-红装+T1,156,1,101,10000,60110080,禁忌之剑,1,1,1,0,0
1009,20081,科技-挂机-红装+T1,0,1,101,0,60110081,禁忌之剑,1,1,1,0,0
1010,20081,科技-挂机-红装+T1,0,1,101,0,60110082,禁忌之剑,1,1,1,0,0
1011,20081,科技-挂机-红装+T1,0,1,101,0,60110083,禁忌之剑,1,1,1,0,0
1012,20081,科技-挂机-红装+T1,0,1,101,0,60110084,禁忌之剑,1,1,1,0,0
1013,20081,科技-挂机-红装+T1,0,1,101,0,60110085,禁忌之剑,1,1,1,0,0
1014,20081,科技-挂机-红装+T1,0,1,101,0,60110086,禁忌之剑,1,1,1,0,0
1015,20081,科技-挂机-红装+T1,0,1,101,0,60210080,崩山之刃,1,1,1,0,0
1016,20081,科技-挂机-红装+T1,0,1,101,0,60210081,崩山之刃,1,1,1,0,0
1017,20081,科技-挂机-红装+T1,0,1,101,0,60210082,崩山之刃,1,1,1,0,0
1018,20081,科技-挂机-红装+T1,0,1,101,0,60210083,崩山之刃,1,1,1,0,0
1019,20081,科技-挂机-红装+T1,0,1,101,0,60210084,崩山之刃,1,1,1,0,0
1020,20081,科技-挂机-红装+T1,0,1,101,0,60210085,崩山之刃,1,1,1,0,0
1021,20081,科技-挂机-红装+T1,0,1,101,0,60210086,崩山之刃,1,1,1,0,0
1022,20081,科技-挂机-红装+T1,0,1,101,0,60310080,魔焰巨杖,1,1,1,0,0
1023,20081,科技-挂机-红装+T1,0,1,101,0,60310081,魔焰巨杖,1,1,1,0,0
1024,20081,科技-挂机-红装+T1,0,1,101,0,60310082,魔焰巨杖,1,1,1,0,0
1025,20081,科技-挂机-红装+T1,0,1,101,0,60310083,魔焰巨杖,1,1,1,0,0
1026,20081,科技-挂机-红装+T1,0,1,101,0,60310084,魔焰巨杖,1,1,1,0,0
1027,20081,科技-挂机-红装+T1,0,1,101,0,60310085,魔焰巨杖,1,1,1,0,0
1028,20081,科技-挂机-红装+T1,0,1,101,0,60310086,魔焰巨杖,1,1,1,0,0
1029,20081,科技-挂机-红装+T1,0,1,101,0,60420080,崩山战盔,1,1,1,0,0
1030,20081,科技-挂机-红装+T1,0,1,101,0,60420081,崩山战盔,1,1,1,0,0
1031,20081,科技-挂机-红装+T1,0,1,101,0,60420082,崩山战盔,1,1,1,0,0
1032,20081,科技-挂机-红装+T1,0,1,101,0,60420083,崩山战盔,1,1,1,0,0
1033,20081,科技-挂机-红装+T1,0,1,101,0,60420084,崩山战盔,1,1,1,0,0
1034,20081,科技-挂机-红装+T1,0,1,101,0,60420085,崩山战盔,1,1,1,0,0
1035,20081,科技-挂机-红装+T1,0,1,101,0,60420086,崩山战盔,1,1,1,0,0
1036,20081,科技-挂机-红装+T1,0,1,101,0,60430080,崩山板甲,1,1,1,0,0
1037,20081,科技-挂机-红装+T1,0,1,101,0,60430081,崩山板甲,1,1,1,0,0
1038,20081,科技-挂机-红装+T1,0,1,101,0,60430082,崩山板甲,1,1,1,0,0
1039,20081,科技-挂机-红装+T1,0,1,101,0,60430083,崩山板甲,1,1,1,0,0
1040,20081,科技-挂机-红装+T1,0,1,101,0,60430084,崩山板甲,1,1,1,0,0
1041,20081,科技-挂机-红装+T1,0,1,101,0,60430085,崩山板甲,1,1,1,0,0
1042,20081,科技-挂机-红装+T1,0,1,101,0,60430086,崩山板甲,1,1,1,0,0
1043,20081,科技-挂机-红装+T1,0,1,101,0,60440080,崩山战靴,1,1,1,0,0
1044,20081,科技-挂机-红装+T1,0,1,101,0,60440081,崩山战靴,1,1,1,0,0
1045,20081,科技-挂机-红装+T1,0,1,101,0,60440082,崩山战靴,1,1,1,0,0
1046,20081,科技-挂机-红装+T1,0,1,101,0,60440083,崩山战靴,1,1,1,0,0
1047,20081,科技-挂机-红装+T1,0,1,101,0,60440084,崩山战靴,1,1,1,0,0
1048,20081,科技-挂机-红装+T1,0,1,101,0,60440085,崩山战靴,1,1,1,0,0
1049,20081,科技-挂机-红装+T1,0,1,101,0,60440086,崩山战靴,1,1,1,0,0
1050,20081,科技-挂机-红装+T1,0,1,101,0,60520080,魔焰发冠,1,1,1,0,0
1051,20081,科技-挂机-红装+T1,0,1,101,0,60520081,魔焰发冠,1,1,1,0,0
1052,20081,科技-挂机-红装+T1,0,1,101,0,60520082,魔焰发冠,1,1,1,0,0
1053,20081,科技-挂机-红装+T1,0,1,101,0,60520083,魔焰发冠,1,1,1,0,0
1054,20081,科技-挂机-红装+T1,0,1,101,0,60520084,魔焰发冠,1,1,1,0,0
