id,type,category,officer,officernum,officertype,topmod,npclv,npcquality,npcstar,armquality,armlv,npctitle,heroweaponlv,npc1,armtype1,npc2,armtype2,npc3,armtype3,npc4,armtype4,npc5,armtype5,npc6,armtype6,npc7,armtype7,npc8,armtype8,npc9,armtype9,npc10,armtype10,tabletype1,tablevalue1,num1,tabletype2,tablevalue2,num2,tabletype3,tablevalue3,num3,tabletype4,tablevalue4,num4,tabletype5,tablevalue5,num5
119,1,1,8,3,2,1006,29,6,0,0,0,0,1,1007,12006,4010,12006,1005,12005,3002,12006,2001,11005,2003,11006,2008,11006,3003,11005,3009,11004,0,0,6,18007,5,7,1350,5,8,450,5,9,1350,5,10,450,5
120,1,1,8,3,1,1006,29,6,0,0,0,0,1,1009,22006,2009,22005,3006,22006,3004,21006,1001,21006,1003,21005,4009,21006,0,0,0,0,0,0,6,18007,5,7,1350,5,8,450,5,9,1350,5,10,450,5
121,1,1,9,3,3,1007,28,6,0,0,0,0,1,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,17271,5,7,1295,5,8,432,5,9,1295,5,10,432,5
122,1,1,9,3,2,1007,28,6,0,0,0,0,1,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,17271,5,7,1295,5,8,432,5,9,1295,5,10,432,5
123,1,1,9,3,1,1007,28,6,0,0,0,0,1,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,6,13121,5,7,984,5,8,328,5,9,984,5,10,328,5
124,1,1,10,3,3,1008,27,6,0,0,0,0,1,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,16035,5,7,1203,5,8,401,5,9,1203,5,10,401,5
125,1,1,10,3,2,1008,27,6,0,0,0,0,1,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,16035,5,7,1203,5,8,401,5,9,1203,5,10,401,5
126,1,1,10,3,1,1008,27,6,0,0,0,0,1,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,6,8035,5,7,603,5,8,201,5,9,603,5,10,201,5
127,1,1,11,2,3,1010,26,6,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,15300,5,7,1147,5,8,382,5,9,1147,5,10,382,5
128,1,1,11,2,2,1010,26,6,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,15300,5,7,1147,5,8,382,5,9,1147,5,10,382,5
129,1,1,11,2,1,1010,26,6,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,1,12,2,3,1007,25,6,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14496,5,7,1087,5,8,362,5,9,1087,5,10,362,5
131,1,1,12,2,2,1007,25,6,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14496,5,7,1087,5,8,362,5,9,1087,5,10,362,5
132,1,1,12,2,1,1007,25,6,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,1,13,2,3,1008,24,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
134,1,1,13,2,2,1008,24,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
135,1,1,13,2,1,1008,24,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,1,14,2,3,1010,23,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14820,5,7,1112,5,8,371,5,9,1112,5,10,371,5
137,1,1,14,2,2,1010,23,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14820,5,7,1112,5,8,371,5,9,1112,5,10,371,5
138,1,1,14,2,1,1010,23,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,1,15,2,3,1005,22,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
140,1,1,15,2,2,1005,22,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
141,1,1,15,2,1,1005,22,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,1,16,2,3,1006,21,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,11780,5,7,884,5,8,295,5,9,884,5,10,295,5
143,1,1,16,2,2,1006,21,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,11780,5,7,884,5,8,295,5,9,884,5,10,295,5
144,1,1,16,2,1,1006,21,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1,17,2,3,1007,20,5,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,9898,5,7,742,5,8,247,5,9,742,5,10,247,5
146,1,1,17,2,2,1007,20,5,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,9898,5,7,742,5,8,247,5,9,742,5,10,247,5
147,1,1,17,2,1,1007,20,5,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,1,18,2,3,1008,19,4,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,10194,5,7,765,5,8,255,5,9,765,5,10,255,5
149,1,1,18,2,2,1008,19,4,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,10194,5,7,765,5,8,255,5,9,765,5,10,255,5
150,1,1,18,2,1,1008,19,4,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,1,19,2,3,1010,18,4,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7924,5,7,594,5,8,198,5,9,594,5,10,198,5
152,1,1,19,2,2,1010,18,4,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7924,5,7,594,5,8,198,5,9,594,5,10,198,5
153,1,1,19,2,1,1010,18,4,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,1,20,2,3,1005,17,4,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
155,1,1,20,2,2,1005,17,4,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
156,1,1,20,2,1,1005,17,4,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,1,21,2,3,1006,16,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
158,1,1,21,2,2,1006,16,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
159,1,1,21,2,1,1006,16,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,1,22,2,3,1007,15,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
161,1,1,22,2,2,1007,15,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,7207,5,7,540,5,8,180,5,9,540,5,10,180,5
162,1,1,22,2,1,1007,15,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,1,23,2,3,1008,14,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,4841,5,7,363,5,8,121,5,9,363,5,10,121,5
164,1,1,23,2,2,1008,14,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,4841,5,7,363,5,8,121,5,9,363,5,10,121,5
165,1,1,23,2,1,1008,14,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1,1,24,2,3,1010,13,3,0,0,0,0,0,1002,31002,2002,31002,2006,31003,3007,31003,2005,32003,2010,32002,3005,32002,4003,32003,0,0,0,0,6,3902,5,7,293,5,8,98,5,9,293,5,10,98,5
167,1,1,24,2,2,1010,13,3,0,0,0,0,0,1007,12002,4010,12003,1005,12003,3002,12002,2001,11003,2003,11002,2008,11003,3003,11002,3009,11002,0,0,6,3902,5,7,293,5,8,98,5,9,293,5,10,98,5
168,1,1,24,2,1,1010,13,3,0,0,0,0,0,1009,22002,2009,22003,3006,22003,3004,21002,1001,21003,1003,21003,4009,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,1,25,2,3,1007,12,2,0,0,0,0,0,3001,31001,1002,31001,2002,31001,2006,31001,3007,31002,0,0,0,0,0,0,0,0,0,0,6,602,5,7,45,5,8,15,5,9,45,5,10,15,5
170,1,1,25,2,2,1007,12,2,0,0,0,0,0,4008,12001,1005,12001,3002,12001,2001,11001,2003,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1,1,25,2,1,1007,12,2,0,0,0,0,0,4008,12001,1005,12001,3002,12001,2001,11001,2003,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,1,26,2,3,1008,11,2,0,0,0,0,0,3001,31001,4005,31001,1002,31001,2002,31001,2006,31001,0,0,0,0,0,0,0,0,0,0,6,693,5,7,52,5,8,17,5,9,52,5,10,17,5
173,1,1,26,2,2,1008,11,2,0,0,0,0,0,4008,12001,1008,11001,1005,12001,3002,12001,2001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,1,26,2,1,1008,11,2,0,0,0,0,0,4008,12001,1008,11001,1005,12001,3002,12001,2001,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,1,27,1,3,1010,10,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,1002,31001,2002,31001,0,0,0,0,0,0,0,0,0,0,6,423,5,7,32,5,8,11,5,9,32,5,10,11,5
176,1,1,27,1,2,1010,10,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,1002,31001,2002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,1,27,1,1,1010,10,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,1002,31001,2002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,1,28,1,3,1007,9,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,1002,31001,0,0,0,0,0,0,0,0,0,0,6,1000,5,7,75,5,8,25,5,9,75,5,10,25,5
179,1,1,28,1,2,1007,9,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,1002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,1,28,1,1,1007,9,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,1002,31001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,1,29,1,3,1008,8,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,6,851,5,7,64,5,8,21,5,9,64,5,10,21,5
182,1,1,29,1,2,1008,8,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,1,29,1,1,1008,8,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,1,30,1,3,1010,7,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,1,30,1,2,1010,7,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1,1,30,1,1,1010,7,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,1,31,1,3,1008,6,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,1,31,1,2,1008,6,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,1,31,1,1,1008,6,2,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,1,32,1,3,1010,5,1,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,1,32,1,2,1010,5,1,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,1,32,1,1,1010,5,1,0,0,0,0,0,3001,31001,4005,31001,4006,32001,3008,32001,4002,32001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,3,1,3,3,3006,36,8,0,0,0,0,1,4004,21006,3010,11006,1002,31006,2006,31005,3007,31006,0,0,0,0,0,0,0,0,0,0,6,24908,5,7,1868,5,8,623,5,9,1868,5,10,623,5
194,1,3,1,3,2,3006,36,8,0,0,0,0,1,1004,12006,4001,31006,1009,22006,2009,22005,3006,22006,0,0,0,0,0,0,0,0,0,0,6,24908,5,7,1868,5,8,623,5,9,1868,5,10,623,5
195,1,3,1,3,1,3006,36,8,0,0,0,0,1,2007,22006,1006,32006,1005,12005,3002,12006,2008,11006,0,0,0,0,0,0,0,0,0,0,6,24908,5,7,1868,5,8,623,5,9,1868,5,10,623,5
196,1,3,2,3,3,3004,35,8,0,0,0,0,1,4004,21006,3010,11006,2002,31005,2010,32006,3005,32006,0,0,0,0,0,0,0,0,0,0,6,23409,5,7,1756,5,8,585,5,9,1756,5,10,585,5
197,1,3,2,3,2,3004,35,8,0,0,0,0,1,1004,12006,4001,31006,1009,22006,3004,21006,3006,22006,0,0,0,0,0,0,0,0,0,0,6,23409,5,7,1756,5,8,585,5,9,1756,5,10,585,5
198,1,3,2,3,1,3004,35,8,0,0,0,0,1,2007,22006,1006,32006,1005,12005,3002,12006,2008,11006,0,0,0,0,0,0,0,0,0,0,6,23409,5,7,1756,5,8,585,5,9,1756,5,10,585,5
199,1,3,3,3,3,3007,34,7,0,0,0,0,1,4004,21006,3010,11006,3007,31006,2005,32006,4003,32005,0,0,0,0,0,0,0,0,0,0,6,21909,5,7,1643,5,8,548,5,9,1643,5,10,548,5
200,1,3,3,3,2,3007,34,7,0,0,0,0,1,1004,12006,4001,31006,1009,22006,1001,21006,3006,22006,0,0,0,0,0,0,0,0,0,0,6,21909,5,7,1643,5,8,548,5,9,1643,5,10,548,5
201,1,3,3,3,1,3007,34,7,0,0,0,0,1,2007,22006,1006,32006,1005,12005,3002,12006,2008,11006,0,0,0,0,0,0,0,0,0,0,6,21909,5,7,1643,5,8,548,5,9,1643,5,10,548,5
202,1,3,4,3,3,3003,33,7,0,0,0,0,1,4004,21006,3010,11006,1002,31006,2006,31005,4003,32005,0,0,0,0,0,0,0,0,0,0,6,20406,5,7,1530,5,8,510,5,9,1530,5,10,510,5
203,1,3,4,3,2,3003,33,7,0,0,0,0,1,1004,12006,4001,31006,3004,21006,1001,21006,1003,21005,0,0,0,0,0,0,0,0,0,0,6,20406,5,7,1530,5,8,510,5,9,1530,5,10,510,5
204,1,3,4,3,1,3003,33,7,0,0,0,0,1,2007,22006,1006,32006,3003,11005,3002,12006,2001,11005,0,0,0,0,0,0,0,0,0,0,6,20406,5,7,1530,5,8,510,5,9,1530,5,10,510,5
205,1,3,5,3,3,3010,32,7,0,0,0,0,1,4004,21006,3010,11006,3007,31006,2005,32006,2010,32006,0,0,0,0,0,0,0,0,0,0,6,19113,5,7,1433,5,8,478,5,9,1433,5,10,478,5
206,1,3,5,3,2,3010,32,7,0,0,0,0,1,1004,12006,4001,31006,1009,22006,1003,21005,3006,22006,0,0,0,0,0,0,0,0,0,0,6,19113,5,7,1433,5,8,478,5,9,1433,5,10,478,5
207,1,3,5,3,1,3010,32,7,0,0,0,0,1,2007,22006,1006,32006,3002,12006,2008,11006,3003,11005,0,0,0,0,0,0,0,0,0,0,6,19113,5,7,1433,5,8,478,5,9,1433,5,10,478,5
208,1,3,6,3,3,3005,31,7,0,0,0,0,1,1002,31006,2002,31005,2006,31005,3007,31006,2005,32006,2010,32006,3005,32006,4003,32005,0,0,0,0,6,17820,5,7,1337,5,8,446,5,9,1337,5,10,446,5
209,1,3,6,3,2,3005,31,7,0,0,0,0,1,1007,12006,4010,12006,1005,12005,3002,12006,2001,11005,2003,11006,2008,11006,3003,11005,3009,11004,0,0,6,17820,5,7,1337,5,8,446,5,9,1337,5,10,446,5
210,1,3,6,3,1,3005,31,7,0,0,0,0,1,1009,22006,2009,22005,3006,22006,3004,21006,1001,21006,1003,21005,4009,21006,0,0,0,0,0,0,6,17820,5,7,1337,5,8,446,5,9,1337,5,10,446,5
211,1,3,7,3,3,3001,30,7,0,0,0,0,1,1002,31006,2002,31005,2006,31005,3007,31006,2005,32006,2010,32006,3005,32006,4003,32005,0,0,0,0,6,16523,5,7,1239,5,8,413,5,9,1239,5,10,413,5
212,1,3,7,3,2,3001,30,7,0,0,0,0,1,1007,12006,4010,12006,1005,12005,3002,12006,2001,11005,2003,11006,2008,11006,3003,11005,3009,11004,0,0,6,16523,5,7,1239,5,8,413,5,9,1239,5,10,413,5
213,1,3,7,3,1,3001,30,7,0,0,0,0,1,1009,22006,2009,22005,3006,22006,3004,21006,1001,21006,1003,21005,4009,21006,0,0,0,0,0,0,6,16523,5,7,1239,5,8,413,5,9,1239,5,10,413,5
214,1,3,8,3,3,3002,29,6,0,0,0,0,1,1002,31006,2002,31005,2006,31005,3007,31006,2005,32006,2010,32006,3005,32006,4003,32005,0,0,0,0,6,18007,5,7,1350,5,8,450,5,9,1350,5,10,450,5
215,1,3,8,3,2,3002,29,6,0,0,0,0,1,1007,12006,4010,12006,1005,12005,3002,12006,2001,11005,2003,11006,2008,11006,3003,11005,3009,11004,0,0,6,18007,5,7,1350,5,8,450,5,9,1350,5,10,450,5
216,1,3,8,3,1,3002,29,6,0,0,0,0,1,1009,22006,2009,22005,3006,22006,3004,21006,1001,21006,1003,21005,4009,21006,0,0,0,0,0,0,6,18007,5,7,1350,5,8,450,5,9,1350,5,10,450,5
217,1,3,9,3,3,3009,28,6,0,0,0,0,1,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,17271,5,7,1295,5,8,432,5,9,1295,5,10,432,5
218,1,3,9,3,2,3009,28,6,0,0,0,0,1,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,17271,5,7,1295,5,8,432,5,9,1295,5,10,432,5
219,1,3,9,3,1,3009,28,6,0,0,0,0,1,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,6,13121,5,7,984,5,8,328,5,9,984,5,10,328,5
220,1,3,10,3,3,3008,27,6,0,0,0,0,1,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,16035,5,7,1203,5,8,401,5,9,1203,5,10,401,5
221,1,3,10,3,2,3008,27,6,0,0,0,0,1,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,16035,5,7,1203,5,8,401,5,9,1203,5,10,401,5
222,1,3,10,3,1,3008,27,6,0,0,0,0,1,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,6,8035,5,7,603,5,8,201,5,9,603,5,10,201,5
223,1,3,11,2,3,3001,26,6,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,15300,5,7,1147,5,8,382,5,9,1147,5,10,382,5
224,1,3,11,2,2,3001,26,6,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,15300,5,7,1147,5,8,382,5,9,1147,5,10,382,5
225,1,3,11,2,1,3001,26,6,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1,3,12,2,3,3002,25,6,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14496,5,7,1087,5,8,362,5,9,1087,5,10,362,5
227,1,3,12,2,2,3002,25,6,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14496,5,7,1087,5,8,362,5,9,1087,5,10,362,5
228,1,3,12,2,1,3002,25,6,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1,3,13,2,3,3009,24,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
230,1,3,13,2,2,3009,24,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
231,1,3,13,2,1,3009,24,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1,3,14,2,3,3008,23,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14820,5,7,1112,5,8,371,5,9,1112,5,10,371,5
233,1,3,14,2,2,3008,23,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14820,5,7,1112,5,8,371,5,9,1112,5,10,371,5
234,1,3,14,2,1,3008,23,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,3,15,2,3,3005,22,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
236,1,3,15,2,2,3005,22,5,0,0,0,0,0,1007,12004,4010,12005,1005,12004,3002,12003,2001,11004,2003,11004,2008,11005,3003,11003,3009,11003,0,0,6,14186,5,7,1064,5,8,355,5,9,1064,5,10,355,5
237,1,3,15,2,1,3005,22,5,0,0,0,0,0,1009,22004,2009,22004,3006,22005,3004,21004,1001,21005,1003,21004,4009,21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1,3,16,2,3,3001,21,5,0,0,0,0,0,1002,31004,2002,31003,2006,31004,3007,31005,2005,32005,2010,32003,3005,32004,4003,32004,0,0,0,0,6,11780,5,7,884,5,8,295,5,9,884,5,10,295,5
