str_id,str
STR_UI_GuoZhan_ZhuJun_str_39,这里显示复活的信息
STR_UI_GuoZhan_ZhuJun_str_40,玩家的名字
STR_UI_GuoZhan_ZhuJun_str_41,玩家的名字
STR_UI_GuShanDuoBao_str_0,孤山夺宝
STR_UI_GuShanDuoBao_str_1,距离活动结束:
STR_UI_GuShanDuoBao_str_2,荣誉值:
STR_UI_GuShanDuoBao_str_3,荣誉值:
STR_UI_GuShanDuoBao_str_4,荣誉值:
STR_UI_GuShanDuoBao_str_5,排名
STR_UI_GuShanDuoBao_str_6,获得荣誉
STR_UI_GuShanDuoBao_str_7,个人排名
STR_UI_GuShanDuoBao_str_8,军团排名
STR_UI_GuShanDuoBao_str_9,查看奖励
STR_UI_GuShanDuoBao_str_10,我的荣誉
STR_UI_GuShanDuoBao_str_11,玩家的名字
STR_UI_GuShanDuoBao_str_12,排行榜
STR_UI_GuShanDuoBao_str_13,消耗:
STR_UI_GuShanDuoBao_str_14,消耗:
STR_UI_GuShanDuoBao_str_15,消耗:
STR_UI_GuShanDuoBao_str_16,攻击疲劳:
STR_UI_GuShanDuoBao_str_17,鼓舞
STR_UI_GuShanDuoBao_ChuZhan_str_0,占领
STR_UI_GuShanDuoBao_ChuZhan_str_1,城池名字
STR_UI_GuShanDuoBao_ChuZhan_str_2,常规战
STR_UI_GuShanDuoBao_ChuZhan_str_3,头像名字
STR_UI_GuShanDuoBao_ChuZhan_str_4,99级
STR_UI_GuShanDuoBao_ChuZhan_str_5,几率掉落:
STR_UI_GuShanDuoBao_ChuZhan_str_6,胜利荣誉:
STR_UI_GuShanDuoBao_ChuZhan_str_7,占领进度:
STR_UI_GuShanDuoBao_ChuZhan_str_8,夺取人数:
STR_UI_GuShanDuoBao_ChuZhan_str_9,99人
STR_UI_GuShanDuoBao_ChuZhan_str_10,谁谁谁
STR_UI_GuShanDuoBao_ChuZhan_str_11,调整阵容
STR_UI_GuShanDuoBao_ChuZhan_str_12,刷新
STR_UI_GuShanDuoBao_ChuZhan_str_13,挑战
STR_UI_GuShanDuoBao_CityItem_str_0,掠夺
STR_UI_GuShanDuoBao_CityItem_str_1,援护
STR_UI_GuShanDuoBao_CityItem_str_2,前往
STR_UI_GuShanDuoBao_CityItem_str_3,据点名
STR_UI_GuShanDuoBao_CityItem_str_4,已占领
STR_UI_GuShanDuoBao_FanPai_str_0,点击任意位置继续
STR_UI_GuShanDuoBao_HuoDongJieShu_str_0,我方阵营已夺取宝藏!
STR_UI_GuShanDuoBao_HuoDongJieShu_str_1,那啥的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_2,那啥的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_3,军团的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_4,那啥的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_5,那啥的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_6,军团的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_7,那啥的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_8,那啥的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_9,军团的名字
STR_UI_GuShanDuoBao_HuoDongJieShu_str_10,名次
STR_UI_GuShanDuoBao_HuoDongJieShu_str_11,阵营
STR_UI_GuShanDuoBao_HuoDongJieShu_str_12,国王
STR_UI_GuShanDuoBao_HuoDongJieShu_str_13,占领据点
STR_UI_GuShanDuoBao_HuoDongJieShu_str_14,获得荣誉
STR_UI_GuShanDuoBao_HuoDongJieShu_str_15,军团最佳
STR_UI_GuShanDuoBao_HuoDongJieShu_str_16,个人最佳
STR_UI_GuShanDuoBao_HuoDongJieShu_str_17,个人表现
STR_UI_GuShanDuoBao_HuoDongJieShu_str_18,获得荣誉:
STR_UI_GuShanDuoBao_HuoDongJieShu_str_19,荣誉排行:
STR_UI_GuShanDuoBao_HuoDongJieShu_str_20,军团荣誉:
STR_UI_GuShanDuoBao_HuoDongJieShu_str_21,荣誉排行:
STR_UI_GuShanDuoBao_HuoDongJieShu_str_22,回城
STR_UI_GuShanDuoBao_HuoDongJieShu_str_23,参与活动玩家邮件发送奖励
STR_UI_GuShanDuoBao_JieSuan_str_0,(我军势不可挡，一举夺下 烈焰前哨)
STR_UI_GuShanDuoBao_JieSuan_str_1,点击屏幕继续
STR_UI_GuShanDuoBao_RanKing_str_0,排名奖励
STR_UI_GuShanDuoBao_RanKing_str_1,奖励以邮件的形式发放给参赛者
STR_UI_GuShanDuoBao_RanKing_str_2,军团第     名:
STR_UI_GuShanDuoBao_RanKing_str_3,奖
STR_UI_GuShanDuoBao_RanKing_str_4,励
STR_UI_GuShanDuoBao_RanKing_str_5,军团第     名:
STR_UI_GuShanDuoBao_RanKing_str_6,奖
STR_UI_GuShanDuoBao_RanKing_str_7,励
STR_UI_GuShanDuoBao_RanKing_str_8,军团第     名:
STR_UI_GuShanDuoBao_RanKing_str_9,奖
STR_UI_GuShanDuoBao_RanKing_str_10,励
STR_UI_GuShanDuoBao_RanKing_str_11,夺宝奖励
STR_UI_GuShanDuoBao_RanKing_str_12,军团奖励
STR_UI_GuShanDuoBao_Tips_str_0,阵营技能
STR_UI_GuShanDuoBao_Tips_str_1,技能效果加描述
STR_UI_GuShanDuoBao_Tips_str_2,技能效果加描述
STR_UI_GuShanDuoBao_Tips_str_3,技能名字
STR_UI_HaoYou_str_0,好友
STR_UI_HaoYou_str_1,好友
STR_UI_HaoYou_str_2,添加
STR_UI_HaoYou_str_3,申请
STR_UI_HaoYou_str_4,黑名单
STR_UI_HaoYou_str_5,好友数量:
STR_UI_HaoYou_str_6,今日领取:
STR_UI_HaoYou_str_7,一键领取
STR_UI_HaoYou_str_8,一键赠送
STR_UI_HaoYou_str_9,批量删除
STR_UI_HaoYou_str_10,取消
STR_UI_HaoYou_str_11,删除
STR_UI_HaoYou_str_12,好友数量:
STR_UI_HaoYou_str_13,换一批
STR_UI_HaoYou_str_14,一键添加
STR_UI_HaoYou_str_15,名称
STR_UI_HaoYou_str_16,点击输入玩家名称查找...
STR_UI_HaoYou_str_17,点击输入玩家名称查找...
STR_UI_HaoYou_str_18,查找
STR_UI_HaoYou_str_19,好友数量:
STR_UI_HaoYou_str_20,申请人数:
STR_UI_HaoYou_str_21,全部同意
STR_UI_HaoYou_str_22,全部拒绝
STR_UI_HaoYou_str_23,暂无好友
STR_UI_HaoYou_str_24,玩家的名字啊
STR_UI_HaoYou_str_25,99级
STR_UI_HaoYou_str_26,登陆:
STR_UI_HaoYou_str_27,在线
STR_UI_HaoYou_str_28,添加
STR_UI_HaoYou_str_29,移出
STR_UI_HaoYouTips_str_0,玩家信息
STR_UI_HaoYouTips_str_1,好友名几个字
STR_UI_HaoYouTips_str_2,大魏王
STR_UI_HaoYouTips_str_3,军团:
STR_UI_HaoYouTips_str_4,军团名几个字
STR_UI_HaoYouTips_str_5,当前在线
STR_UI_HaoYouTips_str_6,离线
STR_UI_HaoYouTips_str_7,1小时
STR_UI_HaoYouTips_str_8,帝国
STR_UI_HaoYouTips_str_9,移除黑名单
STR_UI_HaoYouTips_str_10,私聊
STR_UI_HaoYouTips_str_11,加好友
STR_UI_HaoYouTips_str_12,拉黑
STR_UI_HaoYouTips_str_13,删除
STR_UI_HouGong7_str_0,圣物
STR_UI_HouGong7_str_1,美人名名名
STR_UI_HouGong7_str_2,12阶
STR_UI_HouGong7_str_3,技能名
STR_UI_HouGong7_str_4,增加所有武将10%的远程伤害加成
STR_UI_HouGong7_str_5,解锁条件
STR_UI_HouGong7_str_6,被动
STR_UI_HouGong7_str_7,物理攻击
STR_UI_HouGong7_str_8,物理攻击
STR_UI_HouGong7_str_9,物理攻击
STR_UI_HouGong7_str_10,进阶
STR_UI_HouGong7_str_11,激活
STR_UI_HouGong7_str_12,搜集圣物部件可获得属性
STR_UI_HouGong7_str_13,圣物进阶已满
STR_UI_HouGong7_str_14,查看
STR_UI_HouGong7_str_15,兵       力:
STR_UI_HouGong7_str_16,兵       力:
STR_UI_HouGong7_str_17,兵       力:
STR_UI_HouGong7_str_18,圣物属性
STR_UI_HouGong7_str_19,圣物技能
STR_UI_HouGong7_str_20,前排提升攻击力
STR_UI_HouGong7_str_21,道具的名字
STR_UI_HouGong7_str_22,品阶：
STR_UI_HouGong7_str_23,搜索
STR_UI_HouGong7_str_24,传说
STR_UI_HouGong7_str_25,章节名
STR_UI_HouGong7_str_26,章节名
STR_UI_HouGong7_str_27,关卡名
STR_UI_HouGong7_str_28,关卡掉落
STR_UI_HouGong7_str_29,解锁条件
STR_UI_HouGong7_str_30,圣物关卡
STR_UI_HouGong7_str_31,60级开启
STR_UI_HouGong7_str_32,战斗
STR_UI_HouGong7_str_33,已通关当前传记
STR_UI_HouGong7_str_34,满级
STR_UI_HouGong7_BaoWuJinJie_str_0,部件进阶
STR_UI_HouGong7_BaoWuJinJie_str_1,进阶奖励
STR_UI_HouGong7_BaoWuJinJie_str_2,(已激活)
STR_UI_HouGong7_BaoWuJinJie_str_3,属性名字
STR_UI_HouGong7_BaoWuJinJie_str_4,(蓝色+1开启)
STR_UI_HouGong7_BaoWuJinJie_str_5,属性名字
STR_UI_HouGong7_BaoWuJinJie_str_6,(蓝色+1开启)
STR_UI_HouGong7_BaoWuJinJie_str_7,属性名字
STR_UI_HouGong7_BaoWuJinJie_str_8,消耗
STR_UI_HouGong7_BaoWuJinJie_str_9,属性名字
STR_UI_HouGong7_BaoWuJinJie_str_10,属性名字
STR_UI_HouGong7_BaoWuJinJie_str_11,属性名字
STR_UI_HouGong7_BaoWuJinJie_str_12,道具名
STR_UI_HouGong7_BaoWuJinJie_str_13,宝物进阶等级已满
STR_UI_HouGong7_BaoWuJinJie_str_14,快速进阶
STR_UI_HouGong7_BaoWuJinJie_str_15,9折
STR_UI_HouGong7_BaoWuJinJie_str_16,进 阶
STR_UI_HouGong7_BaoWuJinJie_str_17,进阶宝物可增加上阵武将的属性
STR_UI_HouGong7_BaoWuJinJie_str_18,24级开启
STR_UI_HouGong7_BaoWuJinJie_str_19,部件进阶
STR_UI_HouGong7_BaoWuJinJie_str_20,道具名+1
STR_UI_HouGong7_BaoWuJinJie_str_21,道具名+1
STR_UI_HouGong7_BaoWuJinJie_str_22,一键进阶
STR_UI_HouGong7_BaoWuJinJie_str_23,一键一键进阶+11
STR_UI_HouGong7_BaoWuJinJie_str_24,进阶需购买
STR_UI_HouGong7_BaoWuJinJie_str_25,道具的名字x99
STR_UI_HouGong7_BaoWuJinJie_str_26,道具x99
STR_UI_HouGong7_BaoWuJinJie_str_27,属性:
STR_UI_HouGong7_BaoWuJinJie_str_28,属性:
STR_UI_HouGong7_BaoWuJinJie_str_29,属性:
STR_UI_HouGong7_BaoWuJinJie_str_30,未激活色值
STR_UI_HouGong7_BaoWuJinJie_str_31,6阶
STR_UI_HouGong7_BaoWuJinJie_str_32,原价:
STR_UI_HouGong7_BaoWuJinJie_str_33,现价:
STR_UI_HouGong7_BaoWuJinJie_str_34,快速进阶
STR_UI_HouGong7_BaoWuJinJie_str_35,9折
STR_UI_HouGong7_MeiRenJinJie_str_0,圣物进阶
STR_UI_HouGong7_MeiRenJinJie_str_1,进 阶
STR_UI_HouGong7_MeiRenJinJie_str_2,快速进阶
STR_UI_HouGong7_MeiRenJinJie_str_3,9折
STR_UI_HouGong7_MeiRenJinJie_str_4,技能名
STR_UI_HouGong7_MeiRenJinJie_str_5,技能描述....
STR_UI_HouGong7_MeiRenJinJie_str_6,5级
STR_UI_HouGong7_MeiRenJinJie_str_7,6级
STR_UI_HouGong7_MeiRenJinJie_str_8,被动
STR_UI_HouGong7_MeiRenJinJie_str_9,前排提升攻击力
STR_UI_HouGong7_MeiRenJinJie_str_10,美人名 +13
STR_UI_HouGong7_MeiRenJinJie_str_11,进阶奖励
STR_UI_HouGong7_MeiRenJinJie_str_12,消耗
STR_UI_HouGong7_MeiRenJinJie_str_13,(已激活)
STR_UI_HouGong7_MeiRenJinJie_str_14,属性名字
STR_UI_HouGong7_MeiRenJinJie_str_15,(蓝色+1开启)
STR_UI_HouGong7_MeiRenJinJie_str_16,属性名字
STR_UI_HouGong7_MeiRenJinJie_str_17,(蓝色+1开启)
STR_UI_HouGong7_MeiRenJinJie_str_18,属性名字
STR_UI_HouGong7_MeiRenJinJie_str_19,圣物进阶等级已满
STR_UI_HouGong7_MeiRenJinJie_str_20,需所有宝物进阶绿色+8
STR_UI_HouGong7_MeiRenJinJie_str_21,24级开启
STR_UI_HouGong7_MeiRenJinJie_str_22,圣物进阶
STR_UI_HouGong7_MeiRenJinJie_str_23,美人名
STR_UI_HouGong7_MeiRenJinJie_str_24,美人名+1
STR_UI_HouGong7_MeiRenJinJie_str_25,未激活色值
STR_UI_HouGong7_MeiRenJinJie_str_26,6阶
STR_UI_HouGong7_MeiRenJinJie_str_27,原价:
STR_UI_HouGong7_MeiRenJinJie_str_28,现价:
STR_UI_HouGong7_MeiRenJinJie_str_29,快速进阶
STR_UI_HouGong7_MeiRenJinJie_str_30,9折
STR_UI_HouGong7_MeiRenJinJie_str_31,一键进阶
STR_UI_HouGong7_MeiRenJinJie_str_32,一键进阶
STR_UI_HouGong7_MeiRenJinJie_str_33,进阶需购买
STR_UI_HouGong7_MeiRenJinJie_str_34,道具的名字x99
STR_UI_HouGong7_MeiRenJinJie_str_35,道具x99
STR_UI_HouGong_Lucky_str_0,再抽5次必得
STR_UI_HouGong_Lucky_str_1,圣物专属进阶材料
STR_UI_HouGong_Lucky_str_2,搜索1次
STR_UI_HouGong_Lucky_str_3,本次免费
STR_UI_HouGong_Lucky_str_4,搜索5次
STR_UI_HouGong_Lucky_str_5,9折
STR_UI_HuFu2_str_0,纹章
STR_UI_HuFu2_str_1,技能名字
STR_UI_HuFu2_str_2,9阶99级
STR_UI_HuFu2_str_3,99阶99级
STR_UI_HuFu2_str_4,99阶99级
STR_UI_HuFu2_str_5,99阶99级
STR_UI_HuFu2_str_6,99阶99级
STR_UI_HuFu2_str_7,99阶99级
STR_UI_HuFu2_str_8,99阶99级
STR_UI_HuFu2_str_9,99阶99级
STR_UI_HuFu2_str_10,99阶99级
STR_UI_HuFu2_str_11,99阶99级
STR_UI_HuFu2_str_12,99阶99级
STR_UI_HuFu2_str_13,精炼
STR_UI_HuFu2_str_14,突破
STR_UI_HuFu2_Bag_str_0,圣印背包
STR_UI_HuFu2_Bag_str_1,获取圣印
STR_UI_HuFu2_Bag_str_2,装备
STR_UI_HuFu2_Bag_str_3,技能名字
STR_UI_HuFu2_Bag_str_4,9阶99级
STR_UI_HuFu2_Bag_str_5,属性名字:
STR_UI_HuFu2_Bag_str_6,属性名字:
STR_UI_HuFu2_Bag_str_7,属性名字:
STR_UI_HuFu2_Bag_str_8,属性名字:
STR_UI_HuFu2_Bag_str_9,属性名字:
STR_UI_HuFu2_Bag_str_10,属性名字:
STR_UI_HuFu2_Bag_str_11,名字
STR_UI_HuFu2_Bag_str_12,99级
STR_UI_HuFu2_Bag_str_13,描述...........
STR_UI_HuFu2_Bag_str_14,抢来穿
STR_UI_HuFu2_Buy_str_0,购买
STR_UI_HuFu2_Buy_str_1,购买
STR_UI_HuFu2_Buy_str_2,宝石
STR_UI_HuFu2_Buy_str_3,英雄对应的兵种可以装备圣印
STR_UI_HuFu2_ShuXing_str_0,属性总览
STR_UI_HuFu2_ShuXing_str_1,卸下
STR_UI_HuFu2_ShuXing_str_2,更换纹章
STR_UI_HuFu2_ShuXing_str_3,技能名字
STR_UI_HuFu2_ShuXing_str_4,99阶99级
STR_UI_HuFu2_ShuXing_str_5,纹章属性
STR_UI_HuFu2_ShuXing_str_6,属性名字:
STR_UI_HuFu2_ShuXing_str_7,属性名字:
STR_UI_HuFu2_Skill_str_0,纹章之魂
STR_UI_HuFu2_Skill_str_1,已装备
STR_UI_HuFu2_Skill_str_2,已装备
STR_UI_HuFu2_Skill_str_3,刻印
STR_UI_HuFu2_Skill_str_4,技能名字
STR_UI_HuFu2_Skill_str_5,属性名字:
STR_UI_HuFu2_Skill_str_6,当前属性
STR_UI_HuFu2_Skill_str_7,属性名字:
STR_UI_HuFu2_Skill_str_8,升级效果
STR_UI_HuFu2_SkillUp_str_0,纹章之魂
STR_UI_HuFu2_SkillUp_str_1,技能名字
STR_UI_HuFu2_SkillUp_str_2,遗忘
STR_UI_HuFu2_SkillUp_str_3,强化
STR_UI_HuFu2_SkillUp_str_4,基础属性
STR_UI_HuFu2_SkillUp_str_5,升级消耗
STR_UI_HuFu2_SkillUp_str_6,属性名字:
STR_UI_HuFu2_SkillUp_str_7,需要圣印达到33阶22级
STR_UI_HuFu_BuyItem_str_0,130级
STR_UI_HuFu_BuyItem_str_1,司马懿
STR_UI_HuFu_XuanZe_str_0,选择纹章
STR_UI_HuFu_XuanZe_str_1,当前的状态
STR_UI_HuFu_XuanZe_str_2,装备名
STR_UI_HuFu_XuanZe_str_3,英雄的名字
STR_UI_HuFu_XuanZe_str_4,99阶99级
STR_UI_HuiShou_str_0,可分解装备和英雄
STR_UI_HuiShou_str_1,可重置装备等级
STR_UI_HuiShou_ChongSheng_str_0,重生
STR_UI_HuiShou_ChongSheng_str_1,装备
STR_UI_HuiShou_ChongSheng_str_2,英雄
STR_UI_HuiShou_ChongSheng_str_3,重生装备返全部材料并且重置到    级
STR_UI_HuiShou_ChongSheng_str_4,重生
STR_UI_HuiShou_ChongSheng_str_5,重生英雄返还所有升星材料和天赋材料
STR_UI_HuiShou_ChongSheng_str_6,重生
STR_UI_HuiShou_FenJie_str_0,分解
STR_UI_HuiShou_FenJie_str_1,装备
STR_UI_HuiShou_FenJie_str_2,英雄
STR_UI_HuiShou_FenJie_str_3,魔宠
STR_UI_HuiShou_FenJie_str_4,符文
STR_UI_HuiShou_FenJie_str_5,神格
STR_UI_HuiShou_FenJie_str_6,水晶
STR_UI_HuiShou_FenJie_str_7,筛选
STR_UI_HuiShou_FenJie_str_8,一键选择
STR_UI_HuiShou_FenJie_str_9,橙色
STR_UI_HuiShou_FenJie_str_10,紫色
STR_UI_HuiShou_FenJie_str_11,蓝色
STR_UI_HuiShou_FenJie_str_12,全部
STR_UI_HuiShou_FenJie_str_13,橙色
STR_UI_HuiShou_FenJie_str_14,紫色
STR_UI_HuiShou_FenJie_str_15,蓝色
STR_UI_HuiShou_FenJie_str_16,绿色
STR_UI_HuiShou_FenJie_str_17,白色
STR_UI_HuiShou_FenJie_str_18,全部
STR_UI_HuiShou_FenJie_str_19,分解可以获得更高一级的装备碎片
STR_UI_HuiShou_FenJie_str_20,分解可获得
STR_UI_HuiShou_FenJie_str_21,分解
STR_UI_HuiShou_FenJie_str_22,分解可获得
STR_UI_HuoDongYuLan_str_0,近期爆点
STR_UI_HuoDongYuLan_str_1,每日惊喜
STR_UI_HuoDongYuLan_str_2,热门活动
STR_UI_HuoDongYuLan_str_3,详情公告
STR_UI_HuoDongYuLan_str_4,国战战报
STR_UI_HuoDongYuLan_str_5,国战战报
STR_UI_HuoDongYuLan_str_6,20:00开启资源争夺战
STR_UI_HuoDongYuLan_str_7,已经开始(20:00)
STR_UI_HuoDongYuLan_str_8,[矿点争夺]
STR_UI_HuoDongYuLan_str_9,国家排名如下(20:30)
STR_UI_HuoDongYuLan_str_10,[矿点争夺已结束]
STR_UI_HuoDongYuLan_str_11,联邦
STR_UI_HuoDongYuLan_str_12,第一名:
STR_UI_HuoDongYuLan_str_13,联邦
STR_UI_HuoDongYuLan_str_14,第一名:
STR_UI_HuoDongYuLan_str_15,联邦
STR_UI_HuoDongYuLan_str_16,第一名:
STR_UI_HuoDongYuLan_str_17,暂无热门活动
STR_UI_HuoDongYuLan_10_str_0,活动时间:
STR_UI_HuoDongYuLan_10_str_1,10月1日-10月7日
STR_UI_HuoDongYuLan_10_str_2,60钻石
STR_UI_HuoDongYuLan_10_str_3,累计充值
STR_UI_HuoDongYuLan_101_str_0,召唤得积分可兑换
STR_UI_HuoDongYuLan_101_str_1,圣女贞德魂石
STR_UI_HuoDongYuLan_101_str_2,积分赢排名得
STR_UI_HuoDongYuLan_101_str_3,圣女贞德魂石
STR_UI_HuoDongYuLan_101_str_4,【       英雄前来助阵】
STR_UI_HuoDongYuLan_101_str_5,活动时间:
STR_UI_HuoDongYuLan_101_str_6,10月1日-10月7日
STR_UI_HuoDongYuLan_101_str_7,圣女贞德
STR_UI_HuoDongYuLan_101_str_8,召唤还有几率获得英雄
STR_UI_HuoDongYuLan_102_str_0,活动时间:
STR_UI_HuoDongYuLan_102_str_1,10月1日-10月7日
STR_UI_HuoDongYuLan_102_str_2,来袭
STR_UI_HuoDongYuLan_102_str_3,堕落天使
STR_UI_HuoDongYuLan_102_str_4,积分排名得
STR_UI_HuoDongYuLan_102_str_5,堕落天使魂石
STR_UI_HuoDongYuLan_102_str_6,弑神点
STR_UI_HuoDongYuLan_102_str_7,限时商店换换！
STR_UI_HuoDongYuLan_2_str_0,成为
STR_UI_HuoDongYuLan_2_str_1,基金会员
STR_UI_HuoDongYuLan_2_str_2,，每日登录即可
STR_UI_HuoDongYuLan_2_str_3,成为
STR_UI_HuoDongYuLan_2_str_4,至尊会员
STR_UI_HuoDongYuLan_2_str_5,，即可领取
STR_UI_HuoDongYuLan_2_str_6,20倍
STR_UI_HuoDongYuLan_2_str_7,返利
STR_UI_HuoDongYuLan_2_str_8,领取奖励
STR_UI_HuoDongYuLan_2_str_9,以下丰厚奖励
STR_UI_HuoDongYuLan_2_str_10,活动时间:
STR_UI_HuoDongYuLan_2_str_11,10月1日-10月7日
STR_UI_HuoDongYuLan_3_str_0,成为
STR_UI_HuoDongYuLan_3_str_1,基金会员
STR_UI_HuoDongYuLan_3_str_2,，每日登录即可
STR_UI_HuoDongYuLan_3_str_3,成为
STR_UI_HuoDongYuLan_3_str_4,至尊会员
STR_UI_HuoDongYuLan_3_str_5,，总共领取
STR_UI_HuoDongYuLan_3_str_6,20倍
STR_UI_HuoDongYuLan_3_str_7,返利
STR_UI_HuoDongYuLan_3_str_8,以下丰厚奖励
STR_UI_HuoDongYuLan_3_str_9,领取奖励
STR_UI_HuoDongYuLan_3_str_10,活动时间:
STR_UI_HuoDongYuLan_3_str_11,10月1日-10月7日
STR_UI_HuoDongYuLan_4_str_0,活动时间:
STR_UI_HuoDongYuLan_4_str_1,10月1日-10月7日
STR_UI_HuoDongYuLan_5_str_0,活动时间:
STR_UI_HuoDongYuLan_5_str_1,10月1日-10月7日
STR_UI_HuoDongYuLan_7_str_0,活动时间:
STR_UI_HuoDongYuLan_7_str_1,10月1日-10月7日
STR_UI_HuoDongYuLan_8_str_0,10月1日-10月7日
STR_UI_HuoDongYuLan_8_str_1,1600钻石
STR_UI_HuoDongYuLan_9_str_0,活动时间:
STR_UI_HuoDongYuLan_9_str_1,10月1日-10月7日
STR_UI_HuoDongYuLan_901_str_0,活动时间:
STR_UI_HuoDongYuLan_901_str_1,10月1日-10月7日
STR_UI_HuoDongYuLan_901_str_2,完成任务赢
STR_UI_HuoDongYuLan_901_str_3,撒旦之力
STR_UI_HuoDongYuLan_901_str_4,七日登录送
STR_UI_HuoDongYuLan_901_str_5,暮光骑士
STR_UI_HuoDong_4_str_0,福利活动
STR_UI_HuoDong_4_str_1,活动标签
STR_UI_HuoDong_BanYueQingDian_str_0,成任务，领取时间结束后将关闭入口。
STR_UI_HuoDong_BanYueQingDian_str_1,活动已结束，当前只能领取奖励，无法继续完
STR_UI_HuoDong_BanYueQingDian_str_2,第1天
STR_UI_HuoDong_BanYueQingDian_str_3,剩余时间:
STR_UI_HuoDong_BanYueQingDian_str_4,6天15小时24分
STR_UI_HuoDong_BanYueQingDian_str_5,读表
STR_UI_HuoDong_BanYueQingDian_str_6,读表
STR_UI_HuoDong_BanYueQingDian_str_7,读表
STR_UI_HuoDong_BanYueQingDian_str_8,读表
STR_UI_HuoDong_BanYueQingDian_str_9,读表
STR_UI_HuoDong_BanYueQingDian_str_10,第一名
STR_UI_HuoDong_BanYueQingDian_str_11,领取奖励
STR_UI_HuoDong_BanYueQingDian_str_12,兑换
STR_UI_HuoDong_BanYueQingDian_str_13,已领取
STR_UI_HuoDong_BanYueQingDian_str_14,限时抢购价:
STR_UI_HuoDong_BanYueQingDian_str_15,免费倒计时
STR_UI_HuoDong_BanYueQingDian_str_16,商会福利价:
STR_UI_HuoDong_BanYueQingDian_str_17,商会价:
STR_UI_HuoDong_BanYueQingDian_str_18,价值:
STR_UI_HuoDong_BanYueQingDian_str_19,道具的名字
STR_UI_HuoDong_BanYueQingDian_str_20,抢购
STR_UI_HuoDong_BanYueQingDian_str_21,加入商会
STR_UI_HuoDong_BanYueQingDian_str_22,已购买
STR_UI_HuoDong_BanYueQingDian_str_23,已加入商会
STR_UI_HuoDong_BanYueQingDian_str_24,商会会员限时免费
STR_UI_HuoDong_BanYueQingDian_str_25,免费获取
STR_UI_HuoDong_BanYueQingDian_str_26,道具的名字
STR_UI_HuoDong_BanYueQingDian_str_27,限时抢购
STR_UI_HuoDong_BanYueQingDian_str_28,已购买
STR_UI_HuoDong_BanYueQingDian_str_29,价值:
STR_UI_HuoDong_BanYueQingDian_str_30,抢购价:
STR_UI_HuoDong_BanYueQingDian_str_31,贵族13可购买
STR_UI_HuoDong_BanYueQingDian_str_32,道具的名字
STR_UI_HuoDong_BanYueQingDian_str_33,限时抢购
STR_UI_HuoDong_BanYueQingDian_str_34,已购买
STR_UI_HuoDong_BanYueQingDian_str_35,价值:
STR_UI_HuoDong_BanYueQingDian_str_36,抢购价:
STR_UI_HuoDong_BanYueQingDian_str_37,贵族13可购买
STR_UI_HuoDong_BanYueQingDian_str_38,半月庆典
STR_UI_HuoDong_ChaoZhiJiJin_str_0,20倍
STR_UI_HuoDong_ChaoZhiJiJin_str_1,七日内每日可领取奖励，累计价值         资源奖励
STR_UI_HuoDong_ChaoZhiJiJin_str_2,（该商品为直购商品，不计入其他累充活动）
STR_UI_HuoDong_ChaoZhiJiJin_str_3,剩余时间:
STR_UI_HuoDong_ChaoZhiJiJin_str_4,5天6小时20分
STR_UI_HuoDong_ChaoZhiJiJin_str_5,7日累计获得总价值
STR_UI_HuoDong_ChaoZhiJiJin_str_6,立即购买
STR_UI_HuoDong_ChaoZhiJiJin_str_7,第*天
STR_UI_HuoDong_ChaoZhiJiJin_str_8,道具名字
STR_UI_HuoDong_ChaoZhiJiJin_str_9,道具名字
STR_UI_HuoDong_ChaoZhiJiJin_str_10,7日累计获得总价值
STR_UI_HuoDong_ChaoZhiJiJin_str_11,立即购买
STR_UI_HuoDong_ChaoZhiJiJin_str_12,第*天
STR_UI_HuoDong_ChaoZhiJiJin_str_13,道具名字
STR_UI_HuoDong_ChaoZhiJiJin_str_14,道具名字
STR_UI_HuoDong_GuoQing_str_0,兑换稀有道具
STR_UI_HuoDong_GuoQing_str_1,活动期间，每日登陆、充值、完成任务可随机获得“国”“庆”“节”“快”“乐”.
STR_UI_HuoDong_GuoQing_str_2,地下城组队、剧情关卡、佣兵组队有几率掉落“国”“庆”“节”“快”“乐”.
STR_UI_HuoDong_GuoQing_str_3,前往查看
STR_UI_HuoDong_GuoQing_str_4,活动时间:
STR_UI_HuoDong_GuoQing_str_5,10月1日-10月8日
STR_UI_HuoDong_HeroRanK_str_0,英雄星级奖励
STR_UI_HuoDong_HeroRanK_str_1,这是活动介绍，这是活动介这是活动介绍，这是活动介这是活动介绍，这是活动介这是活动介绍，这是活动介
STR_UI_HuoDong_HeroRanK_str_2,活动介绍：
STR_UI_HuoDong_HeroRanK_str_3,活动时间：
STR_UI_HuoDong_HeroRanK_str_4,剩余时间：
STR_UI_HuoDong_HeroRanK_str_5,999层
STR_UI_HuoDong_HeroRanK_str_6,玩家的名字啊
STR_UI_HuoDong_HeroRanK_str_7,虚位以待
