id,description,maintype,subtype,opacity,scene_tag,open_touch,reset_id,back_id,next_id,open_name,open_event,open_event1,open_subui,ui_name,node_name,btn_event1,btn_event2,special_event,special_eventfunc,delaytime,showfinger,fingertype,savenow,hide_node,story,pos,add_x,add_y,city_x,city_y,dec,jump_x,jump_y
20202,点击竞技场,2,1,0,1,1,20204,20204,20203,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_3"",""title""}",0,0,0,0,0,1,1,1,0,201011,0,0,0,195,-183,0,0,0
20203,点击最右边挑战,2,1,0,1,1,20204,20204,20204,arena_hallUI,0,0,0,arena_hallUI,"{""pan_center"",""pan_list"",""cell_4"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20301,点击回城,2,1,0,4,1,20303,20303,20302,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20302,点击军团,2,1,0,1,1,20303,20303,20303,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_city"",""btn_4"",""title""}",0,0,0,0,0,1,1,1,0,203011,0,0,0,195,-183,0,0,0
20401,点击回城,2,1,0,4,1,20405,20405,20402,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20402,点击  学院,2,1,0,1,1,20405,20405,20403,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_city"",""btn_6"",""title""}",0,0,0,0,0,1,1,1,0,204011,0,0,0,-195,102,0,0,0
20403,点击第一个科技,2,1,0,1,1,20405,20405,20404,science_new,0,0,0,science_new,"{""pan_list_bg"",""btn_guide""}",0,0,0,0,0,1,1,1,0,204013,0,0,0,0,0,0,0,0
20404,研究按钮闪烁,2,1,0,1,1,20405,20405,20405,science_research,0,0,0,science_research,"{""pan_main"",""pan_xiaohao"",""btn_yanjiu""}",guide_mgr.closeGuide(),0,0,0,0,1,1,1,0,204041,0,0,0,0,0,0,0,0
20501,点击英雄按钮,2,1,0,4,1,20505,20505,20502,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_list"",""btn_2""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20502,点击一个有宿命的英雄,2,1,0,4,1,20505,20505,20503,heroListUI,0,0,0,heroListUI,"{""pan_center_right"",""bg"",""pan_list"",""tableview"",""3004"",""layer%d"",""item"",""img_hero""}",0,0,0,0,0,1,1,1,0,205011,0,0,0,0,0,0,0,0
20503,点击宿命,2,1,0,4,1,20505,20505,20504,hero_systemUI,0,0,0,hero_systemUI,"{""pan_center_left"",""bg"",""btn_guide""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20504,点击激活,2,1,0,4,1,20505,20505,20505,hero_destinyUI,0,0,0,hero_destinyUI,"{""pan_center_right"",""bg"",""1"",""btn_jihuo""}",guide_mgr.closeGuide(),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20601,点击任务按钮,2,1,0,4,1,20604,20604,20602,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_task""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20602,点击领取,2,1,0,4,1,20604,20604,20603,hero_missionUI,0,0,0,hero_missionUI,"{""pan_main"",""layer_huoyue"",""tableview"",1,""this"",""item"",""btn_award""}",0,0,0,0,0,1,1,1,0,206011,0,0,0,0,0,0,0,0
20603,点击确定按钮,2,1,0,4,1,20604,20604,20608,hero_missionHintUI,0,0,0,hero_missionHintUI,"{""pan_main"",""btn_ok""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20604,点击关卡按钮（掉线）,2,1,0,1,1,20604,20604,20605,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20605,点击任务按钮,2,1,0,4,1,20604,20604,20606,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_task""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20606,点击领取,2,1,0,4,1,20604,20604,20607,hero_missionUI,0,0,0,hero_missionUI,"{""pan_main"",""layer_huoyue"",""tableview"",1,""this"",""item"",""btn_award""}",0,0,0,0,0,1,1,1,0,206011,0,0,0,0,0,0,0,0
20607,点击确定按钮,2,1,0,4,1,20604,20604,20608,hero_missionHintUI,0,0,0,hero_missionHintUI,"{""pan_main"",""btn_ok""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20608,点击恭喜获得,2,2,0,1,0,20610,20610,20609,acquire_itemUI,0,0,0,acquire_itemUI,this,"guide_mgr.doGuideOpenStep(""hero_missionUI"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
20609,点击返回,2,1,0,4,1,20610,20610,20610,hero_missionUI,0,0,0,hero_missionUI,"{""pan_top_left"",""bg"",""btn_back""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20701,点击回城,2,1,0,4,1,20702,20702,20702,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20702,点击星界（掉线）,2,1,0,1,1,20702,20702,20703,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_4"",""title""}",0,0,0,0,0,1,1,1,0,207011,0,0,0,38,480,0,0,0
20703,点击普通水晶,2,1,0,1,1,20702,20702,20705,Mount_farm,0,0,0,Mount_farm,"{""pan_left"",""pan_putong"",""btn_guide""}","ui_mgr.openUI(""Mount_farm"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20704,点击星界（掉线）,2,1,0,1,1,20704,20704,20705,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_4"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,38,480,0,0,0
20705,点击普通水晶,2,1,0,1,1,20704,20704,20707,Mount_farm,0,0,0,Mount_farm,"{""pan_left"",""pan_putong"",""btn_guide""}","ui_mgr.openUI(""Mount_farm"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20706,点击星界（掉线）,2,1,0,1,1,20706,20706,20707,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_4"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,38,480,0,0,0
20707,点击普通水晶,2,1,0,1,1,20706,20706,20709,Mount_farm,0,0,0,Mount_farm,"{""pan_left"",""pan_putong"",""btn_guide""}","ui_mgr.openUI(""Mount_farm"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20708,点击星界（掉线）,2,1,0,1,1,20708,20708,20709,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_4"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,38,480,0,0,0
20709,点击多次召唤按钮,2,1,0,1,1,20708,20708,20711,Mount_farm,0,0,0,Mount_farm,"{""pan_main"",""btn_ten""}","ui_mgr.openUI(""Mount_farm"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20710,点击星界（掉线）,2,1,0,1,1,20710,20710,20711,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_4"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,38,480,0,0,0
20711,点击魔宠契约,2,1,0,1,1,20710,20710,20712,Mount_farm,0,0,0,Mount_farm,"{""pan_right"",""btn_4""}",0,0,0,0,0,1,1,1,0,207111,0,0,0,0,0,0,0,0
20712,点击魔宠?号,2,1,0,1,1,20710,20710,20713,Mount_by_Hero,0,0,0,Mount_by_Hero,"{""pan_main"",""pan_close""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20713,点击签订契约,2,1,0,1,1,20710,20710,20715,Mount_Bag,0,0,0,Mount_Bag,"{""pan_main"",""pan_right"",""btn_select""}","ui_mgr.openUI(""Mount_by_Hero"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20714,点击魔宠按钮（掉线）,2,1,0,1,1,20714,20714,20715,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_5""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20715,点击魔宠背包,2,1,0,1,1,20714,20714,20716,Mount_by_Hero,0,0,0,Mount_by_Hero,"{""pan_main"",""btn_2""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20716,点击前往分解,2,1,0,1,1,20714,20714,20717,Mount_Bag,0,0,0,Mount_Bag,"{""pan_main"",""pan_left"",""bag_2"",""btn_fenjie""}",0,0,0,0,0,1,1,1,0,207161,0,0,0,0,0,0,0,0
20717,选择第一个魔宠,2,1,0,1,1,20714,20714,20718,recycle_decomposeUI,0,0,0,recycle_decomposeUI,"{""pan_center_right"",""right_bg"",""pos_1""}","ui_mgr.openUI(""recycle_decomposeUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20718,选择第二个魔宠,2,1,0,1,1,20714,20714,20719,recycle_decomposeUI,0,0,0,recycle_decomposeUI,"{""pan_center_right"",""right_bg"",""pos_2""}","ui_mgr.openUI(""recycle_decomposeUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20719,点击分解,2,1,0,1,1,20714,20714,20720,recycle_decomposeUI,0,0,0,recycle_decomposeUI,"{""pan_center"",""btn_fenjie""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20720,弹出反馈界面点击,2,2,0,1,0,20723,20723,20721,acquire_itemUI,0,0,0,acquire_itemUI,this,"ui_mgr.openUI(""recycle_decomposeUI"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
20721,点击返回,2,1,0,1,1,20723,20723,20722,recycle_decomposeUI,0,0,0,recycle_decomposeUI,"{""pan_top_left"",""bg"",""btn_back""}","ui_mgr.openUI(""Mount_Bag"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20722,点击X,2,1,0,1,1,20723,20723,20724,Mount_Bag,0,0,0,Mount_Bag,"{""pan_main"",""btn_close""}","ui_mgr.openUI(""Mount_by_Hero"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20723,点击魔宠按钮(掉线),2,1,0,1,1,20723,20723,20724,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_5""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20724,点击第一个符文装备孔,2,1,0,1,1,20723,20723,20725,Mount_by_Hero,0,0,0,Mount_by_Hero,"{""pan_main"",""pan_six"",""icon_1""}",0,0,0,0,0,1,1,1,0,207231,0,0,0,0,0,0,0,0
20725,点击 镶嵌,2,1,0,1,1,20723,20723,20727,Mount_soul_bag,0,0,0,Mount_soul_bag,"{""pan_main"",""pan_left"",""pan_qianghua"",""btn_xiangqian""}","ui_mgr.openUI(""Mount_by_Hero"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20726,点击魔宠按钮（掉线）,2,1,0,1,1,20726,20726,20727,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_5""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20727,点击符文背包,2,1,0,1,1,20726,20726,20728,Mount_by_Hero,0,0,0,Mount_by_Hero,"{""pan_main"",""btn_3""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20728,点击 前往分解,2,1,0,1,1,20726,20726,20729,Mount_soul_bag,0,0,0,Mount_soul_bag,"{""pan_main"",""pan_right"",""bag_2"",""btn_fenjie""}",0,0,0,0,0,1,1,1,0,207291,0,0,0,0,0,0,0,0
20729,选择第一个符文,2,1,0,1,1,20726,20726,20730,recycle_decomposeUI,0,0,0,recycle_decomposeUI,"{""pan_center_right"",""right_bg"",""pos_1""}","ui_mgr.openUI(""recycle_decomposeUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20730,点击分解,2,1,0,1,1,20734,20734,20731,recycle_decomposeUI,0,0,0,recycle_decomposeUI,"{""pan_center"",""btn_fenjie""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20731,弹出反馈界面点击,2,2,0,1,0,20734,20734,20732,acquire_itemUI,0,0,0,acquire_itemUI,this,"ui_mgr.openUI(""recycle_decomposeUI"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
20732,点击返回,2,1,0,1,1,20734,20734,20733,recycle_decomposeUI,0,0,0,recycle_decomposeUI,"{""pan_top_left"",""bg"",""btn_back""}","ui_mgr.openUI(""Mount_soul_bag"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20733,点击X,2,1,0,1,1,20734,20734,20735,Mount_soul_bag,0,0,0,Mount_soul_bag,"{""pan_main"",""btn_close""}","ui_mgr.openUI(""Mount_by_Hero"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20734,点击魔宠按钮（掉线）,2,1,0,1,1,20734,20734,20735,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_5""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20735,选择第一个符文,2,1,0,1,1,20734,20734,20736,Mount_by_Hero,0,0,0,Mount_by_Hero,"{""pan_main"",""pan_six"",""icon_1""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20736,点击强化,2,1,0,1,1,20734,20734,20737,Mount_Soul_info,0,0,0,Mount_Soul_info,"{""pan_main"",""btn_qianghua""}",guide_mgr.closeGuide(),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20801,点击回城,2,1,0,4,1,20802,20802,20802,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20802,点击圣物（掉线）,2,1,0,1,1,20802,20802,20803,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_city"",""btn_10"",""title""}",0,0,0,0,0,1,1,1,0,208011,0,0,0,-193,-107,0,0,0
20803,点击传说,2,1,0,1,1,20802,20802,20804,holy_mainUI,0,0,0,holy_mainUI,"{""pan_main"",""img_zhuanji""}","ui_mgr.openUI(""holy_mainUI"")",0,0,0,0,1,1,1,0,208031,0,0,0,0,0,0,0,0
20804,点击战斗,2,1,0,1,1,20802,20802,20805,holy_mainUI,0,0,0,holy_mainUI,"{""pan_zhuanji"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20805,战斗胜利界面,2,2,0,1,0,20802,20802,20806,win_wabaozangUI,mod_user.savezy(20806),0,win_wabaozangUI,win_wabaozangUI,this,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
20806,点击X,2,1,0,1,1,20807,20807,20808,holy_mainUI,0,0,0,holy_mainUI,"{""pan_zhuanji"",""btn_close""}","ui_mgr.openUI(""holy_mainUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20807,点击圣物（掉线）,2,1,0,1,1,20807,20807,20808,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_city"",""btn_10"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,-193,-107,0,0,0
20808,点击第一个装备,2,1,0,1,1,20807,20807,20809,holy_mainUI,0,0,0,holy_mainUI,"{""pan_main"",""pan_six"",""img_item_n_1""}","ui_mgr.openUI(""holy_mainUI"")",0,0,0,0,1,1,1,0,208081,0,0,0,0,0,0,0,0
20901,点击回城,2,1,0,4,1,20902,20902,20902,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20902,点击神殿（掉线）,2,1,0,1,1,20902,20902,20903,game_mainUI,0,0,game_mainUI,game_mainUI,"{""pan_main"",""bg_city"",""btn_9"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,-187,-188,0,0,0
20903,点击祈祷1次,2,1,0,1,1,20902,20902,20904,smeltUI,0,0,smeltUI,smeltUI,"{""pan_down_center"",""Image_bottomBg"",""Btn_diamond""}",0,0,0,0,0,1,1,1,0,209021,0,0,0,0,0,0,0,0
20904,恭喜获得弹窗,2,2,0,1,0,20906,20906,20905,acquire_itemUI,0,0,0,acquire_itemUI,this,"ui_mgr.openUI(""smeltUI"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
20905,点击返回,2,1,0,1,1,20906,20906,20906,smeltUI,0,0,0,smeltUI,"{""pan_top_left"",""Btn_back""}","ui_mgr.openUI(""game_mainUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20906,点击阵容(掉线),2,1,0,1,1,20906,20906,20907,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20907,点击纹章,2,1,0,1,1,20906,20906,20908,battle_arrayUI,0,0,0,battle_arrayUI,"{""pan_down_left"",""bg"",""item_hufu""}",0,0,0,0,0,1,1,1,0,209061,0,0,0,0,0,0,0,0
20908,点击精炼,2,1,0,1,1,20906,20906,20909,heraldryMainUI,0,0,0,heraldryMainUI,"{""pan_center_left"",""bg"",""own"",""btn_jinglian""}",guide_mgr.closeGuide(),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21001,点击佣兵（关卡）,2,1,0,4,1,21002,21002,21003,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_list"",""btn_4""}",0,0,0,0,0,1,1,1,0,210011,0,0,0,0,0,0,0,0
21002,点击佣兵（主城）,2,1,0,1,1,21002,21002,21003,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_4""}",0,0,0,0,0,1,1,1,0,210011,0,0,0,0,0,0,0,0
21003,点击挑战,2,1,0,1,1,21002,21002,21004,soldier_hallUI,0,0,0,soldier_hallUI,"{""pan_center"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21004,根据当前正位上是近战还是远程的，在佣兵挑战界面自动指引对应的类型关卡,2,1,0,1,1,21002,21002,21005,soldier_fightUI,0,0,0,soldier_fightUI,fight,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21005,点击普通攻击,2,1,0,1,1,21002,21002,21006,soldier_challengeUI,0,0,0,soldier_challengeUI,"{""pan_main"",""pan_right"",""pan_fight"",""btn_fight_1""}","ui_mgr.openUI(""soldier_challengeUI"")",0,0,0,0,1,1,1,0,210051,0,0,0,0,0,0,0,0
21006,点击XX,2,1,0,1,1,21008,21008,21007,soldier_challengeUI,0,0,0,soldier_challengeUI,"{""pan_main"",""btn_close""}","ui_mgr.openUI(""soldier_fightUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21007,点击返回,2,1,0,1,1,21008,21008,21009,soldier_fightUI,0,0,0,soldier_fightUI,"{""pan_top_left"",""bg"",""btn_back""}","ui_mgr.openUI(""soldier_hallUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21008,点击佣兵（掉线）,2,1,0,1,1,21008,21008,21009,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_4""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21009,点击佣兵+号,2,1,0,1,1,21008,21008,21010,soldier_hallUI,0,0,0,soldier_hallUI,"{""pan_center"",""none""}",0,0,0,0,0,1,1,1,0,210091,0,0,0,0,0,0,0,0
21010,点击第一个佣兵,2,1,0,1,1,21008,21008,21012,soldier_selectUI,0,0,0,soldier_selectUI,"{""pan_main"",""btn_guide""}","ui_mgr.openUI(""soldier_hallUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21011,点击佣兵(掉线),2,1,0,1,1,21011,21011,21012,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_4""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21012,点击军旗+号,2,1,0,1,1,21011,21011,21013,soldier_hallUI,0,0,0,soldier_hallUI,"{""pan_center"",""item_1"",""item"",""none""}",0,0,0,0,0,1,1,1,0,210121,0,0,0,0,0,0,0,0
21013,点击穿戴,2,1,0,1,1,21011,21011,21014,soldier_flagBagUI,0,0,0,soldier_flagBagUI,"{""pan_main"",""pan_left"",""pan_qianghua"",""btn_xiangqian""}",guide_mgr.closeGuide(),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21101,点击回城,2,1,0,1,1,21102,21102,21102,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21102,点击战区,2,1,0,1,1,21102,21102,21103,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_2"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,-355,121,0,0,0
21103,点击拉伸条,2,1,0,1,1,21102,21102,21104,game_mapUI,0,0,0,game_mapUI,"{""pan_center_right"",""bg"",""btn_open""}","ui_mgr.openUI(""game_mapUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21104,点击我方前往,2,1,0,1,1,21102,21102,21105,game_mapUI,0,0,0,game_mapUI,"{""pan_center_right"",""bg"",""info"",""b"",""btn_go_1""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21105,点击驻扎,2,1,0,1,1,21102,21102,21106,nation_cityInfo,0,0,0,nation_cityInfo,"{""pan_main_0"",""btn_ok""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21106,点击驻扎,2,1,0,1,1,21107,21107,21107,gvg_showUI,0,0,0,gvg_showUI,"{""pan_main_right"",""pan_guozhan"",""btn_fight_1""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21201,点击回城,2,1,0,1,1,21202,21202,21202,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21202,点击神域,2,1,0,1,1,21202,21202,21203,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_build"",""btn_1"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,145,-307,0,0,0
21203,点击普通探索,2,1,0,1,1,21202,21202,21204,divinity_exploreUI,0,0,0,divinity_exploreUI,"{""pan_center"",""low"",""Image_12""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21204,点击探索一次,2,1,0,1,1,21208,21208,21205,divinity_extractLowUI,0,0,0,divinity_extractLowUI,"{""pan_center"",""btn_one""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21205,点击恭喜获得,2,2,0,1,0,21208,21208,21206,acquire_itemUI,0,0,0,acquire_itemUI,this,"ui_mgr.openUI(""divinity_extractLowUI"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
21206,点击返回,2,1,0,1,1,21208,21208,21207,divinity_extractLowUI,0,0,0,divinity_extractLowUI,"{""pan_top_left"",""bg"",""btn_back""}","ui_mgr.openUI(""divinity_exploreUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21207,点击返回,2,1,0,1,1,21208,21208,21208,divinity_exploreUI,0,0,0,divinity_exploreUI,"{""pan_top_left"",""bg"",""btn_back""}","ui_mgr.openUI(""game_mainUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21208,点击阵容（原步骤+掉线）,2,1,0,1,1,21208,21208,21209,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21209,点击英雄图片,2,1,0,1,1,21208,21208,21210,battle_arrayUI,0,0,0,battle_arrayUI,"{""pan_center"",""bg"",""hero_list"",""img_hero""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21210,点击神格标签,2,1,0,1,1,21211,21211,21211,hero_systemUI,0,0,0,hero_systemUI,"{""pan_center_left"",""bg"",""btn_3""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21301,点击回城,2,1,0,4,1,21311,21311,21302,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_right_down"",""btn_world""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21302,点击领主,2,1,0,1,1,21311,21311,21303,game_mainUI,0,0,0,game_mainUI,"{""pan_main"",""bg_city"",""btn_5"",""title""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21303,点击推荐阵容,2,1,0,1,1,21311,21311,21304,playerInfoUI,0,0,0,playerInfoUI,"{""pan_down_right"",""bg"",""btn_up""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21304,点击宝箱,2,1,0,1,1,21311,21311,21305,new_WoYaoBianQiang,0,0,0,new_WoYaoBianQiang,"{""pan_center"",""pan_tuijianzhenrong"",""list"",""tableview1"",""1"",""item"",""box""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21305,弹出恭喜获得界面,2,2,0,1,0,21311,21311,21306,acquire_itemUI,0,0,0,acquire_itemUI,this,"ui_mgr.openUI(""new_WoYaoBianQiang"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
21306,点击宝箱,2,1,0,1,1,21311,21311,21307,new_WoYaoBianQiang,0,0,0,new_WoYaoBianQiang,"{""pan_center"",""pan_tuijianzhenrong"",""list"",""tableview1"",""1"",""item"",""box""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21307,弹出恭喜获得界面,2,2,0,1,0,21311,21311,21308,acquire_itemUI,0,0,0,acquire_itemUI,this,"ui_mgr.openUI(""new_WoYaoBianQiang"")",0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
21308,点击返回,2,1,0,1,1,21311,21311,21309,new_WoYaoBianQiang,0,0,0,new_WoYaoBianQiang,"{""pan_top_left"",""btn_back""}","guide_mgr.doGuideOpenStep(""playerInfoUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21309,点击返回,2,1,0,1,1,21311,21311,21310,playerInfoUI,0,0,0,playerInfoUI,"{""pan_top_left"",""btn_back""}","ui_mgr.openUI(""game_mainUI"")",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
21310,点击关卡,2,1,0,1,1,21311,21311,21311,game_mainUI,0,0,0,game_mainUI,"{""pan_right_down"",""btn_world""}",guide_mgr.closeGuide(),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30101,点击战役按钮,2,1,0,4,1,30104,30104,30102,newChapterMainUI,0,0,0,newChapterMainUI,"{""pan_left_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,105
30102,点击镇魂塔,2,1,0,1,1,30104,30104,30103,battle2_UI,battle2_UI.guideBegin(5),0,0,battle2_UI,"{""pan_main"",""pan_list"",""tableview"",""5"",""item5"",""guide""}",battle2_UI.guideEnd(),0,0,0,0,1,1,1,0,301011,0,0,0,0,0,0,0,0
30103,点击 进入战斗,2,1,0,1,1,30104,30104,30104,climb_tower_mainUI,0,0,0,climb_tower_mainUI,"{""pan_center_down"",""btn_fight""}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
