id,heroid,bresk,skillhave1,skillhave2,skillhave3,skillhave4,type1,value1
30030003,3003,41,30030401,30030102,30030201,0,99,40000
30030004,3003,61,30030401,30030102,30030201,30030301,99,50000
30030005,3003,81,30030402,30030102,30030201,30030301,99,60000
30030006,3003,101,30030402,30030103,30030201,30030301,99,70000
30030007,3003,121,30030402,30030103,30030202,30030301,99,80000
30030008,3003,141,30030402,30030103,30030202,30030302,99,90000
30030009,3003,161,30030403,30030103,30030202,30030302,99,100000
30030010,3003,181,30030403,30030104,30030202,30030302,99,110000
30030011,3003,201,30030403,30030104,30030203,30030302,99,120000
30030012,3003,221,30030403,30030104,30030203,30030303,99,130000
30030013,3003,600,30030403,30030104,30030203,30030303,99,140000
30040000,3004,1,30040401,0,0,0,99,10000
30040001,3004,11,30040401,30040101,0,0,99,20000
30040002,3004,21,30040401,30040102,0,0,99,30000
30040003,3004,41,30040401,30040102,30040201,0,99,40000
30040004,3004,61,30040401,30040102,30040201,30040301,99,50000
30040005,3004,81,30040402,30040102,30040201,30040301,99,60000
30040006,3004,101,30040402,30040103,30040201,30040301,99,70000
30040007,3004,121,30040402,30040103,30040202,30040301,99,80000
30040008,3004,141,30040402,30040103,30040202,30040302,99,90000
30040009,3004,161,30040403,30040103,30040202,30040302,99,100000
30040010,3004,181,30040403,30040104,30040202,30040302,99,110000
30040011,3004,201,30040403,30040104,30040203,30040302,99,120000
30040012,3004,221,30040403,30040104,30040203,30040303,99,130000
30040013,3004,600,30040403,30040104,30040203,30040303,99,140000
30050000,3005,1,30050401,0,0,0,99,10000
30050001,3005,11,30050401,30050101,0,0,99,20000
30050002,3005,21,30050401,30050102,0,0,99,30000
30050003,3005,41,30050401,30050102,30050201,0,99,40000
30050004,3005,61,30050401,30050102,30050201,30050301,99,50000
30050005,3005,81,30050402,30050102,30050201,30050301,99,60000
30050006,3005,101,30050402,30050103,30050201,30050301,99,70000
30050007,3005,121,30050402,30050103,30050202,30050301,99,80000
30050008,3005,141,30050402,30050103,30050202,30050302,99,90000
30050009,3005,161,30050403,30050103,30050202,30050302,99,100000
30050010,3005,181,30050403,30050104,30050202,30050302,99,110000
30050011,3005,201,30050403,30050104,30050203,30050302,99,120000
30050012,3005,221,30050403,30050104,30050203,30050303,99,130000
30050013,3005,600,30050403,30050104,30050203,30050303,99,140000
30060000,3006,1,30060401,0,0,0,99,10000
30060001,3006,11,30060401,30060101,0,0,99,20000
30060002,3006,21,30060401,30060102,0,0,99,30000
30060003,3006,41,30060401,30060102,30060201,0,99,40000
30060004,3006,61,30060401,30060102,30060201,30060301,99,50000
30060005,3006,81,30060402,30060102,30060201,30060301,99,60000
30060006,3006,101,30060402,30060103,30060201,30060301,99,70000
30060007,3006,121,30060402,30060103,30060202,30060301,99,80000
30060008,3006,141,30060402,30060103,30060202,30060302,99,90000
30060009,3006,161,30060403,30060103,30060202,30060302,99,100000
30060010,3006,181,30060403,30060104,30060202,30060302,99,110000
30060011,3006,201,30060403,30060104,30060203,30060302,99,120000
30060012,3006,221,30060403,30060104,30060203,30060303,99,130000
30060013,3006,600,30060403,30060104,30060203,30060303,99,140000
30070000,3007,1,30070401,0,0,0,99,10000
30070001,3007,11,30070401,30070101,0,0,99,20000
30070002,3007,21,30070401,30070102,0,0,99,30000
30070003,3007,41,30070401,30070102,30070201,0,99,40000
30070004,3007,61,30070401,30070102,30070201,30070301,99,50000
30070005,3007,81,30070402,30070102,30070201,30070301,99,60000
30070006,3007,101,30070402,30070103,30070201,30070301,99,70000
30070007,3007,121,30070402,30070103,30070202,30070301,99,80000
30070008,3007,141,30070402,30070103,30070202,30070302,99,90000
30070009,3007,161,30070403,30070103,30070202,30070302,99,100000
30070010,3007,181,30070403,30070104,30070202,30070302,99,110000
30070011,3007,201,30070403,30070104,30070203,30070302,99,120000
30070012,3007,221,30070403,30070104,30070203,30070303,99,130000
30070013,3007,600,30070403,30070104,30070203,30070303,99,140000
30080000,3008,1,30080401,0,0,0,99,10000
30080001,3008,11,30080401,30080101,0,0,99,20000
30080002,3008,21,30080401,30080102,0,0,99,30000
30080003,3008,41,30080401,30080102,30080201,0,99,40000
30080004,3008,61,30080401,30080102,30080201,30080301,99,50000
30080005,3008,81,30080402,30080102,30080201,30080301,99,60000
30080006,3008,101,30080402,30080103,30080201,30080301,99,70000
30080007,3008,121,30080402,30080103,30080202,30080301,99,80000
30080008,3008,141,30080402,30080103,30080202,30080302,99,90000
30080009,3008,161,30080403,30080103,30080202,30080302,99,100000
30080010,3008,181,30080403,30080104,30080202,30080302,99,110000
30080011,3008,201,30080403,30080104,30080203,30080302,99,120000
30080012,3008,221,30080403,30080104,30080203,30080303,99,130000
30080013,3008,600,30080403,30080104,30080203,30080303,99,140000
30090000,3009,1,30090401,0,0,0,99,10000
30090001,3009,11,30090401,30090101,0,0,99,20000
30090002,3009,21,30090401,30090102,0,0,99,30000
30090003,3009,41,30090401,30090102,30090201,0,99,40000
30090004,3009,61,30090401,30090102,30090201,30090301,99,50000
30090005,3009,81,30090402,30090102,30090201,30090301,99,60000
30090006,3009,101,30090402,30090103,30090201,30090301,99,70000
30090007,3009,121,30090402,30090103,30090202,30090301,99,80000
30090008,3009,141,30090402,30090103,30090202,30090302,99,90000
30090009,3009,161,30090403,30090103,30090202,30090302,99,100000
30090010,3009,181,30090403,30090104,30090202,30090302,99,110000
30090011,3009,201,30090403,30090104,30090203,30090302,99,120000
30090012,3009,221,30090403,30090104,30090203,30090303,99,130000
30090013,3009,600,30090403,30090104,30090203,30090303,99,140000
30100000,3010,1,30100401,0,0,0,99,10000
30100001,3010,11,30100401,30100101,0,0,99,20000
30100002,3010,21,30100401,30100102,0,0,99,30000
30100003,3010,41,30100401,30100102,30100201,0,99,40000
30100004,3010,61,30100402,30100102,30100201,0,99,50000
30100005,3010,81,30100402,30100103,30100201,0,99,60000
30100006,3010,101,30100402,30100103,30100202,0,99,70000
30100007,3010,121,30100403,30100103,30100202,0,99,80000
30100008,3010,141,30100403,30100104,30100202,0,99,90000
30100009,3010,161,30100403,30100104,30100202,0,99,100000
30100010,3010,181,30100403,30100104,30100202,0,99,110000
30100011,3010,201,30100403,30100104,30100202,0,99,120000
30100012,3010,221,30100403,30100104,30100202,0,99,130000
30100013,3010,600,30100403,30100104,30100202,0,99,140000
30110000,3011,1,30110401,0,0,0,99,10000
30110001,3011,11,30110401,30110101,0,0,99,20000
30110002,3011,21,30110401,30110102,0,0,99,30000
30110003,3011,41,30110401,30110102,30110201,0,99,40000
30110004,3011,61,30110402,30110102,30110201,0,99,50000
30110005,3011,81,30110402,30110103,30110201,0,99,60000
30110006,3011,101,30110402,30110103,30110202,0,99,70000
30110007,3011,121,30110403,30110103,30110202,0,99,80000
30110008,3011,141,30110403,30110104,30110202,0,99,90000
30110009,3011,161,30110403,30110104,30110202,0,99,100000
30110010,3011,181,30110403,30110104,30110202,0,99,110000
30110011,3011,201,30110403,30110104,30110202,0,99,120000
30110012,3011,221,30110403,30110104,30110202,0,99,130000
30110013,3011,600,30110403,30110104,30110202,0,99,140000
30120000,3012,1,30120401,0,0,0,99,10000
30120001,3012,11,30120401,30120101,0,0,99,20000
30120002,3012,21,30120401,30120102,0,0,99,30000
30120003,3012,41,30120401,30120102,30120201,0,99,40000
30120004,3012,61,30120402,30120102,30120201,0,99,50000
30120005,3012,81,30120402,30120103,30120201,0,99,60000
30120006,3012,101,30120402,30120103,30120202,0,99,70000
30120007,3012,121,30120403,30120103,30120202,0,99,80000
30120008,3012,141,30120403,30120104,30120202,0,99,90000
30120009,3012,161,30120403,30120104,30120202,0,99,100000
30120010,3012,181,30120403,30120104,30120202,0,99,110000
30120011,3012,201,30120403,30120104,30120202,0,99,120000
30120012,3012,221,30120403,30120104,30120202,0,99,130000
30120013,3012,600,30120403,30120104,30120202,0,99,140000
30130000,3013,1,30130401,0,0,0,99,10000
30130001,3013,11,30130401,30130101,0,0,99,20000
30130002,3013,21,30130401,30130101,0,0,99,30000
30130003,3013,41,30130401,30130101,0,0,99,40000
30130004,3013,61,30130401,30130101,0,0,99,50000
30130005,3013,81,30130401,30130101,0,0,99,60000
30130006,3013,101,30130401,30130101,0,0,99,70000
30130007,3013,121,30130401,30130101,0,0,99,80000
30130008,3013,141,30130401,30130101,0,0,99,90000
30130009,3013,161,30130401,30130101,0,0,99,100000
30130010,3013,181,30130401,30130101,0,0,99,110000
30130011,3013,201,30130401,30130101,0,0,99,120000
30130012,3013,221,30130401,30130101,0,0,99,130000
30130013,3013,600,30130401,30130101,0,0,99,140000
30140000,3014,1,30140401,0,0,0,99,10000
30140001,3014,11,30140401,30140101,0,0,99,20000
30140002,3014,21,30140401,30140101,0,0,99,30000
30140003,3014,41,30140401,30140101,0,0,99,40000
30140004,3014,61,30140401,30140101,0,0,99,50000
30140005,3014,81,30140401,30140101,0,0,99,60000
30140006,3014,101,30140401,30140101,0,0,99,70000
30140007,3014,121,30140401,30140101,0,0,99,80000
30140008,3014,141,30140401,30140101,0,0,99,90000
30140009,3014,161,30140401,30140101,0,0,99,100000
30140010,3014,181,30140401,30140101,0,0,99,110000
30140011,3014,201,30140401,30140101,0,0,99,120000
30140012,3014,221,30140401,30140101,0,0,99,130000
30140013,3014,600,30140401,30140101,0,0,99,140000
40010000,4001,1,40010401,0,0,0,99,10000
40010001,4001,11,40010401,40010101,0,0,99,20000
40010002,4001,21,40010401,40010102,0,0,99,30000
40010003,4001,41,40010401,40010102,40010201,0,99,40000
40010004,4001,61,40010401,40010102,40010201,40010301,99,50000
40010005,4001,81,40010402,40010102,40010201,40010301,99,60000
40010006,4001,101,40010402,40010103,40010201,40010301,99,70000
40010007,4001,121,40010402,40010103,40010202,40010301,99,80000
40010008,4001,141,40010402,40010103,40010202,40010302,99,90000
40010009,4001,161,40010403,40010103,40010202,40010302,99,100000
40010010,4001,181,40010403,40010104,40010202,40010302,99,110000
40010011,4001,201,40010403,40010104,40010203,40010302,99,120000
40010012,4001,221,40010403,40010104,40010203,40010303,99,130000
40010013,4001,600,40010403,40010104,40010203,40010303,99,140000
40020000,4002,1,40020401,0,0,0,99,10000
40020001,4002,11,40020401,40020101,0,0,99,20000
40020002,4002,21,40020401,40020102,0,0,99,30000
40020003,4002,41,40020401,40020102,40020201,0,99,40000
40020004,4002,61,40020401,40020102,40020201,40020301,99,50000
40020005,4002,81,40020402,40020102,40020201,40020301,99,60000
40020006,4002,101,40020402,40020103,40020201,40020301,99,70000
40020007,4002,121,40020402,40020103,40020202,40020301,99,80000
40020008,4002,141,40020402,40020103,40020202,40020302,99,90000
40020009,4002,161,40020403,40020103,40020202,40020302,99,100000
40020010,4002,181,40020403,40020104,40020202,40020302,99,110000
40020011,4002,201,40020403,40020104,40020203,40020302,99,120000
40020012,4002,221,40020403,40020104,40020203,40020303,99,130000
40020013,4002,600,40020403,40020104,40020203,40020303,99,140000
40030000,4003,1,40030401,0,0,0,99,10000
40030001,4003,11,40030401,40030101,0,0,99,20000
40030002,4003,21,40030401,40030102,0,0,99,30000
40030003,4003,41,40030401,40030102,40030201,0,99,40000
40030004,4003,61,40030401,40030102,40030201,40030301,99,50000
40030005,4003,81,40030402,40030102,40030201,40030301,99,60000
40030006,4003,101,40030402,40030103,40030201,40030301,99,70000
40030007,4003,121,40030402,40030103,40030202,40030301,99,80000
40030008,4003,141,40030402,40030103,40030202,40030302,99,90000
40030009,4003,161,40030403,40030103,40030202,40030302,99,100000
40030010,4003,181,40030403,40030104,40030202,40030302,99,110000
40030011,4003,201,40030403,40030104,40030203,40030302,99,120000
40030012,4003,221,40030403,40030104,40030203,40030303,99,130000
40030013,4003,600,40030403,40030104,40030203,40030303,99,140000
40040000,4004,1,40040401,0,0,0,99,10000
40040001,4004,11,40040401,40040101,0,0,99,20000
40040002,4004,21,40040401,40040102,0,0,99,30000
40040003,4004,41,40040401,40040102,40040201,0,99,40000
40040004,4004,61,40040401,40040102,40040201,40040301,99,50000
40040005,4004,81,40040402,40040102,40040201,40040301,99,60000
40040006,4004,101,40040402,40040103,40040201,40040301,99,70000
40040007,4004,121,40040402,40040103,40040202,40040301,99,80000
40040008,4004,141,40040402,40040103,40040202,40040302,99,90000
40040009,4004,161,40040403,40040103,40040202,40040302,99,100000
40040010,4004,181,40040403,40040104,40040202,40040302,99,110000
40040011,4004,201,40040403,40040104,40040203,40040302,99,120000
40040012,4004,221,40040403,40040104,40040203,40040303,99,130000
40040013,4004,600,40040403,40040104,40040203,40040303,99,140000
40050000,4005,1,40050401,0,0,0,99,10000
40050001,4005,11,40050401,40050101,0,0,99,20000
40050002,4005,21,40050401,40050102,0,0,99,30000
40050003,4005,41,40050401,40050102,40050201,0,99,40000
40050004,4005,61,40050401,40050102,40050201,40050301,99,50000
40050005,4005,81,40050402,40050102,40050201,40050301,99,60000
40050006,4005,101,40050402,40050103,40050201,40050301,99,70000
40050007,4005,121,40050402,40050103,40050202,40050301,99,80000
40050008,4005,141,40050402,40050103,40050202,40050302,99,90000
40050009,4005,161,40050403,40050103,40050202,40050302,99,100000
40050010,4005,181,40050403,40050104,40050202,40050302,99,110000
40050011,4005,201,40050403,40050104,40050203,40050302,99,120000
40050012,4005,221,40050403,40050104,40050203,40050303,99,130000
40050013,4005,600,40050403,40050104,40050203,40050303,99,140000
40060000,4006,1,40060401,0,0,0,99,10000
40060001,4006,11,40060401,40060101,0,0,99,20000
40060002,4006,21,40060401,40060102,0,0,99,30000
40060003,4006,41,40060401,40060102,40060201,0,99,40000
40060004,4006,61,40060401,40060102,40060201,40060301,99,50000
40060005,4006,81,40060402,40060102,40060201,40060301,99,60000
40060006,4006,101,40060402,40060103,40060201,40060301,99,70000
40060007,4006,121,40060402,40060103,40060202,40060301,99,80000
40060008,4006,141,40060402,40060103,40060202,40060302,99,90000
40060009,4006,161,40060403,40060103,40060202,40060302,99,100000
40060010,4006,181,40060403,40060104,40060202,40060302,99,110000
40060011,4006,201,40060403,40060104,40060203,40060302,99,120000
40060012,4006,221,40060403,40060104,40060203,40060303,99,130000
40060013,4006,600,40060403,40060104,40060203,40060303,99,140000
40070000,4007,1,40070401,0,0,0,99,10000
40070001,4007,11,40070401,40070101,0,0,99,20000
40070002,4007,21,40070401,40070102,0,0,99,30000
40070003,4007,41,40070401,40070102,40070201,0,99,40000
40070004,4007,61,40070401,40070102,40070201,40070301,99,50000
40070005,4007,81,40070402,40070102,40070201,40070301,99,60000
40070006,4007,101,40070402,40070103,40070201,40070301,99,70000
40070007,4007,121,40070402,40070103,40070202,40070301,99,80000
40070008,4007,141,40070402,40070103,40070202,40070302,99,90000
40070009,4007,161,40070403,40070103,40070202,40070302,99,100000
40070010,4007,181,40070403,40070104,40070202,40070302,99,110000
40070011,4007,201,40070403,40070104,40070203,40070302,99,120000
40070012,4007,221,40070403,40070104,40070203,40070303,99,130000
40070013,4007,600,40070403,40070104,40070203,40070303,99,140000
40080000,4008,1,40080401,0,0,0,99,10000
40080001,4008,11,40080401,40080101,0,0,99,20000
40080002,4008,21,40080401,40080102,0,0,99,30000
40080003,4008,41,40080401,40080102,40080201,0,99,40000
40080004,4008,61,40080401,40080102,40080201,40080301,99,50000
40080005,4008,81,40080402,40080102,40080201,40080301,99,60000
40080006,4008,101,40080402,40080103,40080201,40080301,99,70000
40080007,4008,121,40080402,40080103,40080202,40080301,99,80000
40080008,4008,141,40080402,40080103,40080202,40080302,99,90000
40080009,4008,161,40080403,40080103,40080202,40080302,99,100000
40080010,4008,181,40080403,40080104,40080202,40080302,99,110000
40080011,4008,201,40080403,40080104,40080203,40080302,99,120000
40080012,4008,221,40080403,40080104,40080203,40080303,99,130000
40080013,4008,600,40080403,40080104,40080203,40080303,99,140000
40090000,4009,1,40090401,0,0,0,99,10000
40090001,4009,11,40090401,40090101,0,0,99,20000
40090002,4009,21,40090401,40090102,0,0,99,30000
40090003,4009,41,40090401,40090102,40090201,0,99,40000
40090004,4009,61,40090401,40090102,40090201,40090301,99,50000
40090005,4009,81,40090402,40090102,40090201,40090301,99,60000
40090006,4009,101,40090402,40090103,40090201,40090301,99,70000
40090007,4009,121,40090402,40090103,40090202,40090301,99,80000
40090008,4009,141,40090402,40090103,40090202,40090302,99,90000
40090009,4009,161,40090403,40090103,40090202,40090302,99,100000
40090010,4009,181,40090403,40090104,40090202,40090302,99,110000
40090011,4009,201,40090403,40090104,40090203,40090302,99,120000
40090012,4009,221,40090403,40090104,40090203,40090303,99,130000
40090013,4009,600,40090403,40090104,40090203,40090303,99,140000
40100000,4010,1,40100401,0,0,0,99,10000
40100001,4010,11,40100401,40100101,0,0,99,20000
40100002,4010,21,40100401,40100102,0,0,99,30000
40100003,4010,41,40100401,40100102,40100201,0,99,40000
40100004,4010,61,40100402,40100102,40100201,0,99,50000
40100005,4010,81,40100402,40100103,40100201,0,99,60000
40100006,4010,101,40100402,40100103,40100202,0,99,70000
40100007,4010,121,40100403,40100103,40100202,0,99,80000
40100008,4010,141,40100403,40100104,40100202,0,99,90000
40100009,4010,161,40100403,40100104,40100202,0,99,100000
40100010,4010,181,40100403,40100104,40100202,0,99,110000
40100011,4010,201,40100403,40100104,40100202,0,99,120000
40100012,4010,221,40100403,40100104,40100202,0,99,130000
40100013,4010,600,40100403,40100104,40100202,0,99,140000
40110000,4011,1,40110401,0,0,0,99,10000
40110001,4011,11,40110401,40110101,0,0,99,20000
40110002,4011,21,40110401,40110102,0,0,99,30000
40110003,4011,41,40110401,40110102,40110201,0,99,40000
40110004,4011,61,40110402,40110102,40110201,0,99,50000
40110005,4011,81,40110402,40110103,40110201,0,99,60000
40110006,4011,101,40110402,40110103,40110202,0,99,70000
40110007,4011,121,40110403,40110103,40110202,0,99,80000
40110008,4011,141,40110403,40110104,40110202,0,99,90000
40110009,4011,161,40110403,40110104,40110202,0,99,100000
40110010,4011,181,40110403,40110104,40110202,0,99,110000
40110011,4011,201,40110403,40110104,40110202,0,99,120000
40110012,4011,221,40110403,40110104,40110202,0,99,130000
40110013,4011,600,40110403,40110104,40110202,0,99,140000
40120000,4012,1,40120401,0,0,0,99,10000
40120001,4012,11,40120401,40120101,0,0,99,20000
40120002,4012,21,40120401,40120102,0,0,99,30000
40120003,4012,41,40120401,40120102,40120201,0,99,40000
40120004,4012,61,40120402,40120102,40120201,0,99,50000
40120005,4012,81,40120402,40120103,40120201,0,99,60000
40120006,4012,101,40120402,40120103,40120202,0,99,70000
40120007,4012,121,40120403,40120103,40120202,0,99,80000
40120008,4012,141,40120403,40120104,40120202,0,99,90000
40120009,4012,161,40120403,40120104,40120202,0,99,100000
40120010,4012,181,40120403,40120104,40120202,0,99,110000
40120011,4012,201,40120403,40120104,40120202,0,99,120000
40120012,4012,221,40120403,40120104,40120202,0,99,130000
40120013,4012,600,40120403,40120104,40120202,0,99,140000
40130000,4013,1,40130401,0,0,0,99,10000
40130001,4013,11,40130401,40130101,0,0,99,20000
40130002,4013,21,40130401,40130101,0,0,99,30000
40130003,4013,41,40130401,40130101,0,0,99,40000
40130004,4013,61,40130401,40130101,0,0,99,50000
40130005,4013,81,40130401,40130101,0,0,99,60000
40130006,4013,101,40130401,40130101,0,0,99,70000
40130007,4013,121,40130401,40130101,0,0,99,80000
40130008,4013,141,40130401,40130101,0,0,99,90000
40130009,4013,161,40130401,40130101,0,0,99,100000
40130010,4013,181,40130401,40130101,0,0,99,110000
40130011,4013,201,40130401,40130101,0,0,99,120000
40130012,4013,221,40130401,40130101,0,0,99,130000
40130013,4013,600,40130401,40130101,0,0,99,140000
40140000,4014,1,40140401,0,0,0,99,10000
40140001,4014,11,40140401,40140101,0,0,99,20000
40140002,4014,21,40140401,40140101,0,0,99,30000
40140003,4014,41,40140401,40140101,0,0,99,40000
40140004,4014,61,40140401,40140101,0,0,99,50000
40140005,4014,81,40140401,40140101,0,0,99,60000
40140006,4014,101,40140401,40140101,0,0,99,70000
40140007,4014,121,40140401,40140101,0,0,99,80000
40140008,4014,141,40140401,40140101,0,0,99,90000
40140009,4014,161,40140401,40140101,0,0,99,100000
40140010,4014,181,40140401,40140101,0,0,99,110000
40140011,4014,201,40140401,40140101,0,0,99,120000
40140012,4014,221,40140401,40140101,0,0,99,130000
40140013,4014,600,40140401,40140101,0,0,99,140000
50010000,5001,1,50010401,0,0,0,99,10000
50010001,5001,11,50010401,50010101,0,0,99,20000
50010002,5001,21,50010401,50010102,0,0,99,30000
50010003,5001,41,50010401,50010102,50010201,0,99,40000
50010004,5001,61,50010401,50010102,50010201,50010301,99,50000
50010005,5001,81,50010402,50010102,50010201,50010301,99,60000
50010006,5001,101,50010402,50010103,50010201,50010301,99,70000
50010007,5001,121,50010402,50010103,50010202,50010301,99,80000
50010008,5001,141,50010402,50010103,50010202,50010302,99,90000
50010009,5001,161,50010403,50010103,50010202,50010302,99,100000
50010010,5001,181,50010403,50010104,50010202,50010302,99,110000
50010011,5001,201,50010403,50010104,50010203,50010302,99,120000
50010012,5001,221,50010403,50010104,50010203,50010303,99,130000
50010013,5001,600,50010403,50010104,50010203,50010303,99,140000
50020000,5002,1,50020401,0,0,0,99,10000
50020001,5002,11,50020401,50020101,0,0,99,20000
50020002,5002,21,50020401,50020102,0,0,99,30000
50020003,5002,41,50020401,50020102,50020201,0,99,40000
50020004,5002,61,50020401,50020102,50020201,50020301,99,50000
50020005,5002,81,50020402,50020102,50020201,50020301,99,60000
50020006,5002,101,50020402,50020103,50020201,50020301,99,70000
50020007,5002,121,50020402,50020103,50020202,50020301,99,80000
50020008,5002,141,50020402,50020103,50020202,50020302,99,90000
50020009,5002,161,50020403,50020103,50020202,50020302,99,100000
50020010,5002,181,50020403,50020104,50020202,50020302,99,110000
50020011,5002,201,50020403,50020104,50020203,50020302,99,120000
50020012,5002,221,50020403,50020104,50020203,50020303,99,130000
50020013,5002,600,50020403,50020104,50020203,50020303,99,140000
50030000,5003,1,50030401,0,0,0,99,10000
50030001,5003,11,50030401,50030101,0,0,99,20000
50030002,5003,21,50030401,50030102,0,0,99,30000
50030003,5003,41,50030401,50030102,50030201,0,99,40000
50030004,5003,61,50030401,50030102,50030201,50030301,99,50000
50030005,5003,81,50030402,50030102,50030201,50030301,99,60000
50030006,5003,101,50030402,50030103,50030201,50030301,99,70000
50030007,5003,121,50030402,50030103,50030202,50030301,99,80000
50030008,5003,141,50030402,50030103,50030202,50030302,99,90000
50030009,5003,161,50030403,50030103,50030202,50030302,99,100000
50030010,5003,181,50030403,50030104,50030202,50030302,99,110000
50030011,5003,201,50030403,50030104,50030203,50030302,99,120000
50030012,5003,221,50030403,50030104,50030203,50030303,99,130000
50030013,5003,600,50030403,50030104,50030203,50030303,99,140000
50040000,5004,1,50040401,0,0,0,99,10000
50040001,5004,11,50040401,50040101,0,0,99,20000
50040002,5004,21,50040401,50040102,0,0,99,30000
50040003,5004,41,50040401,50040102,50040201,0,99,40000
50040004,5004,61,50040401,50040102,50040201,50040301,99,50000
50040005,5004,81,50040402,50040102,50040201,50040301,99,60000
50040006,5004,101,50040402,50040103,50040201,50040301,99,70000
50040007,5004,121,50040402,50040103,50040202,50040301,99,80000
50040008,5004,141,50040402,50040103,50040202,50040302,99,90000
50040009,5004,161,50040403,50040103,50040202,50040302,99,100000
50040010,5004,181,50040403,50040104,50040202,50040302,99,110000
50040011,5004,201,50040403,50040104,50040203,50040302,99,120000
50040012,5004,221,50040403,50040104,50040203,50040303,99,130000
50040013,5004,600,50040403,50040104,50040203,50040303,99,140000
60010000,6001,1,60010401,0,0,0,99,10000
60010001,6001,11,60010401,60010101,0,0,99,20000
60010002,6001,21,60010401,60010102,0,0,99,30000
60010003,6001,41,60010401,60010102,60010201,0,99,40000
60010004,6001,61,60010401,60010102,60010201,60010301,99,50000
60010005,6001,81,60010402,60010102,60010201,60010301,99,60000
60010006,6001,101,60010402,60010103,60010201,60010301,99,70000
60010007,6001,121,60010402,60010103,60010202,60010301,99,80000
60010008,6001,141,60010402,60010103,60010202,60010302,99,90000
60010009,6001,161,60010403,60010103,60010202,60010302,99,100000
60010010,6001,181,60010403,60010104,60010202,60010302,99,110000
60010011,6001,201,60010403,60010104,60010203,60010302,99,120000
60010012,6001,221,60010403,60010104,60010203,60010303,99,130000
60010013,6001,600,60010403,60010104,60010203,60010303,99,140000
60020000,6002,1,60020401,0,0,0,99,10000
60020001,6002,11,60020401,60020101,0,0,99,20000
60020002,6002,21,60020401,60020102,0,0,99,30000
60020003,6002,41,60020401,60020102,60020201,0,99,40000
60020004,6002,61,60020401,60020102,60020201,60020301,99,50000
60020005,6002,81,60020402,60020102,60020201,60020301,99,60000
60020006,6002,101,60020402,60020103,60020201,60020301,99,70000
60020007,6002,121,60020402,60020103,60020202,60020301,99,80000
60020008,6002,141,60020402,60020103,60020202,60020302,99,90000
60020009,6002,161,60020403,60020103,60020202,60020302,99,100000
60020010,6002,181,60020403,60020104,60020202,60020302,99,110000
60020011,6002,201,60020403,60020104,60020203,60020302,99,120000
60020012,6002,221,60020403,60020104,60020203,60020303,99,130000
60020013,6002,600,60020403,60020104,60020203,60020303,99,140000
60030000,6003,1,60030401,0,0,0,99,10000
60030001,6003,11,60030401,60030101,0,0,99,20000
60030002,6003,21,60030401,60030102,0,0,99,30000
60030003,6003,41,60030401,60030102,60030201,0,99,40000
60030004,6003,61,60030401,60030102,60030201,60030301,99,50000
60030005,6003,81,60030402,60030102,60030201,60030301,99,60000
60030006,6003,101,60030402,60030103,60030201,60030301,99,70000
60030007,6003,121,60030402,60030103,60030202,60030301,99,80000
60030008,6003,141,60030402,60030103,60030202,60030302,99,90000
60030009,6003,161,60030403,60030103,60030202,60030302,99,100000
60030010,6003,181,60030403,60030104,60030202,60030302,99,110000
60030011,6003,201,60030403,60030104,60030203,60030302,99,120000
60030012,6003,221,60030403,60030104,60030203,60030303,99,130000
60030013,6003,600,60030403,60030104,60030203,60030303,99,140000
60040000,6004,1,60040401,60040101,0,0,99,10000
60040001,6004,11,60040401,60040101,0,0,99,20000
60040002,6004,21,60040401,60040101,0,0,99,30000
60040003,6004,41,60040401,60040101,0,0,99,40000
60040004,6004,61,60040401,60040101,0,0,99,50000
60040005,6004,81,60040401,60040101,0,0,99,60000
60040006,6004,101,60040401,60040101,0,0,99,70000
60040007,6004,121,60040401,60040101,0,0,99,80000
60040008,6004,141,60040401,60040101,0,0,99,90000
60040009,6004,161,60040401,60040101,0,0,99,100000
60040010,6004,181,60040401,60040101,0,0,99,110000
60040011,6004,201,60040401,60040101,0,0,99,120000
60040012,6004,221,60040401,60040101,0,0,99,130000
60040013,6004,600,60040401,60040101,0,0,99,140000
60050000,6005,1,60050401,60050101,0,0,99,10000
60050001,6005,11,60050401,60050101,0,0,99,20000
60050002,6005,21,60050401,60050101,0,0,99,30000
60050003,6005,41,60050401,60050101,0,0,99,40000
60050004,6005,61,60050401,60050101,0,0,99,50000
60050005,6005,81,60050401,60050101,0,0,99,60000
60050006,6005,101,60050401,60050101,0,0,99,70000
60050007,6005,121,60050401,60050101,0,0,99,80000
60050008,6005,141,60050401,60050101,0,0,99,90000
60050009,6005,161,60050401,60050101,0,0,99,100000
60050010,6005,181,60050401,60050101,0,0,99,110000
60050011,6005,201,60050401,60050101,0,0,99,120000
60050012,6005,221,60050401,60050101,0,0,99,130000
60050013,6005,600,60050401,60050101,0,0,99,140000
60060000,6006,1,60060401,60060101,0,0,99,10000
60060001,6006,11,60060401,60060101,0,0,99,20000
60060002,6006,21,60060401,60060101,0,0,99,30000
60060003,6006,41,60060401,60060101,0,0,99,40000
60060004,6006,61,60060401,60060101,0,0,99,50000
60060005,6006,81,60060401,60060101,0,0,99,60000
60060006,6006,101,60060401,60060101,0,0,99,70000
60060007,6006,121,60060401,60060101,0,0,99,80000
60060008,6006,141,60060401,60060101,0,0,99,90000
60060009,6006,161,60060401,60060101,0,0,99,100000
