monsterid,name,level,class_rank,hero_star,camp,type,monster_type,heroattackcycle,soldier,cablerange,ragevalue,mainskill,ragerate,max_rage,heromodel,heromodel1,heroid,soldiermodel,herobuff,herohalo1,herohalo2,herohalo3,herohalo4,awakenlevel,killanger,heromodelsize,soldiermodelsize,soldiersnumber,skillpassive,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11,base_type12,base_value12,base_type13,base_value13,base_type14,base_value14,base_type15,base_value15,base_type16,base_value16,base_type17,base_value17,base_type18,base_value18,base_type19,base_value19,base_type20,base_value20,skillpassive0,skillpassive1,skillpassive2,skillpassive3,skillpassive4,skillpassive5,skillpassive6,skillpassive7,skillpassive8,skillpassive9,career,monstericon,attacktype
50092302,敌军偏将,56,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1155030,2,124438,3,19342,38,2105,35,2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50092303,敌军偏将,56,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1155734,2,124512,3,19351,38,2110,35,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50092401,敌军偏将,56,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1156438,2,124586,3,19360,38,2115,35,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50092402,敌军偏将,56,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,55874,2,2340,3,1546,38,55,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50092403,敌军偏将,56,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1157848,2,124733,3,19379,38,2125,35,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50092501,敌军偏将,56,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1158552,2,124807,3,19388,38,2130,35,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50092502,敌军偏将,56,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1159258,2,124880,3,19398,38,2135,35,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50092503,敌军偏将,56,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1159962,2,124954,3,19407,38,2140,35,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50092504,敌军偏将,56,3,0,1,1,1,3003,52010104,25000,400,0,1000,1000,303,0,3003,52010104,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,1160666,2,125028,3,19416,38,2145,35,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3003,2
50092601,敌军偏将,57,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1161372,2,125102,3,19426,38,2150,35,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50092602,敌军偏将,57,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1162236,2,125190,3,19954,38,2155,35,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50092603,敌军偏将,57,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1163100,2,125279,3,20482,38,2160,35,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50092701,敌军偏将,57,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1163964,2,125368,3,21011,38,2165,35,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50092702,敌军偏将,57,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1164830,2,125456,3,21539,38,2170,35,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50092703,敌军偏将,57,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1165694,2,125545,3,22068,38,2175,35,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50092801,敌军偏将,57,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1166558,2,125634,3,22596,38,2180,35,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50092802,敌军偏将,57,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1167424,2,125722,3,23124,38,2185,35,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50092803,敌军偏将,57,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1168288,2,125811,3,23653,38,2190,35,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50092901,敌军偏将,57,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1169152,2,125900,3,24181,38,2195,35,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50092902,敌军偏将,58,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,55874,2,2340,3,1546,38,55,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50092903,敌军偏将,58,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1170738,2,126062,3,24772,38,2205,35,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50093001,敌军偏将,58,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1171458,2,126136,3,24835,38,2210,35,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50093002,敌军偏将,58,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1172178,2,126210,3,24897,38,2215,35,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50093003,敌军偏将,58,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1172900,2,126283,3,24960,38,2220,35,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50093004,敌军偏将,58,3,0,3,1,1,2011,52010107,25000,400,0,1000,1000,211,0,2011,52010107,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,1173620,2,126357,3,25023,38,2225,35,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero2011,2
50100101,敌军偏将,58,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1174340,2,126431,3,25085,38,2230,35,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50100102,敌军偏将,58,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1175062,2,126504,3,25148,38,2235,35,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50100201,敌军偏将,58,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1175782,2,126578,3,25210,38,2240,35,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50100202,敌军偏将,58,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1176502,2,126652,3,25273,38,2245,35,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50100301,敌军偏将,59,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1177224,2,126726,3,25336,38,2250,35,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50100302,敌军偏将,59,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1181320,2,127715,3,25607,38,2255,35,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50100401,敌军偏将,59,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1185416,2,128704,3,25879,38,2260,35,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50100501,敌军偏将,59,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1189512,2,129693,3,26151,38,2265,35,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50100502,敌军偏将,59,3,0,4,1,1,3004,52010102,25000,400,0,1000,1000,304,0,3004,52010102,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,1193610,2,130683,3,26423,38,2270,35,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero3004,2
50100601,敌军偏将,59,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1197706,2,131672,3,26695,38,2275,35,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50100701,敌军偏将,59,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1201802,2,132661,3,26967,38,2280,35,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50100702,敌军偏将,59,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1205900,2,133651,3,27239,38,2285,35,2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50100801,敌军偏将,59,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1209996,2,134640,3,27511,38,2290,35,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50100802,敌军偏将,59,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1214092,2,135629,3,27783,38,2295,35,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50100901,敌军偏将,60,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1218190,2,136619,3,28055,38,2300,35,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50100902,敌军偏将,60,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1219106,2,137781,3,28068,38,2305,35,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50101001,敌军偏将,60,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1220022,2,138944,3,28082,38,2310,35,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50101002,敌军偏将,60,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1220938,2,140107,3,28096,38,2315,35,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50101003,敌军偏将,60,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,55874,2,2340,3,1546,38,55,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50101004,敌军偏将,60,3,0,1,1,1,1001,52010104,25000,400,0,1000,1000,101,0,2006,52010104,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,1222772,2,142433,3,28124,38,2325,35,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero1001,2
50101101,敌军偏将,60,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1223688,2,143595,3,28137,38,2330,35,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50101102,敌军偏将,60,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1224606,2,144758,3,28151,38,2335,35,2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50101201,敌军偏将,60,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1225522,2,145921,3,28165,38,2340,35,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50101202,敌军偏将,60,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1226438,2,147084,3,28179,38,2345,35,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50101301,敌军偏将,61,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1227356,2,148247,3,28193,38,2350,35,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50101302,敌军偏将,61,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1228488,2,148378,3,28207,38,2355,35,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50101401,敌军偏将,61,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1229620,2,148510,3,28221,38,2360,35,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50101501,敌军偏将,61,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1230752,2,148642,3,28235,38,2365,35,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50101502,敌军偏将,61,3,0,4,1,1,2004,52010102,25000,400,0,1000,1000,204,0,2004,52010102,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,1231886,2,148774,3,28250,38,2370,35,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero2004,2
50101601,敌军偏将,61,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1233018,2,148906,3,28264,38,2375,35,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50101701,敌军偏将,61,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1234150,2,149037,3,28278,38,2380,35,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50101702,敌军偏将,61,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1235284,2,149169,3,28293,38,2385,35,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50101801,敌军偏将,61,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1236416,2,149301,3,28307,38,2390,35,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50101802,敌军偏将,61,0,0,4,1,1,4013,52010102,15000,0,0,1000,1000,2102,0,4013,52010102,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1237548,2,149433,3,28321,38,2395,35,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,hpicon_hero4013,2
50101901,敌军偏将,62,0,0,3,1,1,4014,52010107,15000,0,0,1000,1000,2103,0,4014,52010107,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1238682,2,149565,3,28336,38,2400,35,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,hpicon_hero4014,2
50101902,敌军偏将,62,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1257222,2,150265,3,29054,38,2405,35,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50102001,敌军偏将,62,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1275762,2,150966,3,29773,38,2410,35,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50102002,敌军偏将,62,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,55874,2,2340,3,1546,38,55,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
50102003,敌军偏将,62,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1312844,2,152368,3,31210,38,2420,35,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50102004,敌军偏将,62,3,0,1,1,1,1001,52010104,25000,400,0,1000,1000,101,0,4009,52010104,0,0,0,0,0,0,200,120,100,8,0,21,10000,22,100,1,1331384,2,153069,3,31929,38,2425,35,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero1001,2
50102101,敌军偏将,62,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1349924,2,153769,3,32648,38,2430,35,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50102102,敌军偏将,62,0,0,2,1,1,1017,52010101,15000,0,0,1000,1000,1101,0,1017,52010101,0,0,0,0,0,0,200,100,100,8,0,21,10000,22,100,1,1368466,2,154470,3,33366,38,2435,35,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,hpicon_hero1017,2
50102103,敌军偏将,62,0,0,1,1,1,3013,52010104,15000,0,0,1000,1000,1103,0,3013,52010104,0,0,0,0,0,0,200,90,90,8,0,21,10000,22,100,1,1387006,2,155171,3,34085,38,2440,35,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,hpicon_hero3013,2
