id,game,grade,title_show,title,description,type,show,sort,rmb,diamond,extra,time,vipexp,start,continued,cd,picture,floor_pic,floor_pic_type1,chara_type,floor_pic_type2,introduce,grade_show,grade_hide,effect_show,jump,effect_show,wai_effect_show,text1,text2,givemoneyshow,text_cehua,point
10010442,1001,442,新春礼包,充值1280钻石,需充值128人民币,5,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新春礼包,com.qxyx.mlyz.128
10010443,1001,443,新春礼包,充值3280钻石,需充值328人民币,5,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新春礼包,com.qxyx.mlyz.328
10010444,1001,444,新春礼包,充值6480钻石,需充值648人民币,5,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新春礼包,com.qxyx.mlyz.648
10010445,1001,445,新春礼包,充值6480钻石,需充值648人民币,5,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新春礼包,com.qxyx.mlyz.648
10010501,1001,501,成长礼包,充值1280钻石,需充值128人民币,6,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,成长礼包,com.qxyx.mlyz.128
10010502,1001,502,超值好礼1,充值0钻石,需充值30人民币,6,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,超值好礼,com.qxyx.mlyz.30
10010503,1001,503,超值好礼2,充值0钻石,需充值30人民币,6,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,超值好礼,com.qxyx.mlyz.30
10010504,1001,504,超值好礼3,充值0钻石,需充值30人民币,6,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,超值好礼,com.qxyx.mlyz.30
10010520,1001,520,莉莉丝星辰英雄,充值6480钻石,需充值648人民币,6,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,莉莉丝星辰英雄,com.qxyx.mlyz.648
10010521,1001,521,星辰英雄限时礼包1,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包1,com.qxyx.mlyz.328
10010522,1001,522,星辰英雄限时礼包2,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.328
10010523,1001,523,星辰英雄限时礼包2,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.328
10010524,1001,524,星辰英雄限时礼包2,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.328
10010525,1001,525,星辰英雄限时礼包2,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.328
10010526,1001,526,星辰英雄限时礼包2,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.328
10010527,1001,527,星辰英雄限时礼包2,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.328
10010528,1001,528,星辰英雄限时礼包2,充值6480钻石,需充值648人民币,6,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.648
10010529,1001,529,星辰英雄限时礼包2,充值6480钻石,需充值648人民币,6,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.648
10010530,1001,530,星辰英雄限时礼包2,充值1680钻石,需充值168人民币,6,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,星辰英雄限时礼包2,com.qxyx.mlyz.168
10010531,1001,531,亚瑟王星辰英雄,充值6480钻石,需充值648人民币,6,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,亚瑟王星辰英雄,com.qxyx.mlyz.648
10010532,1001,532,圣诞老人星辰英雄,充值3280钻石,需充值328人民币,6,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,圣诞老人星辰英雄,com.qxyx.mlyz.328
10010601,1001,601,10元限时礼包,充值100钻石,需充值10人民币,7,0,0,10,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元限时礼包,com.qxyx.mlyz.10
10010602,1001,602,10元限时礼包,充值100钻石,需充值10人民币,7,0,0,10,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元限时礼包,com.qxyx.mlyz.10
10010603,1001,603,30元限时礼包,充值300钻石,需充值30人民币,7,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元限时礼包,com.qxyx.mlyz.30
10010604,1001,604,30元限时礼包,充值300钻石,需充值30人民币,7,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元限时礼包,com.qxyx.mlyz.30
10010605,1001,605,68元限时礼包,充值680钻石,需充值68人民币,7,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元限时礼包,com.qxyx.mlyz.68
10010606,1001,606,168元限时礼包,充值1680钻石,需充值168人民币,7,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元限时礼包,com.qxyx.mlyz.168
10010611,1001,611,68元限时礼包,充值680钻石,需充值68人民币,7,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元限时礼包,com.qxyx.mlyz.68
10010612,1001,612,128元限时礼包,充值1280钻石,需充值128人民币,7,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元限时礼包,com.qxyx.mlyz.128
10010613,1001,613,128元限时礼包,充值1280钻石,需充值128人民币,7,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元限时礼包,com.qxyx.mlyz.128
10010614,1001,614,328元限时礼包,充值3280钻石,需充值328人民币,7,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元限时礼包,com.qxyx.mlyz.328
10010615,1001,615,328元限时礼包,充值3280钻石,需充值328人民币,7,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元限时礼包,com.qxyx.mlyz.328
10010621,1001,621,328元限时礼包,充值3280钻石,需充值328人民币,7,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元限时礼包,com.qxyx.mlyz.328
10010622,1001,622,328元限时礼包,充值3280钻石,需充值328人民币,7,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元限时礼包,com.qxyx.mlyz.328
10010623,1001,623,648元限时礼包,充值6480钻石,需充值648人民币,7,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元限时礼包,com.qxyx.mlyz.648
10010624,1001,624,68元限时礼包,充值680钻石,需充值68人民币,7,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元限时礼包,com.qxyx.mlyz.68
10010625,1001,625,68元限时礼包,充值680钻石,需充值68人民币,7,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元限时礼包,com.qxyx.mlyz.68
10010626,1001,626,128元限时礼包,充值1280钻石,需充值128人民币,7,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元限时礼包,com.qxyx.mlyz.128
10010627,1001,627,198元限时礼包,充值1980钻石,需充值198人民币,7,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元限时礼包,com.qxyx.mlyz.198
10010628,1001,628,328元限时礼包,充值3280钻石,需充值328人民币,7,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元限时礼包,com.qxyx.mlyz.328
10010629,1001,629,648元限时礼包,充值6480钻石,需充值648人民币,7,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元限时礼包,com.qxyx.mlyz.648
10010630,1001,630,648元限时礼包,充值6480钻石,需充值648人民币,7,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元限时礼包,com.qxyx.mlyz.648
10010631,1001,631,163元暗域精华礼包,充值1630钻石,需充值163人民币,7,0,0,163,0,0,0,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163暗域精华礼包,com.qxyx.mlyz.163
10010632,1001,632,328元暗域精华礼包,充值3280钻石,需充值328人民币,7,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328暗域精华礼包,com.qxyx.mlyz.328
10010633,1001,633,648元暗域精华礼包,充值6480钻石,需充值648人民币,7,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648暗域精华礼包,com.qxyx.mlyz.648
10010701,1001,701,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010702,1001,702,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010703,1001,703,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010704,1001,704,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010705,1001,705,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010706,1001,706,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010707,1001,707,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010708,1001,708,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010709,1001,709,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010710,1001,710,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010711,1001,711,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010712,1001,712,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010713,1001,713,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010714,1001,714,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010715,1001,715,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010716,1001,716,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010717,1001,717,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010718,1001,718,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010719,1001,719,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010720,1001,720,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010721,1001,721,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010722,1001,722,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010723,1001,723,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010724,1001,724,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010725,1001,725,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010726,1001,726,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010727,1001,727,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010728,1001,728,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010729,1001,729,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010730,1001,730,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010731,1001,731,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010732,1001,732,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010733,1001,733,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010734,1001,734,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010735,1001,735,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010736,1001,736,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010737,1001,737,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010738,1001,738,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010739,1001,739,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010740,1001,740,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010741,1001,741,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010742,1001,742,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010743,1001,743,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010744,1001,744,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010745,1001,745,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010746,1001,746,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010747,1001,747,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010748,1001,748,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010749,1001,749,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010750,1001,750,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010751,1001,751,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010752,1001,752,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010753,1001,753,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010754,1001,754,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010755,1001,755,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010756,1001,756,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010757,1001,757,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010758,1001,758,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010759,1001,759,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010760,1001,760,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010761,1001,761,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010762,1001,762,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010763,1001,763,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010764,1001,764,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010765,1001,765,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010766,1001,766,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010767,1001,767,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010768,1001,768,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010769,1001,769,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
10010770,1001,770,198元关卡限时抢购,充值1980钻石,需充值198人民币,8,0,0,198,0,0,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198元关卡限时抢购,com.qxyx.mlyz.198
10010771,1001,771,328元关卡限时抢购,充值3280钻石,需充值328人民币,8,0,0,328,0,0,0,328000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328元关卡限时抢购,com.qxyx.mlyz.328
10010772,1001,772,648元关卡限时抢购,充值6480钻石,需充值648人民币,8,0,0,648,0,0,0,648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648元关卡限时抢购,com.qxyx.mlyz.648
10010773,1001,773,6元关卡限时抢购,充值60钻石,需充值6人民币,8,0,0,6,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6元关卡限时抢购,com.qxyx.mlyz.6
10010774,1001,774,30元关卡限时抢购,充值300钻石,需充值30人民币,8,0,0,30,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30元关卡限时抢购,com.qxyx.mlyz.30
10010775,1001,775,68元关卡限时抢购,充值680钻石,需充值68人民币,8,0,0,68,0,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68元关卡限时抢购,com.qxyx.mlyz.68
10010776,1001,776,98元关卡限时抢购,充值980钻石,需充值98人民币,8,0,0,98,0,0,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98元关卡限时抢购,com.qxyx.mlyz.98
10010777,1001,777,128元关卡限时抢购,充值1280钻石,需充值128人民币,8,0,0,128,0,0,0,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128元关卡限时抢购,com.qxyx.mlyz.128
10010778,1001,778,168元关卡限时抢购,充值1680钻石,需充值168人民币,8,0,0,168,0,0,0,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168元关卡限时抢购,com.qxyx.mlyz.168
