skillid,name,intr,lv,unlock,lvupneed1,returnnum1,lvupnum1,lvupneed2,lvupnum2,returnnum2,lvupneed3,lvupnum3,returnnum3,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,icon
1008,技能啊,米啊奥术,17,4,91000002,25878,227,91000001,227,0,0,0,0,6,236,7,236,8,236,9,236,100203
1008,技能啊,米啊奥术,18,4,91000002,26106,228,91000001,228,0,0,0,0,6,237,7,237,8,237,9,237,100203
1008,技能啊,米啊奥术,19,4,91000002,26335,229,91000001,229,0,0,0,0,6,238,7,238,8,238,9,238,100203
1008,技能啊,米啊奥术,20,4,91000002,26565,230,91000001,230,0,0,0,0,6,239,7,239,8,239,9,239,100203
1008,技能啊,米啊奥术,21,4,91000002,26796,231,91000001,231,0,0,0,0,6,240,7,240,8,240,9,240,100203
1008,技能啊,米啊奥术,22,4,91000002,27028,232,91000001,232,0,0,0,0,6,241,7,241,8,241,9,241,100203
1008,技能啊,米啊奥术,23,4,91000002,27261,233,91000001,233,0,0,0,0,6,242,7,242,8,242,9,242,100203
1008,技能啊,米啊奥术,24,4,91000002,27495,234,91000001,234,0,0,0,0,6,243,7,243,8,243,9,243,100203
1008,技能啊,米啊奥术,25,4,91000002,27730,235,91000001,235,0,0,0,0,6,244,7,244,8,244,9,244,100203
1008,技能啊,米啊奥术,26,4,91000002,27966,236,91000001,236,0,0,0,0,6,245,7,245,8,245,9,245,100203
1008,技能啊,米啊奥术,27,4,91000002,28203,237,91000001,237,0,0,0,0,6,246,7,246,8,246,9,246,100203
1008,技能啊,米啊奥术,28,4,91000002,28441,238,91000001,238,0,0,0,0,6,247,7,247,8,247,9,247,100203
1008,技能啊,米啊奥术,29,4,91000002,28680,239,91000001,239,0,0,0,0,6,248,7,248,8,248,9,248,100203
1008,技能啊,米啊奥术,30,4,91000002,28920,240,91000001,240,0,0,0,0,6,249,7,249,8,249,9,249,100203
1009,技能啊,米啊奥术,1,1,91000002,29161,241,91000001,241,0,0,0,0,6,250,7,250,8,250,9,250,100203
1009,技能啊,米啊奥术,2,1,91000002,29403,242,91000001,242,0,0,0,0,6,251,7,251,8,251,9,251,100203
1009,技能啊,米啊奥术,3,1,91000002,29646,243,91000001,243,0,0,0,0,6,252,7,252,8,252,9,252,100203
1009,技能啊,米啊奥术,4,1,91000002,29890,244,91000001,244,0,0,0,0,6,253,7,253,8,253,9,253,100203
1009,技能啊,米啊奥术,5,1,91000002,30135,245,91000001,245,0,0,0,0,6,254,7,254,8,254,9,254,100203
1009,技能啊,米啊奥术,6,1,91000002,30381,246,91000001,246,0,0,0,0,6,255,7,255,8,255,9,255,100203
1009,技能啊,米啊奥术,7,1,91000002,30628,247,91000001,247,0,0,0,0,6,256,7,256,8,256,9,256,100203
1009,技能啊,米啊奥术,8,1,91000002,30876,248,91000001,248,0,0,0,0,6,257,7,257,8,257,9,257,100203
1009,技能啊,米啊奥术,9,1,91000002,31125,249,91000001,249,0,0,0,0,6,258,7,258,8,258,9,258,100203
1009,技能啊,米啊奥术,10,1,91000002,31375,250,91000001,250,0,0,0,0,6,259,7,259,8,259,9,259,100203
1009,技能啊,米啊奥术,11,1,91000002,31626,251,91000001,251,0,0,0,0,6,260,7,260,8,260,9,260,100203
1009,技能啊,米啊奥术,12,1,91000002,31878,252,91000001,252,0,0,0,0,6,261,7,261,8,261,9,261,100203
1009,技能啊,米啊奥术,13,1,91000002,32131,253,91000001,253,0,0,0,0,6,262,7,262,8,262,9,262,100203
1009,技能啊,米啊奥术,14,1,91000002,32385,254,91000001,254,0,0,0,0,6,263,7,263,8,263,9,263,100203
1009,技能啊,米啊奥术,15,1,91000002,32640,255,91000001,255,0,0,0,0,6,264,7,264,8,264,9,264,100203
1009,技能啊,米啊奥术,16,1,91000002,32896,256,91000001,256,0,0,0,0,6,265,7,265,8,265,9,265,100203
1009,技能啊,米啊奥术,17,1,91000002,33153,257,91000001,257,0,0,0,0,6,266,7,266,8,266,9,266,100203
1009,技能啊,米啊奥术,18,1,91000002,33411,258,91000001,258,0,0,0,0,6,267,7,267,8,267,9,267,100203
1009,技能啊,米啊奥术,19,1,91000002,33670,259,91000001,259,0,0,0,0,6,268,7,268,8,268,9,268,100203
1009,技能啊,米啊奥术,20,1,91000002,33930,260,91000001,260,0,0,0,0,6,269,7,269,8,269,9,269,100203
1009,技能啊,米啊奥术,21,1,91000002,34191,261,91000001,261,0,0,0,0,6,270,7,270,8,270,9,270,100203
1009,技能啊,米啊奥术,22,1,91000002,34453,262,91000001,262,0,0,0,0,6,271,7,271,8,271,9,271,100203
1009,技能啊,米啊奥术,23,1,91000002,34716,263,91000001,263,0,0,0,0,6,272,7,272,8,272,9,272,100203
1009,技能啊,米啊奥术,24,1,91000002,34980,264,91000001,264,0,0,0,0,6,273,7,273,8,273,9,273,100203
1009,技能啊,米啊奥术,25,1,91000002,35245,265,91000001,265,0,0,0,0,6,274,7,274,8,274,9,274,100203
1009,技能啊,米啊奥术,26,1,91000002,35511,266,91000001,266,0,0,0,0,6,275,7,275,8,275,9,275,100203
1009,技能啊,米啊奥术,27,1,91000002,35778,267,91000001,267,0,0,0,0,6,276,7,276,8,276,9,276,100203
1009,技能啊,米啊奥术,28,1,91000002,36046,268,91000001,268,0,0,0,0,6,277,7,277,8,277,9,277,100203
1009,技能啊,米啊奥术,29,1,91000002,36315,269,91000001,269,0,0,0,0,6,278,7,278,8,278,9,278,100203
1009,技能啊,米啊奥术,30,1,91000002,36585,270,91000001,270,0,0,0,0,6,279,7,279,8,279,9,279,100203
1010,技能啊,米啊奥术,1,2,91000002,36856,271,91000001,271,0,0,0,0,6,280,7,280,8,280,9,280,100203
1010,技能啊,米啊奥术,2,2,91000002,37128,272,91000001,272,0,0,0,0,6,281,7,281,8,281,9,281,100203
1010,技能啊,米啊奥术,3,2,91000002,37401,273,91000001,273,0,0,0,0,6,282,7,282,8,282,9,282,100203
1010,技能啊,米啊奥术,4,2,91000002,37675,274,91000001,274,0,0,0,0,6,283,7,283,8,283,9,283,100203
1010,技能啊,米啊奥术,5,2,91000002,37950,275,91000001,275,0,0,0,0,6,284,7,284,8,284,9,284,100203
1010,技能啊,米啊奥术,6,2,91000002,38226,276,91000001,276,0,0,0,0,6,285,7,285,8,285,9,285,100203
1010,技能啊,米啊奥术,7,2,91000002,38503,277,91000001,277,0,0,0,0,6,286,7,286,8,286,9,286,100203
1010,技能啊,米啊奥术,8,2,91000002,38781,278,91000001,278,0,0,0,0,6,287,7,287,8,287,9,287,100203
1010,技能啊,米啊奥术,9,2,91000002,39060,279,91000001,279,0,0,0,0,6,288,7,288,8,288,9,288,100203
1010,技能啊,米啊奥术,10,2,91000002,39340,280,91000001,280,0,0,0,0,6,289,7,289,8,289,9,289,100203
1010,技能啊,米啊奥术,11,2,91000002,39621,281,91000001,281,0,0,0,0,6,290,7,290,8,290,9,290,100203
1010,技能啊,米啊奥术,12,2,91000002,39903,282,91000001,282,0,0,0,0,6,291,7,291,8,291,9,291,100203
1010,技能啊,米啊奥术,13,2,91000002,40186,283,91000001,283,0,0,0,0,6,292,7,292,8,292,9,292,100203
1010,技能啊,米啊奥术,14,2,91000002,40470,284,91000001,284,0,0,0,0,6,293,7,293,8,293,9,293,100203
1010,技能啊,米啊奥术,15,2,91000002,40755,285,91000001,285,0,0,0,0,6,294,7,294,8,294,9,294,100203
1010,技能啊,米啊奥术,16,2,91000002,41041,286,91000001,286,0,0,0,0,6,295,7,295,8,295,9,295,100203
1010,技能啊,米啊奥术,17,2,91000002,41328,287,91000001,287,0,0,0,0,6,296,7,296,8,296,9,296,100203
1010,技能啊,米啊奥术,18,2,91000002,41616,288,91000001,288,0,0,0,0,6,297,7,297,8,297,9,297,100203
1010,技能啊,米啊奥术,19,2,91000002,41905,289,91000001,289,0,0,0,0,6,298,7,298,8,298,9,298,100203
1010,技能啊,米啊奥术,20,2,91000002,42195,290,91000001,290,0,0,0,0,6,299,7,299,8,299,9,299,100203
1010,技能啊,米啊奥术,21,2,91000002,42486,291,91000001,291,0,0,0,0,6,300,7,300,8,300,9,300,100203
1010,技能啊,米啊奥术,22,2,91000002,42778,292,91000001,292,0,0,0,0,6,301,7,301,8,301,9,301,100203
1010,技能啊,米啊奥术,23,2,91000002,43071,293,91000001,293,0,0,0,0,6,302,7,302,8,302,9,302,100203
1010,技能啊,米啊奥术,24,2,91000002,43365,294,91000001,294,0,0,0,0,6,303,7,303,8,303,9,303,100203
1010,技能啊,米啊奥术,25,2,91000002,43660,295,91000001,295,0,0,0,0,6,304,7,304,8,304,9,304,100203
1010,技能啊,米啊奥术,26,2,91000002,43956,296,91000001,296,0,0,0,0,6,305,7,305,8,305,9,305,100203
1010,技能啊,米啊奥术,27,2,91000002,44253,297,91000001,297,0,0,0,0,6,306,7,306,8,306,9,306,100203
1010,技能啊,米啊奥术,28,2,91000002,44551,298,91000001,298,0,0,0,0,6,307,7,307,8,307,9,307,100203
1010,技能啊,米啊奥术,29,2,91000002,44850,299,91000001,299,0,0,0,0,6,308,7,308,8,308,9,308,100203
1010,技能啊,米啊奥术,30,2,91000002,45150,300,91000001,300,0,0,0,0,6,309,7,309,8,309,9,309,100203
1011,技能啊,米啊奥术,1,3,91000002,45451,301,91000001,301,0,0,0,0,6,310,7,310,8,310,9,310,100203
1011,技能啊,米啊奥术,2,3,91000002,45753,302,91000001,302,0,0,0,0,6,311,7,311,8,311,9,311,100203
1011,技能啊,米啊奥术,3,3,91000002,46056,303,91000001,303,0,0,0,0,6,312,7,312,8,312,9,312,100203
1011,技能啊,米啊奥术,4,3,91000002,46360,304,91000001,304,0,0,0,0,6,313,7,313,8,313,9,313,100203
1011,技能啊,米啊奥术,5,3,91000002,46665,305,91000001,305,0,0,0,0,6,314,7,314,8,314,9,314,100203
1011,技能啊,米啊奥术,6,3,91000002,46971,306,91000001,306,0,0,0,0,6,315,7,315,8,315,9,315,100203
1011,技能啊,米啊奥术,7,3,91000002,47278,307,91000001,307,0,0,0,0,6,316,7,316,8,316,9,316,100203
1011,技能啊,米啊奥术,8,3,91000002,47586,308,91000001,308,0,0,0,0,6,317,7,317,8,317,9,317,100203
1011,技能啊,米啊奥术,9,3,91000002,47895,309,91000001,309,0,0,0,0,6,318,7,318,8,318,9,318,100203
1011,技能啊,米啊奥术,10,3,91000002,48205,310,91000001,310,0,0,0,0,6,319,7,319,8,319,9,319,100203
1011,技能啊,米啊奥术,11,3,91000002,48516,311,91000001,311,0,0,0,0,6,320,7,320,8,320,9,320,100203
1011,技能啊,米啊奥术,12,3,91000002,48828,312,91000001,312,0,0,0,0,6,321,7,321,8,321,9,321,100203
1011,技能啊,米啊奥术,13,3,91000002,49141,313,91000001,313,0,0,0,0,6,322,7,322,8,322,9,322,100203
1011,技能啊,米啊奥术,14,3,91000002,49455,314,91000001,314,0,0,0,0,6,323,7,323,8,323,9,323,100203
1011,技能啊,米啊奥术,15,3,91000002,49770,315,91000001,315,0,0,0,0,6,324,7,324,8,324,9,324,100203
1011,技能啊,米啊奥术,16,3,91000002,50086,316,91000001,316,0,0,0,0,6,325,7,325,8,325,9,325,100203
1011,技能啊,米啊奥术,17,3,91000002,50403,317,91000001,317,0,0,0,0,6,326,7,326,8,326,9,326,100203
1011,技能啊,米啊奥术,18,3,91000002,50721,318,91000001,318,0,0,0,0,6,327,7,327,8,327,9,327,100203
1011,技能啊,米啊奥术,19,3,91000002,51040,319,91000001,319,0,0,0,0,6,328,7,328,8,328,9,328,100203
1011,技能啊,米啊奥术,20,3,91000002,51360,320,91000001,320,0,0,0,0,6,329,7,329,8,329,9,329,100203
1011,技能啊,米啊奥术,21,3,91000002,51681,321,91000001,321,0,0,0,0,6,330,7,330,8,330,9,330,100203
1011,技能啊,米啊奥术,22,3,91000002,52003,322,91000001,322,0,0,0,0,6,331,7,331,8,331,9,331,100203
1011,技能啊,米啊奥术,23,3,91000002,52326,323,91000001,323,0,0,0,0,6,332,7,332,8,332,9,332,100203
1011,技能啊,米啊奥术,24,3,91000002,52650,324,91000001,324,0,0,0,0,6,333,7,333,8,333,9,333,100203
1011,技能啊,米啊奥术,25,3,91000002,52975,325,91000001,325,0,0,0,0,6,334,7,334,8,334,9,334,100203
1011,技能啊,米啊奥术,26,3,91000002,53301,326,91000001,326,0,0,0,0,6,335,7,335,8,335,9,335,100203
1011,技能啊,米啊奥术,27,3,91000002,53628,327,91000001,327,0,0,0,0,6,336,7,336,8,336,9,336,100203
1011,技能啊,米啊奥术,28,3,91000002,53956,328,91000001,328,0,0,0,0,6,337,7,337,8,337,9,337,100203
1011,技能啊,米啊奥术,29,3,91000002,54285,329,91000001,329,0,0,0,0,6,338,7,338,8,338,9,338,100203
1011,技能啊,米啊奥术,30,3,91000002,54615,330,91000001,330,0,0,0,0,6,339,7,339,8,339,9,339,100203
1012,技能啊,米啊奥术,1,4,91000002,54946,331,91000001,331,0,0,0,0,6,340,7,340,8,340,9,340,100203
1012,技能啊,米啊奥术,2,4,91000002,55278,332,91000001,332,0,0,0,0,6,341,7,341,8,341,9,341,100203
1012,技能啊,米啊奥术,3,4,91000002,55611,333,91000001,333,0,0,0,0,6,342,7,342,8,342,9,342,100203
1012,技能啊,米啊奥术,4,4,91000002,55945,334,91000001,334,0,0,0,0,6,343,7,343,8,343,9,343,100203
1012,技能啊,米啊奥术,5,4,91000002,56280,335,91000001,335,0,0,0,0,6,344,7,344,8,344,9,344,100203
1012,技能啊,米啊奥术,6,4,91000002,56616,336,91000001,336,0,0,0,0,6,345,7,345,8,345,9,345,100203
1012,技能啊,米啊奥术,7,4,91000002,56953,337,91000001,337,0,0,0,0,6,346,7,346,8,346,9,346,100203
1012,技能啊,米啊奥术,8,4,91000002,57291,338,91000001,338,0,0,0,0,6,347,7,347,8,347,9,347,100203
1012,技能啊,米啊奥术,9,4,91000002,57630,339,91000001,339,0,0,0,0,6,348,7,348,8,348,9,348,100203
1012,技能啊,米啊奥术,10,4,91000002,57970,340,91000001,340,0,0,0,0,6,349,7,349,8,349,9,349,100203
1012,技能啊,米啊奥术,11,4,91000002,58311,341,91000001,341,0,0,0,0,6,350,7,350,8,350,9,350,100203
1012,技能啊,米啊奥术,12,4,91000002,58653,342,91000001,342,0,0,0,0,6,351,7,351,8,351,9,351,100203
1012,技能啊,米啊奥术,13,4,91000002,58996,343,91000001,343,0,0,0,0,6,352,7,352,8,352,9,352,100203
1012,技能啊,米啊奥术,14,4,91000002,59340,344,91000001,344,0,0,0,0,6,353,7,353,8,353,9,353,100203
1012,技能啊,米啊奥术,15,4,91000002,59685,345,91000001,345,0,0,0,0,6,354,7,354,8,354,9,354,100203
1012,技能啊,米啊奥术,16,4,91000002,60031,346,91000001,346,0,0,0,0,6,355,7,355,8,355,9,355,100203
1012,技能啊,米啊奥术,17,4,91000002,60378,347,91000001,347,0,0,0,0,6,356,7,356,8,356,9,356,100203
1012,技能啊,米啊奥术,18,4,91000002,60726,348,91000001,348,0,0,0,0,6,357,7,357,8,357,9,357,100203
1012,技能啊,米啊奥术,19,4,91000002,61075,349,91000001,349,0,0,0,0,6,358,7,358,8,358,9,358,100203
1012,技能啊,米啊奥术,20,4,91000002,61425,350,91000001,350,0,0,0,0,6,359,7,359,8,359,9,359,100203
1012,技能啊,米啊奥术,21,4,91000002,61776,351,91000001,351,0,0,0,0,6,360,7,360,8,360,9,360,100203
1012,技能啊,米啊奥术,22,4,91000002,62128,352,91000001,352,0,0,0,0,6,361,7,361,8,361,9,361,100203
1012,技能啊,米啊奥术,23,4,91000002,62481,353,91000001,353,0,0,0,0,6,362,7,362,8,362,9,362,100203
1012,技能啊,米啊奥术,24,4,91000002,62835,354,91000001,354,0,0,0,0,6,363,7,363,8,363,9,363,100203
1012,技能啊,米啊奥术,25,4,91000002,63190,355,91000001,355,0,0,0,0,6,364,7,364,8,364,9,364,100203
1012,技能啊,米啊奥术,26,4,91000002,63546,356,91000001,356,0,0,0,0,6,365,7,365,8,365,9,365,100203
1012,技能啊,米啊奥术,27,4,91000002,63903,357,91000001,357,0,0,0,0,6,366,7,366,8,366,9,366,100203
1012,技能啊,米啊奥术,28,4,91000002,64261,358,91000001,358,0,0,0,0,6,367,7,367,8,367,9,367,100203
1012,技能啊,米啊奥术,29,4,91000002,64620,359,91000001,359,0,0,0,0,6,368,7,368,8,368,9,368,100203
1012,技能啊,米啊奥术,30,4,91000002,64980,360,91000001,360,0,0,0,0,6,369,7,369,8,369,9,369,100203
1013,技能啊,米啊奥术,1,1,91000002,65341,361,91000001,361,0,0,0,0,6,370,7,370,8,370,9,370,100203
1013,技能啊,米啊奥术,2,1,91000002,65703,362,91000001,362,0,0,0,0,6,371,7,371,8,371,9,371,100203
1013,技能啊,米啊奥术,3,1,91000002,66066,363,91000001,363,0,0,0,0,6,372,7,372,8,372,9,372,100203
1013,技能啊,米啊奥术,4,1,91000002,66430,364,91000001,364,0,0,0,0,6,373,7,373,8,373,9,373,100203
1013,技能啊,米啊奥术,5,1,91000002,66795,365,91000001,365,0,0,0,0,6,374,7,374,8,374,9,374,100203
1013,技能啊,米啊奥术,6,1,91000002,67161,366,91000001,366,0,0,0,0,6,375,7,375,8,375,9,375,100203
1013,技能啊,米啊奥术,7,1,91000002,67528,367,91000001,367,0,0,0,0,6,376,7,376,8,376,9,376,100203
1013,技能啊,米啊奥术,8,1,91000002,67896,368,91000001,368,0,0,0,0,6,377,7,377,8,377,9,377,100203
1013,技能啊,米啊奥术,9,1,91000002,68265,369,91000001,369,0,0,0,0,6,378,7,378,8,378,9,378,100203
1013,技能啊,米啊奥术,10,1,91000002,68635,370,91000001,370,0,0,0,0,6,379,7,379,8,379,9,379,100203
1013,技能啊,米啊奥术,11,1,91000002,69006,371,91000001,371,0,0,0,0,6,380,7,380,8,380,9,380,100203
1013,技能啊,米啊奥术,12,1,91000002,69378,372,91000001,372,0,0,0,0,6,381,7,381,8,381,9,381,100203
1013,技能啊,米啊奥术,13,1,91000002,69751,373,91000001,373,0,0,0,0,6,382,7,382,8,382,9,382,100203
1013,技能啊,米啊奥术,14,1,91000002,70125,374,91000001,374,0,0,0,0,6,383,7,383,8,383,9,383,100203
1013,技能啊,米啊奥术,15,1,91000002,70500,375,91000001,375,0,0,0,0,6,384,7,384,8,384,9,384,100203
1013,技能啊,米啊奥术,16,1,91000002,70876,376,91000001,376,0,0,0,0,6,385,7,385,8,385,9,385,100203
1013,技能啊,米啊奥术,17,1,91000002,71253,377,91000001,377,0,0,0,0,6,386,7,386,8,386,9,386,100203
1013,技能啊,米啊奥术,18,1,91000002,71631,378,91000001,378,0,0,0,0,6,387,7,387,8,387,9,387,100203
1013,技能啊,米啊奥术,19,1,91000002,72010,379,91000001,379,0,0,0,0,6,388,7,388,8,388,9,388,100203
1013,技能啊,米啊奥术,20,1,91000002,72390,380,91000001,380,0,0,0,0,6,389,7,389,8,389,9,389,100203
1013,技能啊,米啊奥术,21,1,91000002,72771,381,91000001,381,0,0,0,0,6,390,7,390,8,390,9,390,100203
1013,技能啊,米啊奥术,22,1,91000002,73153,382,91000001,382,0,0,0,0,6,391,7,391,8,391,9,391,100203
1013,技能啊,米啊奥术,23,1,91000002,73536,383,91000001,383,0,0,0,0,6,392,7,392,8,392,9,392,100203
1013,技能啊,米啊奥术,24,1,91000002,73920,384,91000001,384,0,0,0,0,6,393,7,393,8,393,9,393,100203
1013,技能啊,米啊奥术,25,1,91000002,74305,385,91000001,385,0,0,0,0,6,394,7,394,8,394,9,394,100203
1013,技能啊,米啊奥术,26,1,91000002,74691,386,91000001,386,0,0,0,0,6,395,7,395,8,395,9,395,100203
1013,技能啊,米啊奥术,27,1,91000002,75078,387,91000001,387,0,0,0,0,6,396,7,396,8,396,9,396,100203
1013,技能啊,米啊奥术,28,1,91000002,75466,388,91000001,388,0,0,0,0,6,397,7,397,8,397,9,397,100203
1013,技能啊,米啊奥术,29,1,91000002,75855,389,91000001,389,0,0,0,0,6,398,7,398,8,398,9,398,100203
1013,技能啊,米啊奥术,30,1,91000002,76245,390,91000001,390,0,0,0,0,6,399,7,399,8,399,9,399,100203
1014,技能啊,米啊奥术,1,2,91000002,76636,391,91000001,391,0,0,0,0,6,400,7,400,8,400,9,400,100203
1014,技能啊,米啊奥术,2,2,91000002,77028,392,91000001,392,0,0,0,0,6,401,7,401,8,401,9,401,100203
1014,技能啊,米啊奥术,3,2,91000002,77421,393,91000001,393,0,0,0,0,6,402,7,402,8,402,9,402,100203
1014,技能啊,米啊奥术,4,2,91000002,77815,394,91000001,394,0,0,0,0,6,403,7,403,8,403,9,403,100203
1014,技能啊,米啊奥术,5,2,91000002,78210,395,91000001,395,0,0,0,0,6,404,7,404,8,404,9,404,100203
1014,技能啊,米啊奥术,6,2,91000002,78606,396,91000001,396,0,0,0,0,6,405,7,405,8,405,9,405,100203
1014,技能啊,米啊奥术,7,2,91000002,79003,397,91000001,397,0,0,0,0,6,406,7,406,8,406,9,406,100203
1014,技能啊,米啊奥术,8,2,91000002,79401,398,91000001,398,0,0,0,0,6,407,7,407,8,407,9,407,100203
1014,技能啊,米啊奥术,9,2,91000002,79800,399,91000001,399,0,0,0,0,6,408,7,408,8,408,9,408,100203
1014,技能啊,米啊奥术,10,2,91000002,80200,400,91000001,400,0,0,0,0,6,409,7,409,8,409,9,409,100203
1014,技能啊,米啊奥术,11,2,91000002,80601,401,91000001,401,0,0,0,0,6,410,7,410,8,410,9,410,100203
1014,技能啊,米啊奥术,12,2,91000002,81003,402,91000001,402,0,0,0,0,6,411,7,411,8,411,9,411,100203
1014,技能啊,米啊奥术,13,2,91000002,81406,403,91000001,403,0,0,0,0,6,412,7,412,8,412,9,412,100203
1014,技能啊,米啊奥术,14,2,91000002,81810,404,91000001,404,0,0,0,0,6,413,7,413,8,413,9,413,100203
1014,技能啊,米啊奥术,15,2,91000002,82215,405,91000001,405,0,0,0,0,6,414,7,414,8,414,9,414,100203
1014,技能啊,米啊奥术,16,2,91000002,82621,406,91000001,406,0,0,0,0,6,415,7,415,8,415,9,415,100203
1014,技能啊,米啊奥术,17,2,91000002,83028,407,91000001,407,0,0,0,0,6,416,7,416,8,416,9,416,100203
1014,技能啊,米啊奥术,18,2,91000002,83436,408,91000001,408,0,0,0,0,6,417,7,417,8,417,9,417,100203
1014,技能啊,米啊奥术,19,2,91000002,83845,409,91000001,409,0,0,0,0,6,418,7,418,8,418,9,418,100203
1014,技能啊,米啊奥术,20,2,91000002,84255,410,91000001,410,0,0,0,0,6,419,7,419,8,419,9,419,100203
1014,技能啊,米啊奥术,21,2,91000002,84666,411,91000001,411,0,0,0,0,6,420,7,420,8,420,9,420,100203
1014,技能啊,米啊奥术,22,2,91000002,85078,412,91000001,412,0,0,0,0,6,421,7,421,8,421,9,421,100203
1014,技能啊,米啊奥术,23,2,91000002,85491,413,91000001,413,0,0,0,0,6,422,7,422,8,422,9,422,100203
1014,技能啊,米啊奥术,24,2,91000002,85905,414,91000001,414,0,0,0,0,6,423,7,423,8,423,9,423,100203
1014,技能啊,米啊奥术,25,2,91000002,86320,415,91000001,415,0,0,0,0,6,424,7,424,8,424,9,424,100203
1014,技能啊,米啊奥术,26,2,91000002,86736,416,91000001,416,0,0,0,0,6,425,7,425,8,425,9,425,100203
1014,技能啊,米啊奥术,27,2,91000002,87153,417,91000001,417,0,0,0,0,6,426,7,426,8,426,9,426,100203
1014,技能啊,米啊奥术,28,2,91000002,87571,418,91000001,418,0,0,0,0,6,427,7,427,8,427,9,427,100203
1014,技能啊,米啊奥术,29,2,91000002,87990,419,91000001,419,0,0,0,0,6,428,7,428,8,428,9,428,100203
1014,技能啊,米啊奥术,30,2,91000002,88410,420,91000001,420,0,0,0,0,6,429,7,429,8,429,9,429,100203
1015,技能啊,米啊奥术,1,3,91000002,88831,421,91000001,421,0,0,0,0,6,430,7,430,8,430,9,430,100203
1015,技能啊,米啊奥术,2,3,91000002,89253,422,91000001,422,0,0,0,0,6,431,7,431,8,431,9,431,100203
1015,技能啊,米啊奥术,3,3,91000002,89676,423,91000001,423,0,0,0,0,6,432,7,432,8,432,9,432,100203
1015,技能啊,米啊奥术,4,3,91000002,90100,424,91000001,424,0,0,0,0,6,433,7,433,8,433,9,433,100203
1015,技能啊,米啊奥术,5,3,91000002,90525,425,91000001,425,0,0,0,0,6,434,7,434,8,434,9,434,100203
1015,技能啊,米啊奥术,6,3,91000002,90951,426,91000001,426,0,0,0,0,6,435,7,435,8,435,9,435,100203
1015,技能啊,米啊奥术,7,3,91000002,91378,427,91000001,427,0,0,0,0,6,436,7,436,8,436,9,436,100203
1015,技能啊,米啊奥术,8,3,91000002,91806,428,91000001,428,0,0,0,0,6,437,7,437,8,437,9,437,100203
1015,技能啊,米啊奥术,9,3,91000002,92235,429,91000001,429,0,0,0,0,6,438,7,438,8,438,9,438,100203
1015,技能啊,米啊奥术,10,3,91000002,92665,430,91000001,430,0,0,0,0,6,439,7,439,8,439,9,439,100203
1015,技能啊,米啊奥术,11,3,91000002,93096,431,91000001,431,0,0,0,0,6,440,7,440,8,440,9,440,100203
1015,技能啊,米啊奥术,12,3,91000002,93528,432,91000001,432,0,0,0,0,6,441,7,441,8,441,9,441,100203
1015,技能啊,米啊奥术,13,3,91000002,93961,433,91000001,433,0,0,0,0,6,442,7,442,8,442,9,442,100203
1015,技能啊,米啊奥术,14,3,91000002,94395,434,91000001,434,0,0,0,0,6,443,7,443,8,443,9,443,100203
1015,技能啊,米啊奥术,15,3,91000002,94830,435,91000001,435,0,0,0,0,6,444,7,444,8,444,9,444,100203
1015,技能啊,米啊奥术,16,3,91000002,95266,436,91000001,436,0,0,0,0,6,445,7,445,8,445,9,445,100203
1015,技能啊,米啊奥术,17,3,91000002,95703,437,91000001,437,0,0,0,0,6,446,7,446,8,446,9,446,100203
1015,技能啊,米啊奥术,18,3,91000002,96141,438,91000001,438,0,0,0,0,6,447,7,447,8,447,9,447,100203
1015,技能啊,米啊奥术,19,3,91000002,96580,439,91000001,439,0,0,0,0,6,448,7,448,8,448,9,448,100203
1015,技能啊,米啊奥术,20,3,91000002,97020,440,91000001,440,0,0,0,0,6,449,7,449,8,449,9,449,100203
1015,技能啊,米啊奥术,21,3,91000002,97461,441,91000001,441,0,0,0,0,6,450,7,450,8,450,9,450,100203
1015,技能啊,米啊奥术,22,3,91000002,97903,442,91000001,442,0,0,0,0,6,451,7,451,8,451,9,451,100203
1015,技能啊,米啊奥术,23,3,91000002,98346,443,91000001,443,0,0,0,0,6,452,7,452,8,452,9,452,100203
1015,技能啊,米啊奥术,24,3,91000002,98790,444,91000001,444,0,0,0,0,6,453,7,453,8,453,9,453,100203
1015,技能啊,米啊奥术,25,3,91000002,99235,445,91000001,445,0,0,0,0,6,454,7,454,8,454,9,454,100203
1015,技能啊,米啊奥术,26,3,91000002,99681,446,91000001,446,0,0,0,0,6,455,7,455,8,455,9,455,100203
1015,技能啊,米啊奥术,27,3,91000002,100128,447,91000001,447,0,0,0,0,6,456,7,456,8,456,9,456,100203
1015,技能啊,米啊奥术,28,3,91000002,100576,448,91000001,448,0,0,0,0,6,457,7,457,8,457,9,457,100203
1015,技能啊,米啊奥术,29,3,91000002,101025,449,91000001,449,0,0,0,0,6,458,7,458,8,458,9,458,100203
1015,技能啊,米啊奥术,30,3,91000002,101475,450,91000001,450,0,0,0,0,6,459,7,459,8,459,9,459,100203
1016,技能啊,米啊奥术,1,4,91000002,101926,451,91000001,451,0,0,0,0,6,460,7,460,8,460,9,460,100203
1016,技能啊,米啊奥术,2,4,91000002,102378,452,91000001,452,0,0,0,0,6,461,7,461,8,461,9,461,100203
1016,技能啊,米啊奥术,3,4,91000002,102831,453,91000001,453,0,0,0,0,6,462,7,462,8,462,9,462,100203
