id,sort,step,activity,backicon,nameicon,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,cost,sale,fund,power,start,continued,cd,show,coctime,renovate,reset,status,touch,vip_limit,point
500030001,5,3,装备附魔,bg_huodong_qr2.png,开服狂欢, 1个装备附魔达到 蓝色1星 ,184,1,8,0,0,30101000,100,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,0,1,0,1
500030002,5,3,装备附魔,bg_huodong_qr2.png,开服狂欢, 5个装备附魔达到 蓝色1星 ,184,5,8,0,0,30101000,150,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,0,1,0,1
500030003,5,3,装备附魔,bg_huodong_qr2.png,开服狂欢, 1个装备附魔达到 蓝色3星 ,184,1,10,0,0,30101000,200,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,0,1,0,1
500030004,5,3,装备附魔,bg_huodong_qr2.png,开服狂欢, 5个装备附魔达到 蓝色3星 ,184,5,10,0,0,30101000,250,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,0,1,0,1
500030005,5,3,装备附魔,bg_huodong_qr2.png,开服狂欢, 1个装备附魔达到 紫色1星 ,184,1,11,0,0,30101000,300,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,0,1,0,1
500030006,5,3,装备附魔,bg_huodong_qr2.png,开服狂欢, 5个装备附魔达到 紫色1星 ,184,5,11,0,0,30101000,350,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,0,1,0,1
500030007,5,3,装备附魔,bg_huodong_qr2.png,开服狂欢, 1个装备附魔达到 紫色3星 ,184,1,13,0,0,30101000,400,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,0,1,0,1
500040001,5,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000224,60,0,0,0,0,0,0,91000002,1200,0,0,0,0,0,0,1200,600,0,0,12,259200,0,86400,86400,0,0,0,0,0,1
500050001,5,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,91000033,5000,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,12,259200,0,86400,86400,0,0,0,0,0,1
600010001,6,1,每日福利,bg_huodong_qr2.png,开服狂欢,充值1次198元档(不含幸运礼包),73,1,3,0,0,91000002,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,0,1,0,1
600010002,6,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,60000200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,0,1,0,1
600020001,6,2,魔龙洞窟,bg_huodong_qr2.png,开服狂欢,通关魔龙洞窟 格里芬,189,410206,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,0,1,6,1
600020002,6,2,魔龙洞窟,bg_huodong_qr2.png,开服狂欢,通关魔龙洞窟 曼提柯尔,189,410306,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,0,1,0,1
600020003,6,2,魔龙洞窟,bg_huodong_qr2.png,开服狂欢,通关魔龙洞窟 客迈拉,189,410406,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,0,1,0,1
600020004,6,2,魔龙洞窟,bg_huodong_qr2.png,开服狂欢,通关魔龙洞窟 阿特拉斯,189,410506,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,0,1,0,1
600020005,6,2,魔龙洞窟,bg_huodong_qr2.png,开服狂欢,通关魔龙洞窟 海德拉,189,410606,0,0,0,91000007,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,0,1,0,1
600030001,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +4,141,1,4,0,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030002,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +5,141,1,5,0,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030003,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +6,141,1,6,0,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030004,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +7,141,1,7,0,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030005,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +8,141,1,8,0,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030006,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +9,141,1,9,0,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030007,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +10,141,1,10,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030008,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +11,141,1,11,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030009,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +12,141,1,12,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030010,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +13,141,1,13,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030011,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +14,141,1,14,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600030012,6,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,圣物部件最高等级达到 +15,141,1,15,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,0,1,0,1
600040001,6,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000200,8,0,0,0,0,0,0,91000002,1600,0,0,0,0,0,0,1600,800,0,0,13,172800,0,86400,86400,0,0,0,0,0,1
600050001,6,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,60000224,50,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,13,172800,0,86400,86400,0,0,0,0,0,1
700010001,7,1,每日福利,bg_huodong_qr2.png,开服狂欢,充值1次328元档(不含幸运礼包),73,1,2,0,0,91000002,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700010002,7,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,42000001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700020001,7,2,地下城,bg_huodong_qr2.png,开服狂欢,地下城通关 25次,187,25,0,0,0,91000032,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700020002,7,2,地下城,bg_huodong_qr2.png,开服狂欢,地下城通关 50次,187,50,0,0,0,91000032,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700020003,7,2,地下城,bg_huodong_qr2.png,开服狂欢,地下城通关 60次,187,60,0,0,0,91000032,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700020004,7,2,地下城,bg_huodong_qr2.png,开服狂欢,地下城通关 75次,187,75,0,0,0,91000032,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700020005,7,2,地下城,bg_huodong_qr2.png,开服狂欢,地下城通关 100次,187,100,0,0,0,91000032,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700020006,7,2,地下城,bg_huodong_qr2.png,开服狂欢,地下城通关 150次,187,150,0,0,0,91000032,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,0,1,0,1
700030001,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 1位 3阶圣物,140,1,3,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030002,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 1位 4阶圣物,140,1,4,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030003,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 2位 5阶圣物,140,2,5,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030004,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 2位 6阶圣物,140,2,6,0,0,60000200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030005,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 3位 7阶圣物,140,3,7,0,0,60000200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030006,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 3位 8阶圣物,140,3,8,0,0,60000200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030007,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 4位 9阶圣物,140,4,9,0,0,60000200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030008,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 4位 10阶圣物,140,4,10,0,0,60000200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030009,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 5位 11阶圣物,140,5,11,0,0,60000200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700030010,7,3,圣物进阶,bg_huodong_qr2.png,开服狂欢,拥有 5位 12阶圣物,140,5,12,0,0,60000200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,0,1,0,1
700040001,7,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000216,1,0,0,0,0,0,0,91000002,2430,0,0,0,0,0,0,2430,1215,0,0,14,86400,0,86400,86400,0,0,0,0,0,1
700050001,7,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,60000200,5,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,14,86400,0,86400,86400,0,0,0,0,0,1
