id,lv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11
8003,10,1,36000,2,2820,3,1560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,340000
8003,11,1,37100,2,3050,3,1680,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,367500
8003,12,1,38200,2,3300,3,1808,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,398300
8003,13,1,39500,2,3550,3,1952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,428200
8003,14,1,40900,2,3830,3,2104,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,462900
8003,15,1,42400,2,4120,3,2272,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,496200
8003,16,1,44000,2,4440,3,2448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,536300
8003,17,1,45800,2,4800,3,2640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,579000
8003,18,1,47600,2,5170,3,2848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,623300
8003,19,1,49600,2,5580,3,3072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,672200
8003,20,1,51800,2,6020,3,3312,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,726200
8003,21,1,54200,2,6510,3,3576,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,784600
8003,22,1,56800,2,7000,3,3856,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,845100
8003,23,1,59500,2,7550,3,4160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,910000
8003,24,1,62500,2,8150,3,4488,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,982300
8003,25,1,65700,2,8790,3,4840,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1060000
8003,26,1,69200,2,9480,3,5224,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1143900
8003,27,1,72900,2,10240,3,5640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1236000
8003,28,1,77000,2,11040,3,6088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1332800
8003,29,1,81400,2,11920,3,6568,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1438800
8003,30,1,86100,2,12860,3,7088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1552300
8003,31,1,91200,2,13880,3,7648,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1674300
8003,32,1,96700,2,14990,3,8256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1809100
8003,33,1,102600,2,16190,3,8912,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1953700
8003,34,1,109100,2,17470,3,9624,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2109900
8003,35,1,116100,2,18870,3,10392,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2278200
8003,36,1,123500,2,20360,3,11216,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2456100
8003,37,1,131700,2,21990,3,12112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2652700
8003,38,1,140500,2,23750,3,13080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2866000
8003,39,1,149900,2,25620,3,14120,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3091000
8003,40,1,160200,2,27680,3,15248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3339300
8003,41,1,171200,2,29880,3,16464,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3605900
8003,42,1,183200,2,32260,3,17776,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3892600
8003,43,1,195900,2,34830,3,19192,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4204700
8003,44,1,209800,2,37620,3,20720,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4540000
8003,45,1,224800,2,40610,3,22376,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4900100
8003,46,1,241000,2,43860,3,24160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5291000
8003,47,1,258500,2,47350,3,26088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5713800
8003,48,1,277400,2,51120,3,28168,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6170300
8003,49,1,297800,2,55220,3,30416,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6662600
8003,50,1,319900,2,59630,3,32848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7193800
8003,51,1,343600,2,64370,3,35472,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7767200
8003,52,1,369400,2,69520,3,38304,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,8387400
8003,53,1,397200,2,75080,3,41368,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9060800
8003,54,1,427100,2,81080,3,44672,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9782700
8003,55,1,459600,2,87560,3,48240,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,10566000
8003,56,1,494600,2,94560,3,52096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,11409600
8003,57,1,532300,2,102110,3,56256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,12321100
8003,58,1,573100,2,110270,3,60752,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,13305700
8003,59,1,617200,2,119080,3,65608,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,14366800
8003,60,1,664800,2,128610,3,70856,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,15518600
8003,61,1,716200,2,138880,3,76520,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,16756500
8003,62,1,771800,2,150000,3,82640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,18099000
8003,63,1,831700,2,161970,3,89248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,19542800
8003,64,1,896500,2,174950,3,96384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,21109900
8003,65,1,966400,2,188920,3,104088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,22794300
8003,66,1,1041900,2,204030,3,112408,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,24617300
8003,67,1,1123500,2,220360,3,121400,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,26589000
8003,68,1,1211700,2,237970,3,131112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,28714700
8003,69,1,1306800,2,257000,3,141600,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,31009500
8003,70,1,1409700,2,277570,3,152928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,33492800
8003,71,1,1520600,2,299770,3,165160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,36169500
8003,72,1,1583600,2,312360,3,172096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,37689600
8003,73,1,1649100,2,325470,3,179320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,39271000
8003,74,1,1717400,2,339130,3,186848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,40919300
8003,75,1,1788600,2,353360,3,194688,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,42636300
8003,76,1,1862700,2,368200,3,202864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,44428400
8003,77,1,1940100,2,383670,3,211384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,46293400
8003,78,1,2020600,2,399780,3,220256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,48238100
8003,79,1,2104500,2,416550,3,229504,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,50260900
8003,80,1,2192000,2,434020,3,239136,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,52369100
8003,81,1,2283100,2,452270,3,249176,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,54570100
8003,82,1,2378000,2,471240,3,259640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,56860500
8003,83,1,2477000,2,491040,3,270544,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,59249400
8003,84,1,2580100,2,511670,3,281904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,61737400
8003,85,1,2687400,2,533140,3,293736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,64330600
8003,86,1,2799400,2,555520,3,306072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,67030200
8003,87,1,2916000,2,578840,3,318920,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,69843000
8003,88,1,3037500,2,603160,3,332312,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,72778200
8003,89,1,3164200,2,628460,3,346264,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,75829900
8003,90,1,3296000,2,654850,3,360800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,79014000
8003,91,1,3433500,2,682360,3,375952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,82334700
8003,92,1,3576800,2,711000,3,391736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,85790100
8003,93,1,3726000,2,740870,3,408184,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,89394400
8003,94,1,3875300,2,770710,3,424632,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,93143500
8003,95,1,4024600,2,800580,3,441080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,97055600
8003,96,1,4173800,2,830410,3,457528,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,101131900
8003,97,1,4323100,2,860270,3,473976,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,105378100
8003,98,1,4472400,2,890120,3,490424,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,109802900
8003,99,1,4621700,2,919970,3,506872,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,114415000
8003,100,1,4770900,2,949830,3,523320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,119219600
8003,101,1,4920200,2,979680,3,539768,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,124024200
8003,102,1,5069500,2,1009530,3,556216,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,128828800
8003,103,1,5218700,2,1039380,3,572664,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,133633400
8003,104,1,5368000,2,1069240,3,589112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,138438000
8003,105,1,5517300,2,1099090,3,605560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,143242600
8003,106,1,5666500,2,1128960,3,622008,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,148047200
8003,107,1,5815800,2,1158800,3,638456,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,152851800
8003,108,1,5965100,2,1188670,3,654904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,157656400
8003,109,1,6114400,2,1218500,3,671352,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,162461000
8003,110,1,6263600,2,1248360,3,687800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,167265600
8003,111,1,6412800,2,1278200,3,704248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,172070200
8003,112,1,6562100,2,1308070,3,720696,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,176874800
8003,113,1,6711300,2,1337910,3,737144,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,181679400
8003,114,1,6860600,2,1367780,3,753592,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,186484000
8003,115,1,7009900,2,1397610,3,770040,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,191288600
8003,116,1,7159100,2,1427480,3,786488,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,196093200
8003,117,1,7308400,2,1457320,3,802936,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,200897800
8003,118,1,7457700,2,1487190,3,819384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,205702400
8003,119,1,7606900,2,1517040,3,835832,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,210507000
8003,120,1,7756200,2,1546900,3,852280,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,215311600
8004,1,1,31900,2,1600,3,800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,188500
8004,2,1,32600,2,1740,3,864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,207400
8004,3,1,33300,2,1860,3,928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,221800
8004,4,1,34000,2,2000,3,1000,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,239000
8004,5,1,34800,2,2180,3,1080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,258500
8004,6,1,35500,2,2330,3,1160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,276000
8004,7,1,36400,2,2480,3,1248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,294800
8004,8,1,37400,2,2680,3,1344,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,318900
8004,9,1,38400,2,2900,3,1448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,344800
8004,10,1,39600,2,3100,3,1560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,369000
8004,11,1,40800,2,3360,3,1680,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,398500
8004,12,1,42000,2,3620,3,1808,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,431800
8004,13,1,43500,2,3910,3,1952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,464200
8004,14,1,45000,2,4220,3,2104,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,501400
8004,15,1,46600,2,4530,3,2272,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,537200
8004,16,1,48400,2,4880,3,2448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,579800
8004,17,1,50400,2,5280,3,2640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,627000
8004,18,1,52400,2,5690,3,2848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,675800
8004,19,1,54600,2,6140,3,3072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,727700
8004,20,1,57000,2,6620,3,3312,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,786200
8004,21,1,59600,2,7160,3,3576,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,849600
8004,22,1,62500,2,7710,3,3856,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,916600
8004,23,1,65500,2,8310,3,4160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,986500
8004,24,1,68800,2,8960,3,4488,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1063800
8004,25,1,72300,2,9670,3,4840,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1148500
8004,26,1,76100,2,10430,3,5224,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1239900
8004,27,1,80200,2,11270,3,5640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1339000
8004,28,1,84700,2,12150,3,6088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1443300
8004,29,1,89500,2,13120,3,6568,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1558800
8004,30,1,94700,2,14140,3,7088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1681800
8004,31,1,100300,2,15270,3,7648,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1813300
8004,32,1,106400,2,16500,3,8256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,1960100
8004,33,1,112900,2,17820,3,8912,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2116700
8004,34,1,120000,2,19220,3,9624,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2284900
8004,35,1,127700,2,20750,3,10392,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2467700
8004,36,1,135900,2,22400,3,11216,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2660100
8004,37,1,144900,2,24190,3,12112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,2873200
8004,38,1,154600,2,26120,3,13080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3103500
8004,39,1,164900,2,28180,3,14120,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3348000
8004,40,1,176200,2,30440,3,15248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3615300
8004,41,1,188300,2,32870,3,16464,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,3905900
8004,42,1,201500,2,35490,3,17776,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4216600
8004,43,1,215500,2,38310,3,19192,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4552700
8004,44,1,230800,2,41380,3,20720,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,4916500
8004,45,1,247300,2,44680,3,22376,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5307600
8004,46,1,265100,2,48250,3,24160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,5730000
8004,47,1,284400,2,52080,3,26088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6186800
8004,48,1,305100,2,56240,3,28168,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,6681300
8004,49,1,327600,2,60740,3,30416,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7214600
8004,50,1,351900,2,65590,3,32848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,7789300
8004,51,1,378000,2,70810,3,35472,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,8410700
8004,52,1,406300,2,76480,3,38304,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9083400
8004,53,1,436900,2,82590,3,41368,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,9811800
8004,54,1,469800,2,89190,3,44672,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,10593700
8004,55,1,505600,2,96320,3,48240,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,11442000
8004,56,1,544100,2,104010,3,52096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,12355100
8004,57,1,585500,2,112320,3,56256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,13341100
8004,58,1,630400,2,121300,3,60752,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,14409700
8004,59,1,678900,2,130990,3,65608,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,15557300
8004,60,1,731300,2,141480,3,70856,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,16805100
8004,61,1,787800,2,152760,3,76520,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,18144000
8004,62,1,849000,2,165000,3,82640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,19599000
8004,63,1,914900,2,178170,3,89248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,21162800
8004,64,1,986200,2,192440,3,96384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,22859400
8004,65,1,1063000,2,207810,3,104088,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,24683300
8004,66,1,1146100,2,224430,3,112408,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,26657300
8004,67,1,1235900,2,242400,3,121400,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,28792500
8004,68,1,1332900,2,261770,3,131112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,31095200
8004,69,1,1437500,2,282710,3,141600,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,33580000
8004,70,1,1550700,2,305330,3,152928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,36269300
8004,71,1,1672700,2,329740,3,165160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,39167000
8004,72,1,1742000,2,343600,3,172096,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,40814100
8004,73,1,1814000,2,358020,3,179320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,42525500
8004,74,1,1889100,2,373050,3,186848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,44310800
8004,75,1,1967500,2,388690,3,194688,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,46169300
8004,76,1,2049000,2,405030,3,202864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,48111900
8004,77,1,2134100,2,422030,3,211384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,50128900
8004,78,1,2222700,2,439770,3,220256,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,52236600
8004,79,1,2315000,2,458200,3,229504,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,54425400
8004,80,1,2411200,2,477420,3,239136,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,56708600
8004,81,1,2511400,2,497500,3,249176,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,59094100
8004,82,1,2615800,2,518360,3,259640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,61572000
8004,83,1,2724700,2,540150,3,270544,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,64159900
8004,84,1,2838100,2,562830,3,281904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,66854400
8004,85,1,2956100,2,586460,3,293736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,69663100
8004,86,1,3079300,2,611080,3,306072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,72586200
8004,87,1,3207600,2,636720,3,318920,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,75632000
8004,88,1,3341300,2,663480,3,332312,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,78809700
8004,89,1,3480600,2,691300,3,346264,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,82113400
8004,90,1,3625600,2,720330,3,360800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,85561500
8004,91,1,3776900,2,750600,3,375952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,89158200
8004,92,1,3934500,2,782110,3,391736,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,92901100
8004,93,1,4098600,2,814950,3,408184,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,96803400
8004,94,1,4262800,2,847790,3,424632,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,100864000
8004,95,1,4427100,2,880650,3,441080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,105100100
8004,96,1,4591200,2,913450,3,457528,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,109512900
8004,97,1,4755400,2,946300,3,473976,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,114111600
8004,98,1,4919600,2,979130,3,490424,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,118903400
8004,99,1,5083900,2,1011970,3,506872,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,123897500
8004,100,1,5248000,2,1044820,3,523320,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,129100600
8004,101,1,5412200,2,1077640,3,539768,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,134303700
8004,102,1,5576500,2,1110490,3,556216,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,139506800
8004,103,1,5740600,2,1143310,3,572664,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,144709900
8004,104,1,5904800,2,1176160,3,589112,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,149913000
8004,105,1,6069000,2,1209010,3,605560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,155116100
8004,106,1,6233200,2,1241850,3,622008,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,160319200
8004,107,1,6397400,2,1274680,3,638456,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,165522300
8004,108,1,6561600,2,1307540,3,654904,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,170725400
8004,109,1,6725800,2,1340350,3,671352,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,175928500
8004,110,1,6890000,2,1373200,3,687800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,181131600
8004,111,1,7054100,2,1406030,3,704248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,186334700
8004,112,1,7218300,2,1438870,3,720696,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,191537800
8004,113,1,7382400,2,1471710,3,737144,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,196740900
8004,114,1,7546700,2,1504570,3,753592,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,201944000
8004,115,1,7710900,2,1537370,3,770040,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,207147100
8004,116,1,7875000,2,1570230,3,786488,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,212350200
8004,117,1,8039200,2,1603050,3,802936,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,217553300
8004,118,1,8203500,2,1635910,3,819384,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,222756400
8004,119,1,8367600,2,1668750,3,835832,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,227959500
8004,120,1,8531800,2,1701580,3,852280,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,233162600
8005,1,1,35100,2,1760,3,800,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,205000
8005,2,1,35900,2,1910,3,864,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,224400
8005,3,1,36600,2,2050,3,928,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,240800
8005,4,1,37400,2,2200,3,1000,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,258500
8005,5,1,38300,2,2410,3,1080,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,282000
8005,6,1,39100,2,2570,3,1160,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,300000
8005,7,1,40000,2,2720,3,1248,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,318800
8005,8,1,41100,2,2950,3,1344,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,347400
8005,9,1,42200,2,3180,3,1448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,373800
8005,10,1,43600,2,3420,3,1560,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,400500
8005,11,1,44900,2,3690,3,1680,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,432000
8005,12,1,46200,2,3980,3,1808,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,467800
8005,13,1,47900,2,4310,3,1952,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,504700
8005,14,1,49500,2,4650,3,2104,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,544400
8005,15,1,51300,2,4980,3,2272,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,582700
8005,16,1,53200,2,5360,3,2448,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,627800
8005,17,1,55400,2,5800,3,2640,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,680000
8005,18,1,57600,2,6260,3,2848,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,733300
8005,19,1,60100,2,6750,3,3072,0,0,0,0,0,0,0,0,21,20000,22,0,38,0,99,788200
