id,sort,mode,modetype,type,name,backicon,nameicon,dec,step,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,start,continued,cd,show,renovate,reset,status,button,buttontype,buttoncolour
200710,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,10,累计消费40000元宝,42,40000,0,0,0,60000204,30,80500401,10,91000001,700000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200711,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,11,累计消费60000元宝,42,60000,0,0,0,60000205,35,80500501,20,91000001,800000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200712,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,12,累计消费120000元宝,42,120000,0,0,0,60000206,50,80500601,20,91000001,900000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200713,1,2,1,2007,累计消费元宝,bg_activity_18,天天返利,累计消费送奖励。,13,累计消费200000元宝,42,200000,0,0,0,60000207,50,80500701,20,91000001,1000000,0,0,0,0,0,0,0,0,0,0,2099-10-01 05:00:00,259200,0,0,0,0,1,2,5,0
200801,1,2,3,2008,武将兑换,bg_activity_10,限时特惠,武将兑换，走过路过不要错过。,1,0,147,1,0,0,0,72000004,5,0,0,0,0,0,0,91000002,1250,0,0,0,0,0,0,1,172800,0,0,0,0,1,2,7,0
200802,1,2,3,2008,武将兑换,bg_activity_10,限时特惠,武将兑换，走过路过不要错过。,2,0,147,30,0,0,0,91000032,1500,0,0,0,0,0,0,91000002,300,0,0,0,0,0,0,1,172800,0,0,0,0,1,2,7,0
200803,1,2,3,2008,武将兑换,bg_activity_10,限时特惠,武将兑换，走过路过不要错过。,3,0,147,30,0,0,0,30101000,600,0,0,0,0,0,0,91000002,1800,0,0,0,0,0,0,1,172800,0,0,0,0,1,2,7,0
200804,1,2,3,2008,武将兑换,bg_activity_10,限时特惠,武将兑换，走过路过不要错过。,4,0,147,30,0,0,0,81400702,5,0,0,0,0,0,0,91000002,2500,0,0,0,0,0,0,1,172800,0,0,0,0,1,2,7,0
200805,1,2,3,2008,武将兑换,bg_activity_10,限时特惠,武将兑换，走过路过不要错过。,5,0,147,30,0,0,0,60000215,3,0,0,0,0,0,0,91000002,1215,0,0,0,0,0,0,1,172800,0,0,0,0,1,2,7,0
200806,1,2,3,2008,武将兑换,bg_activity_10,限时特惠,武将兑换，走过路过不要错过。,6,0,147,30,0,0,0,60000200,3,0,0,0,0,0,0,91000002,600,0,0,0,0,0,0,1,172800,0,0,0,0,1,2,7,0
200807,1,2,3,2008,武将兑换,bg_activity_10,限时特惠,武将兑换，走过路过不要错过。,7,0,147,50,0,0,0,12200201,1,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1,172800,0,0,0,0,1,2,7,0
200901,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,1,0,147,30,0,0,0,91000032,1500,0,0,0,0,0,0,91000002,300,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200902,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,2,0,147,30,0,0,0,30101000,600,0,0,0,0,0,0,91000002,1800,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200903,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,3,0,147,30,0,0,0,91000033,2000,0,0,0,0,0,0,91000002,40,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200904,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,4,0,147,30,0,0,0,91000027,5000,0,0,0,0,0,0,91000002,500,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200905,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,5,0,147,30,0,0,0,60000215,3,0,0,0,0,0,0,91000002,1215,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200906,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,6,0,147,30,0,0,0,91000031,30000,0,0,0,0,0,0,91000002,600,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200907,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,7,0,147,30,0,0,0,60000201,3,0,0,0,0,0,0,91000002,600,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200908,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,8,0,147,30,0,0,0,60000202,3,0,0,0,0,0,0,91000002,600,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200909,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,9,0,147,30,0,0,0,60000204,3,0,0,0,0,0,0,91000002,600,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200910,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,10,0,147,30,0,0,0,80000011,10,0,0,0,0,0,0,91000002,500,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
200911,4,2,3,2009,专属神兵兑换,bg_activity_10,限时特惠,专属神兵兑换，走过路过不要错过。,11,0,147,100,0,0,0,12200201,1,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,3,172800,0,0,0,0,1,2,7,0
201001,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,1,0,147,1,0,0,0,72000004,5,0,0,0,0,0,0,91000002,1250,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201002,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,2,0,147,30,0,0,0,91000032,1500,0,0,0,0,0,0,91000002,300,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201003,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,3,0,147,30,0,0,0,30101000,600,0,0,0,0,0,0,91000002,1800,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201004,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,4,0,147,12,0,0,0,21001001,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201005,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,5,0,147,12,0,0,0,21001002,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201006,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,6,0,147,12,0,0,0,21001003,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201007,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,7,0,147,12,0,0,0,21001004,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201008,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,8,0,147,12,0,0,0,21001005,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201009,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,9,0,147,12,0,0,0,21001006,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201010,5,2,3,2010,装备兑换,bg_activity_10,限时特惠,装备兑换，走过路过不要错过。,10,0,147,50,0,0,0,12200201,1,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201101,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,1,0,147,1,0,0,0,72000004,5,0,0,0,0,0,0,91000002,1250,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201102,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,2,0,147,30,0,0,0,91000032,1500,0,0,0,0,0,0,91000002,300,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201103,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,3,0,147,30,0,0,0,30101000,600,0,0,0,0,0,0,91000002,1800,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201104,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,4,0,147,12,0,0,0,21001001,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201105,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,5,0,147,12,0,0,0,21001002,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201106,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,6,0,147,12,0,0,0,21001003,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201107,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,7,0,147,12,0,0,0,21001004,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201108,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,8,0,147,12,0,0,0,21001005,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201109,2,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,9,0,147,12,0,0,0,21001006,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201110,3,2,3,2011,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,10,0,147,50,0,0,0,12200201,1,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1,345600,0,0,0,0,1,2,7,0
201201,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,1,0,147,1,0,0,0,72000004,5,0,0,0,0,0,0,91000002,1250,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201202,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,2,0,147,30,0,0,0,91000032,1500,0,0,0,0,0,0,91000002,300,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201203,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,3,0,147,30,0,0,0,30101000,600,0,0,0,0,0,0,91000002,1800,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201204,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,4,0,147,12,0,0,0,21001001,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201205,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,5,0,147,12,0,0,0,21001002,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201206,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,6,0,147,12,0,0,0,21001003,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201207,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,7,0,147,12,0,0,0,21001004,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201208,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,8,0,147,12,0,0,0,21001005,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201209,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,9,0,147,12,0,0,0,21001006,5,0,0,0,0,0,0,91000002,1500,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201210,3,2,3,2012,限时兑换,bg_activity_12,限时特惠,日常消耗兑换，走过路过不要错过。,10,0,147,50,0,0,0,12200201,1,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,5,345600,0,0,0,0,1,2,7,0
201301,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,1,累计登录1天,129,1,0,0,0,91000002,100,30101000,100,91000001,50000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201302,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,2,累计登录2天,129,2,0,0,0,91000002,100,30101000,200,91000001,50000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201303,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,3,累计登录3天,129,3,0,0,0,91000002,100,30101000,200,91000001,50000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201304,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,4,累计登录4天,129,4,0,0,0,91000002,100,30101000,200,91000001,50000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201305,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,5,累计登录5天,129,5,0,0,0,91000002,200,30101000,300,91000001,80000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201306,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,6,累计登录6天,129,6,0,0,0,91000002,200,30101000,300,91000001,80000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201307,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,7,累计登录7天,129,7,0,0,0,91000002,300,30101000,300,91000001,80000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201308,1,2,1,2013,累计登录,bg_activity_12,开服狂欢,累计登录领福利。,8,累计登录8天,129,8,0,0,0,91000002,500,30101000,400,91000001,80000,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,0,0,1,2,1,0
201401,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,1,通关关卡 第2章,186,1,110210,0,0,30101000,30,91000002,50,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201402,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,2,通关关卡 第3章,186,1,110310,0,0,30101000,30,91000002,50,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201403,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,3,通关关卡 第4章,186,1,110410,0,0,30101000,40,91000002,60,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201404,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,4,通关关卡 第5章,186,1,110510,0,0,30101000,40,91000002,60,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201405,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,5,通关关卡 第6章,186,1,110610,0,0,30101000,50,91000002,70,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201406,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,6,通关关卡 第7章,186,1,110710,0,0,30101000,50,91000002,70,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201407,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,7,通关关卡 第8章,186,1,110810,0,0,30101000,60,91000002,80,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201408,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,8,通关关卡 第9章,186,1,110910,0,0,30101000,60,91000002,80,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201409,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,9,通关关卡 第10章,186,1,111010,0,0,30101000,70,91000002,90,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201410,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,10,通关关卡 第11章,186,1,111110,0,0,30101000,70,91000002,90,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201411,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,11,通关关卡 第12章,186,1,111210,0,0,30101000,80,91000002,100,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201412,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,12,通关关卡 第13章,186,1,111310,0,0,30101000,80,91000002,100,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201413,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,13,通关关卡 第14章,186,1,111410,0,0,30101000,90,91000002,110,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201414,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,14,通关关卡 第15章,186,1,111510,0,0,30101000,90,91000002,110,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201415,3,2,1,2014,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,15,通关关卡 第16章,186,1,111610,0,0,30101000,100,91000002,120,91000001,20000,0,0,0,0,0,0,0,0,0,0,1,259200,0,0,0,0,1,2,4,0
201501,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,1,通关关卡 第17章,186,1,111710,0,0,30101000,30,91000002,100,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201502,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,2,通关关卡 第18章,186,1,111810,0,0,30101000,30,91000002,100,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201503,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,3,通关关卡 第19章,186,1,111910,0,0,30101000,40,91000002,120,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201504,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,4,通关关卡 第20章,186,1,112010,0,0,30101000,40,91000002,120,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201505,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,5,通关关卡 第21章,186,1,112110,0,0,30101000,50,91000002,140,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201506,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,6,通关关卡 第22章,186,1,112210,0,0,30101000,50,91000002,140,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201507,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,7,通关关卡 第23章,186,1,112310,0,0,30101000,60,91000002,160,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201508,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,8,通关关卡 第24章,186,1,112410,0,0,30101000,60,91000002,160,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201509,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,9,通关关卡 第25章,186,1,112510,0,0,30101000,70,91000002,180,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201510,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,10,通关关卡 第26章,186,1,112610,0,0,30101000,70,91000002,180,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201511,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,11,通关关卡 第27章,186,1,112710,0,0,30101000,80,91000002,200,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201512,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,12,通关关卡 第28章,186,1,112810,0,0,30101000,80,91000002,200,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201513,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,13,通关关卡 第29章,186,1,112910,0,0,30101000,90,91000002,220,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201514,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,14,通关关卡 第30章,186,1,113010,0,0,30101000,90,91000002,220,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201515,3,2,1,2015,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,15,通关关卡 第31章,186,1,113110,0,0,30101000,100,91000002,240,91000001,20000,0,0,0,0,0,0,0,0,0,0,4,259200,0,0,0,0,1,2,4,0
201601,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,1,通关关卡 第32章,186,1,113210,0,0,30101000,30,91000002,200,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201602,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,2,通关关卡 第33章,186,1,113310,0,0,30101000,30,91000002,200,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201603,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,3,通关关卡 第34章,186,1,113410,0,0,30101000,40,91000002,240,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201604,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,4,通关关卡 第35章,186,1,113510,0,0,30101000,40,91000002,240,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201605,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,5,通关关卡 第36章,186,1,113610,0,0,30101000,50,91000002,280,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201606,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,6,通关关卡 第37章,186,1,113710,0,0,30101000,50,91000002,280,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201607,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,7,通关关卡 第38章,186,1,113810,0,0,30101000,60,91000002,320,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201608,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,8,通关关卡 第39章,186,1,113910,0,0,30101000,60,91000002,320,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201609,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,9,通关关卡 第40章,186,1,114010,0,0,30101000,70,91000002,360,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201610,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,10,通关关卡 第41章,186,1,114110,0,0,30101000,70,91000002,360,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201611,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,11,通关关卡 第42章,186,1,114210,0,0,30101000,80,91000002,400,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201612,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,12,通关关卡 第43章,186,1,114310,0,0,30101000,80,91000002,400,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201613,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,13,通关关卡 第44章,186,1,114410,0,0,30101000,90,91000002,440,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201614,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,14,通关关卡 第45章,186,1,114510,0,0,30101000,90,91000002,440,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201615,3,2,1,2016,限时通关,bg_activity_28,战力飙升,通关指定关卡，即可领取奖励。,15,通关关卡 第46章,186,1,114610,0,0,30101000,100,91000002,480,91000001,20000,0,0,0,0,0,0,0,0,0,0,7,172800,0,0,0,0,1,2,4,0
201701,2,2,1,2017,诸将祝福,bg_activity_17,天天返利,当天消耗体力达到指定数量，即可领取奖励。,1,今日消耗体力达1000,49,1000,91000003,0,0,72000004,1,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,1,0,1,2,5,0
201702,2,2,1,2017,诸将祝福,bg_activity_17,天天返利,当天消耗体力达到指定数量，即可领取奖励。,2,今日消耗体力达1200,49,1200,91000003,0,0,72000004,1,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,1,0,1,2,5,0
201703,2,2,1,2017,诸将祝福,bg_activity_17,天天返利,当天消耗体力达到指定数量，即可领取奖励。,3,今日消耗体力达1400,49,1400,91000003,0,0,72000004,1,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,1,0,1,2,5,0
201704,2,2,1,2017,诸将祝福,bg_activity_17,天天返利,当天消耗体力达到指定数量，即可领取奖励。,4,今日消耗体力达1600,49,1600,91000003,0,0,72000004,1,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,1,691200,0,0,1,0,1,2,5,0
