skill_id,skill_name,type_show,skill_level,skill_levelmax,skill_china,skilllevel,skillcooldown,skill_description,skill_description2,skill_description3,skill_description4,skill_value_type1,skill_count1,skill_value_type2,skill_count2,skill_value_type3,skill_count3,skill_value_type4,skill_count4,skill_add_type,skill_add_value,skill_type,skill_sub_type,attack_before,attack_after,skill_range,skill_range1,skill_scope,skill_scope2,skill_object,skill_energy,buff_type1,buff_pro1,buff_type2,buff_pro2,buff_type3,buff_pro3,lua_name,skill_icon,storageeffect,sound,hit_sound,skill_sound,showpanel,blacktime,lighteffect,storageturn,army_effecttype_skill,army_effect_skill,army_effect_skill_speed,army_effect_hit,showtop_effect,attack_chant
30010102,合并斩,物理,2,4,物理技能,21,0,萨瑟斯攻击面前的敌人，吸取其[1]30%[0]的防御加给自己，持续一段时间并造成[1]70%[0]攻击力的伤害.,不朽利刃！双刃斩的伤害增强至80%攻击力,不朽利刃！双刃斩的伤害增强至90%攻击力，现在还将吸取同样比例的攻击,不朽利刃！双刃斩的伤害增强至100%攻击力,1001,-2000,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,0,0,0,0,0,0,a30010102,300101,0,Skill/3001_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30010103,合并斩,物理,3,4,物理技能,101,0,萨瑟斯攻击面前的敌人，吸取其[1]30%[0]的防御加给自己，持续一段时间并造成[1]70%[0]攻击力的伤害.,不朽利刃！双刃斩的伤害增强至80%攻击力,不朽利刃！双刃斩的伤害增强至90%攻击力，现在还将吸取同样比例的攻击,不朽利刃！双刃斩的伤害增强至100%攻击力,1001,-1000,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,0,0,0,0,0,0,a30010103,300101,0,Skill/3001_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30010104,合并斩,物理,4,4,物理技能,181,0,萨瑟斯攻击面前的敌人，吸取其[1]30%[0]的防御加给自己，持续一段时间并造成[1]70%[0]攻击力的伤害.,不朽利刃！双刃斩的伤害增强至80%攻击力,不朽利刃！双刃斩的伤害增强至90%攻击力，现在还将吸取同样比例的攻击,不朽利刃！双刃斩的伤害增强至100%攻击力,1001,0,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,0,0,0,0,0,0,a30010104,300101,0,Skill/3001_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30010201,风雷盾,物理,1,3,物理技能,41,0,给最靠前未被施加风雷盾的友军施加风雷盾，吸收[1]200%[0]攻击力的伤害.如果风雷盾在持续期间内被击碎，则造成[1]120%[0]攻击力的范围伤害,守护之盾！风雷盾护盾值增强至300%攻击力，爆炸伤害增强至150%攻击力，且爆炸时降低附近敌人100点能量,爆炸伤害增强至200%攻击力,0,1001,2000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,100,300101,10000,0,0,0,0,a30010201,300102,0,Skill/3001_skill02,0,0,0,0,0,0,0,0,0,0,0,0
30010202,风雷盾,物理,2,3,物理技能,121,0,给最靠前未被施加风雷盾的友军施加风雷盾，吸收[1]200%[0]攻击力的伤害.如果风雷盾在持续期间内被击碎，则造成[1]120%[0]攻击力的范围伤害,守护之盾！风雷盾护盾值增强至300%攻击力，爆炸伤害增强至150%攻击力，且爆炸时降低附近敌人100点能量,爆炸伤害增强至200%攻击力,0,1001,5000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,100,300102,10000,0,0,0,0,a30010202,300102,0,Skill/3001_skill02,0,0,0,0,0,0,0,0,0,0,0,0
30010203,风雷盾,物理,3,3,物理技能,201,0,给最靠前未被施加风雷盾的友军施加风雷盾，吸收[1]200%[0]攻击力的伤害.如果风雷盾在持续期间内被击碎，则造成[1]120%[0]攻击力的范围伤害,守护之盾！风雷盾护盾值增强至300%攻击力，爆炸伤害增强至150%攻击力，且爆炸时降低附近敌人100点能量,爆炸伤害增强至200%攻击力,0,1001,10000,0,0,0,0,0,0,0,0,3,0,300,0,480,0,0,0,0,100,300102,10000,0,0,0,0,a30010203,300102,0,Skill/3001_skill02,0,0,0,0,0,0,0,0,0,0,0,0
30010204,风雷盾,被动,1,3,被动触发技能,41,0,给最靠前未被施加风雷盾的友军施加风雷盾，吸收[1]200%[0]攻击力的伤害.如果风雷盾在持续期间内被击碎，则造成[1]120%[0]攻击力的范围伤害,守护之盾！风雷盾护盾值增强至300%攻击力，爆炸伤害增强至150%攻击力，且爆炸时降低附近敌人100点能量,爆炸伤害增强至200%攻击力,0,12,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,0,0,0,0,0,0,0,0,p30010204,300102,0,Skill/3001_skill02,0,0,0,0,0,0,0,0,0,0,0,0
30010205,风雷盾,被动,2,3,被动触发技能,121,0,给最靠前未被施加风雷盾的友军施加风雷盾，吸收[1]200%[0]攻击力的伤害.如果风雷盾在持续期间内被击碎，则造成[1]120%[0]攻击力的范围伤害,守护之盾！风雷盾护盾值增强至300%攻击力，爆炸伤害增强至150%攻击力，且爆炸时降低附近敌人100点能量,爆炸伤害增强至200%攻击力,0,12,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,0,0,0,0,0,0,0,0,p30010205,300102,0,Skill/3001_skill02,0,0,0,0,0,0,0,0,0,0,0,0
30010206,风雷盾,被动,3,3,被动触发技能,201,0,给最靠前未被施加风雷盾的友军施加风雷盾，吸收[1]200%[0]攻击力的伤害.如果风雷盾在持续期间内被击碎，则造成[1]120%[0]攻击力的范围伤害,守护之盾！风雷盾护盾值增强至300%攻击力，爆炸伤害增强至150%攻击力，且爆炸时降低附近敌人100点能量,爆炸伤害增强至200%攻击力,0,12,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,0,0,0,0,0,0,0,0,p30010206,300102,0,Skill/3001_skill02,0,0,0,0,0,0,0,0,0,0,0,0
30010301,守护,被动,1,3,被动触发技能,61,0,守护友军，使友军受到的魔法伤害降低[1]15%,雷鸣守护！雷鸣之城的友军受到的魔法伤害额外降低15%,抗魔躯体！所有友军受到的魔法伤害降低至20%,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,0,0,300103,10000,0,0,0,0,p30010301,300103,0,Skill/3001_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
30010302,守护,被动,2,3,被动触发技能,141,0,守护友军，使友军受到的魔法伤害降低[1]15%,雷鸣守护！雷鸣之城的友军受到的魔法伤害额外降低15%,抗魔躯体！所有友军受到的魔法伤害降低至20%,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,0,0,300103,10000,300104,10000,0,0,p30010302,300103,0,Skill/3001_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
30010303,守护,被动,3,3,被动触发技能,221,0,守护友军，使友军受到的魔法伤害降低[1]15%,雷鸣守护！雷鸣之城的友军受到的魔法伤害额外降低15%,抗魔躯体！所有友军受到的魔法伤害降低至20%,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,0,0,300105,10000,300104,10000,0,0,p30010303,300103,0,Skill/3001_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
30010401,石碑冲击,物理,1,3,物理技能,1,0,在目标脚下竖起石碑造成[1]130%[0]攻击力范围伤害，并召唤一个暗雷勇士攻击敌人.暗雷勇士会缓慢失去生命，只会进行普攻攻击.,巨型石碑！冲击造成的伤害增强至140%，召唤出的暗雷勇士可以使用技能.,巨型石碑！冲击造成的伤害增强至150%，现在可以同时召唤2个暗雷勇士.,0,1001,3000,0,0,0,0,0,0,0,0,3,0,300,0,100,0,100,0,1,0,0,0,0,0,0,0,a30010401,300104,3333,Skill/3001_final,0,Skill/VO_3001_final,0,0,0,0,0,0,0,0,0,0
30010402,石碑冲击,物理,2,3,物理技能,81,0,在目标脚下竖起石碑造成[1]130%[0]攻击力范围伤害，并召唤一个暗雷勇士攻击敌人.暗雷勇士会缓慢失去生命，只会进行普攻攻击.,巨型石碑！冲击造成的伤害增强至140%，召唤出的暗雷勇士可以使用技能.,巨型石碑！冲击造成的伤害增强至150%，现在可以同时召唤2个暗雷勇士.,0,1001,4000,0,0,0,0,0,0,0,0,3,0,300,0,100,0,100,0,1,0,0,0,0,0,0,0,a30010402,300104,3333,Skill/3001_final,0,Skill/VO_3001_final,0,0,0,0,0,0,0,0,0,0
30010403,石碑冲击,物理,3,3,物理技能,161,0,在目标脚下竖起石碑造成[1]130%[0]攻击力范围伤害，并召唤一个暗雷勇士攻击敌人.暗雷勇士会缓慢失去生命，只会进行普攻攻击.,巨型石碑！冲击造成的伤害增强至140%，召唤出的暗雷勇士可以使用技能.,巨型石碑！冲击造成的伤害增强至150%，现在可以同时召唤2个暗雷勇士.,0,1001,5000,0,0,0,0,0,0,0,0,3,0,300,0,100,0,100,0,1,0,0,0,0,0,0,0,a30010403,300104,3333,Skill/3001_final,0,Skill/VO_3001_final,0,0,0,0,0,0,0,0,0,0
30010404,石碑冲击,被动,3,3,被动触发技能,1,0,在目标脚下竖起石碑造成[1]130%[0]攻击力范围伤害，并召唤一个暗雷勇士攻击敌人.暗雷勇士会缓慢失去生命，只会进行普攻攻击.,巨型石碑！冲击造成的伤害增强至140%，召唤出的暗雷勇士可以使用技能.,巨型石碑！冲击造成的伤害增强至150%，现在可以同时召唤2个暗雷勇士.,0,5,1,0,0,0,0,0,0,0,0,2,0,300,0,100,0,100,0,1,0,0,0,0,0,0,0,p30010404,300104,3333,Skill/3001_final,0,Skill/VO_3001_final,0,0,0,0,0,0,0,0,0,0
30020001,普攻,魔法,1,1,魔法技能,1,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a30020001,300200,0,Weapon/Weapon_3002,0,Skill/VO_3002_weapon,0,0,0,0,0,0,0,0,0,0
30020101,原力抽取,魔法,1,4,魔法技能,11,0,卡迦萨持续从一个敌人处抽取原力，每[1]0.5[0]秒造成[1]45%[0]攻击力的伤害,无尽黑洞！原力抽取的伤害增强至50%攻击力,无尽黑洞！原力抽取的伤害增强至55%攻击力，期间持续增加威力,无尽黑洞！原力抽取的伤害增强至60%攻击力,1001,-5500,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,120,0,0,0,0,0,0,a30020101,300201,0,Skill/3002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30020102,原力抽取,魔法,2,4,魔法技能,21,0,卡迦萨持续从一个敌人处抽取原力，每[1]0.5[0]秒造成[1]45%[0]攻击力的伤害,无尽黑洞！原力抽取的伤害增强至50%攻击力,无尽黑洞！原力抽取的伤害增强至55%攻击力，期间持续增加威力,无尽黑洞！原力抽取的伤害增强至60%攻击力,1001,-5000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,120,0,0,0,0,0,0,a30020102,300201,0,Skill/3002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30020103,原力抽取,魔法,3,4,魔法技能,101,0,卡迦萨持续从一个敌人处抽取原力，每[1]0.5[0]秒造成[1]45%[0]攻击力的伤害,无尽黑洞！原力抽取的伤害增强至50%攻击力,无尽黑洞！原力抽取的伤害增强至55%攻击力，期间持续增加威力,无尽黑洞！原力抽取的伤害增强至60%攻击力,1001,-4500,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,120,0,0,0,0,0,0,a30020103,300201,0,Skill/3002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30020104,原力抽取,魔法,4,4,魔法技能,181,0,卡迦萨持续从一个敌人处抽取原力，每[1]0.5[0]秒造成[1]45%[0]攻击力的伤害,无尽黑洞！原力抽取的伤害增强至50%攻击力,无尽黑洞！原力抽取的伤害增强至55%攻击力，期间持续增加威力,无尽黑洞！原力抽取的伤害增强至60%攻击力,1001,-4000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,120,0,0,0,0,0,0,a30020104,300201,0,Skill/3002_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30020201,限制魔法,魔法,1,3,魔法技能,41,0,卡迦萨对一名魔法攻击最高的敌人造成[1]100%[0]攻击力的伤害，并使其沉默[1]5[0]秒,魔力禁止！限制魔法的伤害增强至130%攻击力，沉默时间延长2秒,魔力禁止！限制魔法的伤害增强至150%攻击力，沉默时间延长4秒,0,1001,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,0,100,300201,10000,0,0,0,0,a30020201,300202,0,Skill/3002_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30020202,限制魔法,魔法,2,3,魔法技能,121,0,卡迦萨对一名魔法攻击最高的敌人造成[1]100%[0]攻击力的伤害，并使其沉默[1]5[0]秒,魔力禁止！限制魔法的伤害增强至130%攻击力，沉默时间延长2秒,魔力禁止！限制魔法的伤害增强至150%攻击力，沉默时间延长4秒,0,1001,3000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,0,100,300202,10000,0,0,0,0,a30020202,300202,0,Skill/3002_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30020203,限制魔法,魔法,3,3,魔法技能,201,0,卡迦萨对一名魔法攻击最高的敌人造成[1]100%[0]攻击力的伤害，并使其沉默[1]5[0]秒,魔力禁止！限制魔法的伤害增强至130%攻击力，沉默时间延长2秒,魔力禁止！限制魔法的伤害增强至150%攻击力，沉默时间延长4秒,0,1001,5000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,0,100,300203,10000,0,0,0,0,a30020203,300202,0,Skill/3002_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30020301,能量转换,被动,1,3,被动触发技能,61,0,卡迦萨生命越高时，最多提高[1]30%[0]的额外攻击力,能量溢出！卡迦萨生命越高时将额外提高最多30%的暴击率,能量溢出！卡迦萨生命越高时，最多提高40%的额外攻击力,0,3,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,p30020301,300203,0,Skill/3002_skill03,0,0,0,0,0,0,0,0,0,0,0,0
30020302,能量转换,被动,2,3,被动触发技能,141,0,卡迦萨生命越高时，最多提高[1]30%[0]的额外攻击力,能量溢出！卡迦萨生命越高时将额外提高最多30%的暴击率,能量溢出！卡迦萨生命越高时，最多提高40%的额外攻击力,0,3,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,p30020302,300203,0,Skill/3002_skill03,0,0,0,0,0,0,0,0,0,0,0,0
30020303,能量转换,被动,3,3,被动触发技能,221,0,卡迦萨生命越高时，最多提高[1]30%[0]的额外攻击力,能量溢出！卡迦萨生命越高时将额外提高最多30%的暴击率,能量溢出！卡迦萨生命越高时，最多提高40%的额外攻击力,0,3,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,p30020303,300203,0,Skill/3002_skill03,0,0,0,0,0,0,0,0,0,0,0,0
30020401,风雷环绕,魔法,1,3,魔法技能,1,0,释放风雷精灵环绕战场，每秒对所有敌人持续造成[1]50%[0]伤害，持续[1]12[0]秒，持续时间结束后，期间造成总伤害的[1]50%[0]转化为自身生命值,精灵躁动！风雷精灵的伤害增强至80%攻击力，总伤害的100%将变成自身生命值,精灵躁动！风雷精灵的伤害增强至90%攻击力,0,1001,-5000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,0,0,0,0,0,0,0,a30020401,300204,3333,Skill/3002_final,0,Hero/VO_final_female,0,0,0,0,0,0,0,0,0,0
30020402,风雷环绕,魔法,2,3,魔法技能,81,0,释放风雷精灵环绕战场，每秒对所有敌人持续造成[1]50%[0]伤害，持续[1]12[0]秒，持续时间结束后，期间造成总伤害的[1]50%[0]转化为自身生命值,精灵躁动！风雷精灵的伤害增强至80%攻击力，总伤害的100%将变成自身生命值,精灵躁动！风雷精灵的伤害增强至90%攻击力,0,1001,-2000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,0,0,0,0,0,0,0,a30020402,300204,3333,Skill/3002_final,0,Hero/VO_final_female,0,0,0,0,0,0,0,0,0,0
30020403,风雷环绕,魔法,3,3,魔法技能,161,0,释放风雷精灵环绕战场，每秒对所有敌人持续造成[1]50%[0]伤害，持续[1]12[0]秒，持续时间结束后，期间造成总伤害的[1]50%[0]转化为自身生命值,精灵躁动！风雷精灵的伤害增强至80%攻击力，总伤害的100%将变成自身生命值,精灵躁动！风雷精灵的伤害增强至90%攻击力,0,1001,-1000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,0,0,0,0,0,0,0,a30020403,300204,3333,Skill/3002_final,0,Hero/VO_final_female,0,0,0,0,0,0,0,0,0,0
30030001,普攻,物理,1,1,物理技能,1,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,0,0,0,0,0,0,a30030001,300300,0,Weapon/Weapon_3003,0,Skill/VO_3003_weapon,0,0,0,0,0,0,0,0,0,0
30030101,顺劈斩,物理,1,4,物理技能,11,0,洛瑞克对目标造成[1]120%[0]攻击力伤害并将其劈倒在地,圣王强击！顺劈斩伤害增强至140%攻击力,能量吸收！顺劈斩将拥有额外80%的汲取效果,圣王强击！顺劈斩伤害增强至160%攻击力,1001,2000,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,0,0,0,0,0,0,a30030101,300301,0,Skill/3003_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30030102,顺劈斩,物理,2,4,物理技能,21,0,洛瑞克对目标造成[1]120%[0]攻击力伤害并将其劈倒在地,圣王强击！顺劈斩伤害增强至140%攻击力,能量吸收！顺劈斩将拥有额外80%的汲取效果,圣王强击！顺劈斩伤害增强至160%攻击力,1001,4000,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,0,0,0,0,0,0,a30030102,300301,0,Skill/3003_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30030103,顺劈斩,物理,3,4,物理技能,101,0,洛瑞克对目标造成[1]120%[0]攻击力伤害并将其劈倒在地,圣王强击！顺劈斩伤害增强至140%攻击力,能量吸收！顺劈斩将拥有额外80%的汲取效果,圣王强击！顺劈斩伤害增强至160%攻击力,1001,4000,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,300301,10000,0,0,0,0,a30030103,300301,0,Skill/3003_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30030104,顺劈斩,物理,4,4,物理技能,181,0,洛瑞克对目标造成[1]120%[0]攻击力伤害并将其劈倒在地,圣王强击！顺劈斩伤害增强至140%攻击力,能量吸收！顺劈斩将拥有额外80%的汲取效果,圣王强击！顺劈斩伤害增强至160%攻击力,1001,6000,0,0,0,0,0,0,0,0,3,0,300,0,70,0,0,0,1,100,300301,10000,0,0,0,0,a30030104,300301,0,Skill/3003_skill01,0,0,0,0,0,0,0,0,0,0,4444,0
30030201,重生,被动,1,3,被动触发技能,41,0,洛瑞克战败后复活，并恢复最大生命值[1]60%[0]的生命.每场战斗只能触发一次,圣王之威！复活时使附近的敌人昏迷3秒,重生时恢复的生命值增强至75%最大生命值,0,5,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,300302,10000,0,0,0,0,p30030201,300302,0,Skill/3003_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30030202,重生,被动,2,3,被动触发技能,121,0,洛瑞克战败后复活，并恢复最大生命值[1]60%[0]的生命.每场战斗只能触发一次,圣王之威！复活时使附近的敌人昏迷3秒,重生时恢复的生命值增强至75%最大生命值,0,5,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,300302,10000,0,0,0,0,p30030202,300302,0,Skill/3003_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30030203,重生,被动,3,3,被动触发技能,201,0,洛瑞克战败后复活，并恢复最大生命值[1]60%[0]的生命.每场战斗只能触发一次,圣王之威！复活时使附近的敌人昏迷3秒,重生时恢复的生命值增强至75%最大生命值,0,5,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,0,0,300302,10000,0,0,0,0,p30030203,300302,0,Skill/3003_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30030301,注视,被动,1,3,被动触发技能,61,0,洛瑞克在战斗时注视生命值最少的敌人，自己受到伤害时该敌人也将受到伤害[1]70%[0]的伤害，持续[1]15[0]秒,注视的持续时间增强至25秒,注视的目标受到的伤害增强至自己受到伤害的75%伤害,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,1,0,300303,10000,0,0,0,0,p30030301,300303,0,Skill/3003_skill03,0,0,0,0,0,0,0,0,0,0,0,0
30030302,注视,被动,2,3,被动触发技能,141,0,洛瑞克在战斗时注视生命值最少的敌人，自己受到伤害时该敌人也将受到伤害[1]70%[0]的伤害，持续[1]15[0]秒,注视的持续时间增强至25秒,注视的目标受到的伤害增强至自己受到伤害的75%伤害,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,1,0,300304,10000,0,0,0,0,p30030302,300303,0,Skill/3003_skill03,0,0,0,0,0,0,0,0,0,0,0,0
30030303,注视,被动,3,3,被动触发技能,221,0,洛瑞克在战斗时注视生命值最少的敌人，自己受到伤害时该敌人也将受到伤害[1]70%[0]的伤害，持续[1]15[0]秒,注视的持续时间增强至25秒,注视的目标受到的伤害增强至自己受到伤害的75%伤害,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,0,0,0,0,1,0,300305,10000,0,0,0,0,p30030303,300303,0,Skill/3003_skill03,0,0,0,0,0,0,0,0,0,0,0,0
30030401,蓄力斩,物理,1,3,物理技能,1,0,施放蓄力反击，期间降低受到的伤害并免疫控制，蓄力结束后对前方所有敌人造成[1]140%[0]攻击力外加吟唱期间受到的伤害[1]200%[0]的总和伤害.,巨力反击！蓄力斩基础伤害增强至160%攻击力,能量吸收！洛瑞克恢复蓄力斩造成伤害的40%生命,0,1001,4000,0,0,0,0,0,0,0,0,3,0,300,0,100,0,100,70,1,0,300306,10000,0,0,0,0,a30030401,300304,3333,Skill/3003_final,0,Skill/VO_3003_final,0,0,0,0,0,0,0,0,0,0
30030402,蓄力斩,物理,2,3,物理技能,81,0,施放蓄力反击，期间降低受到的伤害并免疫控制，蓄力结束后对前方所有敌人造成[1]140%[0]攻击力外加吟唱期间受到的伤害[1]200%[0]的总和伤害.,巨力反击！蓄力斩基础伤害增强至160%攻击力,能量吸收！洛瑞克恢复蓄力斩造成伤害的40%生命,0,1001,6000,0,0,0,0,0,0,0,0,3,0,300,0,100,0,100,70,1,0,300306,10000,0,0,0,0,a30030402,300304,3333,Skill/3003_final,0,Skill/VO_3003_final,0,0,0,0,0,0,0,0,0,0
30030403,蓄力斩,物理,3,3,物理技能,161,0,施放蓄力反击，期间降低受到的伤害并免疫控制，蓄力结束后对前方所有敌人造成[1]140%[0]攻击力外加吟唱期间受到的伤害[1]200%[0]的总和伤害.,巨力反击！蓄力斩基础伤害增强至160%攻击力,能量吸收！洛瑞克恢复蓄力斩造成伤害的40%生命,0,1001,6000,0,0,0,0,0,0,0,0,3,0,300,0,100,0,100,70,1,0,300306,10000,0,0,0,0,a30030403,300304,3333,Skill/3003_final,0,Skill/VO_3003_final,0,0,0,0,0,0,0,0,0,0
30040001,普攻,魔法,1,1,魔法技能,1,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a30040001,300400,0,Weapon/Weapon_3004,0,Skill/VO_3004_weapon,0,0,0,0,0,0,0,0,0,0
30040101,风雷之力,魔法,1,4,魔法技能,11,0,露达尔使用风雷之力对最虚弱的敌人造成[1]100%[0]的伤害,魔力强化！风雷之力的伤害增强至110%攻击力,电闪雷鸣！每次施放风雷之力会使后续风雷之力的伤害提高5%，最多叠加3次,魔力强化！风雷之力的伤害增强至130%攻击力，每次成功施放后，风雷之力的伤害提高8%,1001,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a30040101,300401,0,Weapon/Weapon_3004,0,0,0,0,0,0,0,0,0,0,4444,0
30040102,风雷之力,魔法,2,4,魔法技能,21,0,露达尔使用风雷之力对最虚弱的敌人造成[1]100%[0]的伤害,魔力强化！风雷之力的伤害增强至110%攻击力,电闪雷鸣！每次施放风雷之力会使后续风雷之力的伤害提高5%，最多叠加3次,魔力强化！风雷之力的伤害增强至130%攻击力，每次成功施放后，风雷之力的伤害提高8%,1001,1000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a30040102,300401,0,Weapon/Weapon_3004,0,0,0,0,0,0,0,0,0,0,4444,0
30040103,风雷之力,魔法,3,4,魔法技能,101,0,露达尔使用风雷之力对最虚弱的敌人造成[1]100%[0]的伤害,魔力强化！风雷之力的伤害增强至110%攻击力,电闪雷鸣！每次施放风雷之力会使后续风雷之力的伤害提高5%，最多叠加3次,魔力强化！风雷之力的伤害增强至130%攻击力，每次成功施放后，风雷之力的伤害提高8%,1001,1000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a30040103,300401,0,Weapon/Weapon_3004,0,0,0,0,0,0,0,0,0,0,4444,0
30040104,风雷之力,魔法,4,4,魔法技能,181,0,露达尔使用风雷之力对最虚弱的敌人造成[1]100%[0]的伤害,魔力强化！风雷之力的伤害增强至110%攻击力,电闪雷鸣！每次施放风雷之力会使后续风雷之力的伤害提高5%，最多叠加3次,魔力强化！风雷之力的伤害增强至130%攻击力，每次成功施放后，风雷之力的伤害提高8%,1001,3000,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,100,0,0,0,0,0,0,a30040104,300401,0,Weapon/Weapon_3004,0,0,0,0,0,0,0,0,0,0,4444,0
30040201,风雷献祭,魔法,1,3,魔法技能,41,0,吟唱数秒咒语，期间降低[1]40%[0]的所受伤害，并持续恢复能量，但是会逐渐失去生命.整个过程至多恢复[1]250[0]点能量，至多失去[1]15%[0]当前生命值,生命转化！吟唱结束后8秒内增强自己30的汲取等级,咒语强化!风雷献祭最多恢复的能量增强至350点,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,0,300401,10000,300402,10000,0,0,a30040201,300402,0,Skill/3004_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30040202,风雷献祭,魔法,2,3,魔法技能,121,0,吟唱数秒咒语，期间降低[1]40%[0]的所受伤害，并持续恢复能量，但是会逐渐失去生命.整个过程至多恢复[1]250[0]点能量，至多失去[1]15%[1]当前生命值,生命转化！吟唱结束后8秒内增强自己30的汲取等级,咒语强化!风雷献祭最多恢复的能量增强至350点,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,0,300401,10000,300402,10000,300403,10000,a30040202,300402,0,Skill/3004_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30040203,风雷献祭,魔法,3,3,魔法技能,201,0,吟唱数秒咒语，期间降低[1]40%[0]的所受伤害，并持续恢复能量，但是会逐渐失去生命.整个过程至多恢复[1]250[0]点能量，至多失去[1]15%[2]当前生命值,生命转化！吟唱结束后8秒内增强自己30的汲取等级,咒语强化!风雷献祭最多恢复的能量增强至350点,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,480,0,0,0,1,0,300401,10000,300404,10000,300403,10000,a30040203,300402,0,Skill/3004_skill02,0,0,0,0,0,0,0,0,0,0,4444,0
30040301,高速吟唱,被动,1,3,被动触发技能,61,0,默念咒语，提高自身[1]15%急速,咒语强化！在战斗开始后的10秒内，急速将额外提高15%,咒语强化！初始急速效果增强至20%,0,6,1,0,0,0,0,0,0,0,0,2,0,300,0,480,0,0,0,1,0,0,0,0,0,0,0,p30040301,300403,0,Skill/3004_skill03,0,0,0,0,0,0,0,0,0,0,4444,0
