id,mapid,line,row,numberofplies,difficulty,isshow,element,name,limit_param,upper_param,limit_Robot,minimum_limit,limit_min,upper_min,limitrobot_min,minimum_min,param1,param2,select1,select2,select3,select4,cart_lv,cart_quality,showprize,showprizenum,treasure_item1,treasure_num1,treasure_item2,treasure_num2,treasure_item3,treasure_num3,prize1,num1,prize2,num2,prize3,num3,prize4,num4,prize5,num5,lottery1,lottery2,lottery3,brave_item,brave_num,intr,intr2,relique_p1,relique_p2,relique_p3,first_robot_quality,first_robot_lv,first_robot_group,vshop_p1,vshop_p2,vshop_p3,vshop_p4
110010933,1,9,3,3,1,0,3,精英怪,15200,16000,12700,13700,12200,13000,11200,11200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,240,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,37|37|37|37|37,21|22|23|23|23,0,1,0,9
110010953,1,9,5,3,1,0,3,精英怪,15200,16000,12700,13700,12200,13000,11200,11200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,240,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,37|37|37|37|37,21|22|23|23|23,0,1,0,9
110011023,1,10,2,3,1,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
110011043,1,10,4,3,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110011133,1,11,3,3,1,1,4,BOSS,16500,19000,13000,15000,12500,14000,11000,11500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,250,91000002,200,0,0,0,0,0,0,0,0,0,91000054,50,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,0,0,2|2|2|2|2,41|41|41|40|40,21|22|23|23|23,0,0,1,19
110011233,1,12,3,3,1,1,11,奖励,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210010133,1,1,3,3,2,0,1,起点,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210010223,1,2,2,3,2,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
210010243,1,2,4,3,2,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
210010313,1,3,1,3,2,0,3,精英怪,13500,14500,11000,12000,9500,10500,8500,8500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,210,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,26|26|26|26|26,11|11|11|13|13,0,1,0,9
210010333,1,3,3,3,2,1,9,试炼火炬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，接受强大的英雄试炼。完成试炼，他将会加入您的队伍协助你完成地牢探索。,点燃火炬，接受强大的英雄试炼。完成试炼，他将会加入您的队伍协助你完成地牢探索。,0,0,0,0,0,0,0,0,0,0
210010353,1,3,5,3,2,0,3,精英怪,13500,14500,11000,12000,9500,10500,8500,8500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,210,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,26|26|26|26|26,11|11|11|13|13,0,1,0,9
210010423,1,4,2,3,2,1,5,地牢商人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,走过路过不要错过,走过路过不要错过,0,0,0,0,0,0,0,0,0,0
210010443,1,4,4,3,2,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
210010513,1,5,1,3,2,0,3,精英怪,15500,16500,13000,14000,11500,12500,10500,10500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,220,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,30|30|30|30|30,21|22|23|23|23,0,1,0,9
210010533,1,5,3,3,2,0,3,精英怪,15500,16500,13000,14000,11500,12500,10500,10500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,220,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,30|30|30|30|30,21|22|23|23|23,0,1,0,9
210010553,1,5,5,3,2,0,3,精英怪,15500,16500,13000,14000,11500,12500,10500,10500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,220,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,30|30|30|30|30,21|22|23|23|23,0,1,0,9
210010623,1,6,2,3,2,0,2,普通怪,13700,14500,11200,12200,9700,10500,8700,8700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,225,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|2|2|2|2,27|27|27|27|27,21|22|23|23|23,2,0,0,8
210010643,1,6,4,3,2,0,2,普通怪,13700,14500,11200,12200,9700,10500,8700,8700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,225,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,2|2|2|2|2,27|27|27|27|27,21|22|23|23|23,2,0,0,8
210010713,1,7,1,3,2,0,3,精英怪,17500,18500,15000,16000,13500,14500,12500,12500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,230,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,35|35|35|35|35,21|22|23|23|23,0,1,0,9
210010733,1,7,3,3,2,0,3,精英怪,17500,18500,15000,16000,13500,14500,12500,12500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,230,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,35|35|35|35|35,21|22|23|23|23,0,1,0,9
210010753,1,7,5,3,2,0,3,精英怪,17500,18500,15000,16000,13500,14500,12500,12500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,230,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,35|35|35|35|35,21|22|23|23|23,0,1,0,9
210010823,1,8,2,3,2,0,3,精英怪,18500,19500,16000,17000,14500,15500,13500,13500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,235,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,35|35|35|35|35,21|22|23|23|23,0,1,0,9
210010843,1,8,4,3,2,1,10,秘宝守卫,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,91000051,3000,91000050,10000,91000025,3000,0,0,0,0,0,0,0,0,0,0,81001,0,0,0,0,唯一的一次机会，击败守卫获得宝藏！,唯一的一次机会，击败守卫获得宝藏！,0,0,0,0,0,0,0,0,0,0
210010913,1,9,1,3,2,0,3,精英怪,19500,20500,17000,18000,15500,16500,14500,14500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,240,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,37|37|37|37|37,21|22|23|23|23,0,1,0,9
210010933,1,9,3,3,2,0,3,精英怪,19500,20500,17000,18000,15500,16500,14500,14500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,240,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,37|37|37|37|37,21|22|23|23|23,0,1,0,9
210010953,1,9,5,3,2,0,3,精英怪,19500,20500,17000,18000,15500,16500,14500,14500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,240,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,2|2|2|2|2,37|37|37|37|37,21|22|23|23|23,0,1,0,9
210011023,1,10,2,3,2,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
210011043,1,10,4,3,2,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
210011133,1,11,3,3,2,1,4,BOSS,21000,23500,17500,19500,16000,18500,14500,15000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,250,91000002,200,0,0,0,0,0,0,0,0,0,91000054,100,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,0,0,2|2|2|2|2,41|41|41|40|40,21|22|23|23|23,0,0,1,19
210011233,1,12,3,3,2,1,11,奖励,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110020131,2,1,3,1,1,0,1,起点,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110020221,2,2,2,1,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110020241,2,2,4,1,1,0,2,普通怪,3500,3900,1000,2000,1500,1900,500,500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,105,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,2|2|2|2|2,11|11|11|13|13,2,0,0,8
110020311,2,3,1,1,1,0,2,普通怪,3900,4300,1400,2400,1900,2300,900,900,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,110,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,3|3|3|3|3,11|11|11|13|13,2,0,0,8
110020331,2,3,3,1,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110020351,2,3,5,1,1,0,3,精英怪,4200,4800,1700,2700,2200,2800,1200,1200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,110,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,13|13|13|13|13,11|11|11|13|13,0,1,0,9
110020421,2,4,2,1,1,0,3,精英怪,4800,5400,2300,3300,2800,3400,1800,1800,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,115,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,14|14|14|14|14,11|11|11|13|13,0,1,0,9
110020441,2,4,4,1,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110020511,2,5,1,1,1,0,2,普通怪,4700,5100,2200,3200,2700,3100,1700,1700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,120,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,5|5|5|5|5,11|11|11|13|13,2,0,0,8
110020531,2,5,3,1,1,0,2,普通怪,4700,5100,2200,3200,2700,3100,1700,1700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,120,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,5|5|5|5|5,11|11|11|13|13,2,0,0,8
110020551,2,5,5,1,1,0,3,精英怪,5400,6000,2900,3900,3400,4000,2400,2400,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,120,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,16|16|16|16|16,11|11|11|13|13,0,1,0,9
110020621,2,6,2,1,1,0,2,普通怪,5100,5500,2600,3600,3100,3500,2100,2100,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,125,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,8|8|8|8|8,11|11|11|13|13,2,0,0,8
110020641,2,6,4,1,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110020711,2,7,1,1,1,0,3,精英怪,6000,6600,3500,4500,4000,4600,3000,3000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,130,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,18|18|18|18|18,11|11|11|13|13,0,1,0,9
110020731,2,7,3,1,1,0,2,普通怪,5500,5900,3000,4000,3500,3900,2500,2500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,130,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,10|10|10|10|10,11|11|11|13|13,2,0,0,8
110020751,2,7,5,1,1,0,2,普通怪,5500,5900,3000,4000,3500,3900,2500,2500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,130,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,10|10|10|10|10,11|11|11|13|13,2,0,0,8
110020821,2,8,2,1,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110020841,2,8,4,1,1,0,3,精英怪,6600,7200,4100,5100,4600,5200,3600,3600,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,135,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,19|19|19|19|19,11|11|11|13|13,0,1,0,9
110020911,2,9,1,1,1,0,2,普通怪,5900,6300,3400,4400,3900,4300,2900,2900,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,140,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,14|14|14|14|14,11|11|11|13|13,2,0,0,8
110020931,2,9,3,1,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110020951,2,9,5,1,1,0,3,精英怪,7200,7800,4700,5700,5200,5800,4200,4200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,140,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110021021,2,10,2,1,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110021041,2,10,4,1,1,1,8,神使,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,神使降临能祝福战败的英雄。随机使一名战败的英雄重生，并回复一半能量。如果无人战败，那么血量最低的英雄获得此恢复。,随机复活一名已经阵亡的英雄，并回复一半能量。如果无人阵亡，那么血量最低的英雄获得此回复。,0,0,0,0,0,0,0,0,0,0
110021131,2,11,3,1,1,1,4,BOSS,8000,10000,4500,6500,6000,8000,4500,5000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,150,91000002,50,0,0,0,0,0,0,0,0,0,91000054,300,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,0,10000,2|1|1|1|1,21|21|21|21|21,11|11|11|13|13,0,0,1,19
110021231,2,12,3,1,1,1,11,奖励,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110020132,2,1,3,2,1,0,1,起点,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110020222,2,2,2,2,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110020242,2,2,4,2,1,0,3,精英怪,7200,8000,4700,5700,4700,5500,3700,3700,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,155,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,18|18|18|18|18,11|11|11|13|13,0,1,0,9
110020312,2,3,1,2,1,0,2,普通怪,5900,6500,3400,4400,3400,4000,2400,2400,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,160,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,2,0,0,8
110020332,2,3,3,2,1,0,3,精英怪,8000,8800,5500,6500,5500,6300,4500,4500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,160,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110020352,2,3,5,2,1,0,3,精英怪,8000,8800,5500,6500,5500,6300,4500,4500,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,160,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110020422,2,4,2,2,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110020442,2,4,4,2,1,1,7,复苏清泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,流动的清泉如同流动的生命，品尝甘甜的泉水能使疲惫的人获得活力。使所有未战败的英雄回复50%的生命。,流动的清泉，能让存活英雄恢复50%生命。,0,0,0,0,0,0,0,0,0,0
110020512,2,5,1,2,1,0,2,普通怪,6500,7100,4000,5000,4000,4600,3000,3000,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,170,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,2,0,0,8
110020532,2,5,3,2,1,1,6,号令火炬,0,0,0,0,0,0,0,0,0,0,1,1|2,1|3,1|4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,点燃火炬，召唤一名英雄协助你完成本次冒险,点燃火炬，召唤一名英雄协助你完成本次冒险,0,0,0,0,0,0,0,0,0,0
110020552,2,5,5,2,1,1,5,地牢商人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,走过路过不要错过,走过路过不要错过,0,0,0,0,0,0,0,0,0,0
110020622,2,6,2,2,1,0,2,普通怪,7100,7700,4600,5600,4600,5200,3600,3600,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,175,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,2,0,0,8
110020642,2,6,4,2,1,0,3,精英怪,8800,9600,6300,7300,6300,7100,5300,5300,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,175,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,20|20|20|20|20,11|11|11|13|13,0,1,0,9
110020712,2,7,1,2,1,0,2,普通怪,7700,8300,5200,6200,5200,5800,4200,4200,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,180,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,9000,1000,0,1|1|1|1|1,22|22|22|22|22,11|11|11|13|13,2,0,0,8
110020732,2,7,3,2,1,0,3,精英怪,9600,10400,7100,8100,7100,7900,6100,6100,0,0,0,0,0,0,0,0,70000001,1,0,0,0,0,0,0,91000051,180,0,0,0,0,0,0,0,0,0,0,0,0,0,战胜我，你就可以拿到数不尽的宝物,战胜我，你就可以拿到数不尽的宝物,0,8000,2000,1|1|1|1|1,22|22|22|22|22,11|11|11|13|13,0,1,0,9
