id,type,txt,level,item_id,item_num,open_skill1,open_skill2,open_skill3,value1,num1,increase1,value2,num2,increase2,value3,num3,increase3,value4,num4,increase4,value5,num5,increase5,value6,num6,increase6,value7,num7,increase7,value8,num8,increase8,value9,num9,increase9
42000042,42,战士-不屈斗志,42,91000056,1600,94003103,94003203,94003302,1,82180,7310,2,5510,488,3,1124,100,501,1040,0,502,1040,0,503,1040,0,19,450,0,0,0,0,99,84000,2000
42000043,42,战士-不屈斗志,43,91000056,1650,94003103,94003203,94003302,1,89490,7603,2,5998,508,3,1224,104,501,1040,0,502,1040,0,503,1040,0,19,450,0,0,0,0,99,86000,2000
42000044,42,战士-不屈斗志,44,91000056,1700,94003103,94003203,94003302,1,97093,0,2,6506,0,3,1328,0,501,1040,0,502,1040,0,503,1040,0,19,450,0,0,0,0,99,88000,2000
42000045,42,战士-不屈斗志,45,91000056,1750,94003103,94003203,94003303,1,97093,7895,2,6506,526,3,1328,108,501,1040,0,502,1040,0,503,1040,0,19,450,0,0,0,0,99,90000,2000
42000046,42,战士-不屈斗志,46,91000056,1800,94003103,94003203,94003303,1,104988,0,2,7032,0,3,1436,0,501,1040,80,502,1040,80,503,1040,80,19,450,50,0,0,0,99,92000,2000
42000047,42,战士-不屈斗志,47,91000056,1850,94003103,94003203,94003303,1,104988,8187,2,7032,546,3,1436,112,501,1120,0,502,1120,0,503,1120,0,19,500,0,0,0,0,99,94000,2000
42000048,42,战士-不屈斗志,48,91000056,1900,94003103,94003203,94003303,1,113175,8480,2,7578,566,3,1548,116,501,1120,0,502,1120,0,503,1120,0,19,500,0,0,0,0,99,96000,2000
42000049,42,战士-不屈斗志,49,91000056,1950,94003103,94003203,94003303,1,121655,0,2,8144,0,3,1664,0,501,1120,0,502,1120,0,503,1120,0,19,500,0,0,0,0,99,98000,2000
42000050,42,战士-不屈斗志,50,91000056,2000,94003104,94003203,94003303,1,121655,8772,2,8144,584,3,1664,120,501,1120,0,502,1120,0,503,1120,0,19,500,0,0,0,0,99,100000,2000
42000051,42,战士-不屈斗志,51,91000056,2050,94003104,94003203,94003303,1,130427,0,2,8728,0,3,1784,0,501,1120,80,502,1120,80,503,1120,80,19,500,50,0,0,0,99,102000,2000
42000052,42,战士-不屈斗志,52,91000056,2100,94003104,94003203,94003303,1,130427,9064,2,8728,604,3,1784,124,501,1200,0,502,1200,0,503,1200,0,19,550,0,0,0,0,99,104000,2000
42000053,42,战士-不屈斗志,53,91000056,2150,94003104,94003203,94003303,1,139491,9357,2,9332,624,3,1908,128,501,1200,0,502,1200,0,503,1200,0,19,550,0,0,0,0,99,106000,2000
42000054,42,战士-不屈斗志,54,91000056,2200,94003104,94003203,94003303,1,148848,0,2,9956,0,3,2036,0,501,1200,0,502,1200,0,503,1200,0,19,550,0,0,0,0,99,108000,2000
42000055,42,战士-不屈斗志,55,91000056,2250,94003104,94003204,94003303,1,148848,9649,2,9956,642,3,2036,132,501,1200,0,502,1200,0,503,1200,0,19,550,0,0,0,0,99,110000,2000
42000056,42,战士-不屈斗志,56,91000056,2300,94003104,94003204,94003303,1,158497,0,2,10598,0,3,2168,0,501,1200,80,502,1200,80,503,1200,80,19,550,50,0,0,0,99,112000,2000
42000057,42,战士-不屈斗志,57,91000056,2350,94003104,94003204,94003303,1,158497,9941,2,10598,662,3,2168,136,501,1280,0,502,1280,0,503,1280,0,19,600,0,0,0,0,99,114000,2000
42000058,42,战士-不屈斗志,58,91000056,2400,94003104,94003204,94003303,1,168438,10234,2,11260,682,3,2304,140,501,1280,0,502,1280,0,503,1280,0,19,600,0,0,0,0,99,116000,2000
42000059,42,战士-不屈斗志,59,91000056,2450,94003104,94003204,94003303,1,178672,0,2,11942,0,3,2444,0,501,1280,0,502,1280,0,503,1280,0,19,600,0,0,0,0,99,118000,2000
42000060,42,战士-不屈斗志,60,91000056,2500,94003104,94003204,94003304,1,178672,10526,2,11942,700,3,2444,144,501,1280,0,502,1280,0,503,1280,0,19,600,0,0,0,0,99,120000,2000
42000061,42,战士-不屈斗志,61,91000056,2550,94003104,94003204,94003304,1,189198,0,2,12642,0,3,2588,0,501,1280,80,502,1280,80,503,1280,80,19,600,50,0,0,0,99,122000,2000
42000062,42,战士-不屈斗志,62,91000056,2600,94003104,94003204,94003304,1,189198,10818,2,12642,720,3,2588,148,501,1360,0,502,1360,0,503,1360,0,19,650,0,0,0,0,99,124000,2000
42000063,42,战士-不屈斗志,63,91000056,2650,94003104,94003204,94003304,1,200016,11111,2,13362,740,3,2736,152,501,1360,0,502,1360,0,503,1360,0,19,650,0,0,0,0,99,126000,2000
42000064,42,战士-不屈斗志,64,91000056,2700,94003104,94003204,94003304,1,211127,0,2,14102,0,3,2888,0,501,1360,0,502,1360,0,503,1360,0,19,650,0,0,0,0,99,128000,2000
42000065,42,战士-不屈斗志,65,91000056,2750,94003105,94003204,94003304,1,211127,11403,2,14102,758,3,2888,156,501,1360,0,502,1360,0,503,1360,0,19,650,0,0,0,0,99,130000,2000
42000066,42,战士-不屈斗志,66,91000056,2800,94003105,94003204,94003304,1,222530,0,2,14860,0,3,3044,0,501,1360,80,502,1360,80,503,1360,80,19,650,50,0,0,0,99,132000,2000
42000067,42,战士-不屈斗志,67,91000056,2850,94003105,94003204,94003304,1,222530,11695,2,14860,778,3,3044,160,501,1440,0,502,1440,0,503,1440,0,19,700,0,0,0,0,99,134000,2000
42000068,42,战士-不屈斗志,68,91000056,2900,94003105,94003204,94003304,1,234225,11988,2,15638,798,3,3204,164,501,1440,0,502,1440,0,503,1440,0,19,700,0,0,0,0,99,136000,2000
42000069,42,战士-不屈斗志,69,91000056,2950,94003105,94003204,94003304,1,246213,0,2,16436,0,3,3368,0,501,1440,0,502,1440,0,503,1440,0,19,700,0,0,0,0,99,138000,2000
42000070,42,战士-不屈斗志,70,91000056,3000,94003105,94003205,94003304,1,246213,12280,2,16436,816,3,3368,168,501,1440,0,502,1440,0,503,1440,0,19,700,0,0,0,0,99,140000,2000
42000071,42,战士-不屈斗志,71,91000056,3050,94003105,94003205,94003304,1,258493,0,2,17252,0,3,3536,0,501,1440,80,502,1440,80,503,1440,80,19,700,50,0,0,0,99,142000,2000
42000072,42,战士-不屈斗志,72,91000056,3100,94003105,94003205,94003304,1,258493,12572,2,17252,836,3,3536,172,501,1520,0,502,1520,0,503,1520,0,19,750,0,0,0,0,99,144000,2000
42000073,42,战士-不屈斗志,73,91000056,3150,94003105,94003205,94003304,1,271065,12865,2,18088,856,3,3708,176,501,1520,0,502,1520,0,503,1520,0,19,750,0,0,0,0,99,146000,2000
42000074,42,战士-不屈斗志,74,91000056,3200,94003105,94003205,94003304,1,283930,0,2,18944,0,3,3884,0,501,1520,0,502,1520,0,503,1520,0,19,750,0,0,0,0,99,148000,2000
42000075,42,战士-不屈斗志,75,91000056,3250,94003105,94003205,94003305,1,283930,13157,2,18944,874,3,3884,180,501,1520,0,502,1520,0,503,1520,0,19,750,0,0,0,0,99,150000,2000
42000076,42,战士-不屈斗志,76,91000056,3300,94003105,94003205,94003305,1,297087,0,2,19818,0,3,4064,0,501,1520,80,502,1520,80,503,1520,80,19,750,50,0,0,0,99,152000,2000
42000077,42,战士-不屈斗志,77,91000056,3350,94003105,94003205,94003305,1,297087,13449,2,19818,894,3,4064,184,501,1600,0,502,1600,0,503,1600,0,19,800,0,0,0,0,99,154000,2000
42000078,42,战士-不屈斗志,78,91000056,3400,94003105,94003205,94003305,1,310536,13742,2,20712,914,3,4248,188,501,1600,0,502,1600,0,503,1600,0,19,800,0,0,0,0,99,156000,2000
42000079,42,战士-不屈斗志,79,91000056,3450,94003105,94003205,94003305,1,324278,0,2,21626,0,3,4436,0,501,1600,0,502,1600,0,503,1600,0,19,800,0,0,0,0,99,158000,2000
42000080,42,战士-不屈斗志,80,91000056,3500,94003106,94003205,94003305,1,324278,14034,2,21626,932,3,4436,192,501,1600,0,502,1600,0,503,1600,0,19,800,0,0,0,0,99,160000,2000
42000081,42,战士-不屈斗志,81,91000056,3550,94003106,94003205,94003305,1,338312,0,2,22558,0,3,4628,0,501,1600,80,502,1600,80,503,1600,80,19,800,50,0,0,0,99,162000,2000
42000082,42,战士-不屈斗志,82,91000056,3600,94003106,94003205,94003305,1,338312,14326,2,22558,952,3,4628,196,501,1680,0,502,1680,0,503,1680,0,19,850,0,0,0,0,99,164000,2000
42000083,42,战士-不屈斗志,83,91000056,3650,94003106,94003205,94003305,1,352638,14619,2,23510,972,3,4824,200,501,1680,0,502,1680,0,503,1680,0,19,850,0,0,0,0,99,166000,2000
42000084,42,战士-不屈斗志,84,91000056,3700,94003106,94003205,94003305,1,367257,0,2,24482,0,3,5024,0,501,1680,0,502,1680,0,503,1680,0,19,850,0,0,0,0,99,168000,2000
42000085,42,战士-不屈斗志,85,91000056,3750,94003106,94003206,94003305,1,367257,14911,2,24482,990,3,5024,204,501,1680,0,502,1680,0,503,1680,0,19,850,0,0,0,0,99,170000,2000
42000086,42,战士-不屈斗志,86,91000056,3800,94003106,94003206,94003305,1,382168,0,2,25472,0,3,5228,0,501,1680,80,502,1680,80,503,1680,80,19,850,50,0,0,0,99,172000,2000
42000087,42,战士-不屈斗志,87,91000056,3850,94003106,94003206,94003305,1,382168,15203,2,25472,1010,3,5228,208,501,1760,0,502,1760,0,503,1760,0,19,900,0,0,0,0,99,174000,2000
42000088,42,战士-不屈斗志,88,91000056,3900,94003106,94003206,94003305,1,397371,15496,2,26482,1030,3,5436,212,501,1760,0,502,1760,0,503,1760,0,19,900,0,0,0,0,99,176000,2000
42000089,42,战士-不屈斗志,89,91000056,3950,94003106,94003206,94003305,1,412867,0,2,27512,0,3,5648,0,501,1760,0,502,1760,0,503,1760,0,19,900,0,0,0,0,99,178000,2000
42000090,42,战士-不屈斗志,90,91000056,4000,94003107,94003206,94003305,1,412867,15788,2,27512,1048,3,5648,216,501,1760,0,502,1760,0,503,1760,0,19,900,0,0,0,0,99,180000,2000
42000091,42,战士-不屈斗志,91,91000056,4050,94003107,94003206,94003305,1,428655,0,2,28560,0,3,5864,0,501,1760,80,502,1760,80,503,1760,80,19,900,50,0,0,0,99,182000,2000
42000092,42,战士-不屈斗志,92,91000056,4100,94003107,94003206,94003305,1,428655,16080,2,28560,1068,3,5864,220,501,1840,0,502,1840,0,503,1840,0,19,950,0,0,0,0,99,184000,2000
42000093,42,战士-不屈斗志,93,91000056,4150,94003107,94003206,94003305,1,444735,16373,2,29628,1088,3,6084,224,501,1840,0,502,1840,0,503,1840,0,19,950,0,0,0,0,99,186000,2000
42000094,42,战士-不屈斗志,94,91000056,4200,94003107,94003206,94003305,1,461108,0,2,30716,0,3,6308,0,501,1840,0,502,1840,0,503,1840,0,19,950,0,0,0,0,99,188000,2000
42000095,42,战士-不屈斗志,95,91000056,4250,94003107,94003207,94003305,1,461108,16665,2,30716,1106,3,6308,228,501,1840,0,502,1840,0,503,1840,0,19,950,0,0,0,0,99,190000,2000
42000096,42,战士-不屈斗志,96,91000056,4300,94003107,94003207,94003305,1,477773,0,2,31822,0,3,6536,0,501,1840,80,502,1840,80,503,1840,80,19,950,50,0,0,0,99,192000,2000
42000097,42,战士-不屈斗志,97,91000056,4350,94003107,94003207,94003305,1,477773,16957,2,31822,1126,3,6536,232,501,1920,0,502,1920,0,503,1920,0,19,1000,0,0,0,0,99,194000,2000
42000098,42,战士-不屈斗志,98,91000056,4400,94003107,94003207,94003305,1,494730,17250,2,32948,1146,3,6768,236,501,1920,0,502,1920,0,503,1920,0,19,1000,0,0,0,0,99,196000,2000
42000099,42,战士-不屈斗志,99,91000056,4450,94003107,94003207,94003305,1,511980,0,2,34094,0,3,7004,0,501,1920,0,502,1920,0,503,1920,0,19,1000,0,0,0,0,99,198000,2000
42000100,42,战士-不屈斗志,100,91000056,4500,94003107,94003207,94003306,1,511980,0,2,34094,0,3,7004,0,501,1920,0,502,1920,0,503,1920,0,19,1000,0,0,0,0,99,200000,2000
43000000,43,法师-远古智慧,0,91000056,50,0,0,0,1,0,545,2,0,42,3,0,8,501,0,0,502,0,0,503,0,0,6,0,0,20,0,0,0,0,2000
43000001,43,法师-远古智慧,1,91000056,60,0,0,0,1,545,0,2,42,0,3,8,0,501,0,70,502,0,100,503,0,60,6,0,100,20,0,0,99,2000,2000
43000002,43,法师-远古智慧,2,91000056,70,0,0,0,1,545,817,2,42,63,3,8,11,501,70,0,502,100,0,503,60,0,6,100,0,20,0,0,99,4000,2000
43000003,43,法师-远古智慧,3,91000056,80,0,0,0,1,1362,0,2,105,0,3,19,0,501,70,70,502,100,90,503,60,60,6,100,0,20,0,0,99,6000,2000
43000004,43,法师-远古智慧,4,91000056,100,0,0,0,1,1362,0,2,105,0,3,19,0,501,140,0,502,190,0,503,120,0,6,100,0,20,0,0,99,8000,2000
43000005,43,法师-远古智慧,5,91000056,120,94002101,0,0,1,1362,1090,2,105,85,3,19,15,501,140,0,502,190,0,503,120,0,6,100,0,20,0,0,99,10000,2000
43000006,43,法师-远古智慧,6,91000056,140,94002101,0,0,1,2452,0,2,190,0,3,34,0,501,140,70,502,190,100,503,120,60,6,100,0,20,0,0,99,12000,2000
43000007,43,法师-远古智慧,7,91000056,160,94002101,0,0,1,2452,1362,2,190,105,3,34,19,501,210,0,502,290,0,503,180,0,6,100,0,20,0,0,99,14000,2000
43000008,43,法师-远古智慧,8,91000056,180,94002101,0,0,1,3814,0,2,295,0,3,53,0,501,210,70,502,290,90,503,180,60,6,100,0,20,0,0,99,16000,2000
43000009,43,法师-远古智慧,9,91000056,200,94002101,0,0,1,3814,0,2,295,0,3,53,0,501,280,0,502,380,0,503,240,0,6,100,0,20,0,0,99,18000,2000
43000010,43,法师-远古智慧,10,91000056,220,94002102,0,0,1,3814,1634,2,295,126,3,53,23,501,280,0,502,380,0,503,240,0,6,100,0,20,0,0,99,20000,2000
43000011,43,法师-远古智慧,11,91000056,240,94002102,0,0,1,5448,0,2,421,0,3,76,0,501,280,70,502,380,100,503,240,60,6,100,100,20,0,0,99,22000,2000
43000012,43,法师-远古智慧,12,91000056,260,94002102,0,0,1,5448,1907,2,421,148,3,76,27,501,350,0,502,480,0,503,300,0,6,200,0,20,0,0,99,24000,2000
43000013,43,法师-远古智慧,13,91000056,280,94002102,0,0,1,7355,0,2,569,0,3,103,0,501,350,70,502,480,90,503,300,60,6,200,0,20,0,0,99,26000,2000
43000014,43,法师-远古智慧,14,91000056,300,94002102,0,0,1,7355,0,2,569,0,3,103,0,501,420,0,502,570,0,503,360,0,6,200,0,20,0,0,99,28000,2000
43000015,43,法师-远古智慧,15,91000056,330,94002102,94002201,0,1,7355,2451,2,569,190,3,103,34,501,420,0,502,570,0,503,360,0,6,200,0,20,0,0,99,30000,2000
43000016,43,法师-远古智慧,16,91000056,360,94002102,94002201,0,1,9806,0,2,759,0,3,137,0,501,420,70,502,570,100,503,360,60,6,200,0,20,0,50,99,32000,2000
43000017,43,法师-远古智慧,17,91000056,390,94002102,94002201,0,1,9806,2997,2,759,231,3,137,42,501,490,0,502,670,0,503,420,0,6,200,0,20,50,0,99,34000,2000
43000018,43,法师-远古智慧,18,91000056,420,94002102,94002201,0,1,12803,0,2,990,0,3,179,0,501,490,70,502,670,90,503,420,60,6,200,0,20,50,0,99,36000,2000
43000019,43,法师-远古智慧,19,91000056,450,94002102,94002201,0,1,12803,0,2,990,0,3,179,0,501,560,0,502,760,0,503,480,0,6,200,0,20,50,0,99,38000,2000
43000020,43,法师-远古智慧,20,91000056,500,94002102,94002202,0,1,12803,3269,2,990,253,3,179,45,501,560,0,502,760,0,503,480,0,6,200,0,20,50,0,99,40000,2000
43000021,43,法师-远古智慧,21,91000056,550,94002102,94002202,0,1,16072,0,2,1243,0,3,224,0,501,560,70,502,760,100,503,480,60,6,200,100,20,50,0,99,42000,2000
43000022,43,法师-远古智慧,22,91000056,600,94002102,94002202,0,1,16072,3541,2,1243,274,3,224,50,501,630,0,502,860,0,503,540,0,6,300,0,20,50,0,99,44000,2000
43000023,43,法师-远古智慧,23,91000056,650,94002102,94002202,0,1,19613,3813,2,1517,295,3,274,53,501,630,0,502,860,0,503,540,0,6,300,0,20,50,0,99,46000,2000
43000024,43,法师-远古智慧,24,91000056,700,94002102,94002202,0,1,23426,0,2,1812,0,3,327,0,501,630,0,502,860,0,503,540,0,6,300,0,20,50,0,99,48000,2000
43000025,43,法师-远古智慧,25,91000056,750,94002102,94002202,94002301,1,23426,4086,2,1812,316,3,327,51,501,630,0,502,860,0,503,540,60,6,300,0,20,50,0,99,50000,2000
43000026,43,法师-远古智慧,26,91000056,800,94002102,94002202,94002301,1,27512,0,2,2128,0,3,378,0,501,630,70,502,860,100,503,600,0,6,300,0,20,50,0,99,52000,2000
43000027,43,法师-远古智慧,27,91000056,850,94002102,94002202,94002301,1,27512,4358,2,2128,337,3,378,56,501,700,0,502,960,0,503,600,0,6,300,0,20,50,0,99,54000,2000
43000028,43,法师-远古智慧,28,91000056,900,94002102,94002202,94002301,1,31870,4630,2,2465,358,3,434,59,501,700,0,502,960,0,503,600,0,6,300,0,20,50,0,99,56000,2000
43000029,43,法师-远古智慧,29,91000056,950,94002102,94002202,94002301,1,36500,0,2,2823,0,3,493,0,501,700,0,502,960,0,503,600,60,6,300,0,20,50,0,99,58000,2000
43000030,43,法师-远古智慧,30,91000056,1000,94002102,94002202,94002302,1,36500,4903,2,2823,379,3,493,57,501,700,0,502,960,0,503,660,0,6,300,0,20,50,0,99,60000,2000
43000031,43,法师-远古智慧,31,91000056,1050,94002102,94002202,94002302,1,41403,0,2,3202,0,3,550,0,501,700,70,502,960,100,503,660,0,6,300,100,20,50,0,99,62000,2000
43000032,43,法师-远古智慧,32,91000056,1100,94002102,94002202,94002302,1,41403,5175,2,3202,400,3,550,62,501,770,0,502,1060,0,503,660,0,6,400,0,20,50,0,99,64000,2000
43000033,43,法师-远古智慧,33,91000056,1150,94002102,94002202,94002302,1,46578,5447,2,3602,421,3,612,65,501,770,0,502,1060,0,503,660,60,6,400,0,20,50,0,99,66000,2000
43000034,43,法师-远古智慧,34,91000056,1200,94002102,94002202,94002302,1,52025,0,2,4023,0,3,677,0,501,770,0,502,1060,0,503,720,0,6,400,0,20,50,0,99,68000,2000
43000035,43,法师-远古智慧,35,91000056,1250,94002103,94002202,94002302,1,52025,5720,2,4023,442,3,677,63,501,770,0,502,1060,0,503,720,0,6,400,0,20,50,0,99,70000,2000
43000036,43,法师-远古智慧,36,91000056,1300,94002103,94002202,94002302,1,57745,0,2,4465,0,3,740,0,501,770,70,502,1060,100,503,720,0,6,400,0,20,50,0,99,72000,2000
43000037,43,法师-远古智慧,37,91000056,1350,94002103,94002202,94002302,1,57745,5992,2,4465,463,3,740,68,501,840,0,502,1160,0,503,720,60,6,400,0,20,50,0,99,74000,2000
43000038,43,法师-远古智慧,38,91000056,1400,94002103,94002202,94002302,1,63737,6264,2,4928,484,3,808,71,501,840,0,502,1160,0,503,780,0,6,400,0,20,50,0,99,76000,2000
43000039,43,法师-远古智慧,39,91000056,1450,94002103,94002202,94002302,1,70001,0,2,5412,0,3,879,0,501,840,0,502,1160,0,503,780,0,6,400,0,20,50,0,99,78000,2000
43000040,43,法师-远古智慧,40,91000056,1500,94002103,94002203,94002302,1,70001,6537,2,5412,505,3,879,69,501,840,0,502,1160,0,503,780,0,6,400,0,20,50,0,99,80000,2000
43000041,43,法师-远古智慧,41,91000056,1550,94002103,94002203,94002302,1,76538,0,2,5917,0,3,948,0,501,840,70,502,1160,100,503,780,60,6,400,100,20,50,0,99,82000,2000
43000042,43,法师-远古智慧,42,91000056,1600,94002103,94002203,94002302,1,76538,6809,2,5917,526,3,948,74,501,910,0,502,1260,0,503,840,0,6,500,0,20,50,0,99,84000,2000
43000043,43,法师-远古智慧,43,91000056,1650,94002103,94002203,94002302,1,83347,7081,2,6443,547,3,1022,77,501,910,0,502,1260,0,503,840,0,6,500,0,20,50,0,99,86000,2000
43000044,43,法师-远古智慧,44,91000056,1700,94002103,94002203,94002302,1,90428,0,2,6990,0,3,1099,0,501,910,0,502,1260,0,503,840,0,6,500,0,20,50,0,99,88000,2000
43000045,43,法师-远古智慧,45,91000056,1750,94002103,94002203,94002303,1,90428,7354,2,6990,568,3,1099,75,501,910,0,502,1260,0,503,840,60,6,500,0,20,50,0,99,90000,2000
43000046,43,法师-远古智慧,46,91000056,1800,94002103,94002203,94002303,1,97782,0,2,7558,0,3,1174,0,501,910,70,502,1260,100,503,900,0,6,500,0,20,50,0,99,92000,2000
43000047,43,法师-远古智慧,47,91000056,1850,94002103,94002203,94002303,1,97782,7626,2,7558,589,3,1174,80,501,980,0,502,1360,0,503,900,0,6,500,0,20,50,0,99,94000,2000
43000048,43,法师-远古智慧,48,91000056,1900,94002103,94002203,94002303,1,105408,7898,2,8147,610,3,1254,83,501,980,0,502,1360,0,503,900,0,6,500,0,20,50,0,99,96000,2000
43000049,43,法师-远古智慧,49,91000056,1950,94002103,94002203,94002303,1,113306,0,2,8757,0,3,1337,0,501,980,0,502,1360,0,503,900,60,6,500,0,20,50,0,99,98000,2000
43000050,43,法师-远古智慧,50,91000056,2000,94002104,94002203,94002303,1,113306,8171,2,8757,631,3,1337,81,501,980,0,502,1360,0,503,960,0,6,500,0,20,50,0,99,100000,2000
43000051,43,法师-远古智慧,51,91000056,2050,94002104,94002203,94002303,1,121477,0,2,9388,0,3,1418,0,501,980,70,502,1360,100,503,960,0,6,500,100,20,50,0,99,102000,2000
43000052,43,法师-远古智慧,52,91000056,2100,94002104,94002203,94002303,1,121477,8443,2,9388,652,3,1418,86,501,1050,0,502,1460,0,503,960,0,6,600,0,20,50,0,99,104000,2000
43000053,43,法师-远古智慧,53,91000056,2150,94002104,94002203,94002303,1,129920,8715,2,10040,673,3,1504,89,501,1050,0,502,1460,0,503,960,60,6,600,0,20,50,0,99,106000,2000
43000054,43,法师-远古智慧,54,91000056,2200,94002104,94002203,94002303,1,138635,0,2,10713,0,3,1593,0,501,1050,0,502,1460,0,503,1020,0,6,600,0,20,50,0,99,108000,2000
43000055,43,法师-远古智慧,55,91000056,2250,94002104,94002204,94002303,1,138635,8988,2,10713,694,3,1593,87,501,1050,0,502,1460,0,503,1020,0,6,600,0,20,50,0,99,110000,2000
43000056,43,法师-远古智慧,56,91000056,2300,94002104,94002204,94002303,1,147623,0,2,11407,0,3,1680,0,501,1050,70,502,1460,100,503,1020,0,6,600,0,20,50,0,99,112000,2000
43000057,43,法师-远古智慧,57,91000056,2350,94002104,94002204,94002303,1,147623,9260,2,11407,715,3,1680,92,501,1120,0,502,1560,0,503,1020,60,6,600,0,20,50,0,99,114000,2000
43000058,43,法师-远古智慧,58,91000056,2400,94002104,94002204,94002303,1,156883,9532,2,12122,736,3,1772,95,501,1120,0,502,1560,0,503,1080,0,6,600,0,20,50,0,99,116000,2000
43000059,43,法师-远古智慧,59,91000056,2450,94002104,94002204,94002303,1,166415,0,2,12858,0,3,1867,0,501,1120,0,502,1560,0,503,1080,0,6,600,0,20,50,0,99,118000,2000
43000060,43,法师-远古智慧,60,91000056,2500,94002104,94002204,94002304,1,166415,9805,2,12858,757,3,1867,93,501,1120,0,502,1560,0,503,1080,0,6,600,0,20,50,0,99,120000,2000
43000061,43,法师-远古智慧,61,91000056,2550,94002104,94002204,94002304,1,176220,0,2,13615,0,3,1960,0,501,1120,70,502,1560,100,503,1080,60,6,600,100,20,50,0,99,122000,2000
43000062,43,法师-远古智慧,62,91000056,2600,94002104,94002204,94002304,1,176220,10077,2,13615,778,3,1960,98,501,1190,0,502,1660,0,503,1140,0,6,700,0,20,50,0,99,124000,2000
43000063,43,法师-远古智慧,63,91000056,2650,94002104,94002204,94002304,1,186297,10349,2,14393,799,3,2058,101,501,1190,0,502,1660,0,503,1140,0,6,700,0,20,50,0,99,126000,2000
43000064,43,法师-远古智慧,64,91000056,2700,94002104,94002204,94002304,1,196646,0,2,15192,0,3,2159,0,501,1190,0,502,1660,0,503,1140,0,6,700,0,20,50,0,99,128000,2000
43000065,43,法师-远古智慧,65,91000056,2750,94002105,94002204,94002304,1,196646,10622,2,15192,820,3,2159,99,501,1190,0,502,1660,0,503,1140,60,6,700,0,20,50,0,99,130000,2000
43000066,43,法师-远古智慧,66,91000056,2800,94002105,94002204,94002304,1,207268,0,2,16012,0,3,2258,0,501,1190,70,502,1660,100,503,1200,0,6,700,0,20,50,0,99,132000,2000
43000067,43,法师-远古智慧,67,91000056,2850,94002105,94002204,94002304,1,207268,10894,2,16012,841,3,2258,104,501,1260,0,502,1760,0,503,1200,0,6,700,0,20,50,0,99,134000,2000
43000068,43,法师-远古智慧,68,91000056,2900,94002105,94002204,94002304,1,218162,11166,2,16853,862,3,2362,107,501,1260,0,502,1760,0,503,1200,0,6,700,0,20,50,0,99,136000,2000
43000069,43,法师-远古智慧,69,91000056,2950,94002105,94002204,94002304,1,229328,0,2,17715,0,3,2469,0,501,1260,0,502,1760,0,503,1200,60,6,700,0,20,50,0,99,138000,2000
43000070,43,法师-远古智慧,70,91000056,3000,94002105,94002205,94002304,1,229328,11439,2,17715,883,3,2469,105,501,1260,0,502,1760,0,503,1260,0,6,700,0,20,50,0,99,140000,2000
43000071,43,法师-远古智慧,71,91000056,3050,94002105,94002205,94002304,1,240767,0,2,18598,0,3,2574,0,501,1260,70,502,1760,100,503,1260,0,6,700,100,20,50,0,99,142000,2000
43000072,43,法师-远古智慧,72,91000056,3100,94002105,94002205,94002304,1,240767,11711,2,18598,904,3,2574,110,501,1330,0,502,1860,0,503,1260,0,6,800,0,20,50,0,99,144000,2000
43000073,43,法师-远古智慧,73,91000056,3150,94002105,94002205,94002304,1,252478,11983,2,19502,925,3,2684,113,501,1330,0,502,1860,0,503,1260,60,6,800,0,20,50,0,99,146000,2000
43000074,43,法师-远古智慧,74,91000056,3200,94002105,94002205,94002304,1,264461,0,2,20427,0,3,2797,0,501,1330,0,502,1860,0,503,1320,0,6,800,0,20,50,0,99,148000,2000
43000075,43,法师-远古智慧,75,91000056,3250,94002105,94002205,94002305,1,264461,12256,2,20427,946,3,2797,111,501,1330,0,502,1860,0,503,1320,0,6,800,0,20,50,0,99,150000,2000
43000076,43,法师-远古智慧,76,91000056,3300,94002105,94002205,94002305,1,276717,0,2,21373,0,3,2908,0,501,1330,70,502,1860,100,503,1320,0,6,800,0,20,50,0,99,152000,2000
43000077,43,法师-远古智慧,77,91000056,3350,94002105,94002205,94002305,1,276717,12528,2,21373,967,3,2908,116,501,1400,0,502,1960,0,503,1320,60,6,800,0,20,50,0,99,154000,2000
43000078,43,法师-远古智慧,78,91000056,3400,94002105,94002205,94002305,1,289245,12800,2,22340,988,3,3024,119,501,1400,0,502,1960,0,503,1380,0,6,800,0,20,50,0,99,156000,2000
43000079,43,法师-远古智慧,79,91000056,3450,94002105,94002205,94002305,1,302045,0,2,23328,0,3,3143,0,501,1400,0,502,1960,0,503,1380,0,6,800,0,20,50,0,99,158000,2000
43000080,43,法师-远古智慧,80,91000056,3500,94002106,94002205,94002305,1,302045,13073,2,23328,1009,3,3143,117,501,1400,0,502,1960,0,503,1380,0,6,800,0,20,50,0,99,160000,2000
43000081,43,法师-远古智慧,81,91000056,3550,94002106,94002205,94002305,1,315118,0,2,24337,0,3,3260,0,501,1400,70,502,1960,100,503,1380,60,6,800,100,20,50,0,99,162000,2000
43000082,43,法师-远古智慧,82,91000056,3600,94002106,94002205,94002305,1,315118,13345,2,24337,1030,3,3260,122,501,1470,0,502,2060,0,503,1440,0,6,900,0,20,50,0,99,164000,2000
43000083,43,法师-远古智慧,83,91000056,3650,94002106,94002205,94002305,1,328463,13617,2,25367,1051,3,3382,125,501,1470,0,502,2060,0,503,1440,0,6,900,0,20,50,0,99,166000,2000
