id,group,money,item1,num1,item2,num2,item3,num3,item4,num4,item5,num5,money_id,rebate_show,sale,money_reduce
13508,35,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,753,600％+,328,180
13509,35,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,754,600％+,648,300
13601,36,0,91000002,6000,13000002,60,0,0,0,0,0,0,746,999％+,6,0
13602,36,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,747,999％+,30,0
13603,36,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,748,900％+,68,30
13604,36,200,91000002,98000,42010001,10,81000002,20,0,0,0,0,749,800％+,98,30
13605,36,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,750,600％+,128,30
13606,36,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,751,600％+,168,60
13607,36,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,752,600％+,198,180
13608,36,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,753,600％+,328,180
13609,36,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,754,600％+,648,300
13701,37,0,91000002,6000,13000002,60,0,0,0,0,0,0,746,999％+,6,0
13702,37,20,91000002,30000,13000002,60,13000002,60,0,0,0,0,747,999％+,30,0
13703,37,100,91000002,68000,42010001,10,13000002,120,0,0,0,0,748,900％+,68,30
13704,37,200,91000002,98000,60210080,1,81000002,20,0,0,0,0,749,800％+,98,30
13705,37,300,91000002,128000,60210080,1,13000002,120,0,0,0,0,750,600％+,128,30
13706,37,500,91000002,168000,60210080,1,81000002,40,0,0,0,0,751,600％+,168,60
13707,37,1000,91000002,198000,60210080,1,81000002,60,0,0,0,0,752,600％+,198,180
13708,37,1500,91000002,328000,60210080,1,42010002,30,0,0,0,0,753,600％+,328,180
13709,37,3000,91000002,648000,60210080,1,81000002,100,42010002,20,0,0,754,600％+,648,300
13801,38,0,91000002,6000,13000002,60,0,0,0,0,0,0,755,999％+,6,0
13802,38,20,91000002,30000,42010001,10,0,0,0,0,0,0,756,999％+,30,0
13803,38,100,91000002,68000,42010001,10,91000044,600,0,0,0,0,757,900％+,68,30
13804,38,200,91000002,98000,42010001,10,13000002,60,0,0,0,0,758,800％+,98,30
13805,38,300,91000002,128000,42010001,20,91000044,800,0,0,0,0,759,600％+,128,30
13806,38,500,91000002,168000,42010001,20,13000002,120,0,0,0,0,760,600％+,168,60
13807,38,1000,91000002,198000,42010002,10,13000002,180,0,0,0,0,761,600％+,198,180
13808,38,1500,91000002,328000,42010002,20,30200000,1,0,0,0,0,762,600％+,328,180
13809,38,3000,91000002,648000,42010002,30,30200000,2,0,0,0,0,763,600％+,648,300
13901,39,0,91000002,6000,13000002,60,0,0,0,0,0,0,755,999％+,6,0
13902,39,20,91000002,30000,13000002,60,91000044,300,0,0,0,0,756,999％+,30,0
13903,39,100,91000002,68000,42010001,10,91000044,600,0,0,0,0,757,900％+,68,30
13904,39,200,91000002,98000,42010001,20,91000044,1000,0,0,0,0,758,800％+,98,30
13905,39,300,91000002,128000,42010001,20,91000044,1500,0,0,0,0,759,600％+,128,30
13906,39,500,91000002,168000,30200000,1,91000044,2000,0,0,0,0,760,600％+,168,60
13907,39,1000,91000002,198000,30200000,1,13000002,120,0,0,0,0,761,600％+,198,180
13908,39,1500,91000002,328000,42010002,20,30200000,1,0,0,0,0,762,600％+,328,180
13909,39,3000,91000002,648000,42010002,30,30200000,2,0,0,0,0,763,600％+,648,300
14001,40,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14002,40,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
14003,40,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,30
14004,40,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,30
14005,40,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,30
14006,40,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,60
14007,40,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,180
14008,40,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,180
14009,40,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,300
14101,41,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14102,41,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
14103,41,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,30
14104,41,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,30
14105,41,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,30
14106,41,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,60
14107,41,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,180
14108,41,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,180
14109,41,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,300
14201,42,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14202,42,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
14203,42,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,30
14204,42,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,30
14205,42,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,30
14206,42,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,60
14207,42,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,180
14208,42,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,180
14209,42,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,300
14301,43,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14302,43,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
14303,43,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,30
14304,43,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,30
14305,43,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,30
14306,43,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,60
14307,43,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,180
14308,43,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,180
14309,43,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,300
14401,44,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14402,44,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
14403,44,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,60
14404,44,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,60
14405,44,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,60
14406,44,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,90
14407,44,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,210
14408,44,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,210
14409,44,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,330
14501,45,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14502,45,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
14503,45,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,90
14504,45,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,90
14505,45,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,90
14506,45,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,120
14507,45,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,240
14508,45,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,240
14509,45,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,360
14601,46,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14602,46,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
14603,46,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,120
14604,46,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,120
14605,46,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,120
14606,46,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,150
14607,46,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,270
14608,46,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,270
14609,46,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,390
14701,47,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14702,47,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
14703,47,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,150
14704,47,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,150
14705,47,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,150
14706,47,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,180
14707,47,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,300
14708,47,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,300
14709,47,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,420
14801,48,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14802,48,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
14803,48,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,180
14804,48,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,180
14805,48,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,180
14806,48,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,210
14807,48,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,330
14808,48,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,330
14809,48,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,450
14901,49,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
14902,49,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
14903,49,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,210
14904,49,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,210
14905,49,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,210
14906,49,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,240
14907,49,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,360
14908,49,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,360
14909,49,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,480
15001,50,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15002,50,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
15003,50,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,240
15004,50,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,240
15005,50,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,240
15006,50,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,270
15007,50,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,390
15008,50,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,390
15009,50,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,510
15101,51,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15102,51,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
15103,51,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,270
15104,51,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,270
15105,51,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,270
15106,51,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,300
15107,51,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,420
15108,51,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,420
15109,51,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,540
15201,52,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15202,52,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
15203,52,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,300
15204,52,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,300
15205,52,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,300
15206,52,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,330
15207,52,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,450
15208,52,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,450
15209,52,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,570
15301,53,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15302,53,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
15303,53,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,330
15304,53,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,330
15305,53,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,330
15306,53,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,360
15307,53,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,480
15308,53,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,480
15309,53,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,600
15401,54,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15402,54,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
15403,54,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,360
15404,54,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,360
15405,54,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,360
15406,54,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,390
15407,54,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,510
15408,54,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,510
15409,54,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,630
15501,55,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15502,55,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
15503,55,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,390
15504,55,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,390
15505,55,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,390
15506,55,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,420
15507,55,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,540
15508,55,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,540
15509,55,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,660
15601,56,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15602,56,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
15603,56,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,420
15604,56,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,420
15605,56,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,420
15606,56,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,450
15607,56,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,570
15608,56,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,570
15609,56,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,690
15701,57,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15702,57,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
15703,57,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,450
15704,57,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,450
15705,57,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,450
15706,57,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,480
15707,57,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,600
15708,57,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,600
15709,57,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,720
15801,58,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15802,58,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
15803,58,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,480
15804,58,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,480
15805,58,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,480
15806,58,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,510
15807,58,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,630
15808,58,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,630
15809,58,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,750
15901,59,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
15902,59,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
15903,59,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,510
15904,59,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,510
15905,59,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,510
15906,59,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,540
15907,59,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,660
15908,59,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,660
15909,59,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,780
16001,60,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16002,60,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
16003,60,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,540
16004,60,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,540
16005,60,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,540
16006,60,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,570
16007,60,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,690
16008,60,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,690
16009,60,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,810
16101,61,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16102,61,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
16103,61,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,570
16104,61,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,570
16105,61,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,570
16106,61,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,600
16107,61,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,720
16108,61,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,720
16109,61,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,840
16201,62,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16202,62,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
16203,62,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,600
16204,62,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,600
16205,62,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,600
16206,62,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,630
16207,62,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,750
16208,62,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,750
16209,62,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,870
16301,63,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16302,63,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
16303,63,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,630
16304,63,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,630
16305,63,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,630
16306,63,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,660
16307,63,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,780
16308,63,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,780
16309,63,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,900
16401,64,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16402,64,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
16403,64,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,660
16404,64,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,660
16405,64,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,660
16406,64,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,690
16407,64,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,810
16408,64,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,810
16409,64,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,930
16501,65,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16502,65,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
16503,65,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,690
16504,65,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,690
16505,65,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,690
16506,65,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,720
16507,65,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,840
16508,65,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,840
16509,65,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,960
16601,66,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16602,66,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
16603,66,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,720
16604,66,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,720
16605,66,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,720
16606,66,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,750
16607,66,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,870
16608,66,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,870
16609,66,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,990
16701,67,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16702,67,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
16703,67,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,750
16704,67,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,750
16705,67,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,750
16706,67,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,780
16707,67,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,900
16708,67,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,900
16709,67,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,1020
16801,68,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16802,68,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
16803,68,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,780
16804,68,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,780
16805,68,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,780
16806,68,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,810
16807,68,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,930
16808,68,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,930
16809,68,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,1050
16901,69,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
16902,69,20,91000002,30000,13000002,120,91000044,300,0,0,0,0,702,999％+,30,0
16903,69,100,91000002,68000,42010001,30,91000044,600,0,0,0,0,703,999％+,68,810
16904,69,200,91000002,98000,42010001,40,91000044,1500,0,0,0,0,704,999％+,98,810
16905,69,300,91000002,128000,42010001,50,91000044,2000,0,0,0,0,705,999％+,128,810
16906,69,500,91000002,168000,30200001,3,91000044,3000,0,0,0,0,706,900％+,168,840
16907,69,1000,91000002,198000,30200100,1,13000002,240,0,0,0,0,707,800％+,198,960
16908,69,1500,91000002,328000,42010002,20,30200101,1,0,0,0,0,708,999％+,328,960
16909,69,3000,91000002,648000,42010002,30,30200101,2,0,0,0,0,709,900％+,648,1080
17001,70,0,91000002,6000,13000002,60,0,0,0,0,0,0,701,999％+,6,0
17002,70,20,91000002,30000,42010001,15,0,0,0,0,0,0,702,999％+,30,0
17003,70,100,91000002,68000,42010001,20,30200001,1,0,0,0,0,703,999％+,68,840
17004,70,200,91000002,98000,42010001,30,13000002,120,0,0,0,0,704,999％+,98,840
17005,70,300,91000002,128000,42010001,40,30020053,1,0,0,0,0,705,999％+,128,840
17006,70,500,91000002,168000,42010001,50,30020053,1,0,0,0,0,706,999％+,168,870
17007,70,1000,91000002,198000,42010002,10,30200101,1,0,0,0,0,707,999％+,198,990
