buffid,buffname,bufftype,timebase,timeadd,takeeffect,takeeffectnum,overlapnum,limitbuff,cleanbuff,benefit,effectid,effecttype1,effectbase1,effectadd1,effecttype2,effectbase2,effectadd2,effecttype3,effectbase3,effectadd3,effecttype4,effectbase4,effectadd4,buff_icon,trigger_buff,trigger_type,trigger_time,trigger_probability
201105,降低35%防御,1,6000,0,0,0,1,0,0,2,10004,503,-3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201106,每秒降低100能量,1,6000,0,1,1000,1,0,0,2,0,4021,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201107,缠绕,1,5000,0,0,0,1,0,0,2,20110204,4110,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201108,每秒2%能量,1,6000,0,1,1000,1,0,0,2,0,4021,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201201,减少50%攻速移速,0,8000,0,0,0,1,0,0,2,10012,521,5000,0,522,-5000,0,0,0,0,0,0,0,0,0,0,0,0
201202,受到伤害降低40%,0,180000,0,0,0,1,0,0,1,0,38,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201203,受到伤害降低80%,0,2000,0,0,0,1,0,0,1,0,38,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201204,3秒晕眩,0,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201301,每秒4%生命,0,10000,0,1,1000,1,0,0,1,20130204,4012,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201302,降低30%伤害,0,10000,0,0,0,1,0,0,1,0,38,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201303,增加100%攻速,0,10000,0,0,0,1,0,0,1,20130404,521,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,受到伤害提高20%伤害,1,6000,0,0,0,1,0,0,2,0,38,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201601,降低20%命中,0,5000,0,0,0,1,0,0,2,10006,19,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201602,降低30%命中,0,5000,0,0,0,1,0,0,2,10006,19,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,2秒晕眩,0,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201604,1%急速,0,180000,0,0,0,10,0,0,1,10011,521,-100,0,522,100,0,0,0,0,0,0,0,0,0,0,0,0
201605,3秒晕眩,0,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,4秒晕眩,0,4000,0,0,0,1,0,0,2,10015,4114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201607,20%增伤,0,10000,0,0,0,1,0,0,1,10001,35,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201608,每秒20%,1,10000,0,1,1000,1,0,0,2,10019,4001,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300101,200%护盾,0,180000,0,0,0,1,0,0,1,30010304,4311,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300102,300%护盾,0,180000,0,0,0,1,0,0,1,30010304,4311,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300103,降低15%魔法伤害,2,180000,0,0,0,1,0,0,1,0,37,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300104,雷系降低15%魔法伤害,2,180000,0,0,0,1,0,0,1,0,37,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300105,降低20%魔法伤害,2,180000,0,0,0,1,0,0,1,0,37,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300201,沉默5秒,1,5000,0,0,0,1,0,0,2,10013,4103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300202,沉默7秒,1,7000,0,0,0,1,0,0,2,10013,4103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300203,沉默9秒,1,9000,0,0,0,1,0,0,2,10013,4103,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300302,昏迷3秒,1,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300303,诅咒伤害转移70%,1,15000,0,0,0,1,0,0,2,10018,4111,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300304,诅咒伤害转移70%,1,25000,0,0,0,1,0,0,2,10018,4111,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300305,诅咒伤害转移75%,1,25000,0,0,0,1,0,0,2,10018,4111,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300306,免疫控制,2,180000,0,0,0,1,0,0,1,0,4125,180,0,4134,180,0,0,0,0,0,0,0,0,0,0,0,0
300401,降低40%伤害,1,2000,0,0,0,1,0,0,1,30040204,38,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300402,每秒提升125能量降低1.5%生命,1,1500,0,1,500,1,0,0,2,0,4021,63,0,4002,37,0,0,0,0,0,0,0,0,0,0,0,0
300403,30吸血,1,8000,0,0,0,1,0,0,1,0,25,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300404,每秒提升175能量降低1.5%生命,1,1500,0,1,500,1,0,0,2,0,4021,88,0,4002,37,0,0,0,0,0,0,0,0,0,0,0,0
300405,免疫控制3秒,1,10000,0,0,0,1,0,0,2,0,4125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300406,免疫控制4秒,1,10000,0,0,0,1,0,0,2,0,4125,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300501,昏迷2秒,0,2000,0,0,0,1,0,0,2,0,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300502,60%攻击力伤害,0,8000,0,1,1000,1,0,0,2,30050204,4001,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300503,65%攻击力伤害,0,8000,0,1,1000,1,0,0,2,30050204,4001,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300505,350%吸收盾,0,20000,0,0,0,1,0,0,1,30050404,4311,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300601,昏迷2秒,1,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300602,昏迷3秒,1,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300603,恶灵附体,0,10000,0,1,3000,2,0,0,2,30060202,4001,5000,0,0,0,0,0,0,0,0,0,0,0,300608,2,0,2000
300604,恶灵附体,0,10000,0,1,2000,2,0,0,2,30060202,4001,5000,0,0,0,0,0,0,0,0,0,0,0,300608,2,0,2000
300605,恶灵附体降低能量,0,10000,0,1,2000,2,0,0,2,30060202,4001,5000,0,4021,-15,0,0,0,0,0,0,0,0,300608,2,0,2000
300606,恶灵附体降低能量,0,13000,0,1,2000,2,0,0,2,30060202,4001,5000,0,4021,-15,0,0,0,0,0,0,0,0,300608,2,0,2000
300607,恶灵附体降低能量,0,15000,0,1,2000,2,0,0,2,30060202,4001,5000,0,4021,-15,0,0,0,0,0,0,0,0,300608,2,0,2000
300608,昏迷1秒,0,1000,0,0,0,1,0,0,2,10015,4114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300609,1.5%的攻击力和10%的生命恢复,0,10000,0,0,0,5,0,0,2,10002,502,-150,0,27,1000,0,0,0,0,0,0,0,0,0,0,0,0
300610,3%的攻击力和10%的生命恢复,0,10000,0,0,0,5,0,0,2,10002,502,-300,0,27,1000,0,0,0,0,0,0,0,0,0,0,0,0
300611,3%的攻击力和10%的生命恢复,0,10000,0,0,0,8,0,0,2,10002,502,-300,0,27,1000,0,0,0,0,0,0,0,0,0,0,0,0
300702,提高3%伤害降低受到的伤害10%,1,1800000,0,0,0,1,0,0,1,0,502,300,0,38,2000,0,0,0,0,0,0,0,0,0,0,0,0
300703,提高4%伤害降低受到的伤害10%,1,1800000,0,0,0,1,0,0,1,0,502,400,0,38,2000,0,0,0,0,0,0,0,0,0,0,0,0
300704,提高5%伤害降低受到的伤害10%,1,1800000,0,0,0,1,0,0,1,0,502,500,0,38,2000,0,0,0,0,0,0,0,0,0,0,0,0
300705,10%易伤,1,7000,0,0,0,5,0,0,2,0,38,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300801,增加60%攻速,1,4000,0,0,0,1,0,0,1,0,521,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300802,50%易伤,1,7000,0,0,0,1,0,0,2,0,38,-5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300803,50%易伤,1,10000,0,0,0,1,0,0,2,0,38,-8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300804,80%易伤,1,10000,0,0,0,1,0,0,2,0,38,-8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300805,每秒5%生命,1,180000,0,1,1000,1,0,0,2,0,4002,-500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300806,生命抑制100%,1,180000,0,0,0,1,0,0,1,0,27,10000,0,4135,180000,0,0,0,0,0,0,0,0,0,0,0,0
300807,增加80%攻速,1,4000,0,0,0,1,0,0,1,0,521,-4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300901,每秒3%最大生命伤害,1,10000,0,1,1000,1,0,0,2,0,4505,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300902,自身每秒1%最大生命伤害,1,10000,0,1,1000,1,0,0,2,30090104,4023,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300903,昏迷3秒,1,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300904,昏迷4秒,1,4000,0,0,0,1,0,0,2,10015,4114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300905,每秒16%已损失生命值,1,8000,0,1,1000,1,0,0,1,20040102,4013,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300906,每秒18%已损失生命值,1,8000,0,1,1000,1,0,0,1,20040102,4013,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300907,每秒20%已损失生命值,1,8000,0,1,1000,1,0,0,1,20040102,4013,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300908,提升35%攻击力，持续12秒,1,12000,0,0,0,1,0,0,1,10001,502,3500,0,521,-1000,0,522,2000,0,0,0,0,0,0,0,0,0
300909,提升35%攻击力，持续15秒,1,15000,0,0,0,1,0,0,1,10001,502,3500,0,521,-1000,0,522,2000,0,0,0,0,0,0,0,0,0
300910,提升35%攻击力，持续18秒,1,18000,0,0,0,1,0,0,1,10001,502,3500,0,521,-1000,0,522,2000,0,0,0,0,0,0,0,0,0
301101,200%攻击力护盾,0,5000,0,0,0,1,0,0,1,30110204,4311,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301102,220%攻击力护盾,0,5000,0,0,0,1,0,0,1,30110204,4311,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301103,220%攻击力护盾外加攻速,0,5000,0,0,0,1,0,0,1,30110204,4311,22000,0,521,-1000,0,0,0,0,0,0,0,0,0,0,0,0
301104,240%攻击力护盾外加攻速,0,5000,0,0,0,1,0,0,1,30110204,4311,24000,0,521,-1000,0,0,0,0,0,0,0,0,0,0,0,0
301105,昏迷3秒,0,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301201,吸血等级10%,0,8000,0,0,0,1,0,0,1,0,25,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301202,吸血等级40%,0,8000,0,0,0,1,0,0,1,0,25,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301203,吸血等级50%,0,8000,0,0,0,1,0,0,1,0,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301301,受到伤害降低20%,0,5000,0,0,0,1,0,0,1,30130104,38,2000,0,4101,5,0,0,0,0,0,0,0,0,0,0,0,0
301302,降低20%攻击,0,5000,0,0,0,1,0,0,2,10002,502,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301303,降低10%攻击,0,5000,0,0,0,1,0,0,2,10002,502,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400101,魅惑6秒,1,6000,0,0,0,1,0,0,2,10016,4104,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400102,每秒3%生命,1,10000,0,1,1000,1,0,0,1,40010402,4012,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400103,每秒4%生命,1,10000,0,1,1000,1,0,0,1,40010402,4012,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400104,恢复合计150点能量,1,10000,0,1,1000,1,0,0,1,0,4021,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400105,提升15%防御,1,8000,0,0,0,1,0,0,1,10003,503,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400106,提升30%攻击力,1,6000,0,0,0,1,0,0,1,10001,502,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400107,治疗溢出护盾,1,15000,0,0,0,1,0,0,1,40010403,4311,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400201,增加60%闪避,0,2000,0,0,0,1,0,0,1,0,20,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400202,躲避消失,0,3000,0,0,0,1,0,0,1,0,20,10000,0,4125,3,0,0,0,0,0,0,0,0,0,0,0,0
400203,增加20%攻击力,0,1800000,0,0,0,1,0,0,1,10001,502,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400301,降低4%防御,0,20000,0,0,0,6,0,0,2,10004,503,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400302,降低4%防御,0,20000,0,0,0,8,0,0,2,10004,503,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400303,降低4%防御,0,20000,0,0,0,10,0,0,2,10004,503,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400304,昏迷1秒,0,1000,0,0,0,1,0,0,2,10015,4114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400305,降低6%防御,0,20000,0,0,0,10,0,0,2,10004,503,-600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400306,攻速提高20%,0,20000,0,0,0,1,0,0,1,10011,521,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400307,提高35%吸血等级,0,2000,0,0,0,1,0,0,1,0,25,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400308,提高45%吸血等级,0,2000,0,0,0,1,0,0,1,0,25,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400401,昏迷4秒,1,4000,0,0,0,1,0,0,2,40040403,4114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400402,昏迷5秒,1,5000,0,0,0,1,0,0,2,40040403,4114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400403,放逐4秒,1,4000,0,0,0,1,0,0,2,0,4107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400404,放逐6秒,1,6000,0,0,0,1,0,0,2,0,4107,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400405,速度提高20%,1,10000,0,0,0,1,0,0,1,10011,521,-1000,0,522,2000,0,0,0,0,0,0,0,0,0,0,0,0
400501,缠绕,0,4000,0,0,0,1,0,0,2,40120103,4110,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400502,200%攻击力吸收盾,0,5000,0,0,0,1,0,0,1,40050204,4311,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400503,每秒4%生命,0,5000,0,1,1000,1,0,0,1,0,4013,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400504,300%攻击力吸收盾,0,5000,0,0,0,1,0,0,1,40050204,4311,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400505,每秒6%生命,0,5000,0,1,1000,1,0,0,1,0,4013,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400506,昏迷1秒,0,1000,0,0,0,1,0,0,1,10015,4114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400507,提升40%攻击力,0,180000,0,0,0,1,0,0,1,10001,502,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400508,提升50%攻击力,0,180000,0,0,0,1,0,0,1,10001,502,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400509,磐石,2,180000,0,0,0,1,0,0,1,0,4134,18000,0,4125,18000,0,0,0,0,0,0,0,0,0,0,0,0
400601,昏迷2秒,1,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400602,昏迷1秒,1,1000,0,0,0,1,0,0,2,10015,4114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400603,强化普攻,1,180000,0,2,3,1,0,0,1,40060204,35,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400604,强化普攻,1,180000,0,2,3,1,0,0,1,40060204,35,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400605,强化普攻,1,180000,0,2,3,1,0,0,1,40060204,35,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400701,减速30%,0,4000,0,0,0,1,0,0,1,10012,521,1000,0,522,-3000,0,0,0,0,0,0,0,0,0,0,0,0
400702,提升15%攻击力,2,180000,0,0,0,1,0,0,1,10001,502,1500,0,4301,15000,0,0,0,0,0,0,0,0,0,0,0,0
400703,提升20%攻击力,2,180000,0,0,0,1,0,0,1,10001,502,2000,0,4301,15000,0,0,0,0,0,0,0,0,0,0,0,0
400704,减速10%,0,7000,0,0,0,1,0,0,1,10012,521,1000,0,522,-3000,0,0,0,0,0,0,0,0,0,0,0,0
400801,昏迷2秒,1,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400802,昏迷2.5秒,1,2500,0,0,0,1,0,0,2,10015,4114,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400803,40%吸收盾,1,6000,0,0,0,1,0,0,1,40080304,4321,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400804,40%吸收盾,1,8000,0,0,0,1,0,0,1,40080304,4321,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400805,50%吸收盾,1,8000,0,0,0,1,0,0,1,40080304,4321,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400806,60%反伤,0,5000,0,0,0,1,0,0,1,40080404,4401,6000,0,4402,6000,0,0,0,0,0,0,0,0,0,0,0,0
400807,60%反伤,0,6000,0,0,0,1,0,0,1,40080404,4401,6000,0,4402,6000,0,0,0,0,0,0,0,0,0,0,0,0
400808,90%反伤,0,6000,0,0,0,1,0,0,1,40080404,4401,9000,0,4402,9000,0,0,0,0,0,0,0,0,0,0,0,0
400809,嘲讽,0,5000,0,0,0,1,0,0,2,0,4105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400810,嘲讽,0,6000,0,0,0,1,0,0,2,0,4105,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400811,昏迷3秒,1,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400812,昏迷4秒,1,4000,0,0,0,1,0,0,2,10015,4114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400901,5秒眩晕,1,5000,0,0,0,1,0,0,2,10015,4114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400902,250%攻击力吸收盾,1,7000,0,0,0,1,0,0,1,40090304,4311,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400903,250%攻击力吸收盾带闪避,1,7000,0,0,0,1,0,0,1,40090304,4311,25000,0,20,900,0,0,0,0,0,0,0,0,0,0,0,0
400904,270%攻击力吸收盾（土系）,1,7000,0,0,0,1,0,0,1,40090304,4311,27000,0,20,900,0,0,0,0,0,0,0,0,0,0,0,0
400905,300%攻击力吸收盾,1,7000,0,0,0,1,0,0,1,40090304,4311,30000,0,20,900,0,0,0,0,0,0,0,0,0,0,0,0
400906,320%攻击力吸收盾（土系）,1,7000,0,0,0,1,0,0,1,40090304,4311,32000,0,20,900,0,0,0,0,0,0,0,0,0,0,0,0
400907,伤害转移80%,1,180000,0,0,0,1,0,0,2,40090205,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400908,伤害转移120%,1,180000,0,0,0,1,0,0,2,40090205,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400910,看透弱点,1,180000,0,0,0,1,0,0,2,40090104,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400911,1.5秒昏迷,1,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401001,减速30%,0,3000,0,0,0,1,0,0,2,10012,521,1500,0,522,-3000,0,0,0,0,0,0,0,0,0,0,0,0
401002,减速60%,0,5000,0,0,0,1,0,0,2,10012,521,3000,0,522,-6000,0,0,0,0,0,0,0,0,0,0,0,0
401003,流血20%攻击力伤害生命恢复降低10%,0,180000,0,1,2000,6,0,0,2,10020,4001,2000,0,27,1000,0,0,0,0,0,0,0,0,0,0,0,0
401004,流血20%攻击力伤害生命恢复降低10%,0,180000,0,1,2000,8,0,0,2,10020,4001,2000,0,27,1000,0,0,0,0,0,0,0,0,0,0,0,0
401101,眩晕2秒,0,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401102,减速30%,0,5000,0,0,0,1,0,0,2,10012,521,1500,0,522,-3000,0,0,0,0,0,0,0,0,0,0,0,0
401103,350%攻击护盾,0,10000,0,0,0,1,0,0,1,40110404,4311,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401104,400%攻击护盾,0,10000,0,0,0,1,0,0,1,40110404,4311,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401105,450%攻击护盾,0,10000,0,0,0,1,0,0,1,40110404,4311,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401201,缠绕并受到伤害,1,3000,0,0,0,1,0,0,2,40120103,4110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401202,80%反伤害盾,1,8000,0,0,0,1,0,0,1,40120304,4401,8000,0,4402,8000,0,0,0,0,0,0,0,0,0,0,0,0
401203,80%反伤害盾,1,8000,0,0,0,1,0,0,1,40120304,4401,12000,0,4402,12000,0,0,0,0,0,0,0,0,0,0,0,0
401204,缠绕受到伤害,1,3000,0,1,1000,1,0,0,2,0,4001,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401301,减速10%,0,10000,0,0,0,1,0,0,2,10012,522,-1000,0,521,500,0,0,0,0,0,0,0,0,0,0,0,0
401302,中毒每秒损失30%攻击力的生命值,0,10000,0,1,1000,1,0,0,2,10020,4001,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401501,2%攻击力2%防御力,1,20000,0,0,0,100,0,0,1,10001,502,200,0,503,200,0,0,0,0,0,0,0,0,0,0,0,0
401502,4%攻击力4%防御力,1,20000,0,0,0,100,0,0,1,10001,502,400,0,503,400,0,0,0,0,0,0,0,0,0,0,0,0
401503,6%攻击力6%防御力,1,20000,0,0,0,100,0,0,1,10001,502,600,0,503,600,0,0,0,0,0,0,0,0,0,0,0,0
401504,移速降低20%攻速降低20%,1,5000,0,0,0,1,0,0,2,10012,521,1000,0,522,-2000,0,0,0,0,0,0,0,0,0,0,0,0
401505,移速降低30%攻速降低30%,1,5000,0,0,0,1,0,0,2,10012,521,1500,0,522,-3000,0,0,0,0,0,0,0,0,0,0,0,0
401508,隐身15秒,0,15000,0,0,0,1,0,0,1,0,4108,15,0,4115,15,0,0,0,0,0,0,0,0,0,0,0,0
401509,300%护盾,0,15000,0,0,0,1,0,0,1,40150404,4311,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401510,200%护盾,0,15000,0,0,0,1,0,0,1,40150404,4311,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401511,每秒25%攻击力伤害,1,5000,0,1,1000,1,0,0,2,0,4001,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401512,每秒30%攻击力伤害,1,5000,0,1,1000,1,0,0,2,0,4001,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401513,2秒晕眩,0,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401514,上身特效,0,15000,0,0,0,1,0,0,1,40150403,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500101,降低能量转化率,2,2000,0,0,0,1,0,0,2,0,4501,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500102,降低能量转化率,2,5000,0,0,0,1,0,0,2,0,4501,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500103,昏迷2秒,0,2000,0,0,0,1,0,0,2,10015,4114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500104,昏迷3秒,0,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500105,8%免伤,2,1800000,0,0,0,4,0,0,1,0,38,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500106,8%免伤3%攻击,2,1800000,0,0,0,4,0,0,1,0,38,800,0,502,300,0,0,0,0,0,0,0,0,0,0,0,0
500107,8%免伤4%攻击,2,1800000,0,0,0,4,0,0,1,0,38,800,0,502,400,0,0,0,0,0,0,0,0,0,0,0,0
500108,无法被选中,2,2000,0,0,0,1,0,0,1,0,4135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500201,280%攻击力护盾,1,10000,0,0,0,1,0,0,1,50020204,4311,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500202,320%攻击力护盾,1,10000,0,0,0,1,0,0,1,50020204,4311,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500203,昏迷3秒,0,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500204,360%攻击力护盾,1,10000,0,0,0,1,0,0,1,50020204,4311,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500205,昏迷4秒,0,4000,0,0,0,1,0,0,2,10015,4114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500206,伤害转移30%,1,180000,0,0,0,1,0,0,2,50020302,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500207,35%急速,2,8000,0,0,0,1,0,0,1,10011,521,-3500,0,522,3500,0,0,0,0,0,0,0,0,0,0,0,0
500208,免疫控制,2,4000,0,0,0,1,0,0,1,0,4127,4,0,4125,4,0,4134,4,0,0,0,0,0,0,0,0,0
500209,35%急速,2,10000,0,0,0,1,0,0,1,10011,521,-3500,0,522,3500,0,0,0,0,0,0,0,0,0,0,0,0
500301,20秒定时炸弹,0,20000,0,0,0,1,0,0,2,50030104,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500302,昏迷3秒,0,3000,0,0,0,1,0,0,2,10015,4114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500303,降低能量转化率,0,9000,0,0,0,1,0,0,2,0,4501,-10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500304,每秒3%生命值,2,1800000,0,1,1000,1,0,0,1,0,4012,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
