id,lv_limits,stage,level,advanced_group,cost_item1,cost_num1,cost_item2,cost_num2,slot_type1,slot_value1,slot_type2,slot_value2,slot_type3,slot_value3,slot_type4,slot_value4,slot_type5,slot_value5,slot_type6,slot_value6,slot_type7,slot_value7,fight1,fight2,fight3,fight4,fight5,fight6,fight7
176,0,3,26,0,91000031,5400,0,0,6,146650,7,14670,8,14670,9,29330,10,29330,29,14670,30,14670,2933000,1467000,1467000,1466500,1466500,1467000,1467000
177,0,3,27,0,91000031,5500,0,0,6,147820,7,14790,8,14790,9,29570,10,29570,29,14790,30,14790,2956400,1479000,1479000,1478500,1478500,1479000,1479000
178,0,3,28,0,91000031,5600,0,0,6,149000,7,14910,8,14910,9,29810,10,29810,29,14910,30,14910,2980000,1491000,1491000,1490500,1490500,1491000,1491000
179,0,3,29,0,91000031,5600,0,0,6,150180,7,15020,8,15020,9,30040,10,30040,29,15020,30,15020,3003600,1502000,1502000,1502000,1502000,1502000,1502000
180,0,3,30,0,91000031,5700,0,0,6,151360,7,15140,8,15140,9,30280,10,30280,29,15140,30,15140,3027200,1514000,1514000,1514000,1514000,1514000,1514000
181,0,3,31,0,91000031,5800,0,0,6,152550,7,15260,8,15260,9,30510,10,30510,29,15260,30,15260,3051000,1526000,1526000,1525500,1525500,1526000,1526000
182,0,3,32,0,91000031,5900,0,0,6,153730,7,15380,8,15380,9,30750,10,30750,29,15380,30,15380,3074600,1538000,1538000,1537500,1537500,1538000,1538000
183,0,3,33,0,91000031,6000,0,0,6,154920,7,15500,8,15500,9,30990,10,30990,29,15500,30,15500,3098400,1550000,1550000,1549500,1549500,1550000,1550000
184,0,3,34,0,91000031,6100,0,0,6,156120,7,15620,8,15620,9,31230,10,31230,29,15620,30,15620,3122400,1562000,1562000,1561500,1561500,1562000,1562000
185,0,3,35,0,91000031,6100,0,0,6,157310,7,15740,8,15740,9,31470,10,31470,29,15740,30,15740,3146200,1574000,1574000,1573500,1573500,1574000,1574000
186,0,3,36,0,91000031,6200,0,0,6,158510,7,15860,8,15860,9,31710,10,31710,29,15860,30,15860,3170200,1586000,1586000,1585500,1585500,1586000,1586000
187,0,3,37,0,91000031,6300,0,0,6,159710,7,15980,8,15980,9,31950,10,31950,29,15980,30,15980,3194200,1598000,1598000,1597500,1597500,1598000,1598000
188,0,3,38,0,91000031,6400,0,0,6,160910,7,16100,8,16100,9,32190,10,32190,29,16100,30,16100,3218200,1610000,1610000,1609500,1609500,1610000,1610000
189,0,3,39,0,91000031,6500,0,0,6,162120,7,16220,8,16220,9,32430,10,32430,29,16220,30,16220,3242400,1622000,1622000,1621500,1621500,1622000,1622000
190,0,3,40,0,91000031,6600,0,0,6,163330,7,16340,8,16340,9,32670,10,32670,29,16340,30,16340,3266600,1634000,1634000,1633500,1633500,1634000,1634000
191,0,3,41,0,91000031,6600,0,0,6,164540,7,16460,8,16460,9,32910,10,32910,29,16460,30,16460,3290800,1646000,1646000,1645500,1645500,1646000,1646000
192,0,3,42,0,91000031,6700,0,0,6,165750,7,16580,8,16580,9,33160,10,33160,29,16580,30,16580,3315000,1658000,1658000,1658000,1658000,1658000,1658000
193,0,3,43,0,91000031,6800,0,0,6,166970,7,16700,8,16700,9,33400,10,33400,29,16700,30,16700,3339400,1670000,1670000,1670000,1670000,1670000,1670000
194,0,3,44,0,91000031,6900,0,0,6,168190,7,16820,8,16820,9,33640,10,33640,29,16820,30,16820,3363800,1682000,1682000,1682000,1682000,1682000,1682000
195,0,3,45,0,91000031,7000,0,0,6,169410,7,16950,8,16950,9,33890,10,33890,29,16950,30,16950,3388200,1695000,1695000,1694500,1694500,1695000,1695000
196,0,3,46,0,91000031,7100,0,0,6,170630,7,17070,8,17070,9,34130,10,34130,29,17070,30,17070,3412600,1707000,1707000,1706500,1706500,1707000,1707000
197,0,3,47,0,91000031,7100,0,0,6,171860,7,17190,8,17190,9,34380,10,34380,29,17190,30,17190,3437200,1719000,1719000,1719000,1719000,1719000,1719000
198,0,3,48,0,91000031,7200,0,0,6,173090,7,17310,8,17310,9,34620,10,34620,29,17310,30,17310,3461800,1731000,1731000,1731000,1731000,1731000,1731000
199,0,3,49,0,91000031,7300,0,0,6,174320,7,17440,8,17440,9,34870,10,34870,29,17440,30,17440,3486400,1744000,1744000,1743500,1743500,1744000,1744000
200,0,3,50,4,91000031,7400,0,0,6,175550,7,17560,8,17560,9,35120,10,35120,29,17560,30,17560,3511000,1756000,1756000,1756000,1756000,1756000,1756000
201,0,4,1,0,91000031,5000,0,0,6,176790,7,17680,8,17680,9,35360,10,35360,29,17680,30,17680,3535800,1768000,1768000,1768000,1768000,1768000,1768000
202,0,4,2,0,91000031,5100,0,0,6,178020,7,17810,8,17810,9,35610,10,35610,29,17810,30,17810,3560400,1781000,1781000,1780500,1780500,1781000,1781000
203,0,4,3,0,91000031,5100,0,0,6,179270,7,17930,8,17930,9,35860,10,35860,29,17930,30,17930,3585400,1793000,1793000,1793000,1793000,1793000,1793000
204,0,4,4,0,91000031,5200,0,0,6,180510,7,18060,8,18060,9,36110,10,36110,29,18060,30,18060,3610200,1806000,1806000,1805500,1805500,1806000,1806000
205,0,4,5,0,91000031,5300,0,0,6,181750,7,18180,8,18180,9,36360,10,36360,29,18180,30,18180,3635000,1818000,1818000,1818000,1818000,1818000,1818000
206,0,4,6,0,91000031,5400,0,0,6,183000,7,18310,8,18310,9,36610,10,36610,29,18310,30,18310,3660000,1831000,1831000,1830500,1830500,1831000,1831000
207,0,4,7,0,91000031,5500,0,0,6,184250,7,18430,8,18430,9,36860,10,36860,29,18430,30,18430,3685000,1843000,1843000,1843000,1843000,1843000,1843000
208,0,4,8,0,91000031,5600,0,0,6,185510,7,18560,8,18560,9,37110,10,37110,29,18560,30,18560,3710200,1856000,1856000,1855500,1855500,1856000,1856000
209,0,4,9,0,91000031,5600,0,0,6,186760,7,18680,8,18680,9,37360,10,37360,29,18680,30,18680,3735200,1868000,1868000,1868000,1868000,1868000,1868000
210,0,4,10,0,91000031,5700,0,0,6,188020,7,18810,8,18810,9,37610,10,37610,29,18810,30,18810,3760400,1881000,1881000,1880500,1880500,1881000,1881000
211,0,4,11,0,91000031,5800,0,0,6,189280,7,18930,8,18930,9,37860,10,37860,29,18930,30,18930,3785600,1893000,1893000,1893000,1893000,1893000,1893000
212,0,4,12,0,91000031,5900,0,0,6,190540,7,19060,8,19060,9,38110,10,38110,29,19060,30,19060,3810800,1906000,1906000,1905500,1905500,1906000,1906000
213,0,4,13,0,91000031,6000,0,0,6,191810,7,19190,8,19190,9,38370,10,38370,29,19190,30,19190,3836200,1919000,1919000,1918500,1918500,1919000,1919000
214,0,4,14,0,91000031,6100,0,0,6,193080,7,19310,8,19310,9,38620,10,38620,29,19310,30,19310,3861600,1931000,1931000,1931000,1931000,1931000,1931000
215,0,4,15,0,91000031,6100,0,0,6,194350,7,19440,8,19440,9,38870,10,38870,29,19440,30,19440,3887000,1944000,1944000,1943500,1943500,1944000,1944000
216,0,4,16,0,91000031,6200,0,0,6,195620,7,19570,8,19570,9,39130,10,39130,29,19570,30,19570,3912400,1957000,1957000,1956500,1956500,1957000,1957000
217,0,4,17,0,91000031,6300,0,0,6,196890,7,19690,8,19690,9,39380,10,39380,29,19690,30,19690,3937800,1969000,1969000,1969000,1969000,1969000,1969000
218,0,4,18,0,91000031,6400,0,0,6,198170,7,19820,8,19820,9,39640,10,39640,29,19820,30,19820,3963400,1982000,1982000,1982000,1982000,1982000,1982000
219,0,4,19,0,91000031,6500,0,0,6,199450,7,19950,8,19950,9,39890,10,39890,29,19950,30,19950,3989000,1995000,1995000,1994500,1994500,1995000,1995000
220,0,4,20,0,91000031,6600,0,0,6,200730,7,20080,8,20080,9,40150,10,40150,29,20080,30,20080,4014600,2008000,2008000,2007500,2007500,2008000,2008000
221,0,4,21,0,91000031,6600,0,0,6,202020,7,20210,8,20210,9,40410,10,40410,29,20210,30,20210,4040400,2021000,2021000,2020500,2020500,2021000,2021000
222,0,4,22,0,91000031,6700,0,0,6,203300,7,20340,8,20340,9,40670,10,40670,29,20340,30,20340,4066000,2034000,2034000,2033500,2033500,2034000,2034000
223,0,4,23,0,91000031,6800,0,0,6,204590,7,20460,8,20460,9,40920,10,40920,29,20460,30,20460,4091800,2046000,2046000,2046000,2046000,2046000,2046000
224,0,4,24,0,91000031,6900,0,0,6,205880,7,20590,8,20590,9,41180,10,41180,29,20590,30,20590,4117600,2059000,2059000,2059000,2059000,2059000,2059000
225,0,4,25,0,91000031,7000,0,0,6,207180,7,20720,8,20720,9,41440,10,41440,29,20720,30,20720,4143600,2072000,2072000,2072000,2072000,2072000,2072000
226,0,4,26,0,91000031,7100,0,0,6,208470,7,20850,8,20850,9,41700,10,41700,29,20850,30,20850,4169400,2085000,2085000,2085000,2085000,2085000,2085000
227,0,4,27,0,91000031,7100,0,0,6,209770,7,20980,8,20980,9,41960,10,41960,29,20980,30,20980,4195400,2098000,2098000,2098000,2098000,2098000,2098000
228,0,4,28,0,91000031,7200,0,0,6,211070,7,21110,8,21110,9,42220,10,42220,29,21110,30,21110,4221400,2111000,2111000,2111000,2111000,2111000,2111000
229,0,4,29,0,91000031,7300,0,0,6,212370,7,21240,8,21240,9,42480,10,42480,29,21240,30,21240,4247400,2124000,2124000,2124000,2124000,2124000,2124000
230,0,4,30,0,91000031,7400,0,0,6,213680,7,21370,8,21370,9,42740,10,42740,29,21370,30,21370,4273600,2137000,2137000,2137000,2137000,2137000,2137000
231,0,4,31,0,91000031,7500,0,0,6,214980,7,21500,8,21500,9,43000,10,43000,29,21500,30,21500,4299600,2150000,2150000,2150000,2150000,2150000,2150000
232,0,4,32,0,91000031,7600,0,0,6,216290,7,21630,8,21630,9,43260,10,43260,29,21630,30,21630,4325800,2163000,2163000,2163000,2163000,2163000,2163000
233,0,4,33,0,91000031,7600,0,0,6,217610,7,21770,8,21770,9,43530,10,43530,29,21770,30,21770,4352200,2177000,2177000,2176500,2176500,2177000,2177000
234,0,4,34,0,91000031,7700,0,0,6,218920,7,21900,8,21900,9,43790,10,43790,29,21900,30,21900,4378400,2190000,2190000,2189500,2189500,2190000,2190000
235,0,4,35,0,91000031,7800,0,0,6,220240,7,22030,8,22030,9,44050,10,44050,29,22030,30,22030,4404800,2203000,2203000,2202500,2202500,2203000,2203000
236,0,4,36,0,91000031,7900,0,0,6,221550,7,22160,8,22160,9,44320,10,44320,29,22160,30,22160,4431000,2216000,2216000,2216000,2216000,2216000,2216000
237,0,4,37,0,91000031,8000,0,0,6,222880,7,22290,8,22290,9,44580,10,44580,29,22290,30,22290,4457600,2229000,2229000,2229000,2229000,2229000,2229000
238,0,4,38,0,91000031,8000,0,0,6,224200,7,22420,8,22420,9,44840,10,44840,29,22420,30,22420,4484000,2242000,2242000,2242000,2242000,2242000,2242000
239,0,4,39,0,91000031,8100,0,0,6,225520,7,22560,8,22560,9,45110,10,45110,29,22560,30,22560,4510400,2256000,2256000,2255500,2255500,2256000,2256000
240,0,4,40,0,91000031,8200,0,0,6,226850,7,22690,8,22690,9,45380,10,45380,29,22690,30,22690,4537000,2269000,2269000,2269000,2269000,2269000,2269000
241,0,4,41,0,91000031,8300,0,0,6,228180,7,22820,8,22820,9,45640,10,45640,29,22820,30,22820,4563600,2282000,2282000,2282000,2282000,2282000,2282000
242,0,4,42,0,91000031,8400,0,0,6,229510,7,22960,8,22960,9,45910,10,45910,29,22960,30,22960,4590200,2296000,2296000,2295500,2295500,2296000,2296000
243,0,4,43,0,91000031,8500,0,0,6,230850,7,23090,8,23090,9,46170,10,46170,29,23090,30,23090,4617000,2309000,2309000,2308500,2308500,2309000,2309000
244,0,4,44,0,91000031,8500,0,0,6,232180,7,23220,8,23220,9,46440,10,46440,29,23220,30,23220,4643600,2322000,2322000,2322000,2322000,2322000,2322000
245,0,4,45,0,91000031,8600,0,0,6,233520,7,23360,8,23360,9,46710,10,46710,29,23360,30,23360,4670400,2336000,2336000,2335500,2335500,2336000,2336000
246,0,4,46,0,91000031,8700,0,0,6,234860,7,23490,8,23490,9,46980,10,46980,29,23490,30,23490,4697200,2349000,2349000,2349000,2349000,2349000,2349000
247,0,4,47,0,91000031,8800,0,0,6,236210,7,23630,8,23630,9,47250,10,47250,29,23630,30,23630,4724200,2363000,2363000,2362500,2362500,2363000,2363000
248,0,4,48,0,91000031,8900,0,0,6,237550,7,23760,8,23760,9,47520,10,47520,29,23760,30,23760,4751000,2376000,2376000,2376000,2376000,2376000,2376000
249,0,4,49,0,91000031,9000,0,0,6,238900,7,23890,8,23890,9,47780,10,47780,29,23890,30,23890,4778000,2389000,2389000,2389000,2389000,2389000,2389000
250,0,4,50,5,91000031,9000,0,0,6,240250,7,24030,8,24030,9,48050,10,48050,29,24030,30,24030,4805000,2403000,2403000,2402500,2402500,2403000,2403000
251,0,5,1,0,91000031,7100,0,0,6,241600,7,24160,8,24160,9,48320,10,48320,29,24160,30,24160,4832000,2416000,2416000,2416000,2416000,2416000,2416000
252,0,5,2,0,91000031,7100,0,0,6,242950,7,24300,8,24300,9,48600,10,48600,29,24300,30,24300,4859000,2430000,2430000,2430000,2430000,2430000,2430000
253,0,5,3,0,91000031,7200,0,0,6,244310,7,24440,8,24440,9,48870,10,48870,29,24440,30,24440,4886200,2444000,2444000,2443500,2443500,2444000,2444000
254,0,5,4,0,91000031,7300,0,0,6,245670,7,24570,8,24570,9,49140,10,49140,29,24570,30,24570,4913400,2457000,2457000,2457000,2457000,2457000,2457000
255,0,5,5,0,91000031,7400,0,0,6,247030,7,24710,8,24710,9,49410,10,49410,29,24710,30,24710,4940600,2471000,2471000,2470500,2470500,2471000,2471000
256,0,5,6,0,91000031,7500,0,0,6,248390,7,24840,8,24840,9,49680,10,49680,29,24840,30,24840,4967800,2484000,2484000,2484000,2484000,2484000,2484000
257,0,5,7,0,91000031,7600,0,0,6,249750,7,24980,8,24980,9,49960,10,49960,29,24980,30,24980,4995000,2498000,2498000,2498000,2498000,2498000,2498000
258,0,5,8,0,91000031,7600,0,0,6,251120,7,25120,8,25120,9,50230,10,50230,29,25120,30,25120,5022400,2512000,2512000,2511500,2511500,2512000,2512000
259,0,5,9,0,91000031,7700,0,0,6,252490,7,25250,8,25250,9,50500,10,50500,29,25250,30,25250,5049800,2525000,2525000,2525000,2525000,2525000,2525000
260,0,5,10,0,91000031,7800,0,0,6,253860,7,25390,8,25390,9,50780,10,50780,29,25390,30,25390,5077200,2539000,2539000,2539000,2539000,2539000,2539000
261,0,5,11,0,91000031,7900,0,0,6,255230,7,25530,8,25530,9,51050,10,51050,29,25530,30,25530,5104600,2553000,2553000,2552500,2552500,2553000,2553000
262,0,5,12,0,91000031,8000,0,0,6,256610,7,25670,8,25670,9,51330,10,51330,29,25670,30,25670,5132200,2567000,2567000,2566500,2566500,2567000,2567000
263,0,5,13,0,91000031,8000,0,0,6,257990,7,25800,8,25800,9,51600,10,51600,29,25800,30,25800,5159800,2580000,2580000,2580000,2580000,2580000,2580000
264,0,5,14,0,91000031,8100,0,0,6,259370,7,25940,8,25940,9,51880,10,51880,29,25940,30,25940,5187400,2594000,2594000,2594000,2594000,2594000,2594000
265,0,5,15,0,91000031,8200,0,0,6,260750,7,26080,8,26080,9,52150,10,52150,29,26080,30,26080,5215000,2608000,2608000,2607500,2607500,2608000,2608000
266,0,5,16,0,91000031,8300,0,0,6,262130,7,26220,8,26220,9,52430,10,52430,29,26220,30,26220,5242600,2622000,2622000,2621500,2621500,2622000,2622000
267,0,5,17,0,91000031,8400,0,0,6,263520,7,26360,8,26360,9,52710,10,52710,29,26360,30,26360,5270400,2636000,2636000,2635500,2635500,2636000,2636000
268,0,5,18,0,91000031,8500,0,0,6,264900,7,26500,8,26500,9,52990,10,52990,29,26500,30,26500,5298000,2650000,2650000,2649500,2649500,2650000,2650000
269,0,5,19,0,91000031,8500,0,0,6,266290,7,26630,8,26630,9,53260,10,53260,29,26630,30,26630,5325800,2663000,2663000,2663000,2663000,2663000,2663000
270,0,5,20,0,91000031,8600,0,0,6,267690,7,26770,8,26770,9,53540,10,53540,29,26770,30,26770,5353800,2677000,2677000,2677000,2677000,2677000,2677000
271,0,5,21,0,91000031,8700,0,0,6,269080,7,26910,8,26910,9,53820,10,53820,29,26910,30,26910,5381600,2691000,2691000,2691000,2691000,2691000,2691000
272,0,5,22,0,91000031,8800,0,0,6,270480,7,27050,8,27050,9,54100,10,54100,29,27050,30,27050,5409600,2705000,2705000,2705000,2705000,2705000,2705000
273,0,5,23,0,91000031,8900,0,0,6,271870,7,27190,8,27190,9,54380,10,54380,29,27190,30,27190,5437400,2719000,2719000,2719000,2719000,2719000,2719000
274,0,5,24,0,91000031,9000,0,0,6,273270,7,27330,8,27330,9,54660,10,54660,29,27330,30,27330,5465400,2733000,2733000,2733000,2733000,2733000,2733000
275,0,5,25,0,91000031,9000,0,0,6,274680,7,27470,8,27470,9,54940,10,54940,29,27470,30,27470,5493600,2747000,2747000,2747000,2747000,2747000,2747000
276,0,5,26,0,91000031,9100,0,0,6,276080,7,27610,8,27610,9,55220,10,55220,29,27610,30,27610,5521600,2761000,2761000,2761000,2761000,2761000,2761000
277,0,5,27,0,91000031,9200,0,0,6,277490,7,27750,8,27750,9,55500,10,55500,29,27750,30,27750,5549800,2775000,2775000,2775000,2775000,2775000,2775000
278,0,5,28,0,91000031,9300,0,0,6,278900,7,27890,8,27890,9,55780,10,55780,29,27890,30,27890,5578000,2789000,2789000,2789000,2789000,2789000,2789000
279,0,5,29,0,91000031,9400,0,0,6,280310,7,28040,8,28040,9,56070,10,56070,29,28040,30,28040,5606200,2804000,2804000,2803500,2803500,2804000,2804000
280,0,5,30,0,91000031,9500,0,0,6,281720,7,28180,8,28180,9,56350,10,56350,29,28180,30,28180,5634400,2818000,2818000,2817500,2817500,2818000,2818000
281,0,5,31,0,91000031,9500,0,0,6,283130,7,28320,8,28320,9,56630,10,56630,29,28320,30,28320,5662600,2832000,2832000,2831500,2831500,2832000,2832000
282,0,5,32,0,91000031,9600,0,0,6,284550,7,28460,8,28460,9,56910,10,56910,29,28460,30,28460,5691000,2846000,2846000,2845500,2845500,2846000,2846000
283,0,5,33,0,91000031,9700,0,0,6,285970,7,28600,8,28600,9,57200,10,57200,29,28600,30,28600,5719400,2860000,2860000,2860000,2860000,2860000,2860000
284,0,5,34,0,91000031,9800,0,0,6,287390,7,28740,8,28740,9,57480,10,57480,29,28740,30,28740,5747800,2874000,2874000,2874000,2874000,2874000,2874000
285,0,5,35,0,91000031,9900,0,0,6,288810,7,28890,8,28890,9,57770,10,57770,29,28890,30,28890,5776200,2889000,2889000,2888500,2888500,2889000,2889000
286,0,5,36,0,91000031,10000,0,0,6,290240,7,29030,8,29030,9,58050,10,58050,29,29030,30,29030,5804800,2903000,2903000,2902500,2902500,2903000,2903000
287,0,5,37,0,91000031,10000,0,0,6,291660,7,29170,8,29170,9,58340,10,58340,29,29170,30,29170,5833200,2917000,2917000,2917000,2917000,2917000,2917000
288,0,5,38,0,91000031,10000,0,0,6,293090,7,29310,8,29310,9,58620,10,58620,29,29310,30,29310,5861800,2931000,2931000,2931000,2931000,2931000,2931000
289,0,5,39,0,91000031,10000,0,0,6,294520,7,29460,8,29460,9,58910,10,58910,29,29460,30,29460,5890400,2946000,2946000,2945500,2945500,2946000,2946000
290,0,5,40,0,91000031,10000,0,0,6,295950,7,29600,8,29600,9,59200,10,59200,29,29600,30,29600,5919000,2960000,2960000,2960000,2960000,2960000,2960000
291,0,5,41,0,91000031,10000,0,0,6,297390,7,29740,8,29740,9,59480,10,59480,29,29740,30,29740,5947800,2974000,2974000,2974000,2974000,2974000,2974000
292,0,5,42,0,91000031,10000,0,0,6,298820,7,29890,8,29890,9,59770,10,59770,29,29890,30,29890,5976400,2989000,2989000,2988500,2988500,2989000,2989000
293,0,5,43,0,91000031,11000,0,0,6,300260,7,30030,8,30030,9,60060,10,60060,29,30030,30,30030,6005200,3003000,3003000,3003000,3003000,3003000,3003000
294,0,5,44,0,91000031,11000,0,0,6,301700,7,30180,8,30180,9,60350,10,60350,29,30180,30,30180,6034000,3018000,3018000,3017500,3017500,3018000,3018000
295,0,5,45,0,91000031,11000,0,0,6,303150,7,30320,8,30320,9,60630,10,60630,29,30320,30,30320,6063000,3032000,3032000,3031500,3031500,3032000,3032000
296,0,5,46,0,91000031,11000,0,0,6,304590,7,30460,8,30460,9,60920,10,60920,29,30460,30,30460,6091800,3046000,3046000,3046000,3046000,3046000,3046000
297,0,5,47,0,91000031,11000,0,0,6,306040,7,30610,8,30610,9,61210,10,61210,29,30610,30,30610,6120800,3061000,3061000,3060500,3060500,3061000,3061000
298,0,5,48,0,91000031,11000,0,0,6,307480,7,30750,8,30750,9,61500,10,61500,29,30750,30,30750,6149600,3075000,3075000,3075000,3075000,3075000,3075000
299,0,5,49,0,91000031,11000,0,0,6,308930,7,30900,8,30900,9,61790,10,61790,29,30900,30,30900,6178600,3090000,3090000,3089500,3089500,3090000,3090000
300,0,5,50,6,91000031,11000,0,0,6,310390,7,31040,8,31040,9,62080,10,62080,29,31040,30,31040,6207800,3104000,3104000,3104000,3104000,3104000,3104000
301,0,6,1,0,91000031,10000,0,0,6,311840,7,31190,8,31190,9,62370,10,62370,29,31190,30,31190,6236800,3119000,3119000,3118500,3118500,3119000,3119000
302,0,6,2,0,91000031,10000,0,0,6,313300,7,31330,8,31330,9,62660,10,62660,29,31330,30,31330,6266000,3133000,3133000,3133000,3133000,3133000,3133000
303,0,6,3,0,91000031,10000,0,0,6,314750,7,31480,8,31480,9,62960,10,62960,29,31480,30,31480,6295000,3148000,3148000,3148000,3148000,3148000,3148000
304,0,6,4,0,91000031,10000,0,0,6,316210,7,31630,8,31630,9,63250,10,63250,29,31630,30,31630,6324200,3163000,3163000,3162500,3162500,3163000,3163000
305,0,6,5,0,91000031,10000,0,0,6,317680,7,31770,8,31770,9,63540,10,63540,29,31770,30,31770,6353600,3177000,3177000,3177000,3177000,3177000,3177000
306,0,6,6,0,91000031,10000,0,0,6,319140,7,31920,8,31920,9,63830,10,63830,29,31920,30,31920,6382800,3192000,3192000,3191500,3191500,3192000,3192000
307,0,6,7,0,91000031,10000,0,0,6,320610,7,32070,8,32070,9,64130,10,64130,29,32070,30,32070,6412200,3207000,3207000,3206500,3206500,3207000,3207000
308,0,6,8,0,91000031,11000,0,0,6,322070,7,32210,8,32210,9,64420,10,64420,29,32210,30,32210,6441400,3221000,3221000,3221000,3221000,3221000,3221000
309,0,6,9,0,91000031,11000,0,0,6,323540,7,32360,8,32360,9,64710,10,64710,29,32360,30,32360,6470800,3236000,3236000,3235500,3235500,3236000,3236000
310,0,6,10,0,91000031,11000,0,0,6,325010,7,32510,8,32510,9,65010,10,65010,29,32510,30,32510,6500200,3251000,3251000,3250500,3250500,3251000,3251000
311,0,6,11,0,91000031,11000,0,0,6,326490,7,32650,8,32650,9,65300,10,65300,29,32650,30,32650,6529800,3265000,3265000,3265000,3265000,3265000,3265000
312,0,6,12,0,91000031,11000,0,0,6,327960,7,32800,8,32800,9,65600,10,65600,29,32800,30,32800,6559200,3280000,3280000,3280000,3280000,3280000,3280000
313,0,6,13,0,91000031,11000,0,0,6,329440,7,32950,8,32950,9,65890,10,65890,29,32950,30,32950,6588800,3295000,3295000,3294500,3294500,3295000,3295000
314,0,6,14,0,91000031,11000,0,0,6,330920,7,33100,8,33100,9,66190,10,66190,29,33100,30,33100,6618400,3310000,3310000,3309500,3309500,3310000,3310000
315,0,6,15,0,91000031,11000,0,0,6,332400,7,33250,8,33250,9,66490,10,66490,29,33250,30,33250,6648000,3325000,3325000,3324500,3324500,3325000,3325000
316,0,6,16,0,91000031,11000,0,0,6,333880,7,33390,8,33390,9,66780,10,66780,29,33390,30,33390,6677600,3339000,3339000,3339000,3339000,3339000,3339000
317,0,6,17,0,91000031,11000,0,0,6,335370,7,33540,8,33540,9,67080,10,67080,29,33540,30,33540,6707400,3354000,3354000,3354000,3354000,3354000,3354000
318,0,6,18,0,91000031,11000,0,0,6,336850,7,33690,8,33690,9,67380,10,67380,29,33690,30,33690,6737000,3369000,3369000,3369000,3369000,3369000,3369000
319,0,6,19,0,91000031,11000,0,0,6,338340,7,33840,8,33840,9,67670,10,67670,29,33840,30,33840,6766800,3384000,3384000,3383500,3383500,3384000,3384000
320,0,6,20,0,91000031,12000,0,0,6,339830,7,33990,8,33990,9,67970,10,67970,29,33990,30,33990,6796600,3399000,3399000,3398500,3398500,3399000,3399000
321,0,6,21,0,91000031,12000,0,0,6,341330,7,34140,8,34140,9,68270,10,68270,29,34140,30,34140,6826600,3414000,3414000,3413500,3413500,3414000,3414000
322,0,6,22,0,91000031,12000,0,0,6,342820,7,34290,8,34290,9,68570,10,68570,29,34290,30,34290,6856400,3429000,3429000,3428500,3428500,3429000,3429000
323,0,6,23,0,91000031,12000,0,0,6,344320,7,34440,8,34440,9,68870,10,68870,29,34440,30,34440,6886400,3444000,3444000,3443500,3443500,3444000,3444000
324,0,6,24,0,91000031,12000,0,0,6,345810,7,34590,8,34590,9,69170,10,69170,29,34590,30,34590,6916200,3459000,3459000,3458500,3458500,3459000,3459000
325,0,6,25,0,91000031,12000,0,0,6,347310,7,34740,8,34740,9,69470,10,69470,29,34740,30,34740,6946200,3474000,3474000,3473500,3473500,3474000,3474000
326,0,6,26,0,91000031,12000,0,0,6,348810,7,34890,8,34890,9,69770,10,69770,29,34890,30,34890,6976200,3489000,3489000,3488500,3488500,3489000,3489000
327,0,6,27,0,91000031,12000,0,0,6,350320,7,35040,8,35040,9,70070,10,70070,29,35040,30,35040,7006400,3504000,3504000,3503500,3503500,3504000,3504000
328,0,6,28,0,91000031,12000,0,0,6,351820,7,35190,8,35190,9,70370,10,70370,29,35190,30,35190,7036400,3519000,3519000,3518500,3518500,3519000,3519000
329,0,6,29,0,91000031,12000,0,0,6,353330,7,35340,8,35340,9,70670,10,70670,29,35340,30,35340,7066600,3534000,3534000,3533500,3533500,3534000,3534000
330,0,6,30,0,91000031,12000,0,0,6,354840,7,35490,8,35490,9,70970,10,70970,29,35490,30,35490,7096800,3549000,3549000,3548500,3548500,3549000,3549000
331,0,6,31,0,91000031,12000,0,0,6,356350,7,35640,8,35640,9,71270,10,71270,29,35640,30,35640,7127000,3564000,3564000,3563500,3563500,3564000,3564000
332,0,6,32,0,91000031,13000,0,0,6,357860,7,35790,8,35790,9,71580,10,71580,29,35790,30,35790,7157200,3579000,3579000,3579000,3579000,3579000,3579000
333,0,6,33,0,91000031,13000,0,0,6,359380,7,35940,8,35940,9,71880,10,71880,29,35940,30,35940,7187600,3594000,3594000,3594000,3594000,3594000,3594000
334,0,6,34,0,91000031,13000,0,0,6,360890,7,36090,8,36090,9,72180,10,72180,29,36090,30,36090,7217800,3609000,3609000,3609000,3609000,3609000,3609000
335,0,6,35,0,91000031,13000,0,0,6,362410,7,36250,8,36250,9,72490,10,72490,29,36250,30,36250,7248200,3625000,3625000,3624500,3624500,3625000,3625000
336,0,6,36,0,91000031,13000,0,0,6,363930,7,36400,8,36400,9,72790,10,72790,29,36400,30,36400,7278600,3640000,3640000,3639500,3639500,3640000,3640000
337,0,6,37,0,91000031,13000,0,0,6,365450,7,36550,8,36550,9,73100,10,73100,29,36550,30,36550,7309000,3655000,3655000,3655000,3655000,3655000,3655000
338,0,6,38,0,91000031,13000,0,0,6,366980,7,36700,8,36700,9,73400,10,73400,29,36700,30,36700,7339600,3670000,3670000,3670000,3670000,3670000,3670000
339,0,6,39,0,91000031,13000,0,0,6,368500,7,36860,8,36860,9,73710,10,73710,29,36860,30,36860,7370000,3686000,3686000,3685500,3685500,3686000,3686000
