taskid,system,group,preposegroup,condition,position,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,prepose,itemlv1,numlv1,itemlv2,numlv2,itemlv3,numlv3,itemlv4,numlv4,itemlv5,numlv5
101703,1,1017,1016,0,2,通关冒险关卡17-8,42,600,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101704,1,1017,1016,0,2,通关冒险关卡17-12,42,604,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101705,1,1017,1016,0,2,通关冒险关卡17-16,42,608,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101706,1,1017,1016,0,2,通关冒险关卡17-20,42,612,0,0,0,91000002,20000,60210070,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101707,1,1017,1016,0,2,通关冒险关卡17-24,42,616,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101708,1,1017,1016,0,2,通关冒险关卡17-28,42,620,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101709,1,1017,1016,0,2,通关冒险关卡17-32,42,624,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101710,1,1017,1016,0,2,通关冒险关卡17-36,42,628,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101711,1,1017,1016,0,2,通关冒险关卡17-40,42,632,0,0,0,91000002,20000,60420070,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101801,1,1018,1017,0,1,通关冒险关卡第18章,43,18,0,0,0,91000022,120,42010002,16,11200401,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
101802,1,1018,1017,0,2,通关冒险关卡18-4,42,636,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101803,1,1018,1017,0,2,通关冒险关卡18-8,42,640,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101804,1,1018,1017,0,2,通关冒险关卡18-12,42,644,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101805,1,1018,1017,0,2,通关冒险关卡18-16,42,648,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101806,1,1018,1017,0,2,通关冒险关卡18-20,42,652,0,0,0,91000002,20000,60310080,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101807,1,1018,1017,0,2,通关冒险关卡18-24,42,656,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101808,1,1018,1017,0,2,通关冒险关卡18-28,42,660,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101809,1,1018,1017,0,2,通关冒险关卡18-32,42,664,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101810,1,1018,1017,0,2,通关冒险关卡18-36,42,668,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101811,1,1018,1017,0,2,通关冒险关卡18-40,42,672,0,0,0,91000002,20000,60210080,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101901,1,1019,1018,0,1,通关冒险关卡第19章,43,19,0,0,0,91000022,200,42010002,20,11400401,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
101902,1,1019,1018,0,2,通关冒险关卡19-4,42,676,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101903,1,1019,1018,0,2,通关冒险关卡19-8,42,680,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101904,1,1019,1018,0,2,通关冒险关卡19-12,42,684,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101905,1,1019,1018,0,2,通关冒险关卡19-16,42,688,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101906,1,1019,1018,0,2,通关冒险关卡19-20,42,692,0,0,0,91000002,20000,60110080,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
101907,1,1019,1018,0,2,通关冒险关卡19-24,42,696,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101908,1,1019,1018,0,2,通关冒险关卡19-28,42,700,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101909,1,1019,1018,0,2,通关冒险关卡19-32,42,704,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101910,1,1019,1018,0,2,通关冒险关卡19-36,42,708,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
101911,1,1019,1018,0,2,通关冒险关卡19-40,42,712,0,0,0,91000002,20000,60640080,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102001,1,1020,1019,0,1,通关冒险关卡第20章,43,20,0,0,0,91000022,200,42010002,20,11300401,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102002,1,1020,1019,0,2,通关冒险关卡20-4,42,716,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102003,1,1020,1019,0,2,通关冒险关卡20-8,42,720,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102004,1,1020,1019,0,2,通关冒险关卡20-12,42,724,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102005,1,1020,1019,0,2,通关冒险关卡20-16,42,728,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102006,1,1020,1019,0,2,通关冒险关卡20-20,42,732,0,0,0,91000002,20000,60440080,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102007,1,1020,1019,0,2,通关冒险关卡20-24,42,736,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102008,1,1020,1019,0,2,通关冒险关卡20-28,42,740,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102009,1,1020,1019,0,2,通关冒险关卡20-32,42,744,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102010,1,1020,1019,0,2,通关冒险关卡20-36,42,748,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102011,1,1020,1019,0,2,通关冒险关卡20-40,42,752,0,0,0,91000002,20000,60540080,1,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102012,1,1020,1019,0,2,通关冒险关卡20-44,42,756,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102013,1,1020,1019,0,2,通关冒险关卡20-48,42,760,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102014,1,1020,1019,0,2,通关冒险关卡20-52,42,764,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102015,1,1020,1019,0,2,通关冒险关卡20-56,42,768,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102016,1,1020,1019,0,2,通关冒险关卡20-60,42,772,0,0,0,91000002,20000,42010002,4,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102101,1,1021,1020,0,1,通关冒险关卡第21章,43,21,0,0,0,91000022,200,42010002,20,11100501,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102102,1,1021,1020,0,2,通关冒险关卡21-4,42,776,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102103,1,1021,1020,0,2,通关冒险关卡21-8,42,780,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102104,1,1021,1020,0,2,通关冒险关卡21-12,42,784,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102105,1,1021,1020,0,2,通关冒险关卡21-16,42,788,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102106,1,1021,1020,0,2,通关冒险关卡21-20,42,792,0,0,0,91000002,20000,42010002,4,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102107,1,1021,1020,0,2,通关冒险关卡21-24,42,796,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102108,1,1021,1020,0,2,通关冒险关卡21-28,42,800,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102109,1,1021,1020,0,2,通关冒险关卡21-32,42,804,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102110,1,1021,1020,0,2,通关冒险关卡21-36,42,808,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102111,1,1021,1020,0,2,通关冒险关卡21-40,42,812,0,0,0,91000002,20000,42010002,4,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102112,1,1021,1020,0,2,通关冒险关卡21-44,42,816,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102113,1,1021,1020,0,2,通关冒险关卡21-48,42,820,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102114,1,1021,1020,0,2,通关冒险关卡21-52,42,824,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102115,1,1021,1020,0,2,通关冒险关卡21-56,42,828,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102116,1,1021,1020,0,2,通关冒险关卡21-60,42,832,0,0,0,91000002,20000,42010002,4,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102201,1,1022,1021,0,1,通关冒险关卡第22章,43,22,0,0,0,91000022,200,42010002,20,11200501,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102202,1,1022,1021,0,2,通关冒险关卡22-4,42,836,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102203,1,1022,1021,0,2,通关冒险关卡22-8,42,840,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102204,1,1022,1021,0,2,通关冒险关卡22-12,42,844,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102205,1,1022,1021,0,2,通关冒险关卡22-16,42,848,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102206,1,1022,1021,0,2,通关冒险关卡22-20,42,852,0,0,0,91000002,20000,40000012,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102207,1,1022,1021,0,2,通关冒险关卡22-24,42,856,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102208,1,1022,1021,0,2,通关冒险关卡22-28,42,860,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102209,1,1022,1021,0,2,通关冒险关卡22-32,42,864,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102210,1,1022,1021,0,2,通关冒险关卡22-36,42,868,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102211,1,1022,1021,0,2,通关冒险关卡22-40,42,872,0,0,0,91000002,20000,40000013,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102212,1,1022,1021,0,2,通关冒险关卡22-44,42,876,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102213,1,1022,1021,0,2,通关冒险关卡22-48,42,880,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102214,1,1022,1021,0,2,通关冒险关卡22-52,42,884,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102215,1,1022,1021,0,2,通关冒险关卡22-56,42,888,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102216,1,1022,1021,0,2,通关冒险关卡22-60,42,892,0,0,0,91000002,20000,40000014,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102301,1,1023,1022,0,1,通关冒险关卡第23章,43,23,0,0,0,91000022,200,42010002,20,11400501,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102302,1,1023,1022,0,2,通关冒险关卡23-4,42,896,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102303,1,1023,1022,0,2,通关冒险关卡23-8,42,900,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102304,1,1023,1022,0,2,通关冒险关卡23-12,42,904,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102305,1,1023,1022,0,2,通关冒险关卡23-16,42,908,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102306,1,1023,1022,0,2,通关冒险关卡23-20,42,912,0,0,0,91000002,20000,40000015,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102307,1,1023,1022,0,2,通关冒险关卡23-24,42,916,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102308,1,1023,1022,0,2,通关冒险关卡23-28,42,920,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102309,1,1023,1022,0,2,通关冒险关卡23-32,42,924,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102310,1,1023,1022,0,2,通关冒险关卡23-36,42,928,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102311,1,1023,1022,0,2,通关冒险关卡23-40,42,932,0,0,0,91000002,20000,40000016,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102312,1,1023,1022,0,2,通关冒险关卡23-44,42,936,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102313,1,1023,1022,0,2,通关冒险关卡23-48,42,940,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102314,1,1023,1022,0,2,通关冒险关卡23-52,42,944,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102315,1,1023,1022,0,2,通关冒险关卡23-56,42,948,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102316,1,1023,1022,0,2,通关冒险关卡23-60,42,952,0,0,0,91000002,20000,40000017,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102401,1,1024,1023,0,1,通关冒险关卡第24章,43,24,0,0,0,91000022,200,42010002,20,11300501,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102402,1,1024,1023,0,2,通关冒险关卡24-4,42,956,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102403,1,1024,1023,0,2,通关冒险关卡24-8,42,960,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102404,1,1024,1023,0,2,通关冒险关卡24-12,42,964,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102405,1,1024,1023,0,2,通关冒险关卡24-16,42,968,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102406,1,1024,1023,0,2,通关冒险关卡24-20,42,972,0,0,0,91000002,20000,40000018,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102407,1,1024,1023,0,2,通关冒险关卡24-24,42,976,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102408,1,1024,1023,0,2,通关冒险关卡24-28,42,980,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102409,1,1024,1023,0,2,通关冒险关卡24-32,42,984,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102410,1,1024,1023,0,2,通关冒险关卡24-36,42,988,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102411,1,1024,1023,0,2,通关冒险关卡24-40,42,992,0,0,0,91000002,20000,40000012,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102412,1,1024,1023,0,2,通关冒险关卡24-44,42,996,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102413,1,1024,1023,0,2,通关冒险关卡24-48,42,1000,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102414,1,1024,1023,0,2,通关冒险关卡24-52,42,1004,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102415,1,1024,1023,0,2,通关冒险关卡24-56,42,1008,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102416,1,1024,1023,0,2,通关冒险关卡24-60,42,1012,0,0,0,91000002,20000,40000013,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102501,1,1025,1024,0,1,通关冒险关卡第25章,43,25,0,0,0,91000022,200,42010002,20,11100601,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102502,1,1025,1024,0,2,通关冒险关卡25-4,42,1016,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102503,1,1025,1024,0,2,通关冒险关卡25-8,42,1020,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102504,1,1025,1024,0,2,通关冒险关卡25-12,42,1024,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102505,1,1025,1024,0,2,通关冒险关卡25-16,42,1028,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102506,1,1025,1024,0,2,通关冒险关卡25-20,42,1032,0,0,0,91000002,20000,40000014,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102507,1,1025,1024,0,2,通关冒险关卡25-24,42,1036,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102508,1,1025,1024,0,2,通关冒险关卡25-28,42,1040,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102509,1,1025,1024,0,2,通关冒险关卡25-32,42,1044,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102510,1,1025,1024,0,2,通关冒险关卡25-36,42,1048,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102511,1,1025,1024,0,2,通关冒险关卡25-40,42,1052,0,0,0,91000002,20000,40000015,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102512,1,1025,1024,0,2,通关冒险关卡25-44,42,1056,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102513,1,1025,1024,0,2,通关冒险关卡25-48,42,1060,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102514,1,1025,1024,0,2,通关冒险关卡25-52,42,1064,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102515,1,1025,1024,0,2,通关冒险关卡25-56,42,1068,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102516,1,1025,1024,0,2,通关冒险关卡25-60,42,1072,0,0,0,91000002,20000,40000016,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102601,1,1026,1025,0,1,通关冒险关卡第26章,43,26,0,0,0,91000022,200,42010002,20,11200601,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102602,1,1026,1025,0,2,通关冒险关卡26-4,42,1076,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102603,1,1026,1025,0,2,通关冒险关卡26-8,42,1080,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102604,1,1026,1025,0,2,通关冒险关卡26-12,42,1084,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102605,1,1026,1025,0,2,通关冒险关卡26-16,42,1088,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102606,1,1026,1025,0,2,通关冒险关卡26-20,42,1092,0,0,0,91000002,20000,40000017,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102607,1,1026,1025,0,2,通关冒险关卡26-24,42,1096,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102608,1,1026,1025,0,2,通关冒险关卡26-28,42,1100,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102609,1,1026,1025,0,2,通关冒险关卡26-32,42,1104,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102610,1,1026,1025,0,2,通关冒险关卡26-36,42,1108,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102611,1,1026,1025,0,2,通关冒险关卡26-40,42,1112,0,0,0,91000002,20000,40000018,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102612,1,1026,1025,0,2,通关冒险关卡26-44,42,1116,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102613,1,1026,1025,0,2,通关冒险关卡26-48,42,1120,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102614,1,1026,1025,0,2,通关冒险关卡26-52,42,1124,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102615,1,1026,1025,0,2,通关冒险关卡26-56,42,1128,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102616,1,1026,1025,0,2,通关冒险关卡26-60,42,1132,0,0,0,91000002,20000,40000012,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102701,1,1027,1026,0,1,通关冒险关卡第27章,43,27,0,0,0,91000022,200,42010002,20,11400601,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102702,1,1027,1026,0,2,通关冒险关卡27-4,42,1136,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102703,1,1027,1026,0,2,通关冒险关卡27-8,42,1140,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102704,1,1027,1026,0,2,通关冒险关卡27-12,42,1144,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102705,1,1027,1026,0,2,通关冒险关卡27-16,42,1148,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102706,1,1027,1026,0,2,通关冒险关卡27-20,42,1152,0,0,0,91000002,20000,40000013,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102707,1,1027,1026,0,2,通关冒险关卡27-24,42,1156,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102708,1,1027,1026,0,2,通关冒险关卡27-28,42,1160,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102709,1,1027,1026,0,2,通关冒险关卡27-32,42,1164,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102710,1,1027,1026,0,2,通关冒险关卡27-36,42,1168,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102711,1,1027,1026,0,2,通关冒险关卡27-40,42,1172,0,0,0,91000002,20000,40000014,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102712,1,1027,1026,0,2,通关冒险关卡27-44,42,1176,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102713,1,1027,1026,0,2,通关冒险关卡27-48,42,1180,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102714,1,1027,1026,0,2,通关冒险关卡27-52,42,1184,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102715,1,1027,1026,0,2,通关冒险关卡27-56,42,1188,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102716,1,1027,1026,0,2,通关冒险关卡27-60,42,1192,0,0,0,91000002,20000,40000015,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102801,1,1028,1027,0,1,通关冒险关卡第28章,43,28,0,0,0,91000022,200,42010002,20,11300601,1,0,0,0,91000002,100000,0,0,0,0,0,0,0,0
102802,1,1028,1027,0,2,通关冒险关卡28-4,42,1196,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102803,1,1028,1027,0,2,通关冒险关卡28-8,42,1200,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102804,1,1028,1027,0,2,通关冒险关卡28-12,42,1204,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102805,1,1028,1027,0,2,通关冒险关卡28-16,42,1208,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102806,1,1028,1027,0,2,通关冒险关卡28-20,42,1212,0,0,0,91000002,20000,40000016,50,0,0,0,0,0,91000002,20000,0,0,0,0,0,0,0,0
102807,1,1028,1027,0,2,通关冒险关卡28-24,42,1216,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102808,1,1028,1027,0,2,通关冒险关卡28-28,42,1220,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102809,1,1028,1027,0,2,通关冒险关卡28-32,42,1224,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
102810,1,1028,1027,0,2,通关冒险关卡28-36,42,1228,0,0,0,91000002,9000,0,0,0,0,0,0,0,91000002,9000,0,0,0,0,0,0,0,0
