id,type,grid,group,itemid,itemname,itemnumber,weightfunction,cost_item1,cost_num1,level_limit,level_shield,judge,replacegroup,replaceitem,replacename,replacenum,replaceweight,replacecost1,replacecostnum1
284,4,2,1,12400101,神愈之光魂石,60,1,91000051,45000,0,0,0,0,0,0,0,0,0,0
285,4,3,1,12200201,无畏之斧魂石,60,1,91000051,45000,0,0,0,0,0,0,0,0,0,0
286,4,4,1,12300201,风雷魔巫魂石,60,1,91000051,45000,0,0,0,0,0,0,0,0,0,0
287,4,5,1,12200501,不屈战魂魂石,60,1,91000051,45000,0,0,0,0,0,0,0,0,0,0
288,4,6,1,12400601,疾风剑客魂石,60,1,91000051,45000,0,0,0,0,0,0,0,0,0,0
289,4,7,1,12300301,雷鸣圣主魂石,60,1,91000051,45000,0,0,0,0,0,0,0,0,0,0
290,4,8,1,12100401,漫游之星魂石,60,1,91000051,45000,0,0,0,0,0,0,0,0,0,0
291,4,9,1,12700201,莉莉丝魂石,15,1,91000051,60000,0,0,2,1,40000027,星辰强化石,50,1,91000051,64000
292,4,10,1,13000002,精英勇士魂石,60,1,91000051,22500,0,0,0,0,0,0,0,0,0,0
293,4,11,1,91000044,魔粉,100,1,91000051,1000,0,110511,0,0,0,0,0,0,0,0
294,4,11,1,91000044,魔粉,500,1,91000051,5000,110511,110901,0,0,0,0,0,0,0,0
295,4,11,1,91000044,魔粉,1000,1,91000051,10000,110901,111240,0,0,0,0,0,0,0,0
296,4,11,1,91000044,魔粉,1500,1,91000051,15000,111240,112560,0,0,0,0,0,0,0,0
297,4,11,1,91000044,魔粉,2000,1,91000051,20000,112560,0,0,0,0,0,0,0,0,0
298,4,12,1,91000044,魔粉,100,1,91000051,1000,0,110511,0,0,0,0,0,0,0,0
299,4,12,1,91000044,魔粉,500,1,91000051,5000,110511,110901,0,0,0,0,0,0,0,0
300,4,12,1,91000044,魔粉,1000,1,91000051,10000,110901,111240,0,0,0,0,0,0,0,0
301,4,12,1,91000044,魔粉,1500,1,91000051,15000,111240,112560,0,0,0,0,0,0,0,0
302,4,12,1,91000044,魔粉,2000,1,91000051,20000,112560,0,0,0,0,0,0,0,0,0
303,4,13,1,12401001,贯天之箭魂石,60,1,91000051,4800,0,0,0,0,0,0,0,0,0,0
304,4,14,1,12201201,图腾之心魂石,60,1,91000051,4800,0,0,0,0,0,0,0,0,0,0
305,4,15,1,12101501,魔导女爵魂石,60,1,91000051,4800,0,0,0,0,0,0,0,0,0,0
306,4,16,1,12301101,影之罗刹魂石,60,1,91000051,4800,0,0,0,0,0,0,0,0,0,0
307,4,17,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
308,4,18,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
309,4,19,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
310,4,20,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
311,4,21,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
312,4,22,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
313,4,23,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
314,4,24,1,13000001,稀有勇士魂石,60,1,91000051,2400,0,0,0,0,0,0,0,0,0,0
315,5,1,1,12500101,审判利刃魂石,60,1,91000050,250000,0,0,0,0,0,0,0,0,0,0
316,5,2,1,12600101,暗域之炎魂石,60,1,91000050,250000,0,0,0,0,0,0,0,0,0,0
317,5,3,1,12200401,炎魂祭司魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
318,5,4,1,12400501,复苏术士魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
319,5,5,1,12300101,不朽剑魔魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
320,5,6,1,12100301,秘银狩猎魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
321,5,7,1,12100201,水占巫女魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
322,5,8,1,12200701,胜利长枪魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
323,5,9,1,12400701,绝世剑舞魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
324,5,10,1,12300701,幻影守卫魂石,60,1,91000050,150000,0,0,0,0,0,0,0,0,0,0
325,6,1,2,3,装备,1,1,91000002,2,0,110424,0,0,0,0,0,0,0,0
326,6,1,2,4,装备,1,1,91000002,2,110424,110640,0,0,0,0,0,0,0,0
327,6,1,2,5,装备,1,1,91000002,2,110640,110911,0,0,0,0,0,0,0,0
328,6,1,2,6,装备,1,1,91000002,2,110911,111132,0,0,0,0,0,0,0,0
329,6,1,2,7,装备,1,1,91000002,2,111132,111331,0,0,0,0,0,0,0,0
330,6,1,2,8,装备,1,1,91000002,2,111331,111719,0,0,0,0,0,0,0,0
331,6,1,2,9,装备,1,6,91000002,2,111719,0,0,0,0,0,0,0,0,0
332,6,1,1,40000019,力量神石,1,1,91000002,353520,111940,0,0,0,0,0,0,0,0,0
333,6,1,1,40000020,敏捷神石,1,1,91000002,353520,111940,0,0,0,0,0,0,0,0,0
334,6,1,1,40000021,智力神石,1,1,91000002,353520,111940,0,0,0,0,0,0,0,0,0
335,6,1,1,40000024,力量神晶,1,1,91000002,392400,112560,0,0,0,0,0,0,0,0,0
336,6,1,1,40000025,敏捷神晶,1,1,91000002,392400,112560,0,0,0,0,0,0,0,0,0
337,6,1,1,40000026,智力神晶,1,1,91000002,392400,112560,0,0,0,0,0,0,0,0,0
338,6,2,2,3,装备,1,1,91000002,2,0,110424,0,0,0,0,0,0,0,0
339,6,2,2,4,装备,1,1,91000002,2,110424,110640,0,0,0,0,0,0,0,0
340,6,2,2,5,装备,1,1,91000002,2,110640,110911,0,0,0,0,0,0,0,0
341,6,2,2,6,装备,1,1,91000002,2,110911,111132,0,0,0,0,0,0,0,0
342,6,2,2,7,装备,1,1,91000002,2,111132,111331,0,0,0,0,0,0,0,0
343,6,2,2,8,装备,1,5,91000002,2,111331,111719,0,0,0,0,0,0,0,0
344,6,2,2,9,装备,1,5,91000002,2,111719,0,0,0,0,0,0,0,0,0
345,6,2,1,30020017,随机宝石宝箱,20,2,91000002,367200,111940,0,0,0,0,0,0,0,0,0
346,6,2,1,40000004,高级特殊宝石,30,1,91000002,280800,111819,0,0,0,0,0,0,0,0,0
347,6,2,1,30020008,强化宝石宝箱,10,1,91000002,237600,112260,0,0,0,0,0,0,0,0,0
348,6,3,2,3,装备,1,1,91000002,2,0,110424,0,0,0,0,0,0,0,0
349,6,3,2,4,装备,1,1,91000002,2,110424,110640,0,0,0,0,0,0,0,0
350,6,3,2,5,装备,1,1,91000002,2,110640,110911,0,0,0,0,0,0,0,0
351,6,3,2,6,装备,1,1,91000002,2,110911,111132,0,0,0,0,0,0,0,0
352,6,3,2,7,装备,1,1,91000002,2,111132,111331,0,0,0,0,0,0,0,0
353,6,3,2,8,装备,1,5,91000002,2,111331,111719,0,0,0,0,0,0,0,0
354,6,3,2,9,装备,1,5,91000002,2,111719,0,0,0,0,0,0,0,0,0
355,6,3,1,30020017,随机宝石宝箱,20,2,91000002,367200,111940,0,0,0,0,0,0,0,0,0
356,6,3,1,40000004,高级特殊宝石,30,1,91000002,280800,111819,0,0,0,0,0,0,0,0,0
357,6,3,1,30020008,强化宝石宝箱,10,1,91000002,237600,112260,0,0,0,0,0,0,0,0,0
358,6,4,2,3,装备,1,1,91000002,2,0,110424,0,0,0,0,0,0,0,0
359,6,4,2,4,装备,1,1,91000002,2,110424,110640,0,0,0,0,0,0,0,0
360,6,4,2,5,装备,1,1,91000002,2,110640,110911,0,0,0,0,0,0,0,0
361,6,4,2,6,装备,1,1,91000002,2,110911,111132,0,0,0,0,0,0,0,0
362,6,4,2,7,装备,1,1,91000002,2,111132,111331,0,0,0,0,0,0,0,0
363,6,4,2,8,装备,1,1,91000002,2,111331,111719,0,0,0,0,0,0,0,0
364,6,4,2,9,装备,1,1,91000002,2,111719,0,0,0,0,0,0,0,0,0
365,6,4,1,81000002,白银锻造币,1,1,91000002,24000,0,110401,0,0,0,0,0,0,0,0
366,6,4,1,81000002,白银锻造币,2,1,91000002,48000,110401,110511,0,0,0,0,0,0,0,0
367,6,4,1,81000002,白银锻造币,3,1,91000002,72000,110511,110640,0,0,0,0,0,0,0,0
368,6,4,1,81000002,白银锻造币,4,1,91000002,96000,110640,110901,0,0,0,0,0,0,0,0
369,6,4,1,81000002,白银锻造币,6,1,91000002,144000,110901,111021,0,0,0,0,0,0,0,0
370,6,4,1,81000002,白银锻造币,8,1,91000002,192000,111021,111240,0,0,0,0,0,0,0,0
371,6,4,1,81000002,白银锻造币,10,1,91000002,240000,111240,111740,0,0,0,0,0,0,0,0
372,6,4,1,81000002,白银锻造币,12,1,91000002,288000,111740,0,0,0,0,0,0,0,0,0
373,6,4,1,91000044,魔粉,100,1,91000002,12000,0,110511,0,0,0,0,0,0,0,0
374,6,4,1,91000044,魔粉,200,1,91000002,24000,110511,110901,0,0,0,0,0,0,0,0
375,6,4,1,91000044,魔粉,300,1,91000002,36000,110901,111240,0,0,0,0,0,0,0,0
376,6,4,1,91000044,魔粉,500,1,91000002,60000,111240,111740,0,0,0,0,0,0,0,0
377,6,4,1,91000044,魔粉,1000,1,91000002,120000,111740,0,0,0,0,0,0,0,0,0
378,7,1,1,91000044,魔粉,100,1,91000002,12000,0,110511,0,0,0,0,0,0,0,0
379,7,1,1,91000044,魔粉,200,1,91000002,24000,110511,110901,0,0,0,0,0,0,0,0
380,7,1,1,91000044,魔粉,300,1,91000002,36000,110901,111240,0,0,0,0,0,0,0,0
381,7,1,1,91000044,魔粉,500,1,91000002,60000,111240,111740,0,0,0,0,0,0,0,0
382,7,1,1,91000044,魔粉,1000,1,91000002,120000,111740,0,0,0,0,0,0,0,0,0
383,7,2,1,81000002,白银锻造币,1,1,91000002,24000,0,110401,0,0,0,0,0,0,0,0
384,7,2,1,81000002,白银锻造币,2,1,91000002,48000,110401,110511,0,0,0,0,0,0,0,0
385,7,2,1,81000002,白银锻造币,3,1,91000002,72000,110511,110640,0,0,0,0,0,0,0,0
386,7,2,1,81000002,白银锻造币,4,1,91000002,96000,110640,110901,0,0,0,0,0,0,0,0
387,7,2,1,81000002,白银锻造币,6,1,91000002,144000,110901,111021,0,0,0,0,0,0,0,0
388,7,2,1,81000002,白银锻造币,8,1,91000002,192000,111021,111240,0,0,0,0,0,0,0,0
389,7,2,1,81000002,白银锻造币,10,1,91000002,240000,111240,111740,0,0,0,0,0,0,0,0
390,7,2,1,81000002,白银锻造币,12,1,91000002,288000,111740,0,0,0,0,0,0,0,0,0
391,7,3,1,13000001,稀有勇士魂石,30,1,91000002,14400,0,0,0,0,0,0,0,0,0,0
392,7,3,1,13000001,稀有勇士魂石,60,1,91000002,28800,0,0,0,0,0,0,0,0,0,0
393,7,3,1,13000001,稀有勇士魂石,120,1,91000002,57600,0,0,0,0,0,0,0,0,0,0
394,7,3,1,13000001,稀有勇士魂石,240,1,91000002,115200,0,0,0,0,0,0,0,0,0,0
395,7,3,1,80640081,稀有种族英雄自选箱,2,1,91000002,72000,111740,0,0,0,0,0,0,0,0,0
396,7,4,1,42010001,普通召唤卷,1,1,91000002,3600,0,111021,0,0,0,0,0,0,0,0
397,7,4,1,42010001,普通召唤卷,2,1,91000002,7200,0,0,0,0,0,0,0,0,0,0
398,7,4,1,42010001,普通召唤卷,4,1,91000002,14400,111021,0,0,0,0,0,0,0,0,0
399,7,4,1,42010001,普通召唤卷,6,1,91000002,21600,111021,0,0,0,0,0,0,0,0,0
400,8,1,1,91000044,魔粉,100,1,91000002,12000,0,110511,0,0,0,0,0,0,0,0
401,8,1,1,91000044,魔粉,200,1,91000002,24000,110511,110901,0,0,0,0,0,0,0,0
402,8,1,1,91000044,魔粉,300,1,91000002,36000,110901,111240,0,0,0,0,0,0,0,0
403,8,1,1,91000044,魔粉,500,1,91000002,60000,111240,111740,0,0,0,0,0,0,0,0
404,8,1,1,30020002,大量魔粉,2,1,91000002,36000,111740,0,0,0,0,0,0,0,0,0
405,8,1,1,30020003,巨额魔粉,2,1,91000002,48000,111740,0,0,0,0,0,0,0,0,0
406,8,2,1,91000056,希望泉水,25,1,91000002,30000,0,0,0,0,0,0,0,0,0,0
407,8,2,1,91000056,希望泉水,50,1,91000002,60000,0,0,0,0,0,0,0,0,0,0
408,8,2,1,91000056,希望泉水,80,1,91000002,96000,0,0,0,0,0,0,0,0,0,0
409,8,2,1,91000056,希望泉水,120,1,91000002,144000,111740,0,0,0,0,0,0,0,0,0
410,8,3,1,13000002,精英勇士魂石,10,1,91000002,36000,0,0,0,0,0,0,0,0,0,0
411,8,3,1,13000002,精英勇士魂石,30,1,91000002,108000,0,0,0,0,0,0,0,0,0,0
412,8,3,1,13000002,精英勇士魂石,60,1,91000002,216000,0,0,0,0,0,0,0,0,0,0
413,8,4,1,42010002,阵营召唤卷,2,1,91000002,14400,0,0,0,0,0,0,0,0,0,0
414,8,4,1,42010002,阵营召唤卷,4,1,91000002,28800,0,0,0,0,0,0,0,0,0,0
415,8,4,1,42010002,阵营召唤卷,6,1,91000002,43200,0,0,0,0,0,0,0,0,0,0
416,9,1,2,3,装备,1,1,91000002,2,0,110424,0,0,0,0,0,0,0,0
417,9,1,2,4,装备,1,1,91000002,2,110424,110640,0,0,0,0,0,0,0,0
418,9,1,2,5,装备,1,1,91000002,2,110640,110911,0,0,0,0,0,0,0,0
419,9,1,2,6,装备,1,1,91000002,2,110911,111132,0,0,0,0,0,0,0,0
420,9,1,2,7,装备,1,1,91000002,2,111132,111331,0,0,0,0,0,0,0,0
421,9,1,2,8,装备,1,1,91000002,2,111331,111719,0,0,0,0,0,0,0,0
422,9,1,2,9,装备,1,6,91000002,2,111719,0,0,0,0,0,0,0,0,0
423,9,1,1,40000019,力量神石,1,1,91000002,353520,111940,0,0,0,0,0,0,0,0,0
424,9,1,1,40000020,敏捷神石,1,1,91000002,353520,111940,0,0,0,0,0,0,0,0,0
425,9,1,1,40000021,智力神石,1,1,91000002,353520,111940,0,0,0,0,0,0,0,0,0
426,9,1,1,40000024,力量神晶,1,1,91000002,392400,112560,0,0,0,0,0,0,0,0,0
427,9,1,1,40000025,敏捷神晶,1,1,91000002,392400,112560,0,0,0,0,0,0,0,0,0
428,9,1,1,40000026,智力神晶,1,1,91000002,392400,112560,0,0,0,0,0,0,0,0,0
429,9,2,2,3,装备,1,1,91000002,2,0,110424,0,0,0,0,0,0,0,0
430,9,2,2,4,装备,1,1,91000002,2,110424,110640,0,0,0,0,0,0,0,0
431,9,2,2,5,装备,1,1,91000002,2,110640,110911,0,0,0,0,0,0,0,0
432,9,2,2,6,装备,1,1,91000002,2,110911,111132,0,0,0,0,0,0,0,0
433,9,2,2,7,装备,1,1,91000002,2,111132,111331,0,0,0,0,0,0,0,0
434,9,2,2,8,装备,1,5,91000002,2,111331,111719,0,0,0,0,0,0,0,0
435,9,2,2,9,装备,1,5,91000002,2,111719,0,0,0,0,0,0,0,0,0
436,9,2,1,30020017,随机宝石宝箱,20,2,91000002,367200,111940,0,0,0,0,0,0,0,0,0
437,9,2,1,40000004,高级特殊宝石,30,1,91000002,561600,111819,0,0,0,0,0,0,0,0,0
438,9,2,1,30020008,强化宝石宝箱,10,1,91000002,237600,112260,0,0,0,0,0,0,0,0,0
439,9,3,1,13000002,精英勇士魂石,60,1,91000002,216000,0,0,0,0,0,0,0,0,0,0
440,9,3,1,13000002,精英勇士魂石,120,1,91000002,432000,0,0,0,0,0,0,0,0,0,0
441,9,3,1,13000002,精英勇士魂石,180,1,91000002,648000,111819,0,0,0,0,0,0,0,0,0
442,9,3,1,30000003,一大箱金币,2,1,91000002,19200,111331,0,0,0,0,0,0,0,0,0
443,9,3,1,30010003,巨额勇士经验,2,1,91000002,76800,111819,0,0,0,0,0,0,0,0,0
444,9,4,1,42010001,普通召唤卷,5,1,91000002,18000,0,0,0,0,0,0,0,0,0,0
445,9,4,1,42010001,普通召唤卷,8,1,91000002,28800,0,0,0,0,0,0,0,0,0,0
446,9,4,1,42010002,阵营召唤卷,1,1,91000002,7200,0,0,0,0,0,0,0,0,0,0
447,9,4,1,42010002,阵营召唤卷,2,1,91000002,14400,0,0,0,0,0,0,0,0,0,0
448,9,4,1,42010002,阵营召唤卷,4,1,91000002,28800,0,0,0,0,0,0,0,0,0,0
449,9,4,1,42010003,占卜劵,3,1,91000002,180000,111240,0,0,0,0,0,0,0,0,0
450,9,4,1,42010003,占卜劵,5,1,91000002,300000,111240,0,0,0,0,0,0,0,0,0
