lazyid,id,name,lv,needitem,neednum,needlv,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3
6002040,53200002,雷鸟战旗,40,53200002,40,40,9,63160,57,1200,99,3158000
6002041,53200002,雷鸟战旗,41,53200002,41,40,9,65930,57,1200,99,3296500
6002042,53200002,雷鸟战旗,42,53200002,42,40,9,68750,57,1200,99,3437500
6002043,53200002,雷鸟战旗,43,53200002,43,40,9,71620,57,1200,99,3581000
6002044,53200002,雷鸟战旗,44,53200002,44,40,9,74540,57,1200,99,3727000
6002045,53200002,雷鸟战旗,45,53200002,45,40,9,77510,57,1200,99,3875500
6002046,53200002,雷鸟战旗,46,53200002,46,40,9,80530,57,1200,99,4026500
6002047,53200002,雷鸟战旗,47,53200002,47,40,9,83600,57,1200,99,4180000
6002048,53200002,雷鸟战旗,48,53200002,48,40,9,86720,57,1200,99,4336000
6002049,53200002,雷鸟战旗,49,53200002,49,40,9,89890,57,1200,99,4494500
6002050,53200002,雷鸟战旗,50,53200002,50,50,9,93100,57,1800,99,4655000
6002051,53200002,雷鸟战旗,51,53200002,51,50,9,96370,57,1800,99,4818500
6002052,53200002,雷鸟战旗,52,53200002,52,50,9,99680,57,1800,99,4984000
6002053,53200002,雷鸟战旗,53,53200002,53,50,9,103050,57,1800,99,5152500
6002054,53200002,雷鸟战旗,54,53200002,54,50,9,106460,57,1800,99,5323000
6002055,53200002,雷鸟战旗,55,53200002,55,50,9,109910,57,1800,99,5495500
6002056,53200002,雷鸟战旗,56,53200002,56,50,9,113420,57,1800,99,5671000
6002057,53200002,雷鸟战旗,57,53200002,57,50,9,116970,57,1800,99,5848500
6002058,53200002,雷鸟战旗,58,53200002,58,50,9,120570,57,1800,99,6028500
6002059,53200002,雷鸟战旗,59,53200002,59,50,9,124220,57,1800,99,6211000
6002060,53200002,雷鸟战旗,60,53200002,60,60,9,127910,57,2400,99,6395500
6002061,53200002,雷鸟战旗,61,53200002,61,60,9,131650,57,2400,99,6582500
6002062,53200002,雷鸟战旗,62,53200002,62,60,9,135440,57,2400,99,6772000
6002063,53200002,雷鸟战旗,63,53200002,63,60,9,139270,57,2400,99,6963500
6002064,53200002,雷鸟战旗,64,53200002,64,60,9,143150,57,2400,99,7157500
6002065,53200002,雷鸟战旗,65,53200002,65,60,9,147070,57,2400,99,7353500
6002066,53200002,雷鸟战旗,66,53200002,66,60,9,151040,57,2400,99,7552000
6002067,53200002,雷鸟战旗,67,53200002,67,60,9,155050,57,2400,99,7752500
6002068,53200002,雷鸟战旗,68,53200002,68,60,9,159110,57,2400,99,7955500
6002069,53200002,雷鸟战旗,69,53200002,69,60,9,163220,57,2400,99,8161000
6002070,53200002,雷鸟战旗,70,53200002,70,70,9,167370,57,3000,99,8368500
6002071,53200002,雷鸟战旗,71,53200002,71,70,9,171560,57,3000,99,8578000
6002072,53200002,雷鸟战旗,72,53200002,72,70,9,175800,57,3000,99,8790000
6002073,53200002,雷鸟战旗,73,53200002,73,70,9,180080,57,3000,99,9004000
6002074,53200002,雷鸟战旗,74,53200002,74,70,9,184410,57,3000,99,9220500
6002075,53200002,雷鸟战旗,75,53200002,75,70,9,188780,57,3000,99,9439000
6002076,53200002,雷鸟战旗,76,53200002,76,70,9,193200,57,3000,99,9660000
6002077,53200002,雷鸟战旗,77,53200002,77,70,9,197660,57,3000,99,9883000
6002078,53200002,雷鸟战旗,78,53200002,78,70,9,202160,57,3000,99,10108000
6002079,53200002,雷鸟战旗,79,53200002,79,70,9,206710,57,3000,99,10335500
6002080,53200002,雷鸟战旗,80,53200002,80,80,9,211300,57,3600,99,10565000
6002081,53200002,雷鸟战旗,81,53200002,81,80,9,215930,57,3600,99,10796500
6002082,53200002,雷鸟战旗,82,53200002,82,80,9,220600,57,3600,99,11030000
6002083,53200002,雷鸟战旗,83,53200002,83,80,9,225320,57,3600,99,11266000
6002084,53200002,雷鸟战旗,84,53200002,84,80,9,230080,57,3600,99,11504000
6002085,53200002,雷鸟战旗,85,53200002,85,80,9,234890,57,3600,99,11744500
6002086,53200002,雷鸟战旗,86,53200002,86,80,9,239740,57,3600,99,11987000
6002087,53200002,雷鸟战旗,87,53200002,87,80,9,244630,57,3600,99,12231500
6002088,53200002,雷鸟战旗,88,53200002,88,80,9,249560,57,3600,99,12478000
6002089,53200002,雷鸟战旗,89,53200002,89,80,9,254530,57,3600,99,12726500
6002090,53200002,雷鸟战旗,90,53200002,90,90,9,259550,57,4500,99,12977500
6002091,53200002,雷鸟战旗,91,53200002,91,90,9,264610,57,4500,99,13230500
6002092,53200002,雷鸟战旗,92,53200002,92,90,9,269710,57,4500,99,13485500
6002093,53200002,雷鸟战旗,93,53200002,93,90,9,274850,57,4500,99,13742500
6002094,53200002,雷鸟战旗,94,53200002,94,90,9,280030,57,4500,99,14001500
6002095,53200002,雷鸟战旗,95,53200002,95,90,9,285260,57,4500,99,14263000
6002096,53200002,雷鸟战旗,96,53200002,96,90,9,290520,57,4500,99,14526000
6002097,53200002,雷鸟战旗,97,53200002,97,90,9,295830,57,4500,99,14791500
6002098,53200002,雷鸟战旗,98,53200002,98,90,9,301180,57,4500,99,15059000
6002099,53200002,雷鸟战旗,99,53200002,99,90,9,306570,57,4500,99,15328500
6002100,53200002,雷鸟战旗,100,53200002,100,90,9,312000,57,6000,99,15600000
5003001,53100003,暗月战旗,1,53100003,1,1,29,150,94,0,99,15000
5003002,53100003,暗月战旗,2,53100003,2,1,29,205,94,0,99,20500
5003003,53100003,暗月战旗,3,53100003,3,1,29,290,94,0,99,29000
5003004,53100003,暗月战旗,4,53100003,4,1,29,400,94,0,99,40000
5003005,53100003,暗月战旗,5,53100003,5,1,29,535,94,0,99,53500
5003006,53100003,暗月战旗,6,53100003,6,1,29,690,94,0,99,69000
5003007,53100003,暗月战旗,7,53100003,7,1,29,865,94,0,99,86500
5003008,53100003,暗月战旗,8,53100003,8,1,29,1060,94,0,99,106000
5003009,53100003,暗月战旗,9,53100003,9,1,29,1275,94,0,99,127500
5003010,53100003,暗月战旗,10,53100003,10,10,29,1510,94,0,99,151000
5003011,53100003,暗月战旗,11,53100003,11,10,29,1760,94,0,99,176000
5003012,53100003,暗月战旗,12,53100003,12,10,29,2030,94,0,99,203000
5003013,53100003,暗月战旗,13,53100003,13,10,29,2315,94,0,99,231500
5003014,53100003,暗月战旗,14,53100003,14,10,29,2620,94,0,99,262000
5003015,53100003,暗月战旗,15,53100003,15,10,29,2940,94,0,99,294000
5003016,53100003,暗月战旗,16,53100003,16,10,29,3275,94,0,99,327500
5003017,53100003,暗月战旗,17,53100003,17,10,29,3630,94,0,99,363000
5003018,53100003,暗月战旗,18,53100003,18,10,29,3995,94,0,99,399500
5003019,53100003,暗月战旗,19,53100003,19,10,29,4380,94,0,99,438000
5003020,53100003,暗月战旗,20,53100003,20,20,29,4780,94,0,99,478000
5003021,53100003,暗月战旗,21,53100003,21,20,29,5195,94,0,99,519500
5003022,53100003,暗月战旗,22,53100003,22,20,29,5625,94,0,99,562500
5003023,53100003,暗月战旗,23,53100003,23,20,29,6070,94,0,99,607000
5003024,53100003,暗月战旗,24,53100003,24,20,29,6530,94,0,99,653000
5003025,53100003,暗月战旗,25,53100003,25,20,29,7005,94,0,99,700500
5003026,53100003,暗月战旗,26,53100003,26,20,29,7495,94,0,99,749500
5003027,53100003,暗月战旗,27,53100003,27,20,29,8000,94,0,99,800000
5003028,53100003,暗月战旗,28,53100003,28,20,29,8515,94,0,99,851500
5003029,53100003,暗月战旗,29,53100003,29,20,29,9050,94,0,99,905000
5003030,53100003,暗月战旗,30,53100003,30,30,29,9595,94,0,99,959500
5003031,53100003,暗月战旗,31,53100003,31,30,29,10155,94,0,99,1015500
5003032,53100003,暗月战旗,32,53100003,32,30,29,10725,94,0,99,1072500
5003033,53100003,暗月战旗,33,53100003,33,30,29,11315,94,0,99,1131500
5003034,53100003,暗月战旗,34,53100003,34,30,29,11915,94,0,99,1191500
5003035,53100003,暗月战旗,35,53100003,35,30,29,12525,94,0,99,1252500
5003036,53100003,暗月战旗,36,53100003,36,30,29,13155,94,0,99,1315500
5003037,53100003,暗月战旗,37,53100003,37,30,29,13795,94,0,99,1379500
5003038,53100003,暗月战旗,38,53100003,38,30,29,14445,94,0,99,1444500
5003039,53100003,暗月战旗,39,53100003,39,30,29,15110,94,0,99,1511000
5003040,53100003,暗月战旗,40,53100003,40,40,29,15790,94,0,99,1579000
5003041,53100003,暗月战旗,41,53100003,41,40,29,16485,94,0,99,1648500
5003042,53100003,暗月战旗,42,53100003,42,40,29,17190,94,0,99,1719000
5003043,53100003,暗月战旗,43,53100003,43,40,29,17905,94,0,99,1790500
5003044,53100003,暗月战旗,44,53100003,44,40,29,18635,94,0,99,1863500
5003045,53100003,暗月战旗,45,53100003,45,40,29,19380,94,0,99,1938000
5003046,53100003,暗月战旗,46,53100003,46,40,29,20135,94,0,99,2013500
5003047,53100003,暗月战旗,47,53100003,47,40,29,20900,94,0,99,2090000
5003048,53100003,暗月战旗,48,53100003,48,40,29,21680,94,0,99,2168000
5003049,53100003,暗月战旗,49,53100003,49,40,29,22470,94,0,99,2247000
5003050,53100003,暗月战旗,50,53100003,50,50,29,23275,94,0,99,2327500
5003051,53100003,暗月战旗,51,53100003,51,50,29,24090,94,0,99,2409000
5003052,53100003,暗月战旗,52,53100003,52,50,29,24920,94,0,99,2492000
5003053,53100003,暗月战旗,53,53100003,53,50,29,25760,94,0,99,2576000
5003054,53100003,暗月战旗,54,53100003,54,50,29,26615,94,0,99,2661500
5003055,53100003,暗月战旗,55,53100003,55,50,29,27480,94,0,99,2748000
5003056,53100003,暗月战旗,56,53100003,56,50,29,28355,94,0,99,2835500
5003057,53100003,暗月战旗,57,53100003,57,50,29,29245,94,0,99,2924500
5003058,53100003,暗月战旗,58,53100003,58,50,29,30145,94,0,99,3014500
5003059,53100003,暗月战旗,59,53100003,59,50,29,31055,94,0,99,3105500
5003060,53100003,暗月战旗,60,53100003,60,60,29,31980,94,0,99,3198000
5003061,53100003,暗月战旗,61,53100003,61,60,29,32915,94,0,99,3291500
5003062,53100003,暗月战旗,62,53100003,62,60,29,33860,94,0,99,3386000
5003063,53100003,暗月战旗,63,53100003,63,60,29,34815,94,0,99,3481500
5003064,53100003,暗月战旗,64,53100003,64,60,29,35785,94,0,99,3578500
5003065,53100003,暗月战旗,65,53100003,65,60,29,36765,94,0,99,3676500
5003066,53100003,暗月战旗,66,53100003,66,60,29,37760,94,0,99,3776000
5003067,53100003,暗月战旗,67,53100003,67,60,29,38765,94,0,99,3876500
5003068,53100003,暗月战旗,68,53100003,68,60,29,39780,94,0,99,3978000
5003069,53100003,暗月战旗,69,53100003,69,60,29,40805,94,0,99,4080500
5003070,53100003,暗月战旗,70,53100003,70,70,29,41840,94,0,99,4184000
5003071,53100003,暗月战旗,71,53100003,71,70,29,42890,94,0,99,4289000
5003072,53100003,暗月战旗,72,53100003,72,70,29,43950,94,0,99,4395000
5003073,53100003,暗月战旗,73,53100003,73,70,29,45020,94,0,99,4502000
5003074,53100003,暗月战旗,74,53100003,74,70,29,46105,94,0,99,4610500
5003075,53100003,暗月战旗,75,53100003,75,70,29,47195,94,0,99,4719500
5003076,53100003,暗月战旗,76,53100003,76,70,29,48300,94,0,99,4830000
5003077,53100003,暗月战旗,77,53100003,77,70,29,49415,94,0,99,4941500
5003078,53100003,暗月战旗,78,53100003,78,70,29,50540,94,0,99,5054000
5003079,53100003,暗月战旗,79,53100003,79,70,29,51675,94,0,99,5167500
5003080,53100003,暗月战旗,80,53100003,80,80,29,52825,94,0,99,5282500
5003081,53100003,暗月战旗,81,53100003,81,80,29,53980,94,0,99,5398000
5003082,53100003,暗月战旗,82,53100003,82,80,29,55150,94,0,99,5515000
5003083,53100003,暗月战旗,83,53100003,83,80,29,56330,94,0,99,5633000
5003084,53100003,暗月战旗,84,53100003,84,80,29,57520,94,0,99,5752000
5003085,53100003,暗月战旗,85,53100003,85,80,29,58720,94,0,99,5872000
5003086,53100003,暗月战旗,86,53100003,86,80,29,59935,94,0,99,5993500
5003087,53100003,暗月战旗,87,53100003,87,80,29,61155,94,0,99,6115500
5003088,53100003,暗月战旗,88,53100003,88,80,29,62390,94,0,99,6239000
5003089,53100003,暗月战旗,89,53100003,89,80,29,63635,94,0,99,6363500
5003090,53100003,暗月战旗,90,53100003,90,90,29,64885,94,0,99,6488500
5003091,53100003,暗月战旗,91,53100003,91,90,29,66150,94,0,99,6615000
5003092,53100003,暗月战旗,92,53100003,92,90,29,67425,94,0,99,6742500
5003093,53100003,暗月战旗,93,53100003,93,90,29,68710,94,0,99,6871000
5003094,53100003,暗月战旗,94,53100003,94,90,29,70010,94,0,99,7001000
5003095,53100003,暗月战旗,95,53100003,95,90,29,71315,94,0,99,7131500
5003096,53100003,暗月战旗,96,53100003,96,90,29,72630,94,0,99,7263000
5003097,53100003,暗月战旗,97,53100003,97,90,29,73960,94,0,99,7396000
5003098,53100003,暗月战旗,98,53100003,98,90,29,75295,94,0,99,7529500
5003099,53100003,暗月战旗,99,53100003,99,90,29,76640,94,0,99,7664000
5003100,53100003,暗月战旗,100,53100003,100,90,29,78000,94,0,99,7800000
6003001,53200003,月蚀战旗,1,53200003,1,1,29,300,94,0,99,30000
6003002,53200003,月蚀战旗,2,53200003,2,1,29,410,94,0,99,41000
6003003,53200003,月蚀战旗,3,53200003,3,1,29,580,94,0,99,58000
6003004,53200003,月蚀战旗,4,53200003,4,1,29,800,94,0,99,80000
6003005,53200003,月蚀战旗,5,53200003,5,1,29,1070,94,0,99,107000
6003006,53200003,月蚀战旗,6,53200003,6,1,29,1380,94,0,99,138000
6003007,53200003,月蚀战旗,7,53200003,7,1,29,1730,94,0,99,173000
6003008,53200003,月蚀战旗,8,53200003,8,1,29,2120,94,0,99,212000
6003009,53200003,月蚀战旗,9,53200003,9,1,29,2550,94,0,99,255000
6003010,53200003,月蚀战旗,10,53200003,10,10,29,3020,94,300,99,302000
6003011,53200003,月蚀战旗,11,53200003,11,10,29,3520,94,300,99,352000
6003012,53200003,月蚀战旗,12,53200003,12,10,29,4060,94,300,99,406000
6003013,53200003,月蚀战旗,13,53200003,13,10,29,4630,94,300,99,463000
6003014,53200003,月蚀战旗,14,53200003,14,10,29,5240,94,300,99,524000
6003015,53200003,月蚀战旗,15,53200003,15,10,29,5880,94,300,99,588000
6003016,53200003,月蚀战旗,16,53200003,16,10,29,6550,94,300,99,655000
6003017,53200003,月蚀战旗,17,53200003,17,10,29,7260,94,300,99,726000
6003018,53200003,月蚀战旗,18,53200003,18,10,29,7990,94,300,99,799000
6003019,53200003,月蚀战旗,19,53200003,19,10,29,8760,94,300,99,876000
6003020,53200003,月蚀战旗,20,53200003,20,20,29,9560,94,600,99,956000
6003021,53200003,月蚀战旗,21,53200003,21,20,29,10390,94,600,99,1039000
6003022,53200003,月蚀战旗,22,53200003,22,20,29,11250,94,600,99,1125000
6003023,53200003,月蚀战旗,23,53200003,23,20,29,12140,94,600,99,1214000
6003024,53200003,月蚀战旗,24,53200003,24,20,29,13060,94,600,99,1306000
6003025,53200003,月蚀战旗,25,53200003,25,20,29,14010,94,600,99,1401000
6003026,53200003,月蚀战旗,26,53200003,26,20,29,14990,94,600,99,1499000
6003027,53200003,月蚀战旗,27,53200003,27,20,29,16000,94,600,99,1600000
6003028,53200003,月蚀战旗,28,53200003,28,20,29,17030,94,600,99,1703000
6003029,53200003,月蚀战旗,29,53200003,29,20,29,18100,94,600,99,1810000
6003030,53200003,月蚀战旗,30,53200003,30,30,29,19190,94,900,99,1919000
6003031,53200003,月蚀战旗,31,53200003,31,30,29,20310,94,900,99,2031000
6003032,53200003,月蚀战旗,32,53200003,32,30,29,21450,94,900,99,2145000
6003033,53200003,月蚀战旗,33,53200003,33,30,29,22630,94,900,99,2263000
6003034,53200003,月蚀战旗,34,53200003,34,30,29,23830,94,900,99,2383000
6003035,53200003,月蚀战旗,35,53200003,35,30,29,25050,94,900,99,2505000
6003036,53200003,月蚀战旗,36,53200003,36,30,29,26310,94,900,99,2631000
6003037,53200003,月蚀战旗,37,53200003,37,30,29,27590,94,900,99,2759000
6003038,53200003,月蚀战旗,38,53200003,38,30,29,28890,94,900,99,2889000
6003039,53200003,月蚀战旗,39,53200003,39,30,29,30220,94,900,99,3022000
6003040,53200003,月蚀战旗,40,53200003,40,40,29,31580,94,1200,99,3158000
6003041,53200003,月蚀战旗,41,53200003,41,40,29,32970,94,1200,99,3297000
6003042,53200003,月蚀战旗,42,53200003,42,40,29,34380,94,1200,99,3438000
6003043,53200003,月蚀战旗,43,53200003,43,40,29,35810,94,1200,99,3581000
6003044,53200003,月蚀战旗,44,53200003,44,40,29,37270,94,1200,99,3727000
6003045,53200003,月蚀战旗,45,53200003,45,40,29,38760,94,1200,99,3876000
6003046,53200003,月蚀战旗,46,53200003,46,40,29,40270,94,1200,99,4027000
6003047,53200003,月蚀战旗,47,53200003,47,40,29,41800,94,1200,99,4180000
6003048,53200003,月蚀战旗,48,53200003,48,40,29,43360,94,1200,99,4336000
6003049,53200003,月蚀战旗,49,53200003,49,40,29,44940,94,1200,99,4494000
6003050,53200003,月蚀战旗,50,53200003,50,50,29,46550,94,1800,99,4655000
6003051,53200003,月蚀战旗,51,53200003,51,50,29,48180,94,1800,99,4818000
6003052,53200003,月蚀战旗,52,53200003,52,50,29,49840,94,1800,99,4984000
6003053,53200003,月蚀战旗,53,53200003,53,50,29,51520,94,1800,99,5152000
6003054,53200003,月蚀战旗,54,53200003,54,50,29,53230,94,1800,99,5323000
6003055,53200003,月蚀战旗,55,53200003,55,50,29,54960,94,1800,99,5496000
6003056,53200003,月蚀战旗,56,53200003,56,50,29,56710,94,1800,99,5671000
6003057,53200003,月蚀战旗,57,53200003,57,50,29,58490,94,1800,99,5849000
6003058,53200003,月蚀战旗,58,53200003,58,50,29,60290,94,1800,99,6029000
6003059,53200003,月蚀战旗,59,53200003,59,50,29,62110,94,1800,99,6211000
6003060,53200003,月蚀战旗,60,53200003,60,60,29,63960,94,2400,99,6396000
6003061,53200003,月蚀战旗,61,53200003,61,60,29,65830,94,2400,99,6583000
6003062,53200003,月蚀战旗,62,53200003,62,60,29,67720,94,2400,99,6772000
6003063,53200003,月蚀战旗,63,53200003,63,60,29,69630,94,2400,99,6963000
6003064,53200003,月蚀战旗,64,53200003,64,60,29,71570,94,2400,99,7157000
6003065,53200003,月蚀战旗,65,53200003,65,60,29,73530,94,2400,99,7353000
6003066,53200003,月蚀战旗,66,53200003,66,60,29,75520,94,2400,99,7552000
6003067,53200003,月蚀战旗,67,53200003,67,60,29,77530,94,2400,99,7753000
6003068,53200003,月蚀战旗,68,53200003,68,60,29,79560,94,2400,99,7956000
6003069,53200003,月蚀战旗,69,53200003,69,60,29,81610,94,2400,99,8161000
6003070,53200003,月蚀战旗,70,53200003,70,70,29,83680,94,3000,99,8368000
6003071,53200003,月蚀战旗,71,53200003,71,70,29,85780,94,3000,99,8578000
6003072,53200003,月蚀战旗,72,53200003,72,70,29,87900,94,3000,99,8790000
6003073,53200003,月蚀战旗,73,53200003,73,70,29,90040,94,3000,99,9004000
6003074,53200003,月蚀战旗,74,53200003,74,70,29,92210,94,3000,99,9221000
6003075,53200003,月蚀战旗,75,53200003,75,70,29,94390,94,3000,99,9439000
6003076,53200003,月蚀战旗,76,53200003,76,70,29,96600,94,3000,99,9660000
6003077,53200003,月蚀战旗,77,53200003,77,70,29,98830,94,3000,99,9883000
6003078,53200003,月蚀战旗,78,53200003,78,70,29,101080,94,3000,99,10108000
6003079,53200003,月蚀战旗,79,53200003,79,70,29,103350,94,3000,99,10335000
6003080,53200003,月蚀战旗,80,53200003,80,80,29,105650,94,3600,99,10565000
6003081,53200003,月蚀战旗,81,53200003,81,80,29,107960,94,3600,99,10796000
6003082,53200003,月蚀战旗,82,53200003,82,80,29,110300,94,3600,99,11030000
6003083,53200003,月蚀战旗,83,53200003,83,80,29,112660,94,3600,99,11266000
6003084,53200003,月蚀战旗,84,53200003,84,80,29,115040,94,3600,99,11504000
6003085,53200003,月蚀战旗,85,53200003,85,80,29,117440,94,3600,99,11744000
6003086,53200003,月蚀战旗,86,53200003,86,80,29,119870,94,3600,99,11987000
6003087,53200003,月蚀战旗,87,53200003,87,80,29,122310,94,3600,99,12231000
6003088,53200003,月蚀战旗,88,53200003,88,80,29,124780,94,3600,99,12478000
6003089,53200003,月蚀战旗,89,53200003,89,80,29,127270,94,3600,99,12727000
6003090,53200003,月蚀战旗,90,53200003,90,90,29,129770,94,4500,99,12977000
6003091,53200003,月蚀战旗,91,53200003,91,90,29,132300,94,4500,99,13230000
6003092,53200003,月蚀战旗,92,53200003,92,90,29,134850,94,4500,99,13485000
6003093,53200003,月蚀战旗,93,53200003,93,90,29,137420,94,4500,99,13742000
6003094,53200003,月蚀战旗,94,53200003,94,90,29,140020,94,4500,99,14002000
6003095,53200003,月蚀战旗,95,53200003,95,90,29,142630,94,4500,99,14263000
6003096,53200003,月蚀战旗,96,53200003,96,90,29,145260,94,4500,99,14526000
6003097,53200003,月蚀战旗,97,53200003,97,90,29,147920,94,4500,99,14792000
6003098,53200003,月蚀战旗,98,53200003,98,90,29,150590,94,4500,99,15059000
6003099,53200003,月蚀战旗,99,53200003,99,90,29,153280,94,4500,99,15328000
6003100,53200003,月蚀战旗,100,53200003,100,90,29,156000,94,6000,99,15600000
5004001,53100004,野猪战旗,1,53100004,1,1,8,150,59,0,99,15000
5004002,53100004,野猪战旗,2,53100004,2,1,8,205,59,0,99,20500
5004003,53100004,野猪战旗,3,53100004,3,1,8,290,59,0,99,29000
5004004,53100004,野猪战旗,4,53100004,4,1,8,400,59,0,99,40000
5004005,53100004,野猪战旗,5,53100004,5,1,8,535,59,0,99,53500
5004006,53100004,野猪战旗,6,53100004,6,1,8,690,59,0,99,69000
5004007,53100004,野猪战旗,7,53100004,7,1,8,865,59,0,99,86500
5004008,53100004,野猪战旗,8,53100004,8,1,8,1060,59,0,99,106000
5004009,53100004,野猪战旗,9,53100004,9,1,8,1275,59,0,99,127500
5004010,53100004,野猪战旗,10,53100004,10,10,8,1510,59,0,99,151000
5004011,53100004,野猪战旗,11,53100004,11,10,8,1760,59,0,99,176000
5004012,53100004,野猪战旗,12,53100004,12,10,8,2030,59,0,99,203000
5004013,53100004,野猪战旗,13,53100004,13,10,8,2315,59,0,99,231500
5004014,53100004,野猪战旗,14,53100004,14,10,8,2620,59,0,99,262000
5004015,53100004,野猪战旗,15,53100004,15,10,8,2940,59,0,99,294000
5004016,53100004,野猪战旗,16,53100004,16,10,8,3275,59,0,99,327500
5004017,53100004,野猪战旗,17,53100004,17,10,8,3630,59,0,99,363000
5004018,53100004,野猪战旗,18,53100004,18,10,8,3995,59,0,99,399500
5004019,53100004,野猪战旗,19,53100004,19,10,8,4380,59,0,99,438000
5004020,53100004,野猪战旗,20,53100004,20,20,8,4780,59,0,99,478000
5004021,53100004,野猪战旗,21,53100004,21,20,8,5195,59,0,99,519500
5004022,53100004,野猪战旗,22,53100004,22,20,8,5625,59,0,99,562500
5004023,53100004,野猪战旗,23,53100004,23,20,8,6070,59,0,99,607000
5004024,53100004,野猪战旗,24,53100004,24,20,8,6530,59,0,99,653000
5004025,53100004,野猪战旗,25,53100004,25,20,8,7005,59,0,99,700500
5004026,53100004,野猪战旗,26,53100004,26,20,8,7495,59,0,99,749500
5004027,53100004,野猪战旗,27,53100004,27,20,8,8000,59,0,99,800000
5004028,53100004,野猪战旗,28,53100004,28,20,8,8515,59,0,99,851500
5004029,53100004,野猪战旗,29,53100004,29,20,8,9050,59,0,99,905000
5004030,53100004,野猪战旗,30,53100004,30,30,8,9595,59,0,99,959500
5004031,53100004,野猪战旗,31,53100004,31,30,8,10155,59,0,99,1015500
5004032,53100004,野猪战旗,32,53100004,32,30,8,10725,59,0,99,1072500
5004033,53100004,野猪战旗,33,53100004,33,30,8,11315,59,0,99,1131500
5004034,53100004,野猪战旗,34,53100004,34,30,8,11915,59,0,99,1191500
5004035,53100004,野猪战旗,35,53100004,35,30,8,12525,59,0,99,1252500
5004036,53100004,野猪战旗,36,53100004,36,30,8,13155,59,0,99,1315500
5004037,53100004,野猪战旗,37,53100004,37,30,8,13795,59,0,99,1379500
5004038,53100004,野猪战旗,38,53100004,38,30,8,14445,59,0,99,1444500
5004039,53100004,野猪战旗,39,53100004,39,30,8,15110,59,0,99,1511000
5004040,53100004,野猪战旗,40,53100004,40,40,8,15790,59,0,99,1579000
5004041,53100004,野猪战旗,41,53100004,41,40,8,16485,59,0,99,1648500
5004042,53100004,野猪战旗,42,53100004,42,40,8,17190,59,0,99,1719000
5004043,53100004,野猪战旗,43,53100004,43,40,8,17905,59,0,99,1790500
5004044,53100004,野猪战旗,44,53100004,44,40,8,18635,59,0,99,1863500
5004045,53100004,野猪战旗,45,53100004,45,40,8,19380,59,0,99,1938000
5004046,53100004,野猪战旗,46,53100004,46,40,8,20135,59,0,99,2013500
5004047,53100004,野猪战旗,47,53100004,47,40,8,20900,59,0,99,2090000
5004048,53100004,野猪战旗,48,53100004,48,40,8,21680,59,0,99,2168000
5004049,53100004,野猪战旗,49,53100004,49,40,8,22470,59,0,99,2247000
5004050,53100004,野猪战旗,50,53100004,50,50,8,23275,59,0,99,2327500
5004051,53100004,野猪战旗,51,53100004,51,50,8,24090,59,0,99,2409000
5004052,53100004,野猪战旗,52,53100004,52,50,8,24920,59,0,99,2492000
5004053,53100004,野猪战旗,53,53100004,53,50,8,25760,59,0,99,2576000
5004054,53100004,野猪战旗,54,53100004,54,50,8,26615,59,0,99,2661500
5004055,53100004,野猪战旗,55,53100004,55,50,8,27480,59,0,99,2748000
5004056,53100004,野猪战旗,56,53100004,56,50,8,28355,59,0,99,2835500
5004057,53100004,野猪战旗,57,53100004,57,50,8,29245,59,0,99,2924500
5004058,53100004,野猪战旗,58,53100004,58,50,8,30145,59,0,99,3014500
5004059,53100004,野猪战旗,59,53100004,59,50,8,31055,59,0,99,3105500
5004060,53100004,野猪战旗,60,53100004,60,60,8,31980,59,0,99,3198000
5004061,53100004,野猪战旗,61,53100004,61,60,8,32915,59,0,99,3291500
5004062,53100004,野猪战旗,62,53100004,62,60,8,33860,59,0,99,3386000
5004063,53100004,野猪战旗,63,53100004,63,60,8,34815,59,0,99,3481500
5004064,53100004,野猪战旗,64,53100004,64,60,8,35785,59,0,99,3578500
5004065,53100004,野猪战旗,65,53100004,65,60,8,36765,59,0,99,3676500
5004066,53100004,野猪战旗,66,53100004,66,60,8,37760,59,0,99,3776000
5004067,53100004,野猪战旗,67,53100004,67,60,8,38765,59,0,99,3876500
5004068,53100004,野猪战旗,68,53100004,68,60,8,39780,59,0,99,3978000
5004069,53100004,野猪战旗,69,53100004,69,60,8,40805,59,0,99,4080500
5004070,53100004,野猪战旗,70,53100004,70,70,8,41840,59,0,99,4184000
5004071,53100004,野猪战旗,71,53100004,71,70,8,42890,59,0,99,4289000
5004072,53100004,野猪战旗,72,53100004,72,70,8,43950,59,0,99,4395000
5004073,53100004,野猪战旗,73,53100004,73,70,8,45020,59,0,99,4502000
5004074,53100004,野猪战旗,74,53100004,74,70,8,46105,59,0,99,4610500
5004075,53100004,野猪战旗,75,53100004,75,70,8,47195,59,0,99,4719500
5004076,53100004,野猪战旗,76,53100004,76,70,8,48300,59,0,99,4830000
5004077,53100004,野猪战旗,77,53100004,77,70,8,49415,59,0,99,4941500
5004078,53100004,野猪战旗,78,53100004,78,70,8,50540,59,0,99,5054000
5004079,53100004,野猪战旗,79,53100004,79,70,8,51675,59,0,99,5167500
5004080,53100004,野猪战旗,80,53100004,80,80,8,52825,59,0,99,5282500
5004081,53100004,野猪战旗,81,53100004,81,80,8,53980,59,0,99,5398000
