id,lotteryid,description,chance,type,groupid,groupwt,itemid,itemdes,itemwt,min,max
317,20101,魔龙洞窟-1阶宝石,0,1,101,0,10111001,1级猫眼石,100,1,3
318,20101,魔龙洞窟-1阶宝石,0,1,101,0,10112001,1级黑曜石,100,1,3
319,20101,魔龙洞窟-1阶宝石,0,1,101,0,10113001,1级虚空石,100,1,3
320,20201,魔龙洞窟-2阶宝石,10000,1,101,100,10101002,2级血精石,100,1,2
321,20201,魔龙洞窟-2阶宝石,0,1,101,0,10102002,2级锋锐石,100,1,2
322,20201,魔龙洞窟-2阶宝石,0,1,101,0,10103002,2级金刚石,100,1,2
323,20201,魔龙洞窟-2阶宝石,0,1,101,0,10104002,2级日冕石,100,1,2
324,20201,魔龙洞窟-2阶宝石,0,1,101,0,10105002,2级月光石,100,1,2
325,20201,魔龙洞窟-2阶宝石,0,1,101,0,10106002,2级荧光石,100,1,2
326,20201,魔龙洞窟-2阶宝石,0,1,101,0,10107002,2级曲光石,100,1,2
327,20201,魔龙洞窟-2阶宝石,0,1,101,0,10108002,2级黄水晶,100,1,2
328,20201,魔龙洞窟-2阶宝石,0,1,101,0,10109002,2级红水晶,100,1,2
329,20201,魔龙洞窟-2阶宝石,0,1,101,0,10110002,2级鹰眼石,100,1,2
330,20201,魔龙洞窟-2阶宝石,0,1,101,0,10111002,2级猫眼石,100,1,2
331,20201,魔龙洞窟-2阶宝石,0,1,101,0,10112002,2级黑曜石,100,1,2
332,20201,魔龙洞窟-2阶宝石,0,1,101,0,10113002,2级虚空石,100,1,2
333,20301,魔龙洞窟-3阶宝石,10000,1,101,100,10101003,3级血精石,100,1,1
334,20301,魔龙洞窟-3阶宝石,0,1,101,0,10102003,3级锋锐石,100,1,1
335,20301,魔龙洞窟-3阶宝石,0,1,101,0,10103003,3级金刚石,100,1,1
336,20301,魔龙洞窟-3阶宝石,0,1,101,0,10104003,3级日冕石,100,1,1
337,20301,魔龙洞窟-3阶宝石,0,1,101,0,10105003,3级月光石,100,1,1
338,20301,魔龙洞窟-3阶宝石,0,1,101,0,10106003,3级荧光石,100,1,1
339,20301,魔龙洞窟-3阶宝石,0,1,101,0,10107003,3级曲光石,100,1,1
340,20301,魔龙洞窟-3阶宝石,0,1,101,0,10108003,3级黄水晶,100,1,1
341,20301,魔龙洞窟-3阶宝石,0,1,101,0,10109003,3级红水晶,100,1,1
342,20301,魔龙洞窟-3阶宝石,0,1,101,0,10110003,3级鹰眼石,100,1,1
343,20301,魔龙洞窟-3阶宝石,0,1,101,0,10111003,3级猫眼石,100,1,1
344,20301,魔龙洞窟-3阶宝石,0,1,101,0,10112003,3级黑曜石,100,1,1
345,20301,魔龙洞窟-3阶宝石,0,1,101,0,10113003,3级虚空石,100,1,1
346,20401,魔龙洞窟-4阶宝石,10000,1,101,100,10101004,4级血精石,100,1,1
347,20401,魔龙洞窟-4阶宝石,0,1,101,0,10102004,4级锋锐石,100,1,1
348,20401,魔龙洞窟-4阶宝石,0,1,101,0,10103004,4级金刚石,100,1,1
349,20401,魔龙洞窟-4阶宝石,0,1,101,0,10104004,4级日冕石,100,1,1
350,20401,魔龙洞窟-4阶宝石,0,1,101,0,10105004,4级月光石,100,1,1
351,20401,魔龙洞窟-4阶宝石,0,1,101,0,10106004,4级荧光石,100,1,1
352,20401,魔龙洞窟-4阶宝石,0,1,101,0,10107004,4级曲光石,100,1,1
353,20401,魔龙洞窟-4阶宝石,0,1,101,0,10108004,4级黄水晶,100,1,1
354,20401,魔龙洞窟-4阶宝石,0,1,101,0,10109004,4级红水晶,100,1,1
355,20401,魔龙洞窟-4阶宝石,0,1,101,0,10110004,4级鹰眼石,100,1,1
356,20401,魔龙洞窟-4阶宝石,0,1,101,0,10111004,4级猫眼石,100,1,1
357,20401,魔龙洞窟-4阶宝石,0,1,101,0,10112004,4级黑曜石,100,1,1
358,20401,魔龙洞窟-4阶宝石,0,1,101,0,10113004,4级虚空石,100,1,1
359,30101,试炼-1种,10000,1,101,100,91000001,金币,100,150000,150000
360,30102,试炼-1种,10000,1,101,100,91000001,金币,100,170000,170000
361,30103,试炼-1种,10000,1,101,100,91000001,金币,100,190000,190000
362,30104,试炼-1种,10000,1,101,100,91000001,金币,100,210000,210000
363,30105,试炼-1种,10000,1,101,100,91000001,金币,100,230000,230000
364,30106,试炼-1种,10000,1,101,100,91000001,金币,100,250000,250000
365,30107,试炼-1种,10000,1,101,100,91000001,金币,100,270000,270000
366,30108,试炼-1种,10000,1,101,100,91000001,金币,100,300000,300000
367,30109,试炼-1种,10000,1,101,100,91000001,金币,100,330000,330000
368,30201,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,600,600
369,30202,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,900,900
370,30203,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,1200,1200
371,30204,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,1500,1500
372,30205,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,1800,1800
373,30206,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,2100,2100
374,30207,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,2400,2400
375,30208,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,2700,2700
376,30209,试炼-2种,10000,1,101,100,91000033,贤者水晶,100,3000,3000
377,30301,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,300,300
378,30302,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,340,340
379,30303,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,380,380
380,30304,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,420,420
381,30305,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,460,460
382,30306,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,500,500
383,30307,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,540,540
384,30308,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,580,580
385,30309,试炼-3种,10000,1,101,100,91000032,英雄勋章,100,620,620
386,40001,远征宝箱1,10000,2,101,10000,91000001,金币,100,50000,50000
387,40001,远征宝箱1,0,2,102,10000,60000200,圣物宝箱,100,1,1
388,40001,远征宝箱1,0,2,103,10000,91000023,秘境之石,100,25,25
389,40002,远征宝箱2,10000,2,101,10000,91000001,金币,100,60000,60000
390,40002,远征宝箱2,0,2,102,10000,60000200,圣物宝箱,100,1,1
391,40002,远征宝箱2,0,2,103,10000,91000023,秘境之石,100,25,25
392,40003,远征宝箱3,10000,2,101,10000,91000001,金币,100,70000,70000
393,40003,远征宝箱3,0,2,102,10000,60000200,圣物宝箱,100,1,1
394,40003,远征宝箱3,0,2,103,10000,91000023,秘境之石,100,30,30
395,40004,远征宝箱4,10000,2,101,10000,91000001,金币,100,80000,80000
396,40004,远征宝箱4,0,2,102,10000,60000200,圣物宝箱,100,1,1
397,40004,远征宝箱4,0,2,103,10000,91000023,秘境之石,100,30,30
398,40005,远征宝箱5,10000,2,101,10000,91000001,金币,100,90000,90000
399,40005,远征宝箱5,0,2,102,10000,60000200,圣物宝箱,100,1,2
400,40005,远征宝箱5,0,2,103,10000,91000023,秘境之石,100,35,35
401,40006,远征宝箱6,10000,2,101,10000,91000001,金币,100,100000,100000
402,40006,远征宝箱6,0,2,102,10000,60000200,圣物宝箱,100,1,2
403,40006,远征宝箱6,0,2,103,10000,91000023,秘境之石,100,35,35
404,40007,远征宝箱7,10000,2,101,10000,91000001,金币,100,110000,110000
405,40007,远征宝箱7,0,2,102,10000,60000200,圣物宝箱,100,1,2
406,40007,远征宝箱7,0,2,103,10000,91000023,秘境之石,100,40,40
407,50001,白色装备分解组,10000,1,101,100,91000001,金币,100,100,100
408,50002,绿色装备分解组,10000,1,101,100,91000001,金币,100,200,200
409,50003,蓝色装备分解组,10000,1,101,100,91000001,金币,100,2000,2000
410,50004,紫色装备分解组,10000,1,101,100,91000001,金币,100,20000,20000
411,50005,橙色装备分解组,10000,1,101,100,91000001,金币,100,100000,100000
412,60001,test佣兵宝箱1,10000,1,101,10000,50101011,卫兵·首领,1,1,1
413,60001,test佣兵宝箱1,0,1,101,0,50101021,卫兵·核心,1,1,1
414,60001,test佣兵宝箱1,0,1,101,0,50101031,卫兵·精锐,1,1,1
415,60001,test佣兵宝箱1,0,1,101,0,50101041,卫兵·特种,1,1,1
416,60001,test佣兵宝箱1,0,1,101,0,50102011,骷髅兵·首领,1,1,1
417,60001,test佣兵宝箱1,0,1,101,0,50102021,骷髅兵·核心,1,1,1
418,60001,test佣兵宝箱1,0,1,101,0,50102031,骷髅兵·精锐,1,1,1
419,60001,test佣兵宝箱1,0,1,101,0,50102041,骷髅兵·特种,1,1,1
420,60001,test佣兵宝箱1,0,1,101,0,50103011,地鼠·首领,1,1,1
421,60001,test佣兵宝箱1,0,1,101,0,50103021,地鼠·核心,1,1,1
422,60001,test佣兵宝箱1,0,1,101,0,50103031,地鼠·精锐,1,1,1
423,60001,test佣兵宝箱1,0,1,101,0,50103041,地鼠·特种,1,1,1
424,60001,test佣兵宝箱1,0,1,101,0,50201011,弩兵·首领,1,1,1
425,60001,test佣兵宝箱1,0,1,101,0,50201021,弩兵·核心,1,1,1
426,60001,test佣兵宝箱1,0,1,101,0,50201031,弩兵·精锐,1,1,1
427,60001,test佣兵宝箱1,0,1,101,0,50201041,弩兵·特种,1,1,1
428,60001,test佣兵宝箱1,0,1,101,0,50202011,丧尸·首领,1,1,1
429,60001,test佣兵宝箱1,0,1,101,0,50202021,丧尸·核心,1,1,1
430,60001,test佣兵宝箱1,0,1,101,0,50202031,丧尸·精锐,1,1,1
431,60001,test佣兵宝箱1,0,1,101,0,50202041,丧尸·特种,1,1,1
432,60001,test佣兵宝箱1,0,1,101,0,50203011,盾卫·首领,1,1,1
433,60001,test佣兵宝箱1,0,1,101,0,50203021,盾卫·核心,1,1,1
434,60001,test佣兵宝箱1,0,1,101,0,50203031,盾卫·精锐,1,1,1
435,60001,test佣兵宝箱1,0,1,101,0,50203041,盾卫·特种,1,1,1
436,60001,test佣兵宝箱1,0,1,101,0,50301011,狮鹫·首领,1,1,1
437,60001,test佣兵宝箱1,0,1,101,0,50301021,狮鹫·核心,1,1,1
438,60001,test佣兵宝箱1,0,1,101,0,50301031,狮鹫·精锐,1,1,1
439,60001,test佣兵宝箱1,0,1,101,0,50301041,狮鹫·特种,1,1,1
440,60001,test佣兵宝箱1,0,1,101,0,50302011,幽魂·首领,1,1,1
441,60001,test佣兵宝箱1,0,1,101,0,50302021,幽魂·核心,1,1,1
442,60001,test佣兵宝箱1,0,1,101,0,50302031,幽魂·精锐,1,1,1
443,60001,test佣兵宝箱1,0,1,101,0,50302041,幽魂·特种,1,1,1
444,60001,test佣兵宝箱1,0,1,101,0,50303011,战熊·首领,1,1,1
445,60001,test佣兵宝箱1,0,1,101,0,50303021,战熊·核心,1,1,1
446,60001,test佣兵宝箱1,0,1,101,0,50303031,战熊·精锐,1,1,1
447,60001,test佣兵宝箱1,0,1,101,0,50303041,战熊·特种,1,1,1
448,60001,test佣兵宝箱1,0,1,101,0,50401011,剑士·首领,1,1,1
449,60001,test佣兵宝箱1,0,1,101,0,50401021,剑士·核心,1,1,1
450,60001,test佣兵宝箱1,0,1,101,0,50401031,剑士·精锐,1,1,1
451,60001,test佣兵宝箱1,0,1,101,0,50401041,剑士·特种,1,1,1
452,60001,test佣兵宝箱1,0,1,101,0,50402011,吸血鬼·首领,1,1,1
453,60001,test佣兵宝箱1,0,1,101,0,50402021,吸血鬼·核心,1,1,1
454,60001,test佣兵宝箱1,0,1,101,0,50402031,吸血鬼·精锐,1,1,1
455,60001,test佣兵宝箱1,0,1,101,0,50402041,吸血鬼·特种,1,1,1
456,60001,test佣兵宝箱1,0,1,101,0,50403011,火武神·首领,1,1,1
457,60001,test佣兵宝箱1,0,1,101,0,50403021,火武神·核心,1,1,1
458,60001,test佣兵宝箱1,0,1,101,0,50403031,火武神·精锐,1,1,1
459,60001,test佣兵宝箱1,0,1,101,0,50403041,火武神·特种,1,1,1
460,60002,test佣兵宝箱2,10000,1,101,10000,50101012,卫兵·首领,1,1,1
461,60002,test佣兵宝箱2,0,1,101,0,50101022,卫兵·核心,1,1,1
462,60002,test佣兵宝箱2,0,1,101,0,50101032,卫兵·精锐,1,1,1
463,60002,test佣兵宝箱2,0,1,101,0,50101042,卫兵·特种,1,1,1
464,60002,test佣兵宝箱2,0,1,101,0,50102012,骷髅兵·首领,1,1,1
465,60002,test佣兵宝箱2,0,1,101,0,50102022,骷髅兵·核心,1,1,1
466,60002,test佣兵宝箱2,0,1,101,0,50102032,骷髅兵·精锐,1,1,1
467,60002,test佣兵宝箱2,0,1,101,0,50102042,骷髅兵·特种,1,1,1
468,60002,test佣兵宝箱2,0,1,101,0,50103012,地鼠·首领,1,1,1
469,60002,test佣兵宝箱2,0,1,101,0,50103022,地鼠·核心,1,1,1
470,60002,test佣兵宝箱2,0,1,101,0,50103032,地鼠·精锐,1,1,1
471,60002,test佣兵宝箱2,0,1,101,0,50103042,地鼠·特种,1,1,1
472,60002,test佣兵宝箱2,0,1,101,0,50201012,弩兵·首领,1,1,1
473,60002,test佣兵宝箱2,0,1,101,0,50201022,弩兵·核心,1,1,1
474,60002,test佣兵宝箱2,0,1,101,0,50201032,弩兵·精锐,1,1,1
475,60002,test佣兵宝箱2,0,1,101,0,50201042,弩兵·特种,1,1,1
476,60002,test佣兵宝箱2,0,1,101,0,50202012,丧尸·首领,1,1,1
477,60002,test佣兵宝箱2,0,1,101,0,50202022,丧尸·核心,1,1,1
478,60002,test佣兵宝箱2,0,1,101,0,50202032,丧尸·精锐,1,1,1
479,60002,test佣兵宝箱2,0,1,101,0,50202042,丧尸·特种,1,1,1
480,60002,test佣兵宝箱2,0,1,101,0,50203012,盾卫·首领,1,1,1
481,60002,test佣兵宝箱2,0,1,101,0,50203022,盾卫·核心,1,1,1
482,60002,test佣兵宝箱2,0,1,101,0,50203032,盾卫·精锐,1,1,1
483,60002,test佣兵宝箱2,0,1,101,0,50203042,盾卫·特种,1,1,1
484,60002,test佣兵宝箱2,0,1,101,0,50301012,狮鹫·首领,1,1,1
485,60002,test佣兵宝箱2,0,1,101,0,50301022,狮鹫·核心,1,1,1
486,60002,test佣兵宝箱2,0,1,101,0,50301032,狮鹫·精锐,1,1,1
487,60002,test佣兵宝箱2,0,1,101,0,50301042,狮鹫·特种,1,1,1
488,60002,test佣兵宝箱2,0,1,101,0,50302012,幽魂·首领,1,1,1
489,60002,test佣兵宝箱2,0,1,101,0,50302022,幽魂·核心,1,1,1
490,60002,test佣兵宝箱2,0,1,101,0,50302032,幽魂·精锐,1,1,1
491,60002,test佣兵宝箱2,0,1,101,0,50302042,幽魂·特种,1,1,1
492,60002,test佣兵宝箱2,0,1,101,0,50303012,战熊·首领,1,1,1
493,60002,test佣兵宝箱2,0,1,101,0,50303022,战熊·核心,1,1,1
494,60002,test佣兵宝箱2,0,1,101,0,50303032,战熊·精锐,1,1,1
495,60002,test佣兵宝箱2,0,1,101,0,50303042,战熊·特种,1,1,1
496,60002,test佣兵宝箱2,0,1,101,0,50401012,剑士·首领,1,1,1
497,60002,test佣兵宝箱2,0,1,101,0,50401022,剑士·核心,1,1,1
498,60002,test佣兵宝箱2,0,1,101,0,50401032,剑士·精锐,1,1,1
499,60002,test佣兵宝箱2,0,1,101,0,50401042,剑士·特种,1,1,1
500,60002,test佣兵宝箱2,0,1,101,0,50402012,吸血鬼·首领,1,1,1
501,60002,test佣兵宝箱2,0,1,101,0,50402022,吸血鬼·核心,1,1,1
502,60002,test佣兵宝箱2,0,1,101,0,50402032,吸血鬼·精锐,1,1,1
503,60002,test佣兵宝箱2,0,1,101,0,50402042,吸血鬼·特种,1,1,1
504,60002,test佣兵宝箱2,0,1,101,0,50403012,火武神·首领,1,1,1
505,60002,test佣兵宝箱2,0,1,101,0,50403022,火武神·核心,1,1,1
506,60002,test佣兵宝箱2,0,1,101,0,50403032,火武神·精锐,1,1,1
507,60002,test佣兵宝箱2,0,1,101,0,50403042,火武神·特种,1,1,1
508,60003,test佣兵宝箱3,10000,1,101,10000,50101013,卫兵·首领,1,1,1
509,60003,test佣兵宝箱3,0,1,101,0,50101023,卫兵·核心,1,1,1
510,60003,test佣兵宝箱3,0,1,101,0,50101033,卫兵·精锐,1,1,1
511,60003,test佣兵宝箱3,0,1,101,0,50101043,卫兵·特种,1,1,1
512,60003,test佣兵宝箱3,0,1,101,0,50102013,骷髅兵·首领,1,1,1
513,60003,test佣兵宝箱3,0,1,101,0,50102023,骷髅兵·核心,1,1,1
514,60003,test佣兵宝箱3,0,1,101,0,50102033,骷髅兵·精锐,1,1,1
515,60003,test佣兵宝箱3,0,1,101,0,50102043,骷髅兵·特种,1,1,1
516,60003,test佣兵宝箱3,0,1,101,0,50103013,地鼠·首领,1,1,1
517,60003,test佣兵宝箱3,0,1,101,0,50103023,地鼠·核心,1,1,1
518,60003,test佣兵宝箱3,0,1,101,0,50103033,地鼠·精锐,1,1,1
519,60003,test佣兵宝箱3,0,1,101,0,50103043,地鼠·特种,1,1,1
520,60003,test佣兵宝箱3,0,1,101,0,50201013,弩兵·首领,1,1,1
521,60003,test佣兵宝箱3,0,1,101,0,50201023,弩兵·核心,1,1,1
522,60003,test佣兵宝箱3,0,1,101,0,50201033,弩兵·精锐,1,1,1
523,60003,test佣兵宝箱3,0,1,101,0,50201043,弩兵·特种,1,1,1
524,60003,test佣兵宝箱3,0,1,101,0,50202013,丧尸·首领,1,1,1
525,60003,test佣兵宝箱3,0,1,101,0,50202023,丧尸·核心,1,1,1
526,60003,test佣兵宝箱3,0,1,101,0,50202033,丧尸·精锐,1,1,1
527,60003,test佣兵宝箱3,0,1,101,0,50202043,丧尸·特种,1,1,1
528,60003,test佣兵宝箱3,0,1,101,0,50203013,盾卫·首领,1,1,1
529,60003,test佣兵宝箱3,0,1,101,0,50203023,盾卫·核心,1,1,1
530,60003,test佣兵宝箱3,0,1,101,0,50203033,盾卫·精锐,1,1,1
531,60003,test佣兵宝箱3,0,1,101,0,50203043,盾卫·特种,1,1,1
532,60003,test佣兵宝箱3,0,1,101,0,50301013,狮鹫·首领,1,1,1
533,60003,test佣兵宝箱3,0,1,101,0,50301023,狮鹫·核心,1,1,1
534,60003,test佣兵宝箱3,0,1,101,0,50301033,狮鹫·精锐,1,1,1
535,60003,test佣兵宝箱3,0,1,101,0,50301043,狮鹫·特种,1,1,1
536,60003,test佣兵宝箱3,0,1,101,0,50302013,幽魂·首领,1,1,1
537,60003,test佣兵宝箱3,0,1,101,0,50302023,幽魂·核心,1,1,1
538,60003,test佣兵宝箱3,0,1,101,0,50302033,幽魂·精锐,1,1,1
539,60003,test佣兵宝箱3,0,1,101,0,50302043,幽魂·特种,1,1,1
540,60003,test佣兵宝箱3,0,1,101,0,50303013,战熊·首领,1,1,1
541,60003,test佣兵宝箱3,0,1,101,0,50303023,战熊·核心,1,1,1
542,60003,test佣兵宝箱3,0,1,101,0,50303033,战熊·精锐,1,1,1
543,60003,test佣兵宝箱3,0,1,101,0,50303043,战熊·特种,1,1,1
544,60003,test佣兵宝箱3,0,1,101,0,50401013,剑士·首领,1,1,1
545,60003,test佣兵宝箱3,0,1,101,0,50401023,剑士·核心,1,1,1
546,60003,test佣兵宝箱3,0,1,101,0,50401033,剑士·精锐,1,1,1
547,60003,test佣兵宝箱3,0,1,101,0,50401043,剑士·特种,1,1,1
548,60003,test佣兵宝箱3,0,1,101,0,50402013,吸血鬼·首领,1,1,1
549,60003,test佣兵宝箱3,0,1,101,0,50402023,吸血鬼·核心,1,1,1
550,60003,test佣兵宝箱3,0,1,101,0,50402033,吸血鬼·精锐,1,1,1
551,60003,test佣兵宝箱3,0,1,101,0,50402043,吸血鬼·特种,1,1,1
552,60003,test佣兵宝箱3,0,1,101,0,50403013,火武神·首领,1,1,1
553,60003,test佣兵宝箱3,0,1,101,0,50403023,火武神·核心,1,1,1
554,60003,test佣兵宝箱3,0,1,101,0,50403033,火武神·精锐,1,1,1
555,60003,test佣兵宝箱3,0,1,101,0,50403043,火武神·特种,1,1,1
556,60004,商会元宝箱,10000,1,101,10000,91000002,钻石,9899,6,6
557,60004,商会元宝箱,0,1,101,0,91000002,钻石,100,66,66
558,60004,商会元宝箱,0,1,101,0,91000002,钻石,1,666,666
559,60005,劫掠商队宝箱,10000,1,101,10000,91000027,符文经验,1,100,100
560,60006,劫掠庄园宝箱,10000,1,101,10000,91000002,钻石,1,20,20
561,60007,劫掠城镇宝箱,10000,1,101,10000,15100101,魔灵碎片,1,1,1
562,60008,劫掠城堡宝箱,10000,1,101,10000,91000032,英雄勋章,1,50,50
563,60100,随机圣物宝箱,10000,1,101,10000,79500101,王冠部件Ⅰ,1,1,1
564,60100,随机圣物宝箱,0,1,101,0,79500102,王冠部件Ⅱ,1,1,1
565,60100,随机圣物宝箱,0,1,101,0,79500103,王冠部件Ⅲ,1,1,1
566,60100,随机圣物宝箱,0,1,101,0,79500104,王冠部件Ⅳ,1,1,1
567,60100,随机圣物宝箱,0,1,101,0,79500105,王冠部件Ⅴ,1,1,1
568,60100,随机圣物宝箱,0,1,101,0,79500106,王冠部件Ⅵ,1,1,1
569,60100,随机圣物宝箱,0,1,101,0,79500201,道标部件Ⅰ,1,1,1
570,60100,随机圣物宝箱,0,1,101,0,79500202,道标部件Ⅱ,1,1,1
571,60100,随机圣物宝箱,0,1,101,0,79500203,道标部件Ⅲ,1,1,1
572,60100,随机圣物宝箱,0,1,101,0,79500204,道标部件Ⅳ,1,1,1
573,60100,随机圣物宝箱,0,1,101,0,79500205,道标部件Ⅴ,1,1,1
574,60100,随机圣物宝箱,0,1,101,0,79500206,道标部件Ⅵ,1,1,1
575,60100,随机圣物宝箱,0,1,101,0,79500301,戒指部件Ⅰ,1,1,1
576,60100,随机圣物宝箱,0,1,101,0,79500302,戒指部件Ⅱ,1,1,1
577,60100,随机圣物宝箱,0,1,101,0,79500303,戒指部件Ⅲ,1,1,1
578,60100,随机圣物宝箱,0,1,101,0,79500304,戒指部件Ⅳ,1,1,1
579,60100,随机圣物宝箱,0,1,101,0,79500305,戒指部件Ⅴ,1,1,1
580,60100,随机圣物宝箱,0,1,101,0,79500306,戒指部件Ⅵ,1,1,1
581,60100,随机圣物宝箱,0,1,101,0,79500401,法珠部件Ⅰ,1,1,1
582,60100,随机圣物宝箱,0,1,101,0,79500402,法珠部件Ⅱ,1,1,1
583,60100,随机圣物宝箱,0,1,101,0,79500403,法珠部件Ⅲ,1,1,1
584,60100,随机圣物宝箱,0,1,101,0,79500404,法珠部件Ⅳ,1,1,1
585,60100,随机圣物宝箱,0,1,101,0,79500405,法珠部件Ⅴ,1,1,1
586,60100,随机圣物宝箱,0,1,101,0,79500406,法珠部件Ⅵ,1,1,1
587,60100,随机圣物宝箱,0,1,101,0,79500501,法典部件Ⅰ,1,1,1
588,60100,随机圣物宝箱,0,1,101,0,79500502,法典部件Ⅱ,1,1,1
589,60100,随机圣物宝箱,0,1,101,0,79500503,法典部件Ⅲ,1,1,1
590,60100,随机圣物宝箱,0,1,101,0,79500504,法典部件Ⅳ,1,1,1
591,60100,随机圣物宝箱,0,1,101,0,79500505,法典部件Ⅴ,1,1,1
592,60100,随机圣物宝箱,0,1,101,0,79500506,法典部件Ⅵ,1,1,1
593,60100,随机圣物宝箱,0,1,101,0,79500601,权杖部件Ⅰ,1,1,1
594,60100,随机圣物宝箱,0,1,101,0,79500602,权杖部件Ⅱ,1,1,1
595,60100,随机圣物宝箱,0,1,101,0,79500603,权杖部件Ⅲ,1,1,1
596,60100,随机圣物宝箱,0,1,101,0,79500604,权杖部件Ⅳ,1,1,1
597,60100,随机圣物宝箱,0,1,101,0,79500605,权杖部件Ⅴ,1,1,1
598,60100,随机圣物宝箱,0,1,101,0,79500606,权杖部件Ⅵ,1,1,1
599,60100,随机圣物宝箱,0,1,101,0,79500701,卷轴部件Ⅰ,1,1,1
600,60100,随机圣物宝箱,0,1,101,0,79500702,卷轴部件Ⅱ,1,1,1
601,60100,随机圣物宝箱,0,1,101,0,79500703,卷轴部件Ⅲ,1,1,1
602,60100,随机圣物宝箱,0,1,101,0,79500704,卷轴部件Ⅳ,1,1,1
603,60100,随机圣物宝箱,0,1,101,0,79500705,卷轴部件Ⅴ,1,1,1
604,60100,随机圣物宝箱,0,1,101,0,79500706,卷轴部件Ⅵ,1,1,1
605,60100,随机圣物宝箱,0,1,101,0,80500101,夏梵之魂,1,1,1
606,60100,随机圣物宝箱,0,1,101,0,80500201,圣光之核,1,1,1
607,60100,随机圣物宝箱,0,1,101,0,80500301,寒冬符印,1,1,1
608,60100,随机圣物宝箱,0,1,101,0,80500401,法珠核心,1,1,1
609,60100,随机圣物宝箱,0,1,101,0,80500501,位面晶核,1,1,1
610,60100,随机圣物宝箱,0,1,101,0,80500601,贤者之石,1,1,1
611,60100,随机圣物宝箱,0,1,101,0,80500701,耐瑟之魂,1,1,1
612,60100,随机圣物宝箱,0,1,101,0,80000011,圣水,1,4,4
613,60101,王冠圣物宝箱,10000,1,101,10000,79500101,王冠部件Ⅰ,1,1,1
614,60101,王冠圣物宝箱,0,1,101,0,79500102,王冠部件Ⅱ,1,1,1
615,60101,王冠圣物宝箱,0,1,101,0,79500103,王冠部件Ⅲ,1,1,1
616,60101,王冠圣物宝箱,0,1,101,0,79500104,王冠部件Ⅳ,1,1,1
617,60101,王冠圣物宝箱,0,1,101,0,79500105,王冠部件Ⅴ,1,1,1
618,60101,王冠圣物宝箱,0,1,101,0,79500106,王冠部件Ⅵ,1,1,1
619,60102,道标圣物宝箱,10000,1,101,10000,79500201,道标部件Ⅰ,1,1,1
620,60102,道标圣物宝箱,0,1,101,0,79500202,道标部件Ⅱ,1,1,1
621,60102,道标圣物宝箱,0,1,101,0,79500203,道标部件Ⅲ,1,1,1
622,60102,道标圣物宝箱,0,1,101,0,79500204,道标部件Ⅳ,1,1,1
623,60102,道标圣物宝箱,0,1,101,0,79500205,道标部件Ⅴ,1,1,1
624,60102,道标圣物宝箱,0,1,101,0,79500206,道标部件Ⅵ,1,1,1
625,60103,戒指圣物宝箱,10000,1,101,10000,79500301,戒指部件Ⅰ,1,1,1
626,60103,戒指圣物宝箱,0,1,101,0,79500302,戒指部件Ⅱ,1,1,1
627,60103,戒指圣物宝箱,0,1,101,0,79500303,戒指部件Ⅲ,1,1,1
628,60103,戒指圣物宝箱,0,1,101,0,79500304,戒指部件Ⅳ,1,1,1
629,60103,戒指圣物宝箱,0,1,101,0,79500305,戒指部件Ⅴ,1,1,1
630,60103,戒指圣物宝箱,0,1,101,0,79500306,戒指部件Ⅵ,1,1,1
631,60104,法珠圣物宝箱,10000,1,101,10000,79500401,法珠部件Ⅰ,1,1,1
632,60104,法珠圣物宝箱,0,1,101,0,79500402,法珠部件Ⅱ,1,1,1
633,60104,法珠圣物宝箱,0,1,101,0,79500403,法珠部件Ⅲ,1,1,1
634,60104,法珠圣物宝箱,0,1,101,0,79500404,法珠部件Ⅳ,1,1,1
635,60104,法珠圣物宝箱,0,1,101,0,79500405,法珠部件Ⅴ,1,1,1
636,60104,法珠圣物宝箱,0,1,101,0,79500406,法珠部件Ⅵ,1,1,1
637,60105,法典圣物宝箱,10000,1,101,10000,79500501,法典部件Ⅰ,1,1,1
638,60105,法典圣物宝箱,0,1,101,0,79500502,法典部件Ⅱ,1,1,1
639,60105,法典圣物宝箱,0,1,101,0,79500503,法典部件Ⅲ,1,1,1
640,60105,法典圣物宝箱,0,1,101,0,79500504,法典部件Ⅳ,1,1,1
641,60105,法典圣物宝箱,0,1,101,0,79500505,法典部件Ⅴ,1,1,1
642,60105,法典圣物宝箱,0,1,101,0,79500506,法典部件Ⅵ,1,1,1
