id,sort,step,activity,backicon,nameicon,txt,tasktypes,n1,n2,n3,n4,item1,num1,item2,num2,item3,num3,item4,num4,costitem1,costnum1,costitem2,costnum2,costitem3,costnum3,costitem4,costnum4,cost,sale,fund,power,start,continued,cd,show,coctime,renovate,reset,status,touch
500020009,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 55个敌军,152,55,1,0,0,91000023,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500020010,5,2,远征挑战,bg_huodong_qr2.png,开服狂欢,远征累计击败 60个敌军,152,60,1,0,0,91000023,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,1,1,1
500030001,5,3,武将进阶,bg_huodong_qr2.png,开服狂欢,武将进阶最高达到 橙色,5,1,0,14,0,30101000,100,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,1,1
500030002,5,3,武将进阶,bg_huodong_qr2.png,开服狂欢,武将进阶最高达到 橙色+1,5,1,0,15,0,30101000,150,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,1,1
500030003,5,3,武将进阶,bg_huodong_qr2.png,开服狂欢,武将进阶最高达到 橙色+2,5,1,0,16,0,30101000,200,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,1,1
500030004,5,3,武将进阶,bg_huodong_qr2.png,开服狂欢,武将进阶最高达到 橙色+3,5,1,0,17,0,30101000,250,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,1,1
500030005,5,3,武将进阶,bg_huodong_qr2.png,开服狂欢,5个武将进阶皆达到 橙色+1,5,5,0,15,0,30101000,300,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,1,1
500030006,5,3,武将进阶,bg_huodong_qr2.png,开服狂欢,5个武将进阶皆达到 橙色+2,5,5,0,16,0,30101000,350,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,1,1
500030007,5,3,武将进阶,bg_huodong_qr2.png,开服狂欢,5个武将进阶皆达到 橙色+3,5,5,0,17,0,30101000,400,91000001,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,259200,0,86400,86400,0,0,1,1
500040001,5,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000224,60,0,0,0,0,0,0,91000002,1200,0,0,0,0,0,0,1200,600,0,0,12,259200,0,86400,86400,0,0,1,0
500050001,5,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,91000033,5000,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,12,259200,0,86400,86400,0,0,1,0
600010001,6,1,每日福利,bg_huodong_qr2.png,开服狂欢,充值1次198元档(不含幸运礼包),73,1,3,0,0,91000001,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600010002,6,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,60000200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600020001,6,2,官职挑战,bg_huodong_qr2.png,开服狂欢,官职挑战胜利 5次,121,5,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600020002,6,2,官职挑战,bg_huodong_qr2.png,开服狂欢,官职挑战胜利 10次,121,10,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600020003,6,2,官职挑战,bg_huodong_qr2.png,开服狂欢,官职挑战胜利 15次,121,15,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600020004,6,2,官职挑战,bg_huodong_qr2.png,开服狂欢,官职挑战胜利 20次,121,20,0,0,0,91000007,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600020005,6,2,官职挑战,bg_huodong_qr2.png,开服狂欢,官职挑战胜利 25次,121,25,0,0,0,91000007,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600020006,6,2,官职挑战,bg_huodong_qr2.png,开服狂欢,官职挑战胜利 30次,121,30,0,0,0,91000007,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600020007,6,2,官职挑战,bg_huodong_qr2.png,开服狂欢,官职挑战胜利 35次,121,35,0,0,0,91000007,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,1,1,1
600030001,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +4,140,1,0,4,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030002,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +5,140,1,0,5,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030003,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +6,140,1,0,6,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030004,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +7,140,1,0,7,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030005,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +8,140,1,0,8,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030006,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +9,140,1,0,9,0,60000200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030007,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +10,140,1,0,10,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030008,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +11,140,1,0,11,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030009,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +12,140,1,0,12,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030010,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +13,140,1,0,13,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030011,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +14,140,1,0,14,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600030012,6,3,宝物进阶,bg_huodong_qr2.png,开服狂欢,美人宝物最高等级达到 +15,140,1,0,15,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172800,0,86400,86400,0,0,1,1
600040001,6,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000200,8,0,0,0,0,0,0,91000002,1600,0,0,0,0,0,0,1600,800,0,0,13,172800,0,86400,86400,0,0,1,0
600050001,6,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,60000224,50,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,13,172800,0,86400,86400,0,0,1,0
700010001,7,1,每日福利,bg_huodong_qr2.png,开服狂欢,充值1次328元档(不含幸运礼包),73,1,2,0,0,91000001,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700010002,7,1,每日福利,bg_huodong_qr2.png,开服狂欢,登录游戏,129,1,0,0,0,42000001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700020001,7,2,名仕寻访,bg_huodong_qr2.png,开服狂欢,名仕寻访通关 25次,114,25,0,0,0,91000032,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700020002,7,2,名仕寻访,bg_huodong_qr2.png,开服狂欢,名仕寻访通关 50次,114,50,0,0,0,91000032,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700020003,7,2,名仕寻访,bg_huodong_qr2.png,开服狂欢,名仕寻访通关 60次,114,60,0,0,0,91000032,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700020004,7,2,名仕寻访,bg_huodong_qr2.png,开服狂欢,名仕寻访通关 75次,114,75,0,0,0,91000032,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700020005,7,2,名仕寻访,bg_huodong_qr2.png,开服狂欢,名仕寻访通关 100次,114,100,0,0,0,91000032,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700020006,7,2,名仕寻访,bg_huodong_qr2.png,开服狂欢,名仕寻访通关 150次,114,150,0,0,0,91000032,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,1,1,1
700030001,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 1位 3阶美人,140,1,3,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030002,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 1位 4阶美人,140,1,4,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030003,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 2位 5阶美人,140,2,5,0,0,60000200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030004,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 2位 6阶美人,140,2,6,0,0,60000200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030005,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 3位 7阶美人,140,3,7,0,0,60000200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030006,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 3位 8阶美人,140,3,8,0,0,60000200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030007,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 4位 9阶美人,140,4,9,0,0,60000200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030008,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 4位 10阶美人,140,4,10,0,0,60000200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030009,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 5位 11阶美人,140,5,11,0,0,60000200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700030010,7,3,美人进阶,bg_huodong_qr2.png,开服狂欢,拥有 5位 12阶美人,140,5,12,0,0,60000200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,86400,0,86400,86400,0,0,1,1
700040001,7,4,半价抢购,bg_huodong_qr2.png,开服狂欢,热门商品 限时半价,1,1,0,0,0,60000216,1,0,0,0,0,0,0,91000002,2430,0,0,0,0,0,0,2430,1215,0,0,14,86400,0,86400,86400,0,0,1,0
700050001,7,5,商会返利,bg_huodong_qr2.png,开服狂欢,商会会员 限时免费,1,1,0,0,0,60000200,5,0,0,0,0,0,0,91000002,1000,0,0,0,0,0,0,1000,500,0,1,14,86400,0,86400,86400,0,0,1,0
