itemid,itemname,mode,type,order,icon,txt,aindex,bindex,condition,show,levelid
30105004,光元素碎片,2,2,1,0,关卡掉落,0,0,0,8-5 灵界大帝,110805
30105004,光元素碎片,2,2,2,0,关卡掉落,0,0,0,10-5 亡灵统帅,111005
30105005,光元素碎片+1,2,2,1,0,关卡掉落,0,0,0,10-5 亡灵统帅,111005
30105005,光元素碎片+1,2,2,2,0,关卡掉落,0,0,0,12-5 恶魔祭司,111205
30105005,光元素碎片+1,2,2,3,0,关卡掉落,0,0,0,14-5 原力法师,111405
30105006,光元素碎片+2,2,2,1,0,关卡掉落,0,0,0,12-5 恶魔祭司,111205
30105006,光元素碎片+2,2,2,2,0,关卡掉落,0,0,0,14-5 原力法师,111405
30105006,光元素碎片+2,2,2,3,0,关卡掉落,0,0,0,16-5 混沌之力,111605
30105006,光元素碎片+2,2,2,4,0,关卡掉落,0,0,0,18-5 死灵祭司,111805
30105007,光元素碎块,2,2,1,0,关卡掉落,0,0,0,16-5 混沌之力,111605
30105007,光元素碎块,2,2,2,0,关卡掉落,0,0,0,18-5 死灵祭司,111805
30105007,光元素碎块,2,2,3,0,关卡掉落,0,0,0,20-5 黑暗主母,112005
30105007,光元素碎块,2,2,4,0,关卡掉落,0,0,0,22-5 迷失圣女,112205
30105008,光元素碎块+1,2,2,1,0,关卡掉落,0,0,0,20-5 黑暗主母,112005
30105008,光元素碎块+1,2,2,2,0,关卡掉落,0,0,0,22-5 迷失圣女,112205
30105008,光元素碎块+1,2,2,3,0,关卡掉落,0,0,0,24-5 血魔追魂,112405
30105008,光元素碎块+1,2,2,4,0,关卡掉落,0,0,0,26-5 地狱君王,112605
30105009,光元素碎块+2,2,2,1,0,关卡掉落,0,0,0,24-5 血魔追魂,112405
30105009,光元素碎块+2,2,2,2,0,关卡掉落,0,0,0,26-5 地狱君王,112605
30105009,光元素碎块+2,2,2,3,0,关卡掉落,0,0,0,28-5 复仇天使,112805
30105009,光元素碎块+2,2,2,4,0,关卡掉落,0,0,0,30-5 妖龙咆哮,113005
30105010,光元素晶体,2,2,1,0,关卡掉落,0,0,0,28-5 复仇天使,112805
30105010,光元素晶体,2,2,2,0,关卡掉落,0,0,0,30-5 妖龙咆哮,113005
30105010,光元素晶体,2,2,3,0,关卡掉落,0,0,0,32-5,113205
30105010,光元素晶体,2,2,4,0,关卡掉落,0,0,0,34-5,113405
30105010,光元素晶体,2,2,5,0,关卡掉落,0,0,0,36-5,113605
30105011,光元素晶体+1,2,2,1,0,关卡掉落,0,0,0,32-5,113205
30105011,光元素晶体+1,2,2,2,0,关卡掉落,0,0,0,34-5,113405
30105011,光元素晶体+1,2,2,3,0,关卡掉落,0,0,0,36-5,113605
30105011,光元素晶体+1,2,2,4,0,关卡掉落,0,0,0,38-5,113805
30105011,光元素晶体+1,2,2,5,0,关卡掉落,0,0,0,40-5,114005
30105011,光元素晶体+1,2,2,6,0,关卡掉落,0,0,0,42-5,114205
30105012,光元素晶体+2,2,2,1,0,关卡掉落,0,0,0,38-5,113805
30105012,光元素晶体+2,2,2,2,0,关卡掉落,0,0,0,40-5,114005
30105012,光元素晶体+2,2,2,3,0,关卡掉落,0,0,0,42-5,114205
30105012,光元素晶体+2,2,2,4,0,关卡掉落,0,0,0,44-5,114405
30105012,光元素晶体+2,2,2,5,0,关卡掉落,0,0,0,46-5,114605
30105012,光元素晶体+2,2,2,6,0,关卡掉落,0,0,0,48-5,114805
30105013,光元素原石,2,2,1,0,关卡掉落,0,0,0,44-5,114405
30105013,光元素原石,2,2,2,0,关卡掉落,0,0,0,46-5,114605
30105013,光元素原石,2,2,3,0,关卡掉落,0,0,0,48-5,114805
30105013,光元素原石,2,2,4,0,关卡掉落,0,0,0,50-5,115005
30105014,光元素原石+1,2,2,1,0,关卡掉落,0,0,0,50-5,115005
30106001,暗元素粉尘,2,2,1,0,关卡掉落,0,0,0,2-6 亡灵之怒,110208
30106001,暗元素粉尘,2,2,2,0,关卡掉落,0,0,0,4-8 灵魂呼唤,110408
30106002,暗元素粉尘+1,2,2,1,0,关卡掉落,0,0,0,4-8 灵魂呼唤,110408
30106002,暗元素粉尘+1,2,2,2,0,关卡掉落,0,0,0,6-8 入侵恶魔,110608
30106003,暗元素粉尘+2,2,2,1,0,关卡掉落,0,0,0,6-8 入侵恶魔,110608
30106003,暗元素粉尘+2,2,2,2,0,关卡掉落,0,0,0,8-8 追魂,110808
30106004,暗元素碎片,2,2,1,0,关卡掉落,0,0,0,8-8 追魂,110808
30106004,暗元素碎片,2,2,2,0,关卡掉落,0,0,0,10-8 血之诅咒,111008
30106005,暗元素碎片+1,2,2,1,0,关卡掉落,0,0,0,10-8 血之诅咒,111008
30106005,暗元素碎片+1,2,2,2,0,关卡掉落,0,0,0,12-8 恶魔祭司,111208
30106005,暗元素碎片+1,2,2,3,0,关卡掉落,0,0,0,14-8 矮人战士,111408
30106006,暗元素碎片+2,2,2,1,0,关卡掉落,0,0,0,12-8 恶魔祭司,111208
30106006,暗元素碎片+2,2,2,2,0,关卡掉落,0,0,0,14-8 矮人战士,111408
30106006,暗元素碎片+2,2,2,3,0,关卡掉落,0,0,0,16-8 矮人战士,111608
30106006,暗元素碎片+2,2,2,4,0,关卡掉落,0,0,0,18-8 死亡刺客,111808
30106007,暗元素碎块,2,2,1,0,关卡掉落,0,0,0,16-8 矮人战士,111608
30106007,暗元素碎块,2,2,2,0,关卡掉落,0,0,0,18-8 死亡刺客,111808
30106007,暗元素碎块,2,2,3,0,关卡掉落,0,0,0,20-8 鹿之精灵,112008
30106007,暗元素碎块,2,2,4,0,关卡掉落,0,0,0,22-8 失心精灵,112208
30106008,暗元素碎块+1,2,2,1,0,关卡掉落,0,0,0,20-8 鹿之精灵,112008
30106008,暗元素碎块+1,2,2,2,0,关卡掉落,0,0,0,22-8 失心精灵,112208
30106008,暗元素碎块+1,2,2,3,0,关卡掉落,0,0,0,24-8 死灵刺客,112408
30106008,暗元素碎块+1,2,2,4,0,关卡掉落,0,0,0,26-8 恶魔咆哮,112608
30106009,暗元素碎块+2,2,2,1,0,关卡掉落,0,0,0,24-8 死灵刺客,112408
30106009,暗元素碎块+2,2,2,2,0,关卡掉落,0,0,0,26-8 恶魔咆哮,112608
30106009,暗元素碎块+2,2,2,3,0,关卡掉落,0,0,0,28-8 邪恶精灵,112808
30106009,暗元素碎块+2,2,2,4,0,关卡掉落,0,0,0,30-8 亡灵刺客,113008
30106010,暗元素晶体,2,2,1,0,关卡掉落,0,0,0,28-8 邪恶精灵,112808
30106010,暗元素晶体,2,2,2,0,关卡掉落,0,0,0,30-8 亡灵刺客,113008
30106010,暗元素晶体,2,2,3,0,关卡掉落,0,0,0,32-8,113208
30106010,暗元素晶体,2,2,4,0,关卡掉落,0,0,0,34-8,113408
30106010,暗元素晶体,2,2,5,0,关卡掉落,0,0,0,36-8,113608
30106011,暗元素晶体+1,2,2,1,0,关卡掉落,0,0,0,32-8,113208
30106011,暗元素晶体+1,2,2,2,0,关卡掉落,0,0,0,34-8,113408
30106011,暗元素晶体+1,2,2,3,0,关卡掉落,0,0,0,36-8,113608
30106011,暗元素晶体+1,2,2,4,0,关卡掉落,0,0,0,38-8,113808
30106011,暗元素晶体+1,2,2,5,0,关卡掉落,0,0,0,40-8,114008
30106011,暗元素晶体+1,2,2,6,0,关卡掉落,0,0,0,42-8,114208
30106012,暗元素晶体+2,2,2,1,0,关卡掉落,0,0,0,38-8,113808
30106012,暗元素晶体+2,2,2,2,0,关卡掉落,0,0,0,40-8,114008
30106012,暗元素晶体+2,2,2,3,0,关卡掉落,0,0,0,42-8,114208
30106012,暗元素晶体+2,2,2,4,0,关卡掉落,0,0,0,44-8,114408
30106012,暗元素晶体+2,2,2,5,0,关卡掉落,0,0,0,46-8,114608
30106012,暗元素晶体+2,2,2,6,0,关卡掉落,0,0,0,48-8,114808
30106013,暗元素原石,2,2,1,0,关卡掉落,0,0,0,44-8,114408
30106013,暗元素原石,2,2,2,0,关卡掉落,0,0,0,46-8,114608
30106013,暗元素原石,2,2,3,0,关卡掉落,0,0,0,48-8,114808
30106013,暗元素原石,2,2,4,0,关卡掉落,0,0,0,50-8,115008
30106014,暗元素原石+1,2,2,1,0,关卡掉落,0,0,0,50-8,115008
20010001,水晶战刃,1,1,1,0,地下城组队,0,mod_dungeons.openDungeonsView(),return mod_base.issysopen(24),地下城组队副本掉落,0
20010001,水晶战刃,1,1,2,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20010002,水晶板甲,1,1,1,0,地下城组队,0,mod_dungeons.openDungeonsView(),return mod_base.issysopen(24),地下城组队副本掉落,0
20010002,水晶板甲,1,1,2,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20010003,水晶之心,1,1,1,0,地下城组队,0,mod_dungeons.openDungeonsView(),return mod_base.issysopen(24),地下城组队副本掉落,0
20010003,水晶之心,1,1,2,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20010004,水晶护腿,1,1,1,0,地下城组队,0,mod_dungeons.openDungeonsView(),return mod_base.issysopen(24),地下城组队副本掉落,0
20010004,水晶护腿,1,1,2,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20010005,水晶拳套,1,1,1,0,地下城组队,0,mod_dungeons.openDungeonsView(),return mod_base.issysopen(24),地下城组队副本掉落,0
20010005,水晶拳套,1,1,2,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20010006,水晶战靴,1,1,1,0,地下城组队,0,mod_dungeons.openDungeonsView(),return mod_base.issysopen(24),地下城组队副本掉落,0
20010006,水晶战靴,1,1,2,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20100001,圣者巨刃,1,1,1,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20100002,圣者重铠,1,1,1,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20100003,圣者之泪,1,1,1,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20100004,圣者护腿,1,1,1,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20100005,圣者拳套,1,1,1,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
20100006,圣者战靴,1,1,1,0,赏金任务,0,"ui_mgr.openUI(""hero_missionUI"",enOpenUIType.EUIT_ListType,{ _index = 3 })",return mod_base.issysopen(69),赏金任务翻牌奖励,0
30101000,星魂,1,1,1,0,普通关卡,0,"ui_mgr.openUI(""newChapterUI"",enOpenUIType.EUIT_ListType, {mapid = mod_chapter.getNewMap()})",return mod_base.issysopen(60),普通关卡掉落,0
30101000,星魂,1,1,2,0,勋章商店,0,shop_mainUI.show(enShopType.enST_ZaHuo),return mod_base.issysopen(38),勋章商店购买,0
79500101,王冠部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500102,王冠部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500103,王冠部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500104,王冠部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500105,王冠部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500106,王冠部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500201,道标部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500202,道标部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500203,道标部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500204,道标部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500205,道标部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500206,道标部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500301,戒指部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500302,戒指部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500303,戒指部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500304,戒指部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500305,戒指部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500306,戒指部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500401,法珠部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500402,法珠部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500403,法珠部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500404,法珠部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500405,法珠部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500406,法珠部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500501,法典部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500502,法典部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500503,法典部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500504,法典部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500505,法典部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500506,法典部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500601,权杖部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500602,权杖部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500603,权杖部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500604,权杖部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500605,权杖部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500606,权杖部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500701,卷轴部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500702,卷轴部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500703,卷轴部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500704,卷轴部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500705,卷轴部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500706,卷轴部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500801,血瓶部件Ⅰ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500802,血瓶部件Ⅱ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500803,血瓶部件Ⅲ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500804,血瓶部件Ⅳ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500805,血瓶部件Ⅴ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
79500806,血瓶部件Ⅵ,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500101,夏梵之魂,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500201,圣光之核,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500301,寒冬符印,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500401,法珠核心,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500501,位面晶核,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500601,贤者之石,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500701,耐瑟之魂,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80500801,神血精华,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
80000011,圣水,1,1,1,0,圣物搜索,0,"ui_mgr.openUI(""holy_luckUI"")",return mod_base.issysopen(26),圣物搜索,0
31000101,幽暗碎片,1,1,1,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
31000102,微光碎片,1,1,1,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
31000103,闪耀碎片,1,1,1,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
31000104,炽热碎片,1,1,1,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
31000105,魔能碎片,1,1,1,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
31000106,圣光碎片,1,1,1,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
15100101,魔灵碎片,1,1,1,0,星界,0,"ui_mgr.openUI(""Mount_farm"")",return mod_base.issysopen(45),星界召唤,0
91000033,贤者水晶,1,1,1,0,每日试炼,0,"ui_mgr.openUI(""trialUI"")",return mod_base.issysopen(42),试炼关卡掉落,0
10101001,1级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101001,1级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101001,1级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101002,2级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101002,2级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101002,2级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101003,3级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101003,3级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101003,3级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101004,4级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101004,4级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101004,4级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101005,5级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101005,5级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101005,5级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101006,6级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101006,6级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101006,6级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101007,7级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101007,7级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101007,7级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101008,8级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101008,8级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101008,8级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101009,9级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101009,9级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101009,9级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10101010,10级血精石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10101010,10级血精石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10101010,10级血精石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102001,1级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102001,1级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102001,1级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102002,2级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102002,2级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102002,2级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
10102003,3级锋锐石,1,1,1,0,魔龙洞窟,0,mod_gemInstance.gemStoneInfo(),return mod_base.issysopen(16),魔龙洞窟掉落,0
10102003,3级锋锐石,1,1,2,0,秘境商店,0,shop_mainUI.show(enShopType.enST_YuanZheng),return mod_base.issysopen(41),秘境商店购买,0
10102003,3级锋锐石,1,1,3,0,镇魂商店,0,shop_mainUI.show(enShopType.enST_ZhenHun),return mod_base.issysopen(22),镇魂商店购买,0
