skill_id,skill_name,type_show,skill_level,skill_mer,skill_china,skill_description,skill_value_type1,skill_count1,skill_value_type2,skill_count2,skill_value_type3,skill_count3,skill_value_type4,skill_count4,skill_add_type,skill_add_value,skill_type,skill_sub_type,attack_before,attack_after,skill_range,skill_scope,skill_scope2,skill_object,skill_energy,buff_type1,buff_pro1,buff_type2,buff_pro2,buff_type3,buff_pro3,lua_name,skill_icon,storageeffect,sound,hit_sound,skill_sound,showpanel,blacktime,lighteffect,storageturn,army_effecttype_skill,army_effect_skill,army_effect_skill_speed,showtop_effect,attack_chant
201000,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a201000,201000,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
201001,践踏,物理,1,1,物理技能,践踏大地昏迷周围所有敌方单位1秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,500,0,1,0,12101,10000,0,0,0,0,a201001,201001,0,Skill/hammer,0,0,0,0,0,0,0,0,0,4444,0
201002,熔岩护体,被动,1,1,被动天赋加成,增加10%格挡几率,15,1000,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,22102,10000,0,0,0,0,p201002,201002,0,0,0,0,0,0,0,0,0,0,0,0,0
201004,熔火斩,物理,1,1,物理技能,对周围敌方部队造成200%物理伤害,1001,10000,0,0,0,0,0,0,0,0,3,0,300,500,60,100,0,1,0,0,0,0,0,0,0,a201004,201004,3333,Skill/2010_final,0,Hero/VO_2010_final,5,0,0,0,0,0,0,0,0
201100,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a201100,201100,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
201101,神圣冲击,神术,1,1,神术技能,对目标造成220%神术伤害，并回复己方生命百分比最低的人此次伤害50%的生命值,1001,12000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a201101,201101,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
201102,鼓舞,神术,1,1,神术技能,增加全队10%双攻双防，持续10秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,12111,10000,0,0,0,0,a201102,201102,0,0,0,0,0,0,0,0,0,0,0,4444,0
201103,治愈光环,光环,1,1,光环,受到的治疗效果提升50%,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,1,0,3009,10000,0,0,0,0,p201103,201103,0,0,0,0,0,0,0,0,0,0,0,0,0
201104,赞美诗,神术,1,1,神术技能,全体部队每秒恢复5%最大生命上限的生命值，同时受到的所有伤害降低35%.持续10秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,0,0,12112,10000,0,0,0,0,a201104,201104,3333,Skill/2011_final,0,Hero/VO_2011_final,6,0,0,0,0,0,0,0,0
201105,神圣赞美诗,被动,1,1,被动触发技能,赞美诗每次治疗有几率额外提高100%治疗效果,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,1,0,0,0,0,0,0,0,p201100,201103,0,0,0,0,0,0,0,0,0,0,0,0,0
300100,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a300100,300100,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
300101,熔岩暴击,物理,1,1,物理技能,对目标造成145%物理伤害，并且溅射周围目标50%伤害,1001,4500,0,0,0,0,0,0,0,0,3,0,300,500,60,100,0,1,0,0,0,0,0,0,0,a300101,300101,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
300102,点燃,被动,1,1,被动触发技能,所有攻击有20%几率点燃目标，使其每秒受到1%伤害，持续6秒,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,13011,10000,0,0,0,0,p300102,300102,0,0,0,0,0,0,0,0,0,0,0,0,0
300103,燃魂,物理,1,1,物理技能,损失20%当前生命，增加20%物理攻击，持续8秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,0,0,23012,10000,0,0,0,0,a300103,300103,0,0,0,0,0,0,0,0,0,0,0,4444,0
300104,炎魔之刃,物理,1,1,物理技能,连续砍击目标3次，造成100%，120%，140%物理伤害，并对周围目标造成100%伤害,1001,0,0,0,0,0,0,0,0,0,3,0,300,500,60,100,0,1,0,0,0,0,0,0,0,a300104,300104,3333,Skill/3001_final,0,Hero/VO_3001_final,5,0,0,0,0,0,0,0,0
300200,普攻,物理,1,1,普通攻击,对前方矩形范围内目标造成物理伤害,1001,0,0,0,0,0,0,0,0,0,0,0,300,500,300,500,300,1,0,0,0,0,0,0,0,a300200,300200,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,0,0
300201,连射,物理,1,1,物理技能,对目标部队连续射击三次，每击造成65%物理伤害,1001,-3500,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a300201,300201,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,4444,0
300202,罗丝之眼,物理,1,1,物理技能,增加自身20%物理暴击，30%命中，持续10秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,0,0,23021,10000,0,0,0,0,a300202,300202,0,0,0,0,0,0,0,0,0,0,0,4444,0
300203,箭术专家,被动,1,1,被动天赋加成,增加自身20%物理伤害,16,2000,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,23022,10000,0,0,0,0,p300203,300203,0,0,0,0,0,0,0,0,0,0,0,0,0
300204,黑羽风暴,物理,1,1,物理技能,对最多5个敌方部队造成250%物理伤害，并击退这些部队,1001,15000,0,0,0,0,0,0,0,0,3,0,300,500,500,800,800,1,0,0,0,0,0,0,0,a300204,300204,3333,Skill/3002_final,0,Hero/VO_3002_final,5,0,0,0,0,0,0,0,0
300300,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a300300,300300,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,0,0
300301,鞭挞,魔法,1,1,魔法技能,对目标造成190%魔法伤害,1001,9000,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,0,10000,0,0,0,0,a300301,300301,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,4444,0
300302,安抚之吻,魔法,1,1,魔法技能,降低目标100点能量,0,0,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a300302,300302,0,0,0,0,0,0,0,0,0,0,0,4444,0
300303,女王凝视,魔法,1,1,魔法技能,目标随机获得以下效果：睡眠6秒，恐惧4秒，昏迷2秒,0,0,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,13032,10000,13033,10000,13034,10000,a300303,300303,0,0,0,0,0,0,0,0,0,0,0,4444,0
300304,摄魂夺魄,魔法,1,1,魔法技能,对敌方全体部队造成325%魔法伤害，并有50%几率使其沉默6秒,1001,22500,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,13035,5000,0,0,0,0,a300304,300304,3333,Skill/3003_final,0,Hero/VO_3003_final,5,0,0,0,0,0,0,0,2000
300400,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a300400,300400,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
300401,火焰箭,魔法,1,1,魔法技能,对目标部队投掷一把火焰，使其点燃，每秒造成1%伤害，持续4秒,0,0,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,13041,10000,0,0,0,0,a300401,300401,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
300404,火焰喷射,魔法,1,1,魔法技能,对锥形范围内敌方造成125%魔法伤害,1001,2500,9,100,0,0,0,0,0,0,4,0,300,500,500,600,500,1,0,0,0,0,0,0,0,a300404,300404,3333,Skill/3004_final,0,Hero/VO_3004_final,5,0,0,0,0,0,0,0,2000
300500,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a300500,300500,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
300501,二段斩,物理,1,1,物理技能,快速的对目标造成两次100%物理伤害,1001,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,0,0,0,0,0,0,a300501,300501,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
300502,借力击,物理,1,1,物理技能,增加20%物理攻击力，并对目标造成一次190%物理伤害,1001,9000,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,23051,10000,0,0,0,0,a300502,300502,0,0,0,0,0,0,0,0,0,0,0,4444,0
300503,电光火石,被动,1,1,被动触发技能,生命高于80%时，攻速提高20%,2,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,23052,10000,0,0,0,0,p300503,300503,0,0,0,0,0,0,0,0,0,0,0,0,0
300504,极道剑法,物理,1,1,物理技能,旋转刀身迅速出刀对目标造成4次100%物理伤害,1001,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,0,0,0,0,0,0,a300504,300504,3333,Skill/3005_final,0,Hero/VO_3005_final,5,0,0,0,0,0,0,0,0
300600,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a300600,300600,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
300601,兴奋剂,神术,1,1,神术技能,回复己方单体目标200点能量,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,13061,10000,0,0,0,0,a300601,300601,0,0,0,0,0,0,0,0,0,0,0,4444,0
300602,厚脸皮,被动,1,1,被动天赋加成,增加10%伤害减免,25,1000,0,0,0,0,0,0,0,0,1,0,300,500,500,0,0,0,0,23062,10000,0,0,0,0,p300602,300602,0,0,0,0,0,0,0,0,0,0,0,0,0
300604,部族神油,神术,1,1,神术技能,对本方魔法攻击最大的部队，增加20%魔法伤害加深，持续4秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,13063,10000,0,0,0,0,a300604,300604,3333,Skill/3006_final,0,Hero/VO_3006_final,3,0,0,0,0,0,0,0,0
300700,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a300700,300700,0,Skill/hammer,0,0,0,0,0,0,0,0,0,0,0
300701,不朽,被动,1,1,被动触发技能,死亡后可立即复活，恢复50%生命和30%能量，此效果每场战斗生效一次,5,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p300701,300701,0,0,0,0,0,0,0,0,0,0,0,0,0
300702,恐惧光环,光环,1,1,光环,降低敌方所有单位10%物理攻击,0,0,0,0,0,0,0,0,0,0,9,0,300,500,500,800,0,0,0,3010,10000,0,0,0,0,p300702,300702,0,0,0,0,0,0,0,0,0,0,0,0,0
300703,生命吸收,物理,1,1,物理技能,对目标造成190%物理伤害，并吸收等量的生命,1001,9000,0,0,0,0,0,0,0,0,3,0,300,500,0,0,0,1,0,0,0,0,0,0,0,a300703,300703,0,Skill/hammer,0,0,0,0,0,0,0,0,0,4444,0
300704,刺骨壁垒,物理,1,1,物理技能,增加自身物理伤害减免和魔法伤害减免50%，持续6秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,0,0,23073,10000,0,0,0,0,a300704,300704,3333,Skill/3007_final,0,Hero/VO_3007_final,3,0,0,0,0,0,0,0,0
300800,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a300800,300800,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
300801,血之诅咒,物理,1,1,物理技能,诅咒目标，降低2%基础属性，持续15秒，可以叠加5次。,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,13081,10000,0,0,0,0,a300801,300801,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
300802,利刃,被动,1,1,被动天赋加成,增加10%物理伤害,32,1000,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,23082,10000,0,0,0,0,p300802,300802,0,0,0,0,0,0,0,0,0,0,0,0,0
300804,盛宴,物理,1,1,物理技能,对范围内3个随机目标造成200%物理伤害，并附带20%重伤效果，可以叠加3次，持续15秒,1001,10000,0,0,0,0,0,0,0,0,3,0,300,500,60,500,0,1,0,13083,10000,0,0,0,0,a300804,300804,3333,Skill/3008_final,0,Hero/VO_3008_final,5,0,0,0,0,0,0,0,0
300900,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a300900,300900,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
300901,怨气,魔法,1,1,魔法技能,对锥形范围内敌方造成190%魔法伤害,1001,9000,0,0,0,0,0,0,0,0,4,0,300,500,500,800,500,1,0,0,0,0,0,0,0,a300901,300901,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
300902,浅尝,被动,1,1,被动触发技能,对生命大于70%的目标造成的魔法伤害提高40%,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,23091,10000,0,0,0,0,p300902,300902,0,0,0,0,0,0,0,0,0,0,0,0,0
300903,怨毒,被动,1,1,被动天赋加成,增加自身50%魔法暴击伤害,37,5000,0,0,0,0,0,0,0,0,1,0,300,500,0,500,0,0,0,23092,10000,0,0,0,0,p300903,300903,0,0,0,0,0,0,0,0,0,0,0,0,0
300904,灵能召唤,魔法,1,1,魔法技能,召唤怨灵攻击敌人，每次对敌方全体部队造成75%魔法攻击伤害，并吸收伤害恢复生命,1001,-2500,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a300904,300904,3333,Skill/4010_final,0,Hero/VO_3009_final,5,0,0,0,0,0,0,0,2000
301000,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a301000,301000,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,0,0
301001,怂恿,被动,1,1,被动触发技能,进入战场时，对本方魔法攻击最大的部队，增加500点能量，每场战斗只可使用一次,6,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,1,0,0,0,0,0,0,0,p301001,301001,0,0,0,0,0,0,0,0,0,0,0,0,0
301002,暴虐,神术,1,1,神术技能,施放血鞭勒住所有目标脖子，每秒吸收5%能量并增加到自身,0,0,0,0,0,0,0,0,0,0,8,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p301002,301002,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,0,2000
301003,亵渎,被动,1,1,被动天赋加成,默示录的持续灼烧伤害提高100%,0,0,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p301003,301003,0,0,0,0,0,0,0,0,0,0,0,0,0
301004,默示录,神术,1,1,神术技能,对敌方全体部队造成300%神术伤害，并造成每秒1%灼烧效果，持续8秒,1001,20000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,13101,10000,0,0,0,0,a301004,301004,3333,Skill/3010_final,0,Hero/VO_3010_final,5,0,0,0,0,0,0,0,0
301005,黑暗降临,神术,1,1,神术技能,减少当前一半怒气，对目标造成400%神术伤害,1001,30000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a301005,301003,0,0,0,0,0,0,0,0,0,0,0,0,0
301100,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a301100,301100,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
301101,火焰箭 ,魔法,1,1,魔法技能,对目标部队投掷一把火焰，每秒造成1%燃烧状态，持续4秒,0,0,0,0,0,0,0,0,0,0,4,0,300,500,500,0,0,1,0,13111,10000,0,0,0,0,a301101,301101,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
301102,火焰护盾,被动,1,1,被动触发技能,受到攻击时，对目标反伤5%魔法伤害,2,1,0,0,0,0,0,0,0,0,2,0,300,500,500,0,0,0,0,23112,10000,0,0,0,0,p301102,301102,0,0,0,0,0,0,0,0,0,0,0,4444,0
301103,焰魂,被动,1,1,被动天赋加成,每次普攻额外增加5点能量。,0,0,0,0,0,0,0,0,0,0,1,0,300,500,500,0,0,0,0,0,0,0,0,0,0,p301103,301103,0,0,0,0,0,0,0,0,0,0,0,0,0
301104,火焰风暴,魔法,1,1,魔法技能,对范围内的敌方部队每秒造成75%魔法伤害，持续6秒,1001,-2500,0,0,0,0,0,0,0,0,4,0,300,500,500,800,0,1,0,0,0,0,0,0,0,a301104,301104,3333,Skill/3011_final,0,Hero/VO_3011_final,5,0,0,0,0,0,0,0,2000
301200,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a301200,301200,0,Skill/bowshot,0,0,0,0,0,0,0,0,0,0,0
301201,屏气凝神,物理,1,1,物理技能,增加自身20%物理暴击，持续6秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,0,0,23121,10000,0,0,0,0,a301201,301201,0,0,0,0,0,0,0,0,0,0,0,4444,0
301202,敏锐,被动,1,1,被动天赋加成,增加10%物理暴击,16,1000,0,0,0,0,0,0,0,0,1,0,300,500,500,0,0,0,0,23122,10000,0,0,0,0,a301202,301202,0,0,0,0,0,0,0,0,0,0,0,4444,0
301204,风之力,物理,1,1,物理技能,对最多5个敌方部队造成200%物理伤害,1001,10000,0,0,0,0,0,0,0,0,3,0,300,500,500,800,800,1,0,0,0,0,0,0,0,a301204,301204,3333,Skill/3012_final,0,Hero/VO_3012_final,5,0,0,0,0,0,0,0,0
400100,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a400100,400100,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
400101,压制,被动,1,1,被动触发技能,生命低于50%，造成物理伤害增加20%,2,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,24011,10000,0,0,0,0,p400101,400101,0,0,0,0,0,0,0,0,0,0,0,4444,0
400102,虚无,被动,1,1,被动天赋加成,增加10%生命值,106,1000,0,0,0,0,0,0,0,0,1,0,300,500,0,0,0,0,0,24012,10000,0,0,0,0,p400102,400102,0,0,0,0,0,0,0,0,0,0,0,0,0
400104,撕裂维度,物理,1,1,物理技能,对目标造成300%物理伤害，附带每秒2%流血效果，并有50%几率造成昏迷效果，持续4秒,1001,20000,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,14013,10000,14014,5000,0,0,a400104,400104,3333,Skill/4001_final,0,Hero/VO_4001_final,5,0,0,0,0,0,0,0,0
400200,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a400200,400200,0,Skill/hammer,0,0,0,0,0,0,0,0,0,0,0
400201,唤雷,魔法,1,1,魔法技能,召唤闪电轰击一个敌人，造成190%魔法伤害并打断敌人动作,1001,9000,0,0,0,0,0,0,0,0,4,0,300,500,60,0,0,1,0,14021,10000,0,0,0,0,a400201,400201,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
400202,雷霆一击,魔法,1,1,魔法技能,对周围目标造成100%魔法伤害，并且有10%几率造成昏迷效果，持续2秒,1001,0,0,0,0,0,0,0,0,0,4,0,300,500,60,100,0,1,0,14022,1000,0,0,0,0,a400202,400202,0,0,0,0,0,0,0,0,0,0,0,4444,0
400203,暴怒,被动,1,1,被动触发技能,血量低于40%以下，造成的伤害增加60%,2,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,24023,10000,0,0,0,0,p400203,400203,0,0,0,0,0,0,0,0,0,0,0,0,0
400204,索尔之锤,魔法,1,1,魔法技能,对目标部队造成400%魔法伤害，并造成昏迷效果，持续4秒,1001,30000,0,0,0,0,0,0,0,0,4,0,300,500,60,0,0,1,0,14024,10000,0,0,0,0,a400204,400204,3333,Skill/4002_final,0,Hero/VO_4002_final,5,0,0,0,0,0,0,0,0
400300,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a400300,400300,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
400301,神圣光刃,神术,1,1,神术技能,纵向挥舞手中的剑，对目标造成220%神术伤害。,1001,12000,0,0,0,0,0,0,0,0,8,0,300,500,60,0,0,1,0,0,0,0,0,0,0,a400301,400301,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
400302,神圣之盾,神术,1,1,神术技能,举起手中的盾牌，使自己受到的伤害降低50%持续5秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,60,0,0,1,0,24032,10000,0,0,0,0,a400302,400302,0,0,0,0,0,0,0,0,0,0,0,4444,0
400303,坚毅光环,光环,1,1,光环,全队受到的伤害降低30%,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,1,0,3011,10000,0,0,0,0,p400303,400303,0,0,0,0,0,0,0,0,0,0,0,0,0
400304,叹息之墙,神术,1,1,神术技能,开启一面巨大的屏障，阻挡全队受到的所有伤害，持续8秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,60,0,0,0,0,14031,10000,0,0,0,0,a400304,400304,3333,Skill/4003_final,0,Hero/VO_4003_final,4,0,0,0,0,0,0,0,0
400305,神之领域,被动,1,1,被动触发技能,叹息之墙持续期间受到的所有伤害，将反弹给对方,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,1,0,0,0,0,0,0,0,p400305,400303,0,0,0,0,0,0,0,0,0,0,0,0,0
400400,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a400400,400400,0,Skill/hammer,0,0,0,0,0,0,0,0,0,0,0
400401,鲁莽,被动,1,1,被动触发技能,进入战场时，对目标军团造成一次400%物理伤害，每场战斗只可使用一次,6,1,0,0,0,0,0,0,0,0,2,0,300,500,1000,0,0,1,0,0,0,0,0,0,0,p400401,400401,0,Skill/hammer,0,0,0,0,0,0,0,0,0,4444,0
400402,愤怒一击,物理,1,1,物理技能,对目标及其周围造成100%物理伤害，并且有20%几率将主要目标击晕4秒,1001,0,0,0,0,0,0,0,0,0,3,0,300,500,60,100,0,1,0,14041,10000,0,0,0,0,a400402,400402,0,Skill/hammer,0,0,0,0,0,0,0,0,0,4444,0
400403,狂战士,被动,1,1,被动触发技能,释放任意技能后，增加自身2%伤害加深和伤害减免，持续30秒，可以叠加20层,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,24042,10000,0,0,0,0,p400403,400403,0,0,0,0,0,0,0,0,0,0,0,0,0
400404,先祖之力,物理,1,1,物理技能,增加自身20%物理伤害加深和20%物理伤害减免,0,0,0,0,0,0,0,0,0,0,3,0,300,500,500,0,0,0,0,24043,10000,0,0,0,0,a400404,400404,3333,Skill/4004_final,0,Hero/VO_4004_final,3,0,0,0,0,0,0,0,0
400500,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a400500,400500,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
400501,怒意喷薄,物理,1,1,物理技能,对自身持续恢复能量，每次100能量，持续10秒,0,0,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,1,0,24051,10000,0,0,0,0,a400501,400501,0,0,0,0,0,0,0,0,0,0,0,4444,0
400502,割裂,被动,1,1,被动触发技能,造成的流血伤害增加50%,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,1,0,0,0,0,0,0,0,p400502,400502,0,0,0,0,0,0,0,0,0,0,0,0,0
400503,重击,物理,1,1,物理技能,斩杀目标对其造成300%物理伤害，如果击杀目标则自身能量回满,1001,20000,0,0,0,0,0,0,0,0,3,0,300,500,60,0,0,0,0,0,0,0,0,0,0,a400503,400503,0,Skill/sword,0,0,0,0,0,0,0,0,0,4444,0
400504,乱舞,物理,1,1,物理技能,对周围敌方部队造成250%物理伤害，并造成每秒1%流血效果，持续4秒,1001,15000,0,0,0,0,0,0,0,0,3,0,300,500,60,100,0,1,0,14054,10000,0,0,0,0,a400504,400504,3333,Skill/4005_final,0,Hero/VO_4005_final,5,0,0,0,0,0,0,0,0
400600,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,300,0,0,1,0,0,0,0,0,0,0,a400600,400600,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
400601,魔法剑,神术,1,1,神术技能,对敌方目标射出一发魔法剑，造成190%神术伤害，并恢复50%伤害值的生命,1001,9000,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a400601,400601,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,4444,0
400602,混沌光环,光环,1,1,光环,增加全队10%魔法伤害加深,0,0,0,0,0,0,0,0,0,0,9,0,300,500,0,0,0,0,0,3012,10000,0,0,0,0,p400602,400602,0,0,0,0,0,0,0,0,0,0,0,0,0
400603,复仇,被动,1,1,被动触发技能,英雄死亡时，释放一次混沌之剑,5,1,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p400603,400603,0,Skill/magicshot,0,0,0,0,0,0,0,0,0,0,0
400604,混沌之剑,神术,1,1,神术技能,对所有单位射出一发混沌之剑，己方恢复生命，敌方造成伤害，每支剑造成325%神术伤害,1001,22500,0,0,0,0,0,0,0,0,8,0,300,500,500,0,0,1,0,0,0,0,0,0,0,a400604,400604,3333,Skill/4006_final,0,Hero/VO_4006_final,5,0,0,0,0,0,0,0,2000
400700,普攻,物理,1,1,普通攻击,对目标军团造成一次物理伤害,1001,-5000,0,0,0,0,0,0,0,0,0,0,300,500,40,0,0,1,0,0,0,0,0,0,0,a400700,400700,0,Skill/sword,0,0,0,0,0,0,0,0,0,0,0
400701,感染,神术,1,1,神术技能,提升周围10%吸血，持续10秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,300,200,0,0,0,14071,10000,0,0,0,0,a400701,400701,0,0,0,0,0,0,0,0,0,0,0,4444,0
400702,狂暴,神术,1,1,神术技能,增加自己20%攻速和攻击力。持续10秒,0,0,0,0,0,0,0,0,0,0,8,0,300,500,0,0,0,0,0,24072,10000,0,0,0,0,a400702,400702,0,0,0,0,0,0,0,0,0,0,0,4444,0
400703,血族魔王,被动,1,1,被动触发技能,战场上每有一个敌方单位，提高自身最大生命值10%,0,0,0,0,0,0,0,0,0,0,2,0,300,500,0,0,0,0,0,0,0,0,0,0,0,p400703,400703,0,0,0,0,0,0,0,0,0,0,0,0,0
