id,description,maintype,subtype,opacity,scene_tag,open_touch,reset_id,back_id,next_id,open_name,open_event,open_subui,ui_name,node_name,btn_event1,btn_event2,delaytime,showfinger,fingertype,savenow,hide_node,story,pos,add_x,add_y,city_x,city_y,dec
10315,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10401,点击关卡阵容,2,1,0,4,1,10404,10404,10402,newChapterMainUI,0,0,newChapterMainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10402,点击武器位,2,1,0,4,1,10404,10404,10403,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_4""}",0,0,0,1,1,1,0,101011,0,0,0,0,0,0
10403,点击1号位开始装备,2,1,0,4,1,10404,10404,10408,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10404,点击主城阵容按钮(掉线),2,1,0,1,1,10404,10404,10405,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10405,点击武器位,2,1,0,1,1,10404,10404,10406,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_4""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10406,点击1号位开始装备,2,1,0,1,1,10404,10404,10408,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10407,点击主城阵容按钮(掉线),2,1,0,1,1,10407,10407,10408,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10408,点击武器位,2,1,0,1,1,10407,10407,10409,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_4""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10409,点击前往,2,1,0,1,1,10407,10407,10410,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10410,点击强化,2,1,0,1,1,10407,10407,10414,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
10411,点击主城阵容按钮(掉线),2,1,0,1,1,10411,10411,10412,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10412,点击武器位,2,1,0,1,1,10411,10411,10413,battle_arrayUI,0,0,battle_arrayUI,"{""pan_center_left"",""bg"",""item_4""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10413,点击前往,2,1,0,1,1,10411,10411,10414,equipInfo_windowUI,0,0,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10414,点击一键强化,2,1,0,1,1,10411,10411,10415,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10415,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10501,点击关卡阵容,2,1,0,4,1,10504,10504,10502,newChapterMainUI,0,0,newChapterMainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10502,点击武器位,2,1,0,4,1,10504,10504,10503,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_5""}",0,0,0,1,1,1,0,101011,0,0,0,0,0,0
10503,点击1号位开始装备,2,1,0,4,1,10504,10504,10508,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10504,点击主城阵容按钮(掉线),2,1,0,1,1,10504,10504,10505,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10505,点击武器位,2,1,0,1,1,10504,10504,10506,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_5""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10506,点击1号位开始装备,2,1,0,1,1,10504,10504,10508,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10507,点击主城阵容按钮(掉线),2,1,0,1,1,10507,10507,10508,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10508,点击武器位,2,1,0,1,1,10507,10507,10509,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_5""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10509,点击前往,2,1,0,1,1,10507,10507,10510,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10510,点击强化,2,1,0,1,1,10507,10507,10514,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
10511,点击主城阵容按钮(掉线),2,1,0,1,1,10511,10511,10512,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10512,点击武器位,2,1,0,1,1,10511,10511,10513,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_5""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10513,点击前往,2,1,0,1,1,10511,10511,10514,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10514,点击一键强化,2,1,0,1,1,10511,10511,10515,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10515,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10601,点击关卡阵容,2,1,0,4,1,10604,10604,10602,newChapterMainUI,0,0,newChapterMainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10602,点击武器位,2,1,0,4,1,10604,10604,10603,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_6""}",0,0,0,1,1,1,0,101011,0,0,0,0,0,0
10603,点击1号位开始装备,2,1,0,4,1,10604,10604,10608,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10604,点击主城阵容按钮(掉线),2,1,0,1,1,10604,10604,10605,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10605,点击武器位,2,1,0,1,1,10604,10604,10606,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_6""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10606,点击1号位开始装备,2,1,0,1,1,10604,10604,10608,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10607,点击主城阵容按钮(掉线),2,1,0,1,1,10607,10607,10608,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10608,点击武器位,2,1,0,1,1,10607,10607,10609,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_6""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10609,点击前往,2,1,0,1,1,10607,10607,10610,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10610,点击强化,2,1,0,1,1,10607,10607,10614,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
10611,点击主城阵容按钮(掉线),2,1,0,1,1,10611,10611,10612,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10612,点击武器位,2,1,0,1,1,10611,10611,10613,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_6""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10613,点击前往,2,1,0,1,1,10611,10611,10614,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10614,点击一键强化,2,1,0,1,1,10611,10611,10615,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10615,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10701,点击主城阵容按钮(掉线),2,1,0,1,1,10701,10701,10702,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10702,点击武器位,2,1,0,1,1,10701,10701,10703,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10703,点击1号位开始装备,2,1,0,1,1,10701,10701,10705,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10704,点击主城阵容按钮(掉线),2,1,0,1,1,10704,10704,10705,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10705,点击武器位,2,1,0,1,1,10704,10704,10706,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10706,点击前往,2,1,0,1,1,10704,10704,10707,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10707,点击强化,2,1,0,1,1,10704,10704,10711,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
10708,点击主城阵容按钮(掉线),2,1,0,1,1,10708,10708,10709,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10709,点击武器位,2,1,0,1,1,10708,10708,10710,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10710,点击前往,2,1,0,1,1,10708,10708,10711,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10711,点击一键强化,2,1,0,1,1,10708,10708,10712,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10712,点击返回,2,1,0,1,1,11699,11699,11213,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10801,点击主城阵容按钮(掉线),2,1,0,1,1,10801,10801,10802,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10802,点击武器位,2,1,0,1,1,10801,10801,10803,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_2""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10803,点击1号位开始装备,2,1,0,1,1,10801,10801,10805,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10804,点击主城阵容按钮(掉线),2,1,0,1,1,10804,10804,10805,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10805,点击武器位,2,1,0,1,1,10804,10804,10806,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_2""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10806,点击前往,2,1,0,1,1,10804,10804,10807,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10807,点击强化,2,1,0,1,1,10804,10804,10811,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
10808,点击主城阵容按钮(掉线),2,1,0,1,1,10808,10808,10809,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10809,点击武器位,2,1,0,1,1,10808,10808,10810,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_2""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10810,点击前往,2,1,0,1,1,10808,10808,10811,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10811,点击一键强化,2,1,0,1,1,10808,10808,10812,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10812,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10901,点击主城阵容按钮(掉线),2,1,0,1,1,10901,10901,10902,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10902,点击武器位,2,1,0,1,1,10901,10901,10903,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_3""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10903,点击1号位开始装备,2,1,0,1,1,10901,10901,10905,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10904,点击主城阵容按钮(掉线),2,1,0,1,1,10904,10904,10905,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10905,点击武器位,2,1,0,1,1,10904,10904,10906,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_3""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10906,点击前往,2,1,0,1,1,10904,10904,10907,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10907,点击强化,2,1,0,1,1,10904,10904,10911,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
10908,点击主城阵容按钮(掉线),2,1,0,1,1,10908,10908,10909,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10909,点击武器位,2,1,0,1,1,10908,10908,10910,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_3""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10910,点击前往,2,1,0,1,1,10908,10908,10911,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
10911,点击一键强化,2,1,0,1,1,10908,10908,10912,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
10912,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11001,点击主城阵容按钮(掉线),2,1,0,1,1,11001,11001,11002,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11002,点击武器位,2,1,0,1,1,11001,11001,11003,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_4""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11003,点击1号位开始装备,2,1,0,1,1,11001,11001,11005,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
11004,点击主城阵容按钮(掉线),2,1,0,1,1,11004,11004,11005,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11005,点击武器位,2,1,0,1,1,11004,11004,11006,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_4""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11006,点击前往,2,1,0,1,1,11004,11004,11007,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11007,点击强化,2,1,0,1,1,11004,11004,11011,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
11008,点击主城阵容按钮(掉线),2,1,0,1,1,11008,11008,11009,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11009,点击武器位,2,1,0,1,1,11008,11008,11010,battle_arrayUI,0,0,battle_arrayUI,"{""pan_center_left"",""bg"",""item_4""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11010,点击前往,2,1,0,1,1,11008,11008,11011,equipInfo_windowUI,0,0,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11011,点击一键强化,2,1,0,1,1,11008,11008,11012,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
11012,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11101,点击主城阵容按钮(掉线),2,1,0,1,1,11101,11101,11102,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11102,点击武器位,2,1,0,1,1,11101,11101,11103,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_5""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11103,点击1号位开始装备,2,1,0,1,1,11101,11101,11105,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
11104,点击主城阵容按钮(掉线),2,1,0,1,1,11104,11104,11105,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11105,点击武器位,2,1,0,1,1,11104,11104,11106,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_5""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11106,点击前往,2,1,0,1,1,11104,11104,11107,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11107,点击强化,2,1,0,1,1,11104,11104,11111,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
11108,点击主城阵容按钮(掉线),2,1,0,1,1,11108,11108,11109,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11109,点击武器位,2,1,0,1,1,11108,11108,11110,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_5""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11110,点击前往,2,1,0,1,1,11108,11108,11111,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11111,点击一键强化,2,1,0,1,1,11108,11108,11112,equip_mainUI,0,0,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_max""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
11112,点击返回,2,1,0,1,1,11699,11699,11699,equip_mainUI,0,0,equip_mainUI,"{""pan_top_left"",""img_bg"",""btn_back""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11201,点击主城阵容按钮(掉线),2,1,0,1,1,11201,11201,11202,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11202,点击武器位,2,1,0,1,1,11201,11201,11203,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_6""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11203,点击1号位开始装备,2,1,0,1,1,11201,11201,11205,equip_windowUI,0,equip_windowUI,equip_windowUI,"{""pan_main"",""guide_use""}","ui_mgr.openUI(""battle_arrayUI"")",0,0,1,1,1,0,0,0,0,0,0,0,0
11204,点击主城阵容按钮(掉线),2,1,0,1,1,11204,11204,11205,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11205,点击武器位,2,1,0,1,1,11204,11204,11206,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_6""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11206,点击前往,2,1,0,1,1,11204,11204,11207,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11207,点击强化,2,1,0,1,1,11204,11204,11211,equip_mainUI,0,equip_mainUI,equip_mainUI,"{""pan_right"",""right_bg"",""pan_intensify"",""btn_intensify_1""}","ui_mgr.openUI(""equip_mainUI"")",0,0,1,1,1,0,101081,0,0,0,0,0,0
11208,点击主城阵容按钮(掉线),2,1,0,1,1,11208,11208,11209,game_mainUI,0,game_mainUI,game_mainUI,"{""pan_right_down"",""btn_list"",""btn_1""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11209,点击武器位,2,1,0,1,1,11208,11208,11210,battle_arrayUI,0,battle_arrayUI,battle_arrayUI,"{""pan_center_left"",""bg"",""item_6""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
11210,点击前往,2,1,0,1,1,11208,11208,11211,equipInfo_windowUI,0,equipInfo_windowUI,equipInfo_windowUI,"{""pan_main"",""btn_hecheng""}",0,0,0,1,1,1,0,0,0,0,0,0,0,0
