base_id,group,level_name,level_index,level,item1,num1,item2,num2,item3,num3,describe,descriptiont,picture
212,500504,上古法师,2,905402,79500502,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
213,500504,覆亡,3,905403,79500503,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
214,500504,旅法师,4,905404,79500504,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
215,500504,黄铜之城,5,905405,79500505,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
216,500504,位面流浪,6,905406,79500506,8,80000011,11,80500501,7,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
217,500505,尘封的秘密,1,905501,79500501,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
218,500505,上古法师,2,905502,79500502,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
219,500505,覆亡,3,905503,79500503,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
220,500505,旅法师,4,905504,79500504,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
221,500505,黄铜之城,5,905505,79500505,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
222,500505,位面流浪,6,905506,79500506,11,80000011,14,80500501,10,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
223,500506,尘封的秘密,1,905601,79500501,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
224,500506,上古法师,2,905602,79500502,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
225,500506,覆亡,3,905603,79500503,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
226,500506,旅法师,4,905604,79500504,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
227,500506,黄铜之城,5,905605,79500505,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
228,500506,位面流浪,6,905606,79500506,14,80000011,18,80500501,13,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
229,500507,尘封的秘密,1,905701,79500501,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
230,500507,上古法师,2,905702,79500502,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
231,500507,覆亡,3,905703,79500503,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
232,500507,旅法师,4,905704,79500504,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
233,500507,黄铜之城,5,905705,79500505,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
234,500507,位面流浪,6,905706,79500506,18,80000011,23,80500501,16,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
235,500508,尘封的秘密,1,905801,79500501,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
236,500508,上古法师,2,905802,79500502,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
237,500508,覆亡,3,905803,79500503,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
238,500508,旅法师,4,905804,79500504,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
239,500508,黄铜之城,5,905805,79500505,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
240,500508,位面流浪,6,905806,79500506,23,80000011,29,80500501,21,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
241,500601,阴影年代,1,906101,79500601,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
242,500601,神职战争,2,906102,79500602,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
243,500601,法术之主,3,906103,79500603,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
244,500601,全见者,4,906104,79500604,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
245,500601,寻觅,5,906105,79500605,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
246,500601,化敌为友,6,906106,79500606,3,80000011,3,80500601,2,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
247,500602,阴影年代,1,906201,79500601,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
248,500602,神职战争,2,906202,79500602,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
249,500602,法术之主,3,906203,79500603,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
250,500602,全见者,4,906204,79500604,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
251,500602,寻觅,5,906205,79500605,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
252,500602,化敌为友,6,906206,79500606,4,80000011,5,80500601,4,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
253,500603,阴影年代,1,906301,79500601,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
254,500603,神职战争,2,906302,79500602,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
255,500603,法术之主,3,906303,79500603,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
256,500603,全见者,4,906304,79500604,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
257,500603,寻觅,5,906305,79500605,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
258,500603,化敌为友,6,906306,79500606,7,80000011,8,80500601,6,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
259,500604,阴影年代,1,906401,79500601,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
260,500604,神职战争,2,906402,79500602,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
261,500604,法术之主,3,906403,79500603,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
262,500604,全见者,4,906404,79500604,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
263,500604,寻觅,5,906405,79500605,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
264,500604,化敌为友,6,906406,79500606,8,80000011,11,80500601,7,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
265,500605,阴影年代,1,906501,79500601,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
266,500605,神职战争,2,906502,79500602,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
267,500605,法术之主,3,906503,79500603,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
268,500605,全见者,4,906504,79500604,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
269,500605,寻觅,5,906505,79500605,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
270,500605,化敌为友,6,906506,79500606,11,80000011,14,80500601,10,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
271,500606,阴影年代,1,906601,79500601,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
272,500606,神职战争,2,906602,79500602,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
273,500606,法术之主,3,906603,79500603,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
274,500606,全见者,4,906604,79500604,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
275,500606,寻觅,5,906605,79500605,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
276,500606,化敌为友,6,906606,79500606,14,80000011,18,80500601,13,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
277,500607,阴影年代,1,906701,79500601,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
278,500607,神职战争,2,906702,79500602,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
279,500607,法术之主,3,906703,79500603,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
280,500607,全见者,4,906704,79500604,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
281,500607,寻觅,5,906705,79500605,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
282,500607,化敌为友,6,906706,79500606,18,80000011,23,80500601,16,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
283,500608,阴影年代,1,906801,79500601,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
284,500608,神职战争,2,906802,79500602,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
285,500608,法术之主,3,906803,79500603,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
286,500608,全见者,4,906804,79500604,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
287,500608,寻觅,5,906805,79500605,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
288,500608,化敌为友,6,906806,79500606,23,80000011,29,80500601,21,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
289,500701,风歌之塔,1,907101,79500701,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
290,500701,迷雾大厅,2,907102,79500702,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
291,500701,荒漠地窖,3,907103,79500703,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
292,500701,考验,4,907104,79500704,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
293,500701,智慧精华,5,907105,79500705,3,80000011,2,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
294,500701,遗产,6,907106,79500706,3,80000011,3,80500701,2,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
295,500702,风歌之塔,1,907201,79500701,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
296,500702,迷雾大厅,2,907202,79500702,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
297,500702,荒漠地窖,3,907203,79500703,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
298,500702,考验,4,907204,79500704,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
299,500702,智慧精华,5,907205,79500705,4,80000011,3,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
300,500702,遗产,6,907206,79500706,4,80000011,5,80500701,4,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
301,500703,风歌之塔,1,907301,79500701,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
302,500703,迷雾大厅,2,907302,79500702,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
303,500703,荒漠地窖,3,907303,79500703,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
304,500703,考验,4,907304,79500704,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
305,500703,智慧精华,5,907305,79500705,7,80000011,4,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
306,500703,遗产,6,907306,79500706,7,80000011,8,80500701,6,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
307,500704,风歌之塔,1,907401,79500701,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
308,500704,迷雾大厅,2,907402,79500702,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
309,500704,荒漠地窖,3,907403,79500703,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
310,500704,考验,4,907404,79500704,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
311,500704,智慧精华,5,907405,79500705,8,80000011,7,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
312,500704,遗产,6,907406,79500706,8,80000011,11,80500701,7,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
313,500705,风歌之塔,1,907501,79500701,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
314,500705,迷雾大厅,2,907502,79500702,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
315,500705,荒漠地窖,3,907503,79500703,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
316,500705,考验,4,907504,79500704,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
317,500705,智慧精华,5,907505,79500705,11,80000011,8,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
318,500705,遗产,6,907506,79500706,11,80000011,14,80500701,10,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
319,500706,风歌之塔,1,907601,79500701,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
320,500706,迷雾大厅,2,907602,79500702,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
321,500706,荒漠地窖,3,907603,79500703,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
322,500706,考验,4,907604,79500704,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
323,500706,智慧精华,5,907605,79500705,14,80000011,11,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
324,500706,遗产,6,907606,79500706,14,80000011,18,80500701,13,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
325,500707,风歌之塔,1,907701,79500701,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
326,500707,迷雾大厅,2,907702,79500702,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
327,500707,荒漠地窖,3,907703,79500703,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
328,500707,考验,4,907704,79500704,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
329,500707,智慧精华,5,907705,79500705,18,80000011,14,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
330,500707,遗产,6,907706,79500706,18,80000011,23,80500701,16,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
331,500708,风歌之塔,1,907801,79500701,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
332,500708,迷雾大厅,2,907802,79500702,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
333,500708,荒漠地窖,3,907803,79500703,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
334,500708,考验,4,907804,79500704,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
335,500708,智慧精华,5,907805,79500705,23,80000011,17,91000001,100000,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
336,500708,遗产,6,907806,79500706,23,80000011,29,80500701,21,180秒通关,报~~~主公！有人要来跟你抢女人！,plogo982
