id,type,row,rcolor,gcolor,bcolor,instruction,fontsize
381,61,2,243,220,180,1.可派遣部队驻扎在己方任意城池，能且只能有一只部队驻扎,20
382,61,3,243,220,180,2.部队驻扎后，随时间获得城池收益，城池类型不同基础收益不同,20
383,61,4,243,220,180,3.城池有不同的驻扎位置，获得的收益加成不同，驻扎位置根据驻扎部队的战力高低顺排,20
384,61,5,243,220,180,4.每个城池可驻扎位置有限，部队数量超出后，战力排名最低的部队将被强制移除,20
385,61,6,243,220,180,5.通过归属己方且未被压制或不归属己方但被己方压制的城池，且同时能相连到己方主城的敌对城池，才可以进行压制,20
386,61,7,243,220,180,6.可通过击败所有驻扎部队来压制敌方城池，击败驻扎部队的用户将成为压制方指挥官，且战斗中被击败的驻扎位置30分钟内无法再次加入战斗防守,20
387,61,8,243,220,180,7.压制城池后，可通过修改掠夺方针来获得不同的收益，只有压制城池指挥官可以修改压制方针,20
388,61,9,243,220,180,8.城池被压制后，驻扎方可通过反击在战斗中击败压制指挥官来解除城池压制状态，且战斗中被击败的压制部队将被强制移除,20
389,61,10,243,220,180,9.无论是否有部队驻扎，只要城池道路畅通都可以直接反击,20
390,61,11,243,220,180,10.反击战中击败压制大将即为反击成功，反击成功后城池压制状态将被解除，同时城池驻扎部队全部立即解除重整旗鼓状态,20
391,61,12,243,220,180,11.无论是压制还是反击，同一个城池每次只能有一支部队进入战斗，需要等待战斗结束其他人才能进行对应战斗,20
392,61,13,243,220,180,12.因国战导致城池归属变更时，驻扎部队会被强制移除,20
393,61,14,243,220,180,13.压制城池的所属阵营与己方同盟时，压制部队将被强制移除,20
394,61,15,243,220,180,14.不能压制同盟城池，也不能帮助同盟反击，同盟的城池或同盟压制的城池不能作为己方压制道路,20
395,61,16,243,220,180,15.不能压制NPC势力城池,20
396,62,1,288,182,54,规则说明：,24
397,62,2,243,220,180,1.初始三方阵营城池数相等，三方阵营互相为敌对阵营,20
398,62,3,243,220,180,2.当任意阵营的城池数，多于其他阵营20个城池时，城池数少的两个阵营自动结成同盟,20
399,62,4,243,220,180,3.若有两个阵营城池数相同且都比第三方阵营多20个城池时，随机一方与第三方阵营同盟,20
400,62,5,243,220,180,4.同盟时，同盟可相互领取同盟方25%的城池奖励作为同盟支援,20
401,62,6,243,220,180,5.同盟一次至少维持七天,20
402,62,7,243,220,180,6.当同盟条件不成立且同盟时间大于七天时，将自动解除同盟,20
403,63,1,288,182,54,砸金蛋说明：,24
404,63,2,243,220,180,1.每充值60钻石即可获得幸运锤，每天通过充值至多获得10把,20
405,63,3,243,220,180,2.砸到最高奖励后，所有金蛋会替换成新的,20
406,63,4,243,220,180,3.砸蛋需要同时花费幸运锤和钻石,20
407,64,1,288,182,54,洗练说明：,24
408,64,2,243,220,180,1.珍宝拥有基础属性。,20
409,64,3,243,220,180,2.不同品质的珍宝，品质越高，珍宝技能等级上限越高。,20
410,64,4,243,220,180,"   紫色珍宝：拥有3个技能，当珍宝技能满级，并且相同时，可激活隐藏技能。",20
411,64,5,243,220,180,"   橙色珍宝：拥有3个技能，当珍宝技能满级，并且相同时，可激活隐藏技能。",20
412,64,6,243,220,180,"   红色珍宝：拥有3个技能，当珍宝技能满级，并且相同时，可激活隐藏技能。",20
413,64,7,243,220,180,3.洗练需要用洗练石，不同洗练石，作用不一样。,20
414,64,8,243,220,180,4.每次洗练珍宝技能等级不变或提升。（不会出现下降的情况），属性类型会发生改变。,20
415,65,1,288,182,54,洗练道具说明：,20
416,65,2,243,220,180,初级洗练石：最多使1个技能提升。,20
417,65,3,243,220,180,钻石洗练：最多使1个技能提升，每天能够使用的次数和VIP等级挂钩。,20
418,65,4,243,220,180,特殊洗练石：使所有珍宝技能洗成相同属性的珍宝技能。,20
419,66,1,243,220,180,1.红色魔宠，并且卸下放在背包中，才能进行转换。,20
420,66,2,243,220,180,2.随机转换成另外一匹同觉醒等级的五星红色魔宠。,20
421,66,3,243,220,180,3.玩家可选择确认保存后，将旧魔宠替换成转换后的新魔宠。,20
422,67,1,288,182,54,套装合成：,20
423,67,2,243,220,180,1.身上穿戴的六件装备，洗练达成对应条件，即可合成套装。,20
424,67,3,288,182,54,套装升阶：,20
425,67,4,243,220,180,1.合成套装之后，可以继续消耗六件需求装备，让套装进行升阶。,20
426,68,1,288,182,54,王者争霸规则说明：,24
427,68,2,243,220,180,1.王者争霸开启后，所有人都能观看赛程,20
428,68,3,243,220,180,2.根据时间逐步进行各个赛程,20
429,68,4,243,220,180,3.在报名限定时间内，达到报名条件才可报名参与,20
430,68,5,243,220,180,4.成功报名的玩家才可参战本服积分战,20
431,68,6,243,220,180,5.积分战前16名进入海选跨服战,20
432,68,7,243,220,180,6.海选历时1天，进行多轮对战并胜利的玩家晋级淘汰战,20
433,68,8,243,220,180,7.淘汰战历时1天，分为四大战区，战区内每4个玩家组成一个小组进行淘汰战，最终胜利玩家晋级入围战,20
434,68,9,243,220,180,8.入围战历时1天，四大战区保持不变，且继续每4个玩家组成一个小组进行战斗，最终胜利玩家晋级晋级战,20
435,68,10,243,220,180,9.晋级战为16晋1的战斗历时4天，每天进行一轮战斗，战斗采用3局2胜模式，直至最终四大战区胜出1人晋级霸主争夺战,20
436,68,11,243,220,180,10.霸主争夺战历时2天，四大战区各自1人进行争夺前4排名,20
437,68,12,243,220,180,11.霸主诞生后，可以在历届霸主中进行祈求红包，而本届霸主可以发放全区服红包,20
438,68,13,243,220,180,12.历届霸主会展示每届前三信息，以及霸主发放的红包信息,20
439,69,1,288,182,54,积分战规则说明：,24
440,69,2,243,220,180,1.成功报名的玩家可进行积分战战斗,20
441,69,3,243,220,180,2.未报名的玩家可进行膜拜，每天凌晨5点刷新膜拜,20
442,69,4,243,220,180,3.所有玩家初始积分为0，可挑战16到20名的队伍,20
443,69,5,243,220,180,4.进入前20名后，可挑战前后5名以内的队伍,20
444,69,6,243,220,180,5.每天有5次免费战斗次数，之后可花费钻石购买挑战次数，每天凌晨5点重置,20
445,69,7,243,220,180,6.战斗无论胜负都会获得积分,20
446,69,8,243,220,180,7.累计积分达到要求即可领取累计积分奖励，本届有效,20
447,69,9,243,220,180,8.积分战结算后，积分前16名将进入海选跨服战,20
448,70,1,288,182,54,押注规则说明：,24
449,70,2,243,220,180,1.根据赛程每天押注次数不同，单笔押注上限也不同,20
450,70,3,243,220,180,2.无论押注多少都会扣除1次押注次数,20
451,70,4,243,220,180,3.押注需要用筹码，可用钻石兑换筹码，兑换比例为1比10,20
452,70,5,243,220,180,4.淘汰战和入围战，每个小组能且只能押注1个队伍，押注队伍成功晋级则为押中,20
453,70,6,243,220,180,5.晋级战和霸主争夺战，对战的2人中能且只能押注其中1人，押注队伍胜利则为押中,20
454,70,7,243,220,180,6.押注返还的不是筹码，而是王者争霸商店货币,20
455,70,8,243,220,180,7.淘汰战和入围战赔率为2，晋级战赔率为3，霸主争夺战赔率为5，未压中赔率为1,20
456,70,9,243,220,180,8.押注界面可查看自己所有押注信息及领取押注奖励,20
457,71,1,288,182,54,规则说明：,24
458,71,2,243,220,180,1.每完成一个任务可累计一个宝箱,20
459,71,3,243,220,180,2.活动结束后，累计的宝箱奖励通过邮件发送,20
460,71,4,243,220,180,3.活动结束后的一天，可以领取已完成的任务奖励,20
461,72,1,288,182,54,规则说明：,24
462,72,2,243,220,180,1.活动结束后奖励通过邮件发放,20
463,72,3,243,220,180,2.活动结束后数值发生变化不会影响排行榜,20
464,73,1,288,182,54,洗练规则：,24
465,73,2,243,220,180,1.洗练仅改变其副属性数值，副属性种类与主属性不受影响,20
466,73,3,243,220,180,2.佣兵资质越高，副属性数值上限越高,20
467,73,4,243,220,180,3.加锁属性在洗练时将完全保留,20
468,74,1,243,220,180,1.玩家达到一定等级时可以参加孤山夺宝。,20
469,74,2,243,220,180,2.玩家以阵营为单位初始分配各个阵营基地。,20
470,74,3,243,220,180,3.移动,20
471,74,4,243,220,180,"   玩家只能在己方阵营移动。",20
472,74,5,243,220,180,4.攻击,20
473,74,6,243,220,180,"   玩家先移动到想要攻击的据点之后才能战斗。",20
474,74,7,243,220,180,"   每次战斗无消耗。",20
475,74,8,243,220,180,"   无论胜负都会进入战斗疲劳状态。",20
476,74,9,243,220,180,"   疲劳状态可以移动但不能进行战斗。",20
477,74,10,243,220,180,"   每隔一段时间可以刷新一次挑战对手。",20
478,74,11,243,220,180,"   消耗战场物资可以进行掠夺，和援护。",20
479,74,12,243,220,180,5.战斗,20
480,74,13,243,220,180,"   精英战斗和巨龙战斗最多只能触发1个。",20
481,74,14,243,220,180,"   挑战胜利后精英和巨龙战斗会消失。",20
482,74,15,243,220,180,6.战斗结算,20
483,74,16,243,220,180,"   胜利后获得据点占领进度和战场物资（荣誉）。",20
484,74,17,243,220,180,"   胜利后翻牌有一定几率获得稀有道具。",20
485,74,18,243,220,180,"   失败可获得少量奖励。",20
486,74,19,243,220,180,"   失败后回到阵营出生点等待复活。",20
487,74,20,243,220,180,7.活动结算,20
488,74,21,243,220,180,"   优先夺取要塞的阵营获得胜利。",20
489,74,22,243,220,180,"   要塞统帅根据阵营荣誉分出名次。",20
490,74,23,243,220,180,"   没有阵营夺取要塞则按照阵营荣誉分出名次。",20
491,74,24,243,220,180,8.排名奖励,20
492,74,25,243,220,180,"   活动结束后以邮件形式发放排名奖励。",20
493,75,1,288,182,54,1.基础召唤,24
494,75,2,243,220,180,进行1次基础召唤，获得2个星魂。,20
495,75,3,243,220,180,可召唤蓝紫橙英雄或英雄碎片。,20
496,75,4,243,220,180,每天5点重置5次免费基础召唤次数。,20
497,75,5,288,182,54,2.高级召唤,24
498,75,6,243,220,180,进行1次高级召唤，获得10个星魂。,20
499,75,7,243,220,180,可召唤蓝紫橙英雄或英雄碎片。,20
500,75,8,243,220,180,累计召唤10次一定会赠送1个橙色英雄。,20
501,75,9,243,220,180,每天5点重置1次免费高级召唤次数。,20
502,75,10,288,182,54,3.高级能量召唤,24
503,75,11,243,220,180,高级召唤1次可获得10点能量，积攒满1000点后可抽取一名随机橙色及以上品质英雄。,20
504,75,12,243,220,180,部分稀有英雄只有通过高级能量召唤获得。,20
505,76,1,243,220,180,活动开启日晚20:00-21:00,20
506,77,1,243,220,180,1.玩家达到一定等级时可以参加矿点争夺战。,20
507,77,2,243,220,180,2.玩家以阵营为单位初始分配各个阵营基地。,20
508,77,3,288,182,54,3.移动：,20
509,77,4,243,220,180,"    部队每次只能移动到相邻己方矿点。",20
510,77,5,288,182,54,4.攻击,20
511,77,6,243,220,180,"    可对相邻的敌方矿点进行攻击。",20
512,77,7,243,220,180,"    每次攻击敌方矿点中战力最低的一名玩家。",20
513,77,8,243,220,180,"    击败敌方矿点最后一名玩家，获得占领权。",20
514,77,9,243,220,180,"    进攻方失败，会回到进攻前的矿点。",20
515,77,10,288,182,54,5.征收,20
516,77,11,243,220,180,"    可在当前矿点上执行征收指令。",20
517,77,12,243,220,180,"    该矿点己方人数越多，则征收奖励越多。",20
518,77,13,243,220,180,"    矿点状态：正常、拥挤、非常拥挤",20
519,77,14,243,220,180,"    矿点越拥挤，收益越高。",20
520,77,15,288,182,54,5.防守,20
521,77,16,243,220,180,"    防守失败之后，会退回到己方基地。",20
522,77,17,243,220,180,"    防守失败回基地后，随机获得一个技能。",20
523,77,18,288,182,54,6.侦查,20
524,77,19,243,220,180,"    侦查可以查看所有矿点的驻扎人数。",20
525,77,20,243,220,180,"    侦查持续一定时间。",20
526,77,21,288,182,54,7.兵力,20
527,77,22,243,220,180,"    在侦查持续时间内，可点击矿点的兵力。",20
528,77,23,288,182,54,8.矿点介绍,20
529,77,24,243,220,180,"    地图上分为4种类型矿点。",20
530,77,25,243,220,180,"    不同类型矿点占领积分不同。",20
531,77,26,288,182,54,9.双倍矿点,20
532,77,27,243,220,180,"    活动开始之后会刷出双倍矿点。",20
533,77,28,243,220,180,"    双倍矿点可使其征收的收益提高一倍。",20
534,77,29,288,182,54,10.排名奖励,20
535,77,30,243,220,180,"    活动结束后根据己方占领矿点总积分排名。",20
536,77,31,243,220,180,"    积分相同的，占据中心矿的排列在前面。",20
537,77,32,243,220,180,"    活动结束之后，根据排名给予参与者奖励。",20
538,78,1,243,220,180,1.军团等级达到5级才能参与军团领地争夺战。,20
539,78,2,243,220,180,2.军团领地争夺战周期性开启，每次开启时每个军团能且只能选择一个领地参与争夺。,20
540,78,3,243,220,180,3.领地中有至少一个据点归属我方阵营时，军团才能参与争夺。,20
541,78,4,243,220,180,4.军团长和副军团长可以使用宣战功能，参与领地争夺。,20
542,78,5,243,220,180,5.宣战后军团所有成员均可报名参与，除退出军团24小时以内的成员。,20
543,78,6,243,220,180,6.宣战结束后，军团总战力排名前4的军团进入对应领地的争夺战，其他军团则落选并获得军团参与奖。,20
544,78,7,243,220,180,7.军团领地争夺战开始后，军团报名战力前35的成员将自动进入并依次进行战斗。,20
545,78,8,243,220,180,8.若两个军团的战斗打成平局，则判军团等级高的一方获胜，若军团等级相同则判军团总战力高的一方获胜。,20
546,78,9,243,220,180,9.最终获得胜利的军团获得军团胜利奖励，其他参与战斗的军团获得军团失败奖励,20
547,78,10,243,220,180,10.胜利军团会占领领地一段时间，占领期间内军团成员每天可领取对应的领地奖励。,20
548,78,11,243,220,180,11.参与争夺后可随时查看参与的战报，直到下次争夺战开启,20
549,79,1,288,182,54,规则说明：,24
550,79,2,243,220,180,1.报名结束后，战力排名前35名的玩家入选,20
551,79,3,243,220,180,2.战斗开始时，有一段时间的鼓舞时间，鼓舞时间内可以进行鼓舞,20
552,79,4,243,220,180,3.鼓舞时间结束后，35名玩家分别分为5支队伍进入战场,20
553,79,5,243,220,180,4.5支队伍根据顺序依次进行战斗,20
554,79,6,243,220,180,5.队伍对战模式为车轮淘汰战，直至一方全部阵亡,20
555,79,7,243,220,180,6.5支队伍全部决出胜负后，队伍胜利场次多的一方获得最终胜利,20
556,79,8,243,220,180,7.鼓舞属性仅本场战斗有效,20
557,79,9,243,220,180,8.报名后，无论玩家是否在线都不影响入选和战斗,20
558,80,1,288,182,54,规则说明：,24
559,80,2,243,220,180,1.领主等级或贵族等级任意其一达到指定要求，即可执行任务并获得任务奖励,20
560,80,3,243,220,180,2.提交对应道具即可完成对应任务，可使用钻石立即完成任务，立即完成任务不会消耗道具,20
561,80,4,243,220,180,3.每完成一个任务有4次翻牌的机会，每次翻牌都有几率获得任务显示的整装,20
562,80,5,243,220,180,4.每个任务的首次翻牌免费，后续翻牌都需要消耗钻石,20
563,80,6,243,220,180,5.一键翻牌可享受八折优惠,20
564,80,7,243,220,180,6.贵族等级越高，每天的刷新任务次数越多,20
565,80,8,243,220,180,7.完成任务次数无限制,20
566,81,1,243,220,180,1.宣战期间，各阵营国王可直接对敌对阵营城池进行宣战,20
567,81,2,243,220,180,2.宣战期间内若国王没有宣战，则阵营中军团排名前4的军团长可对敌对阵营城池进行提议攻城,20
568,81,3,243,220,180,3.若宣战逾期国王没有宣战，则自动宣战提议最多的城池，若提议数相同，则自动宣战最先提议的城池,20
569,81,4,243,220,180,4.宣战后，报名期间内，玩家可自由报名参与与己方阵营或同盟阵营相关的国战,20
570,81,5,243,220,180,5.报名时间到期后，国战双方报名战力排名前35的玩家将入选国战,20
571,81,6,243,220,180,6.开战前，入选国战的玩家可鼓舞提升国战中的属性，鼓舞属性只会在本场国战中生效,20
572,81,7,243,220,180,7.若攻方胜利，则会占领对应城池；若守方胜利，则城池归属不变,20
573,81,8,243,220,180,8.若国战战斗平局，则判为守方胜利,20
574,81,9,243,220,180,9.国战结束后，奖励将通过邮件发放，只有报名的玩家才能获得国战奖励,20
575,82,1,288,182,54,规则说明：,24
576,82,2,243,220,180,1.巨兽等级与领主等级相同,20
577,82,3,243,220,180,2.巨兽品质越高，基础属性和成长属性越高,20
578,83,1,288,182,54,规则说明：,24
579,83,2,243,220,180,1.每个英雄都有各自独特的神性技能,20
580,83,3,243,220,180,2.神性技能会大幅增强英雄的怒气技能,20
581,83,4,243,220,180,3.所有神性等级升到知道要求时，可以领悟额外属性,20
582,83,5,243,220,180,4.神性可以重置，重置返还全部领悟材料,20
