id,lv,needlv,txt,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,skill,item1,num1,item2,num2,item3,num3,return_type1,return_value1,return_type2,return_value2
104005,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400504,5,42000001,24,0,0,42400504,19,42000001,46
104006,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104006,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400604,1,42000001,1,0,0,42400604,1,42000001,1
104006,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400604,3,42000001,3,0,0,42400604,4,42000001,4
104006,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400604,5,42000001,6,0,0,42400604,9,42000001,10
104006,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400604,5,42000001,12,0,0,42400604,14,42000001,22
104006,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400604,5,42000001,24,0,0,42400604,19,42000001,46
104007,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104007,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400704,1,42000001,1,0,0,42400704,1,42000001,1
104007,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400704,3,42000001,3,0,0,42400704,4,42000001,4
104007,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400704,5,42000001,6,0,0,42400704,9,42000001,10
104007,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400704,5,42000001,12,0,0,42400704,14,42000001,22
104007,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400704,5,42000001,24,0,0,42400704,19,42000001,46
104008,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104008,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400804,1,42000001,1,0,0,42400804,1,42000001,1
104008,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400804,3,42000001,3,0,0,42400804,4,42000001,4
104008,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400804,5,42000001,6,0,0,42400804,9,42000001,10
104008,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400804,5,42000001,12,0,0,42400804,14,42000001,22
104008,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400804,5,42000001,24,0,0,42400804,19,42000001,46
104009,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104009,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42400904,1,42000001,1,0,0,42400904,1,42000001,1
104009,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42400904,3,42000001,3,0,0,42400904,4,42000001,4
104009,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42400904,5,42000001,6,0,0,42400904,9,42000001,10
104009,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42400904,5,42000001,12,0,0,42400904,14,42000001,22
104009,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42400904,5,42000001,24,0,0,42400904,19,42000001,46
104010,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104010,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42401004,1,42000001,1,0,0,42401004,1,42000001,1
104010,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42401004,3,42000001,3,0,0,42401004,4,42000001,4
104010,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42401004,5,42000001,6,0,0,42401004,9,42000001,10
104010,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42401004,5,42000001,12,0,0,42401004,14,42000001,22
104010,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42401004,5,42000001,24,0,0,42401004,19,42000001,46
104011,0,0,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
104011,1,20,领主达到20级,7,100,0,0,0,0,99,100,0,42401104,1,42000001,1,0,0,42401104,1,42000001,1
104011,2,30,领主达到30级,7,1000,0,0,0,0,99,1000,0,42401104,3,42000001,3,0,0,42401104,4,42000001,4
104011,3,40,领主达到40级,7,10000,0,0,0,0,99,10000,0,42401104,5,42000001,6,0,0,42401104,9,42000001,10
104011,4,50,领主达到50级,7,50000,0,0,0,0,99,50000,0,42401104,5,42000001,12,0,0,42401104,14,42000001,22
104011,5,60,领主达到60级,7,100000,0,0,0,0,99,100000,0,42401104,5,42000001,24,0,0,42401104,19,42000001,46
200001,0,0,0,8,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200001,1,20,领主达到20级,8,100,0,0,0,0,99,100,0,42000001,1,0,0,0,0,42000001,1,0,0
200001,2,30,领主达到30级,8,1000,0,0,0,0,99,1000,0,42000001,3,0,0,0,0,42000001,4,0,0
200001,3,40,领主达到40级,8,10000,0,0,0,0,99,10000,0,42000001,6,0,0,0,0,42000001,10,0,0
200001,4,50,领主达到50级,8,50000,0,0,0,0,99,50000,0,42000001,12,0,0,0,0,42000001,22,0,0
200001,5,60,领主达到60级,8,100000,0,0,0,0,99,100000,0,42000001,24,0,0,0,0,42000001,46,0,0
200002,0,0,0,10,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200002,1,20,领主达到20级,10,100,0,0,0,0,99,100,0,42000001,1,0,0,0,0,42000001,1,0,0
200002,2,30,领主达到30级,10,1000,0,0,0,0,99,1000,0,42000001,3,0,0,0,0,42000001,4,0,0
200002,3,40,领主达到40级,10,10000,0,0,0,0,99,10000,0,42000001,6,0,0,0,0,42000001,10,0,0
200002,4,50,领主达到50级,10,50000,0,0,0,0,99,50000,0,42000001,12,0,0,0,0,42000001,22,0,0
200002,5,60,领主达到60级,10,100000,0,0,0,0,99,100000,0,42000001,24,0,0,0,0,42000001,46,0,0
200003,0,0,0,30,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200003,1,20,领主达到20级,30,100,0,0,0,0,99,100,0,42000001,1,0,0,0,0,42000001,1,0,0
200003,2,30,领主达到30级,30,1000,0,0,0,0,99,1000,0,42000001,3,0,0,0,0,42000001,4,0,0
200003,3,40,领主达到40级,30,10000,0,0,0,0,99,10000,0,42000001,6,0,0,0,0,42000001,10,0,0
200003,4,50,领主达到50级,30,50000,0,0,0,0,99,50000,0,42000001,12,0,0,0,0,42000001,22,0,0
200003,5,60,领主达到60级,30,100000,0,0,0,0,99,100000,0,42000001,24,0,0,0,0,42000001,46,0,0
200004,0,0,0,6,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200004,1,20,领主达到20级,6,1000,0,0,0,0,99,1000,0,42000001,1,0,0,0,0,42000001,1,0,0
200004,2,30,领主达到30级,6,10000,0,0,0,0,99,10000,0,42000001,3,0,0,0,0,42000001,4,0,0
200004,3,40,领主达到40级,6,100000,0,0,0,0,99,100000,0,42000001,6,0,0,0,0,42000001,10,0,0
200004,4,50,领主达到50级,6,500000,0,0,0,0,99,500000,0,42000001,12,0,0,0,0,42000001,22,0,0
200004,5,60,领主达到60级,6,1000000,0,0,0,0,99,1000000,0,42000001,24,0,0,0,0,42000001,46,0,0
200011,0,0,0,8,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200011,1,20,领主达到20级,8,100,0,0,0,0,99,100,0,42000001,1,0,0,0,0,42000001,1,0,0
200011,2,30,领主达到30级,8,1000,0,0,0,0,99,1000,0,42000001,3,0,0,0,0,42000001,4,0,0
200011,3,40,领主达到40级,8,10000,0,0,0,0,99,10000,0,42000001,6,0,0,0,0,42000001,10,0,0
200011,4,50,领主达到50级,8,50000,0,0,0,0,99,50000,0,42000001,12,0,0,0,0,42000001,22,0,0
200011,5,60,领主达到60级,8,100000,0,0,0,0,99,100000,0,42000001,24,0,0,0,0,42000001,46,0,0
200012,0,0,0,10,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200012,1,20,领主达到20级,10,100,0,0,0,0,99,100,0,42000001,1,0,0,0,0,42000001,1,0,0
200012,2,30,领主达到30级,10,1000,0,0,0,0,99,1000,0,42000001,3,0,0,0,0,42000001,4,0,0
200012,3,40,领主达到40级,10,10000,0,0,0,0,99,10000,0,42000001,6,0,0,0,0,42000001,10,0,0
200012,4,50,领主达到50级,10,50000,0,0,0,0,99,50000,0,42000001,12,0,0,0,0,42000001,22,0,0
200012,5,60,领主达到60级,10,100000,0,0,0,0,99,100000,0,42000001,24,0,0,0,0,42000001,46,0,0
200013,0,0,0,30,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200013,1,20,领主达到20级,30,100,0,0,0,0,99,100,0,42000001,1,0,0,0,0,42000001,1,0,0
200013,2,30,领主达到30级,30,1000,0,0,0,0,99,1000,0,42000001,3,0,0,0,0,42000001,4,0,0
200013,3,40,领主达到40级,30,10000,0,0,0,0,99,10000,0,42000001,6,0,0,0,0,42000001,10,0,0
200013,4,50,领主达到50级,30,50000,0,0,0,0,99,50000,0,42000001,12,0,0,0,0,42000001,22,0,0
200013,5,60,领主达到60级,30,100000,0,0,0,0,99,100000,0,42000001,24,0,0,0,0,42000001,46,0,0
200014,0,0,0,6,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
200014,1,20,领主达到20级,6,1000,0,0,0,0,99,1000,0,42000001,1,0,0,0,0,42000001,1,0,0
200014,2,30,领主达到30级,6,10000,0,0,0,0,99,10000,0,42000001,3,0,0,0,0,42000001,4,0,0
200014,3,40,领主达到40级,6,100000,0,0,0,0,99,100000,0,42000001,6,0,0,0,0,42000001,10,0,0
200014,4,50,领主达到50级,6,500000,0,0,0,0,99,500000,0,42000001,12,0,0,0,0,42000001,22,0,0
200014,5,60,领主达到60级,6,1000000,0,0,0,0,99,1000000,0,42000001,24,0,0,0,0,42000001,46,0,0
