class,index,base_type,initial_value,max_value,weight,limit,low_up,low_down,low_flat,threshold,high_up,high_down,high_flat,change_max,unit,evaluate
6,4,6,480,9600,5,4,1500,4500,4000,4000,800,8200,1000,192,1,2
6,4,7,48,960,8,4,1500,4500,4000,4000,800,8200,1000,19,1,10
6,4,8,48,960,5,4,1500,4500,4000,4000,800,8200,1000,19,1,10
6,4,9,96,1920,8,4,1500,4500,4000,4000,800,8200,1000,38,1,5
6,4,10,96,1920,5,4,1500,4500,4000,4000,800,8200,1000,38,1,5
6,4,29,48,960,8,4,1500,4500,4000,4000,800,8200,1000,19,1,10
6,4,30,48,960,5,4,1500,4500,4000,4000,800,8200,1000,19,1,10
6,4,15,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
6,4,36,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
6,4,13,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
6,4,14,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
6,4,66,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
6,4,67,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
6,4,68,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
6,4,69,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,1,6,60,1200,5,4,1500,4500,4000,4000,800,8200,1000,24,1,2
7,1,7,6,120,8,4,1500,4500,4000,4000,800,8200,1000,2,1,10
7,1,8,6,120,5,4,1500,4500,4000,4000,800,8200,1000,2,1,10
7,1,9,12,240,8,4,1500,4500,4000,4000,800,8200,1000,4,1,5
7,1,10,12,240,5,4,1500,4500,4000,4000,800,8200,1000,4,1,5
7,1,29,6,120,8,4,1500,4500,4000,4000,800,8200,1000,2,1,10
7,1,30,6,120,5,4,1500,4500,4000,4000,800,8200,1000,2,1,10
7,1,15,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,1,36,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,1,13,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,1,14,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,1,66,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,1,67,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,1,68,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,1,69,1,12,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,6,120,2400,5,4,1500,4500,4000,4000,800,8200,1000,48,1,2
7,2,7,12,240,8,4,1500,4500,4000,4000,800,8200,1000,4,1,10
7,2,8,12,240,5,4,1500,4500,4000,4000,800,8200,1000,4,1,10
7,2,9,24,480,8,4,1500,4500,4000,4000,800,8200,1000,9,1,5
7,2,10,24,480,5,4,1500,4500,4000,4000,800,8200,1000,9,1,5
7,2,29,12,240,8,4,1500,4500,4000,4000,800,8200,1000,4,1,10
7,2,30,12,240,5,4,1500,4500,4000,4000,800,8200,1000,4,1,10
7,2,15,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,36,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,13,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,14,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,66,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,67,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,68,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,2,69,1,25,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,6,240,4800,5,4,1500,4500,4000,4000,800,8200,1000,96,1,2
7,3,7,24,480,8,4,1500,4500,4000,4000,800,8200,1000,9,1,10
7,3,8,24,480,5,4,1500,4500,4000,4000,800,8200,1000,9,1,10
7,3,9,48,960,8,4,1500,4500,4000,4000,800,8200,1000,19,1,5
7,3,10,48,960,5,4,1500,4500,4000,4000,800,8200,1000,19,1,5
7,3,29,24,480,8,4,1500,4500,4000,4000,800,8200,1000,9,1,10
7,3,30,24,480,5,4,1500,4500,4000,4000,800,8200,1000,9,1,10
7,3,15,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,36,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,13,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,14,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,66,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,67,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,68,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,3,69,3,50,0,2,1500,4500,4000,4000,800,8200,1000,1,1,240
7,4,6,480,9600,5,4,1500,4500,4000,4000,800,8200,1000,192,1,2
7,4,7,48,960,8,4,1500,4500,4000,4000,800,8200,1000,19,1,10
7,4,8,48,960,5,4,1500,4500,4000,4000,800,8200,1000,19,1,10
7,4,9,96,1920,8,4,1500,4500,4000,4000,800,8200,1000,38,1,5
7,4,10,96,1920,5,4,1500,4500,4000,4000,800,8200,1000,38,1,5
7,4,29,48,960,8,4,1500,4500,4000,4000,800,8200,1000,19,1,10
7,4,30,48,960,5,4,1500,4500,4000,4000,800,8200,1000,19,1,10
7,4,15,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,4,36,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,4,13,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,4,14,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,4,66,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,4,67,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,4,68,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
7,4,69,5,100,1,2,1500,4500,4000,4000,800,8200,1000,2,1,240
