id,type,grid,itemid,itemname,itemnumber,weightfunction,currency,cost_item1,cost_num1,teamlvmax,guild_limit,prestige_limit,item_id,recommend,discount
315,6,10,79500802,血瓶部件Ⅱ,1,1,11,91000002,200,0,0,0,91000002,0,0
316,6,10,79500803,血瓶部件Ⅲ,1,1,11,91000002,200,0,0,0,91000002,0,0
317,9,1,12200801,风暴之眼,10,1,6,91000023,500,0,0,0,91000023,0,0
318,9,1,12200801,风暴之眼,10,1,6,91000023,500,0,0,0,91000023,0,0
319,9,1,12200801,风暴之眼,20,1,6,91000023,1000,0,0,0,91000023,0,0
320,9,1,12200801,风暴之眼,30,1,6,91000002,1500,0,0,0,91000002,0,0
321,9,2,12100101,海洋之狼,10,1,6,91000023,200,0,0,0,91000023,0,0
322,9,2,12100101,海洋之狼,10,1,6,91000023,200,0,0,0,91000023,0,0
323,9,2,12100101,海洋之狼,20,1,6,91000023,400,0,0,0,91000023,0,0
324,9,2,12100101,海洋之狼,30,1,6,91000002,600,0,0,0,91000002,0,0
325,9,3,60000200,圣物宝箱,1,1,6,91000023,200,0,0,0,91000023,0,0
326,9,3,60000200,圣物宝箱,2,1,6,91000023,400,0,0,0,91000023,0,0
327,9,3,60000200,圣物宝箱,3,1,6,91000023,600,0,0,0,91000023,0,0
328,9,4,80500101,夏梵之魂,1,1,6,91000023,200,0,0,0,91000023,0,0
329,9,4,80500201,圣光之核,1,1,6,91000023,200,0,0,0,91000023,0,0
330,9,4,80500301,寒冬符印,1,1,6,91000023,200,0,0,0,91000023,0,0
331,9,4,80500401,法珠核心,1,1,6,91000023,200,0,0,0,91000023,0,0
332,9,4,80500501,位面晶核,1,1,6,91000023,200,0,0,0,91000023,0,0
333,9,4,80500601,贤者之石,1,1,6,91000023,200,0,0,0,91000023,0,0
334,9,4,80500701,耐瑟之魂,1,1,6,91000023,200,0,0,0,91000023,0,0
335,9,5,80000011,圣水,1,1,6,91000023,50,0,0,0,91000023,0,0
336,9,5,80000011,圣水,2,1,6,91000023,100,0,0,0,91000023,0,0
337,9,5,80000011,圣水,3,1,6,91000023,150,0,0,0,91000023,0,0
338,9,6,91000031,纹章晶石,5000,1,6,91000023,100,0,0,0,91000023,0,0
339,9,6,91000031,纹章晶石,10000,1,6,91000023,200,0,0,0,91000023,0,0
340,9,6,91000031,纹章晶石,20000,1,6,91000023,400,0,0,0,91000023,0,0
341,9,7,15100101,魔灵碎片,1,3,6,91000023,50,0,0,0,91000023,0,0
342,9,7,15100101,魔灵碎片,1,2,6,91000023,50,0,0,0,91000023,0,0
343,9,7,15100101,魔灵碎片,2,1,6,91000023,100,0,0,0,91000023,0,0
344,9,8,91000027,符文经验,1000,1,6,91000023,100,0,0,0,91000023,0,0
345,9,8,91000027,符文经验,2000,1,6,91000023,200,0,0,0,91000023,0,0
346,9,8,91000027,符文经验,3000,1,6,91000023,300,0,0,0,91000023,0,0
347,9,9,30101000,星魂,10,1,6,91000023,30,0,0,0,91000023,0,0
348,9,9,30101000,星魂,30,1,6,91000023,90,0,0,0,91000023,0,0
349,9,9,30101000,星魂,50,1,6,91000023,150,0,0,0,91000023,0,0
350,9,10,60000214,4级宝石箱,1,1,6,91000023,135,0,0,0,91000023,0,0
351,9,10,60000214,4级宝石箱,2,1,6,91000023,270,0,0,0,91000023,0,0
352,9,10,60000214,4级宝石箱,3,1,6,91000023,405,0,0,0,91000023,0,0
353,2,1,12200901,原力法师魂石,10,1,12,91000025,500,0,0,0,91000025,0,0
354,2,1,12200901,原力法师魂石,10,1,12,91000025,500,0,0,0,91000025,0,0
355,2,1,12200901,原力法师魂石,20,1,12,91000025,1000,0,0,0,91000025,0,0
356,2,1,12200901,原力法师魂石,30,1,6,91000002,1500,0,0,0,91000002,0,0
357,2,2,12100501,爆裂队长魂石,10,1,12,91000025,200,0,0,0,91000025,0,0
358,2,2,12100501,爆裂队长魂石,10,1,12,91000025,200,0,0,0,91000025,0,0
359,2,2,12100501,爆裂队长魂石,20,1,12,91000025,400,0,0,0,91000025,0,0
360,2,2,12100501,爆裂队长魂石,30,1,6,91000002,600,0,0,0,91000002,0,0
361,2,3,30101000,星魂,10,1,12,91000025,30,0,0,0,91000025,0,0
362,2,3,30101000,星魂,30,1,12,91000025,90,0,0,0,91000025,0,0
363,2,3,30101000,星魂,50,1,12,91000025,150,0,0,0,91000025,0,0
364,2,4,30101001,地元素粉尘,5,1,12,91000025,15,0,0,0,91000025,0,0
365,2,4,30101002,地元素粉尘+1,5,1,12,91000025,20,0,0,0,91000025,0,0
366,2,4,30101003,地元素粉尘+2,5,1,12,91000025,25,0,0,0,91000025,0,0
367,2,4,30101004,地元素碎片,5,1,12,91000025,30,0,0,0,91000025,0,0
368,2,4,30101005,地元素碎片+1,5,1,12,91000025,35,0,0,0,91000025,0,0
369,2,4,30101006,地元素碎片+2,5,1,12,91000025,40,0,0,0,91000025,0,0
370,2,4,30101007,地元素碎块,5,1,12,91000025,45,0,0,0,91000025,0,0
371,2,4,30101008,地元素碎块+1,5,1,12,91000025,50,0,0,0,91000025,0,0
372,2,4,30101009,地元素碎块+2,5,1,12,91000025,55,0,0,0,91000025,0,0
373,2,4,30101010,地元素晶体,5,1,12,91000025,60,0,0,0,91000025,0,0
374,2,5,30102001,水元素粉尘,5,1,12,91000025,15,0,0,0,91000025,0,0
375,2,5,30102002,水元素粉尘+1,5,1,12,91000025,20,0,0,0,91000025,0,0
376,2,5,30102003,水元素粉尘+2,5,1,12,91000025,25,0,0,0,91000025,0,0
377,2,5,30102004,水元素碎片,5,1,12,91000025,30,0,0,0,91000025,0,0
378,2,5,30102005,水元素碎片+1,5,1,12,91000025,35,0,0,0,91000025,0,0
379,2,5,30102006,水元素碎片+2,5,1,12,91000025,40,0,0,0,91000025,0,0
380,2,5,30102007,水元素碎块,5,1,12,91000025,45,0,0,0,91000025,0,0
381,2,5,30102008,水元素碎块+1,5,1,12,91000025,50,0,0,0,91000025,0,0
382,2,5,30102009,水元素碎块+2,5,1,12,91000025,55,0,0,0,91000025,0,0
383,2,5,30102010,水元素晶体,5,1,12,91000025,60,0,0,0,91000025,0,0
384,2,6,30103001,火元素粉尘,5,1,12,91000025,15,0,0,0,91000025,0,0
385,2,6,30103002,火元素粉尘+1,5,1,12,91000025,20,0,0,0,91000025,0,0
386,2,6,30103003,火元素粉尘+2,5,1,12,91000025,25,0,0,0,91000025,0,0
387,2,6,30103004,火元素碎片,5,1,12,91000025,30,0,0,0,91000025,0,0
388,2,6,30103005,火元素碎片+1,5,1,12,91000025,35,0,0,0,91000025,0,0
389,2,6,30103006,火元素碎片+2,5,1,12,91000025,40,0,0,0,91000025,0,0
390,2,6,30103007,火元素碎块,5,1,12,91000025,45,0,0,0,91000025,0,0
391,2,6,30103008,火元素碎块+1,5,1,12,91000025,50,0,0,0,91000025,0,0
392,2,6,30103009,火元素碎块+2,5,1,12,91000025,55,0,0,0,91000025,0,0
393,2,6,30103010,火元素晶体,5,1,12,91000025,60,0,0,0,91000025,0,0
394,2,7,30104001,风元素粉尘,5,1,12,91000025,15,0,0,0,91000025,0,0
395,2,7,30104002,风元素粉尘+1,5,1,12,91000025,20,0,0,0,91000025,0,0
396,2,7,30104003,风元素粉尘+2,5,1,12,91000025,25,0,0,0,91000025,0,0
397,2,7,30104004,风元素碎片,5,1,12,91000025,30,0,0,0,91000025,0,0
398,2,7,30104005,风元素碎片+1,5,1,12,91000025,35,0,0,0,91000025,0,0
399,2,7,30104006,风元素碎片+2,5,1,12,91000025,40,0,0,0,91000025,0,0
400,2,7,30104007,风元素碎块,5,1,12,91000025,45,0,0,0,91000025,0,0
401,2,7,30104008,风元素碎块+1,5,1,12,91000025,50,0,0,0,91000025,0,0
402,2,7,30104009,风元素碎块+2,5,1,12,91000025,55,0,0,0,91000025,0,0
403,2,7,30104010,风元素晶体,5,1,12,91000025,60,0,0,0,91000025,0,0
404,2,8,30105001,光元素粉尘,5,1,12,91000025,15,0,0,0,91000025,0,0
405,2,8,30105002,光元素粉尘+1,5,1,12,91000025,20,0,0,0,91000025,0,0
406,2,8,30105003,光元素粉尘+2,5,1,12,91000025,25,0,0,0,91000025,0,0
407,2,8,30105004,光元素碎片,5,1,12,91000025,30,0,0,0,91000025,0,0
408,2,8,30105005,光元素碎片+1,5,1,12,91000025,35,0,0,0,91000025,0,0
409,2,8,30105006,光元素碎片+2,5,1,12,91000025,40,0,0,0,91000025,0,0
410,2,8,30105007,光元素碎块,5,1,12,91000025,45,0,0,0,91000025,0,0
411,2,8,30105008,光元素碎块+1,5,1,12,91000025,50,0,0,0,91000025,0,0
412,2,8,30105009,光元素碎块+2,5,1,12,91000025,55,0,0,0,91000025,0,0
413,2,8,30105010,光元素晶体,5,1,12,91000025,60,0,0,0,91000025,0,0
414,2,9,30106001,暗元素粉尘,5,1,12,91000025,15,0,0,0,91000025,0,0
415,2,9,30106002,暗元素粉尘+1,5,1,12,91000025,20,0,0,0,91000025,0,0
416,2,9,30106003,暗元素粉尘+2,5,1,12,91000025,25,0,0,0,91000025,0,0
417,2,9,30106004,暗元素碎片,5,1,12,91000025,30,0,0,0,91000025,0,0
418,2,9,30106005,暗元素碎片+1,5,1,12,91000025,35,0,0,0,91000025,0,0
419,2,9,30106006,暗元素碎片+2,5,1,12,91000025,40,0,0,0,91000025,0,0
420,2,9,30106007,暗元素碎块,5,1,12,91000025,45,0,0,0,91000025,0,0
421,2,9,30106008,暗元素碎块+1,5,1,12,91000025,50,0,0,0,91000025,0,0
422,2,9,30106009,暗元素碎块+2,5,1,12,91000025,55,0,0,0,91000025,0,0
423,2,9,30106010,暗元素晶体,5,1,12,91000025,60,0,0,0,91000025,0,0
424,2,10,60000214,4级宝石箱,1,1,12,91000025,135,0,0,0,91000025,0,0
425,2,10,60000214,4级宝石箱,2,1,12,91000025,270,0,0,0,91000025,0,0
426,2,10,60000214,4级宝石箱,3,1,12,91000025,405,0,0,0,91000025,0,0
427,5,1,12100601,收割者魂石,5,1,4,91000007,400,0,0,0,91000007,0,0
428,5,1,12100601,收割者魂石,10,1,4,91000007,800,0,0,0,91000007,0,0
429,5,1,12100601,收割者魂石,20,1,4,91000007,1600,0,0,0,91000007,0,0
430,5,1,12100601,收割者魂石,30,1,6,91000002,1500,0,0,0,91000002,0,0
431,5,2,12400501,狂暴利刃魂石,5,1,4,91000007,400,0,0,0,91000007,0,0
432,5,2,12400501,狂暴利刃魂石,10,1,4,91000007,800,0,0,0,91000007,0,0
433,5,2,12400501,狂暴利刃魂石,20,1,4,91000007,1600,0,0,0,91000007,0,0
434,5,2,12400501,狂暴利刃魂石,30,1,6,91000002,1500,0,0,0,91000002,0,0
435,5,3,91000031,纹章晶石,5000,1,4,91000007,300,0,0,0,91000007,0,0
436,5,3,91000031,纹章晶石,10000,1,4,91000007,600,0,0,0,91000007,0,0
437,5,3,91000031,纹章晶石,20000,1,4,91000007,1200,0,0,0,91000007,0,0
438,5,4,30101000,星魂,10,1,4,91000007,90,0,0,0,91000007,0,0
439,5,4,30101000,星魂,30,1,4,91000007,270,0,0,0,91000007,0,0
440,5,4,30101000,星魂,50,1,4,91000007,450,0,0,0,91000007,0,0
441,5,5,60000200,圣物宝箱,1,1,4,91000007,600,0,0,0,91000007,0,0
442,5,5,60000200,圣物宝箱,3,1,4,91000007,1800,0,0,0,91000007,0,0
443,5,5,60000200,圣物宝箱,5,1,4,91000007,3000,0,0,0,91000007,0,0
444,5,6,60000214,4级宝石箱,1,1,4,91000007,405,0,0,0,91000007,0,0
445,5,6,60000214,4级宝石箱,2,1,4,91000007,810,0,0,0,91000007,0,0
446,5,6,60000214,4级宝石箱,3,1,4,91000007,1215,0,0,0,91000007,0,0
447,5,7,52010101,卫兵,1,6,4,91000007,60,0,0,0,91000007,0,0
448,5,7,52010102,弓手,1,6,4,91000007,60,0,0,0,91000007,0,0
449,5,7,52010103,法师,1,6,4,91000007,60,0,0,0,91000007,0,0
450,5,7,52010104,剑士,1,6,4,91000007,60,0,0,0,91000007,0,0
451,5,7,52020101,骷髅兵,1,6,4,91000007,60,0,0,0,91000007,0,0
452,5,7,52020102,骷髅射手,1,6,4,91000007,60,0,0,0,91000007,0,0
453,5,7,52020103,尸巫,1,6,4,91000007,60,0,0,0,91000007,0,0
454,5,7,52020104,吸血鬼,1,6,4,91000007,60,0,0,0,91000007,0,0
455,5,7,52030101,矮人战士,1,6,4,91000007,60,0,0,0,91000007,0,0
456,5,7,52030102,矮人枪手,1,6,4,91000007,60,0,0,0,91000007,0,0
457,5,7,52030103,战熊,1,6,4,91000007,60,0,0,0,91000007,0,0
458,5,7,52030104,火武神,1,6,4,91000007,60,0,0,0,91000007,0,0
459,5,7,52010201,近卫军,1,4,4,91000007,300,0,0,0,91000007,0,0
460,5,7,52010202,弩手,1,4,4,91000007,300,0,0,0,91000007,0,0
461,5,7,52010203,大法师,1,4,4,91000007,300,0,0,0,91000007,0,0
462,5,7,52010204,十字军,1,4,4,91000007,300,0,0,0,91000007,0,0
463,5,7,52020201,骷髅勇士,1,4,4,91000007,300,0,0,0,91000007,0,0
464,5,7,52020202,恐怖射手,1,4,4,91000007,300,0,0,0,91000007,0,0
465,5,7,52020203,巫妖,1,4,4,91000007,300,0,0,0,91000007,0,0
466,5,7,52020204,吸血男爵,1,4,4,91000007,300,0,0,0,91000007,0,0
467,5,7,52030201,矮人精锐,1,4,4,91000007,300,0,0,0,91000007,0,0
468,5,7,52030202,精锐枪手,1,4,4,91000007,300,0,0,0,91000007,0,0
469,5,7,52030203,狂暴战熊,1,4,4,91000007,300,0,0,0,91000007,0,0
470,5,7,52030204,炽炎武神,1,4,4,91000007,300,0,0,0,91000007,0,0
471,5,8,52010101,卫兵,1,6,4,91000007,60,0,0,0,91000007,0,0
472,5,8,52010102,弓手,1,6,4,91000007,60,0,0,0,91000007,0,0
473,5,8,52010103,法师,1,6,4,91000007,60,0,0,0,91000007,0,0
474,5,8,52010104,剑士,1,6,4,91000007,60,0,0,0,91000007,0,0
475,5,8,52020101,骷髅兵,1,6,4,91000007,60,0,0,0,91000007,0,0
476,5,8,52020102,骷髅射手,1,6,4,91000007,60,0,0,0,91000007,0,0
477,5,8,52020103,尸巫,1,6,4,91000007,60,0,0,0,91000007,0,0
478,5,8,52020104,吸血鬼,1,6,4,91000007,60,0,0,0,91000007,0,0
479,5,8,52030101,矮人战士,1,6,4,91000007,60,0,0,0,91000007,0,0
480,5,8,52030102,矮人枪手,1,6,4,91000007,60,0,0,0,91000007,0,0
481,5,8,52030103,战熊,1,6,4,91000007,60,0,0,0,91000007,0,0
482,5,8,52030104,火武神,1,6,4,91000007,60,0,0,0,91000007,0,0
483,5,8,52010201,近卫军,1,4,4,91000007,300,0,0,0,91000007,0,0
484,5,8,52010202,弩手,1,4,4,91000007,300,0,0,0,91000007,0,0
485,5,8,52010203,大法师,1,4,4,91000007,300,0,0,0,91000007,0,0
486,5,8,52010204,十字军,1,4,4,91000007,300,0,0,0,91000007,0,0
487,5,8,52020201,骷髅勇士,1,4,4,91000007,300,0,0,0,91000007,0,0
488,5,8,52020202,恐怖射手,1,4,4,91000007,300,0,0,0,91000007,0,0
489,5,8,52020203,巫妖,1,4,4,91000007,300,0,0,0,91000007,0,0
490,5,8,52020204,吸血男爵,1,4,4,91000007,300,0,0,0,91000007,0,0
491,5,8,52030201,矮人精锐,1,4,4,91000007,300,0,0,0,91000007,0,0
492,5,8,52030202,精锐枪手,1,4,4,91000007,300,0,0,0,91000007,0,0
493,5,8,52030203,狂暴战熊,1,4,4,91000007,300,0,0,0,91000007,0,0
494,5,8,52030204,炽炎武神,1,4,4,91000007,300,0,0,0,91000007,0,0
495,5,9,53100001,力量军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
496,5,9,53100002,魔力军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
497,5,9,53100003,闪耀军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
498,5,9,53100004,坚固军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
499,5,9,53100005,抵挡军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
500,5,9,53100006,保护军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
501,5,9,53100007,兵力军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
502,5,9,53200001,神力军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
503,5,9,53200002,魔能军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
504,5,9,53200003,光辉军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
505,5,9,53200004,磬石军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
506,5,9,53200005,抗性军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
507,5,9,53200006,怜悯军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
508,5,9,53200007,统帅军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
509,5,10,53100001,力量军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
510,5,10,53100002,魔力军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
511,5,10,53100003,闪耀军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
512,5,10,53100004,坚固军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
513,5,10,53100005,抵挡军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
514,5,10,53100006,保护军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
515,5,10,53100007,兵力军旗,1,6,4,91000007,12,0,0,0,91000007,0,0
516,5,10,53200001,神力军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
517,5,10,53200002,魔能军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
518,5,10,53200003,光辉军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
519,5,10,53200004,磬石军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
520,5,10,53200005,抗性军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
521,5,10,53200006,怜悯军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
522,5,10,53200007,统帅军旗,1,4,4,91000007,60,0,0,0,91000007,0,0
523,11,1,30000006,红魔晶,1,1,13,91000030,2000,0,0,0,91000030,0,0
524,11,2,30001001,白星魂,1,1,13,91000030,2000,0,0,0,91000030,0,0
525,11,3,30001002,绿星魂,1,1,13,91000030,2000,0,0,0,91000030,0,0
526,11,4,30001003,蓝星魂,1,1,13,91000030,2000,0,0,0,91000030,0,0
527,11,5,30001004,紫星魂,1,1,13,91000030,2000,0,0,0,91000030,0,0
528,11,6,30001005,橙星魂,1,1,13,91000030,2000,0,0,0,91000030,0,0
529,11,7,30001006,红星魂,1,1,13,91000030,2000,0,0,0,91000030,0,0
530,11,8,31000101,铜锭,1,1,13,91000030,2000,0,0,0,91000030,0,0
531,11,9,31000102,铁锭,1,1,13,91000030,2000,0,0,0,91000030,0,0
532,11,10,31000103,钢锭,1,1,13,91000030,2000,0,0,0,91000030,0,0
533,11,11,31000104,银锭,1,1,13,91000030,2000,0,0,0,91000030,0,0
534,11,12,31000105,金锭,1,1,13,91000030,2000,0,0,0,91000030,0,0
535,11,13,31000106,秘银锭,1,1,13,91000030,2000,0,0,0,91000030,0,0
536,11,14,31001001,幽暗碎片,1,1,13,91000030,2000,0,0,0,91000030,0,0
537,11,15,31001002,微光碎片,1,1,13,91000030,2000,0,0,0,91000030,0,0
538,11,16,31001003,闪耀碎片,1,1,13,91000030,2000,0,0,0,91000030,0,0
