mercenary_id,mercenary_name,mercenary_icon,mercenary_level,mercenary_camp,mercenary_type,mercenary_hole,mercenary_index,mercenary_txt,base_type,base_value,base_txt,value_txt1,value_txt2,mercenary_speed,mercenary_attack,mercenary_skill1,mercenary_skill2,mercenary_skill3,mercenary_skill4,mercenary_model,flyeffect,sort,show
50203041,矮人火枪·特种,mercenary_2010,2,3,2,4,1,主属性为活力等级，副属性为物理防御,106,38,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,36,1
50203042,矮人火枪·特种,mercenary_2010,2,3,2,4,2,主属性为活力等级，副属性为物理防御,106,75,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,36,1
50203043,矮人火枪·特种,mercenary_2010,2,3,2,4,3,主属性为活力等级，副属性为物理防御,106,150,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,36,1
50203044,矮人火枪·特种,mercenary_2010,2,3,2,4,4,主属性为活力等级，副属性为物理防御,106,300,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,36,1
50204011,花妖·首领,mercenary_2010,2,4,1,1,1,主属性为活力等级，副属性为魔法攻击,0,0,激活属性：无,活力等级,魔法攻击,1000,10002,100001,200001,0,0,2101,0,37,1
50204012,花妖·首领,mercenary_2010,2,4,1,1,2,主属性为活力等级，副属性为魔法攻击,0,0,激活属性：无,活力等级,魔法攻击,1000,10002,100001,200001,0,0,2101,0,37,1
50204013,花妖·首领,mercenary_2010,2,4,1,1,3,主属性为活力等级，副属性为魔法攻击,0,0,激活属性：无,活力等级,魔法攻击,1000,10002,100001,200001,0,0,2101,0,37,1
50204014,花妖·首领,mercenary_2010,2,4,1,1,4,主属性为活力等级，副属性为魔法攻击,0,0,激活属性：无,活力等级,魔法攻击,1000,10002,100001,200001,0,0,2101,0,37,1
50204021,花妖·核心,mercenary_2010,2,4,1,2,1,主属性为魔法攻击，副属性为心智防御,109,38,激活属性：魔法攻击,魔法攻击,心智防御,0,0,0,0,0,0,0,0,38,1
50204022,花妖·核心,mercenary_2010,2,4,1,2,2,主属性为魔法攻击，副属性为心智防御,109,75,激活属性：魔法攻击,魔法攻击,心智防御,0,0,0,0,0,0,0,0,38,1
50204023,花妖·核心,mercenary_2010,2,4,1,2,3,主属性为魔法攻击，副属性为心智防御,109,150,激活属性：魔法攻击,魔法攻击,心智防御,0,0,0,0,0,0,0,0,38,1
50204024,花妖·核心,mercenary_2010,2,4,1,2,4,主属性为魔法攻击，副属性为心智防御,109,300,激活属性：魔法攻击,魔法攻击,心智防御,0,0,0,0,0,0,0,0,38,1
50204031,花妖·精锐,mercenary_2010,2,4,1,3,1,主属性为魔法防御，副属性为魔法攻击,110,38,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,39,1
50204032,花妖·精锐,mercenary_2010,2,4,1,3,2,主属性为魔法防御，副属性为魔法攻击,110,75,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,39,1
50204033,花妖·精锐,mercenary_2010,2,4,1,3,3,主属性为魔法防御，副属性为魔法攻击,110,150,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,39,1
50204034,花妖·精锐,mercenary_2010,2,4,1,3,4,主属性为魔法防御，副属性为魔法攻击,110,300,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,39,1
50204041,花妖·特种,mercenary_2010,2,4,1,4,1,主属性为活力等级，副属性为魔法攻击,106,38,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,40,1
50204042,花妖·特种,mercenary_2010,2,4,1,4,2,主属性为活力等级，副属性为魔法攻击,106,75,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,40,1
50204043,花妖·特种,mercenary_2010,2,4,1,4,3,主属性为活力等级，副属性为魔法攻击,106,150,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,40,1
50204044,花妖·特种,mercenary_2010,2,4,1,4,4,主属性为活力等级，副属性为魔法攻击,106,300,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,40,1
50205011,刃魔·首领,mercenary_2010,2,5,2,1,1,主属性为心智攻击，副属性为心智减免,0,0,激活属性：无,心智攻击,心智减免,2000,10001,100001,200001,0,0,2101,0,41,1
50205012,刃魔·首领,mercenary_2010,2,5,2,1,2,主属性为心智攻击，副属性为心智减免,0,0,激活属性：无,心智攻击,心智减免,2000,10001,100001,200001,0,0,2101,0,41,1
50205013,刃魔·首领,mercenary_2010,2,5,2,1,3,主属性为心智攻击，副属性为心智减免,0,0,激活属性：无,心智攻击,心智减免,2000,10001,100001,200001,0,0,2101,0,41,1
50205014,刃魔·首领,mercenary_2010,2,5,2,1,4,主属性为心智攻击，副属性为心智减免,0,0,激活属性：无,心智攻击,心智减免,2000,10001,100001,200001,0,0,2101,0,41,1
50205021,刃魔·核心,mercenary_2010,2,5,2,2,1,主属性为心智攻击，副属性为魔法防御,73,38,激活属性：心智伤害,心智攻击,魔法防御,0,0,0,0,0,0,0,0,42,1
50205022,刃魔·核心,mercenary_2010,2,5,2,2,2,主属性为心智攻击，副属性为魔法防御,73,75,激活属性：心智伤害,心智攻击,魔法防御,0,0,0,0,0,0,0,0,42,1
50205023,刃魔·核心,mercenary_2010,2,5,2,2,3,主属性为心智攻击，副属性为魔法防御,73,150,激活属性：心智伤害,心智攻击,魔法防御,0,0,0,0,0,0,0,0,42,1
50205024,刃魔·核心,mercenary_2010,2,5,2,2,4,主属性为心智攻击，副属性为魔法防御,73,300,激活属性：心智伤害,心智攻击,魔法防御,0,0,0,0,0,0,0,0,42,1
50205031,刃魔·精锐,mercenary_2010,2,5,2,3,1,主属性为心智防御，副属性为心智减免,74,38,激活属性：心智减免,心智防御,心智减免,0,0,0,0,0,0,0,0,43,1
50205032,刃魔·精锐,mercenary_2010,2,5,2,3,2,主属性为心智防御，副属性为心智减免,74,75,激活属性：心智减免,心智防御,心智减免,0,0,0,0,0,0,0,0,43,1
50205033,刃魔·精锐,mercenary_2010,2,5,2,3,3,主属性为心智防御，副属性为心智减免,74,150,激活属性：心智减免,心智防御,心智减免,0,0,0,0,0,0,0,0,43,1
50205034,刃魔·精锐,mercenary_2010,2,5,2,3,4,主属性为心智防御，副属性为心智减免,74,300,激活属性：心智减免,心智防御,心智减免,0,0,0,0,0,0,0,0,43,1
50205041,刃魔·特种,mercenary_2010,2,5,2,4,1,主属性为活力等级，副属性为心智伤害,106,38,激活属性：生命总量,活力等级,心智伤害,0,0,0,0,0,0,0,0,44,1
50205042,刃魔·特种,mercenary_2010,2,5,2,4,2,主属性为活力等级，副属性为心智伤害,106,75,激活属性：生命总量,活力等级,心智伤害,0,0,0,0,0,0,0,0,44,1
50205043,刃魔·特种,mercenary_2010,2,5,2,4,3,主属性为活力等级，副属性为心智伤害,106,150,激活属性：生命总量,活力等级,心智伤害,0,0,0,0,0,0,0,0,44,1
50205044,刃魔·特种,mercenary_2010,2,5,2,4,4,主属性为活力等级，副属性为心智伤害,106,300,激活属性：生命总量,活力等级,心智伤害,0,0,0,0,0,0,0,0,44,1
50206011,鹰身女妖·首领,mercenary_2010,2,6,2,1,1,主属性为魔法攻击，副属性为魔法防御,0,0,激活属性：无,魔法攻击,魔法防御,1000,10002,100001,200001,0,0,2101,0,45,1
50206012,鹰身女妖·首领,mercenary_2010,2,6,2,1,2,主属性为魔法攻击，副属性为魔法防御,0,0,激活属性：无,魔法攻击,魔法防御,1000,10002,100001,200001,0,0,2101,0,45,1
50206013,鹰身女妖·首领,mercenary_2010,2,6,2,1,3,主属性为魔法攻击，副属性为魔法防御,0,0,激活属性：无,魔法攻击,魔法防御,1000,10002,100001,200001,0,0,2101,0,45,1
50206014,鹰身女妖·首领,mercenary_2010,2,6,2,1,4,主属性为魔法攻击，副属性为魔法防御,0,0,激活属性：无,魔法攻击,魔法防御,1000,10002,100001,200001,0,0,2101,0,45,1
50206021,鹰身女妖·核心,mercenary_2010,2,6,2,2,1,主属性为魔法攻击，副属性为魔法防御,109,38,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,46,1
50206022,鹰身女妖·核心,mercenary_2010,2,6,2,2,2,主属性为魔法攻击，副属性为魔法防御,109,75,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,46,1
50206023,鹰身女妖·核心,mercenary_2010,2,6,2,2,3,主属性为魔法攻击，副属性为魔法防御,109,150,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,46,1
50206024,鹰身女妖·核心,mercenary_2010,2,6,2,2,4,主属性为魔法攻击，副属性为魔法防御,109,300,激活属性：魔法攻击,魔法攻击,魔法防御,0,0,0,0,0,0,0,0,46,1
50206031,鹰身女妖·精锐,mercenary_2010,2,6,2,3,1,主属性为魔法防御，副属性为魔法防御,110,38,激活属性：魔法防御,魔法防御,魔法防御,0,0,0,0,0,0,0,0,47,1
50206032,鹰身女妖·精锐,mercenary_2010,2,6,2,3,2,主属性为魔法防御，副属性为魔法防御,110,75,激活属性：魔法防御,魔法防御,魔法防御,0,0,0,0,0,0,0,0,47,1
50206033,鹰身女妖·精锐,mercenary_2010,2,6,2,3,3,主属性为魔法防御，副属性为魔法防御,110,150,激活属性：魔法防御,魔法防御,魔法防御,0,0,0,0,0,0,0,0,47,1
50206034,鹰身女妖·精锐,mercenary_2010,2,6,2,3,4,主属性为魔法防御，副属性为魔法防御,110,300,激活属性：魔法防御,魔法防御,魔法防御,0,0,0,0,0,0,0,0,47,1
50206041,鹰身女妖·特种,mercenary_2010,2,6,2,4,1,主属性为活力等级，副属性为魔法攻击,106,38,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,48,1
50206042,鹰身女妖·特种,mercenary_2010,2,6,2,4,2,主属性为活力等级，副属性为魔法攻击,106,75,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,48,1
50206043,鹰身女妖·特种,mercenary_2010,2,6,2,4,3,主属性为活力等级，副属性为魔法攻击,106,150,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,48,1
50206044,鹰身女妖·特种,mercenary_2010,2,6,2,4,4,主属性为活力等级，副属性为魔法攻击,106,300,激活属性：生命总量,活力等级,魔法攻击,0,0,0,0,0,0,0,0,48,1
50301011,法师·首领,mercenary_3010,3,1,2,1,1,主属性为魔法防御，副属性为活力等级,0,0,激活属性：无,魔法防御,活力等级,2000,10001,100001,0,0,0,1103,0,49,1
50301012,法师·首领,mercenary_3010,3,1,2,1,2,主属性为魔法防御，副属性为活力等级,0,0,激活属性：无,魔法防御,活力等级,2000,10001,100001,0,0,0,1103,0,49,1
50301013,法师·首领,mercenary_3010,3,1,2,1,3,主属性为魔法防御，副属性为活力等级,0,0,激活属性：无,魔法防御,活力等级,2000,10001,100001,0,0,0,1103,0,49,1
50301014,法师·首领,mercenary_3010,3,1,2,1,4,主属性为魔法防御，副属性为活力等级,0,0,激活属性：无,魔法防御,活力等级,2000,10001,100001,0,0,0,1103,0,49,1
50301021,法师·核心,mercenary_3010,3,1,2,2,1,主属性为魔法攻击，副属性为物理防御,109,38,激活属性：魔法攻击,魔法攻击,物理防御,0,0,0,0,0,0,0,0,50,1
50301022,法师·核心,mercenary_3010,3,1,2,2,2,主属性为魔法攻击，副属性为物理防御,109,75,激活属性：魔法攻击,魔法攻击,物理防御,0,0,0,0,0,0,0,0,50,1
50301023,法师·核心,mercenary_3010,3,1,2,2,3,主属性为魔法攻击，副属性为物理防御,109,150,激活属性：魔法攻击,魔法攻击,物理防御,0,0,0,0,0,0,0,0,50,1
50301024,法师·核心,mercenary_3010,3,1,2,2,4,主属性为魔法攻击，副属性为物理防御,109,300,激活属性：魔法攻击,魔法攻击,物理防御,0,0,0,0,0,0,0,0,50,1
50301031,法师·精锐,mercenary_3010,3,1,2,3,1,主属性为魔法防御，副属性为心智防御,110,38,激活属性：魔法防御,魔法防御,心智防御,0,0,0,0,0,0,0,0,51,1
50301032,法师·精锐,mercenary_3010,3,1,2,3,2,主属性为魔法防御，副属性为心智防御,110,75,激活属性：魔法防御,魔法防御,心智防御,0,0,0,0,0,0,0,0,51,1
50301033,法师·精锐,mercenary_3010,3,1,2,3,3,主属性为魔法防御，副属性为心智防御,110,150,激活属性：魔法防御,魔法防御,心智防御,0,0,0,0,0,0,0,0,51,1
50301034,法师·精锐,mercenary_3010,3,1,2,3,4,主属性为魔法防御，副属性为心智防御,110,300,激活属性：魔法防御,魔法防御,心智防御,0,0,0,0,0,0,0,0,51,1
50301041,法师·特种,mercenary_3010,3,1,2,4,1,主属性为活力等级，副属性为活力等级,106,38,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,52,1
50301042,法师·特种,mercenary_3010,3,1,2,4,2,主属性为活力等级，副属性为活力等级,106,75,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,52,1
50301043,法师·特种,mercenary_3010,3,1,2,4,3,主属性为活力等级，副属性为活力等级,106,150,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,52,1
50301044,法师·特种,mercenary_3010,3,1,2,4,4,主属性为活力等级，副属性为活力等级,106,300,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,52,1
50302011,尸巫·首领,mercenary_3010,3,2,1,1,1,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,200001,0,0,0,2103,0,53,1
50302012,尸巫·首领,mercenary_3010,3,2,1,1,2,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,200001,0,0,0,2103,0,53,1
50302013,尸巫·首领,mercenary_3010,3,2,1,1,3,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,200001,0,0,0,2103,0,53,1
50302014,尸巫·首领,mercenary_3010,3,2,1,1,4,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,200001,0,0,0,2103,0,53,1
50302021,尸巫·核心,mercenary_3010,3,2,1,2,1,主属性为魔法攻击，副属性为活力等级,109,38,激活属性：魔法攻击,魔法攻击,活力等级,0,0,0,0,0,0,0,0,54,1
50302022,尸巫·核心,mercenary_3010,3,2,1,2,2,主属性为魔法攻击，副属性为活力等级,109,75,激活属性：魔法攻击,魔法攻击,活力等级,0,0,0,0,0,0,0,0,54,1
50302023,尸巫·核心,mercenary_3010,3,2,1,2,3,主属性为魔法攻击，副属性为活力等级,109,150,激活属性：魔法攻击,魔法攻击,活力等级,0,0,0,0,0,0,0,0,54,1
50302024,尸巫·核心,mercenary_3010,3,2,1,2,4,主属性为魔法攻击，副属性为活力等级,109,300,激活属性：魔法攻击,魔法攻击,活力等级,0,0,0,0,0,0,0,0,54,1
50302031,尸巫·精锐,mercenary_3010,3,2,1,3,1,主属性为魔法防御，副属性为魔法攻击,110,38,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,55,1
50302032,尸巫·精锐,mercenary_3010,3,2,1,3,2,主属性为魔法防御，副属性为魔法攻击,110,75,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,55,1
50302033,尸巫·精锐,mercenary_3010,3,2,1,3,3,主属性为魔法防御，副属性为魔法攻击,110,150,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,55,1
50302034,尸巫·精锐,mercenary_3010,3,2,1,3,4,主属性为魔法防御，副属性为魔法攻击,110,300,激活属性：魔法防御,魔法防御,魔法攻击,0,0,0,0,0,0,0,0,55,1
50302041,尸巫·特种,mercenary_3010,3,2,1,4,1,主属性为活力等级，副属性为物理防御,106,38,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,56,1
50302042,尸巫·特种,mercenary_3010,3,2,1,4,2,主属性为活力等级，副属性为物理防御,106,75,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,56,1
50302043,尸巫·特种,mercenary_3010,3,2,1,4,3,主属性为活力等级，副属性为物理防御,106,150,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,56,1
50302044,尸巫·特种,mercenary_3010,3,2,1,4,4,主属性为活力等级，副属性为物理防御,106,300,激活属性：生命总量,活力等级,物理防御,0,0,0,0,0,0,0,0,56,1
50303011,战熊·首领,mercenary_3010,3,3,1,1,1,主属性为物理防御，副属性为活力等级,0,0,激活属性：无,物理防御,活力等级,2000,10002,200001,0,0,0,3103,0,57,1
50303012,战熊·首领,mercenary_3010,3,3,1,1,2,主属性为物理防御，副属性为活力等级,0,0,激活属性：无,物理防御,活力等级,2000,10002,200001,0,0,0,3103,0,57,1
50303013,战熊·首领,mercenary_3010,3,3,1,1,3,主属性为物理防御，副属性为活力等级,0,0,激活属性：无,物理防御,活力等级,2000,10002,200001,0,0,0,3103,0,57,1
50303014,战熊·首领,mercenary_3010,3,3,1,1,4,主属性为物理防御，副属性为活力等级,0,0,激活属性：无,物理防御,活力等级,2000,10002,200001,0,0,0,3103,0,57,1
50303021,战熊·核心,mercenary_3010,3,3,1,2,1,主属性为物理攻击，副属性为物理防御,107,38,激活属性：物理攻击,物理攻击,物理防御,0,0,0,0,0,0,0,0,58,1
50303022,战熊·核心,mercenary_3010,3,3,1,2,2,主属性为物理攻击，副属性为物理防御,107,75,激活属性：物理攻击,物理攻击,物理防御,0,0,0,0,0,0,0,0,58,1
50303023,战熊·核心,mercenary_3010,3,3,1,2,3,主属性为物理攻击，副属性为物理防御,107,150,激活属性：物理攻击,物理攻击,物理防御,0,0,0,0,0,0,0,0,58,1
50303024,战熊·核心,mercenary_3010,3,3,1,2,4,主属性为物理攻击，副属性为物理防御,107,300,激活属性：物理攻击,物理攻击,物理防御,0,0,0,0,0,0,0,0,58,1
50303031,战熊·精锐,mercenary_3010,3,3,1,3,1,主属性为物理防御，副属性为心智防御,108,38,激活属性：物理防御,物理防御,心智防御,0,0,0,0,0,0,0,0,59,1
50303032,战熊·精锐,mercenary_3010,3,3,1,3,2,主属性为物理防御，副属性为心智防御,108,75,激活属性：物理防御,物理防御,心智防御,0,0,0,0,0,0,0,0,59,1
50303033,战熊·精锐,mercenary_3010,3,3,1,3,3,主属性为物理防御，副属性为心智防御,108,150,激活属性：物理防御,物理防御,心智防御,0,0,0,0,0,0,0,0,59,1
50303034,战熊·精锐,mercenary_3010,3,3,1,3,4,主属性为物理防御，副属性为心智防御,108,300,激活属性：物理防御,物理防御,心智防御,0,0,0,0,0,0,0,0,59,1
50303041,战熊·特种,mercenary_3010,3,3,1,4,1,主属性为活力等级，副属性为物理攻击,106,38,激活属性：生命总量,活力等级,物理攻击,0,0,0,0,0,0,0,0,60,1
50303042,战熊·特种,mercenary_3010,3,3,1,4,2,主属性为活力等级，副属性为物理攻击,106,75,激活属性：生命总量,活力等级,物理攻击,0,0,0,0,0,0,0,0,60,1
50303043,战熊·特种,mercenary_3010,3,3,1,4,3,主属性为活力等级，副属性为物理攻击,106,150,激活属性：生命总量,活力等级,物理攻击,0,0,0,0,0,0,0,0,60,1
50303044,战熊·特种,mercenary_3010,3,3,1,4,4,主属性为活力等级，副属性为物理攻击,106,300,激活属性：生命总量,活力等级,物理攻击,0,0,0,0,0,0,0,0,60,1
50304011,猎手·首领,mercenary_3010,3,4,2,1,1,主属性为心智防御，副属性为活力等级,0,0,激活属性：无,心智防御,活力等级,1000,10002,100001,200001,0,0,2101,0,61,1
50304012,猎手·首领,mercenary_3010,3,4,2,1,2,主属性为心智防御，副属性为活力等级,0,0,激活属性：无,心智防御,活力等级,1000,10002,100001,200001,0,0,2101,0,61,1
50304013,猎手·首领,mercenary_3010,3,4,2,1,3,主属性为心智防御，副属性为活力等级,0,0,激活属性：无,心智防御,活力等级,1000,10002,100001,200001,0,0,2101,0,61,1
50304014,猎手·首领,mercenary_3010,3,4,2,1,4,主属性为心智防御，副属性为活力等级,0,0,激活属性：无,心智防御,活力等级,1000,10002,100001,200001,0,0,2101,0,61,1
50304021,猎手·核心,mercenary_3010,3,4,2,2,1,主属性为心智攻击，副属性为物理防御,73,38,激活属性：心智伤害,心智攻击,物理防御,0,0,0,0,0,0,0,0,62,1
50304022,猎手·核心,mercenary_3010,3,4,2,2,2,主属性为心智攻击，副属性为物理防御,73,75,激活属性：心智伤害,心智攻击,物理防御,0,0,0,0,0,0,0,0,62,1
50304023,猎手·核心,mercenary_3010,3,4,2,2,3,主属性为心智攻击，副属性为物理防御,73,150,激活属性：心智伤害,心智攻击,物理防御,0,0,0,0,0,0,0,0,62,1
50304024,猎手·核心,mercenary_3010,3,4,2,2,4,主属性为心智攻击，副属性为物理防御,73,300,激活属性：心智伤害,心智攻击,物理防御,0,0,0,0,0,0,0,0,62,1
50304031,猎手·精锐,mercenary_3010,3,4,2,3,1,主属性为心智防御，副属性为魔法防御,74,38,激活属性：心智减免,心智防御,魔法防御,0,0,0,0,0,0,0,0,63,1
50304032,猎手·精锐,mercenary_3010,3,4,2,3,2,主属性为心智防御，副属性为魔法防御,74,75,激活属性：心智减免,心智防御,魔法防御,0,0,0,0,0,0,0,0,63,1
50304033,猎手·精锐,mercenary_3010,3,4,2,3,3,主属性为心智防御，副属性为魔法防御,74,150,激活属性：心智减免,心智防御,魔法防御,0,0,0,0,0,0,0,0,63,1
50304034,猎手·精锐,mercenary_3010,3,4,2,3,4,主属性为心智防御，副属性为魔法防御,74,300,激活属性：心智减免,心智防御,魔法防御,0,0,0,0,0,0,0,0,63,1
50304041,猎手·特种,mercenary_3010,3,4,2,4,1,主属性为活力等级，副属性为活力等级,106,38,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,64,1
50304042,猎手·特种,mercenary_3010,3,4,2,4,2,主属性为活力等级，副属性为活力等级,106,75,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,64,1
50304043,猎手·特种,mercenary_3010,3,4,2,4,3,主属性为活力等级，副属性为活力等级,106,150,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,64,1
50304044,猎手·特种,mercenary_3010,3,4,2,4,4,主属性为活力等级，副属性为活力等级,106,300,激活属性：生命总量,活力等级,活力等级,0,0,0,0,0,0,0,0,64,1
50305011,地狱犬·首领,mercenary_3010,3,5,1,1,1,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,2000,10001,100001,200001,0,0,2101,0,65,1
50305012,地狱犬·首领,mercenary_3010,3,5,1,1,2,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,2000,10001,100001,200001,0,0,2101,0,65,1
50305013,地狱犬·首领,mercenary_3010,3,5,1,1,3,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,2000,10001,100001,200001,0,0,2101,0,65,1
50305014,地狱犬·首领,mercenary_3010,3,5,1,1,4,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,2000,10001,100001,200001,0,0,2101,0,65,1
50305021,地狱犬·核心,mercenary_3010,3,5,1,2,1,主属性为心智攻击，副属性为活力等级,73,38,激活属性：心智伤害,心智攻击,活力等级,0,0,0,0,0,0,0,0,66,1
50305022,地狱犬·核心,mercenary_3010,3,5,1,2,2,主属性为心智攻击，副属性为活力等级,73,75,激活属性：心智伤害,心智攻击,活力等级,0,0,0,0,0,0,0,0,66,1
50305023,地狱犬·核心,mercenary_3010,3,5,1,2,3,主属性为心智攻击，副属性为活力等级,73,150,激活属性：心智伤害,心智攻击,活力等级,0,0,0,0,0,0,0,0,66,1
50305024,地狱犬·核心,mercenary_3010,3,5,1,2,4,主属性为心智攻击，副属性为活力等级,73,300,激活属性：心智伤害,心智攻击,活力等级,0,0,0,0,0,0,0,0,66,1
50305031,地狱犬·精锐,mercenary_3010,3,5,1,3,1,主属性为心智防御，副属性为心智攻击,74,38,激活属性：心智减免,心智防御,心智攻击,0,0,0,0,0,0,0,0,67,1
50305032,地狱犬·精锐,mercenary_3010,3,5,1,3,2,主属性为心智防御，副属性为心智攻击,74,75,激活属性：心智减免,心智防御,心智攻击,0,0,0,0,0,0,0,0,67,1
50305033,地狱犬·精锐,mercenary_3010,3,5,1,3,3,主属性为心智防御，副属性为心智攻击,74,150,激活属性：心智减免,心智防御,心智攻击,0,0,0,0,0,0,0,0,67,1
50305034,地狱犬·精锐,mercenary_3010,3,5,1,3,4,主属性为心智防御，副属性为心智攻击,74,300,激活属性：心智减免,心智防御,心智攻击,0,0,0,0,0,0,0,0,67,1
50305041,地狱犬·特种,mercenary_3010,3,5,1,4,1,主属性为活力等级，副属性为心智防御,106,38,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,68,1
50305042,地狱犬·特种,mercenary_3010,3,5,1,4,2,主属性为活力等级，副属性为心智防御,106,75,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,68,1
50305043,地狱犬·特种,mercenary_3010,3,5,1,4,3,主属性为活力等级，副属性为心智防御,106,150,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,68,1
50305044,地狱犬·特种,mercenary_3010,3,5,1,4,4,主属性为活力等级，副属性为心智防御,106,300,激活属性：生命总量,活力等级,心智防御,0,0,0,0,0,0,0,0,68,1
50306011,兽人·首领,mercenary_3010,3,6,1,1,1,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,100001,200001,0,0,2101,0,69,1
50306012,兽人·首领,mercenary_3010,3,6,1,1,2,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,100001,200001,0,0,2101,0,69,1
50306013,兽人·首领,mercenary_3010,3,6,1,1,3,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,100001,200001,0,0,2101,0,69,1
50306014,兽人·首领,mercenary_3010,3,6,1,1,4,主属性为活力等级，副属性为活力等级,0,0,激活属性：无,活力等级,活力等级,1000,10002,100001,200001,0,0,2101,0,69,1
50306021,兽人·核心,mercenary_3010,3,6,1,2,1,主属性为物理攻击，副属性为物理攻击,107,38,激活属性：物理攻击,物理攻击,物理攻击,0,0,0,0,0,0,0,0,70,1
50306022,兽人·核心,mercenary_3010,3,6,1,2,2,主属性为物理攻击，副属性为物理攻击,107,75,激活属性：物理攻击,物理攻击,物理攻击,0,0,0,0,0,0,0,0,70,1
50306023,兽人·核心,mercenary_3010,3,6,1,2,3,主属性为物理攻击，副属性为物理攻击,107,150,激活属性：物理攻击,物理攻击,物理攻击,0,0,0,0,0,0,0,0,70,1
50306024,兽人·核心,mercenary_3010,3,6,1,2,4,主属性为物理攻击，副属性为物理攻击,107,300,激活属性：物理攻击,物理攻击,物理攻击,0,0,0,0,0,0,0,0,70,1
50306031,兽人·精锐,mercenary_3010,3,6,1,3,1,主属性为物理防御，副属性为物理攻击,108,38,激活属性：物理防御,物理防御,物理攻击,0,0,0,0,0,0,0,0,71,1
50306032,兽人·精锐,mercenary_3010,3,6,1,3,2,主属性为物理防御，副属性为物理攻击,108,75,激活属性：物理防御,物理防御,物理攻击,0,0,0,0,0,0,0,0,71,1
50306033,兽人·精锐,mercenary_3010,3,6,1,3,3,主属性为物理防御，副属性为物理攻击,108,150,激活属性：物理防御,物理防御,物理攻击,0,0,0,0,0,0,0,0,71,1
50306034,兽人·精锐,mercenary_3010,3,6,1,3,4,主属性为物理防御，副属性为物理攻击,108,300,激活属性：物理防御,物理防御,物理攻击,0,0,0,0,0,0,0,0,71,1
50306041,兽人·特种,mercenary_3010,3,6,1,4,1,主属性为活力等级，副属性为魔法防御,106,38,激活属性：生命总量,活力等级,魔法防御,0,0,0,0,0,0,0,0,72,1
