monsterid,name,level,camp,type,heroattackcycle,soldier,soldierattackcycle,cablerange,ragevalue,heromodel,soldiermodel,herobuff,awakenlevel,killanger,heromodelsize,soldiermodelsize,soldiersnumber,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10
1320101,近卫军,63,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320102,神射手,63,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320103,仲裁官,63,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,5449575,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320301,近卫军,63,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320302,大法师,63,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320303,元素之女,63,1,1,4010,52010103,4010,15000,800,4010,52010103,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
1320401,近卫军,63,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320402,神射手,63,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320403,大法师,63,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320501,神射手,63,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320502,大法师,63,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320503,灵翼刺客,63,4,1,1010,52010101,1010,15000,800,1010,52010101,0,0,200,130,60,70,11,20000,12,90,6,4440420,7,28581,8,6727,9,41255,10,15182,29,51431,30,2027,0,0
1320601,近卫军,63,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320602,圣堂武士,63,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320603,神射手,63,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320801,仲裁官,63,1,1,1002,52010101,1002,15000,800,1002,52010101,0,0,200,130,60,70,11,20000,12,90,6,5449575,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320802,元素之女,63,1,1,4010,52010103,4010,15000,800,4010,52010103,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
1320803,灵翼刺客,63,4,1,1010,52010101,1010,15000,800,1010,52010101,0,0,200,130,60,70,11,20000,12,90,6,4440420,7,28581,8,6727,9,41255,10,15182,29,51431,30,2027,0,0
1320901,圣堂武士,63,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1320902,神射手,63,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320903,大法师,63,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1320904,弩车,63,2,1,490001,52010102,91,25000,0,91,52010102,0,0,200,100,0,0,11,40000,12,60,6,4036700,7,28395,8,0,9,41122,10,0,29,51830,30,0,0,0
1321001,黑暗先知,63,1,1,1009,52010103,1009,15000,800,1009,52010103,0,0,200,130,60,70,11,20000,12,90,6,3834900,7,28395,8,4036,9,41455,10,9109,29,51830,30,1216,0,0
1321002,圣堂武士,63,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,4359660,7,28395,8,8073,9,41122,10,18218,29,51165,30,2433,0,0
1321003,神射手,63,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1321004,大法师,63,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,2876175,7,28767,8,4036,9,41388,10,9109,29,51697,30,1216,0,0
1330101,堡垒卫士,64,3,1,310111,52030202,3101,15000,0,3101,52030202,0,0,200,100,60,70,11,20000,12,90,6,5572260,7,35390,8,10319,9,51369,10,23235,29,66706,30,3111,0,0
1330102,狙击手,64,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330103,爆裂队长,64,3,1,1005,52010102,1005,15000,800,1005,52010102,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
1330301,堡垒卫士,64,3,1,310111,52030202,3101,15000,0,3101,52030202,0,0,200,100,60,70,11,20000,12,90,6,5572260,7,35390,8,10319,9,51369,10,23235,29,66706,30,3111,0,0
1330302,地神兵,64,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330303,灾祸使者,64,6,1,1007,52010103,1007,15000,800,1007,52010103,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
1330401,堡垒卫士,64,3,1,310111,52030202,3101,15000,0,3101,52030202,0,0,200,100,60,70,11,20000,12,90,6,5572260,7,35390,8,10319,9,51369,10,23235,29,66706,30,3111,0,0
1330402,狙击手,64,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330403,地神兵,64,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330501,精锐战熊,64,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,5572260,7,35390,8,10319,9,51369,10,23235,29,66706,30,3111,0,0
1330502,地神兵,64,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330503,雷霆之王,64,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
1330601,曼提柯尔,64,1,2,5003,52010102,5003,25000,800,5003,52010102,0,0,200,200,60,0,11,20000,12,90,6,18918200,7,36617,8,8599,9,52246,10,19362,29,68459,30,2592,0,0
1330602,精锐战熊,64,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,5572260,7,35390,8,10319,9,51369,10,23235,29,66706,30,3111,0,0
1330603,地神兵,64,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330801,雷霆之王,64,3,1,4002,52010101,4002,15000,800,4002,52010101,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
1330802,爆裂队长,64,3,1,1005,52010102,1005,15000,800,1005,52010102,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
1330803,地神兵,64,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330901,精锐战熊,64,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,5572260,7,35390,8,10319,9,51369,10,23235,29,66706,30,3111,0,0
1330902,狙击手,64,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330903,地神兵,64,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1330904,弩车,64,2,1,490001,52010102,91,25000,0,91,52010102,0,0,200,100,0,0,11,40000,12,60,6,5159500,7,35390,8,0,9,51369,10,0,29,67583,30,0,0,0
1331001,黑暗先知,64,1,1,1009,52010103,1009,15000,800,1009,52010103,0,0,200,130,60,70,11,20000,12,90,6,4901550,7,35390,8,5159,9,51808,10,11617,29,67583,30,1555,0,0
1331002,精锐战熊,64,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,5572260,7,35390,8,10319,9,51369,10,23235,29,66706,30,3111,0,0
1331003,狙击手,64,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1331004,地神兵,64,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,3676162,7,35881,8,5159,9,51720,10,11617,29,67407,30,1555,0,0
1340101,堡垒卫士,65,3,1,310111,52030202,3101,15000,0,3101,52030202,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1340102,狙击手,65,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340103,黑暗先知,65,1,1,1009,52010103,1009,15000,800,1009,52010103,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
1340301,堡垒卫士,65,3,1,310111,52030202,3101,15000,0,3101,52030202,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1340302,地神兵,65,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340303,仙林女神,65,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
1340401,堡垒卫士,65,3,1,310111,52030202,3101,15000,0,3101,52030202,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1340402,狙击手,65,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340403,地神兵,65,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340501,精锐战熊,65,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1340502,狙击手,65,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340503,北岭之弓,65,1,1,3012,52010102,3012,15000,800,3012,52010102,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
1340601,格里芬,65,1,2,5002,52010102,5002,25000,800,5002,52010102,0,0,200,200,60,0,11,20000,12,90,6,31646000,7,41043,8,14384,9,58506,10,16621,29,74683,30,4906,0,0
1340602,精锐战熊,65,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1340603,狙击手,65,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340801,北岭之弓,65,1,1,3012,52010102,3012,15000,800,3012,52010102,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
1340802,仙林女神,65,4,1,4008,52010103,4008,15000,800,4008,52010103,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
1340803,精锐战熊,65,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1340901,精锐战熊,65,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1340902,狙击手,65,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340903,地神兵,65,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1340904,弩车,65,2,1,490001,52010102,91,25000,0,91,52010102,0,0,200,100,0,0,11,40000,12,60,6,8630700,7,39772,8,0,9,57598,10,0,29,73775,30,0,0,0
1341001,圣光祭司,65,1,1,4003,52010101,4003,15000,400,4003,52010101,0,0,200,130,60,70,11,20000,12,90,6,8199200,7,39772,8,8630,9,58052,10,9972,29,73775,30,2943,0,0
1341002,精锐战熊,65,3,1,310310,52030203,3103,15000,0,3103,52030203,0,0,200,100,60,70,11,20000,12,90,6,9321180,7,39772,8,17261,9,57598,10,19945,29,72867,30,5887,0,0
1341003,狙击手,65,3,1,310211,52030201,3102,15000,0,3102,52030201,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1341004,地神兵,65,3,1,310411,52030204,3104,15000,0,3104,52030204,0,0,200,100,60,70,11,20000,12,90,6,6149400,7,40280,8,8630,9,57961,10,9972,29,73593,30,2943,0,0
1350101,骷髅勇士,66,2,1,210111,52020201,2101,15000,0,2101,52020201,0,0,200,100,60,70,11,20000,12,90,6,9349440,7,40031,8,17313,9,57966,10,20067,29,73159,30,5901,0,0
1350102,骸骨猎手,66,2,1,210211,52020202,2102,15000,0,2102,52020202,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350103,黑羽之箭,66,4,1,3002,52010102,3002,15000,800,3002,52010102,0,0,200,130,60,70,11,20000,12,90,6,8224050,7,40031,8,8656,9,58422,10,10033,29,74070,30,2950,0,0
1350301,骷髅勇士,66,2,1,210111,52020201,2101,15000,0,2101,52020201,0,0,200,100,60,70,11,20000,12,90,6,9349440,7,40031,8,17313,9,57966,10,20067,29,73159,30,5901,0,0
1350302,恶灵,66,2,1,210300,52020203,2103,15000,0,2103,52020203,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350303,女伯爵,66,6,1,4009,52010102,4009,15000,800,4009,52010102,0,0,200,130,60,70,11,20000,12,90,6,8224050,7,40031,8,8656,9,58422,10,10033,29,74070,30,2950,0,0
1350401,吸血男爵,66,2,1,210411,52020204,2104,15000,0,2104,52020204,0,0,200,100,60,70,11,20000,12,90,6,9349440,7,40031,8,17313,9,57966,10,20067,29,73159,30,5901,0,0
1350402,骸骨猎手,66,2,1,210211,52020202,2102,15000,0,2102,52020202,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350403,恶灵,66,2,1,210300,52020203,2103,15000,0,2103,52020203,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350501,恶灵,66,2,1,210300,52020203,2103,15000,0,2103,52020203,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350502,黑羽之箭,66,4,1,3002,52010102,3002,15000,800,3002,52010102,0,0,200,130,60,70,11,20000,12,90,6,8224050,7,40031,8,8656,9,58422,10,10033,29,74070,30,2950,0,0
1350503,女伯爵,66,6,1,4009,52010102,4009,15000,800,4009,52010102,0,0,200,130,60,70,11,20000,12,90,6,8224050,7,40031,8,8656,9,58422,10,10033,29,74070,30,2950,0,0
1350601,阿克曼尼,66,1,2,5001,52010102,5001,25000,800,5001,52010102,0,0,200,200,60,0,11,20000,12,90,6,31741800,7,41306,8,14428,9,58877,10,16722,29,74981,30,4918,0,0
1350602,吸血男爵,66,2,1,210411,52020204,2104,15000,0,2104,52020204,0,0,200,100,60,70,11,20000,12,90,6,9349440,7,40031,8,17313,9,57966,10,20067,29,73159,30,5901,0,0
1350603,骸骨猎手,66,2,1,210211,52020202,2102,15000,0,2102,52020202,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350801,破誓者,66,1,1,1004,52010103,1004,15000,800,1004,52010103,0,0,200,130,60,70,11,20000,12,90,6,8224050,7,40031,8,8656,9,58422,10,10033,29,74070,30,2950,0,0
1350802,吸血男爵,66,2,1,210411,52020204,2104,15000,0,2104,52020204,0,0,200,100,60,70,11,20000,12,90,6,9349440,7,40031,8,17313,9,57966,10,20067,29,73159,30,5901,0,0
1350803,骸骨猎手,66,2,1,210211,52020202,2102,15000,0,2102,52020202,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350901,吸血男爵,66,2,1,210411,52020204,2104,15000,0,2104,52020204,0,0,200,100,60,70,11,20000,12,90,6,9349440,7,40031,8,17313,9,57966,10,20067,29,73159,30,5901,0,0
1350902,骸骨猎手,66,2,1,210211,52020202,2102,15000,0,2102,52020202,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350903,恶灵,66,2,1,210300,52020203,2103,15000,0,2103,52020203,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1350904,弩车,66,2,1,490001,52010102,91,25000,0,91,52010102,0,0,200,100,0,0,11,40000,12,60,6,8656850,7,40031,8,0,9,57966,10,0,29,74070,30,0,0,0
1351001,破誓者,66,1,1,1004,52010103,1004,15000,800,1004,52010103,0,0,200,130,60,70,11,20000,12,90,6,8224050,7,40031,8,8656,9,58422,10,10033,29,74070,30,2950,0,0
1351002,吸血男爵,66,2,1,210411,52020204,2104,15000,0,2104,52020204,0,0,200,100,60,70,11,20000,12,90,6,9349440,7,40031,8,17313,9,57966,10,20067,29,73159,30,5901,0,0
1351003,骸骨猎手,66,2,1,210211,52020202,2102,15000,0,2102,52020202,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1351004,恶灵,66,2,1,210300,52020203,2103,15000,0,2103,52020203,0,0,200,100,60,70,11,20000,12,90,6,6168037,7,40541,8,8656,9,58331,10,10033,29,73888,30,2950,0,0
1360101,近卫军,67,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,9377760,7,40293,8,17366,9,58338,10,20189,29,73453,30,5916,0,0
1360102,神射手,67,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360103,灾祸使者,67,6,1,1007,52010103,1007,15000,800,1007,52010103,0,0,200,130,60,70,11,20000,12,90,6,8248950,7,40293,8,8683,9,58795,10,10094,29,74367,30,2958,0,0
1360301,神射手,67,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360302,大法师,67,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360303,灾祸使者,67,6,1,1007,52010103,1007,15000,800,1007,52010103,0,0,200,130,60,70,11,20000,12,90,6,8248950,7,40293,8,8683,9,58795,10,10094,29,74367,30,2958,0,0
1360401,近卫军,67,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,9377760,7,40293,8,17366,9,58338,10,20189,29,73453,30,5916,0,0
1360402,神射手,67,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360403,大法师,67,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360501,圣堂武士,67,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,9377760,7,40293,8,17366,9,58338,10,20189,29,73453,30,5916,0,0
1360502,大法师,67,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360503,熔岩斗士,67,1,1,2010,52010101,2010,15000,800,2010,52010101,0,0,200,130,60,70,11,20000,12,90,6,9551460,7,40549,8,14471,9,58521,10,16824,29,73819,30,4930,0,0
1360601,近卫军,67,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,9377760,7,40293,8,17366,9,58338,10,20189,29,73453,30,5916,0,0
1360602,圣堂武士,67,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,9377760,7,40293,8,17366,9,58338,10,20189,29,73453,30,5916,0,0
1360603,大法师,67,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360801,灾祸使者,67,6,1,1007,52010103,1007,15000,800,1007,52010103,0,0,200,130,60,70,11,20000,12,90,6,8248950,7,40293,8,8683,9,58795,10,10094,29,74367,30,2958,0,0
1360802,熔岩斗士,67,1,1,2010,52010101,2010,15000,800,2010,52010101,0,0,200,130,60,70,11,20000,12,90,6,9551460,7,40549,8,14471,9,58521,10,16824,29,73819,30,4930,0,0
1360803,火焰领主,67,1,1,3001,52010101,3001,15000,800,3001,52010101,0,0,200,130,60,70,11,20000,12,90,6,9551460,7,40549,8,14471,9,58521,10,16824,29,73819,30,4930,0,0
1360901,圣堂武士,67,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,9377760,7,40293,8,17366,9,58338,10,20189,29,73453,30,5916,0,0
1360902,神射手,67,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360903,大法师,67,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1360904,弩车,67,2,1,490001,52010102,91,25000,0,91,52010102,0,0,200,100,0,0,11,40000,12,60,6,8683100,7,40293,8,0,9,58338,10,0,29,74367,30,0,0,0
1361001,火焰领主,67,1,1,3001,52010101,3001,15000,800,3001,52010101,0,0,200,130,60,70,11,20000,12,90,6,9551460,7,40549,8,14471,9,58521,10,16824,29,73819,30,4930,0,0
1361002,圣堂武士,67,1,1,110411,52010204,1104,15000,0,1104,52010204,0,0,200,100,60,70,11,20000,12,90,6,9377760,7,40293,8,17366,9,58338,10,20189,29,73453,30,5916,0,0
1361003,神射手,67,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1361004,大法师,67,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,6186712,7,40804,8,8683,9,58703,10,10094,29,74184,30,2958,0,0
1370101,近卫军,68,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,12386040,7,49998,8,22937,9,72559,10,25287,29,95107,30,7862,0,0
1370102,神射手,68,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,8171362,7,50675,8,11468,9,73043,10,12643,29,96075,30,3931,0,0
1370103,刀魂,68,1,1,3005,52010101,3005,15000,800,3005,52010101,0,0,200,130,60,70,11,20000,12,90,6,12615420,7,50336,8,19114,9,72801,10,21072,29,95591,30,6551,0,0
1370301,近卫军,68,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,12386040,7,49998,8,22937,9,72559,10,25287,29,95107,30,7862,0,0
1370302,大法师,68,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,8171362,7,50675,8,11468,9,73043,10,12643,29,96075,30,3931,0,0
1370303,海洋之狼,68,1,1,1001,52010101,1001,15000,800,1001,52010101,0,0,200,130,60,70,11,20000,12,90,6,12615420,7,50336,8,19114,9,72801,10,21072,29,95591,30,6551,0,0
1370401,近卫军,68,1,1,110111,52010201,1101,15000,0,1101,52010201,0,0,200,100,60,70,11,20000,12,90,6,12386040,7,49998,8,22937,9,72559,10,25287,29,95107,30,7862,0,0
1370402,神射手,68,1,1,110211,52010202,1102,15000,0,1102,52010202,0,0,200,100,60,70,11,20000,12,90,6,8171362,7,50675,8,11468,9,73043,10,12643,29,96075,30,3931,0,0
1370403,大法师,68,1,1,110310,52010203,1103,15000,0,1103,52010203,0,0,200,100,60,70,11,20000,12,90,6,8171362,7,50675,8,11468,9,73043,10,12643,29,96075,30,3931,0,0
