storyid,heroid,heroname,say,next,skip,position,camp,storytype,passid,passpos,endani,jump,soundtime,sound,Line_speed,back_picture,pre_sound_sound,pre_sound_time,gameid,isdoani
2020120,1000,####,哈哈，[1]埃西尔[0]也相当厉害，以后大家一起齐心协力，[1]丧钟军团[0]就不足为惧。,-1,0,1,1,9,110203,10200,1,0,120,VO_Story/2020120,1,0,0,0,0,0
2020201,2004,妮妮,哇！看那边！是雪山！,2020202,0,2,1,10,0,0,0,0,120,VO_Story/C2_g2_2_1_nini,1,20020,0,0,0,0
2020202,1000,####,那边应该就是北岭，我们可以向[1]瓦特阿尔[0]的矮人寻求帮助。,2020203,0,1,1,10,0,0,0,0,120,VO_Story/C2_g2_2_2,1,20020,0,0,0,0
2020203,3004,埃西尔,北岭的火炉[1]瓦特阿尔[0]？我听说他们的国王并不好客。,2020204,0,2,1,10,0,0,0,0,120,VO_Story/C2_g2_2_3_aixier,1,20020,0,0,0,0
2020204,1000,####,虽然他们确实很少与人类来往，但我听说他们更加痛恨暗灵。,2020205,0,1,1,10,0,0,0,0,120,VO_Story/C2_g2_2_4,1,20020,0,0,0,0
2020205,3004,埃西尔,希望他们不会用火药来欢迎我们……,-1,0,2,1,10,0,0,0,0,120,VO_Story/C2_g2_2_5_aixier,1,20020,0,0,0,0
2020301,2004,妮妮,哇，好多的财宝！,2020302,0,1,1,10,0,0,0,0,120,VO_Story/2020301_nini,1,0,0,0,0,0
2020302,3004,埃西尔,闪闪发亮，好耀眼！,2020303,0,2,1,10,0,0,0,0,120,VO_Story/2020302_aixier,1,0,0,0,0,0
2020303,1000,####,这……应该是之前那群海盗留下的，看来他们还没来得及藏好。,2020304,0,1,1,10,0,0,0,0,120,VO_Story/2020303,1,0,0,0,0,0
2020304,3004,埃西尔,那我们还等什么，赶紧运回城去啊！,-1,0,2,1,10,0,0,0,0,120,VO_Story/2020304_aixier,1,0,0,0,0,0
2030101,4003,露娜,可怜可悲的人类啊，你们不该来到这里。,2030102,0,2,2,10,0,0,0,0,120,VO_Story/2030101_luna,1,20020,0,0,0,0
2030102,1000,####,我们只是来寻找[1]泰拉神器[0]的下落，您可以让我们通过吗？,2030103,0,1,1,10,0,0,0,0,120,VO_Story/2030102,1,20020,0,0,0,0
2030103,4003,露娜,泰拉尔大陆的未来，覆盖在层层迷雾之中……,-1,0,2,2,10,0,0,0,0,120,VO_Story/2030103_luna,1,20020,0,0,0,0
2030201,4003,露娜,可怜可悲的人类啊，你们不该来到这里。,2030202,0,2,2,9,110204,100,0,0,120,VO_Story/2030102,1,0,0,0,0,0
2030202,4003,露娜,泰拉尔大陆的未来，覆盖在层层迷雾之中……,-1,0,2,2,9,110204,100,0,0,120,VO_Story/2030103_luna,1,0,0,0,0,0
2040101,1011,尼尔,没想到这儿居然会有月鹿，把你卖给贾巴老板，我一定可以大赚一笔。,2040102,0,2,2,9,110205,100,0,0,120,VO_Story/2040101_nier,1,0,0,0,0,0
2040102,4008,艾薇,神啊，难道这就是我的命运吗？,2040103,0,2,2,9,110205,100,0,0,120,VO_Story/2040102_aiwei,1,0,0,0,0,0
2040103,3004,埃西尔,领主大人，那群盗贼抓住了一只月鹿。,2040104,0,1,1,9,110205,100,0,0,120,VO_Story/2040103_aixier,1,0,0,0,0,0
2040104,4010,魔丽莎,月鹿是具有神性的种族，不能让他们肆意妄为。,-1,0,1,1,9,110205,100,0,0,120,VO_Story/2040104_molisha,1,0,0,0,0,0
2040110,1011,尼尔,哼，多管闲事的家伙，我一定不会放过你们的。,2040111,0,2,2,9,110205,10200,0,0,120,VO_Story/2040110_nier,1,0,0,0,0,0
2040111,4008,艾薇,谢谢你们，勇敢的冒险者。,2040112,0,2,1,9,110205,10200,1,0,120,VO_Story/2040111_aiwei,1,0,0,0,0,0
2040112,1000,####,好奇妙的感觉，身体像变轻了一样，疲劳感似乎也不见了。,2040113,0,1,1,9,110205,10200,1,0,120,VO_Story/2040112,1,0,0,0,0,0
2040113,4008,艾薇,我给各位施加了活力术，就当是我的一点回报吧，希望各位旅途平安。,2040114,0,2,1,9,110205,10200,1,0,120,VO_Story/2040113_aiwei,1,0,0,0,0,0
2040114,4008,艾薇,现在我得去山顶寻找族人了，后会有期。,2040115,0,2,1,9,110205,10200,1,0,120,VO_Story/2040114_aiwei,1,0,0,0,0,0
2040115,1000,####,后会有期……,2040116,0,1,1,9,110205,10200,1,0,120,VO_Story/2040115,1,0,0,0,0,0
2040116,3004,埃西尔,喂喂，你走运了，领主大人。月鹿一般可不会和人类亲近。,2040117,0,2,1,9,110205,10200,1,0,120,VO_Story/2040116_aixier,1,0,0,0,0,0
2040117,1000,####,是吗？我刚才还在想她会加入我们呢……,-1,0,1,1,9,110205,10200,1,0,120,VO_Story/2040117,1,0,0,0,0,0
2050101,3004,埃西尔,又是一座遗迹，[1]妮妮[0]还想搜索吗？,2050102,2050104,1,1,10,0,0,0,0,120,VO_Story/2050101_aixier,1,20020,0,0,0,0
2050102,2004,妮妮,这都要看领主大人啦~,2050103,2050104,2,1,10,0,0,0,0,120,VO_Story/2050102_nini,1,20020,0,0,0,0
2050103,1000,####,相信这次也能获得不少好东西。,2050104,2050104,1,1,10,0,0,0,0,120,VO_Story/2050103,1,20020,0,0,0,0
2050104,0,0,0,-1,0,1,1,11,0,0,0,0,120,0,1,0,0,0,1002,0
2060101,3007,丧钟士兵,索灵大人很生气，这都是你们的错！,2060102,0,2,2,9,110208,100,0,0,120,VO_Story/2060101_wangling,1,0,0,0,0,0
2060102,1000,####,敌人数量众多，骑士在前排顶住，法师找机会收割他们！,2060103,0,1,1,9,110208,100,0,0,120,VO_Story/2060102,1,0,0,0,0,0
2060103,1002,艾伦,明白！,-1,0,2,1,9,110208,100,0,0,120,VO_Story/2060103_ailun,1,0,0,0,0,0
2060106,1002,艾伦,敌人就算再多，也别想突破我的护盾。,2060107,0,1,1,9,110208,10200,1,0,120,VO_Story/2060106_ailun,1,0,0,0,0,0
2060107,4010,魔丽莎,希望他们以后能学乖点吧。,-1,0,2,1,9,110208,10200,1,0,120,VO_Story/2060107_molisha,1,0,0,0,0,0
2070101,2004,妮妮,领主大人，前面有一群矮人。,2070102,0,1,1,10,0,0,0,0,120,VO_Story/2070101_nini,1,20020,0,0,0,0
2070102,1002,艾伦,我们可以向他询问去[1]赫利海姆[0]的路。,2070103,0,2,1,10,0,0,0,0,120,VO_Story/2070102_ailun,1,20020,0,0,0,0
2070103,1005,矮人矿工,什么人，你们和暗灵是一伙的吗？,2070104,0,2,2,10,0,0,0,0,120,VO_Story/2070103_airen,1,20020,0,0,0,0
2070104,1000,####,别紧张，我们是来消灭暗灵的。,2070105,0,1,2,10,0,0,0,0,120,VO_Story/2070104,1,20020,0,0,0,0
2070105,1005,矮人矿工,你有什么证据，我可不会像[1]艾薇[0]一样相信人类。,2070106,0,2,2,10,0,0,0,0,120,VO_Story/2070105_airen,1,20020,0,0,0,0
2070106,1000,####,噢，我也是[1]艾微[0]的朋友，你看，这是她给我的魔法印记。,2070107,0,1,2,10,0,0,0,0,120,VO_Story/2070106,1,20020,0,0,0,0
2070107,1005,矮人矿工,原来如此，[1]艾薇[0]的朋友就是我的朋友，有什么可以帮到你的吗？,2070108,0,2,2,10,0,0,0,0,120,VO_Story/2070107_airen,1,20020,0,0,0,0
2070108,1000,####,能带我们去[1]瓦特阿尔[0]吗？长途跋涉，我们需要补给。,2070109,0,1,2,10,0,0,0,0,120,VO_Story/2070108,1,20020,0,0,0,0
2070109,1005,矮人矿工,这就不好办了，有个死亡骑士堵在了去[1]瓦特阿尔[0]必经的道路上。,2070110,0,2,2,10,0,0,0,0,120,VO_Story/2070109_airen,1,20020,0,0,0,0
2070110,1005,矮人矿工,除非你能打败他，否则，我们连家都不敢回去了。,2070111,0,2,2,10,0,0,0,0,120,VO_Story/2070110_airen,1,20020,0,0,0,0
2070111,1005,矮人矿工,对了，我这儿有些补给，你可以先拿去。,-1,0,2,2,10,0,0,0,0,120,VO_Story/2070111_airen,1,20020,0,0,0,0
2080101,2001,暮光骑士,除了死亡，你们别无选择……,2080102,0,2,2,9,110210,100,0,0,120,VO_Story/2080101_suoling,1,0,0,0,0,0
2080102,1000,####,你是……[1]加莱[0]？！[1]加莱[0]，为什么你会在这里？！,2080103,0,1,1,9,110210,100,0,0,120,VO_Story/2080102,1,0,0,0,0,0
2080103,2004,妮妮,呜……领主大人，这个死亡骑士看起来好可怕。,2080104,0,2,1,9,110210,100,0,0,120,VO_Story/2080103_nini,1,0,0,0,0,0
2080104,1000,####,[1]加莱[0]，我以为我再也见不到你了……,2080105,0,1,1,9,110210,100,0,0,120,VO_Story/2080104,1,0,0,0,0,0
2080105,2001,暮光骑士,毁灭，就是你们唯一的结局！,2080106,0,2,2,9,110210,100,0,0,120,VO_Story/2080105_suoling,1,0,0,0,0,0
2080106,1000,####,[1]加莱[0]！！！！,-1,0,1,1,9,110210,100,0,0,120,VO_Story/2080106,1,0,0,0,0,0
2080201,1000,####,我从没想过[1]加莱[0]会变成这样……如果没有[1]加莱[0]，就没有现在的我。,2080202,0,1,1,9,110210,10200,1,0,120,VO_Story/2080201,1,0,0,0,0,0
2080202,1000,####,[1]加莱[0]对我的好，用我徒步从[1]希伦[0]走到[1]狮鹫帝国[0]的时间都说不完。,2080203,0,1,1,9,110210,10200,1,0,120,VO_Story/2080202,1,0,0,0,0,0
2080203,3004,埃西尔,领主大人，不要太伤心了，这都是泰拉尔的邪恶势力在作祟。,2080204,0,2,1,9,110210,10200,1,0,120,VO_Story/2080203_aixier,1,0,0,0,0,0
2080204,3004,埃西尔,只要消灭了邪恶，你的哥哥也会有办法变回原来的样子的。,2080205,0,2,1,9,110210,10200,1,0,120,VO_Story/2080204_aixier,1,0,0,0,0,0
2080205,1000,####,嗯，我一定要消灭这些邪恶力量，让[1]希伦[0]重见光明，让我的哥哥回到身边！,2080206,0,1,1,9,110210,10200,1,0,120,VO_Story/2080205,1,0,0,0,0,0
2080206,1000,####,谢谢你，[1]埃西尔[0]。,2080207,0,1,1,9,110210,10200,1,0,120,VO_Story/2080206,1,0,0,0,0,0
2080207,2004,妮妮,领主大人，你不仅有[1]加莱[0]，你还有我们。,-1,0,2,1,9,110210,10200,1,0,120,VO_Story/2080207_nini,1,0,0,0,0,0
1495,1000,####,敌人一时半会应该是追不上来了。,1496,0,1,1,10,0,0,0,0,120,VO_Story/2080301,1,0,0,0,0,0
1496,1005,矮人矿工,谢谢你刚才帮了我，朋友。如果你要找[1]瓦特阿尔[0]，我可以为你带路。,1497,0,2,1,10,0,0,0,0,120,VO_Story/2080302_airen,1,0,0,0,0,0
1497,1000,####,太感谢了，那我们这就出发吧。,-1,0,1,1,10,0,0,0,0,120,VO_Story/2080303,1,0,0,0,0,0
3010001,3004,埃西尔,终于到达[1]瓦特阿尔[0]了，这里好热！,3010002,0,2,1,10,0,0,0,0,120,VO_Story/3010001_aixier,1,20025,0,0,0,0
3010002,4010,魔丽莎,马上就能到[1]赫利海姆[0]了，不知道这次又会有怎样的冒险？,3010003,0,1,1,10,0,0,0,0,120,VO_Story/3010002_molisha,1,20025,0,0,0,0
3010003,1000,####,我心里有种不祥的预感，大家仍要保持警惕。,-1,0,2,1,10,0,0,0,0,120,VO_Story/3010003,1,20025,0,0,0,0
3010101,1005,矮人战士,什么人？！为什么来到矮人的国度？,3010102,0,2,2,9,110301,100,0,0,120,VO_Story/3010101_airenzhanshi,1,0,0,0,0,0
3010102,1000,####,我们是来自[1]希伦[0]的冒险者，想从这里到[1]赫利海姆[0]。,3010103,0,1,1,9,110301,100,0,0,120,VO_Story/3010102,1,0,0,0,0,0
3010103,1005,矮人战士,[1]希伦[0]？据我所知从[1]希伦[0]到这里有上百里路程，中间还隔着北岭，你们在说谎！,-1,0,2,2,9,110301,100,0,0,120,VO_Story/3010103_airenzhanshi,1,0,0,0,0,0
3010201,2004,妮妮,呼……真可怕，他们怎么就不听我们解释呢?,3010202,0,2,1,9,110301,10200,1,0,120,VO_Story/3010201_nini,1,0,0,0,0,0
3010202,1000,####,他们很警惕，但除此以外，我还觉得有些奇怪……,-1,0,1,1,9,110301,10200,1,0,120,VO_Story/3010202,1,0,0,0,0,0
3020101,3004,埃西尔,又是先行者的遗迹。,3020102,3020103,2,1,10,0,0,0,0,120,VO_Story/3020101_aixier,1,20025,0,0,0,0
3020102,3004,埃西尔,这次应该会找到不少好东西。,3020103,3020103,2,1,10,0,0,0,0,120,VO_Story/3020102_aixier,1,20025,0,0,0,0
3020103,0,0,0,-1,0,1,1,11,0,0,0,0,120,0,1,0,0,0,1003,0
3030101,1005,矮人战士,又是入侵者？,3030102,0,2,2,9,110303,100,0,0,120,VO_Story/3030101_airenzhanshi,1,0,0,0,0,0
3030102,1005,矮人战士,嘿嘿嘿我要把你们献给魅魔女王，这样我就能得到她更多奖赏。,3030103,0,2,2,9,110303,100,0,0,120,VO_Story/3030102_airenzhanshi,1,0,0,0,0,0
3030103,1000,####,魅魔女王？为什么要把我们献给她？,-1,0,1,1,9,110303,100,0,0,120,VO_Story/3030103,1,0,0,0,0,0
3030201,2004,妮妮,领主大人，魅魔是什么？,3030202,0,2,1,9,110303,10200,1,0,120,VO_Story/3030201_nini,1,0,0,0,0,0
3030202,1000,####,是一种善于迷惑人心的恶魔。,3030203,0,1,1,9,110303,10200,1,0,120,VO_Story/3030202,1,0,0,0,0,0
3030203,4010,魔丽莎,魅魔都是坏女人哦，呵呵~,3030204,0,1,1,9,110303,10200,1,0,120,VO_Story/3030203_molisha,1,0,0,0,0,0
3030204,2004,妮妮,坏……坏女人？[1]妮妮[0]有点想知道，会不会很漂亮啊……,-1,0,2,1,9,110303,10200,1,0,120,VO_Story/3030204_nini,1,0,0,0,0,0
3040101,4010,魔丽莎,[1]妮妮[0]，前面就是一只小恶魔~,3040102,0,1,1,10,0,0,0,0,120,VO_Story/3040101_molisha,1,20025,0,0,0,0
3040102,2004,妮妮,这个恶魔……长得也太难看了吧……,3040103,0,2,1,10,0,0,0,0,120,VO_Story/3040102_nini,1,20025,0,0,0,0
3040103,1007,小恶魔,为什么要伤害我？多比也不想长这个样子的！呜呜呜……,3040104,0,1,2,10,0,0,0,0,120,VO_Story/3040103_xiaoemo,1,20025,0,0,0,0
3040104,2004,妮妮,他跑掉了……我说的话是不是太伤人了？,3040105,0,2,1,10,0,0,0,0,120,VO_Story/3040104_nini,1,20025,0,0,0,0
3040105,1000,####,是有点伤人，但我觉得你说的没错……,-1,0,1,1,10,0,0,0,0,120,VO_Story/3040105,1,20025,0,0,0,0
3050101,1005,矮人战士,魅魔大人的身体散发着世上最美妙的香气。,3050102,0,2,2,9,110305,100,0,0,120,VO_Story/3050101_airenzhanshi,1,0,0,0,0,0
3050102,1005,矮人战士,索瑞森愿意为魅魔女王付出一切！,3050103,0,2,2,9,110305,100,0,0,120,VO_Story/3050102_airenzhanshi,1,0,0,0,0,0
3050103,4010,魔丽莎,哎，又一个被魅魔迷惑的矮人。,-1,0,1,1,9,110305,100,0,0,120,VO_Story/3050103_molisha,1,0,0,0,0,0
3060101,1005,矮人战士,快跑啊，它……它有九张嘴，我们都会被吃光的！,3060102,0,2,2,9,110306,100,0,0,120,VO_Story/3060101_airen,1,0,0,0,0,0
3060102,5006,海德拉,（来自九个脑袋的恐怖咆哮！）,3060103,0,2,2,9,110306,100,0,0,120,Hero/5006_pose,1,0,0,0,0,0
3060103,4010,魔丽莎,天哪，这群笨蛋怎么把深渊[1]九头蛇[0]给引到这里来了。,3060104,0,1,1,9,110306,100,0,0,120,VO_Story/3060103_molisha,1,0,0,0,0,0
3060104,1000,####,洞穴会被弄塌的，必须在这里除掉它！,-1,0,1,1,9,110306,100,0,0,120,VO_Story/3060104,1,0,0,0,0,0
3060201,1000,####,这就是[1]加莱[0]以前经常跟我提到的[1]九头蛇[0]么？,3060202,0,1,1,9,110306,10200,1,0,120,VO_Story/3060201,1,0,0,0,0,0
3060202,1000,####,要是能把这样的[1]巨兽[0]驯化，那该会是多么强大的战力啊。,-1,0,1,1,9,110306,10200,1,0,120,VO_Story/3060202,1,0,0,0,0,0
3080101,1005,矮人战士,矮人要什么？是荣誉，还是勇气？,3080102,0,2,2,9,110308,100,0,0,120,VO_Story/3080101_airenzhanshi,1,0,0,0,0,0
3080102,1005,矮人战士,不，我们要的是魅魔！,3080103,0,2,2,9,110308,100,0,0,120,VO_Story/3080102_airenzhanshi,1,0,0,0,0,0
3080103,1005,矮人战士,只有魅魔女王才能带我走向光明！嘿嘿嘿……,3080104,0,2,2,9,110308,100,0,0,120,VO_Story/3080103_airenzhanshi,1,0,0,0,0,0
3080104,1000,####,这里的矮人好像都被魅魔给控制了。,-1,0,1,1,9,110308,100,0,0,120,VO_Story/3080104,1,0,0,0,0,0
3090101,3003,修美尔,哼，主人要我来迷惑这些脏兮兮的矮人，真是烦死了。,3090102,0,2,2,10,0,0,0,0,120,VO_Story/3090101_xiumeier,1,20025,0,0,0,0
3090102,3003,修美尔,如果有年轻貌美的勇者就好了，哟，前方的冒险者，你们好呀~,3090103,0,2,2,10,0,0,0,0,120,VO_Story/3090102_xiumeier,1,20025,0,0,0,0
3090103,2004,妮妮,这就是魅魔吗，真的好漂亮啊……,3090104,0,1,1,10,0,0,0,0,120,VO_Story/3090103_nini,1,20025,0,0,0,0
3090104,1000,####,魅魔，是你让矮人们都变成这样的吗？,3090105,0,1,1,10,0,0,0,0,120,VO_Story/3090104,1,20025,0,0,0,0
3090105,3003,修美尔,当然，这都是我的杰作。可爱的冒险者啊，你们要不要也尝尝其中的滋味？,3090106,0,2,2,10,0,0,0,0,120,VO_Story/3090105_xiumeier,1,20025,0,0,0,0
3090106,3003,修美尔,很美妙的哦~啊，这位可爱的小狐狸，看起来你很想试试?,3090107,0,2,2,10,0,0,0,0,120,VO_Story/3090106_xiumeier,1,20025,0,0,0,0
3090107,2004,妮妮,胡说！[1]妮妮[0]并没有！,3090108,0,1,1,10,0,0,0,0,120,VO_Story/3090107_nini,1,20025,0,0,0,0
3090108,1000,####,[1]瓦特阿尔[0]的矮人变成这样，只是因为魅魔的原因吗……,-1,0,1,1,10,0,0,0,0,120,VO_Story/3090108,1,20025,0,0,0,0
3090201,3003,修美尔,你们还真是不解风情，对我这样美丽的女子也要刀兵相向么？,3090202,0,2,2,9,110309,100,0,0,120,VO_Story/3090201_xiumeier,1,0,0,0,0,0
3090202,1002,艾伦,哎，怎么会呢，我永远喜欢……等等，为什么我会说这种话。,3090203,0,1,1,9,110309,100,0,0,120,VO_Story/3090202_ailun,1,0,0,0,0,0
3090203,4010,魔丽莎,看来她的媚惑术还真强啊，连[1]艾伦[0]这样的类型都抵抗不了。,3090204,0,2,1,9,110309,100,0,0,120,VO_Story/3090203_molisha,1,0,0,0,0,0
3090204,1002,艾伦,我这种类型是什么意思。,3090205,0,1,1,9,110309,100,0,0,120,VO_Story/3090204_ailun,1,0,0,0,0,0
3090205,4010,魔丽莎,没什么，自己去慢慢体会吧。,-1,0,2,1,9,110309,100,0,0,120,VO_Story/3090205_molisha,1,0,0,0,0,0
3090301,3003,修美尔,可恶的人类，竟敢破坏我的计划。,3090302,0,2,2,9,110309,10200,1,0,120,VO_Story/3090301_xiumeier,1,0,0,0,0,0
3090302,1000,####,你想怎样。,3090303,0,1,1,9,110309,10200,1,0,120,VO_Story/3090302,1,0,0,0,0,0
3090303,3003,修美尔,我想……您能收留我吗，既然事情已经办砸了，我也没法回去向[1]贝利亚[0]大人复命了。,3090304,0,2,2,9,110309,10200,1,0,120,VO_Story/3090303_xiumeier,1,0,0,0,0,0
3090304,1000,####,开什么玩笑。,3090305,0,1,1,9,110309,10200,1,0,120,VO_Story/3090304,1,0,0,0,0,0
3090305,3003,修美尔,我是认真的，你好好考虑一下吧，我的佣金很公道哟。,-1,0,2,2,9,110309,10200,1,0,120,VO_Story/3090305_xiumeier,1,0,0,0,0,0
3100101,4002,莫瑞亚,矮人要力量，要美酒，但也要美女！,3100102,0,2,2,9,110310,100,0,0,120,VO_Story/3100101_moruiya,1,0,0,0,0,0
3100102,1000,####,国王已经彻底被迷惑了。,3100103,0,1,1,9,110310,100,0,0,120,VO_Story/3100102,1,0,0,0,0,0
3100103,2004,妮妮,我们会让他清醒过来的！,-1,0,2,2,9,110310,100,0,0,120,VO_Story/3100103_nini,1,0,0,0,0,0
3100201,4002,莫瑞亚,呲……我刚刚是怎么了？,3100202,0,2,2,9,110310,10200,1,0,120,VO_Story/3100201_moruiya,1,0,0,0,0,0
3100202,4002,莫瑞亚,你拯救了我的王国，说吧，有什么我能帮到你的。,3100203,0,2,2,9,110310,10200,1,0,120,VO_Story/3100202_moruiya,1,0,0,0,0,0
3100203,1000,####,我们要去[1]赫利海姆[0]，希望您能将传送[1]符文[0]借给我们。,3100204,0,1,1,9,110310,10200,1,0,120,VO_Story/3100203,1,0,0,0,0,0
3100204,4002,莫瑞亚,那个东西啊……很久之前我就没见过了。,3100205,0,2,2,9,110310,10200,1,0,120,VO_Story/3100204_moruiya,1,0,0,0,0,0
3100205,4002,莫瑞亚,不过你要是想去[1]赫利海姆[0]的话，我可以给你指一条近道。,-1,0,2,2,9,110310,10200,1,0,120,VO_Story/3100205_moruiya,1,0,0,0,0,0
3100301,3010,贝利亚,没想到会有人类来搅局。,3100302,0,1,2,10,0,0,0,0,120,VO_Story/3100301_beiliya,1,20025,0,0,0,0
3100302,1004,雷米尔,你的魅魔[1]修美尔[0]失败了，接下来你打算这么办。,3100303,0,2,2,10,0,0,0,0,120,VO_Story/3100302_leimier,1,20025,0,0,0,0
3100303,3010,贝利亚,我已经拿到深渊的传送[1]符文[0]，这就够了。,3100304,0,1,2,10,0,0,0,0,120,VO_Story/3100303_beiliya,1,20025,0,0,0,0
3100304,3010,贝利亚,接下来只要打破北地的封印，我的大军就能长驱直入。,3100305,0,1,2,10,0,0,0,0,120,VO_Story/3100304_beiliya,1,20025,0,0,0,0
3100305,1004,雷米尔,期待你的表现，到时候我会让炼狱山那边支援你。,3100306,0,2,2,10,0,0,0,0,120,VO_Story/3100305_leimier,1,20025,0,0,0,0
3100306,1004,雷米尔,现在，我要去北岭给那群人类一点小小的教训才行。,3100307,0,2,2,10,0,0,0,0,120,VO_Story/3100306_leimier,1,20025,0,0,0,0
3100307,3010,贝利亚,不要在这个位面停留太久，我们要保存力量到最后一刻。,3100308,0,1,2,10,0,0,0,0,120,VO_Story/3100307_beiliya,1,20025,0,0,0,0
3100308,1004,雷米尔,不用你说我也知道。,-1,0,2,2,10,0,0,0,0,120,VO_Story/3100308_leimier,1,20025,0,0,0,0
4010001,4002,莫瑞亚,穿过这片山谷，就能达到[1]赫利海姆[0]。,4010002,0,2,2,10,0,0,0,0,120,VO_Story/4010001_moruiya,1,20018,0,0,0,0
4010002,1000,####,啊嚏……这儿可真冷。,4010003,0,1,1,10,0,0,0,0,120,VO_Story/4010002,1,20018,0,0,0,0
4010003,4002,莫瑞亚,吨吨吨……哈啊……要来点我独家精酿的黑麦啤酒吗？,4010004,0,2,2,10,0,0,0,0,120,VO_Story/4010003_moruiya,1,20018,0,0,0,0
4010004,4002,莫瑞亚,我加了硫磺和胡椒，可得劲儿了！,4010005,0,2,2,10,0,0,0,0,120,VO_Story/4010004_moruiya,1,20018,0,0,0,0
4010005,1000,####,"硫磺和胡椒……？不了,谢谢。",-1,0,1,1,10,0,0,0,0,120,VO_Story/4010005,1,20018,0,0,0,0
4010101,3004,埃西尔,是唤魂妖姬，她怎么会出现在这里？,4010102,0,1,1,9,110401,100,0,0,120,VO_Story/4010101_aixier,1,0,0,0,0,0
4010102,3004,埃西尔,一般唤魂妖姬都住在镜林。,4010103,0,1,1,9,110401,100,0,0,120,VO_Story/4010102_aixier,1,0,0,0,0,0
4010103,1008,莉莉丝,废话少说，[1]贝利亚[0]大人派我来解决掉你们，胆敢窥伺神器之人，品尝恶魔的愤怒吧。,-1,0,2,2,9,110401,100,0,0,120,VO_Story/4010103_lilisi,1,0,0,0,0,0
4030101,3006,格里塔,想要从这里通过，得付出足够的代价。,4030102,0,2,2,9,110403,100,0,0,120,VO_Story/4030101_shourenyongbing,1,0,0,0,0,0
4030102,3006,格里塔,那就是，你们的性命！,4030103,0,2,2,9,110403,100,0,0,120,VO_Story/4030102_shourenyongbing,1,0,0,0,0,0
4030103,1000,####,贪财的我见得多了，怎么这里的兽人更想要害命?,-1,0,1,1,9,110403,100,0,0,120,VO_Story/4030103,1,0,0,0,0,0
4040101,3004,埃西尔,他们和刚刚那群人是一伙的！,4040102,0,1,1,9,110404,100,0,0,120,VO_Story/4040101_aixier,1,0,0,0,0,0
4040102,3004,埃西尔,领主大人，准备战斗吧！,-1,0,1,1,9,110404,100,0,0,120,VO_Story/4040102_aixier,1,0,0,0,0,0
4050101,4005,萨尔法,为什么[1]艾薇[0]不喜欢和我待在一起呢……？,4050102,0,2,2,9,110405,100,0,0,120,VO_Story/4050101_shourenyongbing,1,0,0,0,0,0
4050102,4005,萨尔法,你们是谁？！,-1,0,2,2,9,110405,100,0,0,120,VO_Story/4050102_shourenyongbing,1,0,0,0,0,0
4060101,2004,妮妮,领主大人，是[1]狮鹫兽[0]！,4060102,0,1,1,10,110406,0,0,0,120,VO_Story/4060101_nini,1,20018,0,0,0,0
4060102,2004,妮妮,它占据了好多财宝！,4060103,0,1,1,10,110406,0,0,0,120,VO_Story/4060102_nini,1,20018,0,0,0,0
4060103,1000,####,这里的[1]狮鹫兽[0]就像龙一样，喜欢收集[1]地下城[0]里的各种宝藏。,4060104,0,2,1,10,110406,0,0,0,120,VO_Story/4060103,1,20018,0,0,0,0
4060104,4010,魔丽莎,不过，这些财宝很快就是我们的了~,-1,0,1,1,10,110406,0,0,0,120,VO_Story/4060104_molisha,1,20018,0,0,0,0
4080101,1000,####,可恶的恶魔，你们是无法阻挡我前进的。,4080102,0,1,1,9,110408,100,0,0,120,VO_Story/4080101,1,0,0,0,0,0
4080102,1008,莉莉丝,前面那些不过是些余兴节目罢了，现在，我要亲自解决你。,-1,0,2,2,9,110408,100,0,0,120,VO_Story/4080102_lilisi,1,0,0,0,0,0
4080201,1008,莉莉丝,主人，不要丢下我……,4080202,0,2,2,9,110408,10200,1,0,120,VO_Story/4080201_lilisi,1,0,0,0,0,0
4080202,1008,莉莉丝,是吗，原来我也只是一枚弃子而已么？,4080203,0,2,2,9,110408,10200,1,0,120,VO_Story/4080202_lilisi,1,0,0,0,0,0
4080203,1000,####,真是一场苦战，大家都没事吧？,4080204,0,1,1,9,110408,10200,1,0,120,VO_Story/4080203,1,0,0,0,0,0
4080204,1002,艾伦,盔甲有些破损，不碍事。,4080205,0,2,1,9,110408,10200,1,0,120,VO_Story/4080204_ailun,1,0,0,0,0,0
4080205,1000,####,为了安全起见，我们还是回城休整休整。,-1,0,1,1,9,110408,10200,1,0,120,VO_Story/4080205,1,0,0,0,0,0
4090101,4011,拉斐尔,为什么要打扰我的集会，凡人，难道你一定要这么急着送死么？,4090102,0,2,2,9,110409,100,0,0,120,VO_Story/4090101_lafeier,1,0,0,0,0,0
4090102,1000,####,好强烈压迫感，大家小心，这场战斗我们必须全力以赴！,-1,0,1,1,9,110409,100,0,0,120,VO_Story/4090102,1,0,0,0,0,0
4090201,4011,拉斐尔,这次放过你，下次我就不会这么仁慈了。,-1,0,2,2,9,110409,10201,1,0,120,VO_Story/4090201_lafeier,1,0,0,0,0,0
4090301,4011,拉斐尔,你会后悔的，凡人！,-1,0,2,2,9,110409,10200,1,0,120,VO_Story/4090301_lafeier,1,0,0,0,0,0
4100101,3006,格里塔,只要干掉你们，[1]雷米尔[0]大人便会给予兽人最强大的力量！,4100102,0,2,2,9,110410,100,0,0,120,VO_Story/4100101_shourenyongbing,1,0,0,0,0,0
