drop_id,drop_group,item_id,role_name,drop_name,drop_cards_num,chance,alert
469,2005,12400301,圣光祭司魂石,红色卡组碎片,1,1,0
470,2005,12400701,猎魔人魂石,红色卡组碎片,1,1,0
471,2005,12401101,水天使魂石,红色卡组碎片,1,1,0
472,2006,12100101,海军总帅魂石,橙色卡组碎片,1,0,0
473,2006,12100201,仲裁官魂石,橙色卡组碎片,1,1,0
474,2006,12100501,爆裂队长魂石,橙色卡组碎片,1,0,0
475,2006,12100601,收割者魂石,橙色卡组碎片,1,0,0
476,2006,12100801,唤魂妖姬魂石,橙色卡组碎片,1,1,0
477,2006,12101101,影之牙魂石,橙色卡组碎片,1,1,0
478,2006,12200101,暮光骑士魂石,橙色卡组碎片,1,1,0
479,2006,12200301,通灵师魂石,橙色卡组碎片,1,0,0
480,2006,12200501,部族勇士魂石,橙色卡组碎片,1,1,0
481,2006,12200701,力天使魂石,橙色卡组碎片,1,0,0
482,2006,12200801,风暴之眼魂石,橙色卡组碎片,1,0,0
483,2006,12200901,影术士魂石,橙色卡组碎片,1,0,0
484,2006,12300101,火焰领主魂石,橙色卡组碎片,1,1,0
485,2006,12300201,黑羽游侠魂石,橙色卡组碎片,1,1,0
486,2006,12300301,魅魔女王魂石,橙色卡组碎片,1,1,0
487,2006,12300501,刀魂魂石,橙色卡组碎片,1,1,0
488,2006,12300701,灵界大帝魂石,橙色卡组碎片,1,1,0
489,2006,12300901,夺灵者魂石,橙色卡组碎片,1,1,0
490,2006,12301101,烈火精灵魂石,橙色卡组碎片,1,1,0
491,2006,12400201,雷霆之王魂石,橙色卡组碎片,1,1,0
492,2006,12400401,巫毒之手魂石,橙色卡组碎片,1,1,0
493,2006,12400501,兽群领主魂石,橙色卡组碎片,1,0,0
494,2006,12400601,混沌法师魂石,橙色卡组碎片,1,0,0
495,2006,12401001,元素魔女魂石,橙色卡组碎片,1,1,0
496,2007,12100701,灾祸使者魂石,紫色卡组碎片,1,1,0
497,2007,12101001,灵翼刺客魂石,紫色卡组碎片,1,1,0
498,2007,12201001,熔岩斗士魂石,紫色卡组碎片,1,1,0
499,2007,12300601,部族贤者魂石,紫色卡组碎片,1,1,0
500,2007,12300801,觅血恶魔魂石,紫色卡组碎片,1,1,0
501,2007,12400101,幻影猎人魂石,紫色卡组碎片,1,1,0
502,2007,12400801,仙林女神魂石,紫色卡组碎片,1,1,0
503,2007,12400901,女伯爵魂石,紫色卡组碎片,1,1,0
504,2007,12301201,冰霜射手魂石,紫色卡组碎片,1,1,0
505,2008,12200401,精灵妖狐魂石,蓝色卡组碎片,1,1,0
506,2008,12200601,圣殿统帅魂石,蓝色卡组碎片,1,1,0
507,2008,12300401,凤凰之心魂石,蓝色卡组碎片,1,1,0
508,2009,11100201,仲裁官,基础召唤单次首抽组,1,1,0
509,2010,11401001,元素魔女,高级召唤单次首抽组,1,1,0
