id,type,jjccategory,jjcrankmin,jjcrankmax,robotlevel,robotstar,showfight,showfight1,optionhero1,armtype1,optionhero2,armtype2,optionhero3,armtype3,optionhero4,armtype4,optionhero5,armtype5,optionhero6,armtype6,optionhero7,armtype7,optionhero8,armtype8,optionhero9,armtype9,optionhero10,armtype10,hydraoption,ragevalue,base_type1,base_value1,base_type2,base_value2,base_type3,base_value3,base_type4,base_value4,base_type5,base_value5,base_type6,base_value6,base_type7,base_value7,base_type8,base_value8,base_type9,base_value9,base_type10,base_value10,base_type11,base_value11,base_type12,base_value12,base_type13,base_value13
101,1,3,9,9,27,6,11021700,10470615,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,78732,7,3936,8,787,9,3936,10,787,29,3936,30,787,0,0,0,0,0,0,0,0
102,1,3,10,10,27,5,11021700,10470615,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5004,0,11,20000,12,90,6,78732,7,3936,8,787,9,3936,10,787,29,3936,30,787,0,0,0,0,0,0,0,0
103,1,3,11,11,27,5,11021700,10470615,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5003,0,11,20000,12,90,6,78732,7,3936,8,787,9,3936,10,787,29,3936,30,787,0,0,0,0,0,0,0,0
104,1,3,12,12,26,5,9842400,9350280,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,70304,7,3515,8,703,9,3515,10,703,29,3515,30,703,0,0,0,0,0,0,0,0
105,1,3,13,13,26,5,9842400,9350280,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,70304,7,3515,8,703,9,3515,10,703,29,3515,30,703,0,0,0,0,0,0,0,0
106,1,3,14,14,26,5,9842400,9350280,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,70304,7,3515,8,703,9,3515,10,703,29,3515,30,703,0,0,0,0,0,0,0,0
107,1,3,15,15,25,5,8750000,8312500,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,62500,7,3125,8,625,9,3125,10,625,29,3125,30,625,0,0,0,0,0,0,0,0
108,1,3,16,16,25,5,8750000,8312500,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,62500,7,3125,8,625,9,3125,10,625,29,3125,30,625,0,0,0,0,0,0,0,0
109,1,3,17,17,25,5,8750000,8312500,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,62500,7,3125,8,625,9,3125,10,625,29,3125,30,625,0,0,0,0,0,0,0,0
110,1,3,18,18,24,5,7739600,7352620,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,55296,7,2764,8,552,9,2764,10,552,29,2764,30,552,0,0,0,0,0,0,0,0
111,1,3,19,19,24,5,7739600,7352620,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5003,0,11,20000,12,90,6,55296,7,2764,8,552,9,2764,10,552,29,2764,30,552,0,0,0,0,0,0,0,0
112,1,3,20,20,24,5,7739600,7352620,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5003,0,11,20000,12,90,6,55296,7,2764,8,552,9,2764,10,552,29,2764,30,552,0,0,0,0,0,0,0,0
113,1,3,21,40,23,5,6812300,6471685,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5003,0,11,20000,12,90,6,48668,7,2433,8,486,9,2433,10,486,29,2433,30,486,0,0,0,0,0,0,0,0
114,1,3,41,80,23,5,6812300,6471685,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5003,0,11,20000,12,90,6,48668,7,2433,8,486,9,2433,10,486,29,2433,30,486,0,0,0,0,0,0,0,0
115,1,3,81,100,23,4,6812300,6471685,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,48668,7,2433,8,486,9,2433,10,486,29,2433,30,486,0,0,0,0,0,0,0,0
116,1,3,101,150,22,4,5961200,5663140,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,42592,7,2129,8,425,9,2129,10,425,29,2129,30,425,0,0,0,0,0,0,0,0
117,1,3,151,200,22,4,5961200,5663140,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,42592,7,2129,8,425,9,2129,10,425,29,2129,30,425,0,0,0,0,0,0,0,0
118,1,3,201,300,22,4,5961200,5663140,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,42592,7,2129,8,425,9,2129,10,425,29,2129,30,425,0,0,0,0,0,0,0,0
119,1,3,301,400,21,4,5185400,4926130,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,37044,7,1852,8,370,9,1852,10,370,29,1852,30,370,0,0,0,0,0,0,0,0
120,1,3,401,500,21,4,5185400,4926130,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,37044,7,1852,8,370,9,1852,10,370,29,1852,30,370,0,0,0,0,0,0,0,0
121,1,3,501,1000,21,4,5185400,4926130,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,37044,7,1852,8,370,9,1852,10,370,29,1852,30,370,0,0,0,0,0,0,0,0
122,1,3,1001,1500,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
123,1,3,1501,2000,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
124,1,3,2001,4000,20,4,4480000,4256000,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,32000,7,1600,8,320,9,1600,10,320,29,1600,30,320,0,0,0,0,0,0,0,0
125,1,3,4001,6000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
126,1,3,6001,8000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
127,1,3,8001,10000,19,3,3840100,3648095,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,27436,7,1371,8,274,9,1371,10,274,29,1371,30,274,0,0,0,0,0,0,0,0
128,1,3,10001,12000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
129,1,3,12001,14000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
130,1,3,14001,16000,18,3,3265300,3102035,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,23328,7,1166,8,233,9,1166,10,233,29,1166,30,233,0,0,0,0,0,0,0,0
131,1,3,16001,18000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
132,1,3,18001,20000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
133,1,3,20001,22000,17,3,2750200,2612690,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,19652,7,982,8,196,9,982,10,196,29,982,30,196,0,0,0,0,0,0,0,0
134,1,3,22001,24000,16,3,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
135,1,3,24001,26000,16,2,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
136,1,3,26001,28000,16,2,2292400,2177780,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,16384,7,819,8,163,9,819,10,163,29,819,30,163,0,0,0,0,0,0,0,0
137,1,3,28001,30000,15,2,1890000,1795500,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,13500,7,675,8,135,9,675,10,135,29,675,30,135,0,0,0,0,0,0,0,0
138,1,3,30001,30001,15,1,1890000,1795500,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,13500,7,675,8,135,9,675,10,135,29,675,30,135,0,0,0,0,0,0,0,0
139,2,0,1,1,16,1,1718800,1632860,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,12288,7,614,8,122,9,614,10,122,29,614,30,122,0,0,0,0,0,0,0,0
140,2,0,2,2,16,1,1718800,1632860,2006,0,4010,0,2004,0,1002,0,3004,0,0,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,12288,7,614,8,122,9,614,10,122,29,614,30,122,0,0,0,0,0,0,0,0
141,2,0,3,3,17,2,2062400,1959280,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,14739,7,736,8,147,9,736,10,147,29,736,30,147,0,0,0,0,0,0,0,0
142,2,0,4,4,17,2,2062400,1959280,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5002,0,11,20000,12,90,6,14739,7,736,8,147,9,736,10,147,29,736,30,147,0,0,0,0,0,0,0,0
143,2,0,5,5,18,3,2447600,2325220,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5002,0,11,20000,12,90,6,17496,7,874,8,174,9,874,10,174,29,874,30,174,0,0,0,0,0,0,0,0
144,2,0,6,6,19,3,2879200,2735240,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,20577,7,1028,8,205,9,1028,10,205,29,1028,30,205,0,0,0,0,0,0,0,0
145,2,0,7,7,20,4,3360000,3192000,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,24000,7,1200,8,240,9,1200,10,240,29,1200,30,240,0,0,0,0,0,0,0,0
146,2,0,8,8,21,4,3888300,3693885,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,27783,7,1389,8,277,9,1389,10,277,29,1389,30,277,0,0,0,0,0,0,0,0
147,2,0,9,9,22,4,4471400,4247830,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,31944,7,1597,8,319,9,1597,10,319,29,1597,30,319,0,0,0,0,0,0,0,0
148,2,0,10,10,23,4,5110100,4854595,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,36501,7,1825,8,365,9,1825,10,365,29,1825,30,365,0,0,0,0,0,0,0,0
149,2,0,11,11,23,5,5110100,4854595,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5002,0,11,20000,12,90,6,36501,7,1825,8,365,9,1825,10,365,29,1825,30,365,0,0,0,0,0,0,0,0
150,2,0,12,12,24,5,5804700,5514465,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5002,0,11,20000,12,90,6,41472,7,2073,8,414,9,2073,10,414,29,2073,30,414,0,0,0,0,0,0,0,0
151,2,0,13,13,24,5,5804700,5514465,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5002,0,11,20000,12,90,6,41472,7,2073,8,414,9,2073,10,414,29,2073,30,414,0,0,0,0,0,0,0,0
152,2,0,14,14,25,6,6561000,6232950,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5002,0,11,20000,12,90,6,46875,7,2343,8,468,9,2343,10,468,29,2343,30,468,0,0,0,0,0,0,0,0
153,2,0,15,15,25,6,6561000,6232950,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5002,0,11,20000,12,90,6,46875,7,2343,8,468,9,2343,10,468,29,2343,30,468,0,0,0,0,0,0,0,0
154,3,1,101,101,34,6,16507200,15681840,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5003,0,11,20000,12,90,6,117912,7,5895,8,1179,9,5895,10,1179,29,5895,30,1179,0,0,0,0,0,0,0,0
155,3,1,102,102,32,6,13762400,13074280,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,98304,7,4915,8,983,9,4915,10,983,29,4915,30,983,0,0,0,0,0,0,0,0
156,3,1,103,103,30,5,11340000,10773000,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,81000,7,4050,8,810,9,4050,10,810,29,4050,30,810,0,0,0,0,0,0,0,0
157,3,1,104,104,28,5,9218600,8757670,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,65856,7,3292,8,658,9,3292,10,658,29,3292,30,658,0,0,0,0,0,0,0,0
158,3,1,105,105,26,4,7381300,7012235,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5002,0,11,20000,12,90,6,52728,7,2636,8,527,9,2636,10,527,29,2636,30,527,0,0,0,0,0,0,0,0
159,3,1,106,106,24,4,5804700,5514465,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5001,0,11,20000,12,90,6,41472,7,2073,8,414,9,2073,10,414,29,2073,30,414,0,0,0,0,0,0,0,0
160,3,1,107,107,22,3,4471400,4247830,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5001,0,11,20000,12,90,6,31944,7,1597,8,319,9,1597,10,319,29,1597,30,319,0,0,0,0,0,0,0,0
161,3,1,108,108,20,3,3360000,3192000,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5001,0,11,20000,12,90,6,24000,7,1200,8,240,9,1200,10,240,29,1200,30,240,0,0,0,0,0,0,0,0
162,3,1,109,109,18,3,2447600,2325220,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,17496,7,874,8,174,9,874,10,174,29,874,30,174,0,0,0,0,0,0,0,0
163,3,2,101,101,34,6,16507200,15681840,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5003,0,11,20000,12,90,6,117912,7,5895,8,1179,9,5895,10,1179,29,5895,30,1179,0,0,0,0,0,0,0,0
164,3,2,102,102,32,6,13762400,13074280,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,98304,7,4915,8,983,9,4915,10,983,29,4915,30,983,0,0,0,0,0,0,0,0
165,3,2,103,103,30,5,11340000,10773000,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,81000,7,4050,8,810,9,4050,10,810,29,4050,30,810,0,0,0,0,0,0,0,0
166,3,2,104,104,28,5,9218600,8757670,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,65856,7,3292,8,658,9,3292,10,658,29,3292,30,658,0,0,0,0,0,0,0,0
167,3,2,105,105,26,4,7381300,7012235,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5002,0,11,20000,12,90,6,52728,7,2636,8,527,9,2636,10,527,29,2636,30,527,0,0,0,0,0,0,0,0
168,3,2,106,106,24,4,5804700,5514465,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5001,0,11,20000,12,90,6,41472,7,2073,8,414,9,2073,10,414,29,2073,30,414,0,0,0,0,0,0,0,0
169,3,2,107,107,22,3,4471400,4247830,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5001,0,11,20000,12,90,6,31944,7,1597,8,319,9,1597,10,319,29,1597,30,319,0,0,0,0,0,0,0,0
170,3,2,108,108,20,3,3360000,3192000,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5001,0,11,20000,12,90,6,24000,7,1200,8,240,9,1200,10,240,29,1200,30,240,0,0,0,0,0,0,0,0
171,3,2,109,109,18,3,2447600,2325220,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,17496,7,874,8,174,9,874,10,174,29,874,30,174,0,0,0,0,0,0,0,0
172,3,3,101,101,34,6,16507200,15681840,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5003,0,11,20000,12,90,6,117912,7,5895,8,1179,9,5895,10,1179,29,5895,30,1179,0,0,0,0,0,0,0,0
173,3,3,102,102,32,6,13762400,13074280,2001,0,2007,0,4006,0,2005,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,98304,7,4915,8,983,9,4915,10,983,29,4915,30,983,0,0,0,0,0,0,0,0
174,3,3,103,103,30,5,11340000,10773000,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,81000,7,4050,8,810,9,4050,10,810,29,4050,30,810,0,0,0,0,0,0,0,0
175,3,3,104,104,28,5,9218600,8757670,3011,0,4002,0,2003,0,1008,0,3007,0,4004,0,2009,0,1006,0,4005,0,2008,0,5002,0,11,20000,12,90,6,65856,7,3292,8,658,9,3292,10,658,29,3292,30,658,0,0,0,0,0,0,0,0
176,3,3,105,105,26,4,7381300,7012235,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5002,0,11,20000,12,90,6,52728,7,2636,8,527,9,2636,10,527,29,2636,30,527,0,0,0,0,0,0,0,0
177,3,3,106,106,24,4,5804700,5514465,4010,0,1011,0,3009,0,1002,0,3002,0,3005,0,1005,0,1001,0,3003,0,3001,0,5001,0,11,20000,12,90,6,41472,7,2073,8,414,9,2073,10,414,29,2073,30,414,0,0,0,0,0,0,0,0
178,3,3,107,107,22,3,4471400,4247830,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5001,0,11,20000,12,90,6,31944,7,1597,8,319,9,1597,10,319,29,1597,30,319,0,0,0,0,0,0,0,0
179,3,3,108,108,20,3,3360000,3192000,2010,0,3012,0,4001,0,1010,0,4009,0,3006,0,3008,0,1007,0,4008,0,0,0,5001,0,11,20000,12,90,6,24000,7,1200,8,240,9,1200,10,240,29,1200,30,240,0,0,0,0,0,0,0,0
180,3,3,109,109,18,3,2447600,2325220,2006,0,4010,0,2004,0,1002,0,3004,0,3003,0,0,0,0,0,0,0,0,0,5001,0,11,20000,12,90,6,17496,7,874,8,174,9,874,10,174,29,874,30,174,0,0,0,0,0,0,0,0
