cityid,cityname,size,cityicon,npcoccupy,occupy1,occupy2,occupy3,sequence1,sequence2,sequence3,buff1,buff2,buff3,debuff1,debuff2,debuff3,npcpaly1,npcpaly2,npcpaly3,npcpaly4,npcpaly5,npcpaly6,npcpaly7,npcpaly8,npcpaly9,npcpaly10,npcpaly11,npcpaly12,npcpaly13,npcpaly14,npcpaly15,attackplay1,attackplay2,attackplay3,attackplay4,attackplay5,attackplay6,attackplay7,attackplay8,attackplay9,attackplay10,attackplay11,attackplay12,attackplay13,attackplay14,attackplay15,defenseplay1,defenseplay2,defenseplay3,defenseplay4,defenseplay5,defenseplay6,defenseplay7,defenseplay8,defenseplay9,defenseplay10,defenseplay11,defenseplay12,defenseplay13,defenseplay14,defenseplay15,citypng,name1,icon1,stronghold1,influence1,name2,icon2,stronghold2,influence2,name3,icon3,stronghold3,influence3,name4,icon4,stronghold4,influence4,name5,icon5,stronghold5,influence5
1055,高阳,4,warcity_1001,30000,30000,3000000,30000,67,67,66,0,30001,0,20003,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1056,南皮,4,warcity_1001,30000,30000,3000000,30000,68,68,67,0,30003,0,20003,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1057,平原,4,warcity_1001,30000,30000,3000000,30000,69,69,68,0,30002,0,20003,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1058,阳平,4,warcity_1001,30000,30000,3000000,30000,70,70,69,0,30003,0,20003,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1059,巨鹿,1,warcity_1001,30000,30000,3000000,30000,71,71,70,0,0,0,20003,0,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1060,魏郡,4,warcity_1001,30000,30000,3000000,30000,72,72,71,0,30003,0,20003,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1061,邺城,2,warcity_1001,30000,30000,3000000,30000,73,73,72,0,30002,0,20002,0,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1062,黎阳,4,warcity_1001,30000,30000,3000000,30000,74,74,73,0,30002,0,20003,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1063,石邑,4,warcity_1001,30000,30000,3000000,30000,75,75,74,0,30003,0,20003,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1064,邯郸,4,warcity_1001,30000,30000,3000000,30000,76,76,75,0,30003,0,20002,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1065,上党,4,warcity_1001,30000,30000,3000000,30000,77,77,76,0,30002,0,20002,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1066,河内,4,warcity_1001,30000,30000,3000000,30000,78,78,77,0,30001,0,20002,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1067,白马,4,warcity_1001,30000,30000,3000000,30000,79,79,78,0,30001,0,20002,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1068,乌巢,2,warcity_1001,30000,30000,30000,30000,80,80,79,0,0,0,20002,0,20002,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1069,平丘,4,warcity_1001,30000,30000,30000,30000,81,81,80,0,0,0,20003,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1070,延津,4,warcity_1001,30000,30000,30000,30000,82,82,81,0,0,0,20002,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1071,官渡,4,warcity_1001,60000,30000,30000,30000,83,1,82,0,0,0,20002,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1072,中牟,2,warcity_1001,30000,30000,30000,30000,84,83,83,0,0,0,20002,0,20002,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1073,洛阳,2,warcity_1001,30000,30000,3000000,30000,85,84,84,0,30001,0,20001,0,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1074,汜水关,4,warcity_1001,30000,30000,30000,30000,86,85,85,0,0,0,20002,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1075,荥阳,2,warcity_1001,60000,30000,30000,30000,87,2,86,0,0,0,20001,0,20001,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1076,虎牢关,4,warcity_1001,30000,30000,30000,30000,88,86,87,0,0,0,20001,0,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1077,陈留,3,warcity_1001,60000,30000,30000,30000,89,3,88,0,0,0,20001,0,20001,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1078,许昌,2,warcity_1001,60000,30000,30000,30000,90,4,89,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1079,河东,4,warcity_1001,30000,30000,30000,30000,91,87,90,0,0,0,20001,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1080,弘农,4,warcity_1001,30000,30000,30000,30000,92,88,91,0,0,0,20001,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1081,河西,4,warcity_1001,30000,30000,30000,30000,93,89,92,0,0,0,0,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1082,长安南,4,warcity_1001,30000,30000,30000,30000,94,90,93,0,0,0,0,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1083,长安,2,warcity_1001,30000,30000,30000,30000,95,91,94,0,0,0,0,0,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1084,函谷关,3,warcity_1001,30000,30000,30000,30000,96,92,95,0,0,0,0,0,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1085,定军山,2,warcity_1001,30000,30000,30000,30000,97,93,96,0,0,0,0,0,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1086,蒲城,4,warcity_1001,30000,30000,30000,30000,98,94,97,0,0,0,0,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1087,汉中,4,warcity_1001,30000,30000,30000,30000,99,95,98,0,0,0,0,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1088,天水东,4,warcity_1001,30000,30000,30000,30000,100,96,99,0,0,0,0,0,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1089,天水,4,warcity_1001,30000,30000,30000,30000,101,97,100,0,0,0,0,20001,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1090,咸阳,4,warcity_1001,30000,30000,30000,30000,102,98,101,0,0,0,0,20001,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1091,五丈原,2,warcity_1001,30000,30000,30000,30000,103,99,102,0,0,0,0,0,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1092,武威,4,warcity_1001,30000,30000,30000,30000,104,100,103,0,0,0,0,20001,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1093,柞水,4,warcity_1001,30000,30000,30000,30000,105,101,104,0,0,0,0,20001,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1094,潼关,3,warcity_1001,30000,30000,30000,30000,106,102,105,0,0,0,0,20001,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1095,梓潼,2,warcity_1001,30000,30000,30000,30000,107,103,106,0,0,0,0,20001,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1096,绵竹,2,warcity_1001,30000,3000000,30000,30000,108,104,107,30001,0,0,0,20001,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1097,石城北,4,warcity_1001,30000,30000,30000,30000,109,105,108,0,0,0,0,20002,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1098,石城,2,warcity_1001,30000,30000,30000,30000,110,106,109,0,0,0,0,20002,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1099,涪陵,4,warcity_1001,30000,3000000,30000,30000,111,107,110,30001,0,0,0,20002,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1100,落凤坡,4,warcity_1001,30000,3000000,30000,30000,112,108,111,30002,0,0,0,20002,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1101,陇东,4,warcity_1001,30000,3000000,30000,30000,113,109,112,30001,0,0,0,20002,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1102,陇西,4,warcity_1001,30000,3000000,30000,30000,114,110,113,30001,0,0,0,20002,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1103,成都北,4,warcity_1001,30000,3000000,30000,30000,115,111,114,30003,0,0,0,20002,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1104,成都,1,warcity_1001,30000,3000000,30000,30000,116,112,115,0,0,0,0,20003,20003,10000,11005,11006,11008,13003,12001,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,10000,11005,11006,11008,13003,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1105,成都西,4,warcity_1001,30000,3000000,30000,30000,117,113,116,30002,0,0,0,20003,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1106,青城,4,warcity_1001,30000,3000000,30000,30000,118,114,117,30001,0,0,0,20003,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1107,武阳北,4,warcity_1001,30000,3000000,30000,30000,119,115,118,30002,0,0,0,20003,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1108,成都南,4,warcity_1001,30000,3000000,30000,30000,120,116,119,30003,0,0,0,20003,20002,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12002,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
1109,石城南,4,warcity_1001,30000,30000,30000,30000,121,117,120,0,0,0,0,20003,20003,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,10000,11001,11002,11004,13002,12001,0,0,0,0,0,0,0,0,0,stronghold_0,兵营,stronghold_1,10,20,南关隘,stronghold_2,10,20,军械库,stronghold_3,10,20,东关隘,stronghold_4,10,20,伐木场,stronghold_5,10,20
