ordernumber,taskid,taskname,level,checkpoint,pretask,uicontent,content,tasktypes,n1,n2,n3,n4,tasktypes2,itemid,numberofcycles,reward1,number1,reward2,number2,reward3,number3,iconid,taskindexes,taskindexes2
100147,118008,深渊矿井,0,110605,118007,每日试炼,通关深渊矿井传说难度,155,1,1,9,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100148,119001,巫妖陵寝,0,110605,0,每日试炼,通关巫妖陵寝普通难度,155,1,2,2,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100149,119002,巫妖陵寝,0,110605,119001,每日试炼,通关巫妖陵寝困难难度,155,1,2,3,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100150,119003,巫妖陵寝,0,110605,119002,每日试炼,通关巫妖陵寝专家难度,155,1,2,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100151,119004,巫妖陵寝,0,110605,119003,每日试炼,通关巫妖陵寝大师难度,155,1,2,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100152,119005,巫妖陵寝,0,110605,119004,每日试炼,通关巫妖陵寝王者难度,155,1,2,6,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100153,119006,巫妖陵寝,0,110605,119005,每日试炼,通关巫妖陵寝地狱难度,155,1,2,7,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100154,119007,巫妖陵寝,0,110605,119006,每日试炼,通关巫妖陵寝噩梦难度,155,1,2,8,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100155,119008,巫妖陵寝,0,110605,119007,每日试炼,通关巫妖陵寝传说难度,155,1,2,9,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100156,120001,魔灵禁地,0,110605,0,每日试炼,通关魔灵禁地普通难度,155,1,3,2,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100157,120002,魔灵禁地,0,110605,120001,每日试炼,通关魔灵禁地困难难度,155,1,3,3,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100158,120003,魔灵禁地,0,110605,120002,每日试炼,通关魔灵禁地专家难度,155,1,3,4,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100159,120004,魔灵禁地,0,110605,120003,每日试炼,通关魔灵禁地大师难度,155,1,3,5,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100160,120005,魔灵禁地,0,110605,120004,每日试炼,通关魔灵禁地王者难度,155,1,3,6,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100161,120006,魔灵禁地,0,110605,120005,每日试炼,通关魔灵禁地地狱难度,155,1,3,7,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100162,120007,魔灵禁地,0,110605,120006,每日试炼,通关魔灵禁地噩梦难度,155,1,3,8,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100163,120008,魔灵禁地,0,110605,120007,每日试炼,通关魔灵禁地传说难度,155,1,3,9,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""trialUI"")",0
100164,117001,夏梵的意志,0,110703,0,圣物,通关传说关卡-夏梵的意志第1章,144,1,901106,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100165,117002,夏梵的意志,0,110703,117001,圣物,通关传说关卡-夏梵的意志第2章,144,1,901206,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100166,117003,夏梵的意志,0,110703,117002,圣物,通关传说关卡-夏梵的意志第3章,144,1,901306,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100167,117004,夏梵的意志,0,110703,117003,圣物,通关传说关卡-夏梵的意志第4章,144,1,901406,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100168,117005,夏梵的意志,0,110703,117004,圣物,通关传说关卡-夏梵的意志第5章,144,1,901506,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100169,117006,夏梵的意志,0,110703,117005,圣物,通关传说关卡-夏梵的意志第6章,144,1,901606,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100170,117007,夏梵的意志,0,110703,117006,圣物,通关传说关卡-夏梵的意志第7章,144,1,901706,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100171,117008,夏梵的意志,0,110703,117007,圣物,通关传说关卡-夏梵的意志第8章,144,1,901806,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100172,117009,圣光方舟,0,110703,117001,圣物,通关传说关卡-圣光方舟第1章,144,1,902106,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100173,117010,圣光方舟,0,110703,117009,圣物,通关传说关卡-圣光方舟第2章,144,1,902206,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100174,117011,圣光方舟,0,110703,117010,圣物,通关传说关卡-圣光方舟第3章,144,1,902306,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100175,117012,圣光方舟,0,110703,117011,圣物,通关传说关卡-圣光方舟第4章,144,1,902406,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100176,117013,圣光方舟,0,110703,117012,圣物,通关传说关卡-圣光方舟第5章,144,1,902506,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100177,117014,圣光方舟,0,110703,117013,圣物,通关传说关卡-圣光方舟第6章,144,1,902606,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100178,117015,圣光方舟,0,110703,117014,圣物,通关传说关卡-圣光方舟第7章,144,1,902706,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100179,117016,圣光方舟,0,110703,117015,圣物,通关传说关卡-圣光方舟第8章,144,1,902806,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100180,117017,极寒之风,0,110703,117009,圣物,通关传说关卡-极寒之风第1章,144,1,903106,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100181,117018,极寒之风,0,110703,117017,圣物,通关传说关卡-极寒之风第2章,144,1,903206,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100182,117019,极寒之风,0,110703,117018,圣物,通关传说关卡-极寒之风第3章,144,1,903306,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100183,117020,极寒之风,0,110703,117019,圣物,通关传说关卡-极寒之风第4章,144,1,903406,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100184,117021,极寒之风,0,110703,117020,圣物,通关传说关卡-极寒之风第5章,144,1,903506,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100185,117022,极寒之风,0,110703,117021,圣物,通关传说关卡-极寒之风第6章,144,1,903606,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100186,117023,极寒之风,0,110703,117022,圣物,通关传说关卡-极寒之风第7章,144,1,903706,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100187,117024,极寒之风,0,110703,117023,圣物,通关传说关卡-极寒之风第8章,144,1,903806,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100188,117025,寂静之月,0,110703,117017,圣物,通关传说关卡-寂静之月第1章,144,1,904106,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100189,117026,寂静之月,0,110703,117025,圣物,通关传说关卡-寂静之月第2章,144,1,904206,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100190,117027,寂静之月,0,110703,117026,圣物,通关传说关卡-寂静之月第3章,144,1,904306,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100191,117028,寂静之月,0,110703,117027,圣物,通关传说关卡-寂静之月第4章,144,1,904406,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100192,117029,寂静之月,0,110703,117028,圣物,通关传说关卡-寂静之月第5章,144,1,904506,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100193,117030,寂静之月,0,110703,117029,圣物,通关传说关卡-寂静之月第6章,144,1,904606,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100194,117031,寂静之月,0,110703,117030,圣物,通关传说关卡-寂静之月第7章,144,1,904706,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100195,117032,寂静之月,0,110703,117031,圣物,通关传说关卡-寂静之月第8章,144,1,904806,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100196,117033,旅法师传说,0,110703,117025,圣物,通关传说关卡-旅法师传说第1章,144,1,905106,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100197,117034,旅法师传说,0,110703,117033,圣物,通关传说关卡-旅法师传说第2章,144,1,905206,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100198,117035,旅法师传说,0,110703,117034,圣物,通关传说关卡-旅法师传说第3章,144,1,905306,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100199,117036,旅法师传说,0,110703,117035,圣物,通关传说关卡-旅法师传说第4章,144,1,905406,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100200,117037,旅法师传说,0,110703,117036,圣物,通关传说关卡-旅法师传说第5章,144,1,905506,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100201,117038,旅法师传说,0,110703,117037,圣物,通关传说关卡-旅法师传说第6章,144,1,905606,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100202,117039,旅法师传说,0,110703,117038,圣物,通关传说关卡-旅法师传说第7章,144,1,905706,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100203,117040,旅法师传说,0,110703,117039,圣物,通关传说关卡-旅法师传说第8章,144,1,905806,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100204,117041,阿祖斯日记,0,110703,117033,圣物,通关传说关卡-阿祖斯日记第1章,144,1,906106,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100205,117042,阿祖斯日记,0,110703,117041,圣物,通关传说关卡-阿祖斯日记第2章,144,1,906206,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100206,117043,阿祖斯日记,0,110703,117042,圣物,通关传说关卡-阿祖斯日记第3章,144,1,906306,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100207,117044,阿祖斯日记,0,110703,117043,圣物,通关传说关卡-阿祖斯日记第4章,144,1,906406,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100208,117045,阿祖斯日记,0,110703,117044,圣物,通关传说关卡-阿祖斯日记第5章,144,1,906506,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100209,117046,阿祖斯日记,0,110703,117045,圣物,通关传说关卡-阿祖斯日记第6章,144,1,906606,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100210,117047,阿祖斯日记,0,110703,117046,圣物,通关传说关卡-阿祖斯日记第7章,144,1,906706,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100211,117048,阿祖斯日记,0,110703,117047,圣物,通关传说关卡-阿祖斯日记第8章,144,1,906806,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100212,117049,耐瑟的智慧,0,110703,117041,圣物,通关传说关卡-耐瑟的智慧第1章,144,1,907106,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100213,117050,耐瑟的智慧,0,110703,117049,圣物,通关传说关卡-耐瑟的智慧第2章,144,1,907206,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100214,117051,耐瑟的智慧,0,110703,117050,圣物,通关传说关卡-耐瑟的智慧第3章,144,1,907306,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100215,117052,耐瑟的智慧,0,110703,117051,圣物,通关传说关卡-耐瑟的智慧第4章,144,1,907406,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100216,117053,耐瑟的智慧,0,110703,117052,圣物,通关传说关卡-耐瑟的智慧第5章,144,1,907506,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100217,117054,耐瑟的智慧,0,110703,117053,圣物,通关传说关卡-耐瑟的智慧第6章,144,1,907606,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100218,117055,耐瑟的智慧,0,110703,117054,圣物,通关传说关卡-耐瑟的智慧第7章,144,1,907706,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100219,117056,耐瑟的智慧,0,110703,117055,圣物,通关传说关卡-耐瑟的智慧第8章,144,1,907806,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI( ""holy_mainUI"",enOpenUIType.EUIT_ListType,{_index = 1})",0
100220,127001,镇魂塔,0,111004,0,镇魂塔,镇魂塔达到10层,196,1,310010,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100221,127002,镇魂塔,0,111004,127001,镇魂塔,镇魂塔达到20层,196,1,310020,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100222,127003,镇魂塔,0,111004,127002,镇魂塔,镇魂塔达到30层,196,1,310030,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100223,127004,镇魂塔,0,111004,127003,镇魂塔,镇魂塔达到40层,196,1,310040,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100224,127005,镇魂塔,0,111004,127004,镇魂塔,镇魂塔达到50层,196,1,310050,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100225,127006,镇魂塔,0,111004,127005,镇魂塔,镇魂塔达到60层,196,1,310060,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100226,127007,镇魂塔,0,111004,127006,镇魂塔,镇魂塔达到70层,196,1,310070,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100227,127008,镇魂塔,0,111004,127007,镇魂塔,镇魂塔达到80层,196,1,310080,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100228,127009,镇魂塔,0,111004,127008,镇魂塔,镇魂塔达到90层,196,1,310090,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100229,127010,镇魂塔,0,111004,127009,镇魂塔,镇魂塔达到100层,196,1,310100,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100230,127011,镇魂塔,0,111004,127010,镇魂塔,镇魂塔达到110层,196,1,310110,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100231,127012,镇魂塔,0,111004,127011,镇魂塔,镇魂塔达到120层,196,1,310120,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100232,127013,镇魂塔,0,111004,127012,镇魂塔,镇魂塔达到130层,196,1,310130,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100233,127014,镇魂塔,0,111004,127013,镇魂塔,镇魂塔达到140层,196,1,310140,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100234,127015,镇魂塔,0,111004,127014,镇魂塔,镇魂塔达到150层,196,1,310150,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100235,127016,镇魂塔,0,111004,127015,镇魂塔,镇魂塔达到160层,196,1,310160,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100236,127017,镇魂塔,0,111004,127016,镇魂塔,镇魂塔达到170层,196,1,310170,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100237,127018,镇魂塔,0,111004,127017,镇魂塔,镇魂塔达到180层,196,1,310180,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100238,127019,镇魂塔,0,111004,127018,镇魂塔,镇魂塔达到190层,196,1,310190,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100239,127020,镇魂塔,0,111004,127019,镇魂塔,镇魂塔达到200层,196,1,310200,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100240,127021,镇魂塔,0,111004,127020,镇魂塔,镇魂塔达到210层,196,1,310210,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100241,127022,镇魂塔,0,111004,127021,镇魂塔,镇魂塔达到220层,196,1,310220,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100242,127023,镇魂塔,0,111004,127022,镇魂塔,镇魂塔达到230层,196,1,310230,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100243,127024,镇魂塔,0,111004,127023,镇魂塔,镇魂塔达到240层,196,1,310240,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100244,127025,镇魂塔,0,111004,127024,镇魂塔,镇魂塔达到250层,196,1,310250,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100245,127026,镇魂塔,0,111004,127025,镇魂塔,镇魂塔达到260层,196,1,310260,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100246,127027,镇魂塔,0,111004,127026,镇魂塔,镇魂塔达到270层,196,1,310270,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100247,127028,镇魂塔,0,111004,127027,镇魂塔,镇魂塔达到280层,196,1,310280,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100248,127029,镇魂塔,0,111004,127028,镇魂塔,镇魂塔达到290层,196,1,310290,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100249,127030,镇魂塔,0,111004,127029,镇魂塔,镇魂塔达到300层,196,1,310300,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100250,128001,镇魂塔精英,0,111004,127001,镇魂塔,通关镇魂塔精英第3关,197,1,320003,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_mainUI"")",0
100251,128002,镇魂塔精英,0,111004,128001,镇魂塔,通关镇魂塔精英第6关,197,1,320006,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100252,128003,镇魂塔精英,0,111004,128002,镇魂塔,通关镇魂塔精英第9关,197,1,320009,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100253,128004,镇魂塔精英,0,111004,128003,镇魂塔,通关镇魂塔精英第12关,197,1,320012,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100254,128005,镇魂塔精英,0,111004,128004,镇魂塔,通关镇魂塔精英第15关,197,1,320015,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100255,128006,镇魂塔精英,0,111004,128005,镇魂塔,通关镇魂塔精英第18关,197,1,320018,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100256,128007,镇魂塔精英,0,111004,128006,镇魂塔,通关镇魂塔精英第21关,197,1,320021,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100257,128008,镇魂塔精英,0,111004,128007,镇魂塔,通关镇魂塔精英第24关,197,1,320024,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100258,128009,镇魂塔精英,0,111004,128008,镇魂塔,通关镇魂塔精英第27关,197,1,320027,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100259,128010,镇魂塔精英,0,111004,128009,镇魂塔,通关镇魂塔精英第30关,197,1,320030,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""climb_tower_elite"")",0
100260,133001,魔宠高阶召唤,0,111605,0,魔宠契约,高阶召唤魔宠5次,158,5,2,0,0,0,0,0,91000002,50,91000001,10000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100261,133002,魔宠高阶召唤,0,111605,133001,魔宠契约,高阶召唤魔宠10次,158,10,2,0,0,0,0,0,91000002,100,91000001,20000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100262,133003,魔宠高阶召唤,0,111605,133002,魔宠契约,高阶召唤魔宠25次,158,25,2,0,0,0,0,0,91000002,200,91000001,30000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100263,133004,魔宠高阶召唤,0,111605,133003,魔宠契约,高阶召唤魔宠50次,158,50,2,0,0,0,0,0,91000002,500,91000001,40000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100264,133005,魔宠高阶召唤,0,111605,133004,魔宠契约,高阶召唤魔宠100次,158,100,2,0,0,0,0,0,91000002,1000,91000001,50000,0,0,0,"ui_mgr.openUI(""Mount_farm"")",0
100265,108001,拥有好友,10,0,0,好友,拥有5个好友,86,5,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""friend_ui"")",0
100266,108002,拥有好友,10,0,108001,好友,拥有10个好友,86,10,0,0,0,0,0,0,91000002,20,91000001,5000,0,0,0,"ui_mgr.openUI(""friend_ui"")",0
