skillid,heroname,staropen,learnlv,maxlv,skillname,type,skilldescription,skillvaluetype1,skillcount1,skilladdvalue1,skillvaluetype2,skillcount2,skilladdvalue2,skillvaluetype3,skillcount3,skilladdvalue3,skillvaluetype4,skillcount4,skilladdvalue4,skilltype,attackbefore,attackafter,skillrange,skillscope,skillscope2,skillobject,skillenergy,bufftype1,buffpro1,buffproadd1,bufftype2,buffpro2,buffproadd2,bufftype3,buffpro3,buffproadd3,luaname,skillicon,cd,blacktime,lighteffect,storageeffect,storageturn,tipsdescription,lvupword,tips1,lvup1,tips2,lvup2,fightingnum,awaken1,awakennum1,awaken2,awakennum2,arenaeffect,qualityopen,skillformation,skillimmune,skilltarget,targetnum,skillmode,skillenergy1,skillmax,skillapplication,skillatkpattern,sound,showpanel
300305,痛苦女王,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300306,痛苦女王,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300307,痛苦女王,1,1,0,伏虎攻心,远程技能,无,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,350,1100,0,0,0,0,13034,10000,0,0,0,0,0,0,0,a400304,400304,0,0,0,3333,0,无,伤害提高%.2f％\n额外伤害+%.2f,198,25,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,1,1,0,0
300400,陆逊,9,0,0,普通攻击,骑兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,200,0,0,1,100,0,0,0,0,0,0,0,0,0,a300400,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300401,陆逊,9,1,0,藤甲,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300401,0,0,0,0,0,无,减少受到的伤害+%.2f％,20,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300402,陆逊,9,1,0,火刃,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300402,0,0,0,0,0,无,伤害提高%.2f％\n额外伤害+%.2f,10,2,0,0,6,42300404,3,81400201,40,0,1,0,1,0,0,0,100,80,0,1,0,0
300403,陆逊,2,1,0,炎甲,被动天赋加成,"释放大招后会增加陆逊伤害加深,减少受到的法术伤害,持续10秒",0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300403,0,0,0,0,0,"释放大招的时候会增加陆逊%.0f％的伤害加深,减少%.0f％受到的远程伤害",无,15,5,15,5,6,42300404,2,81400201,20,0,1,0,1,0,0,0,100,80,0,1,0,0
300404,陆逊,1,1,0,侵掠如火,近战技能,"火神从天而降,对同一个目标区域连续降落3次爆炸炎弹",1001,-6000,1600,0,0,0,0,0,0,0,0,0,3,1000,350,3000,0,0,1,0,29001,10000,0,0,0,0,0,0,0,a300404,300404,0,0,0,3333,0,"火神从天而降,对同一个目标区域连续降落3次爆炸炎弹,每次造成%.0f％近战伤害",减少受到的伤害+%.2f％,40,16,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,Skills_Hero/luxun_skill,6
300405,陆逊,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300406,陆逊,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300407,陆逊,1,1,0,侵掠如火,近战技能,无,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,350,2000,0,0,1,0,29001,10000,0,0,0,0,0,0,0,a300404,300404,0,0,0,3333,0,无,减少受到的伤害+%.2f％,40,16,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
300500,太史慈,9,0,0,普通攻击,步兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,600,0,0,1,100,0,0,0,0,0,0,0,0,0,a300500,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300501,太史慈,9,1,0,钢枪,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300501,300501,0,0,0,0,0,无,攻击速度+%.2f％,1,0.2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300502,太史慈,9,1,0,弓马精通,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300502,300502,0,0,0,0,0,无,必杀+%.2f,16,16,0,0,6,42300504,3,81400201,40,0,1,0,1,0,0,2,100,80,0,1,0,0
300503,太史慈,2,1,0,天义,被动触发技能,太史慈对兵力小于60％的目标造成的近战伤害提高,0,1000,1000,0,0,0,0,0,0,0,0,0,2,300,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a300503,300503,0,0,0,0,0,太史慈对兵力小于60％的目标造成的近战伤害提高%.0f％,伤害提高%.2f％\n额外伤害+%.2f,10,10,0,0,6,42300504,2,81400201,20,0,1,0,1,0,0,2,100,0,0,1,0,0
300504,太史慈,1,1,0,连舞斩,近战技能,"太史慈对单体目标造成4次伤害,如果此次攻击杀死目标,则提高自身50％攻度，100％移速",1001,-4500,800,0,0,0,0,0,0,0,0,0,3,1000,350,500,0,0,1,0,23054,10000,0,0,0,0,0,0,0,a300504,300504,0,0,0,3333,0,"攻击目标4次,造成%.0f％近战伤害,如果此次攻击杀死目标,则提高自身50％攻速,100％移速,持续4秒",伤害提高%.2f％\n额外伤害+%.2f,55,8,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,Skills_Hero/taishici_skill,6
300505,太史慈,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300506,太史慈,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300507,太史慈,1,1,0,神亭酣战,近战技能,无,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,0,1100,0,0,1,0,23054,10000,0,0,0,0,0,0,0,a300504,300504,0,0,0,3333,0,无,伤害提高%.2f％\n额外伤害+%.2f,55,8,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,0,0
300600,孙权,9,0,0,普通攻击,骑兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,1600,0,0,1,100,0,0,0,0,0,0,0,0,0,a300600,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300601,孙权,9,1,0,贤明,个人光环,无,0,0,0,0,0,0,0,0,0,0,0,0,7,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300601,300601,0,0,0,0,0,无,近战攻击+%.2f,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300602,孙权,9,1,0,谨慎,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p300602,300602,0,0,0,0,0,无,恢复怒气+%.2f,8,0.2,0,0,6,42300604,3,81400201,40,0,1,0,1,0,0,0,100,80,0,1,0,0
300603,孙权,2,1,0,守成,被动触发技能,提高举贤的所有效果,0,0,0,0,0,0,0,0,0,0,0,0,2,300,500,0,0,0,0,0,10056,10000,0,0,0,0,0,0,0,a300603,300603,0,0,0,0,0,提高举贤的%.0f％所有效果,对目标造成%.2f％+%.2f点治疗,40,10,0,0,6,42300604,2,81400201,20,0,1,0,1,0,0,0,100,80,0,1,0,0
300604,孙权,1,1,0,举贤,远程技能,"孙权鼓舞士气,增加己方全体单位所有减伤和伤害提高",0,0,0,0,0,0,0,0,0,0,0,0,4,1000,350,3000,2000,0,0,0,33064,10000,0,33063,10000,0,0,0,0,a300604,300604,0,0,0,3333,0,"孙权鼓舞士气,增加己方全体单位所有减伤%.0f％,伤害加成%.0f％,持续8秒",近战攻击%.2f％\n远程攻击%.2f％,10,2,10,2,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,Skills_Hero/sunquan_skill,3
300605,孙权,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300606,孙权,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300607,孙权,1,1,0,士气狂涨,远程技能,无,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,350,1700,2000,0,0,0,0,0,0,0,0,0,0,0,0,a300604,300604,0,0,0,3333,0,无,近战攻击%.2f％\n远程攻击%.2f％,10,2,10,2,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
300700,周泰,9,0,0,普通攻击,步兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,200,0,0,1,100,0,0,0,0,0,0,0,0,0,a300700,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300701,周泰,9,1,0,复活,被动触发技能,无,0,0,0,0,0,0,0,0,0,0,0,0,2,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p300701,300701,0,0,0,0,0,无,回复兵力+%.2f,20,10,0,0,0,42300704,4,81400201,80,0,1,0,1,0,0,0,100,80,0,1,0,0
300702,周泰,9,1,0,矢志,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300702,300702,0,0,0,0,0,无,减少受到的远程伤害+%.2f％,10,10,0,0,6,42300704,3,81400201,40,0,1,0,1,0,0,2,100,0,0,1,0,0
300703,周泰,2,1,0,复活,被动触发技能,"周泰宁死不屈,死亡后复活一次,恢复一定最大兵力和1000点怒气,每次出战可以复活一次.",5,4000,1500,0,0,0,0,0,0,0,0,0,2,300,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,p300703,300703,0,0,0,0,0,"周泰宁死不屈,死亡后复活一次,恢复%.0f％最大兵力和1000点怒气,每次出战可以复活一次.",兵力恢复+%.2f\n伤害+%.2f,40,15,0,0,6,42300704,2,81400201,20,0,1,0,1,0,0,2,100,0,0,1,0,0
300704,骷髅王,1,1,0,骨盾,近战技能,增加自身所有防御,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,350,500,0,0,1,0,32064,10000,0,0,0,0,0,0,0,a200604,300104,0,0,0,3333,0,增加自身所有防御,伤害提高%.2f％\n额外伤害+%.2f,30,7,3250,3250,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,Skills_Hero/zhoutai_skill,2
300705,骷髅王,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300706,骷髅王,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300707,骷髅王,1,1,0,死忠护盾,近战技能,无,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,350,500,0,0,1,0,23074,10000,0,0,0,0,0,0,0,a200604,300104,0,0,0,3333,0,无,伤害提高%.2f％\n额外伤害+%.2f,50,5,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,0,0
300800,韩当,9,0,0,普通攻击,骑兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,600,0,0,1,100,0,0,0,0,0,0,0,0,0,a300800,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300801,韩当,9,1,0,弯刀,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300801,300801,0,0,0,0,0,无,统帅+%.2f,20,5,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300802,韩当,9,1,0,无畏,被动触发技能,无,0,0,0,0,0,0,0,0,0,0,0,0,2,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p300802,300802,0,0,0,0,0,无,伤害+%.2f,20,5,0,0,6,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300803,韩当,2,1,0,沉默,被动天赋加成,增加5%攻击力,107,500,100,109,500,100,0,0,0,0,0,0,1,300,500,0,0,0,1,0,10049,10000,0,0,0,0,0,0,0,a300803,300803,0,0,0,0,0,攻击力+%.2f％,伤害提高%.2f％\n额外伤害+%.2f,5,1,0,0,6,42300804,1,81400201,10,0,1,0,1,0,0,2,100,80,0,1,0,0
300804,韩当,1,1,0,螺旋穿刺,近战技能,"对单体目标造成4次近战伤害,如果目标是弓兵,则造成1.5倍伤害",1001,-6000,300,0,0,0,0,0,0,0,0,0,3,1000,350,500,0,0,1,0,0,0,0,0,0,0,0,0,0,a300804,300804,0,0,0,3333,0,"冲击目标4次,每次造成%.0f％近战伤害,如果目标是弓兵,则造成150％伤害",伤害提高%.2f％\n额外伤害+%.2f,40,3,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,Skills_Hero/handang_skill,6
300805,韩当,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300806,韩当,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300807,韩当,1,1,0,致命暗屠,近战技能,无,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,350,1100,0,0,1,0,0,0,0,0,0,0,0,0,0,a300804,300804,0,0,0,3333,0,无,伤害提高%.2f％\n额外伤害+%.2f,40,3,0,0,6,0,0,0,0,0,1,1,1,0,0,2,100,80,0,1,0,0
300900,大乔,9,0,0,普通攻击,骑兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,1000,0,0,1,100,0,0,0,0,0,0,0,0,0,a300900,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
300901,大乔,9,1,0,天香,己方光环,无,0,0,0,0,0,0,0,0,0,0,0,0,5,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300901,300901,0,0,0,0,0,无,减少受到的伤害+%.2f％,20,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300902,大乔,9,1,0,国色,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300902,300902,0,0,0,0,0,无,伤害提高%.2f％\n额外伤害+%.2f,20,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300903,大乔,2,1,0,花香,远程技能,大乔有几率对两个目标释放护盾,0,2000,2000,0,0,0,0,0,0,0,0,0,4,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a300903,300903,0,0,0,0,0,大乔有%.0f％的几率对两个目标释放软玉温香,无,20,20,0,0,6,42300904,1,81400201,10,0,1,0,1,0,0,0,100,80,0,1,0,0
300904,大乔,1,1,0,软玉温香,远程技能,"给予我方血量百分比最少的单位增加一个护盾,护盾可以回复500怒气并且吸收伤害",0,0,0,0,0,0,0,0,0,0,0,0,4,1000,350,1500,0,0,0,0,13094,10000,0,0,0,0,0,0,0,a300904,300904,0,0,0,3333,0,"给予我方血量百分比最少的单位一个护盾,护盾可以回复500怒气并吸收(10％远程攻击+%.0f)点的伤害,持续10秒",减少受到的伤害+%.2f％,2000,2000,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,Skills_Hero/daqiao_skill,1
300905,大乔,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300906,大乔,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
300907,大乔,1,1,0,软玉温香,远程技能,无,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,350,2000,0,0,0,0,13094,10000,0,0,0,0,0,0,0,a300904,300904,0,0,0,3333,0,无,减少受到的伤害+%.2f％,2000,2000,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
301000,周瑜,9,0,0,普通攻击,弓兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,600,0,0,1,100,0,0,0,0,0,0,0,0,0,a301000,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
301001,周瑜,9,1,0,灼烧,被动触发技能,无,0,0,0,0,0,0,0,0,0,0,0,0,2,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p301001,301001,0,0,0,0,0,无,怒气+%.2f点,40,5,0,0,0,42301004,4,81400201,80,0,1,0,1,0,0,0,100,80,0,1,0,0
301002,周瑜,9,1,0,燃烧,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a301002,301002,0,0,0,0,0,无,远程暴击+%.2f,18,18,0,0,6,42301004,3,81400201,40,0,1,0,1,0,0,0,100,80,0,1,0,0
301003,周瑜,2,1,0,双火球,远程技能,周瑜向前方最近单位释放2个火球,0,4000,1000,0,0,0,0,0,0,0,0,0,4,300,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a301003,301003,0,0,0,0,0,"业火连珠施放两个火球,第二枚火球造成的伤害是第一枚的%.0f％",伤害+%.2f,30,5,0,0,6,42301004,2,81400201,20,0,1,0,1,0,0,1,100,80,1,1,0,0
301004,周瑜,1,1,0,业火连珠,远程技能,"周瑜向最近单位释放1个火球,并对受到伤害的目标造成持续伤害,并使其受到所有伤害增加15％",1001,-2500,500,0,0,0,0,0,0,0,0,0,4,1000,350,3000,0,0,1,0,13104,10000,0,0,0,0,0,0,0,a301004,301004,0,0,0,3333,0,"释放火球弹射5次,造成%.0f％远程伤害,造成每秒(7％远程攻击+%.0f)点灼烧伤害,持续10秒,且目标受到伤害增加15％,持续10秒",伤害提高%.2f％\n额外伤害+%.2f,75,5,100,100,6,0,0,0,0,0,1,1,1,0,0,2,100,80,1,1,Skills_Hero/zhouyu_skill,6
301005,周瑜,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
301006,周瑜,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
301007,周瑜,1,1,0,烽火怒溅,远程技能,无,0,0,0,0,0,0,200,3000,500,0,0,0,4,1000,350,1100,0,0,1,0,10041,10000,0,0,0,0,0,0,0,a301007,301004,0,0,0,3333,0,无,伤害提高%.2f％\n额外伤害+%.2f,70,0.1,180,18,6,0,0,0,0,0,1,1,1,0,0,2,100,80,1,1,0,0
400100,吕布,9,0,0,普通攻击,骑兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,200,0,0,1,100,0,0,0,0,0,0,0,0,0,a400100,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
400101,吕布,9,1,0,破甲,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400101,0,0,0,0,0,无,近战穿透+%.2f,20,10,0,0,0,42400104,4,81400201,80,0,1,0,1,0,0,0,100,80,0,1,0,0
400102,吕布,9,1,0,愤怒,被动触发技能,无,0,0,0,0,0,0,0,0,0,0,0,0,2,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400102,0,0,0,0,0,无,恢复怒气+%.2f,30,10,0,0,6,42400104,3,81400201,40,0,1,0,1,0,0,0,100,80,0,1,0,0
400103,吕布,2,1,0,怒火聚焦,被动触发技能,"吕布兵力低于50％时,伤害和攻速提高，同时在释放天下无双时使周围武将进入无敌状态",2,1500,500,2,-1500,-500,0,0,0,0,0,0,2,300,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,p400103,400103,0,0,0,0,0,吕布兵力低于50％，伤害和攻速提高%.0f％，并且释放天下无双时使周围武将进入无敌状态，持续4秒,伤害提高%.2f％\n额外伤害+%.2f,10,5,2,0.5,6,42400104,2,81400201,20,0,1,0,1,0,0,0,100,80,0,1,0,0
400104,吕布,1,1,0,天下无双,近战技能,"对周围敌方攻击3次,同时提高周围己方武将伤害和移速",1001,-7400,500,0,0,0,0,0,0,0,0,0,3,1000,350,500,1600,0,1,0,14015,10000,0,14014,10000,0,0,0,0,a400104,400104,0,0,0,3333,0,"对周围所有敌方打击3次，造成%.0f％近战伤害,提高200％伤害，移速，持续4秒",伤害提高%.2f％\n额外伤害+%.2f,26,5,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,Skills_Hero/lvbu_skill,6
400105,吕布,9,1,0,伤害增加,被动天赋加成,伤害加深+5%,31,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100202,0,0,0,0,0,伤害加深+%.2f％,伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
400106,吕布,9,1,0,免伤增加,被动天赋加成,伤害减免+5%,25,500,500,0,0,0,0,0,0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100201,0,0,0,0,0,伤害减免+%.2f％,减少受到的伤害+%.2f％,5,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
400107,吕布,1,1,0,无双战神,近战技能,无,0,0,0,0,0,0,7,200,20,0,0,0,3,1000,350,500,1600,0,1,0,10073,10000,0,0,0,0,0,0,0,a400104,400104,0,0,0,3333,0,无,伤害提高%.2f％\n额外伤害+%.2f,26,5,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,0,0
400200,祝融,9,0,0,普通攻击,骑兵,无,1001,-5000,0,0,0,0,0,0,0,0,0,0,0,300,500,600,0,0,1,100,0,0,0,0,0,0,0,0,0,a400200,1,0,0,0,0,0,无,无,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100,0,0,1,0,0
400201,祝融,9,1,0,烈刃,己方光环,无,0,0,0,0,0,0,0,0,0,0,0,0,5,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a400201,400201,0,0,0,0,0,无,减少受到的近战伤害+%.2f％,20,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
400202,祝融,9,1,0,强力,被动天赋加成,无,0,0,0,0,0,0,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a530003,400202,0,0,0,0,0,无,武力+%.2f,20,5,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
400203,祝融,2,1,0,壮候,被动天赋加成,增加5%攻击力,107,500,100,109,500,100,0,0,0,0,0,0,1,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a400203,400203,0,0,0,0,0,攻击力+%.2f％,近战防御%.2f％,5,1,0,0,6,0,0,0,0,0,1,0,1,0,0,0,100,80,0,1,0,0
400204,祝融,1,1,0,鱼人猛击,远程技能,"对正前方扇形范围内的最多2个敌人造成远程伤害,如果伤害目标是步兵,则晕眩目标2秒",1001,-6000,800,0,0,0,0,0,0,0,0,0,4,1000,350,1500,1600,135,1,0,10062,10000,0,0,0,0,0,0,0,a400204,400204,0,0,0,3333,0,"对正前方扇形范围内最多2个敌人造成%.0f％远程伤害,如果伤害目标是步兵,则晕眩目标2秒",近战伤害+%.2f％,40,8,0,0,6,0,0,0,0,0,1,1,1,0,0,1,100,80,0,1,Skills_Hero/zhurong_skill,6
